sadly shattered 68 sailing falklands 147
spend paperwork 133 spend political 40
spend production 47 spend strategic 141
spend terrorism 51 spend advertising 116
spend considering 169 spend determining 44
spend discussion 66 spend meditation 117
spend speculating 79 spend horseback 93
spend considering 91 spend cleveland 133
spend california 70 spend considering 119
spend discussion 42 spend meditation 277
spend purgatory 150 spend reflection 78
spend happiness 44 spend meditation 43
spend amusement 46 spend considering 47
spend different 122 spend fruitless 45
spend libraries 57 spend meditation 143
spend perpetual 49 spend determine 90
spend armaments 54 spent classroom 44
spent workplace 56 spent assistant 49
spent captivity 78 spent assistant 51
spent cambridge 193 spent california 46
spent captivity 46 spent palestine 117
spent housework 61 spent argentina 66
spent california 69 spent captivity 231
spent different 72 spent jerusalem 46
spent meditation 46 spent missionary 43
spent palestine 66 spent political 56
spent amusement 136 spent hospitals 67
spent household 51 spent proximity 56
spent household 127 spent housework 80
spent calculating 44 spent california 71
spent considering 362 spent cultivating 46
spent discussion 116 spent fruitless 80
spent hospitals 183 spent instructing 47
spent libraries 78 spent meditation 241
spent speculating 46 spent eloquence 68
spent horseback 190 spent meditation 70
spent assistant 60 spent amsterdam 72
spent cambridge 187 spent edinburgh 51
spent alexandria 155 spent amsterdam 90
spent argentina 77 spent baltimore 65
spent barcelona 40 spent california 358
spent cambridge 123 spent captivity 75
spent considering 198 spent different 67
spent discussion 81 spent edinburgh 174
spent exercises 40 spent frankfurt 40
spent fruitless 60 spent guatemala 53
spent hollywood 162 spent hospitals 54
spent instructing 74 spent jerusalem 120
spent liverpool 123 spent meditation 226
spent melbourne 50 spent palestine 325
spent reflection 40 spent cambridge 72
spent california 102 spent palestine 114
spent factories 51 spent meditation 47
spent horseback 47 spent amusement 43
spent frivolous 61 spent fruitless 129
spent meditation 112 spent political 45
spent intensive 47 spent assistant 158
spent cambridge 163 spent princeton 52
spent auschwitz 94 spent california 101
spent cambridge 40 spent captivity 74
spent happiness 59 spent determine 42
spill classroom 274 spill community 229
spill neighboring 148 spill political 1422
spill surrounding 411 spill workplace 690
spire vineyards 51 split communist 241
sprang multitude 41 spread shoulders 69
spread oppression 137 spread continent 137
spread extensive 41 springing necessity 97
staff applicant 40 staff initiative 47
staff difficult 49 staff determine 42
stage nineteenth 120 stand leadership 68
stand assumption 47 staring blackness 63
staring courtyard 91 stars firmament 125
stars witnesses 164 stars influence 184
stars represent 49 start ourselves 83
start themselves 118 state difficult 107
state consulted 116 state uncertain 99
state important 53 state initiative 94
state procedure 89 state abolished 49
state difficult 100 state necessary 132
state determine 42 state intervene 79
state undertake 47 state important 40
staying complaining 41 stays president 62
steady starboard 240 stealing mountains 87
steel reinforce 42 stems knowledge 415
steps courtyard 65 steps orchestra 157
steps determine 48 still afternoon 46
still corridors 41 still inculcate 42
still reposeful 84 still fireplace 55
still important 140 still existence 307
still pinafores 64 still possession 163
still recommend 131 still petticoat 62
still carefully 44 still ascertain 60
still disorders 57 still knowledge 42
still antiquity 59 still imperfect 95
still barbarity 149 still brutalizing 80
still influence 79 still sentiment 74
still criticism 122 still determine 131
still classical 59 still important 43
still important 77 still agreement 41
still themselves 55 still ignorance 41
still important 50 still contention 86
still existence 918 still possession 83
still residence 46 still transition 116
still afternoon 292 stock converted 46
stock exhausted 67 stole landscape 93
stone possession 74 stood leadership 57
stood succession 62 stood parchment 88
stood abandoned 82 store happiness 54
storm mountains 45 storm discharge 46
story impression 219 story viewpoint 88
stout different 41 straw scarecrow 85
stream mountains 48 stream mountains 48
strong potassium 115 strong affections 53
strong affections 361 strong entrances 68
strong sympathies 62 strong nineteenth 64
strong mountains 1911 stuck afflicted 104
study childhood 49 study calculate 61
study determine 122 study conducted 42
study discussed 88 study presented 57
study determine 40 study determine 100
study determine 113 study published 68
study hypothesis 62 style excellent 113
sweep mountains 918 sweep andalusian 90
sweet prospects 159 sweet seventeen 62
swept avalanche 99 swept political 52
swept population 168 swept highlands 119
swept mountains 2792 swept neighboring 123
swept surrounding 97 swept avalanche 101
swift antelopes 148 swoop mountains 234
sword fireplace 107 swore allegiance 41
