sad reached 59 sad passes 168
sit awhile 163 sit before 63
sit calmly 67 sit openly 55
sit through 446 sit without 83
sit myself 44 sit before 46
sit clearly 42 sit through 383
sit whether 45 sit awhile 51
sit something 53 sit through 472
sit family 45 sit guests 74
sit losses 59 sit banker 46
sit client 93 sit doctor 85
sit family 450 sit friend 52
sit lawyer 52 sit spouse 364
sit across 274 sit around 117
sit listen 111 sit around 107
sit pretty 330 six horses 94
six nights 575 six nights 117
six inches 296 six inches 1375
six inches 151 six inches 162
six inches 990 six female 130
six female 328 six female 40
six female 212 six killed 242
six losses 58 six losses 94
six before 91 six flocks 54
six passed 45 six guided 59
six ishmael 89 six jonson 54
six fields 55 six passed 502
sky asleep 41 son scenes 71
son itself 121 son around 44
sum friend 99 sum duties 173
sun across 91 sun shades 41
sun behind 1652 sun before 42
sun through 48 sun behind 99
sun behind 500 sun sphere 43
sun effect 46 sun planet 78
sun admire 136 sun before 108
sun through 106 sun return 74
sun golden 44 sun through 66
sun behind 41 swing across 662
swing around 128 swing freely 43
swing through 417 swing without 126
