sad time like the present 63
she will have to prepare 119
she will have to present 133
she will have to pretend 45
she will have to produce 75
she will have to provide 204
she will have to receive 62
she will have to replace 43
she will have to resolve 41
she will have to satisfy 40
she will have to support 105
she will have to testify 53
she will have to undergo 324
she will have to withdraw 80
she will learn to tremble 144
she will leave the country 47
she will lose the ability 62
she will lose the respect 48
she will make an attempt 56
she will make no attempt 71
she will make the attempt 44
she will make the decision 99
she will need the support 62
she will need to develop 228
she will need to discuss 40
she will need to increase 50
she will need to perform 76
she will need to prepare 56
she will need to provide 108
she will need to survive 50
she will only be allowed 48
she will pass the channel 64
she will soon be herself 101
she will soon be married 177
she will soon be painted 54
she will soon be reduced 80
she will soon be released 52
she will soon be returning 50
she will soon be wrapped 87
she will take the trouble 167
she will tell me everything 297
she will think of herself 60
she will want to discuss 48
she will want to examine 43
she wore only on sundays 44
shy away from it because 548
shy away from the complex 40
shy away from the concept 326
shy away from the demands 41
shy away from the expense 40
shy away from the language 41
shy away from the problem 296
shy away from the question 432
shy away from the subject 968
shy away from the unknown 66
shy boys when in company 55
singing their songs of triumph 55
singing their songs of victory 139
sin will have no dominion 373
sit back among the bottles 76
sit down among the outworn 43
sit down when he noticed 44
sit here upon the balcony 48
sit well upon the youthful 43
six days from the beginning 92
six days from the receipt 83
six days from the service 154
six days north of britain 44
six feet four in stature 55
six feet from the beginning 41
six feet from the patient 53
six feet from the picture 68
six feet from the subject 110
six feet from the surface 960
six feet wide by fifteen 49
six foot three in stature 56
six month leave of absence 304
six more years to satisfy 53
six were such as enjoyed 42
six years from the accrual 198
six years from the arrival 46
six years from the beginning 767
six years from the following 47
six years from the passage 144
six years from the present 380
six years into the marriage 49
six years were as follows 72
sky their ribs of granite 44
sly joke upon the married 55
sob from among the females 50
son came into the kitchen 120
song fell upon the silence 41
son having died in infancy 184
son riding ahead on donkeys 76
son went away to college 100
son were told to rebekah 366
sum paid into the treasury 151
sum sent over to balance 43
sum went into the pockets 44
sun break over the horizon 81
sun came over the horizon 379
sun cast over the surface 45
sun coming over the horizon 85
sun just over the horizon 49
sun melt into the horizon 51
sun peek over the horizon 50
sun rise over the distant 103
sun rise over the horizon 94
sun rise over the pacific 66
sun rising from the horizon 60
sun rising over the distant 69
sun rising over the horizon 268
sun rising over the pacific 41
sun rose from the horizon 52
sun rose over the distant 130
sun rose over the horizon 621
sun rose upon the prairie 94
sun sank into the horizon 91
sun sank into the pacific 68
sun sank into the western 138
sun sank over the horizon 91
sun sank over the western 44
sun sets over the humbler 53
sun sets over the pacific 92
sun sink into the horizon 108
sun sink into the pacific 231
sun slid into the position 110
sun went down the horizon 47
sun went down the western 43
sun will pass the meridian 93
swing away from the concept 42
swing away from the congress 169
swing away from the natural 97
swing door from the kitchen 55
swing door into the kitchen 122
