sea and sky were merged 44
so that but very little 120
so that death very seldom 79
so that each crew member 41
so that each line begins 56
so that each must choose 42
so that each part should 110
so that each term except 50
so that each tree seemed 249
so that each word appears 45
so that each young person 58
so that for some little 51
so that for these reasons 256
so that for wide houses 42
so that her back arched 59
so that her back rested 234
so that her bare breasts 47
so that her body became 90
so that her body seemed 96
so that her chin almost 44
so that her chin rested 273
so that her eyes became 117
so that her eyes looked 501
so that her eyes rested 140
so that her eyes seemed 302
so that her eyes should 50
so that her face almost 104
so that her face became 207
so that her face looked 477
so that her face rested 41
so that her face seemed 251
so that her face should 125
so that her feet barely 140
so that her feet dangled 131
so that her feet jumped 66
so that her feet rested 118
so that her feet should 49
so that her full breasts 134
so that her hair stands 47
so that her hand rested 110
so that her legs dangled 131
so that her name became 50
so that her teeth showed 101
so that his arms rested 44
so that his back rested 222
so that his body became 229
so that his body formed 144
so that his body seemed 156
so that his body should 243
so that his body weight 104
so that his breath should 85
so that his chin almost 150
so that his chin points 48
so that his chin rested 696
so that his cook should 44
so that his eyes became 159
so that his eyes filled 47
so that his eyes looked 648
so that his eyes rested 118
so that his eyes seemed 355
so that his eyes should 111
so that his eyes stared 42
so that his face almost 232
so that his face became 451
so that his face looked 684
so that his face seemed 366
so that his face should 159
so that his face turned 108
so that his fame reached 43
so that his feet barely 191
so that his feet dangled 195
so that his feet rested 168
so that his feet should 207
so that his foul shadow 40
so that his full weight 90
so that his hand rested 189
so that his heart should 155
so that his kiss landed 117
so that his legs dangled 40
so that his life became 74
so that his life should 49
so that his lips almost 147
so that his lips grazed 46
so that his mind became 57
so that his mind should 141
so that his name appears 121
so that his name became 677
so that his name should 321
so that his name stands 42
so that his nose almost 155
so that his nose points 82
so that his skin became 45
so that his skin looked 44
so that his soul seemed 356
so that his soul should 117
so that his teeth showed 288
so that his tent became 58
so that his wife lifted 64
so that his wife should 580
so that his work became 125
so that his work should 247
so that his young friend 205
so that its axis passes 132
so that its axis points 263
so that its edge passes 263
so that its fair market 47
so that its free margin 42
so that its full effect 178
so that its full extent 165
so that its full impact 90
so that its full nature 99
so that its full weight 90
so that its left margin 40
so that its mass center 108
so that its name appears 141
so that its only effect 117
so that its rays become 46
so that its true nature 291
so that its wild scenes 42
so that men were driven 44
so that men will revere 181
so that not just anyone 164
so that not much damage 49
so that not only should 476
so that not only voices 41
so that now there remain 41
so that now very little 44
so that one half always 119
so that one half should 93
so that one must always 279
so that one must assume 566
so that one must beware 56
so that one must choose 132
so that one must expect 45
so that one must resort 50
so that one must wonder 169
so that one part should 191
so that one side always 96
so that one will always 315
so that our laws endure 69
so that our only chance 77
so that our poor friend 49
so that our poor little 54
so that our shot passed 44
so that our steam shipping 63
so that our view should 67
so that she fell across 64
so that she fell asleep 164
so that she fell headlong 64
so that she fell heavily 162
so that she felt almost 171
so that she must always 41
so that she soon became 215
so that she went through 42
so that she will accept 164
so that she will always 438
so that she will arrive 40
so that she will become 726
so that she will better 43
so that she will forget 61
so that she will neither 46
so that she will realize 111
so that she will remain 456
so that she will return 236
so that she will suffer 42
so that they also became 108
so that they also become 386
so that they also should 167
so that they came behind 113
so that they come across 56
so that they come closer 258
so that they come through 63
so that they cook evenly 892
so that they drew farther 90
so that they face toward 55
so that they fall across 44
so that they feel better 118
so that they feel secure 241
so that they feel valued 72
so that they fell across 144
so that they fled before 334
so that they flow through 43
so that they form almost 133
so that they form groups 43
so that they form little 43
so that they form merely 49
so that they have access 957
so that they have almost 320
so that they have already 276
so that they have always 483
so that they have become 5748
so that they have better 296
so that they have changed 47
so that they have common 226
so that they have direct 126
so that they have enough 950
so that they have failed 41
so that they have fallen 44
so that they have formed 110
so that they have gained 62
so that they have greater 620
so that they have hardly 201
so that they have learned 62
so that they have little 2380
so that they have neither 553
so that they have passed 109
so that they have plenty 618
so that they have rarely 97
so that they have reached 204
so that they have scarce 42
so that they have seldom 41
so that they have someone 67
so that they have something 1187
so that they have turned 53
so that they have twenty 128
so that they just barely 48
so that they know something 44
so that they know whether 346
so that they learn something 50
so that they learn through 46
so that they look almost 276
so that they look better 122
so that they look something 140
so that they lose weight 40
so that they made little 232
so that they make better 128
so that they make little 140
so that they make pretty 115
so that they meant something 50
so that they more clearly 260
so that they more readily 338
so that they move around 51
so that they move beyond 50
so that they move freely 210
so that they move through 168
so that they move toward 165
so that they must always 632
so that they must depend 123
so that they must follow 109
so that they must perish 58
so that they must remain 297
so that they must starve 41
so that they must suffer 106
so that they need little 115
so that they need neither 54
so that they only become 98
so that they only needed 148
so that they only reached 121
so that they pass through 1827
so that they seem almost 426
so that they show through 164
so that they slip through 43
so that they soon became 411
so that they soon become 364
so that they soon reached 50
so that they take effect 262
so that they tend toward 104
so that they threw stones 65
so that they turn freely 48
so that they went ashore 41
so that they went through 387
so that they were afraid 893
so that they were almost 3098
so that they were already 609
so that they were always 2951
so that they were amazed 198
so that they were anxious 152
so that they were barely 270
so that they were become 120
so that they were becoming 121
so that they were better 784
so that they were beyond 40
so that they were broken 273
so that they were buried 112
so that they were burned 43
so that they were called 764
so that they were caught 294
so that they were choked 49
so that they were clearly 294
so that they were closer 131
so that they were doomed 40
so that they were doubly 358
so that they were driven 928
so that they were eagerly 209
so that they were engaged 42
so that they were evenly 60
so that they were fairly 277
so that they were filled 291
so that they were forced 7652
so that they were greatly 279
so that they were guided 119
so that they were hardly 564
so that they were hidden 472
so that they were higher 42
so that they were highly 52
so that they were indeed 120
so that they were joined 96
so that they were judged 42
so that they were killed 143
so that they were kneeling 109
so that they were lifted 98
so that they were likely 265
so that they were linked 40
so that they were little 312
so that they were locked 60
so that they were looked 130
so that they were merely 140
so that they were mostly 100
so that they were neither 239
so that they were placed 240
so that they were pointing 112
so that they were pretty 156
so that they were pushed 41
so that they were raised 105
so that they were rarely 187
so that they were readily 460
so that they were routed 53
so that they were secure 130
so that they were seized 40
so that they were seldom 215
so that they were simply 132
so that they were spared 149
so that they were standing 476
so that they were thereby 93
so that they were thirsty 119
so that they were thought 141
so that they were tossed 121
so that they were touching 221
so that they were treated 195
so that they were turned 212
so that they were twelve 538
so that they were unable 6166
so that they were united 108
so that they were useful 45
so that they were viewed 45
so that they were wholly 272
so that they were widely 54
so that they were without 447
so that they will absorb 404
so that they will accept 1903
so that they will accord 103
so that they will adhere 600
so that they will adjust 55
so that they will affect 169
so that they will afford 135
so that they will almost 162
so that they will already 43
so that they will always 3782
so that they will amount 114
so that they will answer 154
so that they will arouse 43
so that they will arrive 1094
so that they will assist 210
so that they will assume 368
so that they will assure 167
so that they will attach 44
so that they will attack 74
so that they will attain 334
so that they will attend 208
so that they will become 9336
so that they will behave 628
so that they will better 1115
so that they will cancel 130
so that they will choose 441
so that they will clearly 214
so that they will commit 130
so that they will comply 138
so that they will convey 288
so that they will decide 41
so that they will demand 278
so that they will derive 52
so that they will desire 264
so that they will detect 51
so that they will devote 68
so that they will differ 49
so that they will direct 53
so that they will divide 163
so that they will emerge 168
so that they will employ 50
so that they will enable 48
so that they will endure 121
so that they will ensure 77
so that they will escape 136
so that they will expand 68
so that they will expect 49
so that they will extend 430
so that they will finish 133
so that they will flower 126
so that they will follow 1352
so that they will forget 182
so that they will freely 164
so that they will freeze 52
so that they will gladly 140
so that they will handle 48
so that they will harden 50
so that they will hardly 125
so that they will indeed 58
so that they will invest 105
so that they will listen 696
so that they will mature 318
so that they will measure 188
so that they will neither 802
so that they will notice 54
so that they will obtain 242
so that they will occupy 217
so that they will permit 282
so that they will police 184
so that they will praise 282
so that they will prefer 123
so that they will profit 59
so that they will pursue 56
so that they will radiate 68
so that they will readily 596
so that they will realize 956
so that they will record 52
so that they will reduce 137
so that they will refuse 126
so that they will regain 48
so that they will regard 122
so that they will reject 152
so that they will relate 74
so that they will release 185
so that they will remain 4533
so that they will render 68
so that they will repent 67
so that they will report 144
so that they will resist 472
so that they will result 132
so that they will retain 1071
so that they will return 1064
so that they will rotate 234
so that they will safely 45
so that they will secure 61
so that they will select 65
so that they will settle 277
so that they will simply 44
so that they will sprout 113
so that they will starve 50
so that they will strike 367
so that they will strive 470
so that they will submit 112
so that they will suffer 344
so that they will supply 122
so that they will surely 210
so that they will travel 302
so that they work better 306
so that they work harder 45
so that they work toward 125
so that they wrap around 73
so that this beating repeats 43
so that this case partly 40
so that this great plenty 64
so that this last excuse 43
so that this line passes 43
so that this mere symbol 131
so that this pious gossip 48
so that this theory seemed 169
so that this will become 116
so that this will happen 188
so that too much stress 96
so that too much weight 169
so that two days before 123
so that was good enough 285
so that wee were forced 119
so that with their united 211
so that with their weight 51
so that with very little 260
so that you come across 141
so that you feel better 268
so that you feel secure 63
so that you feel tension 207
so that you have access 906
so that you have almost 147
so that you have already 46
so that you have another 129
so that you have become 171
so that you have before 133
so that you have better 145
so that you have energy 42
so that you have enough 2440
so that you have greater 55
so that you have little 249
so that you have plenty 1498
so that you have someone 233
so that you have something 2332
so that you know something 57
so that you know whether 915
so that you leave enough 46
so that you look through 104
so that you lose weight 63
so that you must always 103
so that you must divide 82
so that you must excuse 366
so that you must expect 87
so that you must stroll 47
so that you only caught 1045
so that you pass through 247
so that you walk through 115
so that you were afraid 142
so that you were always 241
so that you were forced 52
so that you were unable 123
so that you will abound 133
so that you will accept 208
so that you will always 4079
so that you will answer 42
so that you will arrive 486
so that you will attain 56
so that you will become 2627
so that you will behave 47
so that you will better 683
so that you will choose 104
so that you will clearly 123
so that you will excuse 376
so that you will finish 56
so that you will follow 256
so that you will forget 205
so that you will hardly 256
so that you will listen 138
so that you will neither 78
so that you will notice 432
so that you will obtain 228
so that you will rarely 42
so that you will readily 142
so that you will realize 706
so that you will recall 42
so that you will reject 56
so that you will remain 320
so that you will retain 141
so that you will return 217
so that you will review 101
so that you will suffer 149
so that you will surely 46
so they are also called 276
so they are best suited 64
so they are left behind 154
so they are less likely 2819
so they are less useful 44
so they are more likely 4038
so they are more readily 98
so they are more useful 46
so they are most likely 316
so they are most useful 55
so they are much better 113
so they are only useful 49
so they are used mainly 69
so they are very likely 50
so they are very useful 75
so they are well coated 77
so they are well suited 185
so they can feel better 438
so they can feel secure 53
so they can gain access 105
so they can have access 141
so they can have another 135
so they can have babies 46
so they can have better 146
so they can have enough 134
so they can have someone 76
so they can have something 428
so they can keep abreast 40
so they can learn something 86
so they can live better 166
so they can look around 44
so they can make better 792
so they can make changes 93
so they can make enough 142
so they can more readily 121
so they can move around 353
so they can move beyond 89
so they can move freely 121
so they can move through 149
so they can move toward 49
so they can pass through 425
so they can pose before 58
so they can take better 64
so they can take charge 74
so they can tell whether 69
so they can turn around 186
so they can walk around 57
so they can work better 58
so they can work through 122
so they can work toward 57
so they can work without 49
so they had been before 45
so they had been forced 143
so they had been taught 95
so they had been unable 43
so they had very little 151
so they let their horses 50
so they may have thought 139
so they may more readily 45
so they may pass muster 46
so they read these papers 44
so they that have vented 67
so thin that there seemed 40
so thin that very little 72
so thin they were almost 66
so tom had some little 83
so was his heart tender 61
so was that lady elaine 45
so was this youth called 53
so weak they were unable 60
so with all other habits 61
so with his eyes closed 52
so with his next measure 88
so you and your brother 80
so you and your doctor 98
so you and your family 311
so you and your friend 177
so you and your guests 57
so you and your sister 90
so you and your spouse 163
so you are less likely 916
so you are more likely 955
so you are most likely 56
so you are well rested 62
so you can fall asleep 137
so you can feel better 648
so you can feel secure 62
so you can find someone 89
so you can find something 115
so you can flip through 44
so you can gain access 93
so you can have access 132
so you can have another 106
so you can have dinner 132
so you can have enough 122
so you can have plenty 173
so you can have someone 123
so you can have something 529
so you can jump around 45
so you can just forget 405
so you can just ignore 143
so you can keep abreast 64
so you can learn something 118
so you can look around 201
so you can look inside 117
so you can look through 382
so you can lose weight 197
so you can make another 66
so you can make better 451
so you can make changes 1617
so you can make copies 73
so you can make enough 41
so you can make something 125
so you can more clearly 167
so you can more readily 96
so you can move around 599
so you can move beyond 91
so you can move faster 46
so you can move freely 83
so you can move through 203
so you can move toward 54
so you can page through 113
so you can pass through 46
so you can play around 172
so you can quit worrying 52
so you can rest before 48
so you can shop around 117
so you can speak freely 78
so you can step through 164
so you can stop worrying 331
so you can take another 62
so you can take better 145
so you can take charge 62
so you can talk freely 115
so you can talk without 57
so you can tell whether 492
so you can think clearly 302
so you can turn around 254
so you can walk around 499
so you can walk through 245
so you can work around 135
so you can work faster 62
so you can work through 313
so you can work toward 103
so you can work without 155
so you had much better 142
so you may come across 118
so you may feel better 40
so you may have already 61
