sad and solemn as stories 61
she had plenty of leisure 124
she had plenty of material 57
she had plenty of suitors 47
she had proved to herself 157
she had proven to herself 66
she had pulled the blanket 46
she had pulled the curtain 42
she had pulled the trigger 230
she had raised no protest 43
she had raised the question 141
she had raised the subject 271
she had raised up against 41
she had reached an impasse 271
she had reached my bedside 44
she had reached the bedroom 40
she had reached the corrupt 49
she had reached the decision 58
she had reached the doorway 46
she had reached the extreme 54
she had reached the highest 138
she had reached the kitchen 156
she had reached the shelter 84
she had reached the terrace 44
she had reached the topmost 50
she had reached the village 47
she had reacted so strongly 106
she had reasons to believe 41
she had seemed to herself 118
she had seemed to promise 48
she had signed the compact 147
she had signed the petition 73
she had signed the warrant 132
she had smiled to herself 80
she had solved the mystery 172
she had solved the problem 603
she had someone to confide 86
she had something of sublime 67
she had something to confess 113
she had something to discuss 178
she had something to forgive 67
she had something to procure 114
she had sought to achieve 44
she had sought to impress 41
she had sought to protect 64
she had spared no expense 75
she had spoken of herself 120
she had spoken so harshly 43
she had spoken so hastily 42
she had spoken so sharply 85
she had spoken so strongly 57
she had spoken the language 41
she had spoken to herself 89
she had spoken to several 77
she had stayed the previous 40
she had struck an iceberg 66
she had talked to herself 49
she had talked to several 40
she had taught the gypsies 89
she had taught to respect 71
she had thought it prudent 149
she had thought of everything 190
she had thought of herself 799
she had thought of marriage 52
she had thought of returning 57
she had thought of suicide 71
she had thought to herself 538
she had toured the country 51
she had troops of friends 61
she had turned to religion 48
she had visions of herself 69
she had walked the streets 134
she had wanted to achieve 64
she had wanted to believe 417
she had wanted to comfort 44
she had wanted to confess 52
she had wanted to destroy 51
she had wanted to discuss 168
she had wanted to divorce 43
she had wanted to explain 63
she had wanted to explore 67
she had wanted to express 60
she had wanted to impress 71
she had wanted to protect 123
she had warned me against 60
she had wished to believe 82
she had wished to consult 42
she had wished to impress 55
she had worked in several 63
she had worked on several 46
she had worked so closely 73
she had worked the previous 63
she had worked to achieve 42
she had worked to support 67
she had wronged in defiance 44
she has become an heiress 91
she has become the greatest 81
she has become the subject 97
she has buried at immense 59
she has changed thy friends 52
she has chosen to discuss 43
she has chosen to express 53
she has chosen to perform 40
she has chosen to present 63
she has created of herself 43
she has duties to perform 51
she has failed to achieve 180
she has failed to acquire 44
she has failed to develop 86
she has failed to fulfill 61
she has failed to observe 79
she has failed to perform 104
she has failed to produce 108
she has failed to protect 50
she has failed to provide 113
she has failed to respond 68
she has foiled the ambition 43
she has formed the ambition 71
she has formed to herself 82
she has gained the respect 46
she has gained the surface 99
she has gained the victory 93
she has helped to develop 89
she has learned the language 58
she has learned the lessons 57
she has learned to control 158
she has learned to express 83
she has learned to perform 43
she has learned to respect 162
she has learned to respond 54
she has neither the courage 47
she has nobody to inherit 41
she has passed the meridian 85
she has plenty of company 82
she has plenty of friends 100
she has proved to herself 56
she has reached the extreme 44
she has reached the highest 74
she has reached the position 44
she has served on several 50
she has solved the problem 244
she has taught at harvard 43
she has taught at several 73
she has thought of herself 64
she has thought of suicide 41
she has treated the subject 52
she has worked in several 60
she has worked on several 64
she hid behind the curtain 44
she lay jammed in betwixt 56
she may divide the country 101
she may expect to receive 53
she may follow the example 46
she may refuse to discuss 46
she not hurrying to upbraid 508
she not retire by silence 84
she now enjoys so largely 91
she now thought of herself 73
she ran across the kitchen 79
she ran around in circles 52
she ran through the doorway 47
she ran through the kitchen 181
she ran through the streets 148
she ran through the village 57
she ran toward the kitchen 66
she sang softly to herself 263
she sat behind the counter 83
she sat watching the features 91
she saw something of herself 67
she saw through the thickets 107
she saw through the windows 51
she then changed the subject 43
she was absent to venture 56
she was active in promoting 84
she was active in several 97
she was active in sketching 87
she was active in student 78
she was afraid of acquiring 66
she was afraid of betraying 137
she was afraid of charles 62
she was afraid of everything 455
she was afraid of failure 59
she was afraid of heights 258
she was afraid of herself 452
she was afraid of marriage 71
she was afraid of needles 46
she was afraid of offending 510
she was afraid of returning 62
she was afraid of spiders 60
she was afraid of surgery 41
she was afraid of unlucky 46
she was afraid of upsetting 65
she was afraid or ashamed 54
she was afraid to attempt 101
she was afraid to believe 261
she was afraid to confess 102
she was afraid to confide 48
she was afraid to discuss 66
she was afraid to disobey 87
she was afraid to disturb 56
she was afraid to examine 67
she was afraid to express 165
she was afraid to question 159
she was afraid to undress 46
she was afraid to venture 329
she was almost an invalid 45
she was almost as excited 265
she was almost as nervous 43
she was almost in despair 195
she was already an elderly 46
she was already in shallow 47
she was already in trouble 99
she was always by herself 51
she was always in advance 93
she was always in command 43
she was always in contact 44
she was always in control 358
she was always in perfect 60
she was always in trouble 248
she was always so careful 140
she was always the central 49
she was always the heroine 67
she was always the stronger 103
she was amazed at herself 208
she was anxious to discuss 67
she was anxious to display 74
she was anxious to dispose 66
she was anxious to explore 60
she was anxious to impress 72
she was anxious to improve 83
she was anxious to prevent 216
she was anxious to produce 55
she was anxious to promote 90
she was anxious to protect 94
she was anxious to receive 61
she was anxious to recover 48
she was ardent in moments 40
she was arranging the flowers 107
she was asleep the captain 41
she was avoiding the subject 51
she was awaiting the arrival 136
she was backed by germany 40
she was backed up against 169
she was barely in control 48
she was before he married 63
she was before the illness 51
she was behind the counter 325
she was behind the curtain 86
she was bothering to explain 55
she was bought by captain 85
she was building up palaces 54
she was buried in arlington 58
she was called by friends 40
she was called on account 56
she was called the fairest 47
she was called to account 118
she was called to deliver 55
she was called to perform 75
she was called to preside 88
she was called to receive 61
she was called to sustain 54
she was called to testify 273
she was carrying on against 120
she was carrying on several 93
she was charging the primary 50
she was chosen to perform 43
she was chosen to receive 54
she was chosen to replace 45
she was chosen to succeed 85
she was counting the flowers 55
she was counting the minutes 134
she was created on purpose 51
she was crooning to herself 72
she was curled up against 56
she was denied the benefit 47
she was denied the pleasure 55
she was denied the position 59
she was doomed to failure 159
she was doomed to receive 58
she was doomed to sustain 69
she was doomed to undergo 75
she was doomed to witness 41
she was driven to confess 93
she was driven to despair 94
she was driven to suicide 49
she was engaged in marriage 60
she was engaged in preparing 109
she was engaged in private 53
she was engaged in research 119
she was engaged in several 45
she was engaged to captain 56
she was engaged to charles 53
she was engaged to perform 82
she was enjoying the company 317
she was enjoying the freedom 48
she was enough to provoke 46
she was fighting the battles 80
she was fighting to control 255
she was firmly in control 65
she was fluent in several 49
she was fluent in spanish 161
she was forced by illness 43
she was forced to abandon 1216
she was forced to address 54
she was forced to believe 229
she was forced to compete 41
she was forced to concede 380
she was forced to confess 590
she was forced to confide 89
she was forced to confine 99
she was forced to conform 55
she was forced to conquer 59
she was forced to consent 94
she was forced to console 63
she was forced to consult 57
she was forced to contend 70
she was forced to content 324
she was forced to curtail 67
she was forced to declare 163
she was forced to decline 100
she was forced to deliver 45
she was forced to descend 49
she was forced to develop 120
she was forced to dismiss 103
she was forced to examine 58
she was forced to exchange 130
she was forced to explain 140
she was forced to gratify 52
she was forced to imagine 42
she was forced to observe 72
she was forced to operate 44
she was forced to perform 257
she was forced to prepare 43
she was forced to pretend 61
she was forced to proceed 80
she was forced to promise 92
she was forced to provide 67
she was forced to publish 41
she was forced to question 155
she was forced to receive 111
she was forced to respond 92
she was forced to restore 48
she was forced to succumb 87
she was forced to support 271
she was forced to surface 45
she was forced to suspend 52
she was forced to swallow 304
she was forced to testify 79
she was forced to undergo 361
she was forced to undress 64
she was forced to withdraw 682
she was forced to witness 240
she was frowning at herself 48
she was furious at herself 110
she was greatly in request 56
she was guilty as charged 127
she was guilty of cruelty 56
she was guilty of perjury 49
she was hailed by captain 101
she was imposing on herself 51
she was indeed the serpent 94
she was indeed the unhappy 83
she was joined by several 171
she was joined in marriage 97
she was killed by artemis 41
she was killed by lightning 57
she was laughing at herself 263
she was laughing to herself 226
she was likely to develop 40
she was likely to inherit 41
she was likely to produce 44
she was likely to receive 329
she was likely to recover 67
she was likely to succeed 49
she was likely to sustain 44
she was looked at askance 44
she was matter of tragedy 74
she was mumbling to herself 115
she was placed in custody 72
she was placed in reserve 90
she was placed in service 165
she was planning to divorce 242
she was planning to publish 62
she was planning to remarry 41
she was pleased or annoyed 106
she was pleased to believe 54
she was pleased to dismiss 42
she was pleased to express 177
she was pleased to imagine 47
she was pleased to observe 149
she was pleased to present 44
she was pleased to promise 45
she was pleased to receive 184
she was pleased to reflect 43
she was pushed up against 51
she was raised by parents 40
she was raised to believe 173
she was repeating the pattern 55
she was repeating to herself 208
she was second in command 109
she was sleeping so soundly 231
she was sought by spirits 57
she was sought in marriage 490
she was spared on account 118
she was spared the trouble 63
she was spending the holiday 53
she was spending the weekend 254
she was standing by herself 98
she was starting to believe 325
she was starting to develop 87
she was starting to question 110
she was starting to suspect 88
she was starting to tremble 47
she was striving to prevent 67
she was struck by lightning 535
she was taught in anatomy 60
she was taught to believe 377
she was taught to despise 51
she was taught to respect 117
she was thought to possess 52
she was through the doorway 48
she was twelve or thirteen 1556
she was unable at present 58
she was unable or unwilling 561
she was unable to account 294
she was unable to achieve 411
she was unable to acquire 85
she was unable to address 68
she was unable to advance 85
she was unable to attract 80
she was unable to believe 391
she was unable to capture 81
she was unable to collect 153
she was unable to comfort 131
she was unable to command 54
she was unable to comment 45
she was unable to compete 225
she was unable to compose 72
she was unable to confirm 63
she was unable to connect 153
she was unable to conquer 135
she was unable to contact 248
she was unable to contain 356
she was unable to contend 102
she was unable to control 3982
she was unable to convert 54
she was unable to correct 51
she was unable to deceive 41
she was unable to deliver 123
she was unable to descend 40
she was unable to develop 188
she was unable to discern 152
she was unable to discuss 179
she was unable to dismiss 149
she was unable to dispose 51
she was unable to enforce 92
she was unable to execute 77
she was unable to explain 856
she was unable to express 1977
she was unable to extract 40
she was unable to forgive 173
she was unable to fulfill 250
she was unable to function 546
she was unable to furnish 91
she was unable to gratify 134
she was unable to imagine 356
she was unable to improve 59
she was unable to observe 58
she was unable to perform 921
she was unable to prepare 76
she was unable to present 112
she was unable to prevail 51
she was unable to prevent 950
she was unable to proceed 572
she was unable to process 97
she was unable to procure 155
she was unable to produce 652
she was unable to protect 293
she was unable to protest 44
she was unable to provide 902
she was unable to publish 93
she was unable to question 76
she was unable to receive 368
she was unable to recover 323
she was unable to refrain 141
she was unable to relieve 90
she was unable to replace 51
she was unable to repress 269
she was unable to resolve 187
she was unable to respond 614
she was unable to restore 60
she was unable to satisfy 192
she was unable to specify 46
she was unable to succeed 74
she was unable to support 630
she was unable to survive 74
she was unable to sustain 337
she was unable to swallow 520
she was unable to undergo 51
she was unable to urinate 63
she was unable to withdraw 71
she was unable to withhold 46
she was united in marriage 1677
she was unsure of herself 534
she was valued on account 48
she was watching me closely 89
she was weighing the question 48
she who begins the pastime 50
she who seemed to neglect 89
she with something of dignity 68
shoe that caught the stranger 64
shy and unsure of herself 324
shy and unsure of himself 284
sin and misery of mankind 129
sin and misery of raymond 50
sin and sorrow of mankind 159
singing and elation of spirits 187
sit and listen in silence 83
sit and listen to sermons 84
sit and listen to stories 169
sit and suffer in silence 60
sit with christ in heavenly 160
six men killed or wounded 110
sky all around the horizon 95
sky and pulled the trigger 116
sky had turned an ominous 65
sky has glowed the flicker 56
sky that seemed to promise 40
sky that seemed to stretch 44
sky was starting to lighten 191
song for family or friends 49
song that became the national 41
song that seemed as natural 87
son has proved of service 53
son old enough to succeed 72
son was chosen to succeed 84
son was killed in vietnam 586
son who should be endowed 70
son who sleeps in harvest 46
son who talked as charles 46
sum was raised by popular 43
sum was raised by private 63
sum was raised by taxation 43
sun and remain as elastic 66
sun had broken the horizon 59
sun had burned the forests 54
sun had cleared the horizon 281
sun had gained the meridian 119
sun had melted the surface 78
sun had passed the meridian 696
sun had reached the horizon 175
sun had reached the meridian 360
sun has passed the equator 50
sun has passed the meridian 523
sun has reached the highest 85
sun has reached the meridian 180
sun has warmed the surface 46
sun hid behind the western 46
sun set behind the barrier 46
sun set behind the distant 192
sun set behind the western 345
sun was behind the western 43
sun was touching the horizon 282
sun was touching the western 74
