sea glittered with its rays 68
so perfectly and with such 173
so perfectly that not even 89
so perfectly that they have 44
so perfectly that they seem 61
so perfectly that they were 74
so perfectly that they will 113
so pervasive that they have 185
so pervasive that they seem 53
so pervasive that they were 85
so perverted that not only 87
so pleasantly and with such 61
so pleasantly with each other 52
so pleasantly with his good 50
so plentiful that they have 96
so plentiful that they were 553
so positioned that they will 43
so practical for real good 41
so precarious that they were 74
so precisely and with such 44
so prevailed with him were 77
so prevalent that they have 90
so prevalent that they were 75
so primitive that they have 147
so primitive that they were 108
so prodigious that they were 44
so prominent that they have 79
so prominent that they were 68
so prudishly did not even 49
so qualified for not less 290
so radically that they were 41
so reasonably that you will 59
so regularly and with such 137
so regularly that they have 60
so regularly that they were 45
so regulated that men very 72
so regulated that they will 99
so repeatedly and with such 76
so repulsive that not even 42
so satisfied that they will 57
so satisfied with each other 44
so satisfied with his work 135
so scattered that they were 97
so sensitive that they feel 50
so sensitive that they have 107
so sensitive that they must 49
so sensitive that they were 120
so sensitive that they will 248
so shattered that they were 89
so sincerely and not from 53
so sincerely and with such 88
so skilfully and with such 167
so skilfully that they must 68
so skilfully that they seem 40
so skilfully that they were 62
so surprised that she just 58
so surprised that they made 51
so surprised that they were 74
so surprises you that those 59
so suspicious that you feel 96
so talkative that they must 42
so terrified that she fell 139
so terrified that they came 47
so terrified that they dare 62
so terrified that they fell 87
so terrified that they fled 328
so terrified that they left 41
so terrified that they were 154
so terrified that they will 101
so terrified them that none 50
so terrified them with their 200
so thoroughly and with such 227
so thoroughly cut off from 80
so thoroughly had she made 179
so thoroughly had they been 62
so thoroughly that not even 216
so thoroughly that not only 214
so thoroughly that she felt 64
so thoroughly that she knew 40
so thoroughly that she will 43
so thoroughly that they gave 53
so thoroughly that they have 417
so thoroughly that they seem 102
so thoroughly that they were 486
so thoroughly that they will 332
so thoroughly that you have 41
so thoroughly that you will 234
so tormented with that ugly 96
so unbearable that they were 93
so uncertain that they have 44
so uncertain that they were 67
so ungrateful that you will 191
so universal that all their 71
so universal that they have 59
so universal that they were 47
so unnatural that they will 80
so unpleasant that they were 57
so unpleasant that they will 54
so unpopular that his life 44
so unpopular that they were 173
so unreliable that they have 57
so unreliable that they were 102
so unusually cut off from 64
so unwillingly that they must 54
so venerable for his years 42
so widespread and has been 40
so widespread that they have 245
so widespread that they must 77
so widespread that they seem 44
so widespread that they were 149
so wonderful all his life 45
so wonderful that they have 62
so wonderful that they were 170
so wonderful that you have 65
