sac has been opened and 204
say that when someone has 48
say that will enable you 195
say that your brother has 58
say that your brother was 75
say that your demand for 43
say that your family was 68
say that your feelings are 47
say that your friend has 67
say that your letter has 92
say that your letter was 92
say that your powers are 54
say that your sister was 56
say they have killed him 61
say they have worked for 61
say they know someone who 110
say they were better off 113
say they were better than 70
say they were brother and 118
say they were fighting for 66
say they were honest and 45
say they were pleased with 49
say this loud enough for 43
say thou hast struck but 62
say why there should not 49
say with deep regret that 49
say with great regret that 185
say you have already had 47
say you know better than 149
say you will answer them 64
say you will strike out 48
seal had been broken and 97
seal has been broken and 75
seas with these charts and 59
seat and made noises and 116
seat had been booked for 50
seat had been placed for 77
seat was wide enough for 55
seat with john wesley and 144
seat with some silver for 94
seat you fill places you 62
see and feel something that 89
see and know something that 107
see and learn something new 100
see and name colors and 67
see any good ground for 153
see any good reasons for 136
see any good reasons why 53
see any just ground for 44
see any more clearly than 75
see any other course than 41
see any other person near 84
see any such motions they 46
see any such reasons for 81
see any task higher than 40
see are only lights and 77
see but such another man 346
see each other before long 110
see each other before she 47
see each other before then 84
see each other before they 100
see each other before you 138
see each other clearly and 77
see each other except for 46
see each other rarely and 51
see each other sooner than 44
see each other through this 40
see each other unless they 53
see each other without any 70
see each other without being 47
see far more clearly and 42
see far more clearly now 177
see far more clearly than 311
see god more clearly and 52
see god more clearly than 66
see had been vacant for 474
see her bend before his 43
see her body through her 44
see her bony ankles and 43
see her coming toward him 124
see her eyes behind her 113
see her eyes bright with 90
see her eyes brimming with 75
see her eyes filled with 93
see her eyes through her 63
see her face before she 50
see her face before this 74
see her face clearly and 48
see her face clearly but 62
see her face clearly now 56
see her face through her 59
see her hand before her 205
see her just before she 110
see her more clearly and 64
see her more clearly now 106
see her more clearly than 102
see her sons united with 87
see him coming toward her 115
see him coming toward you 49
see him more clearly and 154
see him more clearly now 499
see him more clearly than 261
see him turn around and 53
see his best friend and 43
see his eyes behind his 182
see his eyes filled with 99
see his eyes narrow and 41
see his eyes through his 114
see his face before her 65
see his face clearly and 112
see his face clearly but 73
see his face clearly for 77
see his face clearly now 125
see his face sounds long 46
see his feet sticking out 103
see his good friend and 43
see his good points and 47
see his hand before him 318
see his hand before his 664
see his wife before him 104
see his wife before his 44
see his wife before she 75
see his wife behave with 46
see his young master and 51
see how many errors you 59
see how many pieces you 50
see how many places you 48
see how many points each 87
see how many points they 53
see how many points you 137
see how much better and 136
see how much better off 861
see how much better our 56
see how much better she 151
see how much better that 334
see how much better they 322
see how much better things 85
see how much better this 287
see how much better you 1028
see how much bigger and 43
see how much damage had 478
see how much damage has 206
see how much damage she 70
see how much damage they 111
see how much damage was 196
see how much damage you 88
see how much energy you 58
see how much farther she 40
see how much farther they 71
see how much farther you 58
see how much faster you 59
see how much further they 42
see how much further you 62
see how much ground they 43
see how much matter this 42
see how much memory each 42
see how much memory you 84
see how much nobler our 62
see how much profit you 58
see how much weight she 80
see how much weight they 114
see how much weight you 159
see how nell cursed for 80
see how such changes can 41
see how their actions and 47
see how their actions are 61
see how their actions can 40
see how these causes and 60
see how these changes are 130
see how these changes can 85
see how these events are 57
see how these forces are 41
see how these images are 59
see how these issues are 112
see how these issues can 40
see how these methods are 87
see how these methods can 57
see how these pieces fit 44
see how these theories can 43
see how these values are 91
see how these values can 52
see how those babies are 42
see not only weapons but 83
see not those duties they 46
see now more clearly than 242
see now more clearly that 43
see now very clearly that 204
see one pace before you 43
see our land retain her 62
see that even before that 83
see that more clearly now 52
see that more clearly than 346
see that nothing exists but 73
see that other fellow with 206
see that such actions are 162
see that such changes are 52
see that such feelings are 103
see that such groups are 45
see that such orders are 117
see that such places are 50
see that their actions are 125
see that their actions can 49
see that their bodies are 112
see that their clothes are 73
see that their duties are 247
see that their eldest boy 65
see that their feelings are 55
see that their future lay 41
see that their horses are 44
see that their houses are 58
see that their leaders are 56
see that their object was 41
see that their orders are 137
see that their powers are 43
see that their rights and 69
see that their rights are 284
see that their status was 44
see that their values are 66
see that their wishes are 69
see that there should not 115
see that there winder and 67
see that these actions are 103
see that these changes are 239
see that these changes can 41
see that these claims are 58
see that these curves are 49
see that these duties are 89
see that these events are 72
see that these feelings are 72
see that these forces are 130
see that these groups are 51
see that these habits are 69
see that these images are 53
see that these issues are 148
see that these latter are 81
see that these limits are 103
see that these methods are 91
see that these orders are 298
see that these points are 96
see that these powers are 103
see that these rights and 42
see that these rights are 388
see that these skills are 49
see that these states are 42
see that these values are 301
see that those orders are 46
see that those powers are 84
see that those rights are 131
see that very clearly now 48
see that very lawyer who 67
see that very little had 40
see that very little has 61
see that very little was 44
see that your actions are 64
see that your advice was 42
see that your bodies are 54
see that your brother has 96
see that your chosen art 73
see that your clothes are 169
see that your feelings are 60
see that your friend has 77
see that your horses are 107
see that your nerves are 40
see that your orders are 144
see that your papers are 41
see that your rights and 109
see that your rights are 84
see that your sister goes 75
see that your slaves are 47
see that your ticket has 41
see that your wishes are 371
see them coming closer and 48
see them more clearly and 223
see them more clearly now 94
see them more clearly than 232
see them more wisely than 48
see they have proved this 43
see they were filled with 41
see things more clearly and 621
see things more clearly now 214
see things more clearly than 1581
see things very clearly and 55
see this bird watching them 41
see this more clearly and 68
see this more clearly let 112
see this more clearly than 1293
see this more clearly with 50
see this most clearly with 116
see this very clearly and 45
see this very clearly with 47
see two main reasons for 116
see was kept vacant for 196
see who came behind her 77
see why there should not 1271
see why these should not 56
see why time should not 47
see with great regret that 159
see with more extent than 96
see with what energy and 48
see with what spirit you 70
see with what wisdom and 40
see you hanging around with 66
see you have already met 102
see you here before long 207
see you more clearly than 111
see you there before you 40
see you well enough for 44
set all these wheels and 41
set for hearing before this 864
set for what turned out 46
set had been turned off 62
set has been turned off 75
set her arms akimbo and 86
set her down beside her 44
set her down beside him 184
set her down gently and 119
set her heart pounding and 66
set her heart should not 57
set her lips firmly and 149
set her mouth firmly and 51
set him down beside his 55
set him free without his 65
set his arms akimbo and 44
set his face grimly and 60
set his face toward his 119
set his food before him 62
set his heart pounding and 50
set his lips firmly and 56
set his mouth grimly and 49
set his teeth grimly and 52
set off from london for 81
set off from london with 47
set off nine pounds due 61
set out from albany for 48
set out from albany with 59
set out from antioch for 117
set out from antioch with 60
set out from berlin for 55
set out from boston and 42
set out from boston for 149
set out from boston with 68
set out from calais for 42
set out from canada with 51
set out from dublin for 124
set out from dublin with 74
set out from england and 78
set out from england for 179
set out from england with 301
set out from europe for 67
set out from europe with 55
set out from france and 82
set out from france for 85
set out from france with 98
set out from lisbon for 44
set out from lisbon with 70
set out from london and 118
set out from london for 434
set out from london with 401
set out from madrid for 75
set out from madrid with 43
set out from medina with 123
set out from mexico for 52
set out from mexico with 107
set out from mission san 50
set out from moscow for 62
set out from moscow with 46
set out from naples for 43
set out from panama with 50
set out from quebec for 170
set out from quebec with 102
set out from silesia for 45
set out from sydney and 44
set out from toledo for 81
set out from venice for 79
set out from venice with 44
set out from vienna for 65
set out more clearly and 65
set out more clearly than 99
set out their reasons for 126
set out their rights and 40
set out their tables and 61
set out very clearly and 81
set thee over nations and 153
set them also before them 241
set them down before him 59
set them down beside him 41
set them forth clearly and 71
set things more square all 74
set two ends before man 52
set with fine linens and 48
set with heavy silver and 44
set with many rubies and 46
set with many tables and 43
set you over nations and 109
sew and make clothes for 41
sex are much greater than 43
sex with their mothers and 64
she and emil talked and 50
she and mary agreed that 66
she and other ladies had 44
she and those around her 182
she ate very little and 133
she being much fitter for 49
she being much larger than 44
she can find another job 43
she can find someone who 66
she can live without being 46
she can live without him 60
she can live without you 41
she can make something out 41
she can take credit for 55
she can take proper and 185
she can teach morals and 67
she can turn around and 83
she can work through her 52
she did feel something for 65
she did have feelings for 108
she did much better than 91
she does nothing except for 45
she does what pleases her 43
she get along without them 69
she goes even further and 47
she goes much further than 62
she got along better with 127
she got good grades and 55
she had also changed her 102
she had also killed two 40
she had also learned how 65
she had also learned that 432
she had also placed her 49
she had also turned her 45
she had also worked for 85
she had also worked with 43
she had been abroad for 57
she had been abroad she 43
she had been absent for 570
she had been abused and 236
she had been accusing him 50
she had been active and 84
she had been active for 53
she had been active with 47
she had been afraid all 54
she had been afraid and 112
she had been afraid for 205
she had been afraid her 90
she had been afraid she 488
she had been afraid that 3142
she had been afraid they 150
she had been allied with 85
she had been allowing her 43
she had been almost too 109
she had been amazed and 46
she had been amazed that 148
she had been amiable and 47
she had been amused and 53
she had been another man 73
she had been anxious and 104
she had been anxious for 127
she had been anxious that 114
she had been around for 119
she had been around him 65
she had been around long 72
she had been arranging her 58
she had been asleep all 139
she had been asleep and 288
she had been asleep for 883
she had been asleep she 59
she had been assuming that 127
she had been avoiding all 89
she had been avoiding for 174
she had been avoiding her 48
she had been avoiding him 290
she had been awaiting for 66
she had been awaiting her 55
she had been awaiting him 87
she had been awaiting his 100
she had been awaiting this 58
she had been barren for 52
she had been battling for 93
she had been battling with 166
she had been before all 42
she had been before and 248
she had been before her 1324
she had been before him 57
she had been before his 101
she had been before she 1478
she had been before that 392
she had been before they 158
she had been before this 134
she had been before with 57
she had been begged not 81
she had been behind that 43
she had been beside him 106
she had been better and 50
she had been better off 218
she had been better than 92
she had been bitten and 45
she had been blamed all 54
she had been blamed for 155
she had been bleeding for 58
she had been bombed out 79
she had been booked for 63
she had been bought and 73
she had been bought for 96
she had been braced for 60
she had been bright and 53
she had been broken and 54
she had been brooding for 54
she had been brushing her 68
she had been building for 96
she had been buried and 68
she had been buried for 107
she had been buried near 40
she had been buried with 96
she had been burned and 70
she had been burned with 40
she had been busier than 61
she had been called and 88
she had been called for 168
she had been called now 40
she had been called out 534
she had been called that 113
she had been carrying all 146
she had been carrying and 339
she had been carrying for 386
she had been carrying her 110
she had been carrying his 43
she had been carrying out 128
she had been carrying this 57
she had been carrying was 100
she had been carrying with 141
she had been carved out 248
she had been caught and 305
she had been caught doing 409
she had been caught off 405
she had been caught out 800
she had been caught red 196
she had been caught with 216
she had been chased and 45
she had been chatting with 150
she had been cheated and 149
she had been cheated out 963
she had been chosen and 64
she had been chosen for 657
she had been clever with 49
she had been climbing for 59
she had been coveting for 54
she had been created for 158
she had been created out 41
she had been created with 55
she had been curious and 40
she had been cursed and 41
she had been cursed with 127
she had been decked out 55
she had been deeply and 88
she had been demure and 57
she had been denied all 52
she had been denied and 47
she had been denied due 85
she had been denied for 107
she had been denied her 184
she had been denied that 224
she had been devoting her 40
she had been dividing her 45
she had been doused with 98
she had been dressing for 53
she had been drinking all 136
she had been drinking and 456
she had been drinking but 41
she had been drinking for 122
she had been drinking she 48
she had been drinking that 100
she had been drinking too 227
she had been drinking with 107
she had been driven mad 47
she had been driven off 107
she had been driven out 1260
she had been drowning and 47
she had been earlier that 201
she had been enduring for 121
she had been engaged and 100
she had been engaged for 818
she had been engaged had 81
she had been engaged was 59
she had been engaged with 181
she had been enjoying for 113
she had been enjoying her 76
she had been exiled for 48
she had been famous for 115
she had been fearful that 66
she had been fiddling with 52
she had been fighting all 138
she had been fighting for 531
she had been fighting her 74
she had been fighting off 162
she had been fighting with 272
she had been filled with 1201
she had been fished out 49
she had been fitted for 102
she had been fitted out 627
she had been fitted with 389
she had been flirting with 414
she had been forced for 65
she had been forced off 44
she had been forced out 504
she had been forced with 41
she had been fought for 103
she had been furious with 184
she had been gagged and 74
she had been gathering for 97
she had been gentle and 62
she had been gently but 51
she had been gifted with 258
she had been grinding her 40
she had been guilty and 58
she had been guilty was 48
she had been hailed and 94
she had been hauled out 122
she had been helped and 70
she had been hoarding for 67
she had been honest and 85
she had been honest with 350
she had been hungering for 65
she had been hurrying and 51
she had been ignoring for 82
she had been ignoring her 44
she had been imbued with 153
she had been inside his 47
she had been issued with 59
she had been jabbed with 40
she had been jailed for 95
she had been jilted and 41
she had been jolted out 40
she had been judged and 51
she had been kicked and 49
she had been kicked out 482
she had been killed and 199
she had been killed for 41
she had been killed with 84
she had been knitting and 48
she had been knitting for 115
she had been laboring for 60
she had been laughing all 60
she had been laughing and 165
she had been laughing with 72
she had been lifted out 223
she had been little and 44
she had been loaded with 163
she had been locked out 302
she had been lonely and 226
she had been lonely for 104
she had been lunching with 61
she had been marked for 76
she had been marked out 56
she had been melted and 65
she had been misled and 85
she had been mourning for 60
she had been offering him 44
she had been packed off 141
she had been painting for 62
she had been painting her 65
she had been paired with 78
she had been parted for 79
she had been pelted with 54
she had been petted and 147
she had been picked for 57
she had been picked out 97
she had been placed and 74
she had been placed for 162
she had been placed with 249
she had been planning all 73
she had been planning and 94
she had been planning for 418
she had been planning her 112
she had been planning how 42
she had been planning this 155
she had been played for 48
she had been played with 46
she had been pleased and 104
she had been pleased that 145
she had been pleased with 487
she had been plotting and 49
she had been plunged for 43
she had been pointing out 84
she had been polite and 48
she had been prayed for 79
she had been pressing her 40
she had been pressing him 70
she had been pretty and 131
she had been pulled out 268
she had been pursuing for 93
she had been pursuing her 75
she had been pursuing him 45
she had been pushed and 49
she had been pushed off 49
she had been pushed out 262
she had been pushed too 55
she had been quoted out 47
she had been racked with 95
she had been ragged and 49
she had been raised and 326
she had been raised with 415
she had been residing for 117
she had been residing with 57
she had been ripped off 60
she had been robbed and 238
she had been scared and 59
she had been scared out 51
she had been screaming and 43
she had been screaming for 41
she had been searching all 68
she had been searching and 47
she had been searching for 2606
she had been searching her 155
she had been seized and 141
she had been seized had 63
she had been seized with 1583
she had been served and 40
she had been served with 223
she had been shaken and 49
she had been shopping and 55
she had been shopping for 145
she had been shopping with 59
she had been sickly and 40
she had been silent all 47
she had been silent and 215
she had been silent for 383
she had been silent too 54
she had been skimming and 55
she had been sleeping all 68
she had been sleeping and 163
she had been sleeping for 278
she had been sleeping with 1637
she had been slowly dying 51
she had been sought out 59
she had been spared all 91
she had been spared and 41
she had been spared any 49
she had been spared for 45
she had been spared that 401
she had been spared this 75
she had been spending all 42
she had been spending her 328
she had been spending too 79
she had been spending with 58
she had been standing all 55
she had been standing and 312
she had been standing for 192
she had been standing her 44
she had been standing near 237
she had been standing out 93
she had been standing she 42
she had been standing was 63
she had been standing with 282
she had been starving for 132
she had been stolen and 42
she had been stolen out 109
she had been straying with 103
she had been striving for 287
she had been struck and 186
she had been struck with 905
she had been studying all 53
she had been studying and 243
she had been studying art 51
she had been studying for 287
she had been studying her 77
she had been studying him 180
she had been studying his 55
she had been studying with 241
she had been stupid and 101
she had been stupid not 56
she had been sullen and 47
she had been swimming for 42
she had been taught all 276
she had been taught and 477
she had been taught for 111
she had been taught her 117
she had been taught how 325
she had been taught not 227
she had been taught she 61
she had been taught that 3598
she had been taught them 49
she had been taught this 76
she had been taught was 370
she had been taught with 74
she had been tender and 44
she had been tender with 53
she had been tested and 83
she had been tested for 88
she had been through all 327
she had been through and 509
she had been through for 65
she had been through had 156
she had been through her 75
she had been through one 97
she had been through she 134
she had been through that 546
she had been through them 51
she had been through this 416
she had been through too 135
she had been through two 50
she had been through was 126
she had been through with 388
she had been tipped off 147
she had been touching him 46
she had been trailing him 40
she had been training for 118
she had been treated and 203
she had been treated for 1140
she had been treated with 1835
she had been turned off 71
she had been turned out 1532
she had been unable not 41
she had been united with 110
she had been unjust and 113
she had been unkind and 40
she had been unwell and 66
she had been unwell for 103
she had been uttering his 82
she had been visiting for 49
she had been visiting her 478
she had been visiting him 68
she had been visiting with 106
she had been warned and 81
she had been warned not 454
she had been warned off 143
she had been warned she 59
she had been warned that 1603
she had been washed and 104
she had been wasted with 69
she had been watching all 92
she had been watching and 227
she had been watching for 847
she had been watching her 304
she had been watching him 1323
she had been watching his 110
she had been watching them 246
she had been watching this 58
she had been watching too 49
she had been watching was 45
she had been watching with 267
she had been wedded for 42
she had been wholly deaf 85
she had been without any 107
she had been without her 85
she had been without him 79
she had been without that 111
she had been worrying that 81
she had been wronged and 156
she had been younger and 147
she had been younger she 74
she had been younger than 83
she had been younger then 55
she had come across any 85
she had come across her 87
she had come across him 87
she had come across his 52
she had come across one 103
she had come across that 145
she had come across them 61
she had come across this 73
she had come searching for 67
she had come through and 49
she had come through for 42
she had come through her 83
she had come through that 62
she had come through with 68
she had come without her 75
she had deep feelings for 82
she had died before her 142
she had died before him 42
she had died before she 189
she had died before you 159
she had died through her 51
she had done battle with 54
she had done before and 327
she had done before her 342
she had done before his 65
she had done before she 365
she had done before that 157
she had done before they 47
she had done before this 47
she had done before with 145
she had done better than 199
she had done earlier for 51
she had done earlier that 177
she had done earlier with 120
she had done enough and 82
she had done enough for 464
she had done little but 148
she had done little for 50
she had done something bad 177
she had done something for 399
she had done something she 274
she had done something that 958
she had done something with 114
she had done struck her 53
she had done through all 46
she had early learned that 40
she had eaten already with 41
she had eaten dinner with 45
she had eaten something that 227
she had even changed her 44
she had even opened her 125
she had even staked her 89
she had even struck her 54
she had even thought she 46
she had even thought that 224
she had ever before had 56
she had ever called her 99
she had ever called him 410
she had ever caused him 41
she had ever changed her 53
she had ever cooked for 41
she had ever danced with 106
she had ever dreamed she 159
she had ever dreamed that 45
she had ever kissed him 64
she had ever looked for 53
she had ever looked with 40
she had ever needed him 43
she had ever opened her 50
she had ever played with 58
she had ever prayed for 87
she had ever raised her 70
she had ever seemed yet 92
she had ever shared with 101
she had ever spoken with 102
she had ever talked with 99
she had ever tasted and 56
she had ever taught her 45
she had ever thought her 45
she had ever thought him 393
she had ever thought she 506
she had ever thought that 366
she had ever treated him 92
she had ever wanted and 142
she had ever wanted any 77
she had ever wanted for 60
she had ever wanted him 96
she had ever wanted out 42
she had ever wanted was 550
she had ever wished for 181
she had ever worked for 197
she had ever worked with 512
she had fair ground for 67
she had felt before and 56
she had felt before had 75
she had felt before her 53
she had felt before she 139
she had felt before was 97
she had felt deeper than 44
she had felt earlier had 126
she had felt earlier that 115
she had felt earlier was 128
she had felt guilty for 66
she had felt lonely and 77
she had felt secure and 43
she had felt something for 66
she had felt toward her 250
she had felt toward him 202
she had gone abroad for 59
she had gone abroad with 121
she had gone around with 93
she had gone astray and 75
she had gone astray with 49
she had gone before him 58
she had gone behind his 75
she had gone beyond her 106
she had gone beyond him 42
she had gone beyond that 108
she had gone farther than 139
she had gone further and 85
she had gone further than 139
she had gone inside and 86
she had gone searching for 53
she had gone shopping and 70
she had gone shopping for 82
she had gone shopping with 162
she had gone through all 518
she had gone through and 319
she had gone through for 160
she had gone through had 275
she had gone through her 610
she had gone through his 112
she had gone through she 79
she had gone through that 872
she had gone through them 103
she had gone through this 303
she had gone through too 71
she had gone through two 194
she had gone through was 179
she had gone through with 767
she had gone without her 68
she had good ground for 78
she had good reasons for 592
she had great regard for 56
she had great talent and 45
she had heard before and 77
she had heard before but 47
she had heard before she 73
she had heard behind her 43
she had heard earlier had 48
she had heard earlier that 93
she had heard enough and 67
she had heard rumors that 513
she had heard someone say 434
she had heard something and 41
she had heard something that 173
she had heard strange things 42
she had heard through her 60
she had heard voices and 43
she had heart disease and 49
she had held before her 109
she had held inside for 47
she had held inside her 42
she had high regard for 44
she had just before she 74
she had just bought and 147
she had just bought for 171
she had just bought her 56
she had just broken her 63
she had just broken off 78
she had just buried her 132
she had just called her 43
she had just called him 93
she had just caught him 43
she had just changed her 86
she had just closed her 188
she had just fallen off 50
she had just fallen out 106
she had just filled with 83
she had just gotten her 181
she had just gotten off 416
she had just gotten out 1067
she had just handed him 122
she had just jumped out 223
she had just killed her 59
she had just kissed him 56
she had just learned and 50
she had just learned how 82
she had just learned she 95
she had just learned that 1151
she had just learned was 54
she had just missed being 55
she had just missed her 57
she had just missed him 61
she had just opened and 41
she had just opened her 128
she had just parted with 131
she had just passed had 83
she had just passed her 335
she had just passed out 45
she had just passed was 48
she had just passed with 40
she had just popped out 51
she had just pulled off 207
she had just pulled out 428
she had just raised her 43
she had just reached her 225
she had just rolled out 159
she had just served out 40
she had just shaken her 54
she had just shared with 179
she had just signed her 43
she had just smiled and 45
she had just spoken with 114
she had just talked with 68
she had just turned her 99
she had just turned off 103
she had just walked off 177
she had just walked out 586
she had just washed and 102
she had just washed her 152
she had kept buried for 44
she had kept hidden all 59
she had kept hidden for 147
she had kept inside for 47
she had kept secret for 66
she had kept silent and 50
she had kept silent for 50
she had laid before him 90
she had lain beside him 131
she had last beheld him 65
she had last spoken with 71
she had last talked with 48
she had left before she 69
she had left behind all 82
she had left behind and 450
she had left behind for 133
she had left behind had 111
she had left behind her 3803
she had left behind that 117
she had left behind was 223
she had left behind with 219
she had left england and 50
she had left england for 75
she had left england with 50
she had left london and 76
she had left london for 82
she had left london with 40
she had left school and 229
she had left school she 70
she had left something out 126
she had lost almost all 121
she had lost ground with 71
she had lost neither her 49
she had lost someone she 42
she had lost something and 85
she had lost something she 60
she had lost something that 150
she had lost through her 185
she had lost weight and 443
she had made before her 74
she had made before she 162
she had made coffee and 47
she had made earlier and 41
she had made earlier that 164
she had made lovely for 55
she had made something for 55
she had made through her 108
she had many causes for 55
she had many reasons for 121
she had milk enough for 47
she had more brains than 96
she had more clothes than 51
she had more energy and 124
she had more energy than 185
she had more orders than 47
she had more pressing things 84
she had more regard for 50
she had more serious things 40
she had more spirit than 79
she had more strength than 80
she had more talent than 139
she had most deeply and 208
she had much better not 66
she had nothing before her 82
she had nothing better than 45
she had once begged him 54
she had once bought for 139
she had once called her 175
she had once called him 139
she had once called them 45
she had once caught him 71
she had once danced and 52
she had once danced with 58
she had once played with 88
she had once prayed for 52
she had once shared with 807
she had once stayed with 40
she had once thought him 249
she had once thought she 424
she had once thought that 286
she had once thought was 118
she had once waited for 66
she had once walked with 40
she had once worked for 276
she had once worked with 111
she had only changed her 46
she had only closed her 70
she had only dreamed that 147
she had only obeyed her 44
she had only shaken her 65
she had only spoken with 49
she had only thought she 81
she had only thought that 93
she had only turned her 44
she had only waited for 76
she had only wanted him 62
she had only worked for 41
she had other reasons for 234
she had pink cheeks and 42
she had quit school and 59
she had said before and 60
she had said before she 147
she had said before that 49
she had said before they 137
she had said earlier that 242
she had said enough for 142
she had said simply that 85
she had said something she 213
she had said something that 850
she had said something too 63
she had seen around her 88
she had seen before and 217
she had seen before but 97
she had seen before had 45
she had seen before her 128
she had seen before she 143
she had seen before was 84
she had seen carrying off 41
she had seen clearly that 104
she had seen earlier and 40
she had seen earlier had 51
she had seen earlier that 375
she had seen earlier was 111
she had seen enough and 51
she had seen enough for 118
she had seen little but 40
she had seen powder and 40
she had seen someone she 70
she had seen someone who 46
she had seen something she 156
she had seen something that 694
she had seen through her 99
she had seen through him 226
she had seen through his 291
she had seen watching her 42
she had shut behind her 42
she had sold almost all 41
she had some excuse for 175
she had some feelings for 77
she had some ground for 42
she had some little awe 47
she had some little idea 51
she had some motive for 56
she had some regard for 217
she had some talent for 82
she had soon become both 47
she had soon kissed his 50
she had soon learned that 136
she had spun around and 52
she had such recent and 59
she had swung around and 41
she had tied around her 536
she had true esteem and 60
she had used before and 60
she had used toward him 42
she had very little idea 353
she had very little real 62
she had very little use 52
she had worn around her 144
she had worn before her 126
she had worn before she 53
she had worn earlier that 68
she had worn mourning for 42
she has also learned how 46
she has also learned that 195
she has also worked for 83
she has also worked with 148
she has been absent for 133
she has been abused and 58
she has been active and 57
she has been active for 47
she has been active with 43
she has been afraid that 52
she has been amused with 50
she has been around for 66
she has been asleep for 93
she has been better for 58
she has been better than 44
she has been blamed for 193
she has been bought and 69
she has been bought with 62
she has been buried for 46
