sack of bull durham and 164
said to have reached him 96
said to have reached his 248
said to have reached its 4358
said to have reached new 63
said to have reached one 194
said to have reached that 372
said to have reached them 41
said to have reached this 254
said to have reached two 164
said to have reacted with 80
said to have relied for 41
said to have rested for 69
said to have rested his 56
said to have rested with 125
said to have ridden his 137
said to have ridden out 113
said to have rights and 41
said to have risked his 59
said to have roared with 47
said to have robbed him 46
said to have rubbed his 43
said to have ruined his 95
said to have rushed out 223
said to have sailed for 152
said to have sailed with 136
said to have seized and 54
said to have seized her 43
said to have seized his 74
said to have served any 48
said to have served for 224
said to have served him 120
said to have served his 190
said to have served its 94
said to have served them 48
said to have served with 174
said to have shaken his 79
said to have shaken off 65
said to have shaped his 63
said to have shared his 192
said to have shared this 77
said to have shared with 240
said to have shaved his 43
said to have signed his 55
said to have signed with 40
said to have smiled and 65
said to have solved this 55
said to have sought and 72
said to have sought for 141
said to have sought her 220
said to have sought him 67
said to have sought his 111
said to have sought out 133
said to have spared him 54
said to have spoken and 124
said to have spoken for 122
said to have spoken his 64
said to have spoken out 185
said to have spoken this 41
said to have spoken thus 132
said to have spoken with 504
said to have staked out 46
said to have stated his 40
said to have stated that 4612
said to have stayed for 196
said to have stayed with 126
said to have stolen and 80
said to have stolen any 43
said to have stolen his 58
said to have struck her 58
said to have struck him 182
said to have struck his 287
said to have struck off 110
said to have struck one 88
said to have struck out 152
said to have struck with 70
said to have talked with 122
said to have taught and 87
said to have taught both 48
said to have taught her 116
said to have taught him 321
said to have taught his 492
said to have taught men 142
said to have taught that 1616
said to have taught them 273
said to have taught this 102
said to have teemed with 50
said to have termed his 50
said to have tested his 50
said to have thanked god 145
said to have thought him 68
said to have thought out 82
said to have thought that 831
said to have traced his 86
said to have traded with 70
said to have treated her 244
said to have treated him 315
said to have treated his 255
said to have treated men 52
said to have treated them 172
said to have treated with 146
said to have turned and 45
said to have turned for 52
said to have turned her 121
said to have turned him 83
said to have turned his 473
said to have turned its 50
said to have turned out 1168
said to have turned red 61
said to have united with 97
said to have vented his 42
said to have viewed with 43
said to have waited for 160
said to have waived his 165
said to have waived its 49
said to have walked all 59
said to have walked and 51
said to have walked out 218
said to have walked with 347
said to have warned him 181
said to have warned his 242
said to have warned that 195
said to have warned them 72
said to have washed his 98
said to have wasted his 110
said to have wished for 130
said to have wished that 378
said to have worked and 50
said to have worked for 787
said to have worked his 95
said to have worked out 971
said to have worked with 562
said to keep better than 59
said to live without god 83
said to make stupid men 42
said to move stones with 121
said to pass through each 42
said to pass through this 46
said to show clearly that 116
said to speak louder than 59
said to their credit that 2716
said to those around her 363
said to those around him 1993
said to those behind him 51
said to those standing near 149
said to want planning not 40
said to work better than 65
said we were better off 160
said we were fighting for 154
said we were spending too 85
sail to those shores and 46
saith he will neither buy 40
sake he must remove that 89
sake of clear thought they 44
sake of good itself and 92
sake of having something new 86
sake of leaving behind them 195
sake of saying something than 256
sake of saying something that 395
sake of some further end 157
sake of their clothes and 84
sake of their family and 67
sake of their fellow men 76
sake of their honors and 99
sake of their morale and 47
sake of those around her 62
sake of those around him 84
sake of those around you 72
sake of those readers who 507
sake of trying something new 92
sake of what christ had 43
sake of what christ has 158
sake of what christ hath 104
sake of your family and 241
sake of your safety and 44
sake of your sanity and 42
sake we will assume that 129
sale in such manner and 170
sale of cast clouts and 119
sale of film rights for 45
sale of food grains and 44
sale of soft drinks and 181
sale of such assets and 49
sale of such assets are 67
sale of their cattle and 105
sale of their cotton and 66
sale of their output and 47
sale of their prizes for 78
sale of their shares and 45
sale of their stocks and 49
sale of these assets and 60
sale of these assets are 51
sale of these shares was 56
salt is best suited for 45
salt is left behind and 43
salt is more active than 46
salt is more stable than 70
salt is much greater than 50
salt is much higher than 42
same as ever except that 92
same as ours except that 193
same as their fathers and 43
same as those called for 120
same as those chosen for 103
same as those listed for 1117
same as those needed for 718
same as those quoted for 44
same as those stated for 134
same as those worked out 97
same as used earlier for 43
same as when source and 49
same as your brother men 79
same be duly marked with 54
same by whom butler was 66
same in good repair and 317
same in good repair for 79
same in like manner and 190
same in such manner and 1874
same in such manner that 179
same in their nature and 184
same in their origin and 49
same in those bodies that 240
same is done without using 48
same is true except that 115
same is true whether you 43
same or even better than 88
same or even greater than 115
same or even higher than 194
same or like nature with 72
same the case whether you 79
same thing must happen with 74
same thing will happen all 96
same thing will happen for 132
same thing will happen now 74
same thing will happen that 160
same thing will happen this 79
same thing will happen with 1026
same to some extent with 48
same to such person and 66
sand in some places and 110
sand is well sorted and 77
sand or fine gravel and 128
sand or fine gravel with 43
sank the hole deeper and 68
sank to their lowest ebb 170
sash he wore around his 99
sash or belt around his 57
save at least something for 48
save it from itself and 47
save it from striking its 51
save me from bloody men 173
save me from myself and 172
save me from sudden death 61
save the evil spirit who 50
save the file before you 214
save the last bullet for 220
save the rain forest and 64
save the time needed for 110
save the union before they 69
save the union unless they 5370
save the union without war 46
saving is much greater than 114
saving the last bullet for 65
saving the union without war 3005
saying in wall street that 96
saying in your letter that 186
saying it loud enough for 47
saying of some vulgar man 73
saying on wall street that 152
saying so many strange things 40
saying the most absurd things 41
saying the most tender things 41
saying the most violent things 41
saying to those around him 237
says he will accept and 54
says he will answer for 113
says he will arrange for 43
says he will pledge his 46
says in many places that 349
says in other places that 47
says is good enough for 66
says it loud enough for 40
says it much better than 71
says the four regions are 51
says the great tragic poet 56
says the same obliging things 106
says to these states that 86
says to those around him 69
scan is also useful for 44
scan the very wounds that 79
sealing the door behind him 42
seams of their shirts and 65
seed in late summer and 85
seeing at what height they 53
seeing in what manner they 72
seeing my name joined with 45
seeing or hearing something new 44
seeing or hearing something that 315
seeing or reading something that 80
seeing the book through all 52
seeing the book through its 86
seeing the door thronged with 81
seeing the hare killed and 88
seeing the land filled with 83
seeing the same sights and 44
seeing the ship almost dry 337
seeing the sick endears them 250
seeing to what extent they 106
seek it like silver and 155
seek no other reward for 49
seek no other reward than 67
seek the best advice and 50
seek the best market for 133
seek the holy spirit for 46
seek the least abrupt path 48
seek the most rugged and 92
seek to ally itself with 107
seek to find reasons for 47
seek to join forces with 89
seek to know whether her 126
seek to make amends for 235
seek to make better use 66
seek to take credit for 54
seem as well pleased with 50
seem at least likely that 60
seem in some strange way 91
seem no more likely than 58
seem so much asleep now 80
seem so much better than 155
seem so much bigger than 79
seem so much greater than 60
seem so much higher than 45
seem so much larger than 94
seem so much younger than 98
seem so well pleased that 58
seem so well pleased with 45
seem the best choice for 52
seem the best fitted for 54
seem the most direct and 45
seem the most direct way 43
seem the most likely for 47
seem the most likely way 44
seem the most obvious and 95
seem the most obvious way 83
seem the most simple and 48
seem the same without her 79
seem the same without him 144
seem the same without you 168
seem to call loudly for 44
seem to care deeply for 49
seem to care enough for 49
seem to care greatly for 59
seem to care little for 576
seem to care whether any 45
seem to care whether her 57
seem to care whether his 119
seem to care whether she 333
seem to care whether they 670
seem to care whether you 209
seem to come across any 57
seem to come closer and 53
seem to come closer than 88
seem to come without any 44
seem to cope better than 59
seem to cope better with 199
seem to date earlier than 62
seem to even notice her 44
seem to even notice that 95
seem to fare better than 427
seem to fare better with 72
seem to find anyone who 147
seem to find something new 69
seem to find something that 47
seem to gain strength and 45
seem to gaze through you 67
seem to give ground for 158
seem to grow before our 45
seem to grow bigger and 70
seem to grow faster and 52
seem to grow faster than 206
seem to grow larger and 165
seem to have agreed not 54
seem to have agreed that 3862
seem to have agreed with 1831
seem to have already had 48
seem to have always had 318
seem to have argued for 65
seem to have argued that 532
seem to have argued with 161
seem to have arisen and 87
seem to have arisen any 42
seem to have arisen for 67
seem to have arisen not 88
seem to have arisen out 1087
seem to have arisen with 133
seem to have backed off 113
seem to have become all 99
seem to have become any 83
seem to have become far 71
seem to have become for 87
seem to have become his 91
seem to have become not 60
seem to have become one 614
seem to have become our 42
seem to have become that 120
seem to have become too 198
seem to have before them 68
seem to have better than 45
seem to have broken any 79
seem to have broken his 98
seem to have broken off 122
seem to have broken out 732
seem to have broken with 127
seem to have burned out 117
seem to have called for 555
seem to have called him 61
seem to have called out 44
seem to have called them 86
seem to have carved out 127
seem to have caught and 44
seem to have caught any 79
seem to have caught her 307
seem to have caught him 46
seem to have caught his 145
seem to have caught this 48
seem to have caught you 60
seem to have caused any 891
seem to have caused her 107
seem to have caused him 429
seem to have caused his 66
seem to have caused them 99
seem to have caused this 101
seem to have caused you 58
seem to have changed all 146
seem to have changed and 107
seem to have changed any 68
seem to have changed but 109
seem to have changed for 220
seem to have changed her 98
seem to have changed him 72
seem to have changed his 466
seem to have changed its 218
seem to have changed one 57
seem to have changed our 100
seem to have changed that 176
seem to have changed them 44
seem to have changed things 49
seem to have changed this 176
seem to have changed too 56
seem to have changed with 153
seem to have changed you 45
seem to have chosen for 123
seem to have chosen him 70
seem to have chosen not 75
seem to have chosen one 45
seem to have chosen that 258
seem to have chosen this 228
seem to have cooled off 51
seem to have created any 323
seem to have created for 79
seem to have created new 69
seem to have created this 55
seem to have deemed this 62
seem to have denied that 178
seem to have direct and 44
seem to have dreamed that 117
seem to have driven him 208
seem to have driven out 215
seem to have driven them 46
seem to have eluded him 55
seem to have engaged his 125
seem to have enough for 70
seem to have evoked any 71
seem to have failed and 93
seem to have failed for 57
seem to have failed him 187
seem to have failed them 48
seem to have fallen far 89
seem to have fallen for 191
seem to have fallen off 666
seem to have fallen out 1929
seem to have fallen with 80
seem to have filled him 116
seem to have filled his 60
seem to have filled this 49
seem to have fitted him 142
seem to have forced him 84
seem to have forced them 58
seem to have forgot all 195
seem to have forgot that 782
seem to have formed any 441
seem to have formed but 59
seem to have formed his 69
seem to have formed one 179
seem to have formed two 54
seem to have fought for 91
seem to have fought shy 74
seem to have fought with 194
seem to have gained any 304
seem to have gained for 74
seem to have gained him 254
seem to have gained new 79
seem to have gotten any 107
seem to have gotten off 665
seem to have gotten out 392
seem to have gotten rid 60
seem to have gotten this 60
seem to have guided him 58
seem to have guided his 68
seem to have hardly any 299
seem to have harmed her 99
seem to have harmed him 56
seem to have heeded his 46
seem to have heeded this 44
seem to have helped her 76
seem to have helped him 290
seem to have helped his 42
seem to have helped them 155
seem to have helped you 59
seem to have issued any 84
seem to have issues with 42
seem to have joined any 44
seem to have joined him 73
seem to have joined them 101
seem to have joined this 41
seem to have joined with 111
seem to have judged him 60
seem to have judged that 113
seem to have lacked any 113
seem to have lacked that 53
seem to have lasted for 248
seem to have lasted long 1112
seem to have learned all 60
seem to have learned and 42
seem to have learned any 96
seem to have learned how 339
seem to have learned one 40
seem to have learned that 1490
seem to have learned this 315
seem to have little fear 127
seem to have little idea 442
seem to have little real 175
seem to have little say 44
seem to have little use 211
seem to have locked him 49
seem to have looked for 289
seem to have looked out 126
seem to have looked with 175
seem to have marked her 41
seem to have marked him 101
seem to have marked his 71
seem to have marked out 132
seem to have mended his 43
seem to have merged with 220
seem to have minded this 47
seem to have misled him 105
seem to have missed all 73
seem to have missed her 54
seem to have missed him 87
seem to have missed his 46
seem to have missed one 87
seem to have missed our 45
seem to have missed out 213
seem to have missed that 228
seem to have missed them 47
seem to have missed this 253
seem to have needed any 60
seem to have neither end 44
seem to have neither kin 97
seem to have opened any 42
seem to have opened his 66
seem to have parted with 140
seem to have passed and 50
seem to have passed each 41
seem to have passed for 117
seem to have passed her 48
seem to have passed him 128
seem to have passed off 87
seem to have passed out 884
seem to have passed them 83
seem to have passed this 75
seem to have passed with 90
seem to have picked out 154
seem to have placed any 113
seem to have placed him 274
seem to have placed them 65
seem to have placed this 40
seem to have placed too 54
seem to have played any 1069
seem to have played its 71
seem to have played out 44
seem to have played this 56
seem to have played with 85
seem to have pleased him 131
seem to have poured out 253
seem to have powers that 166
seem to have proved him 89
seem to have proved his 47
seem to have proved that 1376
seem to have proved too 133
seem to have proven that 72
seem to have pushed him 49
seem to have raised any 259
seem to have raised our 42
seem to have reached all 40
seem to have reached and 40
seem to have reached any 203
seem to have reached her 75
seem to have reached him 122
seem to have reached his 123
seem to have reached its 592
seem to have reached one 57
seem to have reached our 78
seem to have reached out 106
seem to have reached that 747
seem to have reached them 92
seem to have reached this 402
seem to have reached two 75
seem to have reached you 40
seem to have reacted with 90
seem to have reasons for 43
seem to have relied for 103
seem to have relied too 44
seem to have rested for 48
seem to have rested with 68
seem to have robbed him 40
seem to have robbed you 61
seem to have rubbed off 126
seem to have scarce any 96
seem to have sensed that 508
seem to have sensed this 138
seem to have served any 77
seem to have served both 74
seem to have served for 270
seem to have served him 121
seem to have served not 41
seem to have served one 90
seem to have served them 58
seem to have served this 76
seem to have served two 109
seem to have shaken his 129
seem to have shaken off 169
seem to have shaped his 93
seem to have shared her 62
seem to have shared his 462
seem to have shared our 47
seem to have shared that 175
seem to have shared this 596
seem to have shared with 371
seem to have slowed him 61
seem to have solved this 243
seem to have something for 47
seem to have something going 79
seem to have something new 45
seem to have something that 236
seem to have sorted out 86
seem to have sought for 129
seem to have sought out 162
seem to have spared any 46
seem to have spared his 43
seem to have spoken out 55
seem to have spoken too 67
seem to have spoken with 85
seem to have stared each 69
seem to have stayed for 94
seem to have stayed long 185
seem to have stayed with 200
seem to have struck all 59
seem to have struck any 89
seem to have struck her 92
seem to have struck him 555
seem to have struck his 95
seem to have struck out 179
seem to have struck them 215
seem to have struck you 108
seem to have suited him 99
seem to have suited his 42
seem to have talked with 51
seem to have taught her 63
seem to have taught him 271
seem to have taught that 298
seem to have taught them 103
seem to have taught you 116
seem to have thought and 59
seem to have thought any 43
seem to have thought for 81
seem to have thought him 325
seem to have thought his 140
seem to have thought not 65
seem to have thought out 436
seem to have thought that 16295
seem to have thought them 153
seem to have thought they 425
seem to have thought this 435
seem to have thought too 155
seem to have thought with 54
seem to have traded with 53
seem to have treated death 52
seem to have treated her 68
seem to have treated him 300
seem to have treated his 74
seem to have treated them 153
seem to have treated this 84
seem to have treated you 59
seem to have turned all 96
seem to have turned for 71
seem to have turned her 40
seem to have turned him 77
seem to have turned his 333
seem to have turned our 78
seem to have turned out 1345
seem to have turned this 62
seem to have united all 40
seem to have united with 197
seem to have valued him 57
seem to have varied with 158
seem to have viewed him 48
seem to have viewed them 41
seem to have viewed this 87
seem to have viewed with 50
seem to have waited for 279
seem to have walked off 43
seem to have walked out 202
seem to have wanted for 50
seem to have wanted that 115
seem to have warped his 42
seem to have wished for 85
seem to have wished that 183
seem to have worked all 53
seem to have worked and 61
seem to have worked any 40
seem to have worked for 377
seem to have worked out 3258
seem to have worked that 120
seem to have worked too 42
seem to have worked with 391
seem to know better than 346
seem to know little and 43
seem to know neither this 416
seem to know someone who 55
seem to know something that 131
seem to know whether she 115
seem to know whether they 256
seem to know whether you 85
seem to lack energy and 40
seem to lack something that 56
seem to learn faster than 42
seem to learn something new 47
seem to leave behind them 46
seem to leave hardly any 55
seem to leave little for 60
seem to leave something out 102
seem to live without any 46
seem to live without them 47
seem to look through you 54
seem to loom larger than 91
seem to make amends for 62
seem to make better use 61
seem to make little use 133
seem to many readers that 256
seem to mind whether they 43
seem to move faster than 234
seem to move slowly and 52
seem to pass before our 51
seem to pass through this 69
seem to pull myself out 45
seem to rank higher than 63
seem to reel before its 43
seem to rise higher and 60
seem to rise higher than 93
seem to show clearly that 1191
seem to sink deeper and 42
seem to some readers that 1329
seem to some readers too 80
seem to some strange and 51
seem to speak louder than 66
seem to stop touching her 69
seem to take credit for 42
seem to think virtue and 59
seem to turn around and 46
seem to vary greatly with 104
seem to want something that 146
seem to work better and 46
seem to work better for 286
seem to work better than 941
seem to work better with 210
seem to work harder and 113
seem to work harder than 96
seen an hour before she 44
seen as having reached its 40
seen as just another way 159
seen as less likely than 50
seen as less serious than 148
seen as more active and 53
seen as more honest and 54
seen as more likely than 162
seen as more serious and 53
seen as more serious than 192
seen as more stable and 46
seen as more stable than 54
seen as more useful than 65
seen as much greater than 47
seen as role models and 64
seen as role models for 161
seen at once standing near 61
seen by those around her 43
seen by those around him 122
seen by those around them 57
seen by those around you 44
seen by what tenure men 53
seen in bone marrow and 56
seen in dogs treated for 162
seen in dogs treated with 117
seen in high school and 46
seen in late summer and 116
seen in many nights and 42
seen in many places and 130
seen in many places for 57
seen in many places that 45
seen in mice treated with 81
seen in north africa and 76
seen in other organs and 60
seen in other places and 40
seen in other places than 45
seen in rats treated with 119
seen in some detail how 166
seen in some detail that 58
seen in south africa and 151
seen in their belief that 47
seen in their origin and 68
seen in their purest and 53
seen in those treated with 71
seen in what manner and 48
seen in what manner they 161
seen in what manner this 147
seen in young adults and 342
seen in young adults but 44
seen in young adults who 92
seen in young adults with 103
seen in your office for 74
seen it done before and 73
seen it more clearly than 78
seen it more openly than 115
seen it once before and 85
seen no more clearly than 110
seen no other course for 67
seen of loss before was 54
seen or heard before and 61
seen or heard something that 1200
seen or were always being 42
seen so many bright and 74
seen so many changes and 49
seen so many changes that 172
seen so many horses and 53
seen so many places and 54
seen so many pretty things 51
seen so many strange and 65
seen so many strange things 245
seen so much misery and 104
seen so much passion and 52
seen so much sorrow and 56
seen so very little that 53
seen the film before and 44
seen the game played out 123
seen the girl before and 42
seen the like before and 91
seen the look before and 47
seen the mock turtle yet 126
seen the ocean before and 54
seen the play before and 72
seen the poor hardly earn 96
seen the same pieces and 73
seen the show before and 56
seen to grow larger and 47
seen to grow pallid with 88
seen to have adored his 76
seen to have arisen out 60
seen to have become one 55
seen to have behind them 40
seen to have changed its 79
seen to have failed and 120
seen to have fallen out 45
seen to have passed out 41
seen to have reached its 119
seen to make motions with 72
seen to pass through all 140
seen to rise higher and 49
seen to sail across our 73
seen to some extent how 51
seen to what degree this 59
seen to what extent and 86
seen to what extent his 56
seen to what extent they 234
seen to what extent this 791
sees an inch before his 44
sees in those around him 41
sees it more clearly now 47
sees it more clearly than 91
sees it must indeed own 190
sees or hears something that 205
sees the data through them 45
sees the same cannon and 43
sees the same refining and 52
sees the seats filled with 41
self in these strata and 61
self to other selves and 54
sell at high prices and 257
sell by just weight and 51
sell in such manner that 43
sell it more cheaply than 47
sell no wine before its 216
sell or take orders for 51
sell the film rights for 44
send an angel before thee 4006
send an angel before them 100
send an angel before you 491
send at least double that 49
send in more troops and 44
send in their orders for 48
send me into france and 44
send me word whether you 186
send my angel before thee 40
send my best wishes and 108
send my best wishes for 482
send my good wishes and 49
send my good wishes for 150
send the boat ashore for 112
send the holy spirit and 102
send the holy spirit who 90
send the next person who 71
send the wrong signal and 50
send up your garlic and 52
send us cold nights and 51
send us into groves and 41
sent in more troops and 59
sent in their letter and 42
sent me here before you 52
sent me your letter and 66
sent the ball through his 60
sent the boat ashore for 52
sent the boat ashore with 81
sent the holy spirit and 45
sent the holy spirit for 44
sent the holy spirit who 43
sent the very guards that 131
sent to fort fisher and 54
sent to fort sumter and 77
sent to high school and 97
sent to jail without any 45
sent to land troops and 75
sent to north africa and 226
sent to north africa for 60
sent to north africa with 51
sent to other cities and 43
sent to other places and 80
sent to other places for 93
sent to other states and 42
sent to other states for 128
sent to south africa and 256
sent to south africa for 366
sent to south africa with 100
sent to their allies for 86
sent to these places and 71
sent to west africa and 40
sent to your charge two 55
sent to your office for 73
sent up from quebec with 41
sent up from streams that 118
sets in much earlier than 52
sets of data points are 126
sets of data points for 55
sets of data showed that 147
sets of data without being 78
sets of ideal feelings and 106
sets of test scores are 65
sets the case before him 50
sets the cups trimly and 66
sets the heart thrilling with 88
sets the left margin for 49
sheath is much larger than 57
shew by their actions that 83
shew in what manner and 51
shew in what manner they 359
shew in what manner this 138
shew the same regard for 57
shew us what habits are 42
ship an hour before her 43
ship go down before his 84
ship or land station and 58
ship to sail direct for 45
ship to turn around and 51
shoes of these sturdy and 64
shoes to look better than 93
shop in bond street and 188
shop on fifth avenue and 120
shop on main street and 251
shop on third avenue and 42
shot at from houses and 74
shot of wild turkey and 67
shot so many arrows and 41
shot so many arrows that 97
shot the bolt behind him 56
shot the poor fellow dead 87
shot up much faster than 40
show an acid reaction with 67
show as much regard for 89
show as much wisdom and 136
show by their actions and 134
show by their actions that 1728
show by their manner that 45
show by your actions that 347
show by your manner that 177
show in great detail how 277
show in like manner that 99
show in more detail how 1552
show in more detail that 217
show in more detail why 155
show in some degree how 41
show in some detail how 1808
show in some detail that 591
show in some detail why 77
show in some measure how 135
show in their actions that 68
show in their writings that 72
show in what manner all 45
show in what manner and 865
show in what manner his 57
show in what manner its 187
show in what manner our 79
show in what manner that 134
show in what manner they 1318
show in what manner this 535
show in what points his 42
show it more clearly than 147
show me good reasons for 66
show me your papers and 42
