sac around the heart and 50
she agreed to sell her 64
she agreed to sell that 130
she agreed to send her 42
she agreed to send him 59
she agreed to speak with 53
she agreed to stay and 49
she agreed to stay for 55
she agreed to stay with 178
she agreed to take her 129
she agreed to take him 189
she agreed to take them 78
she agreed to talk with 129
she agreed to tell her 42
she agreed to tell him 45
she agreed to wait for 61
she agreed to work for 219
she agreed to work with 200
she agrees to give her 48
she agrees to give him 86
she agrees to have sex 81
she agrees to help him 85
she agrees to live with 91
she agrees to meet him 162
she agrees to meet with 64
she agrees to stay with 59
she always be like this 47
she always is when she 112
she appears in only one 51
she appears to feel that 41
she appears to have got 67
she appears to have had 1670
she appears to have led 54
she appears to have met 72
she appears to have put 45
she appears to have read 49
she appears to have run 64
she appears to have set 45
she appears to have won 67
she appears to some not 52
she appears to think that 148
she arched to meet him 203
she arched to meet his 108
she argued the case for 70
she argued the case with 60
she argued the need for 41
she argues the case for 47
she barred the door and 50
she barred the door with 65
she became an icon for 42
she became my wife and 40
she became no more than 75
she became of full age 55
she became so angry she 56
she became so angry that 271
she became so angry with 49
she became so pale that 48
she became so sick that 157
she became so very ill 44
she became the life and 48
she became the more she 118
she became the only one 119
she begged so hard for 70
she begged so hard that 108
she begged the young man 40
she begged to have her 51
she begged to speak with 52
she begged to stay with 43
she begged to take her 40
she begins by saying that 131
she begins to care for 80
she begins to feel her 183
she begins to feel she 81
she begins to feel that 1046
she begins to find her 103
she begins to find out 115
she begins to grow fat 53
she begins to hate her 41
she begins to hate him 40
she begins to have her 44
she begins to hope that 40
she begins to learn how 79
she begins to learn that 108
she begins to live for 41
she begins to live with 73
she begins to look for 250
she begins to lose her 376
she begins to love him 83
she begins to make her 125
she begins to move her 99
she begins to plan her 50
she begins to play with 170
she begins to show her 92
she begins to sort out 40
she begins to speak and 52
she begins to speak her 41
she begins to speak with 71
she begins to take her 77
she begins to take his 68
she begins to take off 71
she begins to talk and 40
she begins to talk with 68
she begins to tell her 175
she begins to tell him 155
she begins to tell you 57
she begins to think and 50
she begins to think she 93
she begins to think that 546
she begins to turn her 54
she begins to weep and 71
she begins to work for 68
she begins to work her 42
she begins to work with 99
she beheld the young man 55
she belongs to those who 41
she bolted the door and 341
she breathed the same air 53
she bumped the floes with 51
she called in sick and 91
she called it when she 68
she called me back and 484
she called me back with 42
she called me from her 109
she called me into her 770
she called me over and 233
she called me when she 98
she called my name and 108
she called the cops and 69
she called the maid and 59
she called the next day 195
she called the other day 118
she called the young man 70
she called to find out 295
she called to mind all 149
she called to mind any 71
she called to mind her 158
she called to mind his 48
she called to mind how 70
she called to mind that 410
she called to tell her 80
she called to tell him 329
she called to tell them 57
she called to tell you 50
she called to thank him 63
she called us back and 46
she caught it from her 67
she caught it from him 41
she caught my hand and 268
she caught my hand with 41
she caught the tail end 115
she caught the truth that 41
she changed so much that 111
she changed the pose she 47
she changes the wind for 65
she claims to have had 286
she claims to have read 52
she claims to love her 47
she closed the book and 1189
she closed the book she 178
she closed the book with 181
she closed the case and 66
she closed the door and 7071
she closed the door for 118
she closed the door her 55
she closed the door she 725
she closed the door than 51
she closed the door that 117
she closed the door with 497
she closed the file and 77
she closed the gate and 101
she closed the piano and 44
she closed the shop and 50
she closes the book and 73
she closes the door and 332
she closes the door she 43
she combed my hair and 68
she cooked the food for 48
she cooked the meals and 47
she counts it among her 59
she covers the eggs with 175
she cursed the fact that 192
she dances of whom thou 232
she darted it into her 56
she dashed it away with 73
she deemed it best for 42
she deemed it best not 43
she deemed it well and 89
she draped it over her 213
she dreaded it more than 57
she dreaded to leave her 50
she dreaded to think how 52
she dreaded to turn her 57
she dreamed of nothing but 54
she dreamed of seeing her 48
she dreamed of seeing him 40
she dreamed of when she 54
she elects to take her 65
she engaged to send him 118
she enjoys the fact that 93
she enters the room and 255
she enters the room she 73
she enters the room with 61
she exited the room and 96
she failed to care for 41
she failed to find any 216
she failed to find her 122
she failed to find him 200
she failed to find one 112
she failed to find them 56
she failed to gain her 43
she failed to give her 86
she failed to give him 228
she failed to give them 49
she failed to have her 43
she failed to hide her 55
she failed to keep her 410
she failed to make any 225
she failed to make her 339
she failed to make him 48
she failed to make out 46
she failed to make use 43
she failed to meet her 139
she failed to meet him 90
she failed to meet his 79
she failed to note that 232
she failed to reach her 71
she failed to show any 96
she failed to show that 489
she failed to take any 45
she failed to take her 69
she failed to tell her 44
she failed to tell him 120
she fallen in love with 950
she fasted on bread and 46
she fights to keep her 47
she filled my days with 321
she filled my heart with 57
she filled the bowl with 67
she filled the hole with 41
she filled the land with 54
she filled the room she 48
she filled the room with 232
she filled the sink with 235
she filled the vase with 65
she fitted in well with 43
she folded the note and 211
she forced it down and 64
she forced it from her 78
she forgot the past and 69
she forgot to give her 44
she forgot to give him 142
she forgot to hide her 77
she forgot to keep her 99
she forgot to lock her 56
she forgot to look for 71
she forgot to take any 43
she forgot to take her 479
she forgot to take off 91
she forgot to take out 100
she forgot to take them 49
she forgot to tell her 101
she forgot to tell him 185
she forgot to tell you 185
she forgot to thank him 82
she forgot to turn off 161
she forgot to wash her 45
she fought it back and 44
she fought it down and 69
she fought so hard for 83
she fought the tears that 195
she fought to clear her 63
she fought to free her 50
she fought to hide her 67
she fought to hold her 79
she fought to hold them 112
she fought to keep her 1256
she fought to keep him 76
she fought to keep them 194
she fought to open her 42
she gained the love and 46
she gasped at what she 82
she gasped in pain and 57
she glared up into his 65
she grieve to gaze her 55
she guided me into her 49
she gulped it down and 61
she handed it back and 109
she handed it back with 66
she handed it over and 53
she handed it over with 41
she happen to tell you 185
she helped me pick out 62
she helped to care for 105
she hinted at nothing but 47
she ignore the fact that 150
she ironed the albs and 49
she jerked it away and 81
she jerked it open and 62
she joined the army and 53
she joined the other two 363
she judged the time was 61
she judged the tree was 64
she jumped the wrong way 60
she jumped up from her 1269
she kissed me hard and 45
she kissed me more and 45
she kissed my hand and 119
she kissed my lips and 44
she kissed the hand she 69
she kissed the hand that 209
she lacked in size she 69
she lacked the time and 47
she learned at home and 50
she learned it from her 295
she learned it from him 43
she learned so much that 138
she learned the hard way 340
she learned the next day 42
she learned the truth and 58
she learned the truth she 40
she learned to care for 140
she learned to cook and 101
she learned to cope with 236
she learned to draw and 48
she learned to find her 55
she learned to hide her 74
she learned to hold her 97
she learned to hope that 123
she learned to keep her 214
she learned to know and 119
she learned to know her 81
she learned to know him 130
she learned to know them 51
she learned to live with 357
she learned to look for 47
she learned to love and 123
she learned to love her 109
she learned to love him 265
she learned to love old 67
she learned to love them 105
she learned to make her 126
she learned to play and 53
she learned to play with 51
she learned to ride and 123
she learned to speak and 147
she learned to speak with 55
she learned to talk and 53
she learned to think for 45
she learned to walk and 116
she learned to walk with 62
she learned to work with 100
she licked it clean out 112
she lifted it from her 149
she lifted it from its 114
she lifted it high and 48
she lifted it over her 129
she lifted the baby and 42
she lifted the baby out 59
she lifted the flap and 114
she lifted the heavy lid 55
she lifted the lamp and 56
she lifted the tray and 66
she lifted the veil and 57
she locked the door and 2043
she locked the door she 47
she locked the door with 87
she looked as calm and 50
she looked as cold and 44
she looked as cool and 103
she looked as glad and 55
she looked as pale and 161
she looked as young and 144
she looked at ever saw 188
she looked at jack and 73
she looked at john and 68
she looked at john with 46
she looked at julia and 127
she looked at least ten 259
she looked at mark and 44
she looked at mary and 60
she looked at mary with 41
she looked at nick and 46
she looked at paul and 59
she looked at these things 70
she looked at these two 61
she looked at those who 46
she looked at what she 189
she looked at what was 110
she looked at when she 47
she looked in vain for 828
she looked it over and 86
she looked me over and 91
she looked me over with 77
she looked no more than 648
she looked or what she 145
she looked so calm and 53
she looked so clean and 55
she looked so cold and 50
she looked so cold that 40
she looked so cool and 53
she looked so fair and 121
she looked so good and 40
she looked so kind and 64
she looked so like her 240
she looked so like you 73
she looked so lost and 78
she looked so nice and 62
she looked so pale and 567
she looked so pale that 115
she looked so soft and 60
she looked so tiny and 67
she looked so well and 118
she looked so well that 91
she looked so worn and 40
she looked so young and 505
she looked so young that 188
she looked the least bit 41
she looked the more she 129
she looked the other way 818
she looked the same way 66
she looked up from her 5735
she looked up from his 77
she looked up from this 65
she looked up into her 637
she looked up into his 8036
she looked up into our 58
she looked up into that 88
she looked up into them 58
she looked up over her 133
she looked up there was 239
she looked up when she 91
she loosed my hand and 61
she manage to keep her 113
she mention the fact that 237
she milked the cows and 85
she missed the fact that 223
she missed the life she 40
she missed the most was 43
she misses the fact that 41
she mourns the fact that 49
she needed at least one 119
she needed at least two 66
she needed it more than 316
she needed me more than 115
she needed my help and 43
she needed my help with 51
she needed no help and 61
she needed no more than 100
she needed so many things 62
she needed the help and 70
she needed the time for 58
she needed the warm air 45
she needed to back off 162
she needed to blow her 59
she needed to call for 53
she needed to call her 173
she needed to call him 74
she needed to calm her 87
she needed to care for 220
she needed to clear her 332
she needed to come and 62
she needed to come out 48
she needed to cool off 58
she needed to cope with 153
she needed to cure her 45
she needed to face her 120
she needed to face him 42
she needed to feed her 119
she needed to feel her 52
she needed to feel him 109
she needed to feel his 160
she needed to feel she 64
she needed to feel that 660
she needed to fill her 116
she needed to fill out 114
she needed to find her 384
she needed to find him 103
she needed to find out 2129
she needed to find that 42
she needed to free her 55
she needed to give her 286
she needed to give him 209
she needed to give them 64
she needed to have all 64
she needed to have her 605
she needed to have him 112
she needed to have them 52
she needed to have this 40
she needed to have with 86
she needed to help her 575
she needed to help him 119
she needed to hide her 87
she needed to hold her 136
she needed to hold him 68
she needed to keep all 42
she needed to keep going 98
she needed to keep her 1502
she needed to keep him 163
she needed to keep that 105
she needed to keep them 42
she needed to keep things 54
she needed to keep this 52
she needed to know all 61
she needed to know and 416
she needed to know for 304
she needed to know her 71
she needed to know his 74
she needed to know how 490
she needed to know now 102
she needed to know she 184
she needed to know that 1980
she needed to know them 43
she needed to know this 73
she needed to know was 419
she needed to know who 109
she needed to know why 176
she needed to learn and 68
she needed to learn how 421
she needed to learn that 124
she needed to learn was 46
she needed to leave and 52
she needed to leave for 108
she needed to leave her 160
she needed to leave him 64
she needed to lift her 76
she needed to live her 51
she needed to live with 56
she needed to look for 134
she needed to look her 70
she needed to lose ten 40
she needed to make any 57
she needed to make for 46
she needed to make her 1407
she needed to make him 155
she needed to make one 49
she needed to make that 138
she needed to make them 127
she needed to make things 45
she needed to make this 130
she needed to meet her 82
she needed to meet with 152
she needed to move her 52
she needed to move out 156
she needed to open her 75
she needed to plan her 42
she needed to pray for 75
she needed to pull her 86
she needed to push her 47
she needed to reach her 78
she needed to reach him 88
she needed to reach out 76
she needed to rest and 149
she needed to rest for 81
she needed to rest her 75
she needed to save her 177
she needed to send her 68
she needed to shop for 52
she needed to show her 84
she needed to show him 117
she needed to show that 124
she needed to sort out 197
she needed to sort things 61
she needed to speak with 530
she needed to stay and 41
she needed to stay out 44
she needed to stay with 141
she needed to step out 50
she needed to stop and 95
she needed to take her 599
she needed to take him 67
she needed to take off 68
she needed to take one 44
she needed to take that 41
she needed to take this 43
she needed to take with 142
she needed to talk and 85
she needed to talk with 685
she needed to tell her 342
she needed to tell him 1090
she needed to tell them 103
she needed to think and 42
she needed to think things 74
she needed to turn her 99
she needed to vent her 82
she needed to wait for 167
she needed to wash her 117
she needed to work and 43
she needed to work for 49
she needed to work her 40
she needed to work off 84
she needed to work out 376
she needed to work with 167
she nobody to care for 50
she nodded to show she 40
she nodded to show that 43
she nursed the baby and 58
she nursed the sick and 87
she offers to give him 62
she offers to help him 74
she offers to take him 44
she offers to those who 44
she opened it there was 124
she opened it upon her 54
she opened it wide and 65
she opened my door and 59
she opened my eyes too 74
she opened the ball with 67
she opened the book and 710
she opened the book she 82
she opened the cage and 59
she opened the card and 67
she opened the case and 241
she opened the desk and 43
she opened the door all 130
she opened the door and 23702
she opened the door but 107
she opened the door for 3444
she opened the door her 234
she opened the door one 42
she opened the door she 2959
she opened the door than 97
she opened the door that 966
she opened the door they 83
she opened the door this 46
she opened the door was 327
she opened the door with 1000
she opened the file and 57
she opened the flap and 79
she opened the gate and 929
she opened the gate for 133
she opened the gate she 50
she opened the heavy oak 50
she opened the note and 104
she opened the other eye 44
she opened the other one 52
she opened the oven and 138
she opened the piano and 112
she opened the sack and 58
she opened the safe and 65
she passed by here not 42
she passed it over her 45
she passed it over his 40
she passed the door and 41
she passed the door she 70
she passed the exam and 44
she passed the test and 62
she passed the test for 46
she passed the test with 56
she passed the young man 115
she patted my hand and 179
she paused to clear her 53
she paused to give her 53
she paused to give him 67
she paused to look for 85
she paused to look out 276
she paused to rest and 47
she paused to rest her 45
she paused to wait for 54
she paused to wipe her 107
she peered up into his 113
she perked up when she 62
she picked the wrong man 49
she picked the wrong one 43
she picked up from her 333
she picked up here and 60
she picked up what she 51
she picked up when she 55
she placed it over her 110
she placed it upon her 81
she placed it upon his 43
she played it cool and 40
she played it over and 88
she played it safe and 53
she played so well that 94
she played the game with 123
she played the harp and 112
she played the lute and 52
she played the part for 57
she played the part with 140
she played the piano and 752
she played the piano for 470
she played the piano with 127
she played the role with 74
she pleaded in vain for 46
she pleases me more than 44
she plunged it into her 231
she plunged it into his 92
she points to what she 46
she popped it into her 338
she poured it into her 90
she poured it into two 69
she poured it over her 46
she poured it over his 43
she pulled it away and 266
she pulled it back and 183
she pulled it back out 68
she pulled it back with 52
she pulled it down and 167
she pulled it free and 76
she pulled it from her 281
she pulled it from his 91
she pulled it from its 102
she pulled it into her 44
she pulled it open and 270
she pulled it over her 785
she pulled it over his 71
she pulled me down and 41
she pulled me into her 255
she pulled me onto her 42
she pulled my hair and 134
she pulled on jeans and 197
she pulled so hard that 51
she pulled the book out 52
she pulled the cord and 55
she pulled the cork out 40
she pulled the pins out 142
she pulled the plug and 79
she pulled the plug out 58
she pulled the wire one 42
she pushed it away and 255
she pushed it away with 215
she pushed it back and 195
she pushed it back with 246
she pushed it down and 45
she pushed it from her 321
she pushed it into her 87
she pushed it into his 52
she pushed it open and 791
she pushed it open she 56
she pushed it open with 141
she pushed it over her 41
she pushed me away and 522
she pushed me away with 132
she pushed me back and 65
she pushed me back with 47
she pushed me from her 189
she pushed so hard for 40
she pushed the baby out 43
she pushed the door and 95
she pushed the hair off 100
she pushed the hair out 100
she pushed the young man 55
she pushed up from her 47
she pushes me away and 45
she raised an army and 50
she raised it over her 103
she raised my hand and 42
she raised the door and 55
she raised the hand that 73
she raised the sash and 57
she raised to mine with 47
she reached the bank and 41
she reached the bank she 82
she reached the beach and 47
she reached the beach she 47
she reached the city she 78
she reached the deck and 49
she reached the deck she 75
she reached the door and 830
she reached the door did 45
she reached the door her 69
she reached the door she 1736
she reached the door that 354
she reached the door with 47
she reached the edge and 56
she reached the farm she 40
she reached the fork and 48
she reached the gate and 153
she reached the gate she 257
she reached the gate that 107
she reached the great oak 58
she reached the hall and 65
she reached the hall she 161
she reached the last few 88
she reached the last one 139
she reached the last rung 46
she reached the last two 44
she reached the open air 70
she reached the other end 261
she reached the road and 71
she reached the road she 107
she reached the road that 115
she reached the room she 87
she reached the spot she 115
she reached the town she 47
she reached the very top 133
she reached the wall and 64
she reached the wall she 81
she reached to kiss him 40
she reached to take his 80
she reached to turn off 109
she reaches the door she 111
she reacted the same way 64
she reacted to what she 45
she refers to those who 40
she refers to when she 62
she remain at home and 53
she resent the fact that 121
she return by whom that 58
she return the next day 40
she reveals the fact that 106
she ripped it open and 138
she rocked it back and 42
she rocked me back and 60
she rolled the other way 56
she rolled to face him 42
she rolled up over our 49
she rubbed it into her 67
she rubbed it over her 63
she rubbed my back and 41
she rushed in upon her 84
she rushed to help him 54
she rushed to meet her 49
she rushed to meet him 209
she rushed to tell her 49
she rushed to tell him 48
she rushes to make her 47
she scared the hell out 244
she scared the shit out 66
she scares the hell out 94
she seemed at peace with 65
she seemed in some way 122
she seemed no more than 265
she seemed so calm and 112
she seemed so cold and 48
she seemed so sure that 60
she seemed so young and 139
she seemed the most gay 47
she seemed the only one 138
she seemed to burn with 41
she seemed to call him 45
she seemed to care for 327
she seemed to come out 462
she seemed to draw his 91
she seemed to face them 70
she seemed to face you 54
she seemed to feel all 79
she seemed to feel and 59
she seemed to feel for 189
she seemed to feel her 244
she seemed to feel his 206
she seemed to feel its 40
she seemed to feel she 203
she seemed to feel that 3454
she seemed to feel them 74
she seemed to feel this 52
she seemed to feel was 83
she seemed to find her 238
she seemed to find him 118
she seemed to find his 49
she seemed to find that 60
she seemed to find this 93
she seemed to give any 48
she seemed to give her 129
she seemed to give him 90
she seemed to give off 60
she seemed to give out 60
she seemed to give way 150
she seemed to glow with 261
she seemed to grow with 58
she seemed to hate him 79
she seemed to have all 412
she seemed to have any 92
she seemed to have but 119
she seemed to have few 89
she seemed to have for 190
she seemed to have got 537
she seemed to have had 826
she seemed to have her 531
she seemed to have him 46
she seemed to have hit 56
she seemed to have let 54
she seemed to have met 56
she seemed to have not 56
she seemed to have one 128
she seemed to have put 334
she seemed to have read 144
she seemed to have run 141
she seemed to have set 153
she seemed to have that 233
she seemed to have this 87
she seemed to have too 49
she seemed to have two 153
she seemed to have was 45
she seemed to have with 116
she seemed to have won 103
she seemed to hold her 204
she seemed to hold him 190
she seemed to keep for 51
she seemed to keep her 86
she seemed to know all 511
she seemed to know and 113
she seemed to know her 275
she seemed to know him 293
she seemed to know his 103
she seemed to know how 262
she seemed to know she 149
she seemed to know that 1940
she seemed to know them 98
she seemed to know things 47
she seemed to know this 69
she seemed to know too 85
she seemed to know was 66
she seemed to know who 137
she seemed to know you 40
she seemed to lack any 42
she seemed to like being 112
she seemed to like her 110
she seemed to like him 730
she seemed to like his 83
she seemed to like that 310
she seemed to like them 105
she seemed to like this 42
she seemed to like you 50
she seemed to live and 69
she seemed to live for 106
she seemed to look for 82
she seemed to look out 43
she seemed to look with 97
she seemed to lose all 435
she seemed to lose her 854
she seemed to love and 42
she seemed to love her 156
she seemed to love him 279
she seemed to love them 44
she seemed to love you 67
she seemed to make her 52
she seemed to make him 46
she seemed to make one 106
she seemed to make this 76
she seemed to melt and 40
she seemed to miss him 60
she seemed to move with 56
she seemed to need all 52
she seemed to need him 102
she seemed to open her 47
she seemed to pass out 69
she seemed to reach out 101
she seemed to rise out 55
she seemed to shed her 48
she seemed to snap out 184
she seemed to speak for 52
she seemed to speak with 182
she seemed to take for 246
she seemed to take her 184
she seemed to take him 97
she seemed to take his 74
she seemed to take joy 47
she seemed to take them 42
she seemed to take this 75
she seemed to tell him 58
she seemed to think had 53
she seemed to think her 127
she seemed to think him 106
she seemed to think she 724
she seemed to think that 4450
she seemed to think they 141
she seemed to think this 140
she seemed to think was 249
she seemed to think you 136
she seemed to those who 61
she seemed to throw her 42
she seemed to throw off 111
she seemed to treat him 64
she seemed to turn her 74
she seemed to wait for 146
she seemed to walk with 75
she seemed to want and 52
she seemed to want him 302
she seemed to want was 138
she seemed to wish for 63
she seemed to wish her 87
she seized my hand and 335
she seized my hand with 45
she seized the lamp and 81
she sensed at once that 170
she sensed the fact that 63
she shared the bill with 71
she shared the flat with 48
she shared the news with 124
she shared the room with 111
she shares the view that 121
she shaved the other two 111
she should at least get 94
she should at least let 48
she should at least not 94
she should at least see 80
she should at least try 478
she should be able and 49
she should be able this 40
she should be angry with 395
she should be asking for 41
she should be asking him 62
she should be asking this 70
she should be back any 75
she should be calm and 50
she should be cast out 108
she should be cold and 50
she should be coming out 52
she should be dealing with 41
she should be dealt with 211
she should be duly won 49
she should be free and 93
she should be glad for 94
she should be glad she 119
she should be glad that 727
she should be held for 41
she should be here any 329
