sea again and swinging his 59
so light and free and 75
so light and free that 173
so light and soft that 103
so light that even with 43
so light that four men 96
so light that only one 44
so light that there was 153
so light that when you 45
so livid with rage that 61
so lofty and cold that 57
so loose and deep that 61
so loose and free that 43
so loose and open that 109
so loose that there was 52
so loved and gave thee 197
so makes all ready for 49
so maybe she will not 92
so maybe they were not 98
so maybe they will not 156
so maybe you have not 53
so maybe you will not 219
so meager that there was 42
so mingled with hope and 117
so mixed with other things 76
so monks who stay with 41
so moved his heart that 47
so moved that tears ran 42
so moved with pity for 147
so moved with pity that 112
so nearly that there was 50
so neatly that there was 62
so never was there any 42
so noble and just are 78
so novel that there was 45
so odious that even they 91
so odious that nothing can 532
so often and there are 54
so often did when she 139
so often did when they 55
so often does duty for 106
so often for food and 43
so often goes along with 112
so often put upon things 49
so often ran away with 48
so often set down for 76
so often that busy men 76
so often that even his 55
so often that fate has 53
so often that more than 40
so often that nothing but 54
so often that there are 160
so often that there can 116
so often that there was 587
so often that those who 66
so often that when she 45
so often that when they 77
so often that when you 43
so often with silk that 68
so often with those who 58
so often you will not 54
so order and make any 137
so order his life that 386
so others are made use 54
so people can come and 170
so people can find out 107
so people can find them 104
so people can find you 129
so people who were not 42
so plain and clear that 313
so plain that none can 110
so plain that nothing can 50
so plain that there can 116
so plain that there was 147
so plain that those who 92
so plain this time that 60
so please sit down and 64
so proud and fair did 56
so proud and rich that 65
so proud that there was 62
so proud you will not 45
so quick and deep that 89
so quick and eager that 40
so quick and hard that 77
so quick and keen they 59
so quick and ready with 42
so quick and sure that 70
so quick that there was 110
so quick that what was 50
so quick you will not 239
so quiet and calm and 50
so quiet and calm that 177
so quiet and clean and 53
so quiet and firm that 53
so quiet that there was 126
so quiet you will not 41
so rainy that there was 54
so raked her fore and 51
so rapid and great that 95
so rapid and true that 62
so rapid had been his 106
so rapid had been its 57
so rapid has been its 255
so rapid has been our 68
so rapid that more than 48
so rapid that there are 153
so rapid that there can 53
so rapid that there has 128
so rapid that there may 51
so rapid that there was 398
so rapid that those who 53
so rather than have him 48
so rather than wait for 100
so relax and have fun 43
so rigid all over that 71
so rigid that there was 44
so rough and fast and 62
so rough and hard that 90
so rough that there was 95
so round and firm and 49
so shall you find that 40
so shall you have him 144
so shalt thou keep him 44
so shalt thou know god 131
so shalt thou know that 43
so shape his life can 60
so sharp and clean and 59
so sharp and clear and 59
so sharp and clear that 299
so sharp and deep that 66
so sharp and fine that 66
so sharp and hard that 179
so sharp and loud that 106
so sharp that there was 97
so short and cool that 138
so short and fine that 199
so short and there are 54
so short and there was 64
so short and thick that 263
so short and wide that 53
so short that only one 196
so short that there are 122
so short that there was 542
so short that when she 102
so short that when they 81
so showing that there are 66
so sighs and tears and 133
so since his wife had 75
so since they were not 115
so small and cheap that 117
so small and clear and 41
so small and dark and 50
so small and dark that 116
so small and fast that 41
so small and fine that 204
so small and flat that 62
so small and hard that 58
so small and high that 89
so small and pale and 68
so small and poor that 179
so small and sick and 60
so small and slow that 148
so small and soft and 65
so small and soft that 211
so small and there are 105
so small and there was 75
so small and young that 125
so small that even with 247
so small that less than 67
so small that more than 269
so small that nothing but 82
so small that nothing can 94
so small that nothing was 43
so small that only his 42
so small that only one 2292
so small that only two 273
so small that only with 40
so small that their use 56
so small that there are 910
so small that there can 220
so small that there has 65
so small that there may 130
so small that there was 2486
so small that these two 42
so small that those who 140
so small that very few 143
so small that when one 139
so small that when she 132
so small that when they 190
so small that when you 113
so small they were not 108
so small they will not 75
so small you will not 94
so smoky and dull with 51
so smooth and clean that 109
so smooth and clear that 112
so smooth and cool and 48
so smooth and even that 180
so smooth and flat that 49
so smooth and hard that 373
so smooth and open that 47
so smooth and soft and 174
so smooth and soft that 88
so smooth that there was 125
so soapy had made his 107
so solid and dark that 54
so solid and heavy that 63
so solid that there was 44
so sorry for leaving you 48
so sorry for poor dear 58
so sorry for those who 86
so sorry for what had 62
so sorry for what has 92
so sorry for what she 94
so sorry for what they 41
so sorry for what you 201
so sorry you feel that 124
so sorry you have had 162
so sorry you have not 86
so sorry you were not 293
so sorry you will not 162
so space and time are 92
so steep and deep that 110
so steep and high that 654
so steep that there are 87
so steep that there was 374
so steep that those who 41
so steep that when you 80
so stiff and cold that 92
so stiff and deep that 125
so stiff and hard that 132
so stiff and heavy that 92
so stiff and lame that 76
so stiff and numb that 130
so stiff and sore and 61
so stiff and sore she 49
so stiff and sore that 1270
so stiff and your being 40
so stiff that there was 107
so stiff with cold and 103
so stiff with cold that 435
so stiff with gold and 54
so still and calm and 72
so still and calm that 231
so still and clear that 501
so still and cold and 51
so still and dark that 42
so still and deep was 60
so still and pale and 61
so still and slow that 42
so still that there was 118
so stout she will not 46
so strong and bold and 42
so strong and bold that 100
so strong and clear and 83
so strong and clear that 791
so strong and cold that 43
so strong and deep and 62
so strong and deep that 848
so strong and deep was 45
so strong and fine that 44
so strong and firm that 233
so strong and full that 89
so strong and good and 57
so strong and good that 51
so strong and great that 68
so strong and hard that 216
so strong and heavy that 213
so strong and high that 93
so strong and kind and 45
so strong and loud that 143
so strong and pure and 58
so strong and pure that 265
so strong and rich that 100
so strong and sure and 58
so strong and sure that 79
so strong and there was 45
so strong and thick that 304
so strong and true and 59
so strong and true that 202
so strong and warm that 46
so strong and well and 61
so strong and well that 257
so strong and wise and 95
so strong and wise that 65
so strong for thine own 59
so strong had been his 64
so strong has been his 49
so strong has been this 45
so strong his love for 93
so strong she runs out 64
so strong that even death 59
so strong that even for 139
so strong that even god 47
so strong that even her 56
so strong that even his 114
so strong that even now 273
so strong that even this 114
so strong that even with 126
so strong that many who 52
so strong that more than 171
so strong that none can 42
so strong that nothing but 216
so strong that nothing can 1177
so strong that nothing that 49
so strong that nothing was 96
so strong that only one 171
so strong that only two 50
so strong that their own 41
so strong that there are 411
so strong that there can 158
so strong that there has 71
so strong that there may 56
so strong that there was 1583
so strong that those who 411
so strong that very few 126
so strong that when his 77
so strong that when one 268
so strong that when she 172
so strong that when they 255
so strong that when you 97
so strong they will not 56
so strong you will not 50
so sunny and warm that 83
so sweet and clean and 145
so sweet and clean that 75
so sweet and clear and 67
so sweet and clear that 425
so sweet and deep and 55
so sweet and good and 156
so sweet and good that 287
so sweet and kind and 297
so sweet and kind that 190
so sweet and loving and 79
so sweet and loving that 135
so sweet and nice and 72
so sweet and pure and 175
so sweet and pure that 136
so sweet and soft and 122
so sweet and soft that 76
so sweet and true that 129
so sweet and warm and 64
so sweet her look that 50
so swift and deep that 79
so swift and heavy that 40
so swift and sure that 126
so swift that there was 137
so taken with their own 55
so teeming with life and 55
so tense that there was 56
so tight and hard that 98
so tight that nothing can 69
so tight that nothing was 68
so tight that there was 344
so tight that when she 52
so tight you will not 193
so tired and cold and 46
so tired and cold that 71
so tired and heavy that 88
so tired and sick that 147
so tired and sore that 191
so tired and there was 47
so tired and weary that 127
so tired and worn out 1878
so tired and worn that 178
so tired she felt she 50
so tired that there was 86
so tired that when she 77
so tired that when they 44
so tired with their long 41
so tired you will not 68
so tough and hard that 315
so tough and thick that 67
so toxic that their use 44
so train our mind that 66
so until they have had 61
so until this very day 119
so until you show that 360
so upset and angry that 137
so upset and angry with 56
so vague and hazy that 48
so vague that there was 47
so vivid and clear that 92
so vivid that even now 59
so vivid that these for 70
so vivid that when she 63
so vivid that when they 108
so weaken each other that 41
so white and clean and 106
so white and clean that 213
so white and clear that 68
so white and pure and 58
so white and pure that 93
so white and soft and 74
so whole and clean that 44
so would not have any 54
so would not have had 110
so would not make any 52
