sea bass with salt and 41
so heavy with fish that 57
so heavy with gold and 63
so heavy with gold that 175
so heavy with pain and 55
so heavy with salt that 146
so held and used for 44
so help you truth and 207
so here are some things 53
so here one pope and 53
so here too many things 54
so high and clear that 91
so high and cold that 231
so high and cool and 42
so high and deep that 141
so high and fast that 239
so high and fine and 65
so high and fine that 43
so high and hard that 41
so high and heavy that 61
so high and holy that 177
so high and loud that 41
so high and pure that 73
so high and rank that 45
so high and rare that 47
so high and there are 52
so high and there was 73
so high and thick that 916
so high and wide that 604
so high that even his 63
so high that even this 46
so high that even with 216
so high that from its 74
so high that less than 94
so high that more than 208
so high that none but 212
so high that none can 100
so high that nothing but 102
so high that nothing can 156
so high that nothing was 43
so high that only one 432
so high that only our 44
so high that only two 54
so high that pity can 46
so high that their use 94
so high that there are 536
so high that there can 126
so high that there may 47
so high that there was 1718
so high that those who 350
so high that very few 361
so high that when one 56
so high that when she 89
so high that when they 130
so high that when you 124
so high they will not 124
so high you will not 45
so hold any other real 58
so holy and pure that 152
so hope and pray that 118
so hope you will not 96
so huge and dark that 50
so huge and great that 42
so huge and heavy that 499
so huge that there are 43
so huge that there was 156
so hurt and angry and 70
so hurt and angry she 41
so hurt and angry that 354
so hurt and angry with 47
so into each other that 141
so just and good that 55
so just and true that 53
so just and wise that 45
so just sit back and 175
so just sit down and 63
so keen and cold that 51
so keen that there was 66
so kind and good and 410
so kind and good that 398
so kind and loving and 197
so kind and loving that 187
so kind and nice and 52
so knew that there was 48
so know not when they 57
so late that there had 42
so late that there was 752
so late that when she 42
so lazy they will not 75
so like and some for 43
so like each other and 167
so like each other that 1825
so like our poor dear 58
so like that last that 111
so live that when our 43
so lone and cold that 152
so longing and hoping for 77
so lose his love for 72
so lost and angry that 44
so loud and angry that 66
so loud and clear and 63
so loud and clear that 1968
so loud and deep that 96
so loud and fast that 119
so loud and hard that 283
so loud she woke and 42
so loud that there was 139
so love each other that 57
so love his work that 89
so loving and kind that 141
so lust doth play with 244
so made that there are 68
so made that those who 54
so make his peace with 41
so make you think ill 52
so many and great that 417
so many and great things 85
so many and such easy 49
so many and such far 139
so many and such ifs 58
so many and such long 816
so many and such men 108
so many and such new 44
so many and such odd 42
so many and such that 44
so many and their sum 40
so many are sick and 52
so many are there who 41
so many bad ones that 109
so many dead ends and 49
so many dip their meat 213
so many easy sets and 67
so many for their own 47
so many had been cut 42
so many had been her 142
so many had come out 43
so many had died and 61
so many had died for 69
so many had died that 187
so many had gone off 43
so many had gone out 118
so many hot heads and 71
so many ill ones that 52
so many long days and 109
so many long years ago 579
so many long years and 63
so many long years for 62
so many long years had 70
so many long years that 105
so many men during his 61
so many men from all 44
so many men from death 68
so many men from each 69
so many men from his 58
so many men have had 65
so many men here that 45
so many men like him 64
so many men like that 56
so many men like you 44
so many men live and 42
so many men were being 86
so many men were dying 74
so many men were going 41
so many men were ill 41
so many men were not 89
so many men were out 203
so many new ideas and 369
so many new ideas are 42
so many new ideas for 40
so many new ideas has 94
so many new ideas that 386
so many new laws that 44
so many new ones are 82
so many new ones that 260
so many new uses for 49
so many old ideas are 57
so many out there that 47
so many out there who 59
so many per cent per 52
so many that have not 45
so many that more than 40
so many that some had 79
so many that there are 123
so many that there was 531
so many that those who 67
so many that were dear 64
so many that when they 81
so many things done for 67
so many things from her 41
so many things from him 118
so many things from our 44
so many things from this 57
so many things from you 102
so many things have got 117
so many things here that 304
so many things here you 42
so many things left out 280
so many things like that 483
so many things like this 84
so many things other than 201
so many things said that 42
so many things there that 136
so many things well that 173
so many things were being 51
so many things were cut 44
so many things were going 276
so many things were new 57
so many things were not 106
so many things were then 44
so many things when one 40
so many things when she 45
so many things when you 84
so many things wrong and 205
so many things wrong that 237
so many things wrong with 1985
so many who feel that 41
so many who have had 164
so many who have not 184
so many who knew and 40
so many who knew him 170
so many who love you 40
so many who think they 79
so many who were dear 285
so many who were not 191
so many who will not 106
so many who will read 54
so many with food and 71
so maul and rake her 48
so meek and mild and 42
so meek and mild that 81
so meek and tame and 102
so mild and warm that 55
so mild that there are 47
so mild that there was 85
so miry and soft that 48
so more and more men 42
so more and more they 48
so more than ever now 152
so more than once and 66
so more than once with 40
so more than what you 54
so move our eyes that 44
so much all over that 41
so much all these things 40
so much and have had 51
so much and knew that 95
so much and know that 41
so much and made her 58
so much and miss you 53
so much and thank you 55
so much and there are 68
so much and there was 193
so much and told him 40
so much and want you 46
so much and when you 43
so much and whom they 44
so much and will not 52
so much and wish you 40
so much any more and 59
so much bad luck that 170
so much bad luck with 42
so much bad news that 130
so much being done for 74
so much being done with 59
so much being paid for 41
so much being said and 45
so much but there was 69
so much dead wood that 125
so much doth wont and 202
so much ease from all 171
so much fan mail that 171
so much for bringing her 82
so much for bringing him 46
so much for bringing them 48
so much for bringing this 66
so much for coming all 56
so much for coming and 92
so much for coming out 274
so much for coming with 105
so much for food and 115
so much for good and 46
so much for life and 41
so much for love and 55
so much for making this 97
so much for more than 51
so much for other things 49
so much for peace and 73
so much for saying that 296
so much for self and 46
so much for their own 3359
so much for their use 104
so much for these things 103
so much for those who 757
so much for what had 74
so much for what has 361
so much for what may 64
so much for what she 368
so much for what they 2639
so much for what was 331
so much for what you 802
so much for years and 46
so much for your dear 166
so much for your long 86
so much for your own 224
so much for your two 133
so much fun hanging out 40
so much fun having you 57
so much fun just being 67
so much fun when they 79
so much fun when you 240
so much had been cut 90
so much had been going 82
so much had come and 61
so much had told them 95
so much has been and 191
so much has been going 116
so much has been long 91
so much has been put 157
so much has been set 65
so much has been won 52
so much has come and 81
so much has come out 104
so much heat from its 40
so much heat when they 77
so much his life that 46
so much his love for 41
so much how busy you 48
so much how much you 45
so much ice cream and 42
so much ice cream that 114
so much ill will and 83
so much ill will that 160
so much joy into our 93
so much not only for 114
so much out there for 61
so much out there that 430
so much per acre for 110
so much per cent for 68
so much per cent per 124
so much per foot for 87
so much per foot run 95
so much per hour and 53
so much per hour for 194
so much per mile for 140
so much per month and 70
so much per month for 211
so much per month per 73
so much per skin for 42
so much per week and 51
so much per week for 254
so much red tape and 214
so much red tape that 725
so much run down and 48
so much she felt she 93
so much she knew she 49
so much she will not 76
so much that even her 80
so much that even his 215
so much that even now 135
so much that even our 41
so much that even this 53
so much that even with 81
so much that from that 116
so much that from then 85
so much that less than 55
so much that life has 50
so much that life was 52
so much that more and 47
so much that more than 156
so much that next day 128
so much that none can 42
so much that nothing but 177
so much that nothing can 152
so much that nothing was 76
so much that only one 203
so much that only two 104
so much that some are 47
so much that some men 47
so much that some one 98
so much that soon she 42
so much that their own 113
so much that there are 1331
so much that there can 214
so much that there had 105
so much that there has 163
so much that there may 114
so much that there was 3829
so much that these are 108
so much that these men 58
so much that these things 85
so much that these two 106
so much that those who 420
so much that very few 83
so much that vice had 56
so much that what they 76
so much that what was 84
so much that when her 121
so much that when his 170
so much that when one 133
so much that when she 816
so much that when they 873
so much that when you 321
so much that will not 66
so much they gave him 73
so much they have not 50
so much they were not 92
so much they will not 245
so much this last year 106
so much this past year 317
so much this week that 52
so much too good for 571
so much too great for 100
so much too hard for 61
so much too heavy for 75
so much too high for 132
so much too late for 42
so much too loud and 52
so much too many things 40
so much too much for 86
so much too much that 99
so much too nice for 47
so much too wide for 69
so much two years ago 147
so much was done for 332
so much was done that 40
so much was done with 87
so much was heard and 44
so much was left for 79
so much was left out 129
so much was paid for 47
so much was said and 283
so much was said pro 41
so much was said that 131
so much was wrong with 53
so much way upon her 49
so much with book and 76
so much with tears and 42
so much with tears that 133
so much with their own 186
so much with those who 174
so much with time and 60
so much with what had 56
so much with what has 49
so much with what man 42
so much with what they 136
so much with what was 92
so much with what you 91
so much you have not 161
so much you think you 65
so much you were not 44
so much you were with 90
so much you will not 411
so much zeal upon his 43
so must all those who 43
so must all true and 130
so nice and clean and 162
so nice and clean that 60
so nice and cool and 42
so nice and even this 43
so nice and kind and 135
so nice and kind that 46
so nice and warm and 191
so nice and warm that 129
so none but those who 96
so nothing was left but 164
so nothing was left for 167
so nothing was left him 65
so numb with cold that 300
so once you learn how 55
so only for their own 122
so only for those who 200
so only with those who 50
so open and free that 42
so open his eyes and 42
so over and over and 51
so pale and weary that 44
so pale and worn that 171
so pale and worn with 80
so pale that diana and 62
so pious and good that 48
so plan his work that 187
so poor and rude that 253
so poor and worn out 75
so poor and young and 58
so poor but what they 105
so poor that even with 44
so poor that more than 49
so poor that nothing can 55
so poor that only one 124
so poor that there are 100
so poor that there was 752
so poor that very few 57
so poor that when she 79
so poor that when they 115
so prim she will not 76
so pure and clean and 44
so pure and clean that 282
so pure and clear and 109
so pure and clear that 608
so pure and fine that 91
so pure and good and 58
so pure and good that 168
so pure and high and 52
so pure and holy and 65
so pure and holy that 638
so pure and soft that 61
so pure and true that 97
so pure that nothing can 56
so pure that there was 50
so rank and heavy that 40
so rare and fine that 59
so rare and great that 50
so rare that only one 656
so rare that only two 91
so rare that there are 293
so rare that there was 123
so rare that those who 61
so rare that very few 129
so rare that when one 196
so rare that when they 167
so ready and true with 87
so rent and torn that 55
so rich and deep and 99
so rich and deep that 430
so rich and fine that 70
so rich and full and 220
so rich and full that 509
so rich and great that 53
so rich and pure that 104
so rich and rare that 133
so rich and soft that 49
so rich and soft with 52
so rich and thick that 79
so rich and vast that 60
so rich and warm and 44
so rich and warm that 41
so rich that there are 56
so rich that there was 158
so rich with meaning that 83
so rich you will not 64
so rife that there was 41
so rife with life that 720
so ripe and ready for 55
so room was made for 50
so said his name was 50
so salt that even our 40
so salt that fish can 63
so save both time and 51
so save him from that 44
so send him home with 57
so sent her home with 123
so shut off from all 55
so shut off from her 59
so shut out from all 144
so sick and hurt was 88
so sick that matt was 90
so sick that there was 120
so sick with love that 68
so slow that more than 42
so slow that only two 62
so slow that there are 56
so slow that there was 238
so slow that when she 109
so snug and warm and 43
so snug and warm that 51
so soft and cool and 47
so soft and deep that 439
so soft and eager and 64
so soft and fine and 44
so soft and fine that 590
so soft and kind and 46
so soft and kind that 53
so soft and mild that 69
so soft and thick that 140
so soft and warm and 386
so soft and warm that 395
so soft that there was 53
so soon and miss any 48
so soon see poor tom 45
so soon that there was 63
so soon you jump off 176
so sore all over his 131
so sore and lame that 53
so sore that there was 105
so sure any more that 318
so sure his wife had 46
so sure she will not 74
so sure that nothing can 133
so sure that there are 159
so sure that there was 521
so sure that these are 54
so sure that those who 66
so sure that what she 56
so sure that what they 55
so sure that what you 111
so sure they have not 45
so sure they were going 195
so sure they were not 78
so sure they will not 202
so sure you have not 45
so sure you were going 129
so sure you were not 66
so sure you will not 173
so take earth made with 43
so tall and airy and 119
so tall and dark and 84
so tall and fair and 90
so tall and fair was 58
so tall and heavy that 211
so tall and slim and 74
so tall and slim that 58
so tall and thick that 590
so tall and wide that 59
so tall that there was 45
so tell them what you 55
so their use will not 40
so there are also two 416
so there are good and 277
so there are just two 135
so there are many men 396
so there are many new 43
so there are many that 162
so there are many things 877
so there are many who 731
so there are more and 132
so there are more than 331
so there are none who 314
so there are only six 109
so there are only two 1662
so there are other things 124
so there are some few 149
so there are some men 290
so there are some that 763
so there are some things 877
so there are some who 1036
so there are those who 2087
so there are very few 2036
so there has been this 46
so there was great joy 171
so there was hope for 173
so there was hope that 183
so there was just one 128
so there was less and 150
so there was less than 42
so there was more than 618
so there was need for 266
so there was none for 96
so there was nothing but 758
so there was nothing doing 127
so there was nothing for 12880
so there was nothing new 364
so there was nothing out 128
so there was nothing she 353
so there was nothing that 734
so there was nothing they 408
so there was only one 3235
so there was room for 1632
so there was time for 768
so these two came off 42
so thick and dark that 819
so thick and deep that 280
so thick and fast and 76
so thick and fast did 62
so thick and fast that 5384
so thick and fast they 231
so thick and fine that 99
so thick and firm that 209
so thick and hard that 774
so thick and hazy that 84
so thick and heavy and 107
so thick and heavy that 2152
so thick and heavy they 57
so thick and heavy with 69
so thick and high that 720
so thick and rank that 42
so thick and rich that 91
so thick and soft that 473
so thick and tall and 46
so thick and tall that 554
so thick and warm that 70
so thick and wide that 44
so thick that even with 44
so thick that nothing but 62
so thick that nothing can 68
so thick that nothing was 88
so thick that there are 64
so thick that there was 667
so thick that those who 57
so thick that three men 74
so thick that when they 91
so thick that when you 119
so thick with corn that 430
so thick with dirt that 244
so thick with dust and 154
so thick with dust that 732
so thick with fish that 113
so thick with mist and 40
so thick with sand that 41
so thick with snow that 235
so those that sent out 42
so those who have not 258
so those who knew him 138
so those who were going 41
so those who were not 278
so tiny that there are 45
so tiny that there was 156
so tiny that when she 40
so took his leave and 60
so true and clear that 45
so true and deep that 75
so true and good and 42
so true that nothing can 58
so true that there are 48
so true that there was 47
so true was more than 43
so ugly that when she 72
so ugly they make you 77
so used for more than 67
so vast and deep that 526
so vast and high that 45
so vast and rich and 56
so vast and rich that 171
so vast and there are 44
so vast that even its 42
so vast that more than 47
so vast that nothing can 72
so vast that there are 182
so vast that there can 50
so vast that there was 213
so very bad when you 48
so very far away and 373
so very far away now 171
so very far away that 909
so very far away was 43
so very far back that 86
so very far from all 151
so very far from any 83
so very far from being 655
so very far from her 165
so very far from him 40
so very far from his 208
so very far from its 45
so very far from new 85
so very far from one 98
so very far from our 160
so very far from that 262
so very far from them 41
so very far from this 170
so very far from you 67
so very long from now 49
so vile that will not 556
so warm and calm that 40
so warm and cozy and 49
so warm and cozy that 63
so warm and firm and 47
so warm and kind and 50
so warm and loving and 88
so warm and loving that 115
so warm and safe and 47
so warm and soft and 299
so warm and soft that 65
so warm that there was 182
so wash not only any 43
so weary and worn out 194
so well and there was 64
so well for making them 41
so well for more than 271
so well for those who 67
so well for years and 45
so well had only one 62
so well how rich that 291
so well lay bare his 51
so well off here that 43
so well set forth and 59
so well that even her 77
so well that even his 180
so well that even now 111
so well that even she 57
so well that from that 42
so well that from then 65
so well that last year 66
so well that many are 40
so well that more than 153
so well that nothing but 42
so well that nothing can 57
so well that nothing was 71
so well that only one 176
so well that only two 58
so well that some day 42
so well that some men 134
so well that there are 320
so well that there can 142
so well that there has 125
so well that there was 2101
so well that these things 54
so well that those who 232
so well that very few 76
so well that when her 42
so well that when his 159
so well that when one 157
so well that when she 319
so well that when they 356
so well that when you 148
so well they will not 57
so well this time that 79
so well with other things 64
so well with their own 241
so well with those who 44
so well with what has 44
so well with your own 75
so well you will not 81
so were all those who 243
so were her hand and 72
so were his wife and 146
so were new york and 82
so were they from one 51
so what she said was 59
so what was left for 119
so what was left was 107
so what was there for 245
so what was wrong with 534
so when his back was 46
so when his wife was 42
so when men have both 167
so when she came out 189
so when she heard that 214
so when she knew that 43
so when she made her 91
so when she said she 235
so when she said that 107
so when she told him 106
so when she went out 47
so when they came out 59
so when they come out 187
so when they feel that 125
so when they find that 112
so when they have had 53
so when they have not 45
so when they heard that 347
so when they knew that 103
so when they know that 155
so when they meet him 53
so when they only see 46
so when they went out 48
so when they were all 253
so when they were both 44
so when they were not 437
so when you come out 66
so when you find one 123
so when you have not 189
so when you have read 48
so when you know all 96
so when you know that 206
so when you learn that 48
so when you meet him 47
so when you said you 55
so when you take one 41
so when you think you 59
so when you were not 63
so wide and dark that 40
so wide and deep and 158
so wide and deep that 3202
so wide and flat that 97
so wide and heavy that 125
so wide and high that 260
so wide and open that 132
so wide and vast that 40
so wide that there are 116
so wide that there can 55
so wide that there was 374
so wild and loud that 69
so wild and wary that 60
so wild that there was 98
so wild with anger that 45
so wild with rage that 136
so wild with wind and 46
so will all those who 156
so will not give you 45
so will not have any 64
so will not keep them 63
so will not make any 75
so will they love thee 52
so will you come and 48
so will you when you 245
so wise and good and 222
so wise and good that 226
so wise and just that 205
so wise and kind and 68
so worn and torn that 74
so worn and weary with 76
so worn out from all 103
so worn that there was 54
so years ago there was 58
so young and eager and 45
so young and fair and 116
so young and soft and 42
so young any more and 76
so young that there has 48
so young that there was 109
so young you think you 48
so your dog will not 139
so your don juan has 67
so your head will not 82
so your mom will not 42
