sea almost with any wind 82
so marked that they have 162
so marked that they must 87
so marked that they were 201
so marred was his look 47
so mildly and with such 43
so minute that they have 163
so minute that they must 172
so minute that they need 50
so minute that they pass 98
so minute that they were 116
so minute that they will 58
so modest that they will 58
so narrow that its width 83
so narrow that not even 115
so narrow that not more 185
so narrow that not only 53
so narrow that one felt 40
so narrow that one must 139
so narrow that they have 122
so narrow that they look 70
so narrow that they must 168
so narrow that they only 50
so narrow that they seem 59
so narrow that they were 505
so narrow that they will 108
so narrow that two cars 162
so narrow that you have 127
so narrow that you must 44
so narrow that you will 44
so neither can any other 85
so neither can god live 60
so neither can they have 100
so neither can they make 49
so neither can they shew 42
so neither did they seem 42
so neither you nor your 147
so nicely and with such 69
so nimbly and with such 50
so nobody can see what 105
so obvious and has been 110
so obvious that not even 81
so obvious that not only 112
so obvious that one must 98
so obvious that one need 256
so obvious that they have 389
so obvious that they must 295
so obvious that they need 1090
so obvious that they seem 84
so obvious that they were 576
so obvious that they will 188
so obvious that you have 85
so obvious that you were 75
so obvious that you will 248
so openly and with such 127
so openly that they were 40
so ornery and low down 83
so piercing that she felt 43
so placed that his back 45
so placed that his eyes 60
so placed that its apex 44
so placed that its axis 156
so placed that its edge 63
so placed that its rays 52
so placed that its teeth 51
so placed that one side 92
so placed that she must 49
so placed that they form 156
so placed that they gave 162
so placed that they give 43
so placed that they have 136
so placed that they must 138
so placed that they pass 46
so placed that they seem 70
so placed that they were 196
so placed that they will 1021
so pleased that she gave 131
so pleased that she sent 67
so pleased that she told 43
so pleased that she took 73
so pleased that they gave 162
so pleased that they made 44
so pleased that they sent 43
so pleased that they were 66
so pleased that they will 64
so pleased that you came 122
so pleased that you have 465
so pleased that you like 328
so pleased that you think 42
so pleased that you were 169
so pleased that you will 76
so pleased with each other 247
so pleased with her silk 44
so pleased with her work 185
so pleased with his good 155
so pleased with his jest 53
so pleased with his plan 41
so pleased with his work 544
so pleased with how well 94
so pleased with our work 61
so pleased with this poor 43
so pleased with this work 55
so pleased you are here 113
so poorly that they have 82
so poorly that they must 48
so poorly that they were 198
so poorly that they will 57
so potent that they have 71
so potent that they were 61
so poured out his mind 46
so pressing that they have 60
so pressing that they must 44
so pressing that they were 61
so pretty and had such 40
so pretty that they were 58
so pretty with her hair 43
so prized that they were 48
so raised that they were 41
so rarely and with such 60
so rarely did they pass 45
so rarely that they have 69
so rarely that they must 48
so rarely that they were 88
so rashly hath let down 126
so readily and with such 216
so readily that they have 48
so readily that they were 51
so recent that her room 46
so recent that its full 48
so recent that they have 207
so recent that they were 94
so remain for all time 40
so remain for ten days 86
so remote and far away 99
so remote and far from 43
so remote are they from 161
so remote that its very 43
so remote that not even 177
so remote that she will 57
so remote that they have 293
so remote that they must 51
so remote that they seem 90
so remote that they were 177
so remote that you have 41
so repays him for what 48
so richly and with such 51
so rotten that they fell 59
so rotten that they were 109
so sacred and dear some 45
so sacred that not even 56
so sacred that they have 47
so sacred that they must 92
so sacred that they were 127
so sacred that they will 75
so savage that they have 63
so scanty that they were 68
so scarce and dear there 40
so scarce that they have 87
so scarce that they must 40
so scarce that they were 534
so scarce that they will 40
so scared that they were 66
so scared that they will 111
so secret but that some 43
so secret that not even 893
so secret that they were 377
so secure did they feel 60
so secure that not even 98
so secure that they were 40
so seldom and with such 49
so seldom that they were 84
so serious that for some 69
so serious that his life 84
so serious that not even 45
so serious that not only 115
so serious that they have 259
so serious that they must 137
so serious that they need 57
so serious that they were 307
so serious that they will 133
so serious that you have 102
so serious that you will 48
so severe that for some 78
so severe that her life 40
so severe that his health 69
so severe that his life 166
so severe that his wife 58
so severe that not even 99
so severe that not more 83
so severe that not only 265
so severe that she died 66
so severe that she felt 88
so severe that she must 41
so severe that they cast 55
so severe that they have 523
so severe that they made 57
so severe that they make 89
so severe that they must 152
so severe that they need 89
so severe that they seem 50
so severe that they were 860
so severe that they will 257
so severe that you have 70
so severe that you must 55
so severe that you need 51
so severe that you will 55
so shaken that they were 76
so shaped that they form 55
so shaped that they were 43
so shaped that they will 199
so shocking that they were 52
so should they not fail 51
so shrunk that his shoes 55
so silent that his wife 53
so simple and has been 56
so simple that its meaning 50
so simple that not even 42
so simple that they have 222
so simple that they must 490
so simple that they need 157
so simple that they seem 139
so simple that they were 230
so simple that they will 139
so simple that you will 356
so simply and with such 249
so slight that for most 91
so slight that not even 44
so slight that they have 304
so slight that they must 51
so slight that they need 121
so slight that they pass 60
so slight that they seem 55
so slight that they were 319
so slight that they will 154
so slight that you will 43
so slowly and with great 62
so slowly and with such 827
so slowly has its task 71
so slowly that she felt 50
so slowly that they have 229
so slowly that they lose 44
so slowly that they must 60
so slowly that they seem 127
so slowly that they were 321
so slowly that they will 152
so slowly that you have 131
so slowly that you will 104
so softly and with such 121
so softly that his lips 43
so softly that not even 98
so softly that they were 57
so sorely had she been 58
so sorely that they were 44
so spaced that they will 80
so special that they have 43
so special that they were 41
so special that you have 42
so stable that they have 52
so stable that they will 96
so strange and far away 97
so strange that not even 202
so strange that our mind 142
so strange that they have 70
so strange that they seem 65
so strange that they were 115
so strange that they will 43
so strange that you have 75
so strange that you will 42
so strict that not even 139
so strict that they were 51
so strict that they will 41
so striking that one must 113
so striking that they have 244
so striking that they must 98
so striking that they seem 73
so striking that they were 193
so striking that they will 45
so struck with this view 57
so stupid that they have 72
so stupid that they think 73
so stupid that they were 71
so stupid that they will 151
so stupid that you have 57
so stupid that you think 58
so stupid that you will 40
so subtle that not even 41
so subtle that they defy 80
so subtle that they have 149
so subtle that they were 108
so subtle that they will 73
so subtle that you will 50
so subtly and with such 85
so sudden for that time 69
so sudden that they were 82
so superb that they were 93
so surely and with such 40
so taught that they will 56
so tender that they must 95
so tender that they will 61
so thickly that they form 43
so thickly that they were 137
so touching was its young 48
so treated that they will 154
so trivial that they have 48
so trivial that they need 50
so trivial that they were 55
so unique that they have 98
so unique that they were 63
so unique that they will 49
so united that they form 62
so united that they will 48
so united with each other 153
so united with two other 45
so unjust had not been 46
so unless they are also 40
so unless they had been 66
so unless you are sure 59
so unlike any one else 285
so unlike her old self 59
so unlike his old self 48
so unlike that they have 40
so unlike that they seem 85
so unruly that they were 42
so unwary was that also 46
so urgent that they have 47
so urgent that they must 79
so urgent that they were 111
so urgent that they will 63
so urgent that you have 83
so urgent that you must 60
so urgent that you need 44
so urgent was this duty 71
so useful that they have 222
so useful that they must 47
so useful that they were 259
so useful that they will 62
so useful that you will 81
so valued that they were 52
so varied that all these 73
so varied that they defy 87
so varied that they have 78
so varied that they must 46
so varied that they seem 43
so varied that they were 45
so varied that they will 40
so various that they have 49
so various that they seem 50
so violent can now vent 98
so violent hot that there 129
so violent that for some 55
so violent that not only 142
so violent that they have 93
so violent that they made 61
so violent that they must 41
so violent that they were 383
so violent that they will 43
so wanton that they knew 50
so warmly and with such 99
so warmly that she woke 43
so warmly that they were 63
so wholly cut off from 89
so wicked that they have 44
so wicked that they must 45
so wicked that they were 79
so wicked that they will 53
so widely and for such 51
so widely and with such 194
so widely does this plan 53
so widely that they have 176
so widely that they lose 41
so widely that they were 72
so widely that they will 46
so wildly that she felt 48
so wisely and with such 99
so wished for had come 61
so wishes can not have 54
so worded that they will 58
so worked out that there 50
