saddle times 57 salary willing 43
simply allow 72 simply avoid 91
simply fancy 103 simply people 78
simply speaking 500 simply which 40
simply arguing 43 simply basic 68
simply black 173 simply blind 164
simply brain 45 simply breaking 155
simply brute 180 simply calling 347
simply casting 44 simply cause 78
simply change 107 simply changing 1188
simply civil 54 simply class 393
simply cleaning 59 simply clearing 176
simply closing 151 simply color 53
simply copying 403 simply creating 560
simply cutting 284 simply denying 53
simply digging 81 simply drawing 368
simply driving 166 simply editing 109
simply either 305 simply engaging 61
simply equal 74 simply ethics 67
simply facts 42 simply failing 73
simply false 54 simply feeding 149
simply feeling 630 simply filling 380
simply finding 4852 simply first 90
simply fitting 326 simply focus 68
simply force 122 simply forcing 82
simply forming 98 simply freeing 61
simply gaining 159 simply genes 40
simply getting 2178 simply greed 147
simply group 62 simply growing 131
simply growth 147 simply habit 457
simply handing 73 simply helping 197
simply hitting 40 simply holding 198
simply honor 69 simply hours 59
simply human 673 simply issuing 98
simply joining 101 simply judging 50
simply jumping 57 simply keeping 873
simply killing 109 simply knowing 1289
simply lacking 41 simply learning 2792
simply legal 234 simply letting 391
simply lifting 79 simply linking 47
simply listing 302 simply loading 159
simply local 236 simply logic 358
simply looking 990 simply mapping 64
simply marking 65 simply meeting 267
simply method 70 simply missing 58
simply money 1476 simply moral 143
simply names 43 simply needing 67
simply obeying 112 simply opening 377
simply packing 41 simply party 47
simply passing 235 simply people 250
simply picking 859 simply placing 454
simply playing 169 simply point 118
simply pouring 75 simply power 462
simply price 269 simply pride 191
simply proving 87 simply pulling 189
simply pushing 173 simply putting 1246
simply racial 93 simply raising 211
simply reaching 190 simply reacting 45
simply reason 63 simply right 164
simply rules 90 simply running 316
simply scale 534 simply scaling 141
simply seeking 129 simply seizing 53
simply selling 227 simply sending 218
simply serving 79 simply setting 720
simply sharing 106 simply sheer 118
simply short 46 simply showing 322
simply signing 63 simply sitting 212
simply skill 71 simply slicing 141
simply social 603 simply solving 128
simply sorting 89 simply sound 266
simply space 191 simply speaking 89
simply speed 165 simply state 176
simply stating 168 simply staying 110
simply storing 46 simply stringing 89
simply study 50 simply style 1070
simply summing 102 simply talking 147
simply tapping 53 simply taste 1738
simply teaching 436 simply telling 337
simply testing 207 simply thinking 229
simply throwing 171 simply total 40
simply tracing 107 simply trade 117
simply trading 42 simply treating 91
simply trust 68 simply turning 464
simply usage 97 simply varying 41
simply viewing 47 simply wages 62
simply waiting 1719 simply walking 172
simply wanting 206 simply where 240
simply which 552 simply white 49
simply whose 64 simply winning 211
simply women 119 simply words 432
simply working 804 simply writing 988
simply value 49 simply which 50
simply which 52 simply which 117
simply people 86 simply facts 93
simply social 55 simply heroes 45
simply facts 41 simply lines 63
simply notes 67 simply short 54
simply small 70 simply steps 94
simply still 128 simply words 66
simply which 87 simply which 106
simply ethics 41 simply rules 173
simply signs 154 simply which 49
singular could 386 sister times 73
sketch water 42 sleeping hours 120
sleeps hours 53 slipping times 50
slowly times 162 slowly times 185
smiled times 111 smiled though 53
smiled spite 108 smoked packs 53
smoked pipes 174 snatch hours 443
snatch sleep 47 snatch write 169
sobbed times 57 softly times 84
solely night 161 solely brute 49
solely finding 45 solely human 50
solely logic 51 solely money 123
solely moral 68 solely price 43
solely social 75 solely state 377
solely style 40 solely taste 88
solved times 83 solves linear 288
someone times 52 someone marry 104
someone spend 51 something times 161
something weeks 42 something times 133
something while 45 something aware 62
something proud 46 something badly 59
something badly 104 something avoid 187
something check 84 something share 168
something write 108 something avoid 49
sought action 51 sought build 65
sought egypt 65 sought italy 47
sought which 40 sounds though 255
sounds times 44 sounds bending 79
source small 43 speaker small 62
speech times 76 speech times 154
spending hours 2433 spending months 862
spending weeks 1099 spending hours 117
spending months 93 spending weeks 82
spending every 65 spending italy 42
spends hours 540 spends months 129
spends weeks 99 spends hours 56
spends pages 63 spends every 81
spoken times 149 spoken times 78
spoken times 286 square times 110
squaring finding 52 staged plays 210
staged raids 44 staged times 86
staged plays 76 staged raids 179
stages times 50 stairs times 95
standing hours 46 standing paces 93
standing steps 83 standing yards 215
standing front 589 stands finding 58
stands gaining 61 stands getting 361
stands winning 403 stands working 86
stands miles 57 stands front 118
stands george 64 stands queen 168
stared first 69 stared jones 78
starting study 78 starts waves 53
stated which 66 stated facts 97
stated times 821 states facts 45
states times 150 station hours 148
station miles 179 station times 98
station weeks 60 station black 76
station times 60 station large 48
station ought 62 stayed hours 709
stayed months 261 stayed weeks 466
stayed times 71 stirring times 168
stirring water 45 stolen items 49
stopping times 194 stopping apply 60
street hours 125 street miles 47
street times 228 street times 249
stress under 64 strict admit 59
strike blows 129 striking blows 51
struck times 43 struck people 51
struck times 327 struck blows 124
struck coins 42 studying cases 118
studying blood 73 studying cases 53
submit which 72 submit writing 324
suffer social 47 suffer cross 48
suffer first 95 suffer order 79
suffer total 49 suffer small 47
summon appear 167 supper times 66
supply value 52 supply small 103
surely which 44 survey people 42
survey which 253 swerve times 270
swimming times 49 swimming edges 120
switch times 141 system times 45
system times 137 system which 47
system which 1987 system social 101
