sac that acts as a 227
say she died of a 184
say she left in a 47
say she must be a 56
say she said in a 42
say she will be a 80
say that aids is a 101
say that anger is a 111
say that blue is a 47
say that even as a 189
say that even as i 61
say that even if a 572
say that even if i 439
say that even in a 245
say that evil is a 174
say that faith is a 362
say that fire is a 92
say that food is a 112
say that form is a 42
say that gold is a 130
say that golf is a 42
say that health is a 127
say that here is a 1275
say that hers is a 54
say that india is a 325
say that iron is a 42
say that john is a 212
say that just as a 752
say that just as i 141
say that lack of a 43
say that life as a 61
say that life in a 73
say that life is a 1380
say that living in a 67
say that love is a 739
say that mary is a 77
say that mass is a 46
say that meaning is a 81
say that milk is a 42
say that mind is a 269
say that mine is a 177
say that much as i 201
say that next to a 65
say that nothing is a 85
say that once in a 418
say that once on a 360
say that only by a 42
say that only in a 186
say that ours is a 643
say that pain is a 169
say that part of a 66
say that paul is a 49
say that peace is a 61
say that race is a 159
say that reading is a 189
say that smith is a 64
say that soul is a 77
say that such is a 48
say that there is a 71466
say that those of a 40
say that time is a 427
say that truth is a 289
say that wealth is a 134
say that what is a 189
say that when in a 40
say that will be a 78
say that wine is a 74
say that wood is a 56
say that work is a 127
say they gave me a 48
say they live in a 127
say they made me a 56
say they want in a 103
say they were in a 193
say they were of a 164
say they were on a 76
say they will do a 73
say this book is a 64
say this must be a 72
say this only as a 54
say this will be a 158
say thus much in a 44
say thus much on a 62
say too much if i 275
say too much in a 133
say too much to a 51
say was lost in a 95
say was made by a 101
say was said in a 176
say why there is a 50
say you gave me a 58
say you give me a 60
say you live in a 208
say you love me a 48
say you love me i 59
say you must be a 107
say you think it a 43
say you think me a 175
say you went to a 98
say you were at a 50
say you were in a 342
say you were on a 84
say you will be a 249
say you will do a 202
say you work at a 40
say you work in a 72
seal his fate as a 58
seal was kept in a 40
seal was used as a 77
seat and back in a 64
seat and back of a 158
seat and gave me a 205
seat and said in a 387
seat and took up a 134
seat and went to a 97
seat was held by a 172
seat was made of a 46
seat was next to a 128
sec that there is a 217
see all life as a 87
see and feel as a 103
see and feel as i 152
see and feel in a 202
see and feel is a 52
see and live in a 45
see and react to a 50
see and speak to a 70
see and talk to a 219
see and there is a 89
see and think in a 58
see and think of a 63
see and what do i 56
see any good in a 183
see any harm in a 325
see any hope of a 193
see any kind of a 244
see any need of a 81
see any part of a 152
see any side of a 42
see any sign of a 1490
see any sort of a 48
see are part of a 70
see are those of a 42
see both ends of a 51
see but half of a 80
see but once in a 81
see day care as a 140
see each other as a 375
see each other at a 527
see each other in a 1779
see each other on a 941
see each word as a 43
see her body as a 74
see her come to a 49
see her face as a 48
see her face as i 81
see her face in a 166
see her face on a 48
see her fall in a 43
see her grow up a 42
see her here in a 53
see her home in a 47
see her life as a 221
see her life in a 95
see her more as a 127
see her name in a 52
see her name on a 101
see her once in a 795
see her only as a 577
see her pick up a 70
see her role as a 79
see her work as a 169
see her work in a 40
see him acting as a 112
see him also as a 117
see him back in a 89
see him come to a 68
see him give me a 43
see him grow up a 57
see him here as a 85
see him here in a 131
see him just as a 60
see him just as i 294
see him laid on a 55
see him less as a 69
see him living in a 66
see him more as a 306
see him once at a 69
see him once in a 913
see him only as a 1002
see him only in a 68
see him pick up a 170
see him play in a 59
see him soon as i 40
see him take up a 108
see him there in a 139
see him true to a 93
see his book as a 63
see his dream of a 237
see his face as a 61
see his face as i 131
see his face if i 45
see his face in a 229
see his face on a 60
see his life as a 623
see his life in a 156
see his name in a 282
see his name on a 369
see his need of a 56
see his role as a 219
see his task as a 50
see his wife as a 239
see his wife in a 242
see his wife on a 57
see his work as a 661
see his work in a 151
see how good of a 71
see how many of a 46
see how much of a 2779
see how there is a 402
see its role as a 81
see man only as a 66
see new bark in a 49
see new cloth in a 49
see new york as a 275
see not only as a 40
see now some of a 43
see now there is a 78
see one half of a 42
see one hell of a 106
see one once in a 42
see one page at a 44
see one part of a 103
see one side at a 76
see one side of a 969
see one step at a 82
see one such in a 43
see one third of a 507
see one word at a 68
see one word of a 100
see our face in a 47
see our life as a 125
see our role as a 71
see our task as a 52
see our work as a 212
see out there is a 51
see she will be a 58
see that even as a 119
see that even at a 90
see that even if a 185
see that even if i 197
see that even in a 408
see that evil is a 101
see that faith is a 59
see that health is a 54
see that here is a 719
see that india is a 41
see that just as a 258
see that just as i 44
see that kind of a 166
see that life as a 64
see that life in a 46
see that life is a 423
see that living in a 65
see that look in a 59
see that love is a 135
see that much of a 233
see that must be a 45
see that once in a 72
see that only in a 97
see that ours is a 172
see that part of a 52
see that peace is a 49
see that reading is a 88
see that there be a 94
see that there is a 112482
see that time is a 87
see that truth is a 58
see that vice is a 66
see that what is a 121
see that will be a 67
see them also as a 48
see them also in a 46
see them come to a 81
see them give us a 57
see them here in a 82
see them just as i 52
see them living in a 84
see them more as a 137
see them once in a 472
see them only as a 309
see them only at a 41
see them only in a 178
see them there is a 125
see them used in a 55
see them work in a 61
see they were in a 206
see things done in a 128
see things just as i 106
see things only in a 93
see this also as a 71
see this book as a 994
see this case as a 104
see this even in a 76
see this fact as a 86
see this fact in a 47
see this film as a 74
see this giant of a 59
see this kind of a 100
see this less as a 54
see this life as a 124
see this line as a 42
see this more as a 176
see this move as a 150
see this only as a 221
see this plan as a 40
see this play as a 83
see this role as a 74
see this step as a 45
see this task as a 83
see this text as a 134
see this theory as a 40
see this time as a 95
see this truth in a 49
see this view as a 68
see this will be a 89
see this work as a 379
see this youth as a 66
see too much in a 65
see too much of a 256
see two acts of a 60
see two earths as a 69
see was part of a 57
see why there is a 913
see you acting in a 41
see you back in a 102
see you coming on a 58
see you even if i 95
see you feel as i 186
see you give it a 48
see you guys in a 192
see you here as a 59
see you here in a 135
see you here on a 72
see you just as i 56
see you left in a 106
see you live in a 61
see you living in a 60
see you more as a 137
see you must be a 41
see you once in a 634
see you only as a 209
see you soon as i 64
see you there in a 325
see you think me a 83
see you were in a 66
see you will be a 109
set all india in a 51
set and keen as a 96
set and there is a 390
set and used as a 115
set can also be a 41
set far back in a 503
set far back on a 297
set for ever in a 55
set for hearing on a 44
set for life in a 41
set for trial at a 137
set for trial on a 105
set her chin at a 203
set her chin in a 76
set her down as a 1488
set her down at a 136
set her down in a 1131
set her down on a 788
set her down to a 65
set her eyes on a 110
set her face as a 252
set her face in a 301
set her feet in a 49
set her feet on a 130
set her foot in a 128
set her foot on a 154
set her forth as a 69
set her free in a 44
set her hand to a 204
set her heart in a 159
set her heart on a 1462
set her life on a 90
set her lips in a 733
set her mind in a 43
set her mind on a 415
set her mind to a 122
set her mouth in a 1867
set her teeth in a 60
set her tray on a 48
set him down as a 10492
set him down as i 50
set him down at a 196
set him down by a 76
set him down in a 1072
set him down on a 604
set him down to a 190
set him forth as a 553
set him forth in a 102
set him free as a 67
set him free in a 110
set his back to a 111
set his dogs on a 54
set his eyes on a 468
set his face as a 820
set his face in a 411
set his face to a 43
set his feet in a 146
set his feet on a 310
set his foot in a 897
set his foot on a 745
set his hand on a 41
set his hand to a 1559
set his heart in a 168
set his heart on a 2722
set his life at a 80
set his life in a 53
set his life on a 173
set his lips in a 504
set his lips on a 53
set his love on a 57
set his mark on a 91
set his mark to a 162
set his mind in a 137
set his mind on a 897
set his mind to a 541
set his mouth in a 680
set his name to a 480
set his play in a 73
set his teeth in a 168
set his teeth on a 41
set his trap in a 112
set his work in a 130
set its face as a 59
set its feet on a 40
set its hand to a 44
set its heart on a 112
set its mark on a 55
set off early on a 67
set off home at a 221
set off only by a 82
set off safe in a 43
set one foot in a 48
set one foot on a 205
set our eyes on a 95
set our face as a 63
set our feet in a 138
set our feet on a 272
set our work on a 61
set out early in a 129
set out early on a 210
set out here as a 74
set out here in a 65
set out here is a 87
set that down as a 243
set that down to a 90
set that there is a 104
set them away in a 111
set them down as a 529
set them down as i 72
set them down at a 108
set them down by a 129
set them down in a 1164
set them down on a 640
set them down to a 308
set them forth as a 111
set them forth in a 731
set them free as a 124
set them free in a 163
set them more in a 40
set then there is a 57
set this down as a 709
set this down as i 85
set this down in a 61
set this down to a 80
set this fact in a 54
set this forth as a 53
set this forth by a 40
set this forth in a 83
set this girl as a 43
set this truth in a 55
set was kept in a 99
set was made by a 46
set was used as a 401
set was used in a 57
set you down as a 598
set you down in a 225
set you down on a 42
set you free in a 107
sex and love as a 44
sex and love in a 65
sex and love is a 52
sex and race in a 56
sex and there is a 70
sex being used as a 61
sex can also be a 114
sex may also be a 64
sex not only as a 73
sex was part of a 143
sex was seen as a 203
sex was used as a 155
she bit down on a 91
she can also be a 354
she can clear by a 57
she can come to a 181
she can give it a 78
she can give me a 278
she can give us a 239
she can have in a 45
she can lend me a 53
she can live as a 60
she can live in a 178
she can live on a 46
she can look at a 162
she can make in a 45
she can make it a 71
she can make me a 43
she can make up a 122
she can move in a 44
she can move to a 98
she can only be a 425
she can pass as a 68
she can pick up a 280
she can rely on a 71
she can rise to a 65
she can send me a 49
she can stay in a 49
she can take in a 66
she can take on a 83
she can take up a 59
she can talk in a 90
she can talk to a 78
she can tell at a 66
she can think of a 182
she can turn to a 88
she can whip up a 41
she can work as a 147
she can work in a 76
she can work on a 58
she did come in i 77
she did come to a 63
she did give me a 408
she did give us a 50
she did have on a 47
she did live in a 96
she did once in a 83
she did pick up a 77
she did seem in a 68
she did send me a 64
she did tell me a 79
she did tell me i 74
she did well as a 44
she did well on a 40
she did work as a 45
she did work in a 50
she does give us a 41
she does have is a 96
she does live in a 86
she does once in a 45
she does there is a 54
she get hold of a 44
she goes away to a 50
she goes back to a 74
she goes over to a 72
she got down to a 138
she got hold of a 761
she got lost in a 133
she got more of a 44
she got wind of a 69
she got work as a 100
she had been an a 43
she had been as a 3547
she had been at a 1617
she had been by a 129
she had been in a 13296
she had been of a 572
she had been on a 3336
she had been to a 2720
she had been up a 66
she had clung to a 122
she had come as a 1095
she had come at a 142
she had come by a 77
she had come in a 312
she had come of a 147
she had come on a 645
she had come to a 4861
she had cost me a 82
she had dealt me a 53
she had died as a 300
she had died at a 65
she had died in a 653
she had died of a 1317
she had died on a 47
she had done as a 1620
she had done as i 120
she had done at a 98
she had done in a 569
she had done it a 319
she had done me a 222
she had done me i 61
she had done of a 56
she had done on a 303
she had done so a 138
she had done so i 165
she had done to a 123
she had eaten as a 76
she had eaten at a 74
she had eaten in a 71
she had even as a 43
she had even in a 84
she had faith in a 48
she had felt as a 1315
she had felt at a 53
she had felt in a 533
she had felt it a 106
she had fled in a 51
she had fled to a 95
she had four of a 40
she had gave us a 124
she had gone as a 459
she had gone in a 298
she had gone on a 1886
she had gone to a 4914
she had gone up a 49
she had heard as a 830
she had heard at a 164
she had heard in a 425
she had heard it a 138
she had heard of a 1399
she had heard on a 116
she had held as a 107
she had held up a 88
she had hold of a 77
she had kept as a 186
she had kept at a 66
she had kept in a 228
she had kept it a 167
she had kept up a 533
she had kind of a 126
she had laid by a 45
she had laid in a 152
she had laid on a 146
she had laid up a 41
she had lain in a 272
she had lain on a 102
she had left as a 417
she had left at a 151
she had left in a 654
she had left it a 198
she had left me a 330
she had left me i 167
she had left of a 53
she had left on a 454
she had left us a 56
she had lent to a 54
she had less of a 102
she had lost as a 265
she had lost by a 80
she had lost in a 204
she had lost to a 66
she had made as a 667
she had made at a 125
she had made in a 466
she had made it a 1447
she had made me a 315
she had made of a 357
she had made on a 198
she had made to a 299
she had made up a 555
she had meant as a 43
she had more of a 594
she had much of a 345
she had need of a 285
she had once in a 49
she had paid me a 57
she had paid to a 57
she had part of a 44
she had polio as a 79
she had said as a 123
she had said as i 48
she had said in a 941
she had said it a 113
she had said on a 45
she had said to a 256
she had seen as a 1000
she had seen at a 502
she had seen in a 3325
she had seen it a 274
she had seen me i 49
she had seen of a 153
she had seen on a 605
she had seen to a 59
she had sent as a 77
she had sent in a 57
she had sent me a 576
she had sent to a 173
she had sent us a 48
she had sold to a 63
she had sort of a 109
she had sunk in a 67
she had sunk on a 127
she had sunk to a 88
she had tied in a 142
she had tied to a 94
she had told me a 358
she had told me i 333
she had torn up a 44
she had used as a 1133
she had used in a 119
she had used on a 45
she had used up a 62
she had worn as a 786
she had worn at a 176
she had worn in a 103
she had worn on a 121
she had worn to a 138
she has been as a 249
she has been at a 242
she has been in a 2168
she has been of a 100
she has been on a 489
she has been to a 389
she has been up a 110
she has come as a 60
she has come to a 775
she has died in a 48
she has died of a 74
she has done as a 120
she has done in a 255
she has done is a 133
she has done me a 130
she has done us a 45
she has gone on a 254
she has gone to a 638
she has hair of a 148
she has heard in a 51
she has heard of a 157
she has kept as a 47
she has kept in a 113
she has kept up a 81
she has laid in a 61
she has lain in a 50
she has left as a 44
she has left in a 74
she has left is a 112
she has left me a 105
she has left us a 314
she has less of a 71
she has lost as a 93
she has made as a 138
she has made in a 92
she has made it a 482
she has made me a 215
she has made of a 92
she has made to a 66
she has made up a 65
she has made us a 44
she has more of a 230
she has much of a 126
she has need of a 150
she has said in a 85
she has seen as a 52
she has seen in a 328
she has seen on a 63
she has sent me a 409
she has sent us a 61
she has sunk to a 44
she has told me a 331
she has told me i 82
she has used as a 97
she hath been as a 46
she hath done to a 61
she hid away in a 45
she hung fire on a 130
she lay back in a 168
she lay back on a 66
she lay down in a 297
she lay down on a 577
she lay sick of a 65
she lay there in a 295
she let fall in a 60
she may also be a 524
she may come to a 76
she may even be a 222
she may find it a 53
she may give me a 55
she may give us a 43
she may have as a 107
she may have in a 79
she may have to a 57
she may just be a 53
she may live in a 111
she may move to a 69
she may only be a 67
she may pick up a 64
she may rely on a 53
she may speak in a 40
she may take on a 67
she may think it a 89
she may toil as a 83
she may turn to a 88
she may well be a 324
she may work as a 50
she may work in a 78
she not been in a 126
she not join to a 81
she not only is a 59
she now lies in a 51
she now said in a 46
she now sees as a 92
she now used as a 47
she put away in a 72
she put down on a 77
she put down to a 49
she put into it a 49
she put some in a 63
she ran away in a 91
she ran away to a 160
she ran foul of a 66
she ran free in a 76
she ran over to a 69
she read part of a 43
she sat back in a 133
she sat down at a 1084
she sat down by a 239
she sat down in a 4119
she sat down on a 8169
she sat down to a 619
she sat lost in a 43
she sat next to a 360
she sat there in a 307
she sat there on a 154
she saw hair or a 50
she saw life as a 84
she saw part of a 59
she set down in a 69
she set down on a 139
she set eyes on a 42
she set fire to a 189
she set foot in a 92
she set foot on a 71
she set forth in a 67
she set forth on a 130
she that much of a 50
she that told me i 50
she that will be a 69
she then gave me a 60
she then said in a 112
she then took up a 46
she then went to a 70
she too much of a 69
she too must be a 84
she too will be a 180
she was able in a 188
she was acting as a 876
she was acting in a 552
she was acting on a 54
she was aiming at a 108
she was also in a 437
she was also of a 120
she was also on a 65
she was angry as a 47
she was angry at a 43
she was asking if i 150
she was asking in a 70
she was asking me a 116
she was away at a 163
she was away on a 625
she was back in a 675
she was back on a 133
she was back to a 69
she was bathing in a 237
she was bent on a 141
she was best in a 63
she was born as a 279
she was born at a 161
she was born in a 2153
she was born of a 632
she was born on a 680
she was born to a 500
she was bred in a 131
she was bred to a 74
she was bringing in a 115
she was bringing me a 78
she was bringing up a 121
she was busy as a 85
she was busy on a 56
she was calm in a 87
she was cast as a 453
she was cast in a 399
she was clad in a 1262
she was clean as a 84
she was clinging to a 264
she was cold as a 60
she was come of a 84
she was come to a 59
she was coming as a 46
she was coming in a 208
she was coming on a 105
she was coming to a 473
she was cool as a 75
she was crying in a 66
she was cute as a 117
she was deep in a 309
she was dining at a 40
she was dining in a 53
she was down in a 81
she was down to a 242
she was dozing in a 47
she was dumb as a 65
she was earning as a 72
she was eaten by a 117
she was ending as a 43
she was even as a 52
she was even in a 151
she was ever in a 180
she was ever of a 51
she was fair as a 68
she was firm as a 46
she was flat as a 72
she was flying in a 51
she was flying on a 50
she was fond of a 219
she was free as a 88
she was free in a 47
she was free of a 51
she was free or a 41
she was full of a 594
she was gazing at a 228
she was giving in a 55
she was giving it a 95
she was giving me a 1175
she was giving to a 86
she was giving up a 220
she was giving us a 124
she was glad in a 73
she was glad of a 420
she was gone in a 568
she was gone on a 121
she was gone to a 128
she was good at a 42
she was great as a 53
she was half of a 47
she was hanging by a 46
she was heard at a 62
she was heard by a 62
she was heard in a 54
she was heir to a 99
she was held as a 333
she was held by a 207
she was held in a 350
she was held to a 65
she was here as a 203
she was here in a 92
she was here on a 271
she was here so i 47
she was hiding in a 179
she was high as a 63
she was high on a 44
she was home on a 74
she was hurt by a 85
she was hurt in a 65
she was just as i 95
she was just in a 420
she was just on a 61
she was kept as a 218
she was kept at a 235
she was kept by a 133
she was kept in a 1000
she was kept on a 101
she was kind of a 533
she was laid in a 305
she was laid on a 319
she was laying in a 73
she was laying on a 62
she was leading by a 47
she was leaning on a 191
she was leaving in a 227
she was leaving on a 189
she was left as a 114
she was left at a 44
she was left in a 719
she was left on a 58
she was left to a 79
she was less of a 383
she was like as a 548
she was limp as a 62
she was living as a 447
she was living at a 247
she was living in a 6589
she was living on a 504
she was lost by a 77
she was lost in a 2067
she was lost on a 129
she was lost to a 46
she was made of a 110
she was making as a 169
she was making in a 134
she was making it a 57
she was making me a 94
she was making up a 298
she was more of a 2800
she was moving at a 159
she was moving in a 425
she was moving to a 290
she was much of a 227
she was next to a 53
she was nothing of a 95
she was once at a 53
she was once in a 126
she was only in a 428
she was only on a 188
she was open to a 140
she was paid as a 42
she was paid on a 61
she was pale as a 210
she was part of a 4978
she was paying me a 103
she was poor as a 57
she was posing as a 139
she was prey to a 67
she was reading at a 88
she was reading in a 132
she was reading on a 60
she was reading to a 40
she was ready in a 55
she was riding as a 173
she was riding at a 50
she was riding in a 752
she was riding on a 341
she was rude to a 51
she was safe in a 172
she was saying as i 191
she was saying in a 793
she was saying to a 190
she was seen as a 1377
she was seen at a 159
she was seen by a 1417
she was seen in a 483
she was seen on a 58
she was sent as a 678
she was sent by a 101
she was sent in a 47
she was sent on a 417
she was sent to a 5884
she was sewing on a 76
she was shot by a 292
she was shut in a 91
she was sick as a 231
she was sick in a 63
she was sick of a 166
she was slim as a 53
she was sold as a 622
she was sold at a 108
she was sold to a 1552
she was soon in a 472
she was soon on a 45
she was sort of a 434
she was stung by a 229
she was stung to a 77
she was sued by a 43
she was sunk as a 71
she was sunk by a 797
she was sunk in a 248
she was sure of a 485
she was swinging on a 64
she was taking as a 67
she was taking in a 96
she was taking on a 207
she was taking to a 72
she was taking up a 114
she was tall as a 42
she was taut as a 42
she was there as a 615
she was there if i 67
she was there in a 246
she was there on a 208
she was tied by a 43
she was tied in a 51
she was tied to a 1008
she was told as a 133
she was told by a 1438
she was told in a 269
she was told of a 267
she was torn by a 60
she was trying on a 294
she was ugly as a 48
she was used as a 1501
she was used to a 665
she was waking to a 41
she was warm as a 87
she was wary of a 43
she was wearing as a 113
she was wearing in a 71
she was wearing on a 114
she was wearing to a 41
she was weary of a 54
she was well in a 46
she was wife to a 81
she was wooed by a 117
she was worn to a 117
she who gave me a 54
she won fame as a 60
she yet felt it a 57
shy and wild as a 51
sin and evil in a 92
sin and need of a 69
sin and rise to a 166
sin and rising to a 50
sin and there is a 94
sin can only be a 44
singing was part of a 45
sin not only as a 42
sit and gaze at a 56
sit and look at a 1130
sit and rest in a 45
sit and rest on a 59
sit and talk in a 289
sit and talk on a 52
sit and talk to a 289
sit and think in a 55
sit and vote as a 771
sit and vote in a 76
sit and wait in a 154
sit and wait on a 69
sit and work at a 135
sit and work in a 74
sit for days at a 73
sit for days in a 51
sit her down in a 55
sit her down on a 79
sit him down at a 63
sit him down in a 125
sit him down on a 77
sit out there in a 44
sit them down at a 46
sit them down in a 123
sit thou here in a 98
sit you down at a 48
sit you down in a 58
sit you down on a 43
six men work in a 42
six per cent as a 51
six per cent in a 84
six per cent is a 90
six per cent of a 224
six per cent on a 196
six per cent to a 46
sky all over in a 48
sky and land in a 43
sky and said in a 69
sky and there is a 75
sky for days at a 78
sky one sees on a 41
sky was blue as a 197
sky was clear as a 161
sky was dark as a 41
sky was fading to a 54
sky was full of a 148
sky was rent by a 80
sky was taking on a 168
son and heir as a 75
son and heir by a 68
son and heir in a 138
son and heir is a 72
son and heir of a 2643
son and heir to a 622
son and said in a 81
son and there is a 65
song and there is a 40
song was part of a 138
song was used as a 133
song was used in a 41
son had been in a 263
son had been on a 69
son had come to a 46
son had died as a 170
son had died in a 493
son had died of a 194
son had gone on a 71
son had gone to a 206
son has been in a 113
son has told me a 63
son not only of a 47
son sat down in a 60
son was away on a 53
son was born as a 40
son was born at a 53
son was born in a 315
son was born of a 171
son was born on a 96
son was born to a 687
son was living in a 70
son was more of a 68
son was part of a 85
son was sent as a 66
son was sent to a 323
son was sold as a 60
son who died as a 147
son who died at a 40
son who died in a 179
son who died of a 52
son who will be a 393
sue each other in a 66
sue for peace by a 65
sue for peace in a 104
sum was paid as a 41
sum was paid by a 64
sum was paid to a 89
sum was part of a 122
sun and moon as a 118
sun and moon by a 67
sun and moon in a 317
sun and moon is a 166
sun and moon of a 47
sun and moon on a 103
sun and rain by a 430
sun and rain in a 42
sun and rain on a 60
sun and rain to a 44
sun and there is a 103
sun and think of a 48
sun and used as a 44
sun and wind by a 88
sun and wind in a 56
sun and wind to a 94
sun beat down in a 116
sun beat down on a 424
sun can also be a 40
sun for days at a 129
sun goes down in a 417
sun goes down on a 67
sun going down in a 201
sun going down on a 71
sun going forth as a 44
sun had been up a 265
sun had come up a 45
sun had sunk in a 81
sun has been up a 43
sun was high in a 381
sun was lost in a 57
sun was rising as i 110
sun was rising in a 345
sun was rising on a 142
sun was seen as a 64
sun was used as a 57
sun was well up i 51
swing his arms in a 195
swing his foot in a 43
