safer sex with their partners 84
sitting with his legs straight 50
sixty men and three officers 48
skill that had been acquired 91
skill that has been acquired 127
skill that has been attained 42
skill that they have acquired 61
skill they may have acquired 51
slave and not your mistress 43
slave that was most valuable 73
slave who had been arrested 45
slave who had been captured 188
slave who had been promised 68
sleep and too much caffeine 121
sleep for two days straight 51
sleep she had been conscious 76
sleep that you will remember 40
sleep was not less rigorous 109
slept for two days straight 204
sloop that had been captured 50
slums and its vast stagnant 51
small and for many purposes 61
small and for most purposes 83
small and not very abundant 48
small and not very distinct 125
small and not very numerous 150
small and not very powerful 133
small and not very valuable 40
small and too much absorbed 68
small box and some articles 40
small fee for their services 256
small head and tiny resolute 62
small man with thick calluses 82
small one and fell strangely 45
small seal for your republic 77
small sum for their services 60
small that for many purposes 43
small that for most purposes 154
small that they were scarcely 59
small things than other children 51
smile and her eyes sparkled 172
smile and his eyes sparkled 48
smile and his eyes twinkled 153
smile was not very convincing 43
smoking and death from coronary 46
smote her for gazing curiously 117
sober and yet more forcible 81
soils that are only slightly 47
soils that are well supplied 211
soils with low clay contents 49
solve this and other problems 235
solving this and other problems 64
sorry for all your troubles 47
sorry her too nice delicacy 68
sorry that his duty required 40
sorry that you have mistaken 42
sorry that you have suffered 117
souls are far more pregnant 40
souls had not been awakened 54
souls that are more detached 68
souls that they have murdered 44
sound that has been recorded 92
sound that was half laughter 97
space and one time dimension 233
space and with less materials 45
space has not been provided 64
space has not been reserved 56
space may not have relations 45
space than has been allotted 117
space that had been allotted 56
space that had been designed 42
space that had been occupied 271
space that had been reserved 91
space that has been allotted 57
space that has been designed 46
space that has been occupied 51
space that has been provided 48
space that has been reserved 68
space that was once occupied 73
spare them and their families 60
speed and with great accuracy 117
spend and for what purposes 54
spent and for what purposes 157
spies who had been arrested 73
spies who had been captured 51
spoke with far more interest 195
spoke with his teeth clenched 54
sponge that has been squeezed 51
spread far and wide wherever 45
spread out for some distance 78
spread out its dark branches 90
spread out with their approach 40
springs near them were polluted 84
staff and with other patients 70
staff had not been involved 47
staff has not been increased 47
staff who had been assigned 48
staff who had been employed 107
staff who had been involved 487
stage has not been observed 134
stage has not been reported 49
stage she had been indebted 87
stage that has been attained 42
staging head and neck squamous 56
stale air and rank moisture 42
stamp act had been proposed 44
stamp them with their approval 137
stand for any more nonsense 63
stand for any such nonsense 40
stand out and call attention 54
stand out and draw attention 147
stand out for their potential 43
stand out with great clearness 333
stand with his arms extended 73
stand with one foot slightly 187
stand you and your daughter 124
stars and all other celestial 115
stars leap out when twilight 293
start and run your business 208
start bit has been detected 63
start out with great enthusiasm 117
state and for such purposes 49
state does not give immunity 207
state does not have adequate 82
state does not have authority 45
state does not have complete 51
state does not have specific 50
state fit for their functions 132
state had not been exceeded 50
state has not been achieved 146
state has not been attained 74
state has not been observed 181
state has not been reported 74
state heat and mass transfer 85
state law and made possible 603
state may aid these religious 126
state that had only recently 46
state that has been achieved 115
state that has been attacked 78
state that has been attained 69
state that they have complied 44
state that they have examined 102
state that they have observed 506
state that they have obtained 278
state that they have received 504
state that they were entirely 139
state that they were prepared 128
state that they will continue 159
state that you have received 153
stating that they have examined 76
stating that they have received 124
stating that they were desirous 57
stating that they were informed 50
stating that they were intended 63
stating that they were prepared 299
stating that this case presents 46
stating that you have received 74
steel pen has been employed 51
steel that has been hardened 150
steel that has been quenched 82
steel that has been tempered 48
steps that you must complete 143
stick and with their knuckles 44
still are and will continue 54
still can not walk properly 43
still did not feel entirely 156
still did not have adequate 134
still did not have complete 104
still did not look directly 105
still did not look entirely 43
still did not seem entirely 45
still did not seem inclined 42
still did not seem possible 274
still did not work properly 78
still does not have adequate 71
still does not seem possible 221
still does not work properly 298
still ebb and flow brightly 52
still had not been accepted 82
still had not been achieved 110
still had not been admitted 43
still had not been answered 129
still had not been approved 175
still had not been arrested 44
still had not been assigned 86
still had not been formally 69
still had not been informed 128
still had not been invented 55
still had not been prepared 70
still had not been properly 83
still had not been provided 44
still had not been ratified 86
still had not been received 112
still had not been repaired 156
still had not been replaced 106
still had not been resolved 456
still had not been restored 95
still had not been returned 130
still had one more surprise 50
still had too many questions 42
still had two other divisions 45
still has not been accepted 70
still has not been achieved 296
still has not been answered 310
still has not been approved 96
still has not been entirely 97
still has not been formally 41
still has not been overcome 47
still has not been possible 85
still has not been properly 83
still has not been ratified 57
still has not been received 72
still has not been repaired 70
still has not been replaced 55
still has not been resolved 568
still has not been returned 45
still read with great interest 70
still they are very powerful 71
still was not much affected 47
still was not paying attention 82
still with one foot advanced 49
stock and all other property 107
stock and for other purposes 51
stock may not only continue 296
stock that had been acquired 116
stock that had been intended 54
stock that has been assigned 76
stock that has been included 44
stone and you will scarcely 57
stone that had been polished 119
stone that had been quarried 77
stone that had been rejected 41
stone was being left unturned 53
stood out for fair treatment 41
stood with her arms extended 46
stood with her back straight 75
stood with her eyes downcast 154
stood with her face upturned 130
stood with her feet slightly 51
stood with her legs slightly 88
stood with his arms extended 126
stood with his arms upraised 62
stood with his back straight 111
stood with his eyes fastened 76
stood with his face partially 200
stood with his feet slightly 157
stood with his hand extended 63
stood with his legs slightly 193
stood with his mouth slightly 53
stood with one foot advanced 174
stood with one hand extended 52
stool and sat down opposite 53
store for her were tempered 50
story for new york magazine 43
story has not been recorded 44
story has not been verified 48
story has now been sketched 42
story that has been narrated 72
story that they were secretly 43
story that you have recently 105
story was but half finished 49
story was far from complete 44
story was not well received 49
stove and set some beefsteak 135
stray too far from accepted 103
stream has thus been poisoned 40
stream ran with great rapidity 45
stream that had been diverted 50
strings are set into vibration 112
strong and bid your children 45
strong and too well defended 42
strong for any mere argument 57
strong that they were prepared 53
strung out for some distance 71
stuck out her chin defiantly 79
stuck out his chin cheerily 66
study and put into practice 229
study and yet more reverent 64
study did not find evidence 209
study did not have adequate 41
study had two main purposes 46
study has not been confined 58
study has not been designed 50
study has not been extended 52
study has not been followed 63
study has not been included 51
study has not been possible 49
study has not been reported 180
study has now been extended 144
study has two main purposes 68
study has yet been reported 153
study than has been accorded 91
study than has been possible 173
study than they have received 595
study that had been prepared 66
study that has been bestowed 51
study that has been designed 113
study that has been reported 118
style does not call attention 61
style has not much elevation 41
style that had been invented 46
style that has been compared 77
style was not well received 48
sugar than any other ingredient 116
suite that had been occupied 50
suite that had been prepared 40
suite that had been reserved 91
sully all that have accession 55
supping with our late landlord 169
sweep them with some rapidity 53
sweet and her love absolute 53
sweet wit and good invention 245
swept them off into hopeless 45
sword for you from personal 45
sword was for ever ravished 52
swore that all other religions 43
swore that they were innocent 43
swore that this vile montague 74
