sang hymns and praises to 54
she could not explain the 762
she could not explain to 1837
she could not express in 342
she could not express it 418
she could not express the 132
she could not express to 97
she could not extract it 51
she could not extract the 43
she could not foresee in 65
she could not foresee the 382
she could not forgive in 77
she could not forgive it 62
she could not forgive me 337
she could not forgive or 62
she could not forgive the 484
she could not forsake the 61
she could not fulfill the 147
she could not function as 220
she could not function at 62
she could not function in 88
she could not gratify it 52
she could not herself be 130
she could not imagine an 95
she could not imagine at 53
she could not imagine he 231
she could not imagine in 82
she could not imagine it 861
she could not imagine me 81
she could not imagine my 70
she could not imagine the 1269
she could not improve it 49
she could not improve on 65
she could not indulge in 417
she could not inflame or 48
she could not inherit the 120
she could not intrude on 43
she could not justify it 130
she could not justify the 113
she could not justify to 46
she could not legally be 103
she could not legally do 48
she could not mistake it 122
she could not mistake my 62
she could not mistake the 664
she could not neglect the 45
she could not observe the 66
she could not operate the 76
she could not outlive it 73
she could not outlive the 85
she could not partake of 139
she could not perform as 57
she could not perform at 73
she could not perform in 71
she could not perform the 431
she could not persist in 96
she could not pervert the 51
she could not picture it 193
she could not picture the 195
she could not picture to 43
she could not predict the 140
she could not prepare the 74
she could not presume to 240
she could not pretend he 40
she could not pretend it 122
she could not pretend the 47
she could not pretend to 1269
she could not prevail on 1219
she could not prevent an 71
she could not prevent it 596
she could not prevent me 45
she could not prevent the 2043
she could not proceed in 47
she could not proceed on 233
she could not proceed to 175
she could not procure it 48
she could not procure the 119
she could not produce an 82
she could not produce at 65
she could not produce it 128
she could not produce on 56
she could not produce the 360
she could not promise me 77
she could not promise to 304
she could not propose to 63
she could not protect me 98
she could not protect the 102
she could not provide an 52
she could not provide it 89
she could not provide the 243
she could not publish the 41
she could not qualify as 43
she could not question the 71
she could not receive it 70
she could not receive me 158
she could not receive the 352
she could not receive us 44
she could not recover in 58
she could not recover it 201
she could not recover the 184
she could not reflect on 167
she could not rejoice in 105
she could not relieve it 43
she could not relieve the 189
she could not replace it 44
she could not replace the 141
she could not repress an 160
she could not repress the 492
she could not resolve on 99
she could not resolve the 126
she could not resolve to 591
she could not respond as 92
she could not respond in 64
she could not respond to 898
she could not restore the 74
she could not restore to 41
she could not reverse the 65
she could not satisfy me 66
she could not satisfy the 159
she could not silence the 97
she could not squelch the 52
she could not stomach it 90
she could not stomach the 267
she could not succeed as 48
she could not succeed at 70
she could not succeed in 1493
she could not succeed to 82
she could not succumb to 104
she could not support it 113
she could not support the 581
she could not support us 45
she could not suppose it 138
she could not suppose the 68
she could not survive as 47
she could not survive if 50
she could not survive in 208
she could not survive it 158
she could not survive on 150
she could not survive the 709
she could not survive to 104
she could not suspect the 45
she could not sustain an 42
she could not sustain it 163
she could not sustain so 96
she could not sustain the 475
she could not swallow it 445
she could not swallow or 43
she could not swallow the 282
she could not undergo the 92
she could not unravel the 126
she could not venture on 73
she could not venture to 1520
she could not victual by 84
she could not withdraw it 169
she could not withdraw the 75
she could not withhold it 42
she could not withhold the 56
she could not witness the 78
she could now believe the 44
she could put herself in 188
she could put together the 43
she could read between the 285
she could rid herself of 905
she could say goodbye to 267
she could see against the 52
she could see between the 269
she could see everything as 41
she could see everything in 85
she could see flashes of 103
she could see herself as 966
she could see herself at 94
she could see herself in 1091
she could see herself on 55
she could see outside the 57
she could see patches of 139
she could see plainly the 111
she could see several of 53
she could see shadows of 69
she could set herself to 41
she could set herself up 48
she could use against me 42
she could use against the 60
she cried and carried on 213
she cried and laughed at 45
she cried and refused to 58
she cried out against it 57
she cried out against the 186
she cries out against the 104
she dared not attempt to 237
she dared not believe it 130
she dared not confess it 41
she dared not confess to 67
she dared not confide in 84
she dared not confide to 73
she dared not enlarge on 76
she dared not explain the 135
she dared not express to 78
she dared not indulge in 99
she dared not indulge it 76
she dared not venture to 167
she dared not withdraw the 48
she drank two glasses of 117
she drove her husband to 128
she durst not venture to 212
she earned for herself the 82
she feels her husband is 138
she feels her partner is 49
she feels that everything is 43
she filed for divorce in 170
she filed for divorce on 88
she finds her account in 47
she finds her husband in 90
she finds her pleasure in 106
she finds them wandering to 59
she finds too painful an 214
she first saw herself in 47
she fixed her thoughts on 45
she found each article at 40
she found for herself in 90
she found her account in 97
she found her husband at 50
she found her husband in 398
she found her husband on 76
she found her husband so 92
she found her husband to 62
she found her parents in 48
she found her pleasure in 50
she found him drowned in 53
she found she enjoyed it 47
she found she enjoyed the 88
she found that although the 84
she found that several of 85
she found too painful to 42
she found was preparing to 43
she gazed with delight on 44
she gives her consent to 173
she gives her husband the 46
she gives thee occasion to 68
she gives this account of 126
she hated him because he 256
she hated him because of 67
she hates him because he 67
she helps her husband in 66
she helps her husband to 40
she holds them nakedly in 72
she holds them unworthy of 68
she joins her husband in 164
she keeps her promise to 73
she keeps her thoughts to 46
she knows for certain is 77
she knows her husband is 194
she knows her parents in 86
she knows that everything is 40
she leaned for support on 89
she leaned her forehead on 123
she leaves her husband in 49
she leaves her husband to 110
she leaves him because he 49
she liked all disgust to 55
she liked and admired the 48
she liked and decided to 40
she liked and trusted the 43
she liked being married to 56
she liked him because he 394
she liked its lowness of 94
she likes him because he 109
she lived and studied in 55
she loses all control of 48
she loses her ability to 219
she loses her husband to 49
she loved and admired so 45
she loved and admired the 41
she loved and trusted the 77
she loved her husband as 143
she loved her husband in 50
she loved her husband or 76
she loved her husband so 353
she loved her husband the 45
she loved her husband to 110
she loved him because he 401
she loved him because of 77
she loves her husband or 55
she loves her husband so 52
she loves him according to 49
she loves him because he 150
she loves him because of 43
she makes any attempt to 82
she makes her decision to 95
she makes him promise to 89
she makes them friends of 78
she makes with respect to 50
she meets and marries the 46
she might bring herself to 264
she might bring herself up 56
she might lean herself on 153
she might let herself go 53
she might not approve of 192
she might not believe it 67
she might not believe me 83
she might not consent to 77
she might not disturb the 195
she might not herself be 144
she might not receive the 70
she might not succeed in 99
she might not survive it 60
she might not survive the 356
she might not witness the 182
she might now venture to 44
she might put forward as 205
she might rid herself of 112
she might see herself as 120
she might set herself to 43
she might yet succeed in 62
she moved and existed as 73
she moved off towards the 52
she needs her husband to 58
she never can conquer the 74
she never did believe in 40
she never did succeed in 83
she never had occasion to 247
she never let herself be 133
she never put anybody to 46
she never put herself in 40
she never saw bookish or 94
she never saw herself as 351
she never was allowed to 221
she never was married to 80
she notes that although the 48
she often did between an 42
she often had occasion to 141
she really did believe in 131
she really did believe it 61
she really had nowhere to 44
she really let herself go 113
she really was beginning to 100
she really was capable of 49
she risks being accused of 42
she sends her husband to 54
she sends her princes to 40
she shall not falsify or 218
she shall not survive me 157
she shall not triumph in 48
she shook him roughly by 49
she shows her ability to 72
she slaps him heartily on 42
she speaks out against the 63
she speaks with pleasure of 118
she spent her summers as 120
she spent her summers at 137
she spent her summers in 175
she spent her summers on 106
she spent her winters in 79
she spoke out against the 359
she spoke she glanced at 166
she spoke she pointed to 208
she spoke she removed the 72
she spoke she started to 41
she spoke she twirled in 98
she spoke with delight of 42
she still had moments of 79
she still saw herself as 390
she stood and brushed the 60
she stood and crossed the 111
she stood and crossed to 92
she stood and started to 76
she stood and watched as 278
she stood and watched it 55
she stood and watched me 59
she stood and watched the 411
she stood for election to 77
she stood out against the 151
she stood out because of 48
she takes for granted as 111
she takes for granted the 102
she takes her pleasure in 72
she takes her position in 47
she tells her husband of 96
she tells her husband to 85
she tells her secrets in 53
she thinks can conduce to 48
she thinks her husband is 250
she thinks that justice is 78
she thinks that perhaps he 40
she treats her friends to 57
she treats her husband as 88
she tried her hardest to 221
she turns for comfort to 61
she turns her thoughts to 87
she typed and retyped the 65
she urged her friends to 78
she urged her husband to 901
she urges her husband to 187
she vexed and pricked it 128
she vexed her friends by 71
she waged war against the 59
she wants her friends to 63
she wants her husband to 535
she wants her parents to 91
she wants her partner to 52
she would act according to 62
she would ask herself if 92
she would ask herself in 45
she would bring herself to 125
she would bring matters to 65
she would but consent to 149
she would cry herself to 235
she would die because of 65
she would fling herself at 84
she would fling herself on 122
she would get between me 64
she would get dressed up 51
she would get married in 44
she would get married to 77
she would get nowhere by 53
she would get started on 105
she would lean against the 113
she would lean forward to 63
she would let herself be 674
she would let herself go 186
she would let herself in 64
she would not abandon it 68
she would not abandon the 402
she would not approve it 41
she would not approve of 1001
she would not attempt it 60
she would not attempt the 46
she would not attempt to 1118
she would not attract the 55
she would not because it 52
she would not because of 43
she would not believe he 127
she would not believe in 661
she would not believe it 2352
she would not believe me 2025
she would not believe the 322
she would not believe us 83
she would not comment on 123
she would not confess it 369
she would not confess the 62
she would not confess to 304
she would not confide in 510
she would not confide to 85
she would not confirm the 63
she would not conform to 132
she would not consent to 4841
she would not contest the 103
she would not deceive me 41
she would not deprive the 43
she would not descend to 54
she would not deserve to 55
she would not despair of 53
she would not despise me 59
she would not destroy the 47
she would not discuss it 330
she would not discuss the 308
she would not disdain to 41
she would not dislike it 46
she would not dismiss the 46
she would not dispose of 46
she would not disturb me 77
she would not disturb the 585
she would not divulge the 120
she would not divulge to 63
she would not endanger the 44
she would not enforce the 48
she would not exactly be 60
she would not exchange it 77
she would not exchange the 61
she would not exclude the 48
she would not explain it 89
she would not flatter me 115
she would not forgive me 295
she would not forgive the 56
she would not forsake the 51
she would not gratify if 51
she would not herself be 83
she would not indulge in 366
she would not inflame the 61
she would not intrude on 78
she would not neglect the 47
she would not neglect to 45
she would not observe the 43
she would not outlive the 89
she would not partake of 70
she would not perform the 111
she would not persist in 139
she would not possess the 50
she would not presume to 319
she would not pretend to 221
she would not prevent the 62
she would not proceed in 48
she would not proceed to 52
she would not produce the 41
she would not promise to 361
she would not qualify as 74
she would not question it 69
she would not question the 94
she would not receive an 99
she would not receive it 242
she would not receive me 115
she would not receive my 144
she would not receive the 627
she would not require it 41
she would not require the 78
she would not respond to 694
she would not restore the 60
she would not scruple to 312
she would not succeed in 273
she would not succumb to 402
she would not support the 122
she would not survive if 72
she would not survive in 53
she would not survive it 234
she would not survive the 1298
she would not survive to 66
she would not swallow it 57
she would not trouble me 44
she would not trouble the 61
she would not trouble to 139
she would not unclasp the 66
she would not undergo the 90
she would not venture on 176
she would not venture to 700
she would not welcome it 55
she would not welcome the 76
she would not willingly be 158
she would not worship the 62
she would now consent to 56
she would put herself at 63
she would put herself in 358
she would put herself on 67
she would put herself to 94
she would rid herself of 233
she would say goodbye to 141
she would seat herself at 204
she would seat herself in 82
she would seat herself on 119
she would see herself as 332
she would see herself in 221
she would set herself to 186
she would set herself up 54
she would sit listening to 54
she would sit outside the 64
she would sit quietly at 40
she would sit quietly in 106
she would sit quietly on 53
she would then proceed to 130
she wrote and rewrote the 67
she wrote and starred in 142
she wrote her account of 88
she wrote her husband in 117
she wrote her letters to 207
she wrote her memoirs in 84
she wrote him letters to 45
she wrote long letters to 292
she wrote this account of 60
she wrote two letters to 111
she wrote two volumes of 45
singing hymns and listening to 126
singing hymns and praises to 46
sit erect and support the 51
sit quiet and pretend to 43
sit smoking and gossiping by 52
sit still and observe the 45
sit still and reserve my 60
sit under any preacher at 44
sit while you prepare the 72
six birds that appeared to 46
six books are devoted to 45
six homes and knocked on 42
six hours are devoted to 50
six lines are devoted to 171
six miles with liberty to 42
six months ago arrives at 46
six months ago because he 48
six months ago because of 45
six months and decided to 55
six months and ordered to 43
six months and subject to 41
six months are allowed to 44
six months are devoted to 63
six months are subject to 66
six months for payment of 43
six months had elapsed he 51
six months had elapsed the 56
six months she brought me 40
six months was allowed to 95
six months was granted to 48
six months with respect to 76
six pages are devoted to 396
six seamen who belonged to 47
six weeks are devoted to 55
sky which was beginning to 41
son after her arrival as 56
son could bring himself to 98
son could long possess in 122
son could not succeed to 77
son could not venture to 109
song learning and behavior in 50
song which was popular in 97
song which was written by 62
son henry was married to 57
son would not succeed to 59
soy sauce and vinegar in 43
sun began its descent in 53
sun moves with respect to 93
sun rises and observe the 66
sun shining and surface as 47
sun which was beginning to 167
