sea till she was mended 61
so longing for any little 64
so loud she was afraid 68
so loud that his master 75
so loud that she almost 44
so loud that she should 89
so loud that she thought 119
so loud that they almost 52
so loud that they reached 128
so loud that they seemed 97
so loud you can hardly 46
so loving that she wished 53
so made all its pieces 40
so made for one another 105
so made that they prefer 69
so made that they should 56
so many bad things happen 282
so many big and little 65
so many dear and tender 55
so many dear and valued 59
so many fit and proper 78
so many for each stanza 53
so many gay and lesbian 133
so many kings and nations 55
so many kings and queens 168
so many long and anxious 80
so many long and tedious 52
so many men and cities 77
so many men and events 41
so many men and horses 784
so many men and nations 45
so many men are afraid 109
so many men are needed 72
so many men being called 51
so many men being killed 53
so many men had already 133
so many men had fallen 104
so many men had fought 41
so many new and curious 90
so many new and exciting 185
so many new and strange 239
so many new and striking 46
so many new and varied 63
so many old new england 43
so many that one simply 114
so many that they almost 100
so many that they always 54
so many that they became 103
so many that they become 105
so many that they exceed 47
so many that they filled 199
so many that they formed 88
so many that they looked 63
so many that they seemed 111
so many things and almost 40
so many things and places 111
so many things any farther 154
so many things are changed 56
so many things are needed 42
so many things can happen 367
so many things going through 140
so many things had changed 274
so many things may happen 167
so many things she needed 210
so many things she should 68
so many things she wanted 1439
so many things she wished 66
so many things that affect 67
so many things that happen 290
so many things that needed 327
so many things that nobody 57
so many things that remind 63
so many things that seemed 147
so many things that should 197
so many things that simply 49
so many things they needed 100
so many things they wanted 122
so many things you should 52
so many things you wanted 65
so many who are anxious 62
so many who are called 50
so many who had fallen 43
so mild that they escape 63
so more than one person 147
so much age and wisdom 192
so much and had become 53
so much and had bought 87
so much and has become 54
so much and she wanted 48
so much and was always 79
so much are they afraid 52
so much art and genius 59
so much art and spirit 85
so much awe and horror 181
so much death and disease 45
so much death and misery 121
so much did his prayer 44
so much did not depend 42
so much did she shrink 65
so much did she suffer 47
so much did they admire 40
so much did they desire 53
so much did this figure 72
so much does its future 53
so much earth and stones 52
so much ease and safety 125
so much ease and spirit 164
so much eating and drinking 411
so much fear and hatred 86
so much fear and terror 60
so much for any direct 104
so much for any special 42
so much for each person 94
so much for her already 183
so much for her brother 63
so much for her family 98
so much for her person 150
so much for her safety 40
so much for her sister 53
so much for him already 116
so much for him before 58
so much for him without 40
so much for his actual 47
so much for his brother 97
so much for his career 51
so much for his clothes 49
so much for his family 248
so much for his fellow 241
so much for his friend 49
so much for his future 55
so much for his genius 41
so much for his lodgings 41
so much for his master 45
so much for his native 56
so much for his sister 87
so much for his visits 49
so much for its actual 95
so much for its direct 68
so much for its effect 183
so much for its height 51
so much for one another 295
so much for one person 49
so much for one sister 49
so much for our family 80
so much for our infant 57
so much for that branch 50
so much for that little 95
so much for that matter 75
so much for this canton 41
so much for this copper 90
so much for this little 175
so much for this person 50
so much for you already 83
so much fun that before 50
so much fun this summer 41
so much had her gentle 46
so much had her nerves 79
so much had his friend 76
so much had this singular 61
so much heat and energy 52
so much heat and passion 101
so much heat and uproar 54
so much heat was raised 46
so much his own creation 110
so much his own master 250
so much hoeing and threshing 77
so much hot air unless 47
so much joy and sorrow 148
so much neat and polite 89
so much new and exciting 49
so much new and useful 49
so much say his lesson 53
so much she can hardly 43
so much she had wanted 50
so much she was afraid 164
so much she was unable 58
so much sin and misery 179
so much sin and sorrow 90
so much that any further 42
so much that both became 42
so much that can happen 73
so much that had seemed 70
so much that has already 58
so much that has become 48
so much that has passed 51
so much that her family 53
so much that his brother 44
so much that his family 87
so much that his little 134
so much that man should 67
so much that not enough 61
so much that one person 93
so much that one should 162
so much that she agreed 88
so much that she almost 544
so much that she always 145
so much that she barely 56
so much that she became 859
so much that she begged 77
so much that she begins 41
so much that she bought 167
so much that she called 163
so much that she changed 46
so much that she choked 44
so much that she forgot 325
so much that she gasped 40
so much that she hardly 138
so much that she jerked 40
so much that she jumped 128
so much that she killed 70
so much that she learned 43
so much that she looked 347
so much that she minded 51
so much that she missed 53
so much that she needed 213
so much that she opened 48
so much that she passed 41
so much that she prayed 68
so much that she pulled 47
so much that she seemed 197
so much that she should 200
so much that she simply 42
so much that she sought 63
so much that she stayed 189
so much that she talked 68
so much that she thought 584
so much that she turned 266
so much that she walked 67
so much that she wanted 1396
so much that she wished 347
so much that she wishes 44
so much that they agreed 123
so much that they almost 391
so much that they always 186
so much that they became 990
so much that they become 1351
so much that they begged 130
so much that they bought 149
so much that they called 289
so much that they caused 46
so much that they changed 47
so much that they choose 68
so much that they created 80
so much that they decide 106
so much that they desire 87
so much that they failed 107
so much that they forget 246
so much that they forgot 534
so much that they formed 75
so much that they fought 56
so much that they hardly 218
so much that they ignore 50
so much that they inform 55
so much that they killed 92
so much that they lacked 74
so much that they learned 46
so much that they looked 174
so much that they missed 44
so much that they needed 173
so much that they occupy 42
so much that they passed 64
so much that they placed 40
so much that they played 45
so much that they prefer 177
so much that they raised 43
so much that they rarely 82
so much that they reached 40
so much that they refuse 222
so much that they regard 50
so much that they remain 42
so much that they render 40
so much that they return 63
so much that they seemed 229
so much that they seldom 91
so much that they should 543
so much that they showed 44
so much that they signed 41
so much that they simply 151
so much that they sought 159
so much that they stayed 215
so much that they talked 61
so much that they thought 394
so much that they turned 134
so much that they wanted 1046
so much that they wished 164
so much that they worked 42
so much that was already 47
so much that was amiable 48
so much that was beyond 53
so much that was bright 70
so much that was charming 53
so much that was common 70
so much that was curious 43
so much that was exciting 70
so much that was hidden 67
so much that was lovely 52
so much that was merely 74
so much that was pretty 232
so much that was sacred 49
so much that was simple 75
so much that was strange 341
so much that was tragic 46
so much that was unjust 61
so much that was useful 106
so much that you almost 51
so much that you become 273
so much that you decide 127
so much that you forget 243
so much that you forgot 63
so much that you hardly 57
so much that you refuse 84
so much that you should 421
so much that you simply 68
so much that you thought 83
so much that you wanted 184
so much that you wonder 68
so much they can hardly 63
so much was she amazed 56
so much was she pleased 57
so much was she struck 47
so much why they should 60
so much wit and spirit 55
so much wit and wisdom 86
so much with his income 76
so much with one another 264
so much with that fiddling 42
so much you can barely 40
so much you can hardly 90
so much you had better 46
so much zeal and energy 254
so much zeal and talent 43
so much zeal and wisdom 42
so must all his powers 44
so pale she was almost 47
so pale that she looked 181
so pale that she thought 84
so pale that they looked 55
so pale that they seemed 185
so poor but are richer 60
so poor that his clothes 53
so poor that his family 71
so poor that they barely 51
so poor that they depend 57
so poor that they hardly 56
so poor that they lacked 45
so poor that they needed 82
so poor that they should 145
so poor was that mighty 76
so rare that one should 60
so rare that they almost 41
so rare that they hardly 48
so rare that they should 149
so ready with his advice 122
so rich they can afford 59
so sick that she thought 52
so sick that they thought 57
so soft that they seemed 53
so soon and that another 51
so sure that she wanted 145
so sure that they killed 57
so sure that they should 57
so sure that they wanted 69
so sure that you should 58
so tall that she reaches 47
so tall that she seemed 63
so tall that they almost 47
so tall that they looked 41
so tall that they seemed 141
so tame that they almost 48
so their and our fathers 47
so there are any number 94
so there are not enough 442
so there are two levels 46
so there are two methods 100
so there was but little 438
so there was not always 135
so there was not anyone 248
so there was not enough 1122
so there was yet another 42
so thick that they almost 209
so thick that they formed 126
so thick that they looked 140
so thick that they seemed 195
so thick you can almost 81
so thick you can barely 84
so thick you can hardly 165
so think fit and direct 45
so those who are engaged 53
so those who can afford 81
so tiny that they barely 88
so tiny that they looked 40
so tiny that they seemed 120
so tiny you can hardly 72
so used they are called 107
so vast for all future 49
so vast was its extent 84
so very easy and obvious 182
so very easy and simple 41
so very long now before 44
so very odd and strange 48
so vied with one another 63
so warm and she fitted 45
so well all its strength 67
so well and had served 52
so well did her memory 63
so well did she manage 76
so well did they acquit 46
so well did you reckon 43
so well fed and clothed 294
so well for his brother 45
so well for his family 61
so well for his friend 42
so well for his singular 73
so well that her opinion 51
so well that his master 129
so well that his oldest 91
so well that his teacher 51
so well that one covets 49
so well that she almost 115
so well that she always 43
so well that she became 233
so well that she hardly 44
so well that she seemed 124
so well that she should 55
so well that she stayed 52
so well that she thought 108
so well that she wanted 94
so well that they almost 159
so well that they always 112
so well that they became 494
so well that they become 491
so well that they bought 65
so well that they called 53
so well that they forget 105
so well that they forgot 40
so well that they hardly 68
so well that they killed 87
so well that they looked 59
so well that they needed 50
so well that they rarely 60
so well that they remain 56
so well that they seemed 115
so well that they seldom 53
so well that they should 130
so well that they stayed 124
so well that they thought 87
so well that they wanted 142
so well that you almost 55
so well that you forget 66
so well that you should 67
so well with one another 391
so well with that always 54
so what are you afraid 162
so what are you worrying 147
so what can one expect 123
so what can you expect 1188
so what did she expect 118
so what did you expect 249
so when his old friend 42
so when she was younger 58
so when they are placed 44
so when you see something 50
so wide that they almost 62
so wide that they looked 91
so wide that they seemed 187
so worn out with watching 43
so young and yet already 44
so young that she hardly 60
so young that she seemed 46
so young that they looked 44
