fan hand 393 fan hand 349
fear what 1505 fear when 59
fear good 43 fear upon 99
fear ever 66 fed from 40
fed when 52 fed lips 50
fed grow 62 fed asking 66
fed like 42 fed saying 81
few time 95 few have 48
few have 120 few beings 104
few have 90 few were 44
few deny 44 few have 272
few have 76 few were 62
few have 44 few were 62
few have 132 few were 106
few along 50 few teeth 47
few poems 103 few were 132
few poems 78 few were 87
few came 73 few were 128
few have 124 few were 124
few have 40 few poems 56
few were 48 few have 42
few were 49 few have 674
few were 448 few were 58
few have 119 few were 45
few have 329 few know 90
few were 252 few ever 101
few were 51 few have 41
few ever 61 few have 84
few away 42 few into 97
few come 67 few even 258
few ever 230 few find 164
few give 163 few have 1409
few hold 45 few hope 98
few live 43 few make 150
few meet 49 few pass 70
few reach 86 few speak 479
few swim 85 few take 125
few tell 78 few think 103
few their 387 few more 49
few there 89 few even 135
few have 620 few away 41
few into 42 few land 55
few their 49 few along 45
few well 47 few knew 57
few know 101 few want 43
few were 60 few here 45
few have 90 few live 272
few from 42 few less 55
few more 66 few have 320
few seem 68 few were 85
few will 66 few care 122
few come 183 few dare 80
few deny 64 few even 140
few ever 693 few fail 43
few feel 73 few find 66
few give 57 few have 2989
few know 106 few like 126
few live 93 few make 136
few reach 60 few take 168
few think 59 few want 90
few wish 54 few have 64
few were 73 few were 76
few have 47 few have 65
fit like 50 fit into 54
fit else 231 fit other 47
fit into 40 fit upon 115
fix time 159 fix clear 137
fix some 62 fix what 196
fix such 90 fix early 40
fix upon 200 fly time 41
fly flag 226 fly upon 48
for must 62 for base 101
for there 154 for will 62
for will 69 for sees 40
for rink 138 for these 165
for time 142 for gone 56
for home 41 for like 60
for like 821 for living 45
for next 89 for been 99
for there 102 for there 146
for have 49 for there 152
for when 61 for time 1413
for coming 142 for there 419
for there 58 for there 71
for there 40 for there 105
for there 60 for such 88
for there 135 for there 465
for there 40 for there 59
for there 173 for laws 95
for many 49 for will 46
for only 42 for came 88
for come 118 for feel 41
for have 100 for know 186
for tell 89 for some 40
for much 42 for been 65
for life 60 for been 159
for laid 85 for means 98
for nothing 50 for some 88
for there 42 for what 76
for work 57 for made 73
for away 109 for much 47
for fond 92 for into 59
for used 68 for very 237
for many 173 for from 41
for many 104 for nothing 109
for what 124 for among 105
for here 40 for many 89
for some 51 for there 232
for lost 55 for been 5103
for come 107 for done 309
for even 233 for felt 412
for gone 67 for heard 1555
for held 115 for left 258
for lost 150 for made 249
for once 119 for paid 66
for said 164 for seen 5529
for told 134 for used 93
for worn 66 for been 723
for come 53 for done 50
for gone 60 for heard 746
for laid 50 for said 190
for seen 468 for told 89
for over 68 for lost 58
for made 51 for other 58
for have 55 for lose 77
for been 141 for nothing 82
for from 213 for just 53
for some 70 for half 110
for many 488 for most 506
for much 472 for some 165
for three 68 for years 65
for away 61 for care 1007
for cold 105 for down 52
for good 45 for great 68
for most 215 for nothing 48
for over 183 for part 176
for some 58 for such 60
for upon 66 for away 81
for been 79 for made 46
for what 50 for away 115
for very 56 for among 56
for there 117 for been 1184
for done 64 for even 42
for felt 104 for heard 124
for lost 110 for made 48
for said 109 for seen 415
for told 50 for been 228
for heard 62 for said 67
for told 48 for over 173
for done 83 for from 96
for more 91 for more 78
for been 77 for many 85
for most 88 for much 41
for away 41 for care 70
for great 47 for days 68
for such 55 for have 77
for well 183 for pull 59
for have 298 for into 48
for from 44 for have 105
for into 70 for have 101
for three 117 for living 75
for upon 58 for inch 91
for from 48 for very 194
for years 56 for from 56
for angry 61 for into 41
for more 85 for ready 87
for very 126 for more 187
for very 125 for weary 59
for very 42 for upon 114
for fast 147 for ahead 69
for down 182 for into 59
for from 45 for able 475
for heard 368 for idle 95
for more 396 for much 50
for seen 537 for sure 85
for there 64 for very 170
for weary 71 for well 82
for able 76 for away 61
for heard 76 for seen 87
for sent 49 for angry 40
for clear 42 for ready 85
for sure 539 for well 141
for young 71 for born 80
for fond 56 for only 48
for very 293 for young 50
for among 66 for there 44
for away 48 for hard 96
for feet 80 for years 41
for into 48 for down 77
for years 102 for from 112
for down 45 for able 127
for angry 57 for clad 58
for clinging 53 for fond 41
for free 57 for full 140
for half 128 for hoping 67
for living 127 for more 44
for only 712 for there 94
for trying 67 for very 1085
for wearing 85 for young 369
for away 46 for from 158
for into 103 for sick 70
for hard 190 for more 49
for only 85 for years 107
for into 241 for from 94
for away 46 for away 48
for reach 58 for hard 40
for make 85 for what 120
for amid 40 for pass 85
for have 47 for make 62
for into 42 for have 136
for only 70 for have 63
for were 40 for wife 68
for come 100 for find 44
for have 229 for tell 40
for hard 110 for have 47
for knew 60 for have 84
for only 90 for wind 48
for been 89 for their 129
for have 104 for tell 51
for from 48 for your 42
for their 71 for your 76
for have 123 for there 141
for case 192 for their 44
for there 777 for what 75
for years 54 for hand 48
for book 74 for were 58
for life 49 for work 136
for years 743 for hand 160
for time 117 for life 94
for form 45 for there 43
for life 42 for lies 43
for there 376 for there 44
for there 236 for there 63
for time 124 for there 72
for were 55 for there 262
for john 47 for have 46
for there 81 for case 48
for there 134 for kind 54
for there 223 for there 123
for there 120 for time 55
for city 43 for there 83
for upon 76 for will 42
for nothing 59 for there 415
for your 46 for clear 40
for will 70 for will 41
for from 102 for nothing 46
for send 48 for have 44
for from 43 for have 236
for like 47 for else 54
for from 72 for only 106
for come 76 for have 49
for take 48 for only 52
for years 45 for years 61
for some 67 for years 81
for years 55 for upon 80
for very 167 for been 72
for rise 52 for dark 46
for into 41 for there 40
for very 105 for what 81
for been 1856 for come 46
for left 50 for once 77
for been 164 for fast 102
for been 45 for birth 44
for rise 234 for into 64
for been 3742 for come 80
for lost 77 for been 1705
for been 305 for many 89
for from 61 for away 54
for been 48 for life 40
for from 89 for come 77
for very 46 for more 46
for clear 50 for have 161
for over 230 for else 184
for have 63 for make 66
for have 69 for have 177
for have 77 for five 194
for four 65 for nine 64
for noon 53 for time 91
for three 49 for dark 44
for four 115 for nine 82
for their 87 for many 95
for upon 768 for hard 145
for upon 122 for into 50
for only 49 for upon 239
for when 52 for down 114
for upon 91 for week 148
for from 127 for seen 81
for when 101 for more 120
for lest 53 for years 72
for made 44 for used 86
for years 113 for among 78
for more 40 for there 249
for cold 60 for dark 478
for dusk 112 for late 1848
for very 253 for well 47
for only 51 for unto 157
for cold 44 for dark 1006
for dusk 72 for late 1078
for very 47 for from 117
for only 67 for when 100
for dark 234 for five 193
for four 54 for half 130
for nine 65 for noon 65
for three 287 for time 158
for clear 43 for heard 132
for lost 55 for made 90
for meant 80 for more 264
for seen 111 for their 121
for used 132 for when 121
for said 82 for used 73
for dark 684 for from 165
for there 63 for clear 753
for cold 96 for dark 518
for late 167 for true 250
for warm 149 for hard 609
for very 218 for from 46
for cold 61 for late 63
for love 200 for more 49
for nothing 99 for only 238
for very 220 for great 40
for days 45 for years 147
for cold 67 for dark 359
for early 1554 for more 125
for only 288 for there 72
for very 325 for warm 197
for away 79 for down 42
for from 352 for over 184
for said 47 for their 56
for their 48 for have 85
for half 41 for breath 48
for from 47 for have 76
for have 42 for what 128
for were 50 for other 103
for will 74 for like 323
for like 87 for give 74
for have 264 for help 41
for like 46 for make 47
for take 60 for walk 63
for years 62 for some 117
for years 161 for years 59
for been 60 for been 224
for form 40 for when 44
for early 293 for into 44
for when 55 for when 73
for have 69 for have 51
for have 290 for else 903
for have 118 for time 95
for died 46 for have 165
for make 80 for have 268
for when 40 for have 43
for have 59 for have 481
for seen 66 for into 70
for bread 168 for have 43
for when 48 for sake 60
for have 60 for ever 128
for have 702 for hope 59
for keep 52 for live 60
for look 53 for more 141
for take 58 for tell 121
for what 345 for when 91
for your 55 for ever 75
for know 53 for take 100
for care 100 for dare 65
for ever 76 for give 80
for have 109 for know 43
for take 175 for think 43
for have 66 for tree 56
for from 43 for call 135
for deny 221 for ever 396
for fail 94 for feel 46
for find 120 for give 118
for have 1871 for help 193
for hold 55 for hope 90
for keep 69 for know 228
for live 161 for look 181
for make 129 for miss 116
for pass 45 for speak 71
for stay 55 for take 171
for talk 42 for tell 1141
for think 208 for well 59
for wish 54 for more 54
for just 53 for what 2636
for when 324 for there 40
for knew 116 for know 52
for speak 50 for call 119
for care 86 for come 85
for dare 356 for deny 114
for dream 120 for ever 411
for give 171 for have 1562
for keep 52 for know 249
for like 63 for make 43
for part 60 for sell 47
for take 247 for think 440
for want 128 for wish 163
for other 208 for beings 103
for ever 60 for have 121
for will 50 for there 47
for there 50 for there 78
for were 49 for into 71
for there 209 for will 49
for there 164 for many 62
for there 246 for have 73
for seem 66 for what 167
for have 87 for have 82
for such 119 for come 42
for have 207 for soon 61
for their 141 for have 83
for best 49 for from 70
for only 55 for have 130
for from 255 for over 149
for from 102 for base 195
for during 184 for from 51
for rotc 97 for were 194
for when 63 for news 108
for their 128 for your 61
for will 53 for have 64
for ever 42 for site 67
for ahead 44 for book 121
for rate 193 for even 267
for clings 42 for camp 42
for have 82 for news 551
for news 66 for next 259
for their 112 for come 49
for come 106 for some 58
for will 188 for their 41
for come 184 for have 260
for have 55 for were 90
for shoes 44 for have 93
for have 55 for whom 75
for left 44 for will 52
for from 78 for have 57
for crop 126 for when 86
for flow 126 for away 45
for have 81 for will 60
for rate 308 for years 66
for days 61 for years 134
for during 133 for left 134
for when 118 for ones 53
for during 125 for left 104
for prior 65 for when 141
for save 40 for left 92
for days 57 for years 218
for when 276 for during 72
for left 55 for prior 41
for when 83 for from 95
for were 78 for rate 86
for into 41 for mill 103
for tank 69 for from 90
for fair 49 for will 48
for have 186 for will 82
for have 44 for have 123
for ahead 69 for ahead 66
for ahead 131 for back 702
for down 129 for from 99
for home 601 for into 86
for north 126 for south 69
for ahead 65 for ahead 52
for ahead 107 for ahead 117
for back 116 for from 60
for home 54 for into 73
for ahead 105 for ahead 677
for during 202 for from 217
for when 107 for ahead 61
for ride 324 for trip 64
for rate 125 for rate 186
for tone 54 for wall 55
for paid 283 for town 127
for whom 47 for have 53
for have 40 for live 58
for next 68 for over 40
for body 53 for face 109
for great 53 for hand 44
for heart 120 for ideas 42
for life 1025 for love 83
for main 41 for mind 177
for name 874 for only 136
for sole 45 for soul 94
for wife 158 for work 254
for have 74 for size 61
for rate 41 for length 137
for time 848 for their 40
for arms 40 for their 256
for your 44 for have 155
for have 45 for news 189
for were 63 for lady 122
for army 325 for were 40
for road 60 for were 219
for army 45 for free 133
for high 181 for what 62
for army 421 for were 52
for were 117 for base 80
for were 75 for were 97
for will 49 for site 48
for were 118 for will 105
for were 71 for were 48
for were 98 for were 97
for ahead 43 for here 60
for were 56 for theory 43
for union 63 for poor 116
for were 50 for came 52
for during 48 for from 307
for into 69 for view 107
for were 237 for what 50
for when 42 for boys 49
for game 123 for made 47
for home 64 for fort 148
for were 42 for were 106
for road 43 for days 50
for when 136 for came 79
for whom 53 for will 49
for were 79 for from 61
for only 53 for word 122
for from 48 for best 44
for will 121 for life 95
for name 204 for have 93
for leads 72 for during 54
for ending 352 for rate 89
for when 45 for cell 1277
for during 512 for flag 42
for from 92 for fund 212
for were 93 for when 50
for work 240 for plot 439
for city 70 for union 793
for during 264 for ending 3905
for from 878 for july 69
for just 71 for last 167
for next 507 for past 193
for prior 1111 for were 113
for when 55 for during 45
for ending 65 for from 46
for prior 76 for when 46
for days 111 for very 54
for even 43 for clear 383
for upon 42 for have 58
for ending 53 for bill 602
for ending 357 for from 78
for come 245 for give 58
for have 324 for make 269
for pass 41 for seem 57
for were 404 for will 132
for care 92 for film 63
for post 157 for have 61
for mass 116 for have 63
for just 74 for must 48
for were 145 for when 190
for will 162 for were 54
for boys 49 for sons 53
for years 137 for days 58
for years 61 for will 41
for days 349 for years 585
for were 83 for legs 41
for rays 52 for were 124
for were 46 for during 106
for beings 63 for years 74
for beams 44 for were 76
for were 82 for ones 45
for areas 54 for from 48
for during 169 for ending 234
for from 61 for past 107
for prior 144 for were 73
for boys 186 for ones 70
for ones 42 for into 43
for were 219 for will 314
for have 141 for must 71
for were 468 for when 42
for will 73 for were 107
for have 42 for were 164
for will 67 for were 86
for boys 51 for areas 190
for years 52 for were 66
for were 49 for were 171
for were 46 for were 40
for were 43 for during 48
for ending 209 for from 50
for leading 93 for prior 704
for when 53 for were 163
for have 73 for were 79
for wars 1125 for have 46
for said 49 for have 77
for only 129 for were 57
for came 46 for must 41
for will 68 for have 440
for beings 161 for feel 49
for learn 46 for live 172
for react 48 for speak 78
for talk 271 for think 208
for treat 54 for were 66
for work 60 for here 47
for crop 94 for next 181
for taking 84 for their 50
for june 55 for july 1106
for june 22573 for lady 87
for last 138 for their 86
for from 73 for from 57
for lies 92 for were 43
for will 129 for come 53
for have 755 for reach 55
for show 55 for youth 82
for what 44 for life 52
for will 53 for have 110
for years 41 for been 56
for cast 80 for else 295
for from 54 for there 48
for have 44 for have 80
for book 43 for have 46
for into 95 for what 478
for beings 78 for here 83
for more 47 for sure 82
for told 93 for told 43
for their 48 for sure 106
for beings 60 for here 87
for dealing 49 for here 48
for left 126 for living 112
for only 106 for very 45
for young 143 for here 65
for know 154 for show 44
for only 107 for come 75
for feel 94 for have 129
for hope 65 for know 554
for love 46 for reach 65
for tell 202 for been 200
for heard 177 for seen 656
for been 54 for care 43
for nothing 44 for hard 62
for from 104 for from 72
for have 42 for meet 47
for find 58 fro city 55
fun think 89 fun time 80
