fan the flickering flame of 69
for an increased grant to 80
for an increased issue of 83
for an increased level of 846
for an increased period of 60
for an increased power of 70
for an increased scope of 42
for an increased sense of 372
for an increased share in 290
for an increased share of 1071
for an increased stock of 41
for an increased study of 46
for an increased tempo of 40
for an increased value of 86
for an increased voice in 52
for an increased yield of 50
for an indigent party in 88
for an indirect method of 158
for an induction motor is 145
for an induction motor to 43
for an industry based on 79
for an industry where the 55
for an industry which is 256
for an industry would be 44
for an infinite array of 170
for an infinite chain of 84
for an infinite class of 110
for an infinite force to 101
for an infinite period in 52
for an infinite period of 797
for an infinite plate of 43
for an infinite power to 54
for an infinite space of 49
for an infinite stream of 44
for an infinite strip of 43
for an infinite value of 167
for an inflecting woman to 41
for an informal group of 98
for an informal lunch or 56
for an informal meeting at 56
for an informal meeting in 67
for an informal meeting of 175
for an informal meeting on 42
for an informal meeting to 86
for an informal visit to 87
for an innocent child to 53
for an innocent party to 70
for an innocent piece of 75
for an instance where the 89
for an integral value of 42
for an intended period of 48
for an interest group is 62
for an interest group to 372
for an interest which is 53
for an internal change in 119
for an internal sense of 59
for an internal state of 42
for an interval after the 127
for an interval equal to 184
for an interval which is 77
for an intimate group of 45
for an intimate study of 124
for an invention filed in 227
for an invention shall be 76
for an invention which he 82
for an invention which is 209
for an investor seeking to 44
for an isolated group of 122
for an isolated piece of 48
for an observed change in 103
for an observed value of 140
for an observer looking at 81
for an observer looking in 152
for an observer within the 44
for an operation based on 54
for an operation where the 50
for an operation which he 112
for an operation which is 124
for an operation which the 40
for an operation would be 49
for an opposite point of 92
for an ordinary breach of 58
for an ordinary human to 40
for an ordinary meeting of 51
for an ordinary piece of 85
for an ordinary pigeon no 73
for an ordinary reader is 44
for an ordinary reader to 227
for an ordinary woman to 60
for an organism which is 80
for an organizing drive in 51
for an original issue of 64
for an original listing of 97
for an original period of 62
for an original piece of 117
for an original state of 42
for an original story of 68
for an original under the 84
for an outright grant of 127
for an overland march to 50
for an overland route to 307
for an ultimate total of 67
for an unbroken chain of 93
for an unbroken period of 1609
for an unbroken spell of 43
for an unchanged level of 40
for an unchaste woman to 43
for an underlying cause is 47
for an underlying cause of 160
for an underlying order in 42
for an underlying sense of 124
for an underlying unity in 67
for an unlawful reason or 63
for an unstated period of 61
for by personal check or 260
for he returned after an 43
for he suddenly began to 172
for in articles grown or 49
for in ordinary cases it 42
for in whatever place the 42
for it consists rather of 45
for it contains within it 156
for it includes within it 48
for me whatever could be 42
for my appetite began to 62
for my argument about the 143
for my children makes me 87
for my curiosity began to 40
for my delicate state of 115
for my doctoral thesis at 67
for my doctoral thesis in 92
for my doctoral thesis on 105
for my frequent change of 88
for my happiest hours of 46
for my purposed appeal to 60
for my purposes since it 43
for my salesman began to 105
for my services would be 76
for my soldiers shall be 40
for no apparent cause of 70
for no apparent fault of 51
for no apparent reason as 606
for no apparent reason at 2207
for no apparent reason by 309
for no apparent reason he 740
for no apparent reason in 836
for no apparent reason is 445
for no apparent reason it 247
for no apparent reason my 41
for no apparent reason of 77
for no apparent reason on 216
for no apparent reason or 970
for no apparent reason the 752
for no apparent reason to 471
for no apparent reason we 61
for no apparent rhyme or 116
for no condition could be 44
for no definite period of 97
for no evidence could be 71
for no possible reason in 51
for no sensible reason at 44
for no specific reason at 55
for or concerning money or 55
for or monetary costs of 89
for or obtained within the 125
for so felonies would be 56
for so promptly sending me 51
for so unkindly judging of 89
for the abnormal growth of 110
for the abnormal state of 55
for the absolute change in 91
for the absolute error in 57
for the absolute error of 57
for the absolute level of 261
for the absolute motion of 59
for the absolute needs of 103
for the absolute pitch of 60
for the absolute power of 555
for the absolute repeal of 104
for the absolute right of 180
for the absolute right to 111
for the absolute unity of 204
for the absolute value of 2374
for the absolute wants of 125
for the absolute within the 49
for the abstract beauty of 59
for the abstract forms of 42
for the abstract ideals of 46
for the abstract lines of 97
for the abstract notion of 203
for the abstract right of 76
for the abundant droop of 44
for the abundant growth of 208
for the academic field of 71
for the academic growth of 47
for the academic needs of 84
for the academic staff of 55
for the academic staff to 57
for the academic study of 1499
for the academic world in 40
for the academic world of 55
for the academic world to 109
for the accepted norms of 58
for the accepted rules of 113
for the accident would be 61
for the accounting period as 209
for the accounting period by 91
for the accounting period in 708
for the accounting period is 261
for the accounting period of 161
for the accounting period or 68
for the accounting period to 224
for the accounting staff to 126
for the accounts given by 141
for the accounts given of 79
for the accurate assay of 103
for the accurate drawing of 73
for the accurate keeping of 47
for the accurate mapping of 79
for the accurate placing of 72
for the accurate setting of 66
for the accurate staging of 70
for the accurate study of 425
for the accurate testing of 91
for the achieved level of 61
for the acquired taste of 73
for the activity level of 97
for the activity which is 144
for the activity which the 62
for the activity which we 65
for the activity within the 53
for the activity would be 67
for the actuarial value of 311
for the adaptive reuse of 83
for the adaptive value of 359
for the additions which it 61
for the additive model is 43
for the adequate funding of 51
for the adequate growth of 121
for the adequate housing of 135
for the adequate study of 167
for the adequate teaching of 89
for the adequate testing of 51
for the adequate working of 44
for the adjacent parts of 64
for the adjacent sides of 465
for the adjusted basis of 119
for the admission price of 69
for the admitted evils of 60
for the advanced guard of 317
for the advanced guard to 79
for the advanced level of 142
for the advanced posts of 40
for the advanced season of 42
for the advanced stage of 205
for the advanced state of 313
for the advanced study in 434
for the advanced study of 7393
for the advances which the 46
for the advisory board of 97
for the advisory board to 94
for the advisory group on 43
for the advisory panel on 78
for the affected parts of 47
for the affected party or 89
for the affected party to 65
for the affected people to 56
for the affection which he 171
for the affection which is 62
for the affection which the 152
for the affection which we 80
for the affronts which he 48
for the agitated state of 50
for the aircraft would be 47
for the algorithm based on 75
for the allotted period of 100
for the allotted share of 63
for the ambitious plans of 124
for the ambitious scope of 44
for the american action in 45
for the american bases in 46
for the american board of 1804
for the american board to 65
for the american bombing of 103
for the american brand of 78
for the american bureau of 143
for the american burning of 105
for the american cause as 132
for the american cause at 97
for the american cause by 79
for the american cause he 52
for the american cause in 528
for the american cause is 79
for the american cause to 43
for the american claim to 136
for the american debut of 91
for the american defeat in 73
for the american envoy to 40
for the american fleet in 76
for the american fleet to 153
for the american group of 46
for the american guild of 109
for the american habit of 59
for the american ideals of 96
for the american image of 41
for the american indian in 81
for the american indian is 89
for the american indian to 53
for the american league in 235
for the american league to 62
for the american legion in 79
for the american legion to 65
for the american method of 52
for the american model of 71
for the american nation an 63
for the american nation as 178
for the american nation at 67
for the american nation in 75
for the american nation to 198
for the american negro in 113
for the american negro is 84
for the american negro to 323
for the american party to 50
for the american people an 57
for the american people as 1808
for the american people at 675
for the american people by 345
for the american people if 143
for the american people in 910
for the american people is 404
for the american people it 54
for the american people of 500
for the american people on 126
for the american people or 115
for the american people the 624
for the american people to 7140
for the american phase of 61
for the american point of 253
for the american press in 93
for the american press to 111
for the american reader by 51
for the american reader is 46
for the american reader to 151
for the american right to 59
for the american right wing 495
for the american sense of 122
for the american share of 99
for the american ships to 48
for the american stage by 162
for the american stage in 46
for the american state to 58
for the american style of 170
for the american woman in 240
for the american woman is 54
for the american woman of 178
for the american woman to 142
for the anaerobic growth of 72
for the analysis based on 209
for the analysis could be 47
for the analysis given in 95
for the analysis phase of 146
for the analysis shown in 93
for the analysis since the 72
for the analysis which is 97
for the analysis would be 116
for the analytic study of 116
for the ancients spoke of 49
for the anecdote about the 99
for the apparent apathy of 56
for the apparent breach of 42
for the apparent change in 457
for the apparent change of 139
for the apparent decay of 53
for the apparent delay in 136
for the apparent delay of 45
for the apparent error in 44
for the apparent growth in 46
for the apparent growth of 55
for the apparent motion of 532
for the apparent needs of 40
for the apparent order of 58
for the apparent power of 46
for the apparent reason of 59
for the apparent shift in 166
for the apparent shift of 51
for the apparent unity of 54
for the apparent value of 64
for the applause which he 54
for the appointing power to 51
for the approach based on 60
for the approach taken by 253
for the approach taken in 422
for the approach taken to 74
for the aquarium trade is 52
for the argument about the 272
for the argument based on 169
for the argument which he 42
for the argument which is 139
for the argument which we 44
for the articles which he 317
for the articles which the 103
for the articles which we 75
for the artistic beauty of 103
for the artistic merit of 168
for the artistic sense of 73
for the artistic skill of 99
for the artistic taste of 63
for the artistic unity of 79
for the artistic value of 286
for the assembly lines of 50
for the assembly shown in 86
for the assembly would be 53
for the asserted right of 77
for the assertion which is 46
for the assessed value of 291
for the assigned value of 55
for the astounding growth of 95
for the astounding price of 68
for the atlantic coast of 437
for the atlantic ports of 51
for the atlantic region of 45
for the atlantic trade in 157
for the atrocious crime of 146
for the attained level of 46
for the attempts which he 112
for the attention given by 111
for the attention given to 1043
for the attention shewn to 40
for the attention shown me 71
for the attention shown to 173
for the attention which he 336
for the attention which is 103
for the attention which it 98
for the attention which the 169
for the attention which we 53
for the attitude taken by 359
for the attitude taken up 176
for the attitude which he 132
for the attitude which the 182
for the audience about the 51
for the audience after the 55
for the audience which he 58
for the audience which is 60
for the audience within the 63
for the audience would be 72
for the authentic deeds of 228
for the authentic teaching of 51
for the authentic voice of 186
for the authentic words of 1057
for the authority given by 48
for the authority given in 69
for the authority given to 67
for the authority which he 187
for the authority which is 118
for the authority which it 46
for the authority which the 170
for the autistic child is 54
for the autistic child to 75
for the averaged tests of 201
for the backbone atoms of 55
for the backward motion of 65
for the backward state of 567
for the bacterial flora of 45
for the balanced growth of 317
for the ballroom scene in 48
for the banqueting house at 54
for the banqueting house in 74
for the barbarian stage of 84
for the bargaining power of 232
for the baseline level of 71
for the basement rocks in 77
for the basement story or 61
for the battered woman to 118
for the beautiful color of 54
for the beautiful curling of 40
for the beautiful forms of 49
for the beautiful lines of 53
for the beautiful people of 42
for the beautiful shape of 41
for the beautiful story of 70
for the beautiful which is 80
for the beautiful woman he 60
for the beautiful woman in 61
for the beautiful woman to 79
for the beautiful women of 66
for the beautiful works of 62
for the beautiful world in 42
for the beginner would be 52
for the benefits given to 100
for the benefits under the 243
for the benefits which he 829
for the benefits which in 47
for the benefits which it 253
for the benefits which the 482
for the benefits which we 274
for the bewitching dreams of 68
for the biblical basis of 58
for the biblical story of 240
for the blackest crime in 86
for the blissful state of 41
for the borrowed funds is 43
for the boundary layer at 57
for the boundary layer in 128
for the boundary layer is 106
for the boundary layer of 101
for the boundary layer on 283
for the boundary layer to 213
for the boundary lines of 88
for the bourgeois state is 83
for the branches creaking in 44
for the brazilian state of 43
for the breakfast which we 44
for the breathtaking beauty of 49
for the briefest period of 167
for the briefest space of 265
for the brighter light of 42
for the brighter parts of 44
for the brighter stars in 82
for the brighter stars of 56
for the brilliant color of 60
for the brilliant green of 173
for the brilliant light of 66
for the brilliant reign of 46
for the broadway opening of 100
for the broadway stage in 87
for the brownish color of 106
for the buddhist monks to 48
for the bulgarian people to 44
for the bulletin board in 85
for the bulletin board of 64
for the bulletin board or 151
for the bulletin board to 78
for the burghers ought to 44
for the business about the 72
for the business about to 44
for the business after the 44
for the business based on 84
for the business could be 40
for the business cycle in 56
for the business cycle is 81
for the business cycle to 70
for the business debts of 76
for the business logic of 54
for the business model of 53
for the business needs of 285
for the business owner or 66
for the business owner to 227
for the business people of 71
for the business people to 53
for the business point of 47
for the business under the 60
for the business units to 62
for the business value of 63
for the business which he 186
for the business which is 228
for the business which it 88
for the business which the 75
for the business world as 148
for the business world by 60
for the business world in 84
for the business world is 64
for the business world of 79
for the business world or 50
for the business world the 65
for the business world to 221
for the business would be 182
for the butchery which he 43
for the cambodian people to 56
for the campaign about to 117
for the campaign could be 59
for the campaign which he 152
for the campaign which the 66
for the campaign would be 130
for the captives taken in 40
for the carbonyl group in 98
for the carbonyl group of 71
for the cardinal point of 70
for the cardinal signs of 108
for the caribbean coast of 43
for the caribbean region as 106
for the carnegie forum on 62
for the carnegie study of 40
for the carnival season in 61
for the carnival season of 257
for the catalogs shall be 75
for the catholics would be 44
for the cellular basis of 166
for the cellular phone in 45
for the censures thrown on 42
for the cephalic phase of 47
for the cerebral edema of 47
for the ceremony about to 42
for the ceremony known as 92
for the ceremony marking the 88
for the ceremony which is 91
for the ceremony would be 50
for the cervical spine in 52
for the cervical spine is 58
for the cervical spine to 46
for the challenge posed by 153
for the challenging tasks of 40
for the chemical action of 250
for the chemical action to 81
for the chemical assay of 74
for the chemical basis of 113
for the chemical bonding of 51
for the chemical change is 105
for the chemical shift of 176
for the chemical state of 49
for the chemical study of 173
for the chemical testing of 63
for the cherokee nation in 98
for the cherokee nation of 82
for the cherokee nation to 68
for the children about the 48
for the children after the 212
for the children based on 74
for the children belong to 71
for the children below the 50
for the children could be 212
for the children growing up 614
for the children later on 46
for the children might be 99
for the children playing in 57
for the children seems to 65
for the children shall be 45
for the children since the 70
for the children under the 324
for the children until the 195
for the children which he 62
for the children which is 85
for the children which the 122
for the children which we 47
for the children while at 57
for the children while he 93
for the children while the 845
for the children while we 48
for the children within the 212
for the children working in 64
for the children would be 530
for the choicest camel in 80
for the christian blood he 49
for the christian burial of 45
for the christian cause in 202
for the christian claim to 53
for the christian ideals of 82
for the christian image of 49
for the christian kingdom of 64
for the christian names of 86
for the christian notion of 110
for the christian people in 50
for the christian people of 176
for the christian people to 96
for the christian point of 62
for the christian reader of 60
for the christian reader to 58
for the christian right in 135
for the christian right to 96
for the christian souls of 56
for the christian teaching of 71
for the christian teaching on 41
for the christian vision of 45
for the christian women of 47
for the christian world as 41
for the christian world at 57
for the christian world by 40
for the christian world if 80
for the christian world in 78
for the christian world is 73
for the christian world of 81
for the christian world the 53
for the christian world to 377
for the churches which he 61
for the circadian rhythm in 87
for the circadian rhythm of 214
for the circuits shown in 325
for the circular motion of 265
for the circular orbit of 45
for the circular shape of 67
for the citizens footing the 43
for the civilizing power of 44
for the classics which he 57
for the clerical staff in 60
for the clerical staff of 88
for the clerical staff to 75
for the clinical finding of 44
for the clinical phase of 54
for the clinical signs of 265
for the clinical staff to 65
for the clinical staging of 254
for the clinical study of 664
for the clinical teaching of 105
for the clinical testing of 275
for the clinical trials of 57
for the clinical value of 69
for the cohesive power of 76
for the colonies about the 62
for the colonies after the 53
for the colonies asked the 41
for the colonies under the 233
for the colonies within the 72
for the colonies would be 114
for the colonies wrote to 109
for the colorado river at 132
for the colorado river in 89
for the colorado river of 42
for the colorado river to 120
for the colossal scale of 98
for the combined action of 725
for the combined cycle is 68
for the combined fleet to 103
for the combined force of 79
for the combined group is 107
for the combined group of 687
for the combined might of 63
for the combined needs of 130
for the combined power of 119
for the combined study of 120
for the combined total of 352
for the combined value of 122
for the combined working of 65
for the comforting sound of 88
for the comforting touch of 41
for the comforting warmth of 83
for the comforts which the 95
for the comments about the 56
for the commerce which do 227
for the commoner forms of 51
for the commoner kinds of 165
for the commoner sorts of 58
for the commoner stuff of 50
for the commoner types of 54
for the communal needs of 50
for the communion shall be 85
for the communion table is 45
for the communion which he 53
for the commuted value of 101
for the compelling force of 86
for the compelling power of 114
for the complete action of 93
for the complete array of 49
for the complete banning of 75
for the complete burning of 143
for the complete chain of 60
for the complete change in 180
for the complete change of 236
for the complete closing of 58
for the complete cycle is 104
for the complete cycle of 374
for the complete decay of 104
for the complete defeat of 282
for the complete denial of 100
for the complete filling of 117
for the complete freeing of 61
for the complete fusion of 142
for the complete group of 103
for the complete growth of 107
for the complete listing of 147
for the complete melting of 42
for the complete model is 123
for the complete model of 48
for the complete needs of 55
for the complete opening of 121
for the complete period of 211
for the complete proof of 65
for the complete repeal of 236
for the complete right of 49
for the complete story of 271
for the complete story on 128
for the complete study of 291
for the complete testing of 55
for the complete texts of 82
for the complete unity of 197
for the complete value of 120
for the complete working of 92
for the complete works of 535
for the compound value of 89
for the compound which is 42
for the computed value of 198
for the computer where the 41
for the computer would be 47
for the concealed point of 66
for the conceits which he 62
for the concerts given by 47
for the concluding lines of 80
for the concluding pages of 82
for the concluding phase of 132
for the concluding scene of 59
for the concluding stage of 49
for the concluding words of 75
for the concrete facts of 128
for the concrete forms of 58
for the concrete needs of 102
for the concrete shall be 98
for the concrete state of 44
for the concrete study of 87
for the concrete which is 45
for the concrete world of 100
for the condition found in 52
for the condition given in 52
for the condition known as 701
for the condition might be 48
for the condition shown in 213
for the condition where the 632
for the condition which he 58
for the condition which is 93
for the condition which it 47
for the condition which the 52
for the condition which we 57
for the condition would be 67
for the conducting power of 100
for the confined space of 71
for the conflict which he 177
for the conflict which is 105
for the conflict within the 111
for the conflict would be 41
for the confused state of 254
for the confusion about the 256
for the conjoint action of 42
for the conjugal quiet of 42
for the connecting train to 63
for the constant action of 81
for the constant change in 75
for the constant change of 138
for the constant danger of 51
for the constant drink of 69
for the constant growth of 186
for the constant habit of 49
for the constant level of 57
for the constant motion of 48
for the constant region of 487
for the constant round of 40
for the constant sense of 54
for the constant sound of 76
for the constant speed of 56
for the constant state of 92
for the constant stream of 565
for the constant study of 71
for the constant terms in 62
for the constant turning of 53
for the constant value of 210
for the consumer buyer as 50
for the consumer goods of 71
for the consumer goods or 40
for the consumer needs of 56
for the consumer under the 43
for the consumer would be 128
for the contempt shown to 50
for the contempt which he 93
for the contempt which the 49
for the continuing appeal of 239
for the continuing costs of 47
for the continuing cycle of 48
for the continuing growth in 78
for the continuing growth of 866
for the continuing needs of 61
for the continuing power of 144
for the continuing sense of 48
for the continuing spread of 85
for the continuing state of 74
for the continuing story of 46
for the continuing stream of 67
for the continuing study of 760
for the continuing unity of 59
for the continuing value of 101
for the contract debts of 53
for the contract killing of 44
for the contract price is 64
for the contract price of 919
for the contract price or 91
for the contract price to 52
for the contract shall be 43
for the contract under the 81
for the contract which is 70
for the contract would be 184
for the contrary point of 96
for the contrary would be 91
for the contrast which it 111
for the contrast which the 41
for the convincing power of 51
for the cordless phone on 103
for the corrupting power of 40
for the counties where the 48
for the courteous terms in 78
for the courtesy shown by 63
for the courtesy shown me 71
for the courtesy shown to 204
for the courtesy which he 71
for the covalent binding of 268
for the covalent bonding of 49
for the covenant people of 65
for the coverage under the 47
for the creditor until the 109
for the crescent shape of 55
for the criminal court of 49
for the criminal court to 50
for the criminal deeds of 40
for the criminal folly of 63
for the critical issue of 51
for the critical level of 86
for the critical needs of 75
for the critical parts of 84
for the critical period in 101
for the critical period of 341
for the critical phase of 50
for the critical point at 51
for the critical point in 49
for the critical point is 46
for the critical point of 198
for the critical reader is 50
for the critical reader to 128
for the critical region of 97
for the critical speed of 68
for the critical state of 284
for the critical steps in 48
for the critical study of 1623
for the critical tasks of 54
for the critical testing of 56
for the critical value of 1060
for the cultural basis of 55
for the cultural elite of 58
for the cultural growth of 155
for the cultural level of 116
for the cultural logic of 42
for the cultural meanings of 57
for the cultural needs of 445
for the cultural norms of 58
for the cultural power of 61
for the cultural roots of 120
for the cultural shaping of 63
for the cultural shock of 57
for the cultural study of 139
for the cultural tasks of 43
for the cultural unity of 397
for the cultural value of 170
for the cupboard where the 44
for the curative action of 70
for the curative power of 171
for the curative value of 82
for the currents flowing in 94
for the customer based on 74
for the customer would be 44
for the cylinder press by 45
for the cylinder shown in 49
for the dangerous state of 148
for the dangerous terms of 46
for the darkened souls in 104
for the database engine to 57
for the database shown in 62
for the daughter cells to 48
for the daylight hours of 48
for the december issue of 299
for the december meeting of 146
for the decisions about the 79
for the decisions based on 41
for the decisions taken at 108
for the decisions taken by 406
for the decisions taken in 110
for the decisions taken on 42
for the decisions which he 85
for the decisions which it 72
for the decisions which the 103
for the decisions which we 55
for the decisive action of 107
for the decisive change in 59
for the decisive defeat of 324
for the decisive period of 40
for the decisive phase of 96
for the decisive point of 49
for the decisive scene of 43
for the decisive stage of 56
for the decisive voice in 41
for the decreased level of 77
for the decreased value of 231
for the decrepit state of 42
for the deduction under the 67
for the defaulting party to 75
for the definite order of 40
for the definite period of 82
for the deformed shape of 46
for the degraded state of 227
for the delicate beauty of 145
for the delicate calling of 44
for the delicate fingers of 41
for the delicate frame of 54
for the delicate power of 60
for the delicate state of 98
