fan herself with her hand 229
for however long you want 193
for however long you wish 41
for husband and for wife 88
for imagining that they were 129
for infants who are born 92
for infants who had been 45
for inferring that that line 89
for inferring that they were 74
for ireland and for great 47
for ireland than any other 42
for january and for july 166
for justice and for peace 839
for justice and for self 117
for justice and for truth 553
for justice that goes forth 63
for lawyers nor for those 64
for leisure and for work 46
for liberty and for life 43
for liberty and for peace 109
for liberty and for their 79
for liberty than for life 59
for liberty with too deep 45
for mankind for all time 43
for mankind than any other 131
for manners and for form 54
for marriage with each other 65
for married men and single 48
for married men and their 136
for married than for single 199
for mastery that was acting 84
for mastery with each other 93
for material for his book 55
for material for this book 137
for material that had been 64
for material that has been 279
for material things and more 94
for matters had not gone 44
for measures that are more 215
for medical aid and food 78
for members who had been 93
for miranda and had been 96
for natural gas and coal 268
for natural gas and fuel 69
for natural gas and other 126
for natural gas has been 177
for novelty had too soon 45
for novelty than for truth 64
for numbers two and three 93
for objects that are more 100
for objects that are seen 46
for objects that are very 53
for objects that had been 65
for objects that may have 40
for objects with one hand 93
for obtaining for him many 98
for offending any one from 58
for oneself and all other 42
for oneself and for other 157
for oneself and for those 129
for opinions that can have 49
for parents and for other 48
for parents and for their 112
for parents and for those 76
for parents and for young 52
for parents who are able 56
for parents who are having 127
for parents who are trying 427
for parents who had been 64
for parents who had lost 105
for parents who may have 95
for parents who see their 42
for parties who had come 52
for pastime than for gain 113
for pasture and hay land 55
for pasture than for corn 317
for payment for any debt 61
for payment for his work 90
for payment had not been 116
for payment has not been 134
for perhaps that may make 49
for perhaps that one wind 54
for perjury can this dark 314
for perseus had not done 104
for persons and for their 50
for persons who are able 139
for persons who are aged 47
for persons who are born 43
for persons who are hard 72
for persons who are hearing 60
for persons who are less 52
for persons who are living 49
for persons who are more 188
for persons who are only 149
for persons who are over 171
for persons who are poor 48
for persons who are self 104
for persons who are sick 90
for persons who are trying 46
for persons who are very 201
for persons who are well 123
for persons who had been 813
for persons who had died 88
for persons who had lost 102
for persons who had made 72
for persons who had only 41
for persons who may have 254
for persons who may wish 47
for persons with low self 46
for persons with weak lungs 49
for pharaoh and his host 60
for physics for his work 484
for physics for this work 88
for pickles and ice cream 126
for pleasure and for fame 42
for pleasure and for food 47
for pleasure and for health 129
for pleasure and for pain 383
for pleasure and for rest 77
for pleasure and for self 49
for pleasure and for show 58
for pleasure and for some 44
for pleasure and for their 41
for pleasure and for work 55
for pleasure and not just 54
for pleasure but for bringing 87
for pleasure but for pain 46
for pleasure nor for gain 41
for pleasure than for health 50
for pleasure than for work 57
for popular use not less 61
for position with each other 102
for poultry meat and eggs 62
for prayers for his soul 282
for preparing and eating food 81
for preparing and eating meals 60
for preparing for and taking 141
for preparing them for their 86
for presuming that they were 68
for private use has been 47
for providing for his wife 64
for providing for our poor 69
for providing her with such 45
for providing him with food 100
for providing him with some 66
for providing him with such 131
for providing them with arms 80
for providing them with food 439
for providing them with some 53
for providing them with such 144
for providing them with their 70
for providing them with work 125
for providing this and other 52
for prowess that you have 54
for punishing any act must 41
for punishing men who have 167
for raiment and for food 46
for rebecca was not only 41
for receive and act upon 74
for redeeming his own body 42
for rejecting all that were 94
for religion had not been 48
for religion may not grow 194
for religion than any other 52
for repairing not one limb 107
for research for this book 59
for research has not been 48
for research than any other 68
for research that can help 40
for research that has been 106
for revival and for more 86
for roughly one per cent 71
for sallies and for hard 74
for samples that had been 84
for schools and for other 118
for science and for life 45
for science and for wealth 50
for selecting any one kind 41
for service and was sent 56
for service than any other 68
for service that they were 40
for service that was good 60
for several men who were 47
for shelter and for food 437
for silence with his hand 53
for slavery and jim crow 139
for society and for their 53
for society and its laws 62
for society than any other 58
for society who has fine 164
for success are not good 66
for success are not very 42
for success can mean life 60
for success did not seem 57
for success had not been 130
for success has not been 114
for success than any other 77
for success than for fame 128
for success with this type 43
for supplying him with food 49
for supplying him with some 42
for supplying them with arms 72
for supplying them with food 224
for supplying them with such 45
for supplying them with their 43
for support for his ideas 51
for support for this view 48
for support for this work 72
for support with one hand 160
for supposing that all these 52
for supposing that any great 54
for supposing that any other 183
for supposing that any part 64
for supposing that any such 227
for supposing that her heart 51
for supposing that her sons 40
for supposing that not only 152
for supposing that our lord 58
for supposing that she ever 67
for supposing that they ever 170
for supposing that they have 255
for supposing that they knew 44
for supposing that they must 75
for supposing that they were 1151
for supposing that they will 328
for supposing that this term 48
for supposing that this will 233
for supposing that you have 80
for surface and thin film 57
for sweaters pay for their 45
for sympathy and aid from 54
for sympathy and for help 46
for systems that are more 48
for systems that are used 59
for taxation that was ever 50
for teachers and all those 44
for teachers and for other 59
for teachers and for their 71
for teachers and for those 113
for teachers has not been 47
for teachers than for other 56
for teachers who are able 65
for teachers who are just 55
for teachers who are trying 175
for teachers who are used 45
for teachers who are well 85
for teachers who can teach 48
for teachers who had been 101
for teachers who may have 60
for teachers who may wish 78
for trouble that far ahead 48
for troubling him with these 42
for troubling you with such 233
for troubling you with these 531
for vaccine use and other 192
for vengeance and his love 49
for vermont and new york 43
for victoria and new south 173
for victory and for peace 60
for victory but for life 50
for victory but for peace 74
for victory but for truth 61
for victory for our arms 51
for victory than for truth 282
for violence did not hold 70
for volumes two and three 56
for wandering too far from 40
for windows does not have 66
for workers who are able 75
for workers who are laid 277
for workers who are more 158
for workers who are paid 98
for workers who earn less 41
for workers who had been 385
for workers who had lost 98
for workers who may have 48
for worship and for food 134
for wounded men who were 44
for wrongful death and loss 72
for wrongful death has been 86
fro between east and west 47
fur traders who had been 120
