far been confined largely to 161
for some security against the 63
for some sinister purpose of 99
for some specific aspects of 53
for some specific classes of 64
for some specific purpose as 107
for some specific purpose in 110
for some specific purpose is 53
for some specific purpose of 100
for some specific purpose or 320
for some specific purpose to 52
for some speeches uttered by 69
for some students because it 55
for some students because of 75
for some supposed mistake in 101
for some valuable remarks on 46
for star formation studies at 61
for such artistic culture as 57
for such domestic animals as 40
for such essential matters as 55
for such helpless animals as 49
for such literary figures as 42
for such patients because of 44
for such payments subject to 62
for such purposes according to 80
for such purposes because it 89
for such purposes because of 157
for such purposes because the 63
for such relevant factors as 175
for such treatment because of 40
for taking decisions affecting the 100
for their absolute loyalty to 52
for their academic support to 41
for their activity against the 46
for their agitation against the 47
for their antipathy towards the 50
for their apparent ability to 110
for their apparent failure to 206
for their apparent neglect of 80
for their attention towards me 50
for their attitude towards the 402
for their campaign against the 339
for their ceaseless efforts to 56
for their children according to 217
for their children against the 64
for their children amounts to 44
for their children because it 126
for their children because of 691
for their children because the 150
for their children between the 76
for their children despite the 64
for their children outside of 88
for their children outside the 133
for their combined effects on 96
for their combined efforts in 46
for their comments regarding the 62
for their complete absence of 56
for their complete failure to 40
for their constant efforts to 52
for their constant support in 136
for their constant support of 174
for their continuing efforts in 59
for their continuing efforts to 171
for their continuing support in 92
for their continuing support of 659
for their contrary opinions in 64
for their criminal conduct by 45
for their criminal neglect of 47
for their critical remarks on 89
for their critical reviews of 471
for their diligent efforts in 127
for their diligent efforts to 64
for their distrust besides the 63
for their dominant position in 49
for their emotional reactions to 58
for their enforced silence by 42
for their enormous efforts in 44
for their eventual seizure of 45
for their eventual success in 41
for their families against the 50
for their families because of 125
for their financial support as 93
for their financial support at 46
for their financial support in 487
for their financial support of 2737
for their financial support on 72
for their financial support to 366
for their flagrant violation of 46
for their frequent failure to 61
for their fugitive embrace in 76
for their generous donation of 282
for their generous efforts in 139
for their generous efforts to 54
for their generous support in 557
for their generous support of 3178
for their generous support to 120
for their immediate purpose the 131
for their immediate removal to 50
for their informed consent to 43
for their intended purpose as 133
for their intended purpose of 141
for their intended purpose or 48
for their interest against the 60
for their kindness towards me 45
for their literary quality as 110
for their lukewarm support of 66
for their military service in 80
for their military service to 85
for their negative effects on 134
for their offenses against the 132
for their opposite numbers in 102
for their ordinary purpose or 180
for their ordinary support of 57
for their original purpose as 119
for their original purpose of 282
for their original purpose or 51
for their patients because of 41
for their patriotic conduct in 51
for their patriotic devotion to 71
for their personal benefit in 49
for their personal benefit or 120
for their personal loyalty to 126
for their positions because of 91
for their positive effects on 88
for their possible effects on 376
for their possible relation to 67
for their potential ability to 151
for their potential effects on 243
for their potential impacts on 70
for their potential utility in 64
for their presumed ability to 67
for their products because of 192
for their protests against the 104
for their rebellion against the 419
for their reception outside of 40
for their relative ability to 87
for their relative neglect of 52
for their relative position in 50
for their relative success in 88
for their relative success or 78
for their religious beliefs as 43
for their religious beliefs by 43
for their religious beliefs in 161
for their religious beliefs is 45
for their religious beliefs or 122
for their religious opinions an 45
for their religious opinions as 93
for their religious opinions by 57
for their religious opinions in 129
for their religious opinions to 46
for their resolute refusal of 226
for their security against the 207
for their selfless devotion to 151
for their selfless service to 42
for their separate welfare by 43
for their services according to 365
for their services against the 314
for their services because of 116
for their services because the 49
for their spirited conduct in 110
for their steadfast devotion to 70
for their steadfast loyalty to 95
for their steadfast refusal to 57
for their steadfast support of 126
for their struggle against the 709
for their stubborn refusal to 201
for their supposed ability to 127
for their supposed failure to 46
for their survival against the 105
for their thickness remaining the 42
for their tireless devotion to 50
for their tireless efforts in 686
for their tireless efforts on 163
for their tireless efforts to 354
for their tireless support of 40
for their ultimate purpose the 48
for their ultimate success on 53
for their unflagging support of 124
for their unstinting efforts in 83
for their unstinting support of 113
for their unswerving devotion to 52
for their unswerving loyalty to 105
for their unwavering loyalty to 44
for their unwavering support in 85
for their unwavering support of 234
for their valuable efforts in 41
for their valuable remarks on 42
for their valuable support in 119
for their valuable support of 48
for their vigorous support of 56
for these children because it 68
for these children because of 116
for these children because the 44
for these innocent victims of 84
for these materials because of 40
for these negative results is 49
for these patients because it 77
for these patients because of 294
for these patients because the 98
for these patients depends on 79
for these positions because of 52
for these possible sources of 53
for these potential sources of 56
for these problems include the 45
for these products because of 62
for these purposes because it 200
for these purposes because of 227
for these purposes because the 59
for these purposes consist of 50
for these purposes depends on 90
for these purposes include the 74
for these questions appeared to 42
for those articles wherein we 54
for those children between the 52
for those conducting research in 53
for those conducting research on 48
for those directly related to 65
for those employed outside the 45
for those opposite offices of 98
for those patients receiving the 51
for those specially ordered or 64
for those students intending to 62
for three distinct classes of 123
for three separate classes of 42
for true equality between the 45
for what actually emerged on 43
for what actually happens in 164
for what actually happens is 52
for what concerns conduct or 41
for what happened between me 49
for what happened between the 60
for what happened between us 426
for what happened outside the 46
for what specific purpose is 47
for what specific purpose the 49
for whom military service is 59
for work directly related to 83
for years displaying towards my 49
for young children because it 279
for young children because of 342
for young children because the 116
for young children between the 100
for young children exposed to 53
for young children include the 74
for young children outside the 49
for your affection towards me 47
for your business depends on 78
for your complete success in 46
for your continuing efforts to 42
for your continuing support of 67
for your friendly offices so 41
for your generous donation of 63
for your generous donation to 56
for your generous present of 54
for your generous support of 82
for your goodness towards me 107
for your handsome present of 95
for your kindness towards me 221
for your security against the 56
for your situation depends on 47
for your specific product or 43
for your stalwart fellows in 113
for your tireless efforts in 41
for your unwavering support of 44
for your valuable present of 145
