far been based mainly on 46
few years later became the 592
few years later before the 49
few years later helped to 59
few years later joined the 133
few years later seemed to 61
few years later through the 142
few years longer before it 44
few years since before the 47
few years which member of 244
few years which remain to 51
few years would become the 133
few years would enable the 40
few years would result in 42
fit came which choked the 44
fit line drawn through the 56
fly like birds across the 60
fly like birds through the 81
fly like chaff before the 824
fly like ships before the 57
fly three times around the 47
for ages shows empire the 184
for breath every minute or 56
for bringing about changes in 1316
for bringing about changes of 54
for bringing about reform in 48
for bringing cases before the 54
for cell cycle arrest by 114
for cell cycle arrest in 123
for cheap metal suited to 239
for cost savings through the 44
for data entry should be 63
for drug abuse should be 43
for early breast cancer in 80
for early breast cancer is 90
for early breast cancer on 143
for early stage cancer of 71
for even brief periods of 199
for even longer periods in 88
for even longer periods of 511
for even minor changes in 64
for even short periods of 832
for even small changes in 99
for even small values of 141
for ever after unable to 40
for ever annex england to 70
for ever longer periods of 148
for fees small enough to 42
for fine linen shirts in 55
for firm hopes beyond the 46
for five hours before he 59
for five hours before it 47
for five hours before the 247
for five hours before we 50
for five hours instead of 48
for five hours through the 98
for five miles across the 79
for five miles around the 72
for five miles beyond the 90
for five miles through the 309
for five months before he 237
for five months before it 84
for five months before the 411
for five months instead of 94
for five months through the 61
for five weeks before he 56
for five weeks before the 182
for five weeks before we 50
for four hours before he 133
for four hours before it 62
for four hours before the 502
for four hours before we 79
for four hours instead of 106
for four hours should be 40
for four hours through the 119
for four major groups of 71
for four miles across the 57
for four miles through the 109
for four months before he 261
for four months before it 158
for four months before the 481
for four months before we 72
for four months instead of 134
for four months through the 66
for four months without the 57
for four score pieces of 41
for four weeks before he 56
for four weeks before the 354
for four weeks instead of 145
for free trade across the 56
for free trade rested on 43
for giving equal rights to 40
for giving equal weight to 83
for giving large powers to 101
for giving legal advice to 172
for giving legal effect to 159
for giving scant weight to 69
for giving short shrift to 194
for giving undue weight to 41
for giving users access to 40
for good action itself is 125
for good cause allows the 73
for good cause desire to 94
for good cause extend the 204
for great poetry appeals to 44
for great power status in 57
for having first opened the 52
for having given asylum to 76
for having given credit to 88
for having given orders to 90
for having given refuge to 129
for having lived through it 59
for having lived through the 114
for having sense enough to 70
for having taken charge of 127
for having taken notice of 42
for having taken orders in 50
for having taken refuge in 74
for high blood levels of 64
for high human values in 153
for just about anyone in 54
for just about anyone to 232
for life shall happen to 62
for life would always be 76
for loan funds created by 41
for loop steps through the 55
for love might rescue the 43
for making basic changes in 57
for making every effort to 345
for making major changes in 139
for making minor changes in 60
for making minor changes to 54
for making small changes in 68
for making small changes to 41
for many ethnic groups in 84
for many facts relating to 41
for many happy meetings in 58
for many hours before he 132
for many hours before it 105
for many hours before the 420
for many hours before we 53
for many hours through the 209
for many hours without the 115
for many miles across the 798
for many miles around as 277
for many miles around in 149
for many miles around is 157
for many miles around it 210
for many miles around the 687
for many miles around to 97
for many miles around us 79
for many miles before he 93
for many miles before it 147
for many miles before the 127
for many miles before us 59
for many miles before we 94
for many miles behind the 73
for many miles beyond it 45
for many miles beyond the 869
for many miles through the 886
for many miles toward the 74
for many months before he 837
for many months before it 512
for many months before the 1378
for many months before we 58
for many months beyond the 62
for many months engaged in 145
for many months enjoying the 47
for many months instead of 41
for many months through the 89
for many months unable to 57
for many months without the 218
for many older adults to 61
for many others around the 72
for many people across the 97
for many people around the 1121
for many weeks before he 179
for many weeks before it 102
for many weeks before the 691
for many weeks before we 60
for many weeks seemed to 41
for many weeks through the 61
for many weeks without the 46
for many women around the 78
for many would prefer the 75
for many yards almost in 43
for many yards around the 49
for many yards through the 46
for mine please return to 42
for more basic changes in 54
for more equal access to 99
for more loans raises the 51
for more money before the 42
for more rapid access to 53
for more rapid changes in 75
for more rapid methods of 85
for more venial errors in 58
for most ethnic groups in 68
for most goals scored in 53
for most major causes of 47
for most major cities in 65
for most people across the 48
for most people around the 139
for most people before the 57
for most people engaged in 40
for most people should be 46
for most people through the 58
for most people unless it 44
for most yards gained in 71
for moving blood through the 69
for moving large blocks of 71
for moving large bodies of 71
for moving large masses of 56
for moving water through the 45
for much easier access to 44
for much longer periods at 76
for much longer periods by 66
for much longer periods if 55
for much longer periods in 622
for much longer periods of 3538
for much longer periods to 98
for much longer unless we 59
for much longer without the 41
for much lower levels of 75
for much lower values of 88
for much would depend on 49
for nine hours before the 58
for nine hours through the 44
for nine miles through the 64
for nine months before he 203
for nine months before it 142
for nine months before the 287
for nine months before we 50
for nine months instead of 129
for nine months through the 43
for none could afford to 62
for nothing could exceed the 497
for nothing could induce me 42
for nothing could soften in 76
for nothing which belongs to 59
for nothing would grieve me 49
for nothing would induce me 54
for once again allowing me 48
for once oddly united in 63
for only brief periods at 74
for only brief periods in 114
for only brief periods of 1138
for only minor changes in 71
for only short periods at 255
for only short periods in 230
for only short periods of 4683
for only short periods on 43
for only short periods or 52
for only short periods to 70
for only small changes in 96
for only small values of 70
for only thirty pieces of 50
for other ethnic groups as 241
for other ethnic groups in 320
for other ethnic groups to 114
for other goods should be 41
for other goods without the 58
for other lands belonging to 44
for other large cities in 44
for other pages should be 65
for other people around the 48
for other people instead of 130
for other social groups in 48
for other social groups to 65
for poor human nature in 148
for poor human nature to 196
for poor people around the 70
for pure mother english by 54
for rays passing through the 110
for reading gives access to 71
for reading while watching the 74
for rich folks seldom go 57
for safe keeping through the 143
for sale shall refuse to 52
for seeing human nature in 42
for some basic changes in 69
for some blank spaces in 53
for some brief moment at 72
for some brief periods of 44
for some cause failed to 85
for some ethnic groups in 58
for some fixed amount of 68
for some fixed number of 221
for some fixed values of 102
for some fresh shavings to 57
for some given amount of 63
for some given number of 77
for some given values of 83
for some grazing animal to 67
for some happy openings in 47
for some hours before he 210
for some hours before it 265
for some hours before the 1099
for some hours before we 109
for some hours beside the 52
for some hours beyond the 44
for some hours through the 210
for some hours unable to 58
for some hours without the 63
for some large number of 53
for some large values of 60
for some lucky chance to 77
for some major changes in 190
for some miles across the 202
for some miles around the 136
for some miles before it 76
for some miles before the 63
for some miles before we 133
for some miles beyond the 131
for some miles through an 46
for some miles through the 373
for some minor changes in 205
for some months before he 530
for some months before it 305
for some months before my 49
for some months before the 1749
for some months before we 58
for some months beyond the 84
for some months engaged in 152
for some months farther of 148
for some months supply the 44
for some months through the 51
for some months unable to 86
for some older adults to 67
for some period before the 144
for some period beyond the 70
for some petty boston or 61
for some place beyond the 55
for some reason afraid of 61
for some reason afraid to 68
for some reason agreed to 62
for some reason anxious to 62
for some reason appears to 150
for some reason before the 101
for some reason begins to 60
for some reason beyond my 123
for some reason beyond the 169
for some reason called me 54
for some reason called the 133
for some reason choose to 63
for some reason chosen to 114
for some reason decide to 105
for some reason denied to 40
for some reason failed of 44
for some reason failed or 59
for some reason failed to 1603
for some reason forced to 60
for some reason forgot to 40
for some reason hidden in 114
for some reason instead of 74
for some reason looked at 55
for some reason missed the 47
for some reason needed to 63
for some reason neither of 156
for some reason neither the 60
for some reason prefer to 60
for some reason refuse to 60
for some reason seemed to 650
for some reason should be 87
for some reason tended to 43
for some reason thought he 53
for some reason thought it 141
for some reason thought of 182
for some reason thought to 69
for some reason unable or 45
for some reason unable to 1328
for some reason unclear to 46
for some reason wanted to 408
for some reason wished to 190
for some reason wishes to 172
for some rough nights on 74
for some short periods of 55
for some small amount of 167
for some small circle of 73
for some small degree of 99
for some small measure of 231
for some small number of 101
for some small pieces of 138
for some small portion of 111
for some small values of 156
for some stray morsel of 41
for some thirty leagues on 53
for some weeks before he 300
for some weeks before it 229
for some weeks before the 1261
for some weeks before we 84
for some weeks crowds of 43
for some weeks engaged in 50
for some weeks through the 46
for some weeks unable to 48
for some while before he 79
for some while before the 100
for some while greatly in 41
for some words spoken in 44
for such action should be 161
for such basic issues as 42
for such basic rights as 54
for such brief periods of 110
for such cases should be 118
for such clearing agency is 162
for such clearing agency or 181
for such costs should be 58
for such craft almost to 40
for such fuzzy reasoning in 62
for such items should be 107
for such large cities as 59
for such large forces as 45
for such large groups of 50
for such large values of 204
for such lengthy periods of 51
for such loans should be 48
for such longer periods as 90
for such major events as 81
for such minor changes as 42
for such minor crimes as 69
for such minor errors or 100
for such people except the 54
for such period should be 41
for such point source or 43
for such power belongs to 55
for such rapid changes in 45
for such short periods as 289
for such short periods of 314
for such small changes in 44
for such small groups as 45
for such small values of 177
for such study should be 76
for such testing should be 51
for such tests should be 56
for such trust before the 41
for such valid reasons as 48
for such white person to 52
for such works relating to 146
for such works should be 42
for such worthy causes as 192
for sums large enough to 48
for their armed forces in 53
for their armed forces to 40
for their blood supply on 59
for their brief moment of 81
for their cause through the 47
for their chief object the 455
for their chief object to 73
for their chief source of 131
for their chief supply of 62
for their chief united the 77
for their child should be 43
for their civil rights in 143
for their daily supply of 332
for their deeds before the 81
for their equal rights in 68
for their extra effort in 40
for their final attack on 45
for their final object the 65
for their first attack on 54
for their first chance to 56
for their first choice of 43
for their first couple of 66
for their first lesson in 109
for their first object the 63
for their first session in 73
for their first session of 50
for their first session on 64
for their first winter in 92
for their flour through the 43
for their goods through the 47
for their growing number of 70
for their hardy frames to 102
for their homes before the 46
for their human rights in 61
for their inept handling of 68
for their labor instead of 40
for their large flocks of 45
for their large number of 192
for their lives across the 385
for their lives before he 95
for their lives before the 587
for their lives beyond the 57
for their lives depend on 53
for their lives instead of 88
for their lives through the 469
for their lives toward the 207
for their local effect in 70
for their local effect on 102
for their lower levels of 113
for their major source of 248
for their march through the 87
for their money before the 71
for their money instead of 209
for their motion through the 61
for their names appearing in 55
for their needs instead of 49
for their needs through the 59
for their order should be 98
for their paper obtain the 78
for their passing through the 42
for their prime object the 86
for their short periods of 54
for their small amount of 44
for their small number by 86
for their small number of 77
for their souls through the 43
for their strong belief in 58
for their strong desire to 41
for their sweet voices or 43
for their terse energy of 52
for their usual livery of 126
for their vices whereof we 58
for their water supply on 286
for their water without the 49
for their women changed the 99
for their yearly supply of 40
for there could hardly be 214
for there never seemed to 74
for there seems little or 52
for there still remain the 42
for there would always be 1235
for there would surely be 82
for these brief periods of 42
for these cases should be 96
for these drugs should be 46
for these items should be 298
for these jolly fathers to 46
for these large values of 58
for these lower levels of 53
for these major changes in 49
for these outer actions do 54
for these parts should be 42
for these people before the 48
for these people should be 149
for these posts should be 59
for these short periods of 59
for these small values of 120
for these tasks should be 45
for these tests should be 210
for these units should be 56
for these whose ransom we 49
for these women should be 55
for these words seemed to 44
for third party access to 79
for third world leaders to 56
for third world nations in 62
for third world nations to 193
for third world states to 110
for those alert enough to 50
for those brave enough to 543
for those close enough to 85
for those eerie relics of 47
for those firms engaged in 54
for those first couple of 72
for those found guilty of 1554
for those hands before he 68
for those hardy enough to 123
for those lacking access to 41
for those learning english as 227
for those lucky enough to 2533
for those newly entering the 75
for those passing through the 150
for those people engaged in 53
for those people unable to 95
for those seeking access to 140
for those seeking further or 42
for those smart enough to 87
for those still engaged in 60
for those still unable to 44
for those strong enough to 238
for those wealthy enough to 393
for those which before the 55
for those which codify it 46
for those which relate to 81
for those which seemed to 46
for those which should be 135
for those whose access to 118
for those whose disease is 53
for those whose english is 44
for those whose income is 374
for those whose memory is 51
for those whose nature is 45
for those whose object in 40
for those whose object is 94
for those whose object it 43
for those whose office it 96
for those whose powers of 76
for those whose profit in 47
for those whose record the 65
for those whose speech is 58
for those whose status is 52
for those whose weight is 54
for those women unable to 42
for three fixed values of 99
for three hours across the 84
for three hours before he 459
for three hours before it 147
for three hours before the 863
for three hours before we 174
for three hours instead of 179
for three hours through the 302
for three hours watching the 45
for three hours without the 53
for three major groups of 82
for three miles across the 133
for three miles around the 79
for three miles before we 43
for three miles beyond the 109
for three miles through the 248
for three months across the 48
for three months before he 821
for three months before it 357
for three months before the 1451
for three months before we 173
for three months beyond the 152
for three months instead of 339
for three months should be 106
for three months starting in 45
for three months through the 160
for three months unless the 108
for three months without the 169
for three small pieces of 59
for three terms served as 92
for three weeks before he 589
for three weeks before it 233
for three weeks before the 1295
for three weeks before we 134
for three weeks instead of 175
for three weeks through the 92
for three weeks without an 63
for three weeks without the 73
for true bliss beyond the 54
for very brief periods at 71
for very brief periods in 186
for very brief periods of 1158
for very large changes in 129
for very large groups of 126
for very large number of 87
for very large values of 3405
for very rapid changes in 47
for very shame desire to 43
for very shame refuse me 84
for very short periods at 265
for very short periods by 46
for very short periods in 211
for very short periods is 59
for very short periods of 4333
for very short periods or 89
for very short periods to 144
for very small changes in 639
for very small groups of 146
for very small pieces of 186
for very small values of 4578
for very smart ladies to 46
for viola could scarce be 90
for what comes through the 47
for what could amount to 55
for what could become the 47
for what could happen if 56
for what could happen in 156
for what could happen to 212
for what freud called the 75
for what later became the 940
for what later proved to 72
for what might almost be 107
for what might amount to 56
for what might become of 144
for what might better be 70
for what might happen as 96
for what might happen at 94
for what might happen if 633
for what might happen in 812
for what might happen on 102
for what might happen to 1569
for what might remain of 64
for what often appears to 49
for what others thought of 182
for what people choose to 48
for what people should do 65
for what people thought of 137
for what people wanted to 55
for what reason impose on 93
for what reason should he 94
for what reason should the 106
for what reason should we 352
for what shall become of 77
for what shall happen to 136
for what would amount to 454
for what would become an 262
for what would become in 55
for what would become my 88
for what would become of 964
for what would become the 3606
for what would clearly be 76
for what would emerge as 69
for what would follow in 70
for what would happen at 60
for what would happen if 656
for what would happen in 495
for what would happen on 52
for what would happen to 1154
for what would likely be 124
for what would surely be 359
for whom every aspect of 46
for whom goods should be 54
for whom group therapy is 45
for whom heaven seemed to 47
for whom jesus christ is 113
for work which should be 44
for years about whether or 52
for years about whether the 62
for young girls should be 44
for young people across the 110
for young people around the 128
for young people belonging to 49
for young people beyond the 86
for young people engaged in 115
for young people entering the 390
for young people planning to 43
for young people should be 395
for young people through the 125
for young people unable to 59
for young women aspiring to 51
for young women entering the 75
for young women should be 51
for your child should be 153
for your exams online at 117
for your first choice if 56
for your first couple of 137
for your first lesson in 143
for your phone number or 46
for your waist should be 53
for your whole family is 141
for your whole family to 116
for youth likes better to 51
