faced towards me with such 70
first attempt of this kind 1335
first attempt of this sort 439
first attempt on her life 95
first attempt on his life 426
first attempt on his part 44
first attempt to bring down 42
first attempt to bring into 45
first attempt to bring some 178
first attempt to bring these 58
first attempt to fly from 60
first attempt to get away 216
first attempt to get into 195
first attempt to get some 45
first attempt to lay down 161
first attempt to put down 85
first attempt to put into 193
first attempt to put some 44
first attempt to put these 77
first attempt to run away 100
first attempt to set down 201
first attempt to set forth 210
first attempt to sit down 101
first attempt to use steam 56
first attempt to use such 61
first attempt to use these 44
first attempt to win over 46
first awakening of his mind 63
first baronet of his line 51
first baronet of that name 158
first baseman of all time 98
first basemen of all time 60
first because he had been 426
first because he has been 44
first because it had been 292
first because it has been 402
first because it was felt 45
first because it was made 40
first because it was more 70
first because it was such 86
first because no one else 42
first because of his great 82
first because of its great 53
first because of its high 160
first beginning of all evil 112
first beginning of all true 44
first believe in his good 47
first brought the pox into 226
first brought to bear upon 438
first brought to his trial 512
first brought to new york 132
first brought to that kind 43
first brought to this vile 73
first capital of new york 66
first captain of his time 56
first carried to new york 47
first carries in his bill 96
first century ad has been 42
first century as they were 236
first century bc and early 281
first century bc has been 42
first century bc they were 49
first century is far from 42
first century is not only 66
first century it had been 89
first century it has been 40
first century of han rule 65
first century of its life 463
first chapter in each part 110
first chapter in his book 119
first chapter in this book 1104
first chapter in this part 2086
first chapter in this unit 74
first chapter it has been 127
first chapter it was said 61
first chapter of any book 65
first chapter of each book 187
first chapter of each pair 63
first chapter of each part 116
first chapter of her book 1063
first chapter of her love 41
first chapter of his book 7755
first chapter of his fifth 40
first chapter of his great 306
first chapter of his life 538
first chapter of his rule 55
first chapter of his tenth 43
first chapter of his text 41
first chapter of his third 70
first chapter of his well 40
first chapter of his work 857
first chapter of our book 185
first chapter of our work 58
first chapter of phi beta 81
first chapter of that book 506
first chapter of that work 178
first chapter of this book 52174
first chapter of this hook 46
first chapter of this part 2387
first chapter of this same 66
first chapter of this tale 100
first chapter of this text 540
first chapter of this third 66
first chapter of this unit 194
first chapter of this work 4159
first chapter we are told 189
first chemist of his time 62
first citizen of new york 154
first classes of things were 163
first codicil to his will 149
first college of its kind 70
first company of its kind 166
first compare it with other 49
first concern is for their 52
first concern is with those 58
first concern is with what 124
first concern of all good 153
first concern of this book 42
first concert in new york 420
first congress at new york 56
first congress in new york 50
first congress of his term 79
first congress of its kind 45
first cousins to each other 222
first creature of that sort 172
first crosses in this case 44
first debater of his time 60
first decades of his life 107
first decades of his rule 49
first decades of its life 77
first decision in this case 51
first decision of its kind 109
first defense no one took 90
first devices of this type 54
first discuss it with your 108
first divided the day into 107
first divided the year into 141
first division of his army 473
first division of his book 42
first division of his work 92
first division of this book 137
first division of this work 255
first editions of his book 70
first editions of his poems 91
first editions of his work 198
first editions of this book 384
first editions of this work 362
first effects of his fury 67
first efforts in this line 61
first efforts of this kind 109
first election of its kind 46
first element in each case 41
first element in each list 45
first element in each pair 168
first element in this list 45
first element in this name 46
first element is that there 45
first element of each list 87
first element of each pair 369
first element of his name 68
first element of its type 59
first element of its wealth 69
first element of that list 98
first element of this list 145
first element of this name 76
first element of this word 44
first emerged in new york 43
first emotions of his anger 80
first emperor of that name 112
first enacted in new york 77
first enjoyed at any time 455
first entered the new york 132
first entries in his diary 42
first episode of low back 123
first equation of this pair 42
first european he had ever 42
first european to lay eyes 129
first european to see lake 224
first european to see these 57
first european to see what 42
first european to set eyes 453
first european to set foot 4058
first exacted an oath from 46
first example in each case 51
first example in each pair 82
first example in this book 137
first example is that line 98
first example of his work 43
first example of its kind 406
first example of its type 184
first example of that kind 80
first example of this came 60
first example of this form 97
first example of this kind 724
first example of this sort 103
first example of this type 795
first example we may take 102
first excited it has been 45
first exhibit of its kind 46
first explain to you what 56
first exposed to its fury 47
first factory of its kind 80
first factory of this kind 42
first founder of that gate 40
first fridays of each month 41
first friends in new york 111
first function of its kind 40
first furnace of this type 44
first general of his time 222
first glimpse of each other 157
first glimpse of her face 214
first glimpse of him from 50
first glimpse of him when 65
first glimpse of his face 539
first glimpse of his home 53
first glimpse of his wife 66
first glimpse of new york 378
first glimpse of this great 61
first glimpse of this vast 42
first handful of earth into 62
first history of its kind 46
first history of new york 47
first hominid to use fire 108
first husband of his wife 72
first illness of his life 65
first imparting to his wife 58
first impulse of her heart 175
first impulse of his anger 102
first impulse of his heart 130
first impulse of his mind 167
first impulse of his rage 64
first impulse of his wrath 92
first impulse to his great 75
first impulse to that great 41
first inquiry of its kind 43
first instant of that time 54
first journal of its kind 439
first journey of any length 49
first journey to new york 118
first kindled the dead coal 99
first knocked on his door 51
first language is one other 45
first lawyers of his time 93
first lecture in new york 234
first lessons in art from 65
first letters of each line 1094
first letters of each name 57
first letters of each word 842
first letters of her name 134
first letters of his name 786
first letters of its name 55
first letters to his wife 46
first library of its kind 49
first license of his youth 40
first limited to one side 93
first located in new york 268
first machine of its kind 190
first machine of its type 49
first machine of this kind 318
first machine of this type 302
first marriage he had five 164
first marriage he had four 354
first marriage he had nine 64
first marriage he had three 511
first married to sir john 83
first masters of his time 51
first members of each pair 105
first message to his lady 41
first minimum on one side 44
first miracle of our lord 101
first moments of her life 56
first moments of his anger 60
first moments of his life 125
first moments of his rage 41
first moments of his rule 42
first moments of his wrath 60
first moments of war till 113
first monarch of that name 140
first musician of his time 46
first natives we had seen 91
first noticed at this time 88
first noticed by sir john 46
first noticed in new york 75
first objects of all true 125
first objects of his care 131
first objects of its care 54
first objects of our care 219
first occasion he had been 205
first occasion he had ever 58
first occasion in her life 57
first occasion in his life 122
first occasion it had been 66
first occasion of her coming 141
first occasion of his coming 51
first occasion of his eager 85
first occasion of his seeing 73
first occasion of his taking 46
first occasion of his trying 102
first occasion of its having 63
first occasion of its kind 255
first occasion of this kind 126
first occasion to lay your 44
first offense of this kind 40
first offered by del webb 81
first offered it for sale 49
first officer of his rank 42
first officer of that rank 69
first officer of this kind 42
first officer of this ship 65
first offspring of this union 54
first opposed to each other 93
first ordered to this city 40
first outbreak of his anger 77
first outbreak of war some 45
first outcome of this work 49
first outline of his theory 54
first outline of this book 73
first painter of his time 107
first parents of our race 352
first parents to all their 62
first patrons at this time 93
first payment is due when 41
first payment is not made 80
first persons he saw were 49
first perusal of her face 43
first perusal of him will 43
first perusal of this work 53
first phalanx of each finger 131
first picture in this book 109
first picture of his life 49
first picture of this kind 48
first picture on this page 94
first planted in his mind 96
first position in this part 48
first position is that there 42
first position of its kind 67
first prayers at her knee 50
first prelude of his arms 63
first premise is not true 67
first premise is that there 56
first premise of this book 69
first present he had ever 44
first present in her life 43
first present me with some 84
first present to his mind 54
first printed in new york 312
first printer in new york 62
first priority at this time 47
first priority in her life 49
first priority in his life 78
first problem is that even 42
first problem is that many 136
first problem is that most 308
first problem is that only 94
first problem is that some 76
first problem is that such 63
first problem is that there 474
first problem is that these 103
first problem is that when 47
first problem of this kind 52
first process of this type 53
first product of its kind 208
first product of its type 44
first product of this kind 46
first product of this type 67
first program of its kind 1203
first program of its type 58
first program of this kind 51
first program of this type 86
first project in this book 51
first project of its kind 1100
first project of its type 57
first project of this kind 154
first project of this type 115
first purpose of his coming 43
first purpose of this book 424
first purpose of this work 78
first quarter of his arms 78
first quarter of his life 325
first quarter of its length 55
first quarter of this book 59
first question in each case 42
first question in his mind 44
first question in this case 401
first question is how many 146
first question is how much 524
first question is not clear 55
first question is not what 90
first question is that there 228
first question on her side 125
first question to ask here 120
first question to ask when 584
first question we ask when 91
first recital in new york 119
first recording of this work 52
first reduced to one third 107
first refusal on any sale 69
first refusal on his next 57
first related to sir john 67
first request of its kind 40
first request of this kind 54
first research of its kind 69
first research of this kind 45
first resolve by all arts 170
first results of his work 126
first results of our work 60
first results of this kind 67
first results of this type 47
first results of this were 42
first results of this work 205
first satisfy me that there 47
first scholar of his time 113
first schools of this type 50
first sections of this book 482
first sections of this work 47
first seminar of its kind 53
first service of its kind 129
first service of this kind 78
first settled in new york 879
first settled in that part 106
first settled in this land 60
first settled in this part 142
first settler in that part 92
first settler in this part 82
first settler in this town 69
first settler of that name 172
first settler of this town 44
first society in new york 56
first society of its kind 221
first society of this kind 202
first society of this type 60
first sojourn in new york 48
first sojourn in that city 42
first soldier of his time 77
first sounded on this land 72
first spaniard to set foot 104
first started in new york 225
first started it was very 52
first started to his mind 248
first statute of its kind 40
first statute of this kind 67
first stepped in was made 40
first stirred by her aunt 76
first stirrings of new life 99
first student in each line 173
first studies of its kind 180
first studies of this kind 298
first studies of this sort 156
first studies of this type 280
first success in new york 94
first success in this line 65
first success of his arms 193
first swimmer to win four 49
first systems of this kind 54
first systems of this type 42
first thoughts he had ever 87
first threatens us with evil 88
first thursday in each month 304
first thursday of each month 3281
first tragedy of her life 46
first tragedy of his life 46
first trained to his work 60
first trained to run down 57
first treatise of its kind 132
first treatise of this book 55
first triumph of his life 48
first trouble he got into 49
first tuesday in each month 546
first tuesday in may next 417
first tuesday of each month 4940
first tuesday of may next 441
first vacation in six years 48
first vacation in ten years 70
first vacation in two years 105
first vacation of his life 48
first vehicle of its kind 69
first venture in this line 156
first venture of its kind 367
first venture of this kind 205
first venture of this sort 41
first vessels of this type 41
first victims of his rage 50
first victory of any kind 52
first village of any size 111
first village on our road 53
first village we had seen 73
first volumes of his great 57
first volumes of his work 110
first volumes of this great 63
first volumes of this work 199
first weekend of each month 218
first witness in this case 47
first writers of his time 108
fishing vessels of not less 329
fishing vessels or any other 153
fishing village of that name 113
fists doubled up and ready 43
fists planted on her hips 223
fists planted on his hips 201
fists propped on her hips 60
fitting closely to each other 77
fitting closely to its life 53
fitting memorial to this great 45
fitting relation to each other 71
fitting tribute to all those 43
fitting tribute to his life 128
fitting tribute to his work 66
fitting tribute to his worth 105
fitting tribute to this great 91
fixed against the east wall 45
fixed capital of any kind 301
fixed chiefly by this town 40
fixed devotion of his heart 73
fixed position of his eyes 88
fixed purpose in her mind 56
fixed purpose in his mind 279
fixed purpose of his heart 96
fixed purpose of his life 88
fixed purpose of his mind 55
fixed relation to each other 2102
fixed rigidly at both ends 99
fixed steadily on her face 43
fixed steadily on his face 60
flame flicked at her from 96
flame replied to them from 43
flaming scarlet of his body 72
flask similar to that used 48
flats exposed at low tide 348
fleet arrived at new york 67
fleet arrived in new york 61
fleet cruised up and down 81
flesh according to his gift 130
flexing muscles of his back 49
flies settled on his nose 56
floor against the far wall 318
floor against the rear wall 43
floor between the two beds 191
floor between the two rows 71
floor timbers on one side 236
floor together on this very 90
floor windows of sir pitt 97
flowing contour of his body 65
flowing loosely at his back 82
flowing together is not seen 44
flows between the two areas 48
fluid allowed to run into 54
fluid because of its high 69
flush appeared on her face 67
flush appeared on his pale 40
flush mounted to her brow 101
flush mounted to her face 141
flush mounted to his brow 114
flush mounted to his face 121
flute pressed to his lips 61
foods because of its high 45
fools offends at any time 80
force applied at any other 41
force applied at its free 45
force applied at one part 95
force applied to any part 58
force applied to one part 51
force applied to one side 73
force because it had been 64
force because it has been 97
force between the two ends 43
force between the two great 40
force between the two sets 47
force brought to bear upon 1614
force capable of being used 107
force capable of doing work 140
force depends on how much 48
force exerted by any string 138
force exerted by each body 49
force exerted by each hand 41
force exerted by one body 519
force exerted by one mass 372
force exerted by one part 106
force exerted by one pole 53
force exerted on each other 57
force exerted on each side 43
force exerted on each unit 90
force exerted on one body 61
force exerted on one side 87
force herself to sit down 45
force himself on her when 40
force himself on his wife 77
force himself to his feet 221
force himself to sit down 114
force opposed to them been 54
force ordered in this case 97
force present in all living 108
force superior to any band 178
force superior to any other 136
forcing ethelred to fly into 56
forcing herself to her feet 75
forcing himself to his feet 119
forms related to each other 76
forms similar to each other 40
forty degrees on each side 119
forty members of that body 45
forty millions to not more 61
forty minutes by car from 86
forty minutes of his last 115
forty minutes to get back 232
forty minutes to get from 69
forty minutes to get here 67
forty minutes to get home 50
forty minutes to get into 48
forty minutes to get there 458
forty minutes to one hour 471
forty notches on his pole 40
forty percent of his body 65
forty percent of his time 40
forty percent of them were 55
forty persons of all ages 45
forty shillings at one time 53
forty shillings on each sack 194
forty thousand in new york 51
forty thousand of all arms 50
forty thousand of her best 63
forty thousand of his best 60
forty thousand of them have 42
forty thousand of them left 58
forty thousand of them were 231
found against the east wall 45
found because it has been 40
found between the two areas 80
found between the two data 42
found between the two last 48
found between the two main 138
found between the two most 111
found between the two sets 450
found capable of being made 56
found chiefly in new york 81
found clasped in each other 127
found comfort in being able 107
found comfort in each other 776
found comfort in her arms 41
found comfort of any kind 94
found delight in each other 42
found engraved on her heart 103
found engraved on his heart 88
found entered in due form 52
found everything as you left 113
found everything to his liking 219
found faithful at his post 61
found fortune at one time 243
found herself at his side 60
found herself at that time 102
found herself at this time 82
found herself by his side 61
found herself by this time 124
found herself in her room 123
found herself in his arms 976
found herself in new york 220
found herself in that part 69
found herself on her back 806
found herself on her feet 701
found himself as far from 113
found himself at any time 273
found himself at her feet 59
found himself at her side 113
found himself at his aunt 131
found himself at his desk 101
found himself at his wits 86
found himself at one time 147
found himself at that time 256
found himself at this time 211
found himself by her side 163
found himself in due time 40
found himself in her arms 134
found himself in his early 65
found himself in his last 70
found himself in his room 192
found himself in his true 49
found himself in his turn 52
found himself in his work 58
found himself in his youth 65
found himself in new york 1616
found himself in that city 72
found himself in that most 127
found himself in that part 90
found himself in that very 51
found himself in this same 45
found himself on dry land 85
found himself on his back 1460
found himself on his face 76
found himself on his feet 1454
found himself on his legs 46
found himself on one knee 47
found himself on one side 57
found himself on this side 46
found himself or has lost 106
found himself so far from 79
found himself to his great 112
found listening to its holy 43
found located at our very 78
found obscene in new york 53
found opposed to each other 80
found osborne in his room 41
found outside of new york 122
found perhaps in any other 117
found pleasure in any risk 53
found pleasure in being able 115
found pleasure in each other 433
found pleasure in his work 139
found several of them very 99
found shelter in each other 47
found stabbed in his room 67
found success in new york 106
found superior to all other 99
found superior to any other 340
found support in each other 48
found together in any other 184
found together in one spot 66
found wandering up and down 238
found weltering in that huge 66
found written in this book 64
found written on her heart 374
found written on his heart 159
fourth attempt on his life 40
fourth century at any rate 78
fourth century it had been 120
fourth century it has been 82
fourth century it was used 47
fourth chapter in this part 58
fourth chapter of her book 40
fourth chapter of his book 425
fourth chapter of his third 47
fourth chapter of his work 141
fourth chapter of that book 57
fourth chapter of this book 2231
fourth chapter of this part 119
fourth chapter of this work 422
fourth editions of this book 91
fourth editions of this work 52
fourth fridays of each month 150
fourth largest of its kind 112
fourth mondays in each month 70
fourth mondays of each month 519
fourth sections of this book 53
fourth sundays of each month 183
fourth thursday in may next 169
fourth thursday of each month 272
fourth tuesday in each month 60
fourth tuesday of each month 384
fourth volumes of this work 78
fourth weekend of each month 44
frame certain of his living 75
frame similar to that used 112
frank account of his life 67
freed himself of his iron 91
freer passage to his tears 167
fresh attempt is being made 40
fresh attempt on his part 45
fresh attempt on this camp 57
fresh attempt to win over 64
fresh bruises on her face 47
fresh bruises on his face 44
fresh chapter in his life 44
fresh courage to beat back 50
fresh deposit of mud from 43
fresh flowers in each room 80
fresh flowers in her hair 422
fresh flowers in her hand 81
fresh flowers in her room 89
fresh flowers in his hand 54
fresh flowers in his room 82
fresh flowers on her desk 59
fresh laurels of any kind 43
fresh laurels to her fame 63
fresh laurels to his brow 67
fresh laurels to his fame 100
fresh pledges of her love 58
fresh reports of its having 90
fresh suffering in that very 62
front against the red army 84
front pockets of her jeans 307
front pockets of his blue 51
front pockets of his jeans 1190
frost covered the old snow 41
frothing measures to this room 62
frown appeared on her brow 104
frown appeared on her face 166
frown appeared on his brow 90
frown appeared on his face 302
frown deepening on his face 97
frown gathered on her brow 618
frown gathered on his brow 593
frown gathered on his face 142
frown settled on her face 130
frown settled on his brow 226
frown settled on his face 340
froze halfway to her mouth 78
froze halfway to his mouth 61
fruit according to its kind 631
fruit because of his youth 96
fully according to her mind 62
fully assured me that such 75
fully believe it was five 79
fully brought to bear upon 70
fully capable of being used 69
fully capable of doing their 44
fully capable of doing what 72
fully capable of that high 84
fully covered by new rule 64
fully covered in this book 149
fully devoted to his work 41
fully dressed as they were 49
fully dressed on his bunk 41
fully expecting to see some 82
fully explain to you what 69
fully exposed to his gaze 60
fully exposed to his view 105
fully exposed to our view 104
fully insured if you have 66
fully matured in his mind 41
fully present in each part 72
fully present to each other 136
fully present to his mind 192
fully provide me with bread 324
fully realized at that time 71
fully realized at this time 83
fully realized by this time 43
fully realized in this life 137
fully settled at that time 48
fully settled in his mind 85
fully settled in new york 124
fully visible on this side 40
funds current in new york 57
funds remaining in that bank 67
funny twinkle in his eyes 48
fused together in his mind 68
fusion reactions in its core 189
fussy ruffles or too many 64
