fan with 65 far bear 66
for far 44 for with 110
for than 56 for they 42
for not 51 for are 40
for you 62 for but 45
for that 108 for that 401
for are 62 for was 79
for that 380 for are 89
for was 115 for all 918
for that 211 for and 94
for any 49 for are 191
for can 171 for did 62
for does 57 for had 72
for has 45 for his 171
for its 140 for may 79
for not 46 for one 225
for she 85 for that 4348
for they 790 for this 75
for was 170 for you 88
for not 673 for man 43
for one 180 for was 43
for all 115 for not 68
for are 59 for who 57
for are 42 for than 530
for not 69 for are 72
for not 394 for was 87
for with 104 for not 162
for that 130 for that 111
for than 72 for that 138
for that 249 for they 158
for was 69 for not 124
for day 72 for had 76
for than 141 for that 2898
for our 40 for our 69
for see 42 for all 570
for that 55 for this 56
for out 140 for see 89
for they 66 for her 57
for his 218 for how 48
for being 55 for each 86
for eating 117 for his 75
for its 50 for she 50
for that 297 for they 72
for this 116 for you 89
for and 116 for for 84
for day 4753 for two 58
for and 48 for than 74
for for 100 for and 49
for her 45 for than 78
for she 75 for they 177
for for 452 for his 60
for she 133 for they 213
for you 112 for than 204
for being 50 for they 45
for you 64 for being 75
for her 119 for his 551
for its 124 for she 59
for that 604 for they 125
for this 76 for not 57
for year 918 for than 104
for than 48 for his 74
for she 79 for they 99
for for 102 for his 68
for she 94 for they 82
for are 67 for than 44
for and 42 for and 101
for and 63 for are 55
for being 68 for her 126
for his 245 for its 54
for our 55 for she 86
for that 800 for they 144
for this 108 for you 186
for six 49 for two 45
for year 799 for than 63
for for 61 for than 79
for her 49 for his 65
for she 126 for they 169
for for 176 for being 42
for her 77 for his 83
for she 169 for they 218
for you 78 for and 81
for and 152 for not 72
for and 148 for out 41
for and 58 for had 65
for that 366 for that 99
for him 69 for day 63
for and 57 for and 219
for and 239 for with 57
for you 51 for this 79
for and 518 for get 42
for put 44 for see 100
for bed 62 for you 46
for out 75 for that 56
for out 60 for get 51
fro and 70 fry and 44
