falling much 47 fancy able 40
found defy 71 found deny 101
found draw 194 found drop 82
found even 51 found face 82
found feed 174 found feel 174
found fill 267 found find 116
found fool 86 found form 64
found free 580 found fund 70
found fuse 146 found gain 357
found give 1603 found grow 293
found hack 42 found halt 47
found have 1353 found help 2079
found hide 294 found hire 42
found hold 361 found hurt 139
found india 74 found join 246
found jump 53 found keep 3232
found kill 589 found know 74
found land 41 found learn 176
found leave 592 found lick 50
found lift 87 found like 52
found link 303 found live 2137
found lock 55 found look 175
found lose 172 found love 184
found lure 49 found make 13665
found mark 61 found mass 207
found meet 744 found meld 41
found mend 46 found move 617
found open 865 found pass 375
found peace 55 found pick 92
found play 324 found pull 198
found push 191 found reach 1073
found ride 52 found rise 113
found ruin 66 found rule 62
found save 1351 found sell 241
found send 736 found ship 49
found show 471 found shut 140
found slip 409 found slow 169
found sneak 358 found sort 51
found speak 473 found stay 740
found steal 211 found step 84
found stop 1354 found take 1717
found talk 650 found tame 56
found teach 236 found tell 948
found test 195 found thank 78
found their 141 found think 113
found throw 132 found trap 48
found treat 189 found turn 1785
found undo 44 found vent 90
found walk 99 found warn 98
found weave 81 found weld 165
found wipe 42 found work 1457
found wrap 40 found harm 51
found hour 53 found more 200
found need 174 found time 66
found many 45 found much 217
found come 61 found give 85
found have 93 found keep 138
found learn 72 found leave 47
found look 47 found make 168
found play 46 found take 126
found think 47 found wait 49
found walk 53 found work 135
found much 53 found love 45
found last 76 found like 50
found only 519 found have 91
frame such 54 frame laws 94
fringes berg 41 front arms 327
