fang may do that which 69
fear that if they admit 160
fear that if they allow 306
fear that if they begin 48
fear that if they raise 52
fear that if they really 41
fear that if they reveal 46
fear that if they start 128
fear that in this world 102
fear that is not based 41
fear that it may appear 98
fear that it may cause 338
fear that it may enjoy 364
fear that it may never 115
fear that it may prove 400
fear that it may ripen 85
fear that it too would 49
fear that it was about 488
fear that it was never 95
fear that it was rather 149
fear that it was really 41
fear that no one could 166
fear that no one dared 45
fear that no one would 1202
fear that on this point 48
fear that the act would 108
fear that the air force 41
fear that the boy might 289
fear that the boy would 280
fear that the car would 97
fear that the day might 47
fear that the day would 108
fear that the dead might 143
fear that the dead would 110
fear that the dog might 41
fear that the dog would 121
fear that the earth would 151
fear that the hog might 59
fear that the law might 42
fear that the law would 252
fear that the man might 256
fear that the man would 397
fear that the men might 163
fear that the men would 361
fear that the mob would 124
fear that the new state 110
fear that the old woman 202
fear that the sum total 96
fear that the sun might 199
fear that the sun would 278
fear that the war could 109
fear that the war might 802
fear that the war would 1040
fear that we are about 344
fear that we are alone 44
fear that we are bound 144
fear that we are running 203
fear that we are still 167
fear that we are wasting 120
fear that we can never 60
fear that we may haply 53
fear that we may never 196
fear them as they would 40
fear was in her voice 41
fear you do not fully 104
fear you do not quite 151
fed all the year round 349
fed and of going hungry 273
fed and the dear nation 125
fed him at her breast 115
fed him in his exile 89
fed out of all shape 98
fed them at his table 46
fed with my own hands 102
fed you at her breast 50
few and so far apart 53
few are in use today 50
few are of any value 71
few are on all human 42
few are the men whose 44
few men at any period 87
few men in each group 46
few men in his place 43
few men in this house 66
few men in this outer 53
few men in this world 1184
few men of any party 50
few men of his class 113
few men of his stamp 63
few men of our times 44
few men of real merit 40
few men of that period 57
few men of this class 64
few men of this stamp 121
few men on both sides 162
few that do not agree 42
few that we can boast 69
few that we can solve 50
few things as they occur 50
few things at this point 52
few things he had taken 52
few things in his favor 41
few things in our lives 102
few things in our world 48
few things in this world 4359
few things is she weaker 52
few things of any value 62
few things to say about 1666
few things to you about 58
few who do not admit 84
few who do not agree 77
few who do not belong 71
few who do not carry 43
few who do not drink 43
few who do not enjoy 106
few who do not share 89
few who do not write 52
fir are in our times 43
fit and do not prove 64
fit for it than women 47
fit for the new world 388
fit him to his social 105
fit his or her needs 768
fit his or her style 48
fit out the two canoes 83
fit with the real world 154
fix her up all right 146
fix him up all right 187
fix that up all right 349
fix them in one place 47
fix them in our minds 248
fix them in that black 62
fix things up all right 101
fix this in our minds 95
fix you up all right 760
fix you up with anything 76
fling her on her knees 48
fling him in head first 50
fly all the year round 54
fly for the air force 123
fly leaf of his bible 44
fly out if she dared 56
fly out of her chest 259
fly out of her hands 104
fly out of his chair 49
fly out of his hands 341
fly out of our mouths 52
fly out the day after 54
fly out to one place 156
fly out to san diego 71
fly with the air force 45
foes are in our midst 101
fog and the fog moves 50
fog out of his brain 43
for aid of all kinds 121
for aid to his father 104
for aid to his mother 48
for air as she tried 40
for all at all times 421
for all at any given 82
for all at this stage 54
for all do not allow 90
for all he had given 375
for all he had spent 77
for all he has given 785
for all he hath taken 41
for all he may state 64
for all if they could 52
for all if they would 64
for all in any given 42
for all in his house 69
for all in one place 43
for all in that paper 50
for all in this world 331
for all is one coast 49
for all it had given 56
for all it has given 117
for all of her adult 436
for all of her needs 329
for all of her people 99
for all of her stock 80
for all of her thirty 52
for all of his adult 1326
for all of his books 119
for all of his costs 49
for all of his father 68
for all of his fifty 42
for all of his films 83
for all of his forty 47
for all of his gifts 59
for all of his later 252
for all of his major 65
for all of his money 55
for all of his needs 334
for all of his people 532
for all of his plays 54
for all of his power 107
for all of his short 85
for all of his sixty 65
for all of his social 60
for all of his staff 45
for all of his stock 218
for all of his thirty 190
for all of his wives 44
for all of his working 243
for all of his works 136
for all of his writing 147
for all of its appeal 44
for all of its beauty 94
for all of its books 47
for all of its class 51
for all of its costs 311
for all of its crime 74
for all of its debts 145
for all of its first 47
for all of its flaws 133
for all of its hairy 42
for all of its local 52
for all of its major 141
for all of its needs 178
for all of its parts 174
for all of its people 796
for all of its power 147
for all of its sales 59
for all of its seeming 146
for all of its social 43
for all of its stock 2419
for all of its users 88
for all of its value 44
for all of new spain 172
for all of one night 43
for all of one party 61
for all of our books 114
for all of our cases 47
for all of our human 65
for all of our later 46
for all of our lives 805
for all of our major 70
for all of our moral 44
for all of our mother 48
for all of our nation 103
for all of our needs 617
for all of our party 63
for all of our people 1765
for all of our sakes 1033
for all of our social 149
for all of our staff 51
for all of our thinking 121
for all of six months 176
for all of six weeks 65
for all of that first 45
for all of that later 69
for all of that period 83
for all of that stuff 58
for all of that which 80
for all of them above 49
for all of them after 101
for all of them alike 118
for all of them could 176
for all of them either 46
for all of them every 82
for all of them might 87
for all of them right 45
for all of them seems 40
for all of them shall 91
for all of them since 132
for all of them taken 173
for all of them under 52
for all of them until 76
for all of them which 118
for all of them while 96
for all of them within 97
for all of them would 572
for all of this change 53
for all of this class 73
for all of this group 78
for all of this money 97
for all of this period 126
for all of this rather 69
for all of this season 43
for all of this stuff 96
for all of this world 55
for all of this would 84
for all of two hours 183
for all of two months 181
for all of two weeks 312
for all of you people 46
for all of you share 62
for all of you today 117
for all on this point 42
for all or any class 103
for all the aid which 76
for all the bad press 67
for all the bad stuff 111
for all the bad taste 76
for all the bad times 115
for all the big names 43
for all the big packing 45
for all the dead people 117
for all the earth shall 459
for all the eye could 62
for all the fun times 98
for all the heat which 45
for all the ill which 138
for all the joy which 91
for all the long hours 269
for all the long months 66
for all the meat which 54
for all the men under 75
for all the men whose 53
for all the new books 40
for all the new people 98
for all the new words 50
for all the new world 48
for all the old people 156
for all the old women 86
for all the one class 108
for all the real wants 86
for all the red fruit 182
for all the sin which 40
for all the six hours 47
for all the six months 45
for all the tear round 145
for all the then known 74
for all the things about 46
for all the things people 59
for all the things which 1461
for all the things whose 40
for all the use cases 60
for all the web pages 160
for all the web sites 57
for all the year round 3398
for all to die where 54
for all to hear about 48
for all to his owner 49
for all to read about 61
for all to see after 96
for all to see since 68
for all to see today 89
for all to see under 40
for all to see until 120
for all to see where 56
for all to see which 44
for all to see while 158
for all to see would 76
for all we can prove 93
for and at his option 147
for and in its place 124
for and the real value 46
for any of her debts 48
for any of her silly 50
for any of his books 126
for any of his debts 107
for any of his deeds 101
for any of his films 49
for any of his later 113
for any of his major 40
for any of his needs 65
for any of his people 285
for any of his plays 105
for any of his staff 40
for any of his wives 92
for any of his words 42
for any of his works 321
for any of its debts 97
for any of its facts 43
for any of its major 88
for any of its parts 234
for any of its people 44
for any of its stock 343
for any of our nation 55
for any of our party 139
for any of our people 292
for any of our ships 41
for any of that hated 48
for any of that stuff 180
for any of them could 41
for any of them either 110
for any of them might 40
for any of them until 135
for any of them would 114
for any of this class 42
for any of this stuff 138
for any or all goods 71
for any or all items 45
for any or all parts 65
for any or all types 69
for any or for every 41
for any thing and every 111
for any thing but money 77
for any thing but sport 54
for any thing for which 123
for any thing may serve 48
for any thing that comes 64
for any thing that could 301
for any thing that looks 132
for any thing that might 632
for any thing that shall 60
for any thing that would 214
for any thing they could 228
for any thing they might 74
for any thing they would 47
for any thing this world 45
for any thing you could 43
for art of all kinds 120
for aye on his guard 66
for being at all times 74
for being if you could 72
for being in any sense 44
for being in his house 119
for being in that place 72
for being in that state 112
for being in this place 132
for being in this state 99
for being in this world 220
for being on his guard 77
for being on our guard 63
for being so hot about 51
for being so long about 155
for being the real cause 43
for being up and about 60
for both king and people 81
for both king and queen 147
for both me and emily 87
for both of her hands 54
for both of our lives 68
for both of our sakes 289
for both of them after 174
for both of them alike 47
for both of them began 50
for both of them could 74
for both of them might 57
for both of them right 59
for both of them since 139
for both of them under 61
for both of them until 138
for both of them which 77
for both of them while 167
for both of them within 54
for both of them women 45
for both of them would 358
for both of them wrote 43
for both of you would 54
for both or for either 53
for both sea and river 75
for both the air force 324
for both the lay reader 40
for both the new mother 46
for both the old people 47
for day to day needs 187
for day to day running 153
for day to day working 63
for death at all times 49
for did he not paint 214
for did he not write 109
for does it not twine 41
for doing an act which 265
for doing as one likes 318
for doing as they please 50
for doing it had ceased 62
for doing me this favor 56
for doing so and would 53
for doing so are based 59
for doing so are found 42
for doing so are given 242
for doing so are noble 45
for doing so are often 103
for doing so are quite 115
for doing so are rather 51
for doing so are still 194
for doing so are strong 51
for doing so being given 41
for doing so had never 85
for doing so has never 41
for doing so that would 57
for doing so was based 107
for doing so was given 46
for doing so was never 42
for doing so was quite 54
for doing the job right 298
for doing the things which 239
for each of her books 53
for each of her eight 69
for each of her first 50
for each of her seven 72
for each of his adult 48
for each of his books 139
for each of his eight 310
for each of his films 85
for each of his fingers 53
for each of his first 257
for each of his girls 57
for each of his major 355
for each of his people 130
for each of his plays 101
for each of his seven 268
for each of his ships 63
for each of his thirty 44
for each of his wives 935
for each of his women 41
for each of his words 49
for each of his works 193
for each of its child 119
for each of its eight 169
for each of its faces 50
for each of its first 200
for each of its input 71
for each of its lines 76
for each of its links 60
for each of its local 73
for each of its major 1183
for each of its nodes 46
for each of its parts 722
for each of its ports 66
for each of its seven 145
for each of its ships 45
for each of its sides 93
for each of its sixty 41
for each of its terms 67
for each of its thirty 58
for each of its units 85
for each of its users 55
for each of its wards 43
for each of our eight 77
for each of our flags 44
for each of our forty 50
for each of our lives 864
for each of our major 122
for each of our party 205
for each of our seven 96
for each of six major 107
for each of six months 63
for each of six types 59
for each of them after 77
for each of them alike 78
for each of them alone 70
for each of them based 51
for each of them could 138
for each of them every 75
for each of them might 50
for each of them shall 96
for each of them taken 77
for each of them under 69
for each of them until 53
for each of them which 185
for each of them while 60
for each of them within 102
for each of them would 408
for each of two cases 57
for each of two major 46
for each of two people 123
for each of two types 103
for each of you every 44
for earth or for heaven 57
for ease of use while 47
for eating or for cooking 43
for fear in this house 54
for fear no one would 81
for fear of air raids 381
for fear of any danger 202
for fear of any fatal 55
for fear of bad weather 58
for fear of being again 130
for fear of being alone 193
for fear of being asked 352
for fear of being beaten 850
for fear of being blown 472
for fear of being bored 93
for fear of being burnt 421
for fear of being drawn 436
for fear of being duped 94
for fear of being either 134
for fear of being fined 126
for fear of being fired 1199
for fear of being found 2148
for fear of being given 237
for fear of being hanged 659
for fear of being known 270
for fear of being moved 232
for fear of being raped 160
for fear of being shown 107
for fear of being singled 113
for fear of being slain 106
for fear of being spied 70
for fear of being stuck 251
for fear of being swept 314
for fear of being sworn 65
for fear of being taken 4407
for fear of being taxed 198
for fear of being teased 148
for fear of being thrown 447
for fear of being under 275
for fear of being upset 59
for fear of being voted 51
for fear of doing anything 59
for fear of doing worse 83
for fear of going blind 108
for fear of her falling 55
for fear of her father 629
for fear of her getting 41
for fear of her mother 116
for fear of her place 52
for fear of his falling 78
for fear of his father 884
for fear of his getting 86
for fear of his mother 326
for fear of his power 104
for fear of its abuse 40
for fear of its breaking 100
for fear of its falling 260
for fear of its getting 271
for fear of its power 49
for fear of jay gould 54
for fear of not finding 273
for fear of not getting 1161
for fear of not knowing 135
for fear of not meeting 95
for fear of not reaching 54
for fear of our falling 111
for fear of our lives 103
for fear of that error 41
for fear of that which 131
for fear of who might 66
for fear on this score 51
for fear the boy might 50
for fear the boy would 48
for fear the man might 53
for fear the man would 117
for fear the men would 130
for fear the war would 40
for few of them could 134
for few of them would 116
for fun in his spare 70
for fun or for money 75
for god at all times 54
for god by few words 67
for god in his mercy 157
for god in our hearts 143
for god in our lives 202
for god in our world 44
for god in this wager 199
for god in this world 951
for god is not bound 80
for god is our father 103
for god or for others 62
for god or for satan 88
for god to bring about 950
for going on two weeks 56
for going so far every 55
for going to her house 49
for going to his house 57
for going to law about 81
for going to that place 44
for going to this place 42
for going to war which 60
for had he not found 45
for had he not given 112
for had he not known 58
for had he not saved 95
for had he not shown 59
for had he not taken 209
for had my dear uncle 83
for has he not given 91
for hay or for grain 43
for hay or for grazing 51
for hay or for soiling 54
for heat as for light 87
for heat of air under 76
for her as for others 101
for her as her father 73
for her as her mother 86
for her as his bride 70
for her as his mother 108
for her as his queen 66
for her as one would 211
for her as she began 86
for her as she cared 80
for her as she comes 45
for her as she could 186
for her as she drove 45
for her as she grows 98
for her as she moved 76
for her as she moves 44
for her as she spoke 52
for her as she stood 219
for her as she tried 127
for her as she tries 42
for her as she would 271
for her as they could 81
for her as they might 49
for her as they would 124
for her as you would 104
for her at all hours 45
for her at all since 53
for her at all times 316
for her at any price 77
for her at her father 207
for her at her hotel 137
for her at her house 299
for her at her mother 103
for her at her place 50
for her at her wedding 46
for her at his house 199
for her at his table 67
for her at one point 48
for her at our house 58
for her at that point 148
for her at that stage 57
for her at this period 86
for her at this point 529
for her at this stage 169
for her by her father 3575
for her by her first 47
for her by her lover 64
for her by her mother 2143
for her by her people 64
for her by her royal 60
for her by her uncle 125
for her by her white 55
for her by our works 66
for her he had never 171
for her he was still 41
for her he was willing 52
for her if her father 131
for her if her mother 74
for her if she asked 164
for her if she chose 156
for her if she comes 40
for her if she could 856
for her if she liked 49
for her if she lived 43
for her if she needs 190
for her if she never 116
for her if she stays 52
for her if she takes 43
for her if she tried 46
for her if she wants 183
for her if she would 769
for her if they could 47
for her if they would 41
for her if you could 44
for her in her drawing 57
for her in her father 467
for her in her final 110
for her in her first 150
for her in her grief 68
for her in her hours 45
for her in her house 133
for her in her later 182
for her in her mother 263
for her in her sitting 49
for her in her state 68
for her in her studio 40
for her in her usual 46
for her in his dreams 41
for her in his house 145
for her in his sleep 178
for her in his study 80
for her in his voice 163
for her in his world 40
for her in our hearts 56
for her in our house 47
for her in that house 107
for her in that place 61
for her in this house 143
for her in this place 194
for her in this world 825
for her in two hours 86
for her in two weeks 88
for her is one which 56
for her it was still 41
for her on all sides 87
for her on her first 216
for her on her wedding 66
for her on his right 75
for her on that night 43
for her on that score 43
for her or any woman 76
for her or for others 54
for her or her child 85
for her or her father 55
for her or her mother 232
for her or his child 97
for her or his needs 49
for her or she could 46
for her or she would 106
for her so she could 1257
for her so she would 386
for her so they could 172
for her the day after 113
for her to ask about 188
for her to ask where 47
for her to bear alone 210
for her to bring about 105
for her to earn money 222
for her to get about 299
for her to get anything 72
for her to get bored 49
for her to get close 382
for her to get drunk 44
for her to get money 53
for her to get tired 155
for her to get under 120
for her to get upset 124
for her to get where 43
for her to get within 43
for her to hear about 166
for her to hear again 123
for her to hear anything 118
for her to hear every 61
for her to her father 154
for her to her mother 128
for her to her place 43
for her to his house 85
for her to his study 56
for her to lay aside 236
for her to lie about 122
for her to lie still 85
for her to put aside 308
for her to read about 106
for her to read aloud 97
for her to read anything 42
for her to run after 118
for her to say about 58
for her to say anything 1083
for her to say hello 66
for her to say which 65
for her to see about 63
for her to see again 42
for her to see anything 493
for her to see every 51
for her to see people 80
for her to see where 290
for her to set about 106
for her to set aside 186
for her to sit again 50
for her to sit first 69
for her to sit still 345
for her to sit while 44
for her to try again 271
for her to use while 97
for her to wear while 101
for him an easy couch 43
for him as for every 115
for him as for jesus 97
for him as for others 603
for him as for plato 113
for him as his agent 264
for him as his father 235
for him as his first 45
for him as his mother 140
for him as one might 124
for him as one weeps 59
for him as one would 57
for him as she could 286
for him as she might 62
for him as she spoke 42
for him as she would 284
for him as she wrote 77
for him as they could 279
for him as they might 45
for him as they would 457
for him as you would 184
for him at all costs 60
for him at all hours 179
for him at all times 856
for him at any given 126
for him at any place 44
for him at any point 45
for him at any price 166
for him at her house 133
for him at her place 51
for him at her table 89
for him at his father 197
for him at his first 174
for him at his hotel 456
for him at his house 997
for him at his mother 201
for him at his place 277
for him at his quiet 42
for him at his rooms 61
for him at his stage 42
for him at his studio 56
for him at his table 100
for him at his usual 323
for him at his villa 41
for him at his wedding 68
for him at low wages 46
for him at one point 75
for him at our hotel 42
for him at our house 89
for him at our table 68
for him at that period 89
for him at that place 198
for him at that point 434
for him at that stage 186
for him at this period 200
for him at this place 177
for him at this point 1855
for him at this stage 612
for him by going hungry 102
for him by her father 45
for him by her order 49
for him by his agent 181
for him by his chief 254
for him by his elder 202
for him by his enemy 81
for him by his father 9627
for him by his first 146
for him by his hosts 42
for him by his maker 148
for him by his mother 3854
for him by his older 49
for him by his party 76
for him by his people 143
for him by his place 70
for him by his royal 117
for him by his social 94
for him by his staff 154
for him by his tutor 75
for him by his uncle 422
for him by his widow 46
for him by that burst 42
for him do not exist 42
for him he had found 83
for him he had never 127
for him he was quite 52
for him he was still 85
for him if his father 173
for him if his mother 93
for him if she could 213
for him if she would 68
for him if that would 106
for him if they could 176
for him if they would 45
for him if you could 96
for him if you would 98
for him in all cases 82
for him in all haste 225
for him in all hearts 111
for him in all kinds 139
for him in all parts 111
for him in all sorts 89
for him in any action 46
for him in any event 119
for him in any given 40
for him in any legal 41
for him in any place 57
for him in due season 84
for him in her dreams 42
for him in her hands 92
for him in her house 148
for him in her lapse 41
for him in her purse 42
for him in her sleep 102
for him in her small 41
for him in her usual 42
for him in her voice 76
for him in his cabin 126
for him in his daily 95
for him in his dealings 102
for him in his dreams 50
for him in his exile 67
for him in his father 783
for him in his fight 43
for him in his final 198
for him in his first 315
for him in his grave 63
for him in his grief 87
for him in his hands 55
for him in his hotel 127
for him in his house 626
for him in his later 346
for him in his mother 314
for him in his place 138
for him in his quest 84
for him in his rooms 170
for him in his search 54
for him in his sitting 44
for him in his sleep 45
for him in his small 53
for him in his social 45
for him in his state 174
for him in his store 201
for him in his studio 360
for him in his study 611
for him in his suite 47
for him in his trade 45
for him in his uncle 83
for him in his usual 149
for him in his walks 40
for him in his world 121
for him in hot haste 52
for him in its midst 56
for him in new haven 55
for him in one night 66
for him in one place 102
for him in one sense 55
for him in our hearts 405
for him in our house 87
for him in our lives 46
for him in our minds 104
for him in san diego 77
for him in six months 47
for him in that field 76
for him in that house 101
for him in that place 157
for him in that region 82
for him in that sense 49
for him in that state 119
for him in that world 67
for him in this field 69
for him in this frame 74
for him in this house 125
for him in this period 70
for him in this place 195
for him in this scene 46
for him in this sense 61
for him in this state 99
for him in this world 3646
for him in two hours 45
for him in two weeks 46
for him is not known 66
for him is not really 56
for him is that which 231
for him is too stale 85
for him is too strong 54
for him it had never 57
for him it was either 56
for him it was never 94
for him it was quite 71
for him it was really 56
for him it was still 229
for him of all people 94
for him of his mother 65
for him on all hands 47
for him on all sides 405
for him on both sides 96
for him on her knees 92
for him on his chair 52
for him on his father 47
for him on his first 229
for him on his horns 41
for him on his horse 45
for him on his landing 61
for him on his ranch 56
for him on his right 44
for him on his table 236
for him on that basis 87
for him on that first 45
for him on that point 45
for him on that score 386
for him on this issue 51
for him on this point 164
for him on this score 76
for him or for anything 82
for him or for others 305
for him or her after 76
for him or her alone 349
for him or her rather 40
for him or her under 94
for him or her until 118
for him or her while 162
for him or her within 73
for him or her would 95
for him or his breed 63
for him or his cause 130
for him or his father 94
for him or his heirs 68
for him or his mother 68
for him or his party 132
for him or his people 199
for him or his staff 49
for him or she would 69
for him so she could 102
for him so they could 212
for him so they would 42
for him the day after 222
for him the idea would 65
for him the real world 82
for him the sum total 76
for him the things which 66
for him to act alone 63
for him to act under 84
for him to add anything 116
for him to ask about 339
for him to ask where 81
for him to bear alone 219
for him to bring about 1159
for him to cut loose 159
for him to cut short 106
for him to deal withal 48
for him to die first 106
for him to die rather 63
for him to earn money 368
for him to get about 756
for him to get anything 176
for him to get bored 52
for him to get close 754
for him to get drunk 481
for him to get loose 167
for him to get mixed 53
for him to get money 171
for him to get right 129
for him to get round 119
for him to get tired 260
for him to get under 187
for him to get upset 72
for him to get where 84
for him to get within 96
for him to hang about 60
for him to hear about 174
for him to hear anything 209
for him to hear every 82
for him to her father 41
for him to her house 65
for him to his court 94
for him to his father 227
for him to his house 326
for him to his mother 175
for him to his taste 44
for him to lay aside 948
for him to lay claim 145
for him to lay hands 158
for him to lay siege 43
for him to let loose 67
for him to let others 62
for him to lie about 187
for him to lie still 111
for him to pay close 50
for him to pay court 45
for him to put anything 40
for him to put aside 602
for him to put false 52
for him to read about 196
for him to read after 48
for him to read aloud 190
for him to read anything 72
for him to read books 79
for him to read every 44
for him to read while 122
for him to run about 192
for him to run after 285
for him to run again 151
for him to say about 206
for him to say after 104
for him to say anything 2095
for him to say easily 61
for him to say either 86
for him to say grace 52
for him to say hello 266
for him to say where 158
for him to say which 236
for him to see about 132
for him to see again 85
for him to see anything 937
for him to see either 42
for him to see every 82
for him to see janet 50
for him to see others 55
for him to see people 101
for him to see tessa 64
for him to see where 453
for him to see which 125
for him to see while 71
for him to set about 477
for him to set aside 890
for him to set right 65
for him to sit again 75
for him to sit alone 70
for him to sit still 898
for him to sit under 78
for him to sit while 65
for him to try again 348
for him to try anything 84
for him to use either 43
for him to use every 47
for him to use force 115
for him to use while 96
for him to use words 88
for him to wear anything 78
for him to wear while 73
for his king and queen 44
for his or her action 1233
for his or her adult 61
for his or her agent 50
for his or her basic 517
for his or her blood 60
for his or her board 52
for his or her brand 66
for his or her burial 83
for his or her cause 122
for his or her change 63
for his or her child 4692
for his or her claim 146
for his or her class 701
for his or her costs 78
for his or her crime 845
for his or her daily 553
for his or her debts 143
for his or her deeds 281
for his or her entry 40
for his or her father 301
for his or her field 63
for his or her files 133
for his or her final 146
for his or her first 1726
for his or her goals 96
for his or her goods 90
for his or her grade 597
for his or her group 1017
for his or her growth 156
for his or her guilt 85
for his or her heirs 142
for his or her house 74
for his or her human 174
for his or her inner 142
for his or her input 309
for his or her issue 56
for his or her labor 863
for his or her later 197
for his or her learning 802
for his or her legal 160
for his or her level 323
for his or her local 105
for his or her loved 95
for his or her major 87
for his or her minor 212
for his or her money 1171
for his or her moral 232
for his or her mother 740
for his or her nation 61
for his or her needs 3166
for his or her order 63
for his or her paper 70
for his or her party 262
for his or her peers 119
for his or her people 255
for his or her phone 74
for his or her piece 40
for his or her place 191
for his or her point 374
for his or her power 46
for his or her region 75
for his or her right 212
for his or her sales 52
for his or her sense 116
for his or her share 1383
for his or her skill 141
for his or her social 342
for his or her sport 103
for his or her staff 154
for his or her stage 62
for his or her state 471
for his or her stock 522
for his or her store 81
for his or her story 139
for his or her study 144
for his or her style 83
for his or her teaching 206
for his or her thesis 104
for his or her thinking 102
for his or her topic 42
for his or her torts 90
for his or her total 253
for his or her trade 47
for his or her trust 44
for his or her value 109
for his or her views 405
for his or her vision 61
for his or her visit 73
for his or her voice 87
for his or her wants 104
for his or her whole 169
for his or her words 142
for his or her working 109
for his or her works 81
for his or her writing 243
for his tea and toast 53
for hog is not bacon 198
for how it all works 44
for how it was spent 50
for how on earth could 70
for how the real world 43
for how to bring about 169
for ibm pc and apple 54
for joy in his mother 174
for joy of being alive 74
for joy of his found 203
for long at one place 52
for long in any place 43
for long in one place 719
for long in this state 48
for long in this world 126
for long or for short 128
for lying to her about 111
for lying to him about 106
for lying to that tramp 54
for lying to you about 75
for man as for space 52
for man as for woman 313
for man at all times 45
for man at this stage 44
for man in his earthly 42
for man in his quest 77
for man in his search 77
for man in his social 161
for man in his state 58
for man in new guinea 56
for man in this world 637
for man is not known 211
for man is that which 238
for man or for woman 169
for meat of all kinds 53
for men as for women 2592
for men at all times 97
for men do not agree 119
for men do not gather 90
for men if they could 50
for men in all parts 48
for men in all times 43
for men in all walks 86
for men in this group 68
for men in this period 88
for men in this region 40
for men in this study 71
for men in this world 214
for men is not about 111
for men of all faiths 141
for men of all kinds 43
for men of all lands 43
for men of all races 516
for men of all ranks 207
for men of all social 56
for men of all sorts 133
for men of all times 173
for men of all types 41
for men of both races 44
for men of his class 358
for men of his stamp 126
for men of his trade 42
for men of our stamp 41
for men of our times 77
for men of that class 95
for men of that order 50
for men of that stamp 49
for men of this class 447
for men of this stamp 181
for men of this world 46
for men on both sides 183
for men or for women 4407
for men to ask mercy 192
for men to beat women 44
for men to earn money 48
for men to get drunk 56
for men to pay large 82
for men to see women 64
for men to use words 91
for men to wear women 68
for mud in its prime 64
for near or far vision 227
for now he had grown 77
for now he has given 55
for now he was alone 42
for now he was happy 71
for now he was quite 186
for now he was rather 58
for now he was still 87
for now he was working 47
for now it was known 46
for now it was plain 48
for now it was quite 46
for now it was smiling 43
for now it was still 189
for now no one could 89
for now we are talking 47
for oil in this region 87
for oil or gas shall 80
for oil or gas which 48
for oil or gas within 66
for one am not about 66
for one am not sorry 97
for one am not willing 194
for one do not agree 272
for one do not blame 277
for one do not doubt 200
for one do not share 52
for one do not trust 53
for one in her first 51
for one in his class 91
for one in his social 40
for one in his state 98
for one of each nation 59
for one of her aunts 46
for one of her boats 59
for one of her books 271
for one of her chief 69
for one of her class 295
for one of her dolls 66
for one of her father 203
for one of her films 57
for one of her first 336
for one of her girls 184
for one of her grand 114
for one of her hands 512
for one of her level 45
for one of her lowly 59
for one of her maids 193
for one of her major 72
for one of her mother 195
for one of her people 56
for one of her plays 54
for one of her quick 98
for one of her seven 125
for one of her short 86
for one of her small 52
for one of her social 60
for one of her usual 122
for one of her walks 44
for one of her women 82
for one of her works 76
for one of his aides 271
for one of his basic 54
for one of his bills 96
for one of his blood 50
for one of his boats 45
for one of his books 1336
for one of his boots 59
for one of his brief 52
for one of his calling 562
for one of his cards 68
for one of his cases 67
for one of his chief 642
for one of his class 949
for one of his close 55
for one of his daily 173
for one of his farms 54
for one of his father 1158
for one of his field 41
for one of his films 260
for one of his final 54
for one of his first 1037
for one of his flock 138
for one of his girls 97
for one of his grace 77
for one of his grand 223
for one of his hands 304
for one of his heroes 178
for one of his hunting 102
for one of his indian 164
for one of his jokes 97
for one of his junior 44
for one of his knees 61
for one of his large 93
for one of his later 195
for one of his major 302
for one of his mates 109
for one of his mother 434
