fan to force air through 62
for the books they wanted 55
for the books you decide 133
for the brain and meninges 99
for the brain and nerves 203
for the brain and spinal 689
for the brass and copper 101
for the brass and silver 104
for the brave and honest 282
for the brave old pioneer 256
for the brave sir walter 56
for the breaking and entering 202
for the breast and ovarian 748
for the brick and mortar 66
for the broad and narrow 90
for the brown and yellow 47
for the bulls and horses 54
for the buses and trucks 82
for the buyer and seller 1292
for the buyer who incurs 71
for the canning and freezing 47
for the carding and spinning 309
for the cares and duties 66
for the carts and wagons 63
for the cases that follow 62
for the cause and effect 378
for the cause and manner 55
for the cause and origin 48
for the cause and remedy 45
for the cause and remove 68
for the cause and source 101
for the cause not merely 71
for the cause they deemed 53
for the cause they served 160
for the cause they thought 42
for the cause was scarce 93
for the cedar has fallen 106
for the cereal leaf beetle 70
for the chain and ticker 51
for the change and filled 54
for the change are obvious 40
for the change that awaits 41
for the change that occurs 120
for the change was simple 75
for the change was simply 52
for the change was stated 43
for the changing job market 82
for the chaos that ensued 42
for the chase was derick 58
for the child and allows 46
for the child and another 59
for the child and become 45
for the child and ensure 130
for the child and erects 40
for the child and family 10663
for the child and myself 45
for the child and parent 1221
for the child and placed 90
for the child and raised 45
for the child and should 234
for the child and teacher 101
for the child and thereby 73
for the child and whether 117
for the child are likely 53
for the child being tested 47
for the child has already 54
for the child has become 65
for the child may become 48
for the child tax credit 563
for the child was already 101
for the child was radiant 46
for the child who already 79
for the child who enjoys 53
for the child who enters 54
for the child who wishes 47
for the child with autism 1001
for the child with cancer 559
for the child with cystic 75
for the child with little 43
for the child with mental 269
for the child with normal 84
for the child with regard 51
for the child with severe 274
for the child with special 674
for the child with visual 100
for the choir and clergy 87
for the civil air patrol 198
for the civil and forest 145
for the civil and obliging 47
for the civil war battle 43
for the civil war itself 63
for the claim that christ 44
for the claim that humans 53
for the claim that mental 64
for the claim that modern 42
for the claim that something 67
for the cleaning and lighting 175
for the cleaning and repair 124
for the clearing and assuring 41
for the clearing and planting 46
for the cloak and dagger 191
for the clock had struck 54
for the clock has struck 56
for the clock was striking 99
for the cloud that wicked 60
for the coach and athlete 383
for the coach and horses 73
for the coach and saddle 42
for the colon and rectum 130
for the color and flavor 60
for the comic and tragic 42
for the costs they impose 229
for the court and should 54
for the court has opened 86
for the court was joined 73
for the court was whether 2060
for the cover and inside 183
for the cover was anthony 133
for the crack tip stress 145
for the cries and groans 97
for the crops that follow 68
for the crowd can neither 126
for the crowd had already 40
for the crown and anchor 100
for the crown and clergy 182
for the crown being closed 49
for the crown was closed 270
for the crows and ravens 56
for the cruel and brutal 71
for the cruel and unjust 76
for the cruel and wanton 46
for the crust and mantle 122
for the cutting and carrying 43
for the czech and german 50
for the czech and slovak 1608
for the daily and hourly 200
for the daily and monthly 54
for the daily and sunday 137
for the daily and weekly 1049
for the danes and swedes 116
for the dates and places 95
for the debit and credit 209
for the debts and actions 53
for the debts and claims 55
for the debts and crimes 44
for the debts and losses 58
for the delay and whether 77
for the delay was always 47
for the devil and daniel 60
for the devil has sinned 410
for the doors and window 84
for the drain and source 84
for the drawing and engraving 82
for the drawing and painting 49
for the dreams and visions 47
for the driving and driven 46
for the drugs and spices 80
for the dutch and belgian 86
for the dutch and english 1002
for the dutch and french 372
for the dutch and german 254
for the dutch east indies 1910
for the dutch elm disease 85
for the easier and better 132
for the easier and readier 194
for the echoes that bounce 48
for the editing and printing 176
for the eighth and seventh 60
for the elbow and forearm 135
for the elder and younger 90
for the elite and another 97
for the elite and middle 57
for the enemy and avenger 105
for the enemy and opened 109
for the enemy had already 128
for the enemy this winter 84
for the enemy war effort 48
for the enemy was already 356
for the enemy was always 44
for the engine and boiler 116
for the engine and tender 159
for the ensuing year should 280
for the ensuing year unless 50
for the ensuing year without 56
for the equal and common 46
for the equal and mutual 46
for the error mean square 399
for the evening had already 51
for the evening had turned 81
for the evening meal before 93
for the evening meal should 45
for the evening was already 116
for the evening was chilly 138
for the event has proved 44
for the event that caused 43
for the evils and dangers 122
for the evils that befall 157
for the evils that befell 113
for the evils that menace 49
for the evils that threaten 66
for the evils they suffer 85
for the exact and prompt 48
for the faces and flanks 94
for the faces and voices 93
for the facts and events 78
for the facts and theories 46
for the falls and rapids 115
for the father and brother 69
for the feeding and breeding 57
for the feeding and watering 162
for the feeling that exists 46
for the feeling that something 46
for the fence and gained 40
for the fetus and infant 237
for the fetus and neonate 212
for the fiber and matrix 206
for the field and market 51
for the field and matter 114
for the fight had lasted 77
for the filling and emptying 229
for the final and formal 53
for the final and initial 151
for the final two rounds 135
for the final two stages 53
for the firms that employ 99
for the first act finale 59
for the first aid station 44
for the first and almost 335
for the first and another 61
for the first and higher 179
for the first and indeed 64
for the first and longest 60
for the first and lowest 54
for the first and middle 363
for the first and second 84977
for the first and seventh 121
for the first and twenty 58
for the first day should 84
for the first few blocks 233
for the first few cycles 498
for the first few energy 41
for the first few evenings 54
for the first few feedings 74
for the first few frames 70
for the first few grades 145
for the first few inches 296
for the first few issues 182
for the first few layers 102
for the first few leagues 45
for the first few levels 87
for the first few meetings 388
for the first few meters 65
for the first few million 65
for the first few mornings 166
for the first few nights 1807
for the first few orders 94
for the first few passes 138
for the first few periods 213
for the first few points 93
for the first few rounds 266
for the first few seasons 299
for the first few stages 171
for the first few states 101
for the first few values 475
for the first few verses 40
for the first few visits 208
for the first new england 47
for the first one million 73
for the first six grades 1009
for the first six groups 52
for the first six inches 69
for the first six issues 48
for the first six nights 73
for the first six periods 75
for the first six places 56
for the first six rounds 62
for the first ten ounces 45
for the first ten periods 56
for the first two billion 45
for the first two blocks 118
for the first two cantos 76
for the first two claims 43
for the first two counts 44
for the first two cycles 290
for the first two dances 275
for the first two digits 217
for the first two evenings 60
for the first two events 58
for the first two exceed 83
for the first two family 74
for the first two fields 74
for the first two fiscal 112
for the first two floors 103
for the first two frames 46
for the first two grades 591
for the first two groups 1317
for the first two houses 45
for the first two inches 77
for the first two issues 284
for the first two layers 164
for the first two leagues 54
for the first two levels 537
for the first two meetings 171
for the first two methods 241
for the first two million 57
for the first two models 204
for the first two nights 913
for the first two novels 57
for the first two options 111
for the first two orders 155
for the first two ounces 80
for the first two panels 51
for the first two passes 55
for the first two periods 1210
for the first two phases 505
for the first two pieces 100
for the first two places 112
for the first two points 346
for the first two profit 165
for the first two pulses 40
for the first two reasons 238
for the first two regions 54
for the first two rounds 641
for the first two sampling 48
for the first two scenes 100
for the first two seasons 603
for the first two series 205
for the first two stages 1161
for the first two states 113
for the first two titles 45
for the first two values 82
for the first two verses 184
for the first two visits 110
for the first was eighty 76
for the first who reached 96
for the first who should 49
for the first year amount 58
for the first year assuming 55
for the first year before 120
for the first year course 89
for the first year except 54
for the first year should 342
for the first year showed 77
for the first year without 120
for the fixed and mobile 77
for the fixed and random 136
for the flats and sharps 44
for the flaws that remain 82
for the fleet that stayed 43
for the flesh and fleece 41
for the folding and faulting 43
for the force and energy 41
for the force and moment 168
for the force and torque 187
for the forms and methods 54
for the fourth and higher 79
for the fourth and second 43
for the fourth and seventh 162
for the frank and honest 44
for the fraud and deceit 111
for the fresh and frozen 151
for the fringes and feathers 41
for the front and another 63
for the frost had broken 94
for the frost she defied 66
for the funds they borrow 48
for the funds they needed 53
for the fungus that causes 154
for the gains and losses 311
for the games and sports 86
for the games they played 56
for the genes that encode 46
for the gifts and callings 44
for the gifts and graces 387
for the gifts they bestow 78
for the girls and another 93
for the girls and boarding 72
for the girls and myself 124
for the girls and shirts 48
for the girls and younger 56
for the girls who wanted 50
for the girls who worked 134
for the giver and ushers 187
for the globe was another 49
for the glory and praise 631
for the glory and profit 466
for the glory and riches 42
for the glory and safety 212
for the glory that awaits 43
for the goals and methods 91
for the goals and values 82
for the goods they bought 512
for the goods they desire 77
for the goods they export 78
for the goods they import 146
for the goods they needed 322
for the goods they supply 69
for the goods they wanted 235
for the goods thus bought 59
for the grace and blessing 88
for the grace and spirit 53
for the grace and strength 196
for the grace and wisdom 76
for the grain and cattle 74
for the grain and lumber 42
for the grain and timber 44
for the grant that helped 45
for the grass and plants 40
for the grass was higher 40
for the grave and almost 73
for the greek and hebrew 99
for the green and yellow 298
for the grief and sorrow 54
for the grief and terror 96
for the group and should 55
for the group being tested 124
for the group with higher 42
for the growing and maturing 48
for the growth and changes 42
for the growth and energy 51
for the growth and future 49
for the growth and maturing 73
for the growth and normal 120
for the growth and proper 71
for the growth and repair 3515
for the growth and ripening 311
for the growth and strength 133
for the growth and upkeep 49
for the guilt and misery 43
for the hands and wrists 116
for the hangings and window 41
for the harsh and unjust 58
for the hasty and unjust 60
for the header and footer 624
for the healthy and active 46
for the healthy and robust 43
for the herds and flocks 333
for the heroes that hazard 41
for the hides and tallow 1143
for the hides and tongues 48
for the hills and fields 93
for the hills and streams 49
for the hindu and muslim 268
for the honor and credit 253
for the honor and praise 90
for the honor and profit 302
for the honor and purity 84
for the honor and renown 73
for the honor and rights 58
for the honor and safety 499
for the honor you confer 81
for the horse and cattle 47
for the horse and chariot 144
for the horse and saddle 143
for the hotel and catering 932
for the hours are fleeting 53
for the hours not worked 103
for the hours they worked 149
for the house and another 71
for the house and estate 75
for the house and family 266
for the house and garage 47
for the house and garden 1532
for the house and office 45
for the house and senate 6308
for the house she wanted 45
for the house was already 46
for the house was always 74
for the house was filled 177
for the house was packed 56
for the house was thronged 134
for the housing and training 83
for the human and animal 722
for the human and bovine 170
for the human and divine 86
for the human being behind 41
for the hunger and misery 47
for the hungry and clothes 67
for the hungry and thirsty 465
for the hunting and gathering 230
for the hunting and shooting 85
for the hunting and trapping 63
for the hurry and bustle 57
for the ideals and sacred 473
for the ideals and values 74
for the index and little 269
for the index and middle 601
for the indian and eskimo 43
for the indian and persian 45
for the indian heat source 58
for the ingress and egress 3427
for the inlet and outlet 2317
for the input and output 5630
for the iraqi war effort 94
for the irish and english 127
for the irish and french 55
for the irish and german 222
for the irish and scotch 60
for the issue and return 307
for the joint and mutual 69
for the judge had wished 51
for the judge that allows 96
for the judge was whether 43
for the jungle was always 69
for the junior and middle 45
for the keeping and auditing 87
for the kenya and uganda 47
for the killing and wounding 108
for the knees and ankles 42
for the knees and elbows 62
for the knife that killed 44
for the korean war effort 116
for the labor and energy 48
for the labor day parade 76
for the labor day picnic 53
for the laity and another 41
for the laity and clergy 82
for the lakes and rivers 132
for the lakes and streams 69
for the lakes with twenty 51
for the landing and handling 98
for the landing and securing 63
for the landing and shipping 560
for the landing and takeoff 940
for the lands and barony 83
for the lands and castle 43
for the lands and houses 74
for the lands and peoples 68
for the lands and survey 53
for the lands and waters 40
for the lands that border 42
for the lands they occupy 91
for the lands they should 64
for the large and imposing 111
for the large and medium 656
for the large and sudden 46
for the large and varied 226
for the larks that sunday 62
for the larvae and adults 50
for the latch and opened 65
for the later age groups 46
for the later and better 124
for the later and greater 58
for the later and larger 62
for the latin and english 145
for the latin and french 105
for the learning and memory 119
for the learning and skills 258
for the learning and talent 60
for the learning and wisdom 94
for the learning that occurs 159
for the legal and ethical 152
for the level and nature 65
for the light and lively 165
for the light and medium 162
for the light and shadow 136
for the light and strength 102
for the light and turned 89
for the light that reaches 73
for the light that shines 208
for the light was behind 42
for the limes and lemons 343
for the linear and angular 164
for the lines and spaces 101
for the lines had rotted 50
for the lines that follow 96
for the liver and biliary 94
for the liver and kidney 169
for the liver and spleen 507
for the lives and claims 47
for the lives and feelings 46
for the lives and rights 92
for the lives and safety 551
for the loans and grants 55
for the local and export 665
for the local and global 271
for the local and remote 154
for the local and various 104
for the local job market 55
for the local real estate 96
for the local tax dollar 58
for the lodging and boarding 149
for the longer and heavier 43
for the longer they remain 44
for the looms and forges 41
for the lords and barons 59
for the lords and ladies 536
for the lower age groups 129
for the lower age levels 57
for the lower and higher 1300
for the lower and medium 124
for the lower and middle 3629
for the lower and middling 45
for the lower and poorer 42
for the lower end appears 69
for the loyal and gentle 69
for the lunch and dinner 105
for the lutes and voices 136
for the males and another 53
for the march and battle 45
for the match with france 43
for the mayor and common 193
for the meanings and values 62
for the median and persian 118
for the meeting had already 65
for the meeting was called 54
for the meeting was issued 71
for the meeting was signed 68
for the meeting with stalin 45
for the melting and refining 105
for the metal was almost 72
for the metes and bounds 50
for the method and manner 86
for the method and secret 40
for the miles per gallon 44
for the milky way galaxy 168
for the minds and bodies 242
for the model are listed 53
for the model being tested 55
for the money and credit 79
for the money and effort 209
for the money and jewels 90
for the money and partly 43
for the money she needed 115
for the money she spends 74
for the money that should 83
for the money they borrow 204
for the money they expend 54
for the money they invest 103
for the money they needed 184
for the money you borrow 66
for the money you desire 56
for the money you invest 55
for the monks and clergy 158
for the months may through 52
for the months that follow 53
for the moors had worked 71
for the moral and ethical 525
for the moral and mental 343
for the moral and mutual 277
for the moral law itself 183
for the morning and another 61
for the morning was bright 46
for the morning was chilly 84
for the mother and another 53
for the mother and better 211
for the mother and brother 92
for the mother and family 127
for the mother and hatred 95
for the mother and infant 1598
for the mother and little 56
for the mother and myself 64
for the mother and neonate 112
for the mother and sister 225
for the mother and younger 40
for the mother was hardly 60
for the mother who wishes 65
for the mouse and rabbit 98
for the mules and cattle 45
for the mules and horses 477
for the mules and ponies 40
for the mules and without 88
for the mules that pulled 43
for the music and lyrics 250
for the music being played 65
for the music they played 47
for the names and places 60
for the names and titles 154
for the nation and states 342
for the nation had become 45
for the nation its future 71
for the nation with mighty 55
for the nausea and vomiting 1154
for the naval air station 252
for the nearer any object 41
for the nearly one million 87
for the nearly two million 55
for the needs and feelings 564
for the needs and rights 616
for the needs and tastes 83
for the needs and values 162
for the needs and wishes 280
for the negro and another 127
for the newer and better 137
for the newer and larger 59
for the newer and younger 54
for the newly wed couple 108
for the night and another 74
for the night and attack 57
for the night and before 69
for the night and called 55
for the night and locked 90
for the night and looked 41
for the night and placed 49
for the night and resume 174
for the night and return 612
for the night and sleeping 46
for the night and something 70
for the night and stayed 83
for the night and supper 52
for the night and talked 61
for the night and thought 49
for the night and turned 179
for the night and waited 93
for the night and walked 93
for the night had already 74
for the night had always 68
for the night had become 73
for the night had fallen 86
for the night had passed 58
for the night had turned 181
for the night his coughing 69
for the night long before 46
for the night near another 51
for the night they should 40
for the night was almost 113
for the night was already 59
for the night was always 76
for the night was bitter 210
for the night was called 65
for the night was chilly 410
for the night was cloudy 119
for the night was frosty 43
for the night was reached 63
for the night was serene 50
for the night was stormy 76
for the night was sultry 55
for the night with another 57
for the noble and heroic 86
for the noble and humane 43
for the noble and learned 326
for the noise and bustle 304
for the noise and tumult 91
for the noise was deafening 312
for the norms and values 309
for the notes that follow 65
for the notion that changes 40
for the notion that christ 56
for the notion that higher 41
for the notion that public 56
for the notion that refusing 93
for the notion that sexual 48
for the novel that became 49
for the nurse and client 149
for the nurse and doctor 79
for the nurse and family 58
for the nurse who wishes 93
for the older age groups 1903
for the older and better 162
for the older and larger 108
for the older and younger 554
for the onset and course 94
for the onset and offset 82
for the opening and shutting 201
for the opening and widening 52
for the opera and ballet 293
for the orange and purple 49
for the orange and yellow 129
for the order and manner 85
for the order and nature 43
for the order and safety 143
for the order for relief 59
for the order lying behind 141
for the organ was sounding 53
for the others had already 54
for the others that follow 51
for the overt and covert 78
for the owner one record 71
for the packing and shipping 354
for the pages that follow 310
for the pains and perils 83
for the pains that racked 69
for the paper and looked 41
for the paper and pencil 163
for the paper and printing 504
for the paper that prints 68
for the paris and london 214
for the parts they played 377
for the party had already 49
for the party that offers 58
for the party that raised 42
for the party that stands 54
for the party they prefer 60
for the party who called 157
for the party who claims 52
for the party who wishes 79
for the passing and securing 46
for the passing this decree 53
for the peers may amount 47
for the people all around 273
for the people and another 98
for the people and cattle 54
for the people and causes 51
for the people and events 127
for the people and fodder 45
for the people and groups 43
for the people and horses 61
for the people and leaders 57
for the people and nations 63
for the people and places 637
for the people and public 40
for the people and serves 351
for the people and should 106
for the people and thereby 47
for the people and through 101
for the people are afraid 68
for the people are already 119
for the people are always 66
for the people are becoming 41
for the people are united 46
for the people being served 75
for the people but without 40
for the people had already 106
for the people had become 234
for the people had learned 42
for the people has become 53
for the people she worked 81
for the people that worked 58
for the people they employ 61
for the people they govern 68
for the people they served 152
for the people they wanted 51
for the people who accept 69
for the people who already 159
for the people who attend 179
for the people who became 75
for the people who bought 220
for the people who called 92
for the people who choose 151
for the people who created 288
for the people who depend 220
for the people who design 49
for the people who desire 56
for the people who employ 76
for the people who follow 199
for the people who formed 55
for the people who fought 88
for the people who happen 77
for the people who helped 210
for the people who killed 151
for the people who listen 53
for the people who looked 75
for the people who manage 102
for the people who matter 163
for the people who needed 284
for the people who occupy 140
for the people who passed 102
for the people who played 104
for the people who raised 69
for the people who refuse 66
for the people who remain 137
for the people who report 99
for the people who reside 85
for the people who served 60
for the people who shared 67
for the people who should 175
for the people who sought 55
for the people who stayed 122
for the people who suffer 216
for the people who taught 42
for the people who thought 115
for the people who travel 72
for the people who walked 55
for the people who wanted 424
for the people who wished 81
for the people who worked 1252
for the people with earnest 198
for the period and should 53
for the period may through 171
for the period that begins 154
for the period that lender 52
for the period was reached 43
for the phone and called 1333
for the phone and picked 100
for the phone and placed 69
for the phone and pushed 67
for the piers and arches 69
for the piety and purity 51
for the piety and virtue 42
for the pilot and gunner 44
for the place and manner 64
for the place had become 55
for the place they occupy 382
for the place was almost 62
for the place was filled 91
for the place was packed 55
for the place was simply 55
for the place you intend 46
for the place you occupy 51
for the plain and honest 103
for the plain and obvious 108
for the plain and simple 642
for the plane and another 43
for the plans and actions 52
for the plant and animal 989
for the plate and screen 49
for the plowing and planting 103
for the poles and czechs 60
for the posts they occupy 92
for the power and energy 130
for the power and ground 135
for the power and profit 89
for the power and riches 170
for the power and spirit 61
for the power and status 102
for the power and strength 182
for the power and wisdom 365
for the power that created 53
for the power they confer 59
for the press and public 890
for the press had already 40
for the press his volume 46
for the price and income 131
for the price and output 90
for the pride that libels 121
for the prize with greece 63
for the proof they afford 48
for the pupil and teacher 73
for the queen and myself 40
for the queen and prince 520
for the queen and states 42
for the quiet and repose 121
for the quiet and safety 217
for the rabbi and cantor 53
for the racial and gender 42
for the racial and sexual 50
for the radial and angular 48
for the rails and stiles 88
for the raising and lowering 444
for the raising and spending 143
for the raising and training 278
for the rapid and almost 58
for the rapid and direct 61
for the rapid and simple 61
for the rates they charge 49
for the razor was almost 230
for the reader and critic 131
for the reader and myself 111
for the reader and should 68
for the reader and viewer 98
for the reader and writer 179
for the reader has already 176
for the reader who already 98
for the reader who enjoys 57
for the reader who wishes 2547
for the reader with little 193
for the readings that follow 116
for the reason and causes 97
for the reason now stated 66
for the reason she thought 104
for the reason that almost 315
for the reason that already 41
for the reason that animal 95
for the reason that another 187
for the reason that before 442
for the reason that behind 41
for the reason that better 107
for the reason that beyond 64
for the reason that carbon 48
for the reason that cattle 43
for the reason that changes 181
for the reason that christ 149
for the reason that common 42
for the reason that courts 57
for the reason that direct 48
for the reason that england 122
for the reason that english 254
for the reason that equity 51
for the reason that europe 42
for the reason that except 42
for the reason that existing 45
for the reason that france 137
for the reason that french 157
for the reason that further 49
for the reason that future 48
for the reason that german 114
for the reason that greater 64
for the reason that higher 46
for the reason that income 54
for the reason that instead 94
for the reason that judges 55
for the reason that little 283
for the reason that matter 66
for the reason that mexico 55
for the reason that modern 137
for the reason that nations 45
for the reason that nature 348
for the reason that neither 1902
for the reason that nobody 356
for the reason that painting 50
for the reason that prices 115
for the reason that proper 63
for the reason that public 155
for the reason that recent 41
for the reason that robert 47
for the reason that school 90
for the reason that section 156
for the reason that should 276
for the reason that silver 118
for the reason that slaves 61
for the reason that someone 83
for the reason that something 131
for the reason that special 79
for the reason that terror 44
for the reason that thereby 84
for the reason that thought 115
for the reason that through 324
for the reason that unless 230
for the reason that unlike 74
for the reason that various 114
for the reason that whereas 132
for the reason that whether 84
for the reason that whilst 40
for the reason that whoever 118
for the reason that william 44
for the reason that without 598
for the reason they assign 43
for the reason they thought 67
for the reason why something 41
for the reason you mention 279
for the reason you stated 45
for the reason you thought 46
for the region and beyond 260
for the reins had passed 60
for the rents and duties 80
for the right and bottom 174
for the right and proper 132
for the right was already 68
for the risks and dangers 66
for the risks and losses 50
for the risks they assume 102
for the river and follow 43
for the river and harbor 53
for the river and jumped 94
for the river that flowed 55
for the river was already 42
for the river was narrow 67
