far behind him his elder 86
for whilst they are learning 81
for winter with his rough 46
for wisdom and for valor 237
for without him they could 68
for without him they would 85
for without that they could 69
for without them she would 64
for without them they could 117
for without them they would 131
for without them you could 47
for without them you would 53
for without this they would 80
for writer and for reader 100
for yahweh and for gideon 43
for yonder are two apple 108
for younger and for older 87
for younger men and women 338
for younger than for older 877
fox except for his keeping 53
