near was 133 near two 62
not was 47 not are 113
not each 44 not any 59
not his 131 not its 161
not her 153 not her 139
not any 47 not his 473
not all 45 not them 208
not his 59 not them 154
not all 185 not you 161
not being 42 not all 84
not you 165 not her 68
not was 70 not why 63
not use 109 not being 61
not they 45 not all 120
not any 184 not this 107
not you 612 not they 81
not all 97 not his 144
not that 65 not you 110
not not 46 not job 136
not long 41 not low 89
not use 250 not eye 95
not aim 42 not idea 84
not use 89 not her 67
not end 52 not our 50
not one 46 not way 182
not any 136 not any 100
not hear 47 not her 57
not this 65 not his 98
not that 62 not this 73
not that 64 not this 61
not was 41 not too 55
not idea 197 not death 158
not end 460 not was 46
not has 40 not this 62
not her 195 not had 252
not has 55 not was 312
not had 76 not was 155
not was 79 not lot 55
not any 46 not was 57
not our 91 not them 54
not was 57 not deal 48
not use 64 not them 40
not had 476 not has 234
not was 798 not had 234
not has 117 not was 505
not are 55 not had 60
not that 45 not his 50
not was 127 not was 98
not are 57 not his 68
not that 49 not had 44
not was 132 not was 109
not any 117 not our 41
not and 71 not for 95
not aid 389 not idea 258
not law 121 not old 72
not one 42 not ray 44
not use 400 not all 59
not see 45 not hear 73
not was 40 not had 127
not was 159 not was 97
not all 52 not all 41
not his 41 not not 71
not ira 44 not death 115
not job 46 not new 124
not tax 614 not year 86
not not 46 not men 145
not idea 165 not any 76
not her 212 not him 62
not his 780 not its 361
not our 102 not that 78
not this 200 not his 57
not say 60 not see 90
not with 178 not this 46
not its 44 not this 94
not her 102 not him 337
not them 183 not this 69
not you 93 not them 50
not her 56 not his 111
not our 90 not that 54
not use 66 not her 53
not his 99 not end 262
not job 218 not deal 78
not deal 88 not air 172
not ash 86 not new 63
not not 77 not does 60
not job 54 not use 81
not war 76 not act 66
not law 42 not new 44
not two 129 not that 332
not this 206 not that 167
not did 41 not had 91
not has 64 not was 156
not has 78 not was 123
not two 93 not are 42
not few 73 not her 57
not its 111 not may 74
not his 271 not its 260
not her 406 not her 47
not not 45 not not 56
not them 75 not this 152
not ask 91 not bring 42
not get 68 not say 254
not act 58 not ask 147
not bring 99 not die 56
not get 99 not say 426
not see 62 not all 171
not him 42 not new 133
not two 113 not use 47
not war 85 not all 261
not him 40 not you 156
not way 43 not hear 44
not see 60 not her 44
not way 54 not was 48
not day 119 not them 48
not yet 823 not and 45
not yet 3662 not yet 1450
not any 55 not him 40
not say 72 not not 70
not way 46 not his 131
not this 115 not far 127
not its 53 not with 44
not was 57 not and 71
not his 43 not two 44
not had 151 not was 169
not was 155 not her 53
not are 139 not this 88
not his 47 not was 59
not all 387 not way 44
not all 329 not all 72
not all 105 not her 240
not its 55 not god 47
not his 74 not being 64
not was 61 not had 41
not was 47 not had 45
not not 154 not long 50
not not 106 not act 56
not say 95 not was 61
not had 63 not was 162
not was 107 not them 117
not his 70 not them 554
not one 99 not all 41
not her 74 not her 78
not being 71 not all 60
not was 94 not all 66
not and 87 not gay 53
not new 127 not old 41
not had 46 not has 55
not was 153 not this 54
not has 104 not was 196
not had 52 not was 134
not was 150 not mean 84
not was 40 not use 54
not them 54 not its 100
not his 67 not his 45
not this 41 not his 175
not our 149 not this 348
not his 40 not our 40
not use 49 not her 102
not was 58 not why 54
not idea 44 not two 44
not can 42 not did 125
not does 45 not had 975
not has 465 not saw 74
not was 1686 not this 41
not can 92 not had 220
not has 433 not was 1319
not irs 102 not law 80
not man 45 not new 92
not two 529 not use 100
not are 338 not can 64
not all 76 not his 40
not his 85 not her 63
not his 215 not that 52
not this 87 not had 115
not was 289 not was 207
not her 45 not his 80
not this 96 not was 54
not zeal 108 not low 258
not not 51 not not 103
not oath 76 not but 50
not ears 438 not ears 264
not eye 138 not man 110
not use 888 not any 41
not new 125 not two 193
not are 109 not not 42
not gas 49 not them 45
not all 558 not all 1943
not was 44 not any 107
not her 50 not all 516
not all 993 not that 51
not hear 90 not had 102
not was 110 not was 175
not thin 79 not not 106
not was 41 not day 231
not any 93 not her 154
not has 64 not was 116
not has 59 not was 206
not one 40 not two 92
not are 100 not can 102
not this 53 not all 175
not them 53 not that 41
not this 355 not was 70
not all 70 not his 48
not all 122 not his 43
not her 45 not had 246
not was 352 not was 203
not her 60 not all 76
not his 103 not her 61
not his 87 not any 70
not her 120 not him 86
not his 45 not you 168
not that 162 not them 52
not fear 67 not plo 344
not plo 40 not his 64
not see 93 not see 87
not any 71 not was 51
not was 58 not dead 112
not not 140 not any 398
not buy 99 not not 42
not that 96 not had 48
not has 74 not was 72
not was 123 not any 65
not use 47 not idea 292
not his 46 not pen 46
not not 101 not any 66
not for 128 not any 125
not her 52 not but 50
not see 67 not they 72
not all 190 not her 41
not they 130 not them 158
not was 81 not not 340
not long 48 not use 44
not they 46 not our 40
not them 48 not this 48
not but 109 not that 155
not being 56 not her 112
not can 180 not can 253
not was 87 not are 40
not can 187 not this 48
not does 62 not had 602
not has 468 not met 45
not thus 49 not was 1410
not this 56 not all 94
not that 89 not this 169
not thus 82 not you 53
not can 54 not does 59
not had 221 not has 221
not was 1527 not one 97
not all 45 not boy 40
not idea 47 not man 68
not new 51 not one 208
not real 43 not sun 73
not two 179 not war 125
not are 469 not had 51
not being 157 not they 73
not all 250 not they 158
not way 40 not all 41
not had 198 not was 349
not was 235 not things 49
not her 138 not all 44
not them 58 not aid 130
not see 43 not see 52
not get 50 not wear 56
not his 87 not them 150
not let 63 not say 53
not act 73 not buy 197
not get 73 not let 165
not put 119 not read 59
not see 86 not sit 78
not try 60 not them 60
not get 42 not let 78
not that 67 not this 46
not buy 49 not let 66
not any 255 not all 41
not was 79 not was 144
not not 131 not was 126
not are 42 not its 131
not low 62 not non 50
not not 233 not and 55
not not 214 not now 113
not with 55 not all 55
not boy 47 not dead 51
not eye 355 not few 53
not head 104 not hon 53
not law 235 not man 247
not men 107 not new 227
not non 146 not old 93
not one 327 not poet 62
not team 49 not two 1060
not wit 111 not all 93
not not 94 not now 229
not say 265 not can 629
not did 98 not had 667
not has 217 not may 218
not was 468 not who 140
not all 46 not our 52
not that 63 not this 222
not can 241 not had 53
not has 79 not may 424
not was 357 not boy 150
not cup 56 not earth 201
not idea 52 not law 131
not man 264 not men 41
not new 56 not old 129
not one 277 not real 78
not son 236 not sun 41
not two 231 not are 421
not can 354 not may 402
not aid 47 not new 66
not old 157 not two 64
not use 135 not say 165
not our 47 not that 90
not idea 46 not say 399
not any 48 not with 98
not her 41 not them 63
not all 125 not out 128
not with 107 not all 63
not see 41 not them 62
not and 41 not any 560
not say 99 not end 45
not with 186 not all 42
not things 51 not all 54
not this 107 not hear 48
not use 57 not all 88
not for 45 not war 349
not her 43 not all 57
not any 158 not this 49
not team 50 not her 129
not her 57 not not 81
not not 114 not are 53
not all 125 not any 58
not and 533 not yet 82
not air 85 not big 70
not day 262 not death 62
not end 91 not heat 78
not idea 113 not job 124
not long 213 not man 209
not new 536 not one 110
not real 114 not things 51
not two 150 not use 70
not war 518 not way 499
not deal 49 not deal 114
not say 107 not all 41
not deal 111 not idea 52
not you 40 not her 69
not did 42 not them 59
not any 72 not this 86
not can 66 not did 41
not had 690 not has 173
not was 1056 not who 47
not all 49 not any 100
not his 52 not this 118
not can 164 not had 46
not has 118 not was 879
not this 85 not death 43
not idea 46 not man 82
not new 108 not old 61
not poet 96 not son 50
not two 117 not use 48
not are 107 not can 136
not not 41 not thin 46
not all 95 not tax 132
not and 48 not for 52
not who 47 not all 514
not any 1290 not his 80
not its 159 not law 1783
not our 101 not that 109
not this 2097 not way 98
not act 64 not all 60
not any 817 not his 267
not its 259 not law 95
not our 328 not that 233
not this 4996 not not 111
not long 119 not use 63
not death 47 not air 41
not any 64 not them 70
not its 97 not any 53
not oath 51 not not 51
not not 124 not her 50
not his 70 not them 73
not this 42 not her 63
not all 54 not two 47
not was 116 not did 51
not had 68 not was 310
not was 46 not had 56
not who 55 not was 80
not that 43 not was 50
not that 187 not sec 81
not had 45 not not 41
not not 68 not his 66
not not 130 not his 58
not that 65 not this 228
not but 66 not his 77
not our 63 not that 226
not them 1339 not this 121
not men 46 not things 603
not not 121 not does 46
not her 215 not his 531
not its 43 not our 198
not that 3206 not them 2531
not this 2060 not you 72
not that 141 not all 116
not any 52 not was 121
not any 64 not bed 831
not being 70 not she 61
not all 2719 not being 107
not one 45 not all 3464
not her 288 not did 86
not got 1152 not had 1012
not was 191 not all 268
not goes 311 not got 277
not had 458 not has 44
not was 1025 not why 582
not all 100 not idea 72
not act 58 not get 799
not put 116 not read 60
not say 284 not set 43
not tie 83 not use 408
not all 44 not did 85
not got 1052 not had 68
not met 164 not she 49
not top 91 not his 132
not them 681 not that 142
not all 1884 not any 57
not that 56 not any 138
not and 57 not any 83
not did 470 not had 3511
not has 539 not was 1269
not all 153 not any 352
not his 53 not that 108
not did 94 not had 387
not has 209 not was 1625
not man 42 not old 54
not are 247 not did 130
not got 57 not had 540
not met 47 not saw 296
not being 49 not all 608
not way 120 not all 570
not had 48 not was 1571
not had 40 not was 3185
not man 78 not are 153
not did 126 not had 654
not was 468 not had 82
not was 321 not how 132
not are 44 not did 85
not had 64 not being 84
not all 451 not her 48
not his 66 not them 65
not his 45 not her 45
not year 43 not all 57
not all 48 not any 53
not all 58 not eye 47
not not 63 not not 203
not act 63 not day 110
not due 97 not job 240
not new 133 not two 43
not use 690 not war 51
not two 259 not his 65
not them 138 not all 167
not all 337 not any 100
not any 417 not his 66
not our 43 not all 119
not any 112 not that 83
not all 77 not end 45
not few 139 not use 61
not his 65 not any 41
not his 46 not any 40
not her 100 not any 45
not any 52 not that 60
not was 85 not her 198
not his 248 not them 56
not job 120 not new 44
not team 82 not eye 40
not was 63 not are 105
not death 234 not death 41
not her 44 not all 52
not his 53 not our 53
not all 44 not say 199
not with 68 not you 89
not not 147 not not 57
not end 119 not say 58
not his 52 not ears 40
not end 54 not see 94
not rob 55 not bring 48
not all 222 not did 60
not had 72 not has 53
not was 278 not you 150
not can 62 not does 47
not has 86 not was 354
not one 45 not idea 46
not law 49 not man 51
not new 88 not non 90
not two 446 not use 44
not way 78 not all 355
not are 408 not can 593
not not 62 not try 84
not use 54 not not 89
not this 59 not out 171
not old 45 not age 48
not ears 68 not job 483
not long 147 not low 57
not new 720 not real 44
not use 359 not his 161
not had 332 not was 215
not was 149 not you 64
not all 551 not she 44
not hear 89 not see 175
not all 1682 not she 178
not they 92 not hear 114
not see 282 not hear 49
not all 199 not all 357
not now 43 not they 46
not you 290 not hear 742
not read 50 not see 105
not not 43 not does 40
not was 58 not was 87
not age 81 not area 41
not idea 48 not old 57
not long 42 not they 55
not this 58 not yet 76
not her 48 not his 48
not one 155 not that 112
not this 650 not far 93
not mid 40 not this 79
not and 453 not can 205
not did 1386 not does 482
not got 145 not had 1774
not has 1621 not may 102
not met 110 not now 89
not put 42 not saw 247
not set 50 not then 43
not too 121 not was 6698
not who 155 not won 142
not one 47 not all 394
not any 65 not both 242
not due 44 not each 64
not her 229 not his 1650
not its 334 not may 94
not one 428 not our 463
not that 174 not them 42
not this 2528 not two 45
not can 595 not did 448
not does 399 not had 436
not has 4962 not led 79
not may 241 not was 6648
not own 63 not new 63
not one 2137 not two 126
not all 361 not his 194
not one 72 not this 163
not far 284 not few 944
not act 262 not age 406
not air 138 not area 568
not art 251 not bbc 46
not big 108 not boy 248
not cry 81 not day 55
not death 263 not east 226
not end 440 not era 40
not eye 51 not far 112
not fear 80 not few 336
not gap 77 not gas 87
not god 42 not head 159
not heat 161 not idea 1310
not imf 114 not irs 85
not job 75 not key 256
not kings 56 not law 1196
not lay 41 not lead 91
not lion 41 not long 229
not low 203 not man 1045
not map 44 not may 44
not mean 345 not men 646
not mid 43 not myth 68
not net 282 not new 3441
not non 375 not oil 163
not old 941 not one 685
not path 47 not peak 115
not poem 157 not poet 487
not real 480 not red 95
not set 42 not sex 80
not six 48 not song 46
not son 181 not sum 40
not sun 106 not tax 205
not team 45 not top 237
not two 6878 not usa 63
not use 867 not war 587
not way 188 not year 222
not this 86 not all 68
not are 1532 not can 1033
not did 231 not get 157
not had 241 not hear 327
not may 99 not now 95
not read 81 not see 414
not use 56 not hear 55
not read 53 not see 252
not not 52 not not 48
not had 178 not was 278
not was 237 not any 207
not too 69 not any 106
not see 90 not use 83
not any 89 not our 56
not our 73 not his 56
not that 140 not them 74
not this 51 not her 68
not them 44 not two 209
not any 43 not his 45
not all 107 not they 73
not his 72 not our 41
not all 43 not you 51
not day 101 not its 93
not his 114 not its 132
not her 239 not any 49
not his 45 not way 133
not all 58 not all 54
not not 88 not due 122
not not 120 not may 95
not was 44 not era 53
not old 83 not air 111
not area 45 not boy 47
not head 141 not man 116
not men 308 not new 148
not old 63 not team 43
not top 145 not two 545
not hear 140 not see 187
not use 48 not one 51
not this 110 not this 42
not and 118 not did 249
not got 77 not had 1103
not has 154 not may 939
not saw 50 not was 2232
not who 48 not his 159
not our 49 not this 367
not did 40 not had 141
not has 149 not may 753
not was 1962 not this 61
not air 42 not day 42
not end 56 not idea 177
not long 41 not man 175
not men 76 not new 195
not old 153 not poet 76
not real 112 not two 952
not use 137 not war 59
not are 164 not may 323
not his 70 not you 93
now was 83 now was 123
now lion 47 now this 50
now and 57 now had 522
now was 199 now had 60
now was 264 now had 68
now her 40 now had 82
now was 114 now was 165
now two 121 now are 86
now can 71 now had 135
now was 46 now was 139
now idea 46 now had 719
now was 497 now had 150
now was 839 now earth 46
now two 158 now war 124
now can 137 now has 230
now was 82 now who 50
now can 53 now has 73
now was 101 now can 42
now his 91 now that 42
now new 41 now old 46
now are 54 now can 47
now was 43 now was 65
now was 48 now had 52
now was 55 now them 99
now may 60 now was 69
now two 78 now deal 62
now use 104 now are 65
now can 369 now may 174
now his 98 now one 125
now two 203 now each 43
now was 46 now are 63
now they 126 now his 45
now did 65 now had 639
now was 579 now had 75
now was 449 now had 40
now has 109 now was 62
now all 61 now his 75
now use 75 now can 62
now her 116 now his 41
now use 171 now his 71
now this 129 now new 86
now way 157 now with 48
now with 44 now say 66
now had 137 now saw 46
now was 160 now was 55
now was 75 now all 42
now had 177 now was 61
now was 132 now had 56
now was 46 now was 84
now dead 1090 now things 77
now not 55 now was 105
now was 153 now idea 134
now new 45 now was 67
now was 94 now are 47
now had 41 now was 69
now god 153 now aid 153
now new 93 now use 172
now new 142 now long 45
now that 54 now aid 51
now say 62 now and 158
now two 167 now law 754
now any 48 now had 139
now our 62 now ease 76
now one 76 now one 68
now had 103 now his 81
now had 48 now fix 74
now get 128 now pay 347
now try 56 now but 105
now two 45 now but 119
now get 42 now but 93
now had 52 now had 53
now was 135 now was 161
now are 46 now his 133
now that 41 now this 46
now had 112 now had 184
now was 75 now was 57
now its 43 now few 44
now use 42 now two 41
now din 59 now use 48
now her 63 now his 50
now all 68 now had 127
now all 77 now may 62
now was 69 now had 101
now was 53 now see 55
now way 59 now had 60
