net the 74 net the 60
now an 619 now of 145
now the 1727 now to 47
now the 62 now be 66
now the 162 now be 565
now the 81 now the 74
now as 470 now the 44
now as 54 now me 46
now be 101 now the 43
now as 550 now the 42
now the 42 now as 836
now the 40 now be 94
now the 57 now the 271
now the 46 now the 149
now the 84 now the 44
now the 65 now the 41
now the 55 now as 60
now the 45 now the 49
now the 75 now as 295
now as 1860 now the 118
now the 48 now the 54
now the 40 now as 119
now the 86 now the 52
