neap might soon come which 45
not waste your time sending 135
not waste your time showing 41
not waste your time sitting 51
not waste your time talking 285
not waste your time telling 123
not waste your time thinking 290
not waste your time waiting 134
not waste your time wishing 48
not waste your time working 55
not waste your time writing 363
not within five days after 228
not within three days after 88
not within three days either 151
not within three years after 77
not within your home state 64
not worry over much about 118
not worry their heads about 180
not worry very much about 1366
not worry what other people 110
not worry your heads about 67
not worry your mind about 62
not would care nothing about 42
not write down their names 72
not write much more about 57
not write some good words 105
not write very much about 206
now about five years since 281
now about four feet above 205
now about four years since 169
now about three years since 331
now began what aged people 83
now every single half sheet 52
now grows from many roots 49
now known from many parts 40
now knows much more about 61
now looks down from heaven 61
now makes much more sense 44
now nearly five years since 290
now nearly four years since 357
now nearly nine years since 74
now nearly three years since 797
now often meet their people 45
now people have been talking 58
now quite four years since 69
now risen into some stream 54
now shall leave their woods 125
now sleep their last sleep 85
now spend more time working 52
now split into three parts 81
now stole some such added 84
now stood some aged people 46
now takes over your healthy 70
now thrown into their power 53
now under view from nearly 43
now where troy town stood 45
now within these three weeks 43
now would have just about 42
now writing there were still 52
