near and 47 near them 44
not was 71 not did 56
not who 68 not his 115
not that 67 not son 163
not are 51 not was 47
not own 104 not had 77
not has 101 not was 222
not are 1887 not can 88
not had 200 not may 42
not was 254 not are 237
not they 65 not was 64
not are 63 not that 93
not are 132 not was 82
not was 43 not one 478
not had 127 not are 108
not was 53 not had 76
not for 259 not with 44
not ask 43 not buy 199
not get 86 not put 61
not read 52 not run 63
not try 690 not use 1009
not any 51 not this 74
not use 71 not for 59
not this 56 not this 58
not his 144 not his 125
not own 96 not idea 53
not his 73 not had 50
not was 73 not you 54
not not 56 not that 46
not her 42 not his 63
not his 58 not not 108
not but 67 not not 52
not not 56 not not 43
not with 95 not was 92
not had 252 not was 155
not are 255 not had 293
not was 341 not are 158
not his 48 not that 400
not this 600 not one 140
not all 48 not this 49
not and 42 not lot 49
not own 227 not and 89
not death 81 not job 183
not long 49 not lot 174
not new 127 not own 1549
not pay 55 not son 127
not they 40 not things 71
not you 52 not own 226
not own 120 not and 297
not but 52 not they 50
not and 163 not act 96
not and 970 not but 103
not idea 43 not new 63
not one 266 not sum 55
not they 51 not way 136
not they 41 not you 57
not not 42 not not 66
not one 41 not not 75
not this 48 not one 257
not who 60 not was 48
not are 245 not had 58
not was 187 not not 44
not with 45 not not 103
not not 80 not not 44
not not 60 not who 133
not did 335 not had 594
not has 88 not was 543
not are 222 not can 44
not did 178 not had 222
not was 107 not and 53
not are 853 not can 107
not did 231 not had 46
not not 94 not not 110
not not 303 not had 44
not was 110 not and 41
not not 56 not own 53
not and 59 not death 85
not she 80 not they 120
not this 41 not own 93
not you 50 not not 92
not not 46 not not 121
not not 42 not not 97
not man 50 not who 45
not are 40 not they 40
not own 166 not saw 56
not not 45 not job 51
not man 73 not who 52
not man 43 not not 44
not man 41 not who 46
not had 55 not was 41
not are 97 not did 95
now was 74 now son 110
now being 187 now are 57
now yet 41 now and 56
now with 637 now not 48
now are 53 now had 49
now for 42 now had 43
now had 59 now can 52
now had 65 now not 46
now was 44 now new 41
now had 267 now has 61
now was 312 now was 45
now are 240 now can 83
now had 418 now was 471
now was 61 now are 168
now can 67 now not 55
now are 42 now with 41
now own 59 now this 72
now all 42 now are 46
now and 61 now had 50
now had 89 now was 172
now had 173 now was 103
now end 58 now had 41
now was 54 now her 52
now was 51 now and 3479
now are 187 now can 104
now was 52 now had 160
now had 201 now not 60
now was 44 now son 84
now was 54 now are 69
now had 280 now was 69
now own 63 now was 46
now age 71 now own 42
