gag prevented her 74
gas particles has 118
gas particles may 263
gas particles per 353
gas particles that 836
gas particles was 100
gas particles with 659
gas pipelines and 6557
gas pipelines are 2723
gas pipelines but 88
gas pipelines can 369
gas pipelines for 638
gas pipelines had 178
gas pipelines has 325
gas pipelines may 188
gas pipelines now 43
gas pipelines run 234
gas pipelines than 40
gas pipelines that 1899
gas pipelines was 443
gas pipelines with 583
gas platforms and 144
gas possessed any 45
gas possesses two 44
gas presently being 42
gas pressures and 4519
gas pressures are 3590
gas pressures can 537
gas pressures for 639
gas pressures has 44
gas pressures may 162
gas pressures near 83
gas pressures than 121
gas pressures that 790
gas pressures was 52
gas pressures with 274
gas primarily for 57
gas processes and 104
gas processes are 247
gas producers and 4497
gas producers are 2057
gas producers but 112
gas producers can 231
gas producers for 950
gas producers had 199
gas producers has 97
gas producers may 220
gas producers that 730
gas producers using 70
gas producers was 341
gas producers who 364
gas producers with 482
gas production and 24426
gas production are 2923
gas production being 69
gas production but 497
gas production can 1491
gas production did 52
gas production does 94
gas production due 300
gas production for 2668
gas production gas 193
gas production goes 56
gas production had 644
gas production has 4062
gas production may 1408
gas production not 41
gas production now 116
gas production oil 115
gas production per 1079
gas production tax 279
gas production than 391
gas production that 1730
gas production using 307
gas production was 6817
gas production with 1198
gas prospecting and 486
gas prospects and 242
gas prospects are 203
gas protection and 194
gas provinces and 78
gas provinces are 50
gas purchased and 241
gas purchased for 255
gas purchases and 309
gas purchases are 58
gas purchases for 46
gas purifiers and 103
gas reductions and 222
gas reductions are 93
gas reductions that 223
gas regulation and 344
gas regulation has 41
gas regulation was 165
gas regulator and 470
gas regulator for 147
gas regulator has 74
gas regulator may 88
gas regulator was 54
gas reservoir and 1167
gas reservoir are 276
gas reservoir can 235
gas reservoir for 130
gas reservoir has 325
gas reservoir may 253
gas reservoir that 255
gas reservoir was 452
gas reservoir with 586
gas resources and 3401
gas resources are 3870
gas resources but 147
gas resources can 263
gas resources for 808
gas resources had 99
gas resources has 599
gas resources may 150
gas resources off 94
gas resources that 972
gas resources was 306
gas resources with 229
gas revolution was 41
gas royalties and 335
gas royalties are 628
gas royalties can 40
gas royalties for 70
gas saturated with 2832
gas saturation and 879
gas saturation are 126
gas saturation can 64
gas saturation for 174
gas saturation has 190
gas saturation was 245
gas saturation with 100
gas scrubbers and 498
gas scrubbers are 257
gas scrubbers for 175
gas separation and 1817
gas separation are 248
gas separation for 44
gas separation has 148
gas separation using 52
gas separation was 163
gas separation with 241
gas separator and 279
gas separator for 49
gas severance tax 489
gas shortages and 992
gas shortages are 193
gas shortages that 131
gas standards and 84
gas standards are 136
gas standards for 131
gas structure and 253
gas structure with 60
gas suggested that 86
gas suppliers and 675
gas suppliers are 223
gas suppliers for 45
gas surrounding hot 48
gas surrounding our 54
gas surrounding them 203
gas surrounding this 49
gas technique and 47
gas technique for 228
gas technique has 51
gas technique was 49
gas terminals and 194
gas territory and 173
gas territory that 42
gas themselves and 48
gas throughout its 76
gas throughput and 387
gas throughput per 48
gas tightness and 288
gas transfers heat 94
gas transition and 62
gas transport and 2552
gas transport are 234
gas transport can 85
gas transport for 123
gas transport has 53
gas transport may 65
gas transport was 95
gas transport with 97
gas typically has 71
gas undertaking and 92
gas undertaking has 53
gas undertaking was 83
gas utilities and 1723
gas utilities are 1291
gas utilities can 73
gas utilities for 252
gas utilities had 115
gas utilities has 123
gas utilities may 52
gas utilities that 388
gas utilities was 49
gas utilities with 134
gas viscosity and 1211
gas viscosity are 44
gas viscosity can 53
gas viscosity with 101
gay activists and 1457
gay activists are 407
gay activists can 43
gay activists did 74
gay activists for 139
gay activists had 392
gay activists saw 46
gay activists say 61
gay activists that 376
gay activists was 67
gay activists who 717
gay activists with 95
gay adventure and 65
gay adventure for 42
gay advocates and 41
gay americans and 90
gay americans are 129
gay appearance and 199
gay appearance with 107
gay attitudes and 151
gay attitudes are 45
gay audiences and 126
gay balconies and 42
gay bathhouses and 321
gay bookstore and 51
gay bracelets and 156
gay caballero and 49
gay candidate for 180
gay cavalcade that 127
gay cavaliers and 247
gay cavaliers who 112
gay character and 201
gay character was 76
gay character who 162
gay christians and 138
gay christians are 103
gay christians who 104
gay clientele and 102
gay commercial and 48
gay community and 7170
gay community are 857
gay community but 380
gay community can 467
gay community did 172
gay community does 278
gay community for 1138
gay community got 40
gay community had 917
gay community has 2774
gay community may 425
gay community not 92
gay community now 91
gay community saw 44
gay community than 411
gay community that 3446
gay community they 55
gay community was 2319
gay community who 578
gay community with 593
gay companions and 347
gay companions for 63
gay companions had 63
gay companions who 103
gay companions with 59
gay consumers and 53
gay consumers are 57
gay contention for 115
gay courtiers and 189
gay courtiers who 49
gay customers and 53
gay discourse and 73
gay disregard for 83
gay draperies and 113
gay employees and 210
gay employees are 105
gay employees who 94
gay employees with 61
gay equipages and 168
gay everybody was 88
gay expression and 65
gay festivals and 133
gay frivolity and 47
gay gentleman that 161
gay gentleman who 119
gay gentlemen and 72
gay gentlemen who 69
gay geraniums and 59
gay goodnight and 104
gay historians and 76
gay homophobia and 44
gay hostility and 65
gay incidents and 43
gay kerchiefs and 96
gay liberation and 3111
gay liberation are 198
gay liberation but 108
gay liberation can 82
gay liberation did 52
gay liberation era 111
gay liberation for 156
gay liberation had 389
gay liberation has 502
gay liberation may 60
gay liberation than 50
gay liberation that 464
gay liberation was 937
gay liberation with 153
gay lifestyle and 609
gay lifestyle are 55
gay lifestyle for 78
gay lifestyle has 66
gay lifestyle that 163
gay lifestyle was 166
gay lifestyle with 83
gay magazines and 474
gay magazines are 76
gay magazines that 109
gay merriment that 119
gay militants who 57
gay ministers and 48
gay movements and 253
gay movements are 84
gay movements had 42
gay movements has 55
gay newspaper and 95
gay newspaper that 128
gay newspaper with 47
gay nightclub and 53
gay oppression and 328
gay oppression has 69
gay oppression was 44
gay ordination and 65
gay ornaments and 109
gay parterres and 99
gay physicians and 67
gay political and 347
gay population and 362
gay population are 55
gay population had 66
gay population has 167
gay population that 239
gay population was 142
gay population who 46
gay practices and 41
gay prejudice and 231
gay procession and 59
gay procession had 45
gay procession was 86
gay procession with 70
gay relatives and 88
gay residents and 71
gay sexuality and 839
gay sexuality are 69
gay sexuality can 43
gay sexuality has 103
gay sexuality that 186
gay sexuality was 171
gay sexuality with 91
gay statesman for 84
gay surprises and 120
gay teenagers and 126
gay teenagers are 146
gay teenagers who 115
gay transient air 46
gay travelers are 93
gay tremulous beam 47
gay umbrellas and 92
gay vestments his 68
gear accounted for 97
gear associated with 686
gear available and 47
gear available for 486
gear clockwise and 49
gear coincides with 63
gear collapsed and 197
gear comprises two 66
gear conflicts and 54
gear connected with 664
gear correctly with 388
gear decorated with 50
gear developed for 57
gear dimensions and 137
gear dimensions are 119
gear engagement and 102
gear equipment and 45
gear indicates that 89
gear inspection and 51
gear lubricant and 202
gear lubricant for 60
gear mechanism and 461
gear mechanism are 44
gear mechanism for 388
gear mechanism that 771
gear mechanism was 133
gear mechanism with 207
gear necessary for 1499
gear ourselves for 224
gear production and 64
gear reductions and 144
gear reductions are 185
gear retracted and 308
gear retraction and 149
gear scattered all 88
gear stationary and 228
gear themselves for 632
gel adsorption and 53
gel apparatus and 648
gel apparatus for 169
gel apparatus using 40
gel apparatus was 115
gel apparatus with 461
gel associated with 168
gel chemistry and 246
gel chemistry has 103
gel contracts and 45
gel developed with 193
gel dimensions are 107
gel extraction and 56
gel extraction kit 4259
gel filtration and 13995
gel filtration are 845
gel filtration but 134
gel filtration can 570
gel filtration for 712
gel filtration had 50
gel filtration has 634
gel filtration may 331
gel filtration that 358
gel filtration using 1744
gel filtration was 1938
gel filtration with 1866
gel fragments are 116
gel indicated that 450
gel indicates that 556
gel interface and 75
gel particles and 1058
gel particles are 1152
gel particles can 219
gel particles for 51
gel particles may 112
gel particles that 387
gel particles was 52
gel particles with 395
gel processes and 107
gel processes are 147
gel processes for 56
gel saturated with 333
gel separation and 221
gel structure and 1711
gel structure are 186
gel structure can 299
gel structure has 246
gel structure may 217
gel structure that 390
gel structure was 307
gel structure with 282
gel suspension and 184
gel suspension was 234
gel suspension with 85
gel technique and 240
gel technique are 41
gel technique can 50
gel technique for 266
gel technique has 295
gel technique using 116
gel technique was 199
gel technique with 47
gel thoroughly with 149
gel transition and 335
gel transition can 108
gel transition for 103
gel transition has 41
gem associated with 56
gem collection was 48
gem inscribed with 50
gem merchants and 46
gem varieties are 225
get abolished and 91
get absolution and 115
get absolution for 916
get accolades for 54
get accounted for 237
get acquittal for 87
get activated and 660
get activated for 42
get additional aid 65
get additional and 118
get additional men 71
get additional pay 128
get additional tax 163
get addressed and 244
get addresses and 125
get addresses for 229
get admiration and 111
get advantage and 51
get advantage for 71
get advantage out 78
get advertising and 106
get advertising for 147
get affiliated with 97
get afflicted with 176
get agreement and 735
get agreement for 1133
get agreement that 2659
get agreement with 1467
get alienated and 67
get allocated and 58
get allowance for 87
get altogether out 483
get altogether rid 68
get altogether too 193
get americans and 50
get americans out 563
get ammunition and 850
get ammunition for 489
get amplified and 109
get amusement and 49
get amusement out 895
get applauded for 73
get appointed and 91
get approvals and 161
get approvals for 219
get artillery and 77
get assaulted and 85
get assembled and 93
get associated with 4666
get associates and 47
get assurance that 1046
get attracted and 181
get audiences and 55
get audiences with 73
get backaches and 42
get backstage and 268
get backwards and 108
get backwards nor 53
get batteries for 151
get blessedly out 42
get bombarded with 1537
get brochures and 141
get butchered and 46
get california and 92
get certified and 324
get certified for 293
get certified now 191
get challenged and 73
get champagne and 66
get character and 77
get charlotte and 45
get charlotte out 95
get chastised for 87
get chocolate and 172
get chocolate for 50
get chocolate ice 101
get christine out 52
get christmas day 42
get christmas off 127
get churchill and 69
get churchill out 43
get civilized and 64
get clarified and 63
get clearances for 79
get clobbered and 82
get clobbered for 115
get clobbered with 141
get cluttered and 106
get cluttered with 552
get collected and 136
get commission for 87
get committed and 64
get committed for 92
get compacted and 97
get companies and 55
get competent and 142
get competent men 215
get completed and 186
get compliance and 72
get compliance with 356
get computers and 99
get computers for 66
get conceited and 161
get concerned and 246
get concerned for 69
get concerned that 833
get concerned with 650
get condemned for 52
get condensed and 42
get conditions for 54
get conditions that 122
get confident and 59
get confirmed and 185
get conflated with 121
get connected and 1164
get connected for 130
get connected using 48
get connected with 5214
get connection with 199
get consensus and 101
get consensus for 74
get consumers and 113
get contented and 79
get contented use 44
get contracts and 611
get contracts for 1593
get contracts that 112
get contracts with 572
get converted all 40
get converted and 498
get convicted and 436
get convicted for 149
get convicted not 84
get convinced that 1751
get corrected and 105
get corrected for 83
get corrupted and 444
get courageous men 48
get creditors off 43
get criminals off 500
get criminals out 99
get criticism and 110
get criticism for 72
get crossways with 200
get crosswise with 195
get crucified for 116
get customers and 302
get customers for 713
get customers out 54
get customers that 102
get customers who 171
get decorated for 77
get decorated with 55
get deductions for 158
get defensive and 3299
get defensive with 120
get delegates for 78
get delivered and 141
get delivered out 116
get democrats and 50
get deposited and 54
get depressed all 51
get depressed and 7489
get depressed but 402
get depressed for 228
get depressed now 94
get depressed than 70
get depressed that 330
get depressed they 105
get depressed too 130
get depressed with 210
get desirable things 55
get desperate and 871
get desperate for 361
get desperate that 42
get desperate with 42
get destroyed and 646
get destroyed with 71
get developed and 503
get developed for 45
get different and 139
get different pay 93
get different things 1100
get difficult and 244
get difficult for 225
get difficult things 70
get difficult with 61
get directions and 1011
get directions for 1037
get disbarred for 95
get discarded and 57
get discounts and 313
get discounts for 645
get discounts not 62
get discounts that 44
get discussed and 193
get discussion and 44
get discussion going 295
get disgusted and 2366
get disgusted with 4581
get dislodged and 98
get dismissed and 44
get dismissed for 48
get dispersed and 139
get displaced and 316
get displeased with 82
get disrupted and 104
get dissolved and 224
get distended with 83
get distorted and 1146
get distorted due 48
get distorted with 83
get disturbed and 674
get disturbed due 85
get dividends and 85
get dividends out 84
get documents and 277
get documents for 89
get documents out 45
get documents that 324
get doughnuts and 74
get downright mad 70
get downright mean 155
get dysentery and 81
get educations and 59
get educators and 50
get effective and 103
get effective use 70
get efficient and 176
get efficient use 55
get electrons out 46
get elsewhere and 184
get elsewhere for 226
get embroiled with 725
get emergency aid 148
get employees and 265
get employees out 43
get employees who 140
get employers and 129
get encrusted with 105
get energized and 139
get energized for 41
get enjoyment and 255
get enjoyment out 2473
get enthralled with 44
get equipment and 1062
get equipment for 747
get equipment out 104
get equipment that 602
get estimates and 178
get estimates for 1542
get estimates that 124
get evaluated and 181
get evaluated for 83
get everybody all 172
get everybody and 107
get everybody doing 42
get everybody fed 50
get everybody going 113
get everybody mad 53
get everybody off 1641
get everybody out 5973
get everybody singing 58
get everybody that 42
get everybody who 169
get everybody you 57
get exceedingly hot 60
get excellent and 66
get excellent men 65
get exclusive use 184
get exemptions for 77
get exercised and 46
get exhausted and 1751
get exhausted with 139
get expensive and 204
get expensive for 96
get exploited and 66
get expressed and 218
get expression for 106
get extensions for 54
get extensive and 42
get extensive use 42
get extremely bad 71
get extremely dry 42
get extremely fat 53
get extremely hot 875
get extremely long 67
get extremely low 123
get extremely mad 43
get extremely wet 53
get factories and 105
get favorable tax 190
get flattened and 115
get flattened out 414
get flustered and 3714
get followers and 82
get forgotten and 361
get fourpence for 54
get frostbite and 223
get fulfilled and 72
get furnished with 119
get furniture and 253
get furniture for 131
get generated and 93
get gladstone and 116
get gradually rid 57
get groceries and 621
get groceries for 317
get happiness and 785
get happiness for 274
get happiness out 417
get hollywood out 50
get horrified and 47
get hospitals and 48
get hypothermia and 45
get impatient and 3813
get impatient but 59
get impatient for 370
get impatient now 54
get impatient that 41
get impatient with 4796
get important and 64
get important new 75
get important things 371
get impressed with 177
get impression that 169
get imprinted with 52
get increasingly out 160
get incrusted with 41
get indemnity for 79
get indicates that 312
get indignant and 254
get indignant with 135
get industrial and 79
get infections and 258
get infections that 472
get influence and 86
get influence with 44
get infuriated and 49
get infuriated with 60
get ingredients for 210
get injections and 85
get inquiries and 45
get inquiries for 72
get installed and 106
get installed with 55
get insurance and 589
get insurance for 1448
get insurance that 227
get insurance with 50
get integrating this 135
get intensely hot 59
get interesting and 284
get interesting for 120
get interesting now 45
get interesting things 66
get interesting with 59
get interview with 110
get intrigued with 90
get inundated with 454
get invalided out 57
get irregular and 41
get irritable and 1601
get irritable with 217
get irritated and 5516
get irritated but 41
get irritated now 40
get irritated that 170
get irritated with 2021
get jerusalem and 42
get kidnapped and 245
get knighthood for 53
get knowledge and 2422
get knowledge but 79
get knowledge for 262
get knowledge not 43
get knowledge out 339
get knowledge than 43
get knowledge that 625
get knowledge with 46
get leadership and 40
get liberated and 352
get liberation and 40
get lightheaded and 97
get machinery and 317
get machinery for 54
get magazines and 72
get magnified and 101
get magnified out 59
get manicures and 127
get manliness and 81
get medication and 97
get medication for 244
get medication that 42
get medicines and 222
get medicines for 237
get migraines and 65
get migraines are 46
get ministers who 46
get miserable and 158
get misplaced and 110
get mobilized and 106
get mobilized for 45
get mortgages and 170
get mortgages for 46
get motivated and 486
get motivated for 195
get multiplying both 172
get multiplying this 41
get mutilated and 66
get necessary and 72
get necessary things 84
get neglected and 124
get neglected for 41
get negotiated and 50
get newspaper and 76
get nominated and 641
get nominated for 1662
get nostalgic and 95
get nostalgic for 415
get nourished and 96
get nutrients and 168
get obedience and 53
get objective and 129
get obstinate and 66
get operations are 126
get operations for 48
get organized and 11188
get organized but 100
get organized for 1791
get organized now 107
get organized than 57
get organized that 63
get organized this 42
get organized was 41
get organized with 575
get ornaments for 97
get ourselves all 310
get ourselves and 938
get ourselves dry 93
get ourselves going 76
get ourselves new 41
get ourselves off 814
get ourselves one 165
get ourselves out 7210
get ourselves put 48
get ourselves rid 56
get ourselves set 100
get ourselves too 58
get outfitted and 58
get outfitted for 425
get outfitted with 90
get overboard and 184
get overgrown and 80
get overgrown with 174
get overheated and 561
get overtired and 237
get ownership and 47
get palestine for 158
get paralyzed and 87
get paralyzed with 108
get partridge and 44
get passengers and 126
get passengers for 48
get passionate and 97
get passports and 823
get passports for 888
get patronage and 40
get patronage for 210
get penalized for 428
get perfectly dry 504
get performed and 63
get permanent and 53
get permission and 2387
get permission but 47
get permission for 20228
get permission not 60
get permission that 48
get perplexed and 205
get personnel and 125
get perturbed and 216
get perverted and 74
get physicians and 129
get plastered and 428
get plastered with 117
get polarized and 47
get political and 689
get populated with 54
get population and 77
get positioned for 50
get possessed and 109
get possessed with 130
get possession and 1101
get possession for 164
get possession that 45
get possession was 83
get postcards and 77
get practical and 250
get practical things 55
get precisely that 177
get precisely this 67
get presented and 73
get presented with 229
get preserved and 60
get principal nor 65
get priorities for 114
get prisoners and 70
get prisoners for 49
get prisoners out 174
get proactive and 85
get processed and 246
get processed for 45
get processed out 48
get producers and 65
get production and 225
get production going 1439
get production out 624
get projected out 130
get prominent men 43
get promotions and 957
get promotions for 102
get proposals for 95
get prospects and 52
get protection and 1213
get protection for 991
get protection that 48
get provender for 71
get provisions and 2171
get provisions but 44
get provisions for 3086
get publicity and 769
get publicity but 69
get publicity for 5962
get publicity out 221
get publicity that 57
get publicity was 40
get published all 42
get published and 3483
get published any 54
get published are 192
get published but 166
get published each 65
get published for 319
get published his 47
get published now 45
get published one 99
get published than 182
get published that 181
get published was 157
get published with 105
get published you 122
get qualified and 261
get qualified for 259
get qualified men 108
get questioned and 50
get quotations and 42
get quotations for 113
get reasonable and 93
get reasonably near 136
get rebellious and 77
get recharged and 76
get recharged for 120
get recharged with 40
get recruited for 90
get reelected and 377
get reelected for 147
get reelected was 42
get reelected with 49
get referrals and 489
get referrals for 268
get reflected and 250
get refocused and 53
get refreshed and 187
get refreshed for 89
get refreshed with 53
get relatives and 50
get relatives out 52
get relaxation and 67
get remarried and 184
get remembering that 43
get reoriented and 44
get reparation for 142
get repayment for 51
get reporters and 69
get repressed and 274
get reputation and 240
get reputation for 42
get resentful and 227
get resentful that 58
get residents out 97
get residuals for 49
get resources and 697
get resources for 543
get resources out 112
get resources that 216
get responses and 209
get responses for 60
get responses that 1025
get retrained for 53
get reverence for 60
get ridiculed for 79
get robertson out 40
get roosevelt and 46
get roosevelt out 361
get royalties for 144
get sarcastic and 93
get sarcastic with 269
get satisfied and 142
get satisfied with 485
get saturated and 177
get saturated with 681
get saturdays off 164
get scattered all 392
get scattered and 332
get scattered out 47
get scheduled for 142
get scrambled and 201
get scratched and 453
get scratched going 83
get scratched off 41
get scratched with 65
get scratches and 51
get secondary and 69
get sensitive and 68
get sentenced for 126
get sentences that 232
get sentiment out 45
get separated and 1702
get separated for 139
get separated off 46
get separated out 365
get seventeen and 82
get severance pay 615
get shallower and 137
get sharpened and 45
get shipments out 61
get shitfaced and 123
get shortened and 64
get similarly for 51
get situations for 118
get someplace and 188
get someplace with 93
get someplace you 53
get sometimes that 108
get somewhere all 54
get somewhere and 1806
get somewhere but 288
get somewhere far 42
get somewhere for 116
get somewhere near 2182
get somewhere new 61
get somewhere now 137
get somewhere one 88
get somewhere out 235
get somewhere she 45
get somewhere than 95
get somewhere that 855
get somewhere then 59
get somewhere they 85
get somewhere this 59
get somewhere too 40
get somewhere with 2285
get somewhere you 269
get spaghetti and 59
get spattered with 441
get specimens and 64
get specimens for 309
get spiritual and 78
get sprinkled with 146
get stability and 116
get standards for 115
get statehood for 67
get stretched and 821
get stretched out 2969
get stretched too 107
get submerged and 105
get submitted for 42
get subsidies and 318
get subsidies for 306
get sunburned and 280
get sunstroke and 124
get supported and 42
get surfeited with 58
get surprised and 116
get surprised that 86
get surprised with 53
get suspended and 325
get suspended for 458
get suspicious and 1853
get suspicious that 669
get swallowed and 43
get talkative and 48
get tarnished and 66
get technical and 587
get technical for 152
get technical with 136
get telegrams and 53
get television and 151
get terrified and 108
get testimony that 70
get textbooks and 57
get themselves all 800
get themselves and 2292
get themselves cut 60
get themselves dead 45
get themselves fed 60
get themselves fit 47
get themselves going 250
get themselves new 109
get themselves off 2146
get themselves one 50
get themselves out 10449
get themselves put 435
get themselves read 115
get themselves rid 77
get themselves run 154
get themselves set 293
get themselves too 73
get themselves wet 165
get thoroughly and 67
get thoroughly dry 648
get thoroughly fed 131
get thoroughly hot 157
get thoroughly out 137
get thoroughly rid 122
get thoroughly wet 1674
get thoughtful and 42
get threepence for 40
get tolerably near 42
get toothpaste out 106
get transfers for 41
get transport and 94
get transport for 171
get transport out 59
get treatments for 41
get triggered and 85
get triggered off 99
get unbearably hot 207
get uncovered and 50
