oaks which ye have desired 195
other words the ratio between 54
other words to form phrases 41
over about the same surface 143
over again he told himself 51
over again in their thoughts 43
over again the gory marvels 58
over again the same phrases 50
over again the same question 141
over again the same subject 44
over again the same thoughts 129
over amusing to your stranger 81
over egypt by great britain 87
over fourth of july weekend 135
over hills or high buildings 87
over miles of open country 158
over others in rearing offspring 49
over others in their several 109
over parts of north america 228
over parts of south america 49
over power to those election 44
over rajas of high position 45
over twice as many members 45
over until the next chapter 148
over until the next election 44
over until the next harvest 441
over until the next regular 307
over where the line between 66
over which he also erected 44
over which he held dominion 56
over which he will preside 142
over which it must operate 48
over which it will operate 230
over which of said competing 89
over which of these factors 41
over which the city council 40
over which the cool shadows 83
over which the diary extends 48
over which the flux density 52
over which the gods preside 68
over which the great glacier 43
over which the host country 51
over which the lids drooped 67
over which the moving average 95
over which the poor animals 50
over which the rate applies 58
over which the road crosses 52
over which the soil remains 50
over which the south african 45
over which the twig shadows 63
over which the union pacific 49
over which the wave function 69
over which the wave travels 125
over which we have control 3278
over which we have dominion 96
over which we have glanced 45
over which we have lightly 42
over which we have limited 180
over which we were advancing 84
over which we were carried 235
over which we were ferried 97
over which we were obliged 383
over which we were traveling 164
owed money to these harpies 51
