obey the ideal gas equation 309
only be used for producing 68
only be used for research 270
only be used for samples 66
only be used for screening 126
only be used for storage 58
only be used for systems 47
only be used with careful 44
only be used with certain 227
only be used with extreme 397
only be used with integer 47
only be used with numeric 57
only be used with objects 40
only be used with respect 86
only be used with success 95
only be when things exchange 117
only by bringing them together 58
only by hearing them recited 44
only by hint and gesture 40
only by rule and precept 81
only by slow and arduous 53
only by slow and cautious 86
only by slow and gradual 178
only by slow and painful 352
only by slow and patient 115
only by taking for granted 151
only by their not attacking 40
only by their own ability 90
only by their own colonial 44
only by their own consent 1271
only by their own desires 50
only by their own efforts 492
only by their own ingenuity 51
only by their own members 86
only by their own natural 298
only by their own opinions 185
only by their own parents 75
only by their own regular 47
only by their own selfish 58
only by their own terrors 398
only by their own weakness 42
only by those who achieve 40
only by those who believe 751
only by those who belonged 64
only by those who benefit 57
only by those who embrace 48
only by those who enjoyed 103
only by those who examine 42
only by those who observe 52
only by those who opposed 51
only by those who perform 47
only by those who possess 649
only by those who profess 51
only by those who receive 95
only by those who survive 70
only by what they receive 150
only by what was happening 48
only by what was highest 61
only by your own ability 49
only by your own efforts 63
only by your own ingenuity 61
only do these things because 73
only do what god permits 58
only do what you program 48
only go some way towards 59
only he knew for certain 62
only if some one species 151
only if there are certain 285
only if there are criteria 49
only if there are exactly 288
only if there are grounds 68
only if there are objects 95
only if there are persons 44
only if there are present 47
only if there are profits 84
only if there are several 172
only if these are touched 40
only if those who receive 57
only in areas not covered 81
only in arid and semiarid 49
only in form and content 134
only in form and stature 91
only in great and national 64
only in india but outside 374
only in java and sumatra 42
only in just this respect 55
only in love with himself 67
only in making war against 66
only in myths and legends 61
only in name and outward 55
only in north and central 145
only in race and language 67
only in rare and extreme 196
only in rare and unusual 194
only in size and quality 42
only in some few streets 59
only in some low islands 56
only in south and central 203
only in their own affairs 147
only in their own circles 50
only in their own conceit 65
only in their own context 44
only in their own country 2055
only in their own culture 57
only in their own defense 65
only in their own dioceses 47
only in their own domains 45
only in their own language 866
only in their own markets 54
only in their own national 225
only in their own natural 178
only in their own peculiar 92
only in their own persons 195
only in their own private 141
only in their own profits 50
only in their own schools 67
only in their own selfish 74
only in their own society 51
only in their own village 114
only in their own welfare 175
only in those who believe 112
only in very low amounts 108
only in very low numbers 166
only in very thin sections 88
only in ways that respect 133
only in what may concern 59
only in your own country 174
only is there this general 127
only my eyes and stomach 51
only my food and raiment 64
only of beef are allowed 51
only of hiding his foibles 57
only of past and present 97
only of peace and concord 80
only of their own affairs 155
only of their own behavior 42
only of their own comfort 114
only of their own country 526
only of their own culture 52
only of their own desires 46
only of their own liberty 48
only of their own members 97
only of their own national 53
only of their own passions 79
only of their own pleasure 363
only of their own private 94
only of their own profits 43
only of their own prowess 68
only of their own selfish 119
only of their own species 62
only of their own volition 49
only of their own welfare 108
only of those who admired 246
only of those who believe 155
only of those who belonged 41
only of those who compose 40
only of those who opposed 43
only of those who possess 82
only of those who profess 48
only of those who receive 234
only of what was happening 175
only of what was written 57
only of your own comfort 79
only of your own country 125
only of your own pleasure 40
only on past and present 59
only on their own ability 55
only on their own account 842
only on their own courage 44
only on their own efforts 151
only on their own incomes 52
only on their own limited 41
only on their own members 41
only on their own selfish 49
only on those who believe 69
only on those who deserve 53
only on those who receive 66
only on what was happening 59
only on your own account 335
only on your own comfort 124
only so much raw material 73
only the arch that matters 138
only the arts and letters 115
only the back was visible 117
only the base and slavish 75
only the beach was trodden 65
only the best and bravest 83
only the best and highest 108
only the best and largest 62
only the best and noblest 76
only the best can survive 43
only the best for himself 44
only the body and nervous 134
only the body that suffers 54
only the book had slipped 41
only the case with respect 67
only the cook and steward 63
only the data that support 139
only the dogs for company 44
only the duke and duchess 72
only the envy and jealousy 53
only the eyes are visible 94
only the eyes being visible 46
only the face was visible 85
only the fact that certain 91
only the feet are visible 53
only the fool who becomes 56
only the form and content 239
only the form and features 48
only the froth and bubbles 40
only the hawk had carried 85
only the heads are visible 58
only the health and comfort 44
only the health and freedom 42
only the health and welfare 152
only the hero and heroine 108
only the host and hostess 54
only the iliad and odyssey 152
only the kind and quality 53
only the land and buildings 96
only the last and greatest 161
only the last and highest 143
only the last few decades 241
only the last few hundred 129
only the last few minutes 155
only the last few seconds 65
only the last few thousand 58
only the last one hundred 100
only the last one remains 40
only the last ten minutes 49
only the last two classes 55
only the last two columns 61
only the last two decades 191
only the last two factors 65
only the last two figures 145
only the last two hundred 75
only the last two letters 117
only the last two numbers 82
only the last two stanzas 48
only the laws and customs 112
only the lord can provide 42
only the love and respect 66
only the means for achieving 72
only the means for attaining 67
only the means for couples 50
only the most fit survive 51
only the mule that carried 42
only the name and address 2481
only the name and location 102
only the name and occasion 90
only the name and willows 102
only the pain and suffering 192
only the pale and wondering 45
only the part and chapter 129
only the past and present 920
only the past few decades 88
only the past two decades 88
only the pure and perfect 49
only the radio for company 44
only the rare and unusual 104
only the rich can indulge 40
only the rows and columns 163
only the rows that contain 56
only the sick and wounded 468
only the size and location 60
only the size and position 55
only the skin and muscles 68
only the slow and painful 45
only the truth that edifies 61
only the will and pleasure 48
only the wind for company 65
only the young and foolish 60
only the young are capable 50
only to break his promise 42
only to break its windows 46
only to call and preside 126
only to care for himself 95
only to curb and confine 58
only to cure his patient 40
only to deny that mormons 83
only to feed and nourish 100
only to fill his capital 43
only to find and console 82
only to find and declare 44
only to find her husband 648
only to find her married 142
only to find her parents 48
only to find his beloved 95
only to find his efforts 199
only to find his parents 70
only to find his patient 40
only to find his position 53
only to find out several 225
only to find that although 115
only to find that because 169
only to find that british 116
only to find that captain 71
only to find that certain 54
only to find that charles 51
only to find that colonel 49
only to find that congress 40
only to find that despite 189
only to find that everything 589
only to find that general 211
only to find that several 301
only to find that society 48
only to find that somehow 102
only to find that success 56
only to find them blocked 57
only to find them nowhere 84
only to find them returning 43
only to find them useless 55
only to give all persons 40
only to give and receive 130
only to give her husband 48
only to give her pleasure 127
only to give him leisure 73
only to give him pleasure 136
only to give his consent 87
only to give its general 41
only to give you pleasure 141
only to glut his private 63
only to grow and develop 52
only to have her efforts 61
only to have her husband 521
only to have her thoughts 121
only to have him blocked 62
only to have him brought 58
only to have him decline 72
only to have him respond 68
only to have his decision 43
only to have his efforts 317
only to have his election 55
only to have his position 43
only to have his request 107
only to have its decision 45
only to have its efforts 66
only to have that decision 51
only to have them crushed 79
only to have them decline 90
only to have them defeated 55
only to have them ignored 279
only to have them knocked 183
only to have them quickly 119
only to have them refused 54
only to have them released 46
only to have them removed 66
only to have them respond 65
only to have them smashed 62
only to have them surface 110
only to have them thwarted 42
only to help and comfort 42
only to hold his division 45
only to hold his position 86
only to hold them together 60
only to keep and improve 186
only to keep her company 40
only to keep him company 147
only to keep his promise 64
only to kill and destroy 99
only to know and believe 54
only to know and combine 70
only to land and buildings 48
only to leave our studies 74
only to life and liberty 87
only to lose her balance 69
only to lose her husband 54
only to lose his balance 177
only to lose his fortune 44
only to lose them because 50
only to love and cherish 57
only to love his enemies 130
only to make each organic 222
only to make head against 73
only to make her husband 58
only to make him believe 45
only to make him capable 42
only to make him unhappy 67
only to make his apology 45
only to make his election 65
only to make his fortune 68
only to make his picture 78
only to make his position 47
only to make his subject 46
only to make men atheists 146
only to make them capable 44
only to make them cherish 79
only to make them vibrate 43
only to make war against 56
only to make you believe 98
only to mark its peculiar 107
only to meet with failure 660
only to meet with refusal 95
only to meet with repeated 115
only to meet with repulse 47
only to meet with similar 58
only to mind and observe 122
only to obey and execute 95
only to open its harbors 47
only to pain and suffering 46
only to past and present 101
only to poets and artists 67
only to ruin and destroy 159
only to rule out certain 60
only to save and possess 42
only to seek for musical 52
only to sell his history 200
only to send and receive 230
only to show how certain 51
only to show how closely 86
only to show how modesty 41
only to show how superior 58
only to show its relation 41
only to show that certain 142
only to slow and gradual 61
only to speak out against 52
only to stay ten minutes 65
only to take for granted 120
only to tell our stories 46
only to their own affairs 71
only to their own benefit 127
only to their own clients 71
only to their own consuls 51
only to their own country 315
only to their own desires 56
only to their own members 443
only to their own national 85
only to their own parents 42
only to their own position 46
only to their own private 131
only to their own profits 63
only to their own puerile 91
only to their own selfish 45
only to their own species 40
only to their own welfare 74
only to think for himself 115
only to those that involve 101
only to those who achieve 64
only to those who adhered 204
only to those who attempt 53
only to those who believe 3426
only to those who belonged 391
only to those who benefit 47
only to those who brought 70
only to those who cherish 45
only to those who claimed 71
only to those who command 99
only to those who confess 42
only to those who conform 66
only to those who contend 92
only to those who control 118
only to those who delight 61
only to those who deserve 570
only to those who desired 150
only to those who despise 68
only to those who develop 60
only to those who display 42
only to those who elected 52
only to those who embrace 43
only to those who enjoyed 87
only to those who entered 123
only to those who exhibit 56
only to those who fulfill 105
only to those who imagine 44
only to those who indulge 45
only to those who inhabit 72
only to those who observe 82
only to those who operate 95
only to those who opposed 84
only to those who partake 49
only to those who perform 195
only to those who possess 1922
only to those who present 70
only to those who produce 73
only to those who profess 477
only to those who promise 48
only to those who provide 66
only to those who qualify 184
only to those who receive 917
only to those who refused 86
only to those who request 134
only to those who require 129
only to those who resolve 45
only to those who respond 96
only to those who satisfy 74
only to those who studied 43
only to those who succeed 71
only to those who support 92
only to those who survive 68
only to those who undergo 95
only to those who visited 46
only to those who watched 69
only to those who willingly 45
only to those who witness 40
only to those who worship 268
only to those with certain 51
only to those with incomes 221
only to tread and trample 41
only to turn his thoughts 54
only to turn our thoughts 48
only to turn them against 253
only to vary that uniform 105
only to very few persons 93
only to very few superior 50
only to wage war against 92
only to warn them against 57
only to warn you against 173
only to what was happening 75
only to your own country 56
only we must not suppose 42
onto my back and floated 50
onto my back and plucked 41
onto my back and started 57
onto my back and watched 44
onto my bike and pedaled 40
onto my finger and blessed 49
onto the beach and started 43
onto the deck and started 55
onto the deck and watched 51
onto the door for support 67
onto the fire and watched 66
onto the road and started 182
onto the road and stopped 58
onto the roof and started 46
onto the sofa and covered 64
onto the sofa and crossed 52
onto the sofa and started 49
onto the sofa and watched 42
onto the stud and tighten 131
onto the wall for support 157
open in your web browser 165
open my heart and receive 90
open my mouth and swallow 225
open of their own volition 109
open the case and examine 147
open the door and allowed 173
open the door and appeared 114
open the door and attempt 87
open the door and blinked 113
open the door and bounded 139
open the door and brought 125
open the door and carried 333
open the door and charged 385
open the door and checked 89
open the door and climbed 850
open the door and crawled 166
open the door and crossed 87
open the door and descend 61
open the door and dragged 489
open the door and dropped 222
open the door and emerged 68
open the door and entered 6466
open the door and escaped 137
open the door and flicked 127
open the door and flipped 120
open the door and glanced 187
open the door and grabbed 513
open the door and greeted 261
open the door and hurried 645
open the door and invited 229
open the door and marched 637
open the door and motioned 588
open the door and ordered 168
open the door and pointed 292
open the door and present 41
open the door and provide 47
open the door and quickly 276
open the door and rattled 45
open the door and receive 347
open the door and rescued 41
open the door and screamed 188
open the door and searched 93
open the door and shouted 1129
open the door and slammed 480
open the door and slipped 787
open the door and snapped 119
open the door and stalked 376
open the door and stamped 105
open the door and started 966
open the door and stepped 9938
open the door and stomped 210
open the door and stopped 369
open the door and stormed 460
open the door and stumble 120
open the door and tumbled 125
open the door and ushered 818
open the door and watched 118
open the door and welcome 678
open the door and windows 412
open the door but stopped 45
open the door for anybody 184
open the door for dialogue 104
open the door for foreign 178
open the door for herself 271
open the door for himself 352
open the door for private 41
open the door for similar 51
open the door this instant 118
open the file and display 127
open the file for appending 113
open the find and replace 1772
open the gate and entered 326
open the gate and started 103
open the gate and stepped 246
open the help and support 273
open the jail and released 89
open the road for traffic 68
open the shut and clasped 40
open to gays and lesbians 236
open to give and receive 194
open to giving and receiving 160
open to hope and freedom 55
open to making new friends 66
open to none that brought 145
open to past and present 105
open to show its interior 52
open to those who believe 504
open to those who desired 76
open to those who knocked 176
open to those who possess 303
open to what was happening 93
open up many new avenues 257
open up some new avenues 47
open up their own markets 127
open up vast new markets 182
oral or anal sex between 103
orgy of rape and pillage 127
other as wife and husband 64
other by bowing and inclining 56
other ear emma was listening 48
other he kept for himself 126
other in form and content 212
other in form and function 124
other in form and position 54
other in making and executing 49
other in only one respect 69
other in peace and harmony 121
other in pomp and expense 48
other in their own country 82
other in their own language 1659
other in their own private 45
other in ways that promote 65
other in ways that reflect 68
other of these his alleged 121
other of these two aspects 363
other of these two classes 1307
other of these two courses 121
other of these two diseases 70
other of these two effects 56
other of these two extreme 65
other of these two factions 46
other of these two factors 275
other of these two general 162
other of these two manners 79
other of these two motives 77
other of these two objects 107
other of these two opinions 50
other of these two opposed 98
other of these two parties 187
other of these two persons 68
other of these two results 61
other of these two schemes 54
other of these two schools 114
other of these two sections 77
other of these two sources 334
other of these two species 174
other of these two systems 325
other of these two writers 52
other on their own account 69
other so much for granted 45
other the truth and sincere 47
other thing done with respect 70
other to grow and develop 75
other to hate her heartily 42
ours to what they declare 61
oval in form and measures 40
over an hour and fifteen 109
over an hour and finally 90
over an hour had elapsed 101
over an open and fertile 50
over at least one hundred 201
over at least two decades 604
over at least two hundred 306
over at least two thousand 121
over at their own expense 383
over by their own efforts 46
over by their own emotions 58
over in care and anxiety 54
over in less than fifteen 292
over in their own country 96
over in their sad majesty 44
over in your own country 42
over my eyes and counted 66
over my eyes and forehead 56
over my face and forehead 65
over my hand she spelled 87
over my knee and spanked 84
over my life and everything 44
over my mouth and dragged 42
over on their own account 228
over the arab and islamic 57
over the army and foreign 77
over the army and treasure 41
over the asian and african 141
over the back and abdomen 213
over the back and carried 67
over the bars and guzzles 41
over the bays that receive 64
over the best way forward 105
over the body and becomes 49
over the body and covered 48
over the body for several 63
over the brim each careful 44
over the camp and dropped 62
over the care and control 64
over the care and custody 56
over the care they receive 51
over the city and brought 52
over the city and country 538
over the city and dropped 206
over the city and finally 43
over the city and suburbs 1041
over the city for several 117
over the coming few decades 67
over the coming two decades 308
over the cost and quality 132
over the cups and saucers 80
over the deep and dreadful 40
over the desk and grabbed 87
over the desk and pointed 71
over the door and windows 321
over the door was painted 581
over the door was written 62
over the edge and climbed 53
over the edge and closely 47
over the edge and crashed 72
over the edge and dropped 379
over the edge and lowered 58
over the edge and slipped 47
over the edge and started 142
over the edge and tumbled 72
over the edge and watched 195
over the edge for several 45
over the eyes and forehead 155
over the face and forehead 123
over the fact that although 212
over the fact that america 91
over the fact that because 71
over the fact that britain 58
over the fact that british 40
over the fact that certain 151
over the fact that congress 64
over the fact that despite 108
over the fact that everything 225
over the fact that general 105
over the fact that germany 91
over the fact that members 47
over the fact that several 79
over the fair and fertile 45
over the faith and manners 187
over the farm and visited 43
over the fate that awaited 46
over the fire and applied 55
over the fire and brought 52
over the fire and roasted 91
over the fire and stirred 95
over the fire and watched 40
over the fire for fifteen 43
over the fire for several 51
over the fish and garnish 482
over the fish and potatoes 45
over the form and content 1698
over the form and function 181
over the gate and dropped 70
over the gate and watched 41
over the gate was written 64
over the great ice barrier 147
over the great leap forward 209
over the gulf that divides 81
over the heads and against 57
over the heads and between 55
over the health and welfare 427
over the heart and conduct 77
over the heart and stomach 45
over the high seas between 46
over the high seas outside 65
over the hill and brought 59
over the hill and started 58
over the hill and stopped 58
over the hill for rabbits 72
over the hips and abdomen 91
over the hole and covered 54
over the host and chalice 175
over the ideal gas equation 49
over the joys and sorrows 126
over the kind and quality 94
over the lake and distant 65
over the lake and islands 70
over the land and brought 67
over the land and buildings 115
over the land and covered 40
over the land and destroy 53
over the land and everything 97
over the land and natural 41
over the land for several 47
over the land his journey 72
over the land lying between 69
over the land that abraham 49
over the last few decades 35266
over the last few hundred 2082
over the last few minutes 527
over the last few moments 57
over the last few releases 48
over the last few seconds 71
over the last few sessions 48
over the last few summers 59
over the last few thousand 1161
over the last one century 51
over the last one hundred 8187
over the last one thousand 159
over the last six decades 894
over the last six hundred 157
over the last six thousand 117
over the last ten minutes 110
over the last ten thousand 523
over the last two decades 77384
over the last two hundred 12093
over the last two letters 42
over the last two sections 57
over the last two sessions 61
over the last two summers 75
over the last two thousand 3814
over the last year because 71
over the lawn and grounds 98
over the laws and customs 127
over the legs and abdomen 119
over the life and conduct 101
over the life and destiny 138
over the life and fortune 192
over the life and liberty 920
over the life and welfare 59
over the line and becomes 56
over the line that divided 45
over the line that divides 215
over the living and nonliving 57
over the meaning and content 132
over the meaning and function 79
over the meaning and purpose 402
over the means for achieving 72
over the menu and ordered 58
over the mind and conduct 88
over the mind and emotions 58
over the moon with delight 97
over the name and address 164
over the nave and chancel 108
over the need for careful 59
over the next few decades 16879
over the next few hundred 531
over the next few lessons 78
over the next few minutes 1669
over the next few moments 169
over the next few seconds 374
over the next few sections 186
over the next few sessions 332
over the next few summers 63
over the next few thousand 222
over the next one hundred 873
over the next one thousand 56
over the next six decades 408
over the next six hundred 66
over the next ten minutes 389
over the next ten thousand 74
over the next two decades 28655
over the next two hundred 1547
over the next two minutes 98
over the next two sections 89
over the next two sessions 129
over the next two summers 71
over the next two thousand 273
over the next year because 63
over the north and central 134
over the nose and between 42
over the nose and forehead 100
over the other and clasped 176
over the other and settled 41
over the other for certain 61
over the other two because 88
over the other two classes 128
over the other two factors 40
over the other two members 54
over the other two parties 156
over the other two systems 89
over the other with respect 199
over the pace and content 139
over the pace and quality 78
over the pain and suffering 224
over the park and gardens 86
over the past and distant 43
over the past and forward 84
over the past and present 821
over the past few decades 46015
over the past few hundred 1558
over the past few minutes 333
over the past few moments 43
over the past few sessions 58
over the past few summers 64
over the past few thousand 901
over the past one hundred 9838
over the past one thousand 168
over the past six decades 1461
over the past six hundred 143
over the past six thousand 110
over the past ten decades 43
over the past ten minutes 74
over the past ten thousand 831
over the past two decades 114755
over the past two hundred 12682
over the past two summers 84
over the past two thousand 1854
over the past year because 204
over the past year between 62
over the past year include 65
over the peaks and valleys 331
over the pots and kettles 45
over the prior two decades 127
over the radio and printed 46
over the rail and climbed 65
over the rail and dropped 451
over the rail and grabbed 59
over the rail and lowered 164
over the rail and pointed 66
over the rail and shouted 197
over the rail and started 67
over the rail and stepped 48
over the rail and watched 528
over the rich and fertile 124
over the roar and turmoil 55
over the role and function 198
over the role and purpose 66
over the roll and recording 67
over the rows and columns 106
over the ruts and gullies 47
over the ruts and potholes 117
over the same area several 111
over the same for himself 105
over the same old grounds 48
over the same two decades 170
over the sand and covered 59
over the sand and pebbles 85
over the seats and benches 42
over the ship and tickled 69
over the sick and wounded 373
over the side and allowed 52
over the side and brought 79
over the side and carried 52
over the side and climbed 104
over the side and crashed 45
over the side and dragged 72
over the side and dropped 361
over the side and drowned 118
over the side and floated 42
over the side and grabbed 127
over the side and lowered 273
over the side and managed 44
over the side and noticed 64
over the side and paddled 46
over the side and quickly 44
over the side and scooped 135
over the side and secured 155
over the side and shouted 165
over the side and slipped 59
over the side and started 250
over the side and trailed 48
over the side and tumbled 42
over the side and vomited 78
over the side and watched 441
over the sill and climbed 53
over the sill and dropped 272
over the sill and entered 54
over the sill and stepped 54
over the sink and started 41
over the sins and follies 139
over the sins and sorrows 193
over the size and content 53
over the size and location 97
over the size and material 94
over the size and position 56
over the size and quality 84
over the soil and subsoil 52
over the south and central 54
over the south and midwest 248
over the spot and dropped 55
over the tenth and eleventh 207
over the time that elapsed 40
over the timing and content 141
over the timing and location 67
over the tone and content 76
over the town and country 461
over the town and dropped 99
over the town and suburbs 59
over the town for several 45
over the town that uncivil 78
over the type and quality 161
over the vast and complex 48
over the vast and devouring 123
over the vast and fertile 108
over the vast and unknown 50
over the vast area between 87
over the vast area extending 57
over the wall and climbed 47
over the wall and dropped 353
over the wall and entered 90
over the wall and escaped 101
over the wall and lowered 91
over the wall and shouted 55
over the wall and started 118
over the wall and watched 63
over the wall that divided 80
over the well and uttered 50
over the west and central 40
over the wide and fertile 52
over the wide and peaceful 87
over the wide area network 247
over the wide gap between 99
over the will and passions 140
over the wine and walnuts 143
over the years and according 46
over the years and allowed 47
over the years and although 137
over the years and applied 42
over the years and because 465
over the years and between 79
over the years and brought 113
over the years and decades 594
over the years and decided 72
over the years and despite 97
over the years and enjoyed 60
over the years and finally 295
over the years and include 88
over the years and offered 97
over the years and perhaps 93
over the years and provide 116
over the years and reflect 77
over the years and remains 151
over the years and several 137
over the years and watched 55
over the years but remains 81
over the years can provide 52
over the years for improving 52
over the years for providing 46
over the years for several 89
over the years had assumed 40
over the years had brought 125
over the years had evolved 69
over the years had finally 56
over the years had managed 71
over the years has allowed 125
over the years has assumed 43
over the years has brought 246
over the years has enabled 155
over the years has evolved 157
over the years has focused 162
over the years has largely 63
over the years has managed 62
over the years has offered 62
over the years has perhaps 47
over the years has reduced 99
over the years has revealed 150
over the years has shifted 67
over the years has written 46
over the years has yielded 55
over the years that although 64
over the years that attempt 43
over the years that certain 83
over the years with friends 80
over the years with increasing 97
over the years with respect 472
over the years with several 165
over to feel her forehead 107
over to feel his forehead 60
over to fire and pillage 142
over to give them trouble 40
over to join her husband 183
over to join his friends 206
over to keep her company 266
over to keep him company 152
over to keep you company 275
over to kiss her forehead 826
over to kiss her goodbye 220
over to kiss her husband 127
over to kiss her lightly 441
over to kiss him goodbye 69
over to kiss him lightly 272
over to kiss his forehead 233
over to meet her parents 47
over to owls and cobwebs 47
over to plead his majesty 49
over to push his fortune 103
over to sack and pillage 264
over to their new masters 107
over to their own country 490
over to their own desires 44
over to their own devices 174
over to their own pleasure 56
over to town was pleasant 53
over to treat with congress 93
owed to their own country 66
owns at least ten percent 48
owns the land and buildings 175
owns the land and capital 49
