oars our 64 oars and 124
only her 158 only him 193
only his 104 only that 489
only being 91 only dead 79
only doing 43 only dying 51
only going 141 only ill 79
only lying 72 only near 210
only not 380 only old 60
only out 358 only too 99
only with 361 only all 407
only bad 60 only being 671
only big 43 only both 331
only cut 71 only dead 356
only doing 215 only dry 98
only due 80 only dying 59
only far 257 only fed 92
only for 155 only going 138
only hot 48 only ill 396
only led 70 only long 84
only low 62 only met 44
only near 494 only new 345
only non 45 only not 6171
only off 51 only old 497
only one 112 only out 614
only put 1153 only read 597
only run 113 only set 269
only thus 131 only too 281
only two 103 only using 74
only weak 51 only wet 54
only with 211 only for 159
only get 235 only not 3710
only see 236 only use 58
only with 191 only not 1563
only and 40 only that 94
only out 143 only out 117
only all 115 only got 92
only had 70 only not 57
only put 54 only thus 98
only with 43 only out 277
only out 185 only him 59
only how 64 only that 713
only his 104 only that 587
only them 83 only going 740
only not 103 only read 53
only not 161 only not 66
only not 151 only are 84
only being 95 only dead 63
only doing 407 only going 158
only ill 59 only near 124
only not 795 only old 62
only out 236 only using 569
only with 156 only for 134
only get 106 only not 1920
only see 229 only use 49
only with 75 only not 191
only out 128 only them 77
only her 91 only how 42
only that 154 only them 227
only for 46 only them 70
only can 66 only you 42
only are 48 only get 90
only how 42 only that 86
only our 195 only for 40
only that 93 only not 137
only not 54 only our 48
only had 296 only may 40
only had 252 only may 149
only and 121 only had 917
only may 501 only not 72
only all 54 only not 86
only his 62 only she 146
only they 83 only not 95
only had 56 only not 236
only not 101 only use 65
only not 60 only use 76
only not 93 only any 47
only get 46 only had 156
only had 212 only has 63
only was 93 only had 44
onto out 66 onto not 58
onto not 42 oozing and 51
oozing and 43 open set 40
open her 57 open him 53
open that 152 open that 58
open who 80 open see 45
open was 72 open out 172
open set 60 open and 326
open for 145 open not 64
open not 66 open one 46
open with 57 open not 46
open mean 98 open own 69
open all 608 open hear 94
open they 85 open fly 46
open them 46 open him 64
open not 66 open not 46
open hear 233 open you 261
open put 128 oral year 108
other for 73 other not 52
other that 454 other not 65
other own 71 other own 146
other own 43 other own 51
other not 40 other not 568
other now 44 other not 97
other with 41 other not 93
other not 40 other not 52
other can 49 other may 45
other not 56 other not 44
other own 80 other one 57
other are 80 other not 100
other not 93 other not 76
other and 44 other who 70
other but 57 other and 104
other did 41 other had 59
other who 44 other age 316
other not 96 other not 199
other not 74 other can 67
other not 106 other own 64
other own 67 other for 43
other not 112 other not 71
other not 47 other may 45
other not 45 other own 40
other not 69 other not 52
other for 85 other own 113
other own 64 other own 46
other own 44 other see 51
other own 185 other own 806
other own 116 other are 52
other had 53 other own 47
other are 46 other did 139
other them 63 other and 47
other mean 76 other own 76
other own 43 other had 87
other all 335 other for 64
other and 42 other own 43
other own 174 other are 75
other had 80 other not 41
other but 57 other are 149
other can 45 other they 45
other you 48 other are 80
other had 263 other not 51
other not 116 other for 61
other own 119 other had 52
other are 71 other who 64
other own 145 other see 41
other mean 49 other own 44
other yet 54 other then 49
other not 1057 other say 91
other see 99 other not 186
other ask 50 other say 70
other has 64 other not 98
other not 753 other not 292
other not 102 other not 89
other not 51 other not 289
other own 91 other own 364
other not 47 other are 243
other can 51 other had 51
other may 42 other not 43
other all 317 other being 70
other due 94 other far 125
other not 1577 other too 91
other not 906 other not 1139
other had 63 other not 142
other not 331 other that 52
other that 185 other are 66
other not 46 other not 50
other not 435 other not 112
other for 41 other cut 73
other say 46 other not 210
other get 43 other not 504
other say 42 other see 45
other not 81 other not 99
other that 165 other own 94
other than 41 other they 135
other its 78 other own 69
other lying 88 other not 86
other may 56 other that 66
other not 44 other not 74
other not 128 other not 57
other not 78 other not 69
other get 50 other age 62
other and 52 other age 105
other going 48 other not 130
other not 84 other not 192
other are 122 other not 57
other are 47 other are 42
other his 85 other own 45
other own 47 other now 96
other own 68 other own 132
other not 69 other that 46
other had 138 other one 91
other and 70 other own 408
other one 86 other dog 212
other did 46 other any 54
other yang 42 other own 67
other own 130 other that 42
other with 90 other not 80
other not 68 other use 52
other are 108 other them 118
other for 40 other all 74
other own 103 other they 101
other get 45 other own 362
other own 79 other are 100
other for 191 other not 82
other not 47 other not 109
other are 125 other may 54
other has 60 other own 109
other own 50 other yet 53
other one 94 other two 69
other are 99 other did 542
other had 154 other has 62
other own 45 other own 52
other but 42 other than 83
other than 73 other than 40
other own 337 other own 101
other hath 63 other own 45
other all 284 other then 130
other did 51 other and 59
other going 54 other not 70
other not 49 other own 84
other she 44 other not 43
other with 45 other and 40
other own 67 other had 51
other not 50 other own 143
other own 140 other own 60
other own 201 other act 307
other not 75 other not 199
other not 94 other them 41
other her 41 other his 70
other that 149 other that 121
other how 65 other was 73
other they 65 other they 45
other are 44 other not 47
other are 51 other can 78
other not 40 other get 50
other see 61 other get 49
other get 72 other mean 58
other see 43 other yet 89
other was 45 other all 41
other was 58 other are 157
other can 57 other had 62
other are 165 other can 76
other not 47 other not 40
other not 64 other his 67
other not 42 other see 119
other say 100 other had 90
other was 104 other are 52
other can 67 other not 55
other are 131 other can 48
other his 53 other they 149
other had 180 other him 43
other too 51 other his 48
other but 53 other was 41
other pay 56 other own 75
other own 46 other they 81
other for 60 other not 114
other own 78 other own 70
other own 58 other they 62
other you 95 other use 84
other not 50 other not 46
other own 41 other not 421
other not 102 other not 73
other not 48 other can 49
other was 50 other are 178
other can 125 other can 40
other can 827 other not 193
other get 192 other use 297
other doing 196 other going 74
other not 65 other all 111
other being 63 other both 128
other far 57 other not 411
other out 80 other not 127
other not 149 other and 46
other with 97 other her 67
other him 55 other each 44
other not 54 other own 228
other own 56 other his 53
other use 49 other not 58
other use 83 other not 44
other not 72 other for 190
other but 77 other than 107
other own 52 other for 50
other not 51 other not 120
other yet 56 other being 42
other not 59 other doing 45
other run 51 other not 57
other had 87 other did 55
other had 177 other was 160
other they 46 other doing 70
other not 66 other age 684
other own 42 other had 147
other may 56 other are 492
other did 94 other had 1749
other may 43 other him 86
other his 56 ours own 78
over son 57 over not 217
over and 62 over and 48
over for 161 over and 56
over was 58 over you 101
over not 103 over him 65
over this 184 over you 127
over him 88 over them 50
over you 57 over him 41
over that 278 over for 216
over him 99 over how 244
over this 357 over you 180
over with 784 over you 104
over you 50 over are 127
over can 450 over ago 52
over then 224 over and 53
over see 43 over was 53
over add 2292 over bring 1282
over fry 59 over heat 118
over let 64 over sear 170
over then 256 over his 85
over and 132 over and 45
over use 67 over use 48
over not 54 over its 109
over and 826 over are 59
over but 69 over can 51
over for 104 over had 48
over has 73 over than 85
over that 478 over was 222
over with 56 over and 43
over had 45 over had 99
over you 199 over than 64
over and 156 over area 112
over day 1533 over path 221
over set 42 over tax 414
over year 4728 over and 234
over all 41 over all 2563
over and 96 over are 40
over with 49 over son 77
over and 181 over all 235
over see 52 over you 462
over and 77 over dying 158
over one 55 over they 52
over each 52 over and 444
over that 88 over for 219
over her 287 over him 518
over them 259 over her 115
over him 81 over them 48
over not 229 over her 270
over him 351 over one 107
over out 43 over that 329
over them 319 over this 92
over you 320 over him 76
over out 40 over her 87
over him 254 over them 185
over them 117 over that 97
over for 212 over her 195
over him 391 over how 416
over that 214 over them 185
over was 76 over with 205
over they 65 over was 46
over they 137 over you 64
over are 63 over got 81
over had 77 over and 41
over are 60 over can 560
over see 48 over ago 42
over get 74 over see 81
over then 86 over has 44
over and 178 over not 54
over are 44 over can 69
over one 105 over not 77
over not 55 over that 43
over and 50 over and 89
over head 42 over and 89
over not 47 over see 218
over but 51 over you 54
over her 46 over you 70
over are 58 over not 518
over not 289 over not 454
over not 112 over are 177
over being 60 over dead 67
over fit 55 over his 52
over lying 336 over not 1943
over now 71 over too 59
over weak 41 over with 63
over not 1032 over not 2030
over him 199 over had 51
over not 1181 over him 72
over them 46 over not 1446
over now 269 over thus 157
over lead 133 over not 1128
over not 434 over not 896
over all 100 over each 87
over not 45 over its 51
over that 192 over they 1300
over this 422 over lead 103
over not 527 over all 45
over that 45 over how 227
over all 124 over any 44
over are 376 over can 216
over each 107 over has 53
over its 119 over may 161
over new 60 over one 49
over they 774 over this 649
over are 412 over can 54
over may 66 over can 143
over has 66 over may 123
over are 186 over can 195
over may 111 over not 336
over they 95 over age 89
over each 246 over new 88
over use 198 over can 123
over may 90 over and 53
over not 90 over not 154
over not 300 over are 47
over mean 302 over one 221
over men 130 over and 111
over yet 43 over not 346
over not 198 over not 116
over are 271 over can 224
over had 40 over was 41
over can 61 over all 108
over was 41 over and 46
over are 41 over had 45
over and 1006 over for 5959
over with 44 over they 602
over can 400 over does 344
over and 124 over had 65
over not 43 over not 51
over not 102 over not 42
over long 50 over not 86
over read 180 over doing 536
over going 506 over and 97
over doing 859 over going 155
over not 352 over and 126
over not 273 over had 85
over read 110 over for 86
over and 111 over and 90
over and 153 over and 229
over was 376 over her 50
over doing 697 over going 484
over and 42 over not 898
over and 43 over not 92
over and 160 over and 189
over how 81 over long 516
over they 390 over you 54
over him 123 over not 144
over not 94 over not 60
over not 145 over this 98
over set 46 over not 77
over any 184 over had 69
over going 68 over set 355
over not 71 over not 43
over any 128 over not 103
over won 51 over this 68
over set 65 over them 134
over and 65 over day 46
over all 130 over bring 66
over get 116 over lean 180
over let 158 over lie 40
over not 75 over put 66
over run 53 over say 74
over see 53 over that 74
over then 388 over try 70
over you 1282 over you 60
over you 97 over both 69
over one 65 over this 80
owes can 54 owning car 174
owns bit 67 owns car 46
