oak was once a little 56
one may call a visual 42
one may cite a number 41
one may coin a phrase 227
one may draw a number 86
one may drop a sounding 135
one may fall a victim 49
one may feel a little 189
one may find a greater 42
one may find a little 156
one may find a number 379
one may find a striking 44
one may form a pretty 120
one may gain a better 158
one may give a better 43
one may have a better 288
one may have a chance 510
one may have a choice 228
one may have a direct 62
one may have a garden 97
one may have a greater 228
one may have a higher 124
one may have a larger 129
one may have a little 199
one may have a mental 44
one may have a number 137
one may have a second 41
one may have a series 474
one may have a special 121
one may make a choice 124
one may make a number 42
one may make a person 41
one may note a further 40
one may note a number 94
one may speak a second 102
one may take a little 626
one may want a friend 49
one not having a better 108
one sex find a retreat 134
one that bears a striking 95
one that bore a striking 81
one that lies a little 52
one that such a person 54
one was ever a better 135
one was ever a greater 109
one was just a little 269
one was like a little 167
one was made a knight 41
one was only a little 73
one way from a column 89
one way like a gorgon 505
one who bears a burden 121
one who bore a grudge 62
one who died a martyr 117
one who died a violent 57
one who fell a victim 145
one who felt a deeper 120
one who felt a little 54
one who felt a severe 92
one who from a height 97
one who from a volume 58
one who held a knight 151
one who kept a copious 41
one who kept a tavern 90
one who knew a little 184
one who made a greater 98
one who made a serious 46
one who made a special 108
one who owns a demand 119
one who said i needed 156
one who said i should 643
one who sees a person 60
one who sees a strange 40
one who took a lively 44
one who took a serious 44
one who took a special 56
one who wears a dagger 171
one who wears a sacred 99
one with even a slight 130
one with half a million 43
one with having a memory 44
one with just a little 108
one with only a little 103
one with only a slight 167
one with such a record 42
one with whom a person 119
one with whom i became 177
one with whom i played 43
one with whom i shared 142
one with whom i should 185
one with whom i talked 478
one with whom i wanted 73
one with whom i worked 70
one year have i passed 40
one year over a million 48
one you call a grecian 87
opt for such a course 105
opt for such a policy 80
opt for such a system 86
our god upon a cloudy 108
our men made a sortie 53
our men were a little 82
our not bringing a larger 47
our own youth i should 46
our poet from a passion 52
our way along a narrow 419
our way down a narrow 153
our way into a better 183
our way into a little 90
our way over a gently 49
out and away a bigger 43
out and find a better 222
out and find a little 43
out and form a second 104
out and gave a little 124
out and gave a violent 68
out and have a better 41
out and have a career 117
out and have a chance 47
out and have a closer 100
out and have a coffee 83
out and have a couple 350
out and have a little 1386
out and have a picnic 159
out and have a proper 92
out and having a little 44
out and hire a lawyer 168
out and live a little 218
out and made a circle 45
out and made a friend 45
out and made a little 304
out and made a speech 310
out and make a better 54
out and make a friend 44
out and make a little 324
out and make a million 90
out and make a profit 137
out and make a proper 46
out and make a public 126
out and make a record 43
out and make a report 42
out and make a speech 464
out and play a little 259
out and said i should 56
out and shot a couple 62
out and sign a letter 100
out and take a chance 485
out and take a closer 212
out and take a couple 45
out and take a course 88
out and take a little 614
out and take a stroll 390
out and took a couple 106
out and took a little 187
out and took a strand 40
out and took a stroll 48
out and wait a minute 103
out and walk a little 564
out and when i looked 46
out and work a little 130
out any time i wanted 68
out for half a million 120
out for half a minute 214
out for just a couple 113
out for just a little 388
out for just a minute 406
out for just a moment 375
out for just a second 167
out for only a couple 127
out for only a minute 40
out for only a moment 155
out for over a decade 332
out for such a chance 44
out for such a little 139
out for such a person 193
out for such a trifle 181
out for what i thought 127
out for what i wanted 116
out her chin a little 40
out her hand a little 214
out her hand a second 41
out his arms a little 55
out his chin a little 109
out his hand a little 205
out his hand a second 233
out his legs a little 48
out how much a person 196
out how much i needed 62
out how much i should 59
out how much i wanted 95
out how such a system 109
out how well a person 55
out now into a furious 49
out that even a simple 146
out that from a purely 101
out that once a person 125
out that only a little 46
out that only a portion 141
out that such a belief 145
out that such a choice 118
out that such a clause 49
out that such a course 1017
out that such a demand 125
out that such a design 93
out that such a device 96
out that such a figure 97
out that such a letter 44
out that such a measure 359
out that such a person 322
out that such a policy 984
out that such a reaction 113
out that such a result 311
out that such a scheme 359
out that such a simple 60
out that such a system 1264
out that what a person 53
out that what i thought 169
out that what i wanted 127
out that when a person 790
out that when a teacher 97
out this last a little 86
out with just a couple 131
out with just a little 283
out with only a couple 92
out with only a little 90
out with only a slight 170
out with such a degree 53
out with such a lavish 66
out with such a mighty 40
out with such a spirit 59
out with what i thought 268
out with what i wanted 42
own and bearing a banner 55
own being into a better 43
own for just a little 89
own head back a little 70
own son making a speech 49
own that what i myself 47
own with just a little 40
own you have a little 71
own you have a pretty 52
