tab offers the following 180
tax policy on foreign 143
tax policy to achieve 111
tax policy to attract 83
tax policy to control 63
tax policy to increase 163
tax policy to promote 109
tax policy to provide 50
tax policy to support 41
tax rebate in respect 174
tax rebate on exports 101
tax reform in colombia 97
tax reform in general 185
tax reform in germany 213
tax reform in january 46
tax reform to broaden 46
tax reform to finance 49
tax reform to improve 117
tax reform to increase 177
tax reform to promote 90
tax reform to provide 92
tax refund of amounts 52
tax relief in exchange 48
tax relief in relation 127
tax relief in respect 1034
tax relief is allowed 81
tax relief is claimed 87
tax relief is granted 760
tax relief is limited 109
tax relief on capital 261
tax relief on certain 95
tax relief on exports 41
tax relief on private 431
tax relief on profits 260
tax relief to certain 129
tax relief to elderly 53
tax relief to farmers 259
tax relief to foreign 59
tax relief to parents 328
tax relief to persons 61
tax relief to private 79
tax result in example 60
tax return as follows 179
tax return as taxable 43
tax return by january 108
tax return he entered 78
tax return if certain 129
tax return in addition 76
tax return in exchange 42
tax return in question 399
tax return in respect 228
tax return in violation 149
tax return is allowed 96
tax return is audited 523
tax return is correct 64
tax return is limited 69
tax return is reduced 40
tax return is subject 135
tax return is usually 71
tax return on average 157
tax return on capital 2033
tax return on january 61
tax return on october 61
tax return on taxable 64
tax return or amended 104
tax return or failure 52
tax return or payment 103
tax return or returns 379
tax return the following 175
tax return to capital 1016
tax return to include 95
tax return to justify 157
tax return to qualify 99
tax return to receive 67
tax return to reflect 61
tax return to support 49
tax should be accrued 67
tax should be adopted 207
tax should be allowed 185
tax should be amended 53
tax should be applied 741
tax should be avoided 70
tax should be brought 97
tax should be certain 107
tax should be charged 427
tax should be devoted 73
tax should be divided 129
tax should be doubled 46
tax should be enacted 66
tax should be entered 58
tax should be exacted 66
tax should be figured 132
tax should be granted 73
tax should be imposed 4355
tax should be limited 186
tax should be lowered 152
tax should be measured 111
tax should be neutral 92
tax should be payable 282
tax should be reduced 740
tax should be related 91
tax should be removed 309
tax should be renewed 60
tax should be repealed 801
tax should be repeated 50
tax should be revised 83
tax should be shifted 48
tax should be studied 40
tax should be subject 70
tax should be uniform 101
tax should be withheld 550
tax source of revenue 54
tax status of certain 129
tax status of foreign 70
tax status of limited 93
tax status of private 52
tax system as applied 63
tax system at present 51
tax system by increasing 61
tax system in addition 47
tax system in america 51
tax system in britain 100
tax system in chapter 40
tax system in general 627
tax system in germany 95
tax system in question 66
tax system in relation 111
tax system in respect 40
tax system in several 42
tax system is adopted 127
tax system is applied 132
tax system is complex 297
tax system is defined 80
tax system is imposed 55
tax system is indexed 137
tax system is largely 85
tax system is neutral 149
tax system is riddled 93
tax system is roughly 89
tax system is similar 95
tax system is usually 117
tax system to achieve 336
tax system to benefit 95
tax system to collect 196
tax system to deliver 80
tax system to finance 139
tax system to improve 105
tax system to include 79
tax system to increase 208
tax system to prevent 73
tax system to produce 63
tax system to promote 340
tax system to provide 821
tax system to replace 182
tax system to support 309
tax toward the support 51
tax treated as imposed 250
tax unless the company 41
tax whereon is payable 195
tax without the benefit 113
tax without the consent 2601
tax yields on taxable 42
team across the country 120
team around the country 218
team before the project 56
team begins the process 96
team begins to develop 113
team begins to function 121
team behind the project 43
team building to improve 43
team called the chicago 41
team effort is applied 44
team effort of several 42
team effort to achieve 124
team effort to develop 81
team effort to improve 191
team effort to produce 97
team effort to provide 98
team effort to succeed 43
team failed to qualify 96
team formed to develop 43
team joined the national 69
team leaders or members 97
team leaders or project 52
team leaders to develop 56
team leaders to discuss 101
team managing the patient 97
team meetings to address 91
team meetings to discuss 856
team meetings to provide 53
team member in uniform 76
team member is allowed 58
team member is capable 45
team member is trained 97
team member is usually 61
team member or members 101
team member to achieve 191
team member to develop 135
team member to discuss 108
team member to explain 52
team member to express 57
team member to perform 151
team member to prepare 139
team member to present 76
team member to provide 215
team member to receive 43
team needed to address 83
team needed to develop 85
team needed to provide 44
team reached the following 44
team reached the quarter 53
team should be alerted 110
team should be allowed 313
team should be awarded 45
team should be briefed 67
team should be brought 99
team should be capable 107
team should be careful 184
team should be certain 141
team should be charged 59
team should be closely 52
team should be defined 56
team should be divided 60
team should be familiar 887
team should be focused 69
team should be invited 63
team should be limited 107
team should be located 44
team should be present 608
team should be skilled 45
team should be staffed 65
team should be trained 304
team solved the problem 116
team solves the problem 43
team sought to develop 76
team sports in america 158
team sports in general 94
team studying the effects 52
team taught by faculty 136
team through the process 556
team through the project 46
team through the streets 78
team through the treasury 76
team toured the country 90
team visits the country 41
team wanted to develop 53
team wanted to improve 45
team wanted to include 47
team wishes to express 73
team worked to develop 79
tear around the country 135
tear dimmed the sparkle 60
tear passion to tatters 440
tear should be sutured 41
tear through the anterior 44
tear through the country 84
tear through the streets 410
tear through the tissues 184
ted states of america 438
ten before we arrived 60
ten chance of success 52
ten chance of surviving 45
ten changes of raiment 957
ten courts of justice 42
ten cubits in diameter 175
ten fathoms of tobacco 70
ten fields of inquiry 49
ten grains in solution 41
ten grains of acetate 125
ten grains of arsenic 124
ten grains of aspirin 391
ten grains of bromide 313
ten grains of camphor 100
ten grains of chloral 206
ten grains of extract 53
ten grains of magnesia 46
ten grains of nitrate 237
ten grains of quinine 2070
ten grains of rhubarb 144
ten guineas of retaining 62
ten guineas or upwards 150
ten inches by fifteen 64
ten inches by sixteen 74
ten inches in diameter 28094
ten inches in stature 62
ten inches of mercury 122
ten instead of fifteen 100
ten killed or wounded 60
ten leagues in circuit 141
ten leagues in compass 64
ten leagues in diameter 88
ten leagues of country 44
ten leagues of granada 70
ten meters in diameter 478
ten million of dollars 273
ten million to fifteen 76
ten nations of western 137
ten nights of ramadan 320
ten novels or volumes 58
ten ounces of alcohol 46
ten ounces of biscuit 61
ten pieces of luggage 356
ten pieces to venture 42
ten places of worship 123
ten points of inquiry 313
ten pounds in addition 175
ten pounds in advance 57
ten pounds in respect 179
ten pounds of baggage 49
ten pounds of buffalo 95
ten pounds of candles 78
ten pounds of chicken 53
ten pounds of cocaine 69
ten pounds of cocoons 65
ten pounds of material 41
ten pounds of mercury 66
ten pounds of plaster 55
ten pounds of plastic 97
ten pounds of potatoes 714
ten pounds of sausage 41
ten pounds of tobacco 3529
ten pounds of tomatoes 48
ten pounds of venison 64
ten pounds on account 135
ten pounds or upwards 2013
ten pounds the hundred 74
ten pounds to withdraw 52
ten quarts of berries 45
ten reasons in support 40
ten rupees or upwards 218
ten shares of capital 92
ten shares of general 100
ten should be allowed 115
ten should be elected 51
ten should be spelled 73
ten should be written 49
ten states of southeast 86
ten sticks of tobacco 406
ten tribes of northern 58
ten troops of cavalry 406
ten verses of chapter 107
ten verses of genesis 55
ten without the lantern 45
than abates or recedes 46
than absurd to suppose 172
than accept of quarter 56
than accept the anglican 40
than accept the british 101
than accept the current 40
than accept the decision 84
than accept the default 65
than accept the offered 60
than accept the official 48
than accept the position 93
than accept the present 192
than accept the results 76
than accept the shelter 46
than accept the verdict 112
than access to markets 51
than access to medical 55
than across the channel 523
than across the country 112
than across the pacific 100
than across the surface 57
than active or passive 56
than admire the ambition 90
than admire the scepter 56
than adults do because 241
than adults in general 254
than adults to achieve 135
than adults to believe 43
than adults to certain 51
than adults to develop 268
than adults to receive 51
than adults to respond 47
than advice to correct 41
than advise the teachers 77
than allowing the current 40
than allowing the natural 48
than allowing the parties 45
than allowing the patient 387
than allowing the problem 47
than allowing the process 51
than allowing the program 48
than allowing the student 80
than amends by diverting 43
than amidst the details 56
than amidst the turmoil 59
than amidst the violence 64
than amongst the general 183
than amongst the members 50
than amongst the natives 43
than amongst the northern 59
than another by comparing 53
than another in achieving 51
than another in certain 114
than another in general 53
than another in germany 58
than another in producing 101
than another in promoting 42
than another in relation 104
than another in respect 169
than another is because 70
than another is certain 41
than another is hostile 117
than another is largely 51
than another is usually 107
than another my aversion 129
than another of several 182
than another of similar 60
than another on account 144
than another on grounds 69
than another or because 50
than another to achieve 56
than another to declare 114
than another to develop 54
than another to express 54
than another to perform 54
than another to produce 299
than another to promote 76
than another to provide 52
than another to receive 132
than another to survive 46
than answer my question 52
than answer my warmest 75
than answer the question 611
than anyone at present 114
than anyone in america 492
than anyone in britain 139
than anyone in congress 74
than anyone in germany 71
than anyone in history 2530
than anyone in ireland 63
than anyone to advance 76
than anyone to destroy 64
than anyone to develop 128
than anyone to prepare 52
than anyone to promote 146
than anyone to restore 53
than appears at present 552
than appease the commons 61
than appease the general 47
than appease the quarrel 74
than armies to procure 85
than around the outside 119
than around the question 59
than around the southern 42
than around the subject 43
than assist the student 43
than assume to himself 207
than assuming in advance 43
than attack the problem 80
than attend the funeral 42
than attend the natural 73
than avoiding the problem 74
than avoiding the subject 44
than barely the accused 143
than barely to abstain 42
than barely to explain 46
than barely to observe 255
than barely to publish 46
than became the dignity 41
than became the occasion 42
than become the occasion 61
than become the subject 72
than become the victims 72
than becoming the subject 117
than befits the occasion 88
than before as regards 75
than before he arrived 64
than before he entered 133
than before he started 218
than before he uttered 54
than before in certain 44
than before in exchange 77
than before in relation 160
than before in respect 84
than before it entered 66
than before it started 130
than before my illness 153
than before of everything 41
than before of receiving 103
than before on account 249
than before on bankers 93
than before on foreign 60
than before the addition 169
than before the adoption 188
than before the amnesty 54
than before the arrival 283
than before the attacks 75
than before the attempt 67
than before the beginning 445
than before the british 123
than before the colonial 44
than before the commons 133
than before the contest 50
than before the control 49
than before the council 88
than before the current 44
than before the decision 113
than before the decline 66
than before the division 44
than before the divorce 279
than before the drought 57
than before the election 267
than before the episode 41
than before the eruption 91
than before the european 43
than before the exchange 163
than before the general 133
than before the illness 201
than before the increase 496
than before the infusion 63
than before the invasion 222
than before the marriage 83
than before the mexican 50
than before the minimum 44
than before the national 56
than before the october 61
than before the outbreak 386
than before the passage 342
than before the precise 45
than before the present 192
than before the problem 135
than before the process 171
than before the program 377
than before the project 221
than before the question 112
than before the reforms 328
than before the removal 89
than before the revival 59
than before the spanish 138
than before the statute 42
than before the subsidy 48
than before the supreme 52
than before the surgery 261
than before the victory 61
than before to abandon 57
than before to achieve 87
than before to acquire 44
than before to anxiety 40
than before to attract 58
than before to believe 150
than before to compete 89
than before to control 63
than before to develop 75
than before to discuss 48
than before to enforce 49
than before to examine 47
than before to exchange 40
than before to express 68
than before to foreign 58
than before to impress 47
than before to improve 61
than before to include 46
than before to increase 51
than before to perform 41
than before to prepare 50
than before to prevent 82
than before to produce 134
than before to protect 83
than before to provide 140
than before to receive 53
than before to respond 55
than before to satisfy 45
than before to support 146
than before to trouble 41
than before to withdraw 50
than before we entered 43
than before we started 220
than behind the counter 121
than betray my country 50
than betray my friends 41
than betray or abandon 43
than betray the religion 54
than betray the secrets 80
than blacks in america 50
than blacks in general 95
than blacks or latinos 133
than blacks to receive 96
than blending the virtues 51
than broach the subject 46
than called in question 43
than candid in several 68
than carbon or silicon 40
than causes of behavior 50
than chance at detecting 48
than chance in detecting 54
than chance is operating 196
than changes in average 51
than changes in behavior 108
than changes in climate 77
than changes in exchange 55
than changes in factual 55
than changes in general 50
than changes in national 47
than changes in overall 54
than changes in reserve 57
than changes of dynasty 61
than choice of subject 43
than choosing the correct 57
than cities of similar 57
than claims in respect 72
than clover or alfalfa 107
than coaxial or twisted 99
than coercion to achieve 43
than commit the liberty 77
than common to prevent 115
than compel the husband 40
than convey the message 42
than cortez or pizarro 43
than cotton or tobacco 50
than courts of justice 184
than covering the country 55
than covers the expense 64
than created to destroy 166
than crimes of violence 332
than croesus by railway 41
than crossing the channel 54
than deciding in advance 87
than deface the perfect 86
than defend it against 70
than defend me against 47
than define the problem 61
than defining the concept 44
than defining the problem 118
than defray the charges 87
than defray the expense 101
than depend on foreign 59
than depend on outside 52
than desire to believe 78
than divide the country 73
than dividing it between 74
than double in numbers 95
than double the amounts 221
than double the average 8404
than double the british 297
than double the caloric 51
than double the capital 238
than double the chances 47
than double the company 104
than double the control 70
than double the country 101
than double the current 1374
than double the deficit 90
than double the density 110
than double the diameter 188
than double the duration 46
than double the european 111
than double the expense 264
than double the exports 70
than double the federal 67
than double the figures 225
than double the general 155
than double the greatest 79
than double the highest 395
than double the imports 80
than double the incomes 48
than double the increase 560
than double the largest 119
than double the maximum 742
than double the minimum 1052
than double the national 1726
than double the natural 100
than double the nominal 79
than double the numbers 363
than double the official 631
than double the overall 250
than double the payment 69
than double the percent 68
than double the planned 144
than double the poverty 110
than double the preceding 111
than double the premium 102
than double the present 3091
than double the previous 1317
than double the produce 126
than double the product 72
than double the profits 150
than double the regular 84
than double the results 41
than double the revenue 567
than double the storage 52
than double the surface 102
than double the tonnage 209
than double the traffic 49
than double the typical 57
than doubling the average 241
than doubling the current 81
than doubling the national 59
than doubling the numbers 54
than doubling the present 109
than doubling the previous 183
than dozens of smaller 48
than drawings or paintings 42
than duties on imports 94
than earnest to correct 46
than elijah the prophet 69
than endure the anxiety 49
than endure the dreadful 72
than endure the horrors 84
than endure the present 42
than endure the suffering 112
than endure the terrors 78
than endure the torment 66
than endure the torture 146
than england or america 147
than england or anybody 40
than england or germany 239
than england or ireland 109
than english in schools 120
than english or chinese 58
than english or spanish 660
than english to provide 49
than enjoin an offense 60
than enjoying the company 41
than enjoying the freedom 40
than enjoying the present 131
than enough in fashioning 51
than enough of courage 63
than enough of enemies 54
than enough of everything 813
than enough of foreign 53
than enough of married 104
than enough of useless 57
than enough to account 1119
than enough to achieve 123
than enough to acquire 54
than enough to attract 238
than enough to balance 532
than enough to capture 88
than enough to combine 104
than enough to concern 50
than enough to condemn 164
than enough to conduct 47
than enough to confirm 214
than enough to confuse 51
than enough to console 46
than enough to consume 45
than enough to contain 92
than enough to contend 139
than enough to control 79
than enough to convert 76
than enough to convict 182
than enough to counter 176
than enough to deserve 47
than enough to destroy 756
than enough to develop 52
than enough to discuss 48
than enough to disgust 329
than enough to disrupt 44
than enough to disturb 100
than enough to entitle 118
than enough to exhaust 144
than enough to explain 608
than enough to express 77
than enough to finance 1145
than enough to fulfill 103
than enough to furnish 290
than enough to gratify 60
than enough to impress 86
than enough to increase 50
than enough to inflame 77
than enough to inspire 202
than enough to justify 1428
than enough to nourish 40
than enough to operate 108
than enough to prepare 76
than enough to prevent 559
than enough to procure 100
than enough to produce 574
than enough to protect 199
than enough to provide 1959
than enough to provoke 168
than enough to qualify 206
than enough to rebuild 44
than enough to relieve 179
than enough to replace 459
than enough to require 48
than enough to respond 43
than enough to restore 95
than enough to reverse 57
than enough to satisfy 3499
than enough to service 69
than enough to shatter 108
than enough to silence 70
than enough to specify 115
than enough to stagger 118
than enough to suffice 46
than enough to suggest 125
than enough to support 2012
than enough to survive 137
than enough to sustain 866
than enough to swallow 47
than enough to terrify 59
than enough to trigger 148
than enough to warrant 341
than entering the country 46
than equity to finance 61
than errors in science 40
than errors of omission 330
than europe or america 138
than exists at present 8517
than exists in america 50
than exists in britain 91
than exists in germany 58
than expose the country 128
than expose the patient 107
than expose the weakness 56
than fairly to conquer 91
than family in marriage 73
than family or friends 302
than feelings in general 48
than feelings of aversion 45
than feelings of pleasure 47
than feelings of respect 59
than feelings of sadness 56
than feelings or emotions 53
than fighting the british 46
than fighting the germans 80
than focusing on achieving 51
than focusing on content 100
than focusing on details 90
than focusing on general 61
than focusing on improving 95
than focusing on increasing 66
than focusing on language 46
than focusing on problem 44
than focusing on providing 50
than follow my example 44
than follow the current 49
than follow the example 2885
than follow the general 98
than follow the natural 44
than follow the pattern 102
than follow the present 41
than france or belgium 91
than france or britain 282
than france or germany 1109
than france or holland 56
than french or british 598
than french or germans 42
than french or spanish 636
than further the purpose 199
than futile to attempt 112
than gained in numbers 103
than german or austrian 43
than german or british 90
than grains of mustard 100
than granges to foreign 46
than greater by attacking 66
than groups of friends 56
than groups of workers 49
than groups or classes 51
than hasten the process 42
than hazard an assault 62
than hazard the failure 68
than hebrew or aramaic 182
than hebrew or yiddish 45
than heroin or cocaine 178
than hinder the process 114
than hindus or muslims 122
than honest to pretend 63
than houses of worship 169
than humans or animals 66
than ignore the problem 74
than ignoring the problem 248
than impair the subject 47
than inches in diameter 233
than income in respect 77
than injure the faculty 326
than injury to society 41
than insert the following 54
than inside the country 186
than insist on trifles 46
than insult to undergo 64
than intent as volition 326
than invest in capital 93
than inviting the vengeance 43
than issues of national 58
than italian or spanish 220
than jealous of general 74
than judges or lawyers 48
than justly to deserve 48
than larger or smaller 164
than likely the problem 70
than likely to attract 40
than likely to contain 81
than likely to destroy 50
than likely to develop 89
than likely to include 62
than likely to increase 131
than likely to involve 61
than likely to produce 204
than likely to provide 56
than likely to receive 115
than likely to succeed 111
than macbeth in himself 40
than marble or granite 114
than measuring the quality 65
than melody or harmony 125
than memory or history 209
than mention the problem 40
than mention the subject 189
than merely an absence 97
than merely an account 91
than merely an adjunct 50
than merely an aesthetic 89
than merely an analogy 59
than merely an attempt 225
than merely an element 40
than merely an example 71
than merely an exchange 78
than merely an increase 103
than merely an occasion 48
than merely an outcome 49
than merely as lowness 44
than merely as members 73
than merely as objects 52
than merely in relation 61
than merely on account 40
than merely the ability 252
than merely the absence 635
than merely the addition 59
than merely the adoption 43
than merely the ambition 42
than merely the average 95
than merely the capital 46
than merely the content 113
than merely the control 78
than merely the defense 61
than merely the effects 70
than merely the failure 152
than merely the general 104
than merely the history 175
than merely the language 85
than merely the material 91
than merely the monition 58
than merely the natural 65
than merely the outcome 75
than merely the passive 51
than merely the pleasure 135
than merely the present 100
than merely the problem 58
than merely the process 51
than merely the product 334
than merely the question 205
than merely the removal 122
than merely the results 69
than merely the subject 120
than merely the surface 74
than merely the vehicle 94
than merely to achieve 50
than merely to acquire 145
than merely to attempt 61
than merely to believe 568
than merely to collect 98
than merely to compare 43
than merely to condemn 42
than merely to confess 51
than merely to confirm 71
than merely to control 52
than merely to correct 216
than merely to declare 93
than merely to delight 117
than merely to destroy 57
than merely to develop 54
than merely to discuss 42
than merely to dismiss 66
than merely to display 93
than merely to disturb 56
than merely to execute 48
than merely to explain 135
than merely to express 249
than merely to furnish 152
than merely to gratify 116
than merely to imitate 147
than merely to improve 106
than merely to increase 163
than merely to indulge 44
than merely to observe 267
than merely to possess 77
than merely to predict 41
than merely to prepare 74
than merely to present 336
than merely to prevent 403
than merely to procure 72
than merely to produce 201
than merely to promote 81
than merely to protect 141
than merely to provide 542
than merely to receive 129
than merely to recover 147
than merely to reflect 162
than merely to refrain 111
than merely to relieve 106
than merely to replace 48
than merely to require 359
than merely to respond 105
than merely to restore 56
than merely to satisfy 165
than merely to suggest 150
than merely to support 113
than merely to survive 69
than milton the puritan 102
than minute in details 40
than monday or tuesday 67
than mothers in general 71
than mothers of control 233
than mothers of infants 186
than mothers of normals 102
than murder or robbery 104
than myriads of rational 73
than myself at present 115
than myself be regaled 53
than myself he carried 93
than myself in observing 41
than myself of observing 76
than myself the sublime 63
than myself to account 65
than myself to address 48
than myself to believe 49
than myself to discuss 95
than myself to explain 59
than myself to presume 70
than myself to provide 46
than myself to receive 61
than myself to support 49
than nectar or ambrosia 65
than needed to account 74
than needed to achieve 285
than needed to balance 76
than needed to control 64
than needed to explain 41
than needed to finance 83
than needed to fulfill 79
than needed to operate 42
than needed to perform 88
than needed to prevent 112
than needed to produce 208
than needed to protect 110
than needed to provide 179
than needed to replace 78
than needed to satisfy 190
than needed to support 173
than needed to sustain 104
than negroes in general 46
than normal in certain 67
than normal in chronic 54
than normal in diameter 73
than normal in persons 73
than normal in relation 233
than normal is usually 48
than normal on account 225
than normal or average 49
than normal sea surface 70
than normal to achieve 98
than normal to certain 41
than normal to develop 90
than normal to increase 113
than normal to perform 44
than normal to prevent 132
than normal to produce 126
than normal to provide 68
than number of members 43
than number of persons 75
than number of workers 60
than obtain at present 60
than occurs at present 322
than occurs in natural 49
than offering an account 53
than offers of service 40
than offset an increase 94
than offset by capital 261
than offset by certain 118
than offset by declining 58
than offset by foreign 65
than offset by imports 53
than offset by increase 61
than offset by increasing 176
than offset by profits 65
than offset by reduced 850
than offset by several 68
than offset the absence 48
than offset the adverse 152
than offset the benefit 119
than offset the capital 74
than offset the current 119
than offset the decline 1085
than offset the declining 123
than offset the decrease 543
than offset the deficit 89
than offset the effects 714
than offset the expense 297
than offset the failure 46
than offset the foreign 46
than offset the increase 1290
than offset the increasing 133
than offset the operating 41
than offset the profits 70
than offset the reduced 532
than offset the revenue 207
than offset the smaller 73
than offset the superior 41
than offset the victory 50
than offset the welfare 135
than opinion in germany 42
than oppose the efforts 61
than oppose the general 63
than ordering the payment 46
than pained by censure 123
than partial to america 46
than passion to inspire 51
than permit the liberty 84
than permit the question 74
than philip of macedon 93
than pieces of brocade 59
than places of worship 455
than planning in advance 46
than plants or animals 177
than pleased to provide 54
than pleased to receive 257
than pleased to welcome 85
than plenty or traffic 72
than plotting to suspect 56
than points of contact 51
than powers of producing 49
than prices in general 1690
than prices in upstream 61
than prices of factors 77
than prices of similar 55
than prompt to vengeance 40
than public or private 268
than pupils of average 44
than pursue the question 73
than pursue the subject 125
than pursuing the present 100
than pursuing the question 56
than rashly to condemn 49
than ravage the country 41
than reaches the devoted 42
than reaction to stimuli 43
than reduce the numbers 40
than reduce the problem 65
than reducing the deficit 43
than reducing the overall 58
than refusing to believe 62
than remain in america 48
than remain in slavery 107
than repays the trouble 54
than report the results 46
than resent my neglect 76
than resist the process 143
than resort to violence 390
than retard the process 68
than return of capital 69
than return on capital 86
than return to america 171
than return to bondage 100
than return to college 67
than return to germany 114
than return to ireland 69
than return to slavery 233
than riches or poverty 40
than ripple the surface 61
than rubber or plastic 86
than rubies or diamonds 51
than rubles or dollars 41
than ruffle the surface 113
than russian or chinese 43
than saturn or mercury 47
than scenes of amorous 55
than scenes of warfare 50
than school or college 190
than scores of similar 77
than scores of volumes 60
than scrape the surface 119
than second in command 75
than seemed to content 51
than settle an account 90
than settle the dispute 56
than settle the question 55
than settling the dispute 44
than settling the question 100
than should be allowed 436
than should be applied 51
than should be charged 94
than should be granted 149
than should be humanly 46
than should be imposed 41
than should be present 248
than simply an absence 108
than simply an account 125
than simply an addition 43
than simply an adjunct 55
than simply an aesthetic 64
than simply an attempt 304
than simply an element 95
than simply an example 96
than simply an exchange 82
than simply an increase 344
than simply an outcome 43
than simply as members 56
than simply as objects 65
than simply in relation 98
than simply the ability 412
than simply the absence 694
than simply the addition 104
than simply the adoption 48
than simply the average 144
than simply the beginning 46
than simply the content 154
than simply the control 89
than simply the current 83
than simply the decision 49
than simply the defense 41
than simply the effects 137
than simply the exchange 73
than simply the failure 84
than simply the general 171
than simply the history 165
than simply the increase 49
than simply the language 52
than simply the location 91
than simply the mastery 84
than simply the material 79
than simply the natural 134
than simply the numbers 59
than simply the objects 43
than simply the outcome 108
than simply the overall 51
than simply the passage 122
than simply the passive 87
than simply the patient 40
than simply the payment 45
than simply the pleasure 52
than simply the present 43
than simply the problem 57
than simply the process 90
than simply the product 611
than simply the pursuit 62
than simply the quality 63
than simply the question 255
than simply the removal 105
than simply the results 90
than simply the subject 109
than simply the surface 50
than simply the welfare 40
than simply the written 40
than simply to achieve 50
than simply to acquire 67
than simply to believe 58
than simply to collect 45
than simply to compare 77
than simply to control 83
than simply to declare 60
than simply to deliver 41
than simply to destroy 44
than simply to develop 62
than simply to dismiss 69
than simply to examine 47
than simply to exchange 49
than simply to explain 78
than simply to express 146
than simply to furnish 67
than simply to imitate 103
than simply to improve 75
than simply to increase 198
than simply to observe 153
than simply to perform 66
than simply to present 279
than simply to prevent 74
than simply to produce 103
than simply to promote 61
than simply to protect 297
than simply to provide 474
than simply to receive 86
than simply to reflect 120
than simply to replace 52
than simply to respond 181
than simply to restore 52
than simply to satisfy 70
than simply to suggest 43
than simply to support 55
than simply to survive 55
than sketch an outline 118
than sketch in outline 45
than sketch the general 75
than sketch the outline 64
than skimming the surface 108
than solely as members 118
than solely in relation 58
than solids or liquids 280
than solved the problem 395
than solves the problem 432
than something to achieve 49
than sought the fruition 44
than spending the weekend 52
than spoken or written 375
than spoken the preceding 53
than states of affairs 201
than stirring up trouble 67
than streams of foreign 141
than strips of papyrus 56
than strive to achieve 45
than striving to achieve 111
than striving to improve 48
than striving to produce 117
than studying the effects 80
than studying the history 44
than submit the question 58
than submit to baptism 80
than submit to british 146
than submit to capture 389
than submit to certain 927
than submit to control 62
than submit to degrading 54
than submit to foreign 469
than submit to northern 49
than submit to receive 147
than submit to slavery 438
than submit to spanish 102
than submit to taxation 61
than submit to torture 134
than submit to tyranny 536
than suffer in silence 128
than suffer the agonies 52
than suffer the effects 47
than suffer the horrors 41
than suffer the penalty 54
than suffer the torture 42
than suited my purpose 43
than suited the average 42
than suited the occasion 43
than suited the present 99
than suited the weakness 138
than swarms of insects 115
than swayed by motives 102
than sweden or denmark 47
than tables of figures 81
than tables of numbers 126
than tackle the problem 95
than tackling the problem 121
than through an account 46
than through an attempt 144
than through an exchange 214
than through an increase 343
than through an official 107
than through an outside 63
than through my prayers 53
than through my written 46
than through the abdomen 50
than through the absence 97
than through the addition 105
than through the adoption 119
than through the anterior 143
than through the attempt 42
than through the british 183
than through the capital 80
than through the careful 44
than through the central 258
than through the channel 218
than through the chinese 43
than through the coercive 42
than through the columns 124
than through the company 77
than through the complex 67
