tap hidden reserves of 43
than sodium chloride at 47
than sodium chloride in 118
than sodium chloride or 57
than someone involved in 56
than something external to 66
than something inherent in 284
than something specific to 108
than speech directed at 41
than speech directed to 66
than spending hundreds of 72
than spending thousands of 49
than states consisting of 63
than sticking strictly to 66
than strict attention to 136
than strict liability in 53
than suffer authority to 42
than terror prompted the 47
than through analysis of 85
than through attempting to 64
than through attempts at 44
than through attempts to 200
than through exercise of 40
than through expansion of 60
than through exposure to 62
than through increases in 201
than through operation of 84
than through recourse to 193
than through variations in 111
than thyself besotted on 51
than training students to 47
than twelve branches of 46
than twelve churches in 51
than twelve examples of 44
than twelve perished on 87
than twelve students in 53
than twelve sufficed to 45
than twenty articles by 42
than twenty articles in 160
than twenty articles of 171
than twenty articles on 152
than twenty articles to 77
than twenty attempts to 60
than twenty children in 109
than twenty children of 51
than twenty churches in 125
than twenty counties in 44
than twenty declined to 46
than twenty examples of 138
than twenty families in 82
than twenty families of 82
than twenty hectares of 56
than twenty languages in 42
than twenty officers of 63
than twenty passages of 98
than twenty pictures of 54
than twenty placemen in 101
than twenty students at 64
than twenty students in 181
than twenty villages in 91
than vainly attempting to 72
than values observed in 118
than values obtained by 337
than values obtained in 189
than values reported by 188
than values reported in 345
than whites relative to 40
than wisely observed in 230
than without eyesight or 67
than wounds received in 50
than younger children at 199
than younger children do 677
than younger children in 365
than younger children of 132
than younger children on 145
than younger children or 100
than younger children to 1464
than younger patients do 52
than younger patients in 54
than younger patients to 533
than younger students do 68
than younger students in 61
than younger students to 187
than younger subjects in 90
than younger subjects on 111
than younger subjects to 158
that abject disguise to 55
that abound concerning the 44
that abrupt cessation of 362
that abrupt increases in 104
that absent evidence of 224
that absurd business of 40
that absurd practice of 228
that abused children do 117
that abuses inimical to 91
that accept deposits of 57
that access displays the 109
that access provides to 41
that accrue directly to 445
that actions contrary to 117
that actions designed to 154
that actions directed at 49
that actions followed by 51
that actions intended to 109
that actions prompted by 65
that active attempts to 133
that active attention is 62
that active attention to 126
that active business is 87
that active euthanasia is 1810
that active exercise is 114
that active exercise of 316
that active extension of 59
that active immunity is 123
that active infection is 121
that active interest in 588
that active migration of 41
that active movement is 177
that active movement of 172
that active promotion of 92
that active secretion of 173
that active synthesis of 132
that active treatment is 344
that active treatment of 197
that actors involved in 123
that actual authority is 97
that actual delivery is 218
that actual delivery of 464
that actual evidence of 156
that actual examples of 233
that actual execution of 44
that actual exercise of 60
that actual exposure to 134
that actual increases in 134
that actual inflation is 197
that actual movement of 48
that actual operation of 92
that actual patterns of 220
that actual payments to 43
that actual practice in 366
that actual practice is 340
that actual practice of 45
that actual presence of 112
that actual progress in 88
that actual progress is 44
that actual sensation is 102
that actual transfer of 46
that adhere strictly to 190
that adhering strictly to 69
that adults consider to 54
that adults continue to 335
that adults perceive as 72
that advice betrayed the 43
that aerobic capacity is 122
that aerobic exercise is 772
that aerobic oxidation of 119
that affect benefits of 76
that affect business in 89
that affect children in 179
that affect children of 60
that affect citizens in 51
that affect decisions by 53
that affect decisions in 55
that affect decisions on 66
that affect decisions to 97
that affect delivery of 79
that affect directly or 73
that affect directly the 263
that affect education in 65
that affect everyone in 290
that affect everyone on 55
that affect exposure to 56
that affect families in 40
that affect formation of 54
that affect functioning of 41
that affect humanity as 49
that affect hundreds of 121
that affect movement of 109
that affect operation of 81
that affect outcomes in 56
that affect outcomes of 51
that affect patterns of 257
that affect response to 154
that affect retention of 51
that affect selection of 140
that affect students in 62
that affect survival of 92
that affect synthesis of 48
that affect thousands of 151
that affect variations in 49
that affect yourself or 65
that afford evidence of 46
that afford glimpses of 41
that africa consists of 47
that africa deserved the 122
that agency business so 114
that agency decisions be 161
that agents involved in 80
that airway pressure is 40
that albert einstein is 89
that alerts students to 66
that alfred tennyson is 100
that aliens resident in 62
that alkali treatment of 71
that allege violations of 149
that allowing children to 410
that allowing citizens to 87
that allowing everyone to 87
that allowing patients to 172
that allowing recovery of 41
that allowing students to 581
that allowing subjects to 52
that allowing yourself to 116
that allows agencies to 114
that allows analysis of 362
that allows analysts to 244
that allows assembly of 42
that allows attention to 87
that allows browsers to 63
that allows business to 191
that allows carriers to 90
that allows children the 47
that allows children to 2914
that allows citizens of 48
that allows citizens to 922
that allows commands to 48
that allows counties to 89
that allows coverage of 50
that allows daylight to 46
that allows decisions to 123
that allows deduction of 47
that allows delivery of 121
that allows detection of 511
that allows diffusion of 126
that allows drainage of 77
that allows elements of 68
that allows elements to 88
that allows engineers to 191
that allows entities to 52
that allows entrance to 58
that allows everyone in 83
that allows everyone to 1126
that allows evidence of 50
that allows evolution to 51
that allows execution of 115
that allows expansion of 74
that allows exposure of 78
that allows extension of 65
that allows families to 365
that allows formation of 166
that allows functions to 69
that allows humanity to 115
that allows hundreds of 65
that allows impulses to 45
that allows inclusion of 119
that allows industry to 52
that allows insertion of 154
that allows isolation of 99
that allows machines to 103
that allows managers to 1161
that allows materials to 97
that allows messages to 402
that allows migration of 54
that allows moisture to 118
that allows monitoring of 202
that allows movement in 228
that allows movement of 362
that allows movement to 53
that allows musicians to 84
that allows networks to 62
that allows officers to 115
that allows officials to 97
that allows operation of 45
that allows partners to 129
that allows patients to 1002
that allows patterns to 42
that allows payments to 66
that allows pictures to 66
that allows planners to 88
that allows pressure to 51
that allows problems to 89
that allows processing of 61
that allows processing to 50
that allows products to 51
that allows programs to 666
that allows progress to 41
that allows projects to 57
that allows property to 57
that allows proteins to 68
that allows recovery of 251
that allows recovery to 53
that allows reduction of 75
that allows rejection of 45
that allows retention of 71
that allows scholars to 128
that allows selection of 408
that allows services to 83
that allows shoppers to 100
that allows software to 237
that allows soldiers to 82
that allows solutions to 60
that allows somebody to 45
that allows strangers to 50
that allows students in 77
that allows students of 53
that allows students the 100
that allows students to 9234
that allows subjects to 246
that allows sunlight to 166
that allows survival of 82
that allows synthesis of 40
that allows thousands of 84
that allows tourists to 50
that allows trainees to 115
that allows transfer of 262
that allows treatment of 78
that allows variables to 70
that allows variations in 46
that allows vehicles to 65
that allows visitors to 1527
that alloys containing up 94
that allude directly to 40
that almost amounted to 7944
that almost anywhere in 212
that almost bordered on 735
that almost concealed the 342
that almost crippled the 89
that almost darkened the 137
that almost deprived me 150
that almost derailed the 107
that almost deserved the 109
that almost deserves the 42
that almost destroys the 223
that almost eclipsed the 46
that almost encircle the 159
that almost entirely by 109
that almost entirely of 40
that almost everyone at 564
that almost everyone he 444
that almost everyone in 7346
that almost everyone is 4086
that almost everyone of 624
that almost everyone on 790
that almost everyone to 48
that almost everyone we 194
that almost exceeded the 171
that almost excluded the 50
that almost excludes the 131
that almost happened in 40
that almost happened to 204
that almost keystone of 179
that almost obscured the 531
that almost obscures the 63
that almost overcame me 224
that almost overcame the 93
that almost overhangs the 48
that almost overthrew the 41
that almost purified the 73
that almost resulted in 1344
that almost startled me 315
that almost startled the 103
that almost succeeds in 180
that almost suggests the 241
that almost surround it 48
that almost surround the 195
that almost threatened the 124
that almost threatened to 308
that almost unnerved me 125
that almost wherever the 40
that already accorded to 152
that already achieved by 512
that already achieved in 393
that already acquired by 53
that already advanced by 116
that already advanced in 44
that already adverted to 210
that already afforded by 105
that already allotted to 83
that already amounted to 109
that already ascribed to 128
that already assigned to 150
that already attached to 74
that already attained by 247
that already attained in 228
that already conforms to 104
that already confront us 42
that already consists of 111
that already contains an 732
that already contains the 1931
that already detailed in 113
that already disposed of 89
that already dominate the 182
that already embodied in 87
that already employed by 151
that already employed in 333
that already examined in 85
that already followed by 46
that already happened to 43
that already implicit in 49
that already included in 230
that already included the 467
that already includes an 41
that already includes the 604
that already inherent in 154
that already involved in 161
that already mentioned as 848
that already mentioned at 314
that already mentioned by 155
that already mentioned in 1456
that already mentioned is 43
that already mentioned of 626
that already mentioned on 244
that already observed in 652
that already obtained by 455
that already obtained in 302
that already occupied by 526
that already occupied the 271
that already occurred in 189
that already operated in 49
that already operates in 41
that already outlined in 313
that already permeated the 110
that already prepared by 44
that already prevailing in 90
that already prevails in 168
that already produced by 437
that already promised to 198
that already proposed by 136
that already provided by 1428
that already provided in 233
that already provides the 102
that already received by 333
that already recorded in 97
that already referred to 4048
that already reflects the 58
that already relished of 43
that already reported by 98
that already reported in 112
that already required by 243
that already suggests the 99
that already supplied by 222
that already thousands of 126
that already threatened to 172
that always attaches to 505
that always attempts to 88
that always attended it 48
that always attended the 399
that always attracts me 81
that always attracts the 186
that always conforms to 53
that always confront the 138
that always confused me 97
that always consists of 199
that always contains an 41
that always contains the 804
that always delights me 91
that always displays the 216
that always disturbs me 44
that always embodies the 117
that always evaluate to 48
that always exceeded the 41
that always followed an 153
that always followed in 171
that always followed it 62
that always followed on 54
that always followed the 2003
that always functions as 95
that always happened in 221
that always happened to 429
that always heralded the 93
that always included the 243
that always includes the 399
that always increases the 98
that always insisted on 105
that always interest me 86
that always involved the 115
that always involves an 110
that always involves the 353
that always occurred in 141
that always occurred to 173
that always operates in 114
that always permeated the 99
that always pertains to 84
that always pervaded the 99
that always pervades the 40
that always preceded an 172
that always preceded the 1150
that always precedes an 53
that always precedes it 108
that always precedes the 1002
that always prevails in 110
that always produced the 65
that always produces an 191
that always produces the 430
that always provides the 168
that always recalled the 45
that always referred to 44
that always reflects the 143
that always remained as 164
that always remained in 387
that always remained the 183
that always remained to 44
that always reminded me 1732
that always requires an 93
that always requires the 162
that always responds to 91
that always resulted in 488
that always returned to 247
that always signaled the 157
that always succeeds in 81
that always suggests the 44
that always surround the 166
that always surround us 87
that always threatened the 58
that always threatened to 1272
that always troubled me 151
that amiable attention to 115
that ammonia consists of 123
that amongst thousands of 41
that amount annually to 53
that amount computed at 42
that amount consists of 50
that amount directly to 83
that amount increased to 81
that amount increases to 56
that amount invested in 140
that amount received by 43
that amount remained in 52
that amount required by 46
that amount required to 470
that angular momentum be 113
that angular momentum is 2882
that angular momentum of 130
that angular velocity is 276
that angular velocity of 75
that animal instinct is 224
that animal rationale is 121
that annealing increases the 41
that annual additions to 114
that annual elections of 114
that annual increases in 466
that annual interest is 44
that annual payments of 216
that annual payments to 47
that annual rainfall in 91
that annual rainfall is 127
that annual variations in 468
that another aircraft is 65
that another analysis is 42
that another analysis of 51
that another approach is 291
that another approach to 473
that another argument is 81
that another attitude is 42
that another authority is 51
that another battalion of 53
that another business is 61
that another category of 162
that another compound of 136
that another computer is 46
that another condition is 241
that another condition of 60
that another conflict of 40
that another contingent of 70
that another criterion is 46
that another customer is 48
that another daughter of 122
that another dimension is 127
that another dimension of 299
that another disciple of 58
that another disorder is 41
that another document is 48
that another employee in 53
that another employee is 140
that another employee of 70
that another evidence of 55
that another explosion in 42
that another extension of 47
that another fragment of 68
that another incident of 48
that another instance of 267
that another minister be 42
that another molecule of 99
that another negative ion 45
that another objection to 120
that another obstacle to 92
that another operation is 85
that another organism is 54
that another particle is 51
that another physician be 90
that another portrait of 54
that another property of 85
that another proposal of 40
that another provision of 258
that another quantity of 45
that another regiment of 82
that another relative of 49
that another resident of 53
that another sequence of 66
that another shipment of 91
that another specimen of 74
that another squadron of 71
that another strategy is 60
that another tradition of 112
that another transfer of 87
that another treatment is 58
that answer directly to 121
that answer questions of 248
that antaeus happened to 85
that antony intended to 185
that anxious affection by 44
that anyone admitted to 229
that anyone advocating the 57
that anyone affected by 183
that anyone anywhere in 159
that anyone arrested or 108
that anyone assigned to 99
that anyone attempting to 3090
that anyone attempts to 117
that anyone believed in 102
that anyone believed it 51
that anyone believed the 44
that anyone believes in 67
that anyone believes it 44
that anyone challenging the 45
that anyone critical of 42
that anyone deprived of 112
that anyone deserves to 46
that anyone desirous of 500
that anyone disturbing the 88
that anyone employed as 112
that anyone employed by 115
that anyone employed in 152
that anyone entitled to 64
that anyone expected the 40
that anyone expected to 118
that anyone ignorant of 258
that anyone imagines the 85
that anyone inclined to 159
that anyone intended to 194
that anyone involved in 3160
that anyone listened to 104
that anyone objected to 181
that anyone possessing the 266
that anyone prepared to 275
that anyone pretending to 133
that anyone professing to 61
that anyone questioning the 87
that anyone referred to 44
that anyone required to 44
that anyone succeeds in 57
that anyone supporting the 53
that anyone survived at 97
that anyone survived the 172
that anyone ventured to 114
that appealing directly to 48
that appeals directly to 1349
that appears adequate to 48
that appears adjacent to 93
that appears alongside the 138
that appears amenable to 50
that appears anywhere in 178
that appears anywhere on 50
that appears attached to 46
that appears beautiful to 54
that appears commonly in 148
that appears contains the 70
that appears contrary to 363
that appears dangerous to 45
that appears designed to 161
that appears destined to 191
that appears directly in 229
that appears directly to 43
that appears displays the 56
that appears embedded in 40
that appears essential to 112
that appears external to 42
that appears includes the 58
that appears inherent in 40
that appears initially to 65
that appears intended to 42
that appears onscreen as 143
that appears onscreen to 65
that appears opposite the 73
that appears possible is 46
that appears possible to 41
that appears recorded in 56
that appears relevant to 342
that appears sedately to 54
that appears suddenly at 49
that appears suddenly in 168
that appears suitable to 69
that appears underneath the 111
that appears unlawful to 98
that appears unlikely to 115
that appears whenever the 160
that applying pressure on 53
that applying pressure to 291
that aqueous extracts of 1393
that aqueous solutions of 3504
that ardent advocate of 163
that ardent defender of 52
that argyle designed to 69
that arises concerning the 227
that arises concerns the 909
that arises consists in 68
that arises relative to 45
that arises therefore is 179
that arises therefrom is 43
that arises whenever an 63
that arises whenever the 177
that arises whenever we 99
that arnold intended to 64
that arnold received the 67
that arouse interest in 61
that arouse memories of 84
that arouse suspicion of 205
that assets acquired by 90
that assist children in 320
that assist children to 123
that assist families in 280
that assist managers in 322
that assist patients in 166
that assist patients to 118
that assist students in 1383
that assist students to 344
that astute observer of 320
that atomic hydrogen is 380
that attach directly to 654
that attend attempts to 80
that attend commerce on 65
that attila prepared to 52
that augury followed on 59
that august assembly as 81
that august assembly at 42
that august assembly by 176
that august assembly in 177
that august assembly is 81
that august assembly of 531
that august assembly the 191
that august assembly to 468
that august seminary as 52
that august tribunal in 127
that august tribunal of 145
that august tribunal the 94
that august tribunal to 98
that austria intended to 840
that austria regarded the 48
that avoiding conflict is 46
that avoids exposure to 106
that avoids extremes of 60
that avoids problems of 59
that avoids transfer of 59
that awaken memories of 41
that babies deprived of 54
that backup withholding is 134
that balboa achieved the 94
that balzac intended to 79
that barely concealed the 441
that barely deserved the 51
that barely exceeded the 41
that barely mentioned the 41
that barely sufficed to 297
that barely suffices to 44
that barely survived the 264
that barium chloride is 107
that barium sulphate is 361
that barred entrance to 137
that became accepted as 290
that became accepted in 68
that became apparent as 780
that became apparent at 507
that became apparent by 71
that became apparent in 3704
that became apparent on 137
that became apparent the 89
that became apparent to 889
that became attached to 2186
that became chapters in 46
that became classics in 224
that became classics of 222
that became codified in 165
that became conscious of 116
that became critical in 218
that became critical to 79
that became decisive in 133
that became dominant at 47
that became dominant by 48
that became dominant in 3276
that became embedded in 1037
that became embodied in 487
that became enmeshed in 104
that became entangled in 554
that became epidemic in 54
that became essential in 121
that became essential to 491
that became explicit in 283
that became frequent in 111
that became imbedded in 183
that became included in 91
that became infamous as 90
that became infamous in 58
that became infected by 43
that became infected in 115
that became integral to 494
that became involved in 2784
that became isolated in 182
that became laughter on 83
that became manifest as 151
that became manifest at 54
that became manifest in 1514
that became notorious as 184
that became notorious in 294
that became obsolete in 120
that became possible as 182
that became possible in 396
that became powerful in 101
that became relevant in 87
that became relevant to 115
that became renowned as 88
that became somewhat of 123
that became standard in 2310
that became standard on 271
that became stranded in 99
that became subjects of 166
that became symbolic of 338
that became worthless in 255
that become accepted as 112
that become adherent to 47
that become apparent as 752
that become apparent at 146
that become apparent by 50
that become apparent in 1729
that become apparent on 70
that become apparent to 301
that become attached to 1370
that become barriers to 136
that become critical in 63
that become distinct as 68
that become dominant at 40
that become dominant in 205
that become elements of 46
that become embedded in 682
that become embodied in 195
that become enmeshed in 62
that become entangled in 239
