tab extending from the 46
ten minutes north of 301
ten minutes once or 188
ten minutes only the 41
ten minutes only to 111
ten minutes over an 46
ten minutes over it 61
ten minutes over the 817
ten minutes past the 1507
ten minutes prior to 1491
ten minutes reading the 112
ten minutes some of 65
ten minutes south of 333
ten minutes there is 359
ten minutes three or 117
ten minutes till he 81
ten minutes till it 65
ten minutes till the 457
ten minutes till we 89
ten minutes time he 42
ten minutes time the 68
ten minutes time to 68
ten minutes time we 41
ten minutes trying to 1590
ten minutes upon the 482
ten minutes walk in 93
ten minutes walk of 369
ten minutes walk to 168
ten minutes went by 2259
ten minutes were at 56
ten minutes were in 102
ten minutes were on 55
ten minutes were the 115
ten minutes were to 85
ten minutes were up 2051
ten minutes west of 182
ten minutes what it 80
ten minutes what the 48
ten minutes when an 101
ten minutes when he 1381
ten minutes when in 129
ten minutes when it 228
ten minutes when my 143
ten minutes when the 2418
ten minutes when we 551
ten minutes will be 798
ten minutes will do 148
ten minutes worth of 295
ten numbers from the 100
ten paintings from the 50
ten percent drop in 135
ten percent during the 302
ten percent duty on 60
ten percent from the 508
ten percent loss in 40
ten percent loss of 67
ten percent more in 64
ten percent more of 93
ten percent more to 49
ten percent must be 44
ten percent over the 479
ten percent rate of 184
ten percent rise in 177
ten percent risk of 50
ten percent upon the 47
ten percent went to 115
ten percent were in 49
ten percent when the 75
ten percent will be 193
ten persons came to 353
ten persons died in 50
ten persons from the 203
ten persons live in 41
ten persons living in 261
ten persons must be 49
ten persons were in 67
ten persons were to 70
ten persons whom he 73
ten persons will be 124
ten plagues sent by 44
ten plagues upon the 200
ten players from the 43
ten preceding years of 88
ten preceding years the 67
ten precious years of 92
ten previous years in 46
ten previous years of 88
ten previous years the 50
ten records from the 59
ten remaining years of 485
ten samples from the 124
ten seconds ahead of 208
ten seconds during the 83
ten seconds from the 494
ten seconds into the 355
ten seconds left in 223
ten seconds left on 117
ten seconds left to 147
ten seconds more the 46
ten seconds more to 43
ten seconds over the 54
ten seconds prior to 101
ten seconds there is 64
ten seconds went by 211
ten seconds were up 188
ten seconds when he 62
ten seconds when it 51
ten seconds when the 164
ten seconds will be 74
ten seconds worth of 63
ten shillings during the 41
ten shillings from my 50
ten shillings from the 488
ten shillings gets to 90
ten shillings into the 73
ten shillings left in 40
ten shillings more in 71
ten shillings must be 54
ten shillings over in 82
ten shillings paid by 59
ten shillings paid to 74
ten shillings upon the 378
ten shillings when he 41
ten shillings when the 85
ten shillings will be 146
ten shillings worth of 342
ten species from the 43
ten squares from the 41
ten stations along the 50
ten stories from the 154
ten stories high in 42
ten stories high on 45
ten stories into the 68
ten strides from the 82
ten symbols used in 53
ten talents from the 119
ten teachers from the 40
ten thousand acts of 414
ten thousand ages to 58
ten thousand among the 69
ten thousand back to 53
ten thousand bags of 269
ten thousand bars of 45
ten thousand beams of 92
ten thousand bits of 60
ten thousand came to 82
ten thousand cans of 41
ten thousand cars in 49
ten thousand come to 48
ten thousand cows to 51
ten thousand days in 41
ten thousand days of 262
ten thousand days to 53
ten thousand deaths in 195
ten thousand deaths to 93
ten thousand died in 181
ten thousand died of 56
ten thousand down to 44
ten thousand during the 229
ten thousand eggs at 43
ten thousand eggs in 54
ten thousand eyes of 87
ten thousand fans at 46
ten thousand fans in 68
ten thousand feet as 196
ten thousand feet at 252
ten thousand feet he 104
ten thousand feet in 2909
ten thousand feet is 157
ten thousand feet it 75
ten thousand feet of 1835
ten thousand feet on 319
ten thousand feet or 732
ten thousand feet the 373
ten thousand feet to 563
ten thousand feet up 1874
ten thousand feet we 126
ten thousand fold by 43
ten thousand fold in 75
ten thousand fold the 71
ten thousand fold to 98
ten thousand foot to 46
ten thousand from the 831
ten thousand goths to 80
ten thousand have the 74
ten thousand heads of 147
ten thousand hues of 59
ten thousand into the 134
ten thousand jars of 72
ten thousand jews in 350
ten thousand jews of 65
ten thousand jews to 87
ten thousand jobs in 67
ten thousand left the 40
ten thousand like it 70
ten thousand lire in 48
ten thousand lire to 74
ten thousand living in 43
ten thousand means of 44
ten thousand more as 93
ten thousand more at 52
ten thousand more by 85
ten thousand more if 40
ten thousand more in 367
ten thousand more of 249
ten thousand more on 74
ten thousand more or 47
ten thousand more the 47
ten thousand more to 272
ten thousand must be 128
ten thousand over the 174
ten thousand oxen in 115
ten thousand pair of 241
ten thousand peals of 53
ten thousand seats in 64
ten thousand sets of 158
ten thousand sons of 106
ten thousand sons to 48
ten thousand such as 181
ten thousand there is 60
ten thousand tons in 187
ten thousand tons is 45
ten thousand tons of 4101
ten thousand tons or 161
ten thousand tons to 130
ten thousand upon the 49
ten thousand ways in 279
ten thousand ways of 342
ten thousand ways the 68
ten thousand ways to 279
ten thousand went to 74
ten thousand were at 86
ten thousand were in 273
ten thousand were on 118
ten thousand were to 255
ten thousand when he 70
ten thousand when the 155
ten thousand will be 447
ten thousand years an 40
ten thousand years as 429
ten thousand years at 232
ten thousand years be 50
ten thousand years by 185
ten thousand years he 149
ten thousand years if 59
ten thousand years in 1567
ten thousand years is 622
ten thousand years it 262
ten thousand years of 5618
ten thousand years on 171
ten thousand years or 2003
ten thousand years the 658
ten thousand years to 1951
ten thousand years we 274
ten thousand yoke of 78
ten thousand youth is 47
ten thousand yuan in 57
ten thousand yuan to 48
ten volumes will be 71
ten warmest years in 54
ten warmest years on 111
ten workers from the 62
than absence from the 78
than abstain from the 80
than accepting what is 74
than accepting what the 56
than accessing data in 48
than accessing data on 70
than accrues from the 55
than advancing into the 51
than against those in 73
than against those of 707
than against what he 51
than against what is 58
than agonize over the 60
than agonizing over the 87
than amounts paid by 191
than amounts paid to 56
than anarchy just as 44
than animals from the 117
than animals kept in 172
than animals living in 103
than animals such as 70
than annoyed when he 75
than annoyed when the 51
than answers when it 77
than anxiety over the 50
than anybody else as 356
than anybody else at 845
than anybody else by 205
than anybody else he 538
than anybody else if 145
than anybody else in 30712
than anybody else is 697
than anybody else it 85
than anybody else of 617
than anybody else on 4324
than anybody else or 170
than anybody else so 224
than anybody else the 1011
than anybody else to 3896
than anybody else up 52
than anybody else we 167
than anybody from the 86
than anybody what the 56
than anytime during the 46
than appeared during the 61
than appeared from the 567
than appeared here to 77
than appeared upon the 480
than assumed from the 45
than attacks from the 49
than attacks upon the 81
than attempt such an 93
than attending only to 98
than average among the 234
than average cost at 147
than average cost in 88
than average cost of 357
than average cost to 54
than average depth of 100
than average dose of 53
than average during the 458
than average from the 100
than average gain in 41
than average length of 145
than average need to 82
than average over the 255
than average range of 98
than average rate in 120
than average rate of 4838
than average ratio of 249
than average rise in 150
than average risk in 60
than average risk of 4444
than average risk to 105
than average size of 203
than average tend to 155
than average time in 55
than average time to 121
than average when it 95
than average when the 166
than average will be 122
than average work in 129
than averaging over the 51
than barrack life is 54
than because anne of 89
than because only so 98
than because some of 86
than because there is 906
than beginning from the 127
than benefit from it 77
than benefit from the 312
than between even the 40
than between some of 111
than between those at 61
than between those in 657
than between those of 2648
than between those on 77
than between three or 61
than between what is 44
than between what we 46
than borrowing from the 441
than britain during the 58
than britain from the 58
than british ones to 42
than british rule in 89
than brought back to 56
than brought into the 104
than capital gain if 44
than capital gain on 47
than capital gain or 305
than capital gain to 92
than careful reading of 81
than carload lots in 42
than carload lots is 49
than carload lots of 122
than carload lots to 125
than carried away as 46
than carried away by 119
than centering upon the 44
than central park in 91
than central role in 74
than certain beds of 63
than certain other of 45
than choices made by 49
than clarify what is 52
than climbed down the 48
than comment upon the 41
than concern over the 286
than confirm what is 58
than confirm what the 106
than confirm what we 102
than content from the 203
than content just to 72
than control from the 44
than control over the 572
than control rats in 48
than country dogs is 74
than criteria such as 51
than critics such as 115
than crystal clear in 61
than debates over the 252
than decision making by 90
than decision making in 173
than decrease during the 150
than decrease over the 80
than deduced from the 154
than departing from it 70
than departing from the 152
than depending only on 345
than depending upon an 57
than depending upon the 819
than depends upon the 72
than derived from an 219
than derived from it 256
than derived from the 672
than derives from the 56
than descend from the 191
than descend into the 178
than descent from the 83
than designing there to 97
than despair over the 94
than detract from it 1349
than detract from the 2659
than deviation from the 117
than devices such as 78
than discuss some of 65
than diseases such as 54
than dissent from the 77
than distant from it 50
than distant from the 41
than diverge from the 52
than divided among the 70
than dominion over the 121
than doubled among the 64
than doubled during the 9968
than doubled from an 98
than doubled from rs 192
than doubled from the 1294
than doubled over the 9657
than doubled those of 355
than doubled upon the 41
than doubled what he 66
than doubled what it 56
than doubled when he 53
than doubled when it 63
than doubled when the 503
than doubles during the 127
than doubles from the 47
than doubles over the 55
than doubles when the 80
than dynamic view of 53
than efforts meant to 43
than emanating from it 54
than emanating from the 214
than emerged from the 154
than emerges from the 207
than emotions such as 45
than entered into the 257
than eternal fame of 45
than eternal life in 56
than eternal life is 40
than european ones to 42
than everything else he 140
than everything else in 2456
than everything else is 156
than everything else on 142
than everything else the 71
than everything else to 248
than everything else we 64
than evident from the 210
than evolved from it 220
than exactly what he 160
than exactly what is 96
than exactly what it 121
than exactly what the 111
than examining into the 53
than examining only the 51
than existed among the 409
than existed during the 570
than existed even in 98
than existed prior to 855
than existed when he 63
than existed when the 305
than explain away the 94
than explain what he 40
than explain what the 57
than exporting from the 68
than exports during the 126
than exports from the 119
than extending into the 90
than extending over the 43
than fabrics made of 53
than factors such as 823
than factory work or 48
than features such as 78
than females among the 208
than females during the 253
than females from the 221
than females living in 53
than females over the 57
than females tend to 125
than females were in 44
than females when the 94
than females will be 68
than fifteen acts of 238
than fifteen days at 242
than fifteen days he 43
than fifteen days if 73
than fifteen days in 737
than fifteen days of 201
than fifteen days on 72
than fifteen days or 260
than fifteen days the 128
than fifteen days to 587
than fifteen feet at 50
than fifteen feet by 86
than fifteen feet in 1560
than fifteen feet of 316
than fifteen feet on 64
than fifteen feet or 114
than fifteen feet to 265
than fifteen sail of 59
than fifteen tons of 166
than fifteen were in 43
than fifteen when he 172
than fifteen when the 65
than fifteen years as 893
than fifteen years at 336
than fifteen years by 171
than fifteen years he 615
than fifteen years if 45
than fifteen years in 1912
than fifteen years is 145
than fifteen years it 135
than fifteen years of 8406
than fifteen years on 273
than fifteen years or 249
than fifteen years the 804
than fifteen years to 1074
than fifteen years we 411
than figures from the 73
than figures such as 86
than following from the 50
than follows from the 394
than forward from the 146
than forward into the 154
than freedom from it 44
than freedom from the 445
than friends among the 111
than friends upon the 48
than fritter away the 52
than general laws of 40
than germany during the 40
than germany from the 86
than gesture upon the 80
than greatest depth of 58
than greatest width of 235
than halfway along the 416
than halfway back in 52
than halfway back on 40
than halfway back to 282
than halfway down in 42
than halfway down the 1961
than halfway down to 119
than halfway from the 574
than halfway into the 641
than halfway over the 86
than halfway when he 56
than halfway when the 60
than hammering away at 50
than harmony among the 73
than helpful when it 62
than helpful when the 43
than himself among the 50
than himself during the 41
than himself from the 190
than himself into the 272
than himself must be 126
than himself over the 49
than himself upon the 100
than himself what he 55
than himself what is 42
than himself when he 672
than himself when it 42
than himself when the 56
than himself whom he 428
than himself whom the 47
than himself will be 92
than hitherto from the 106
than hitherto into the 148
than hitherto must be 76
than hitherto over the 65
than hitherto upon the 145
than hitherto will be 153
than hundred years of 181
than hunkering down in 48
than immense sums in 49
than imports during the 61
than imports from the 397
than imports into the 50
than imposed from the 242
than imposed upon it 246
than imposed upon the 81
than impress upon the 46
than increase during the 44
than increase over the 40
than infants born at 167
than infants born in 64
than infants born of 85
than infants born to 468
than inflict pain by 114
than inflict pain on 47
than inquire into the 217
than inquiring into the 307
than inquiry into the 130
than insight into the 405
than insisting upon the 248
than intrude upon the 47
than investing time in 55
than judaism from an 51
than judaism from the 68
than justice done to 233
than justice from the 142
than justice when he 415
than justice when we 278
than language such as 46
than language used in 85
than launching into the 81
than letters from the 74
than letters such as 58
than listening only to 49
than literal reading of 46
than lucifer when he 54
than married ones to 78
than mastery over it 50
than mastery over the 42
than matched those of 72
than material from the 150
than material gain or 49
than material wealth is 40
than material wealth or 60
than matters such as 84
than maximum width of 152
than measured from the 41
than measures such as 153
than medical care in 72
than medical care is 48
than members from the 66
than methinks will be 54
than millions among the 58
than minimal risk is 201
than minimal risk of 296
than minimal risk or 92
than minimal risk to 943
than minimum wage in 119
than minimum wage or 54
than minimum wage to 118
than napoleon when he 64
than national ones in 61
than national ones to 41
than natural during the 48
than natural from the 105
than normals from the 41
than normals when the 92
than nucleic acid or 71
than objects from the 48
than objects seem to 156
than objects such as 55
than obtains among the 94
than offspring tend to 43
than operating from the 63
than optimal from the 216
than optimal rate of 54
than orphans left to 48
than outline some of 213
than outside during the 41
than outward eyes on 54
than outward from the 63
than outward into the 58
than pacific means as 44
than parents from the 89
than parents living in 77
than passive role in 255
than peaceful means to 58
than perfect from the 83
than perfect love of 83
than perfect when it 48
than perfect will it 61
than perhaps during the 52
than perhaps even he 416
than perhaps even the 308
than perhaps ever in 75
than perhaps five or 43
than perhaps four or 48
than perhaps half the 85
than perhaps many of 156
than perhaps most of 132
than perhaps once in 58
than perhaps some of 308
than perhaps there is 52
than perhaps those of 410
than perhaps three or 78
than perhaps were to 47
than perhaps will be 50
than persons born in 144
than persons from the 189
than persons high in 63
than persons living at 52
than persons living in 440
than phrases such as 85
than placebo during the 40
than planned during the 43
than planned from the 41
than planned when the 42
than pleasure during the 40
than pleasure from it 41
than pleasure from the 221
than present during the 196
than present some of 49
than present when it 77
than preside over the 287
than presiding over the 282
than prevail among the 42
than previous ones in 215
than previous ones to 106
than previous work in 69
than previous work on 86
than priests tell us 70
than primary role in 67
than private gain is 85
than private ones in 88
than private ones to 53
than proceed from the 62
than proceed upon the 67
than profiting from it 49
than profiting from the 84
than profits from the 86
than providing care to 46
than purpose meant to 67
than quarrel over the 58
than quibble over the 45
than quibbling over the 42
than radiation from the 89
than recoiling from the 46
than recover from the 44
than referring back to 125
than referring only to 113
than reflect upon the 96
than reflect what is 55
than regarding these as 95
than regarding those of 63
than rejoice over the 40
than rejoicing over the 47
than released into the 109
than reliance upon the 303
than remaining here in 46
than remaining open to 72
than remaining part of 138
than remaining tied to 50
than remaining true to 127
than removal from the 202
than removed from it 88
than removed from the 152
than reports from the 145
than research into the 145
than respect from the 54
than resulting from an 124
than resulting from it 77
than resulting from the 496
than results from an 53
than results from the 951
than retreating from it 117
than retreating from the 186
than retreating into the 137
than returning from it 87
than returning home in 46
than returning home to 221
than returns from the 72
than revenue from the 67
than reverting back to 95
than roughly half the 43
than ruffled made up 50
than samples from the 322
than sanguine view of 78
than sectors such as 64
than selecting from the 112
than settled into the 44
than seventy days of 49
than seventy feet in 455
than seventy feet of 70
than seventy feet to 43
than seventy sail of 69
than seventy tons of 115
than seventy were in 74
than seventy when he 58
than seventy years as 281
than seventy years at 56
than seventy years by 76
than seventy years he 112
than seventy years in 1241
than seventy years is 76
than seventy years it 120
than seventy years no 80
than seventy years of 5845
than seventy years on 87
than seventy years the 623
than seventy years to 491
than seventy years we 51
than several days at 91
than several days in 86
than several days of 115
than several days or 141
than several days to 56
than several feet in 44
than several sets of 44
than several tens of 1146
than several tons of 42
than several years in 86
than several years of 342
than several years to 61
than shadows cast by 78
than shelter from the 313
than shorter ones in 60
than shorter ones to 41
than shrines among us 40
than shrinking from the 63
than signals from the 72
than similar areas in 134
than similar areas of 42
than similar jobs in 137
than similar land in 66
than similar laws in 115
than similar ones in 401
than similar ones of 71
than similar ones on 46
than similar work in 236
than similar work on 71
than sincere when he 40
than sixfold during the 91
than sixfold over the 79
than sixteen days in 76
than sixteen feet in 607
than sixteen feet of 114
than sixteen tons of 79
than sixteen when he 188
than sixteen years as 127
than sixteen years at 49
than sixteen years he 99
than sixteen years in 444
than sixteen years of 5922
than sixteen years the 98
than sixteen years to 116
than slavery among the 65
than slogans such as 43
than smaller ones as 99
than smaller ones at 79
than smaller ones do 124
than smaller ones in 327
than smaller ones is 63
than smaller ones of 176
than smaller ones on 42
than smaller ones to 432
than species from the 99
than species living in 100
than species such as 136
than started when the 92
than steered into the 58
than stepped from the 45
than stepped into the 127
than stories from the 77
than stories such as 44
than stories told by 65
than studied here in 58
than suffering from an 56
than suffering from the 243
than suggest some of 331
than suggest what the 56
than support from the 265
than support such an 49
than supreme love to 47
than switching over to 54
than sympathy from the 107
than systems such as 93
than teachers from the 61
than teachers were to 48
than tenfold during the 281
than tenfold from the 69
than tenfold over the 197
than tenfold what it 105
than thankful when the 50
than thirteen bars of 57
than thirteen days in 51
than thirteen feet in 257
than thirteen feet of 116
than thirteen sail of 40
than thirteen years as 133
than thirteen years at 43
than thirteen years he 99
than thirteen years in 236
than thirteen years of 2163
than thirteen years the 73
than thirteen years to 220
than thousand years of 67
than thrilled when he 64
than tissues such as 41
than touched upon in 209
than touched upon the 41
than towards those of 235
than towards what is 70
than traveling along the 44
than traveling over the 41
than trebled during the 568
than trebled from the 41
than trebled over the 180
than tripled during the 1355
than tripled from the 228
than tripled over the 819
than triumph over the 75
than truthful when he 61
than tuesday last he 54
than twisted pair or 64
than twofold during the 72
than twofold over the 62
