tack driven into the 105
take another view of 3711
take another vote on 88
take another walk in 114
take another walk on 48
take another walk to 104
take another week of 113
take another week or 319
take another week to 353
take another when he 51
take another when the 48
take another wife as 218
take another wife at 48
take another wife he 52
take another wife if 231
take another wife in 436
take another wife or 248
take another wife so 175
take another wife to 258
take anyone back to 62
take anyone else on 54
take anyone else to 56
take anyone from the 90
take anyone into my 102
take anyone into the 91
take appeals from the 152
take apples from the 87
take around five to 42
take around half an 50
take around three to 42
take assets from the 53
take before coming to 171
take before leaving the 96
take before there is 66
take better care in 267
take better care of 88985
take better care on 40
take better care to 175
take better heed of 43
take better heed to 166
take better hold of 86
take better means to 58
take better note of 97
take beyond what is 85
take bodily form in 43
take brevet rank as 55
take bribes from the 443
take brides from the 140
take burden upon me 88
take butler from the 63
take butter from the 44
take canada from the 102
take canada from us 43
take carbon from the 161
take cattle from the 353
take caution from the 48
take chairs from the 47
take charge also of 160
take charge during my 49
take charge during the 335
take charge even of 81
take charge from the 167
take charge kind of 249
take charge only of 170
take charge over the 183
take charge when he 142
take charge when it 72
take charge when the 363
take charge when we 51
take christ from the 77
take christ into the 97
take closer look at 195
take closer note of 79
take clothes from the 149
take coffee from the 50
take common salt as 70
take cooked food or 52
take copies from the 89
take cotton from the 76
take course work at 63
take course work in 286
take credit from the 206
take credit when it 74
take credit when the 56
take crumbs from the 52
take cuttings during the 43
take cuttings from the 422
take damage from the 85
take decent care of 332
take deeper hold of 57
take deeper root in 533
take depend upon the 96
take direct care of 92
take direct hold of 102
take direct part in 1630
take dishes from the 41
take dorothy back to 59
take double from the 62
take drinks from the 44
take earnest heed to 66
take effect among the 112
take effect during the 4691
take effect early in 310
take effect even if 335
take effect even in 119
take effect from an 97
take effect from the 31266
take effect just as 195
take effect must be 155
take effect once it 72
take effect once the 195
take effect only as 1226
take effect only at 1147
take effect only by 691
take effect only if 4560
take effect only in 3731
take effect only on 2406
take effect only so 53
take effect only to 58
take effect over the 247
take effect prior to 1307
take effect there is 81
take effect till it 145
take effect till the 2579
take effect upon an 226
take effect upon it 209
take effect upon me 98
take effect upon my 505
take effect upon or 96
take effect upon the 20988
take effect upon us 114
take effect when an 59
take effect when he 219
take effect when it 414
take effect when the 6770
take effect will be 64
take eighty years to 64
take eleven days to 93
take eleven years to 131
take energy from it 106
take energy from the 2452
take england back to 46
take enough care in 117
take enough care of 555
take enough care to 298
take enough cloth to 99
take enough food to 255
take enough from the 191
take enough milk to 41
take enough time at 42
take enough time in 116
take enough time so 134
take enough time to 3176
take entire care of 565
take farther time to 61
take faster hold of 480
take faster hold on 385
take firmer hold of 237
take firmer hold on 53
take firmer root in 118
take flight amid the 47
take flight back to 80
take flight during the 69
take flight from an 116
take flight from it 220
take flight from the 4019
take flight into the 2911
take flight like the 106
take flight over the 408
take flight upon the 92
take flight when he 129
take flight when the 260
take forage from the 47
take formal leave of 898
take formal note of 282
take formal part in 69
take france back to 42
take france into the 71
take freely from the 132
take french leave of 938
take french leave to 62
take fright when the 197
take further care of 167
take further into the 51
take further note of 229
take further part in 1338
take further some of 54
take further time of 52
take further time to 362
take further toll of 109
take further work in 220
take gentle care of 45
take gerald from me 74
take grants from the 48
take greater care in 1363
take greater care of 1651
take greater care to 1816
take greater heed of 76
take greater note of 211
take greater part in 256
take greater risk in 80
take greater time to 45
take ground game on 140
take ground upon it 42
take groups into the 46
take guests back to 49
take guests from the 82
take guests into the 71
take headers into the 54
take higher rank as 43
take higher rank in 83
take homage from thy 41
take honest care of 64
take horses from the 327
take images from the 80
take income from the 130
take inputs from the 216
take issues such as 74
take itself from the 83
take itself into the 44
take kindly care of 64
take kindly from me 51
take lesson from the 446
take liquor into the 55
take lisbon from the 65
take little bits of 220
take little care in 59
take little care of 675
take little care to 417
take little from the 220
take little heed of 2611
take little heed to 75
take little hold of 49
take little more of 55
take little more to 81
take little note of 1106
take little part in 2917
take little risk in 55
take little sips of 83
take little time in 76
take little time or 129
take little time to 1253
take lumber from the 76
take matter from the 55
take mental note of 377
take michael back to 51
take myself back to 387
take myself down to 145
take myself from the 48
take myself into the 100
take myself over to 45
take myself what is 55
take nectar from the 509
take neither side in 94
take neither side of 43
take ninety days to 245
take notice also of 267
take notice even of 79
take notice from the 92
take notice here of 676
take notice only of 3225
take notice there of 93
take notice what he 55
take notice what is 271
take notice what the 714
take notice when he 253
take notice when it 245
take notice when the 751
take notice when we 124
take office during the 119
take office even if 58
take office even in 43
take office from the 75
take office only if 56
take office only on 70
take office upon the 433
take office when the 265
take orders from an 1469
take orders from it 188
take orders from me 4258
take orders from my 411
take orders from no 2453
take orders from or 89
take orders from the 21240
take orders from us 514
take orders like the 46
take orders over the 573
take orders till the 105
take orders upon the 49
take orders when he 46
take origin from an 46
take origin from it 144
take origin from the 9257
take output from the 57
take oxygen from it 80
take oxygen from the 3951
take oxygen into the 182
take papers from the 56
take photos during the 87
take photos from the 117
take pieces from the 77
take places along the 41
take places among the 43
take plants from the 93
take points from the 50
take pollen from the 92
take powers from the 361
take praise from the 49
take pretty much as 87
take pretty much the 219
take prints from the 47
take prizes from the 90
take profit from the 259
take prompt care of 44
take proper care in 441
take proper care of 44155
take proper care to 674
take proper heed of 83
take proper hold of 85
take proper leave of 171
take proper means of 47
take proper means to 495
take proper note of 464
take proper part in 44
take proper time to 55
take public note of 114
take public part in 119
take pupils from the 104
take quebec from the 79
take readers back to 132
take readers from the 61
take readers into the 149
take refuge along the 60
take refuge also in 50
take refuge amid the 139
take refuge among the 8111
take refuge among us 120
take refuge during the 934
take refuge even in 113
take refuge from an 393
take refuge from it 466
take refuge from my 179
take refuge from the 18441
take refuge here in 214
take refuge north of 43
take refuge only in 670
take refuge over the 57
take refuge south of 45
take refuge there as 126
take refuge there at 122
take refuge there by 41
take refuge there if 53
take refuge there in 536
take refuge there on 60
take refuge till the 319
take refuge upon the 263
take refuge when he 47
take refuge when it 54
take refuge when the 788
take refuge when we 40
take relief from the 122
take repose when we 61
take revenge from the 344
take revenge only on 45
take revenge upon an 105
take revenge upon it 151
take revenge upon me 113
take revenge upon my 53
take revenge upon the 5059
take revenge upon us 119
take revenge when he 57
take revenge when the 110
take riches from the 42
take ritual baths in 40
take salmon from the 50
take scalps from the 75
take second jobs in 161
take second jobs or 129
take second jobs to 179
take second rank in 97
take secure hold on 125
take serious care of 43
take serious heed of 76
take serious hold of 120
take serious note of 5098
take serious part in 41
take serious toll of 48
take serious view of 201
take shares from the 90
take should also be 91
take should there be 49
take sicily from the 49
take silent note of 91
take silver from the 44
take simple care of 93
take slaves from the 111
take slaves into the 1261
take solace from the 1667
take solace only in 53
take solemn leave of 45
take solemn vows of 198
take someone along to 144
take someone back to 51
take someone else as 121
take someone else in 81
take someone else on 63
take someone else to 316
take someone from the 240
take someone into my 59
take someone into the 59
take someone like me 118
take something along to 74
take something away or 50
take something away to 46
take something back to 657
take something down to 72
take something else as 191
take something else in 161
take something else to 154
take something from an 84
take something from it 586
take something from me 1007
take something from my 469
take something from the 7654
take something from us 284
take something home to 201
take something into the 112
take something like an 281
take something like the 656
take something more to 89
take something over to 70
take something such as 49
take something warm to 53
take sparks from the 59
take special care as 231
take special care at 120
take special care if 131
take special care in 3715
take special care of 9403
take special care on 127
take special care so 130
take special care the 206
take special care to 35128
take special heed of 109
take special heed to 132
take special means to 89
take special note in 41
take special note of 14415
take special oaths of 44
take special time to 61
take special work in 109
take speedy care of 60
take spoils from the 89
take square root of 102
take station ahead of 273
take sterling into the 85
take stevie into the 74
take stones from the 248
take strength from it 192
take strength from the 1502
take strict care of 59
take strict care to 46
take suction from the 254
take summer jobs in 50
take tender care of 349
take thought what we 72
take timber from the 347
take timely care to 168
take timely means to 117
take tissue from the 81
take titles from the 43
take toward what is 76
take troops from the 258
take twelve days to 144
take twelve years of 98
take twelve years to 447
take twenty days or 48
take twenty days to 213
take twenty tons of 49
take twenty years at 68
take twenty years of 198
take twenty years or 341
take twenty years to 2251
take unpaid leave in 61
take unpaid leave of 82
take unpaid leave or 62
take unpaid leave to 201
take utmost care in 240
take utmost care of 114
take utmost care to 264
take values from the 1149
take values only in 191
take values over the 107
take values such as 88
take violent means to 95
take wagons from the 49
take wagons over the 114
take waters from the 46
take weapons from the 135
take weight from the 47
take wisdom from the 91
take without giving in 163
take without having to 237
take without leave of 77
take without loss of 163
taking actions such as 628
taking active part as 48
taking active part in 6783
taking active role in 105
taking actual part in 196
taking advice from an 124
taking advice from me 41
taking advice from my 58
taking advice from the 1833
taking almost half of 97
taking almost half the 67
taking animal life is 64
taking another bite at 48
taking another bite of 1431
taking another dose of 94
taking another drag of 59
taking another drag on 221
taking another form of 76
taking another from the 111
taking another girl to 71
taking another gulp of 368
taking another kind of 89
taking another line of 68
taking another look at 4714
taking another look to 45
taking another pair of 42
taking another peep at 131
taking another puff of 69
taking another puff on 88
taking another pull at 142
taking another pull on 99
taking another road to 43
taking another shot at 262
taking another shot of 48
taking another slug of 86
taking another stab at 152
taking another step he 41
taking another step in 732
taking another step on 69
taking another step or 40
taking another step to 109
taking another step up 178
taking another swig at 42
taking another swig of 509
taking another trip to 168
taking another turn at 75
taking another turn in 58
taking another type of 89
taking another view of 395
taking another wife as 49
taking another wife in 62
taking another wife is 43
taking another wife or 88
taking another wife to 55
taking appeals from the 160
taking apples from the 41
taking better care of 7810
taking bribes from an 53
taking bribes from the 1296
taking bribes here of 340
taking bribes when he 60
taking brides from the 49
taking carbon from the 78
taking cargoes from the 53
taking cattle from the 101
taking charge also of 57
taking charge during the 60
taking charge from the 79
taking charge over the 41
taking charge when the 91
taking clothes from the 135
taking coffee from the 49
taking course work in 97
taking credit from the 78
taking cuttings from the 293
taking decent care of 69
taking deeper hold of 45
taking deeper root in 206
taking direct care of 53
taking direct part in 1038
taking dishes from the 81
taking drinks from the 74
taking eagerly hold of 86
taking effect during the 237
taking effect from the 636
taking effect only at 49
taking effect only if 49
taking effect only in 103
taking effect only on 87
taking effect over the 42
taking effect prior to 132
taking effect till the 59
taking effect upon the 756
taking effect when the 142
taking eleven days to 49
taking energy from it 45
taking energy from the 1546
taking england when he 41
taking enough care of 234
taking enough care to 96
taking enough food to 68
taking enough time to 795
taking entire care of 59
taking firmer hold of 72
taking firmer root in 63
taking firmly hold of 53
taking flight from an 41
taking flight from it 44
taking flight from the 1880
taking flight into an 55
taking flight into the 889
taking flight over the 147
taking flight when he 44
taking flight when the 49
taking formal leave of 539
taking france into the 42
taking french leave of 377
taking fright from the 51
taking further note of 69
taking further part in 453
taking further time to 87
taking further work in 69
taking gentle hold of 56
taking greater care in 221
taking greater care of 339
taking greater care to 229
taking greater part in 61
taking headers into the 74
taking headers over the 45
taking horses from the 355
taking images from the 159
taking income from the 81
taking inputs from the 78
taking itself must be 42
taking lesson from the 45
taking little bits of 87
taking little care of 148
taking little care to 153
taking little from the 47
taking little heed of 841
taking little heed to 168
taking little note of 865
taking little part in 3453
taking little sips of 367
taking little time to 228
taking lumber from the 55
taking mental note of 801
taking models from the 87
taking myself back to 63
taking nectar from the 139
taking neither side in 47
taking notice also of 115
taking notice here of 141
taking notice only of 206
taking notice what is 61
taking occurs when the 451
taking office early in 75
taking office from the 43
taking office when he 94
taking orders down the 58
taking orders from an 962
taking orders from it 62
taking orders from me 599
taking orders from my 299
taking orders from no 526
taking orders from the 9465
taking orders from us 54
taking orders over the 450
taking orders when he 98
taking organs from the 43
taking origin from it 52
taking origin from the 1543
taking oxygen from the 1984
taking oxygen into the 265
taking papers from the 67
taking photos from the 50
taking pieces from the 65
taking plants from the 81
taking plates from the 52
taking points from the 52
taking pollen from the 66
taking pretty much the 51
taking prints from the 119
taking prizes from the 49
taking profit from the 253
taking proper care in 109
taking proper care of 12867
taking proper care to 240
taking proper leave of 63
taking proper means to 118
taking proper note of 71
taking public part in 91
taking pupils from the 66
taking readers back to 49
taking readers into the 50
taking refuge among the 1018
taking refuge during the 74
taking refuge from an 80
taking refuge from it 78
taking refuge from the 2801
taking refuge here in 43
taking refuge there in 59
taking refuge upon it 64
taking refuge upon the 106
taking relief from the 167
taking revenge from the 52
taking revenge upon an 155
taking revenge upon the 495
taking rubbings from the 40
taking salmon from the 87
taking scalps till the 73
taking serious note of 294
taking should also be 120
taking silent note of 60
taking skills such as 121
taking skills will be 57
taking slaves from the 221
taking slaves into the 193
taking solace from the 113
taking solemn leave of 83
taking solemn oaths to 51
taking someone else to 112
taking someone from the 55
taking something away or 83
taking something back to 63
taking something else in 41
taking something else to 97
taking something from an 57
taking something from it 328
taking something from me 351
taking something from my 43
taking something from the 1594
taking something from us 55
taking something into the 181
taking something like the 76
taking sparks from the 52
taking special care at 68
taking special care in 459
taking special care of 2939
taking special care to 8566
taking special note of 3466
taking special work at 76
taking special work in 231
taking square root of 102
taking station ahead of 48
taking stones from the 177
taking strength from it 48
taking strength from the 416
taking suction from the 168
taking tender care of 137
taking tender leave of 65
taking timber from the 154
taking tissue from the 84
taking troops from the 145
taking twelve days to 61
taking twelve years to 79
taking twenty years to 127
taking utmost care to 58
taking values from the 258
taking weapons from the 91
taking weight from the 72
taking without giving in 62
tale begins when the 80
tale flowed from me 49
tale handed down by 125
tale handed down in 46
tale passed from my 74
tale serves only to 43
tale tragic only in 107
talk arises from the 87
talk around here is 102
talk around town is 245
talk around town of 55
talk around town to 122
talk except when he 43
talk freely during the 45
talk freely over the 91
talk freely upon the 62
talk further upon the 86
talk further when we 55
talk jasper over in 51
talk loudly during the 46
talk loudly over the 62
talk myself blue in 235
talk myself into it 292
talk myself into the 135
talk occurs when the 115
talk passed from the 82
talk pretty much as 163
talk pretty nigh as 58
talk sailor like an 83
talk seemed like the 55
talk seemed more of 43
talk seethes ever as 47
talk should seem to 53
talk should turn to 61
talk sounds like the 130
talk through most of 101
talk through some of 892
talk through what he 112
talk through what is 142
talk through what the 125
talk through what we 43
talk turned back to 166
talk turned from the 98
talk turned upon the 1520
talk unless there is 121
talk veered into the 89
talk without coming to 93
talk without having the 46
talk without having to 1013
talk without loss of 43
talk without moving my 106
talk without trying to 130
tall blonde from the 43
tall blonde girl in 54
tall brother drew the 50
tall building from the 86
tall building into the 56
tall building made of 62
tall building must be 46
tall building next to 68
tall building such as 132
tall building will be 88
tall cherry tree at 44
tall claims made by 157
tall cliffs along the 46
tall fathers tend to 165
tall figure ahead of 43
tall figure among the 62
tall figure came up 131
tall figure clad in 377
tall figure coming up 100
tall figure from the 88
tall figure into the 46
tall figure leaning on 47
tall figure made the 89
tall figure pacing the 67
tall figure rose in 46
tall figure rose to 40
tall figure rose up 87
tall figure upon the 91
tall forest full of 63
tall forest tree of 50
tall gibbet hard by 54
tall houses along the 54
tall jewish youth of 40
tall mirror over the 47
tall narrow room in 42
tall object such as 81
tall palace rose in 112
tall plants from the 48
tall plants such as 233
tall poplar tree on 71
tall shrubs such as 94
tall stakes into the 65
tall timber along the 49
tall towers made of 43
tall vessel full of 40
tame indians from the 40
tame snakes kept in 83
tank armies from the 47
tank attack from the 264
tank before adding the 45
tank bogged down in 46
tank forces during the 89
tank forces from the 92
tank itself must be 67
tank losses during the 48
tank opened fire on 134
tank placed over the 119
tank rolled over the 79
tank should also be 413
tank should have an 172
tank should have the 63
tank should hold at 47
tank system must be 151
tank trucks from the 84
tank volume must be 54
tank volume will be 45
tank weapons such as 115
tank without having to 66
tape backup unit is 167
tape drives have the 47
tape drives were the 40
tape drives will be 125
tape firmly over the 45
tape measure along the 171
tape measure from the 1279
tape measure into the 66
tape measure made of 47
tape measure must be 43
tape measure noting the 47
tape measure over the 289
tape measure used to 46
tape measure will be 66
tape output from the 161
tape passed over the 73
tape passes over the 467
tape placed along the 111
tape placed over the 267
tape player from the 76
tape player into the 50
tape record some of 178
tape should also be 150
tape should only be 46
tape sticky side up 140
tape without having to 137
taps deeply into the 51
tare weight from the 171
tarp draped over the 45
tart apples such as 230
tart fruits such as 99
task arises from the 209
task before giving up 83
task before india is 54
task before leaving the 70
task before moving on 700
task before moving to 108
task better left to 319
task beyond even the 63
task boiled down to 47
task forces during the 195
task forces from the 325
task forces have the 50
task forces into the 166
task forces like the 44
task forces made up 727
task forces must be 106
task forces need to 73
task forces over the 65
task forces such as 176
task forces tend to 58
task forces were at 85
task forces were in 114
task forces were on 41
task forces were the 81
task forces were to 377
task forces will be 286
task groups during the 41
task groups from the 62
task groups such as 138
task groups will be 76
task handed over to 52
task itself must be 131
task itself will be 56
task lighting over the 53
task occurs when the 65
task placed upon it 61
task placed upon the 103
task purely from the 60
task rarely must be 42
task should also be 341
task should ever be 47
task should fall on 87
task should fall to 198
task should have the 96
task should only be 126
task should take no 67
task stemming from the 42
task therein what it 40
task unless there is 110
task without having the 45
task without having to 671
task without loss of 84
taxi across town to 140
taxi driver came in 60
taxi driver came to 66
taxi driver came up 49
taxi driver during the 50
taxi driver from the 317
taxi driver gave me 60
taxi driver knew the 46
taxi driver over the 79
taxi driver said as 54
taxi driver said he 151
taxi driver said in 47
taxi driver said the 47
taxi driver said to 171
taxi driver taking me 62
taxi driver told me 683
taxi driver told us 186
taxi driver took me 247
taxi driver took the 102
taxi driver took us 161
taxi driver went on 43
taxi driver went to 45
taxi driver when he 145
taxi driver whom he 43
taxi driver will be 127
taxing powers from the 204
taxing powers over the 41
taxi pulled into the 584
taxi pulled over to 112
taxi rolled down the 50
taxi turned into the 415
taxi turned onto the 111
teach another what he 176
teach anyone else to 143
teach better ways of 75
teach english from the 46
teach itself what it 42
teach little boys to 117
teach martial arts to 50
teach nations what is 46
teach pretty much the 43
teach school during the 244
teach skills such as 1019
teach someone else the 87
teach someone else to 543
teach someone like me 44
teach straying from me 277
teach topics such as 51
teach values such as 109
teach virtue best of 47
teach without having to 94
teams always seem to 51
teams became part of 46
teams chosen from the 67
teams passed over the 43
teams should also be 236
teams should have an 58
teams should have the 128
teams should take the 58
teams should work on 96
tearing around trying to 44
tearing chunks from the 47
tearing itself free of 46
tearing itself from the 152
tearing myself from my 48
tearing myself from the 176
tearing pieces from the 76
tearing scalps from the 61
tearing strips from the 100
tearing wildly down the 44
tears almost came to 235
tears became tears of 44
tears brimming over in 41
tears called forth by 130
tears called from my 72
tears course down my 156
tears course down the 115
tears coursing down my 486
tears coursing down the 455
tears dripping down my 129
tears dripping down on 46
tears dripping down the 47
tears dripping from my 69
tears dripping from the 86
tears dripping into the 74
tears dripping onto my 51
tears dripping onto the 113
tears dripping upon the 74
tears dropping down on 50
tears dropping from my 49
tears dropping from the 131
tears dropping into the 94
tears dropping onto the 108
tears dropping upon the 62
tears escape from the 66
tears escaping from the 41
tears fallen from the 40
tears flooding down my 44
tears flowed down my 746
tears flowed down on 93
tears flowed down the 696
tears flowed down to 66
tears flowed fast as 137
tears flowed fast at 80
tears flowed fast in 42
tears flowed from me 49
tears flowed from my 857
tears flowed from the 717
tears flowed into the 76
tears flowed like the 67
tears flowed over my 43
tears flowed over the 94
tears gathering fast in 45
tears gushed down my 73
tears gushed forth as 136
tears gushed forth in 85
tears gushed from my 818
tears gushed from the 485
tears gushed into my 169
tears gushed into the 111
tears itself free of 51
tears itself from the 131
tears peeped over the 126
tears poured down in 59
tears poured down my 701
tears poured down the 196
tears poured forth as 45
tears poured forth in 50
tears poured from my 437
tears poured from the 139
tears rained down my 84
tears rained down on 170
tears rained down the 78
tears rained upon the 40
tears rolled down as 50
tears rolled down by 66
tears rolled down in 140
tears rolled down my 4275
tears rolled down on 182
tears rolled down the 2920
tears rolled down to 48
tears rolled from my 184
tears rolled from the 207
tears rolled over my 45
tears rolled over the 102
tears rushed down my 104
tears rushed forth at 42
tears rushed from my 53
tears rushed into my 295
tears rushed into the 130
tears seemed only to 50
tears seemed ready to 82
tears seeped from the 83
tears shaken from the 41
tears should also be 46
tears slipping down my 88
tears slipping from the 56
tears soaked into the 127
tears spilling down my 187
tears spilling from my 56
tears spilling from the 77
tears spilling onto the 62
tears spilling over the 63
tears starting from my 58
tears starting from the 47
tears starting into my 61
tears streaking down my 113
tears streaming down it 161
tears streaming down my 8490
tears streaming down the 1338
tears streaming from my 1029
tears streaming from the 367
tears streaming over the 42
tears sweeps away the 72
tears turned cold on 69
tears washed away the 223
tears washed down my 47
tears welled from my 73
tears welled from the 79
tears welled into my 140
tears welled into the 92
tech fields such as 394
tech methods such as 160
tech options such as 89
tech regions such as 60
tech weapons such as 117
teeing ground into the 113
teen mothers tend to 143
teeth always ready to 126
teeth arises from the 50
teeth before coming to 68
teeth begins during the 60
teeth buried deep in 47
teeth caught hold of 72
teeth clamping down on 78
teeth closed over the 165
teeth closed upon it 79
teeth closed upon the 186
teeth deeper into the 90
teeth deeply into the 110
teeth depend upon the 65
teeth differ from the 210
teeth differ only in 52
teeth emerge from the 92
teeth emerge into the 52
teeth extend into the 52
teeth farther back in 85
teeth firmly into the 61
teeth formed during the 53
teeth formed from the 52
teeth formed upon the 57
teeth further back in 58
teeth gently into the 44
teeth gleamed from the 45
teeth gleamed like the 48
teeth gleamed when he 83
teeth ground down to 133
teeth looked like the 77
teeth occurs during the 41
teeth occurs when the 58
teeth pulled from the 56
teeth ripped into the 57
teeth seemed ready to 73
teeth shaped like the 55
teeth should also be 610
teeth should come up 268
teeth should have no 43
teeth should have the 84
teeth should hold the 45
teeth should meet in 54
teeth should only be 50
teeth showed when he 116
teeth unlike those of 49
teeth without having to 91
teeth without pain or 58
tell access what to 57
tell actors what to 56
tell adults what to 69
tell almost from the 55
tell almost nothing of 60
tell another kind of 194
tell another part of 195
tell another side of 86
tell another tale at 50
tell another tale of 88
tell another what he 244
tell another what is 68
tell another what it 43
tell another what the 59
tell another what to 385
tell another word of 43
tell anyone back in 40
tell anyone else at 126
tell anyone else he 54
tell anyone else if 67
tell anyone else in 425
tell anyone else of 252
tell anyone else on 82
tell anyone else or 87
tell anyone else the 216
tell anyone else to 156
tell anyone even if 50
tell anyone from the 72
tell anyone what he 1918
tell anyone what is 271
tell anyone what it 625
tell anyone what my 126
tell anyone what the 499
tell anyone what to 824
tell anyone what we 910
tell anyone when he 87
tell better what is 58
tell better what to 173
tell better when the 60
tell better when we 90
tell beyond what he 73
tell clearly what he 53
tell clearly what the 49
tell eagerly what the 70
tell except from the 62
tell france what to 50
tell friend from foe 6493
tell future ages the 48
tell heavily upon me 90
tell heavily upon the 183
tell little else of 46
tell little lies to 51
tell madame from me 48
tell merely from the 110
tell mothers what to 63
tell myself there is 160
tell myself what is 84
tell myself what it 51
tell myself what to 76
tell myself when the 41
tell nobody what he 57
tell nobody what to 55
tell pilate what we 41
tell pretty much the 224
tell pretty well at 49
tell pretty well by 116
tell pretty well the 47
tell pupils what to 145
tell readers what is 263
tell readers what it 47
tell readers what the 286
tell readers what to 394
tell readers when to 50
tell simply from the 312
tell someone else he 43
tell someone else if 48
tell someone else in 100
tell someone else of 84
tell someone else the 158
tell someone else to 553
tell someone from the 70
tell someone like me 44
tell someone over the 216
tell someone what he 491
tell someone what is 206
tell someone what it 176
tell someone what the 136
tell someone what to 688
tell someone what we 108
tell someone when he 119
tell something else or 46
tell something from the 152
tell something like the 61
tell something more of 100
tell surely when to 142
tell whence came the 121
tell whether cold is 162
tell whether even the 79
tell whether from the 53
tell whether many of 99
tell whether most of 46
tell whether some of 443
tell whether such an 183
tell whether there be 188
tell whether there is 5973
tell whether what he 277
tell whether what is 385
tell whether what we 263
tell without seeing it 53
tell without seeing the 225
tell without trying it 41
tend toward making the 103
tend toward such an 182
tend toward those of 123
tend toward what is 121
tend toward zero as 536
tend toward zero at 101
tend toward zero in 93
tent across from the 58
tent barely able to 59
tent before dawn on 43
tent cities along the 46
tenth minute from the 49
tenth sermon there is 115
tenth session held at 47
tenth session held in 55
tent placed over the 70
tent stakes into the 176
tent without seeing it 95
term absent from the 115
term actions such as 161
term agreed upon by 107
term agreed upon in 69
term already used by 207
term already used in 357
term always used by 89
term always used in 204
term always used to 63
term annual rate of 233
term answer lies in 55
term answer must be 46
term appears also in 157
term appears from the 98
term appears once in 54
term appears only as 49
term appears only in 826
term applying only to 127
term arises from an 51
term arises from the 6259
term arises when the 57
term assets held by 263
term assets held in 105
term assets must be 123
term assets such as 2708
term assets used in 310
term assets will be 119
term atomic mass is 40
term babies born in 93
term babies during the 53
term became part of 257
term before moving on 58
term before taking the 51
term before used is 48
term belongs only to 48
term career goal is 170
term changes during the 154
term changes from the 46
term changes must be 86
term changes over the 102
term changes such as 768
term changes will be 180
term chosen here to 51
term coined during the 304
term coined from the 343
term coined only in 40
term common among the 41
term covers also the 48
term credit bank in 90
term credit bank of 607
term credit during the 149
term credit from the 1540
term credit must be 157
term credit rating of 120
term credit such as 102
term credit used by 123
term credit used to 91
term credit will be 339
term crises such as 131
term cycles such as 123
term damage done by 195
term damage done to 311
term damage from the 231
term damage such as 127
term damage will be 45
term debate over the 94
term debris flow is 46
term depend upon the 45
term deriving from the 1743
term effect from the 89
term effect must be 40
term effect upon the 856
term effect will be 1222
term effort will be 86
term entering into the 159
term enters into the 210
