tack welded in position 55
take refuge in evasions 63
take refuge in evasive 91
take refuge in excuses 71
take refuge in extreme 40
take refuge in fantasy 348
take refuge in florida 90
take refuge in foreign 787
take refuge in formosa 69
take refuge in general 213
take refuge in germany 270
take refuge in granite 163
take refuge in halifax 40
take refuge in himself 74
take refuge in history 63
take refuge in holland 1969
take refuge in illness 181
take refuge in illusion 71
take refuge in inaction 43
take refuge in ireland 843
take refuge in madness 77
take refuge in marshes 44
take refuge in material 46
take refuge in morocco 127
take refuge in mystery 101
take refuge in neutral 317
take refuge in numbers 99
take refuge in phrases 80
take refuge in plymouth 103
take refuge in private 165
take refuge in religion 984
take refuge in sardinia 70
take refuge in secrecy 42
take refuge in shallow 126
take refuge in shanghai 58
take refuge in silence 2588
take refuge in society 83
take refuge in spanish 126
take refuge in stoical 107
take refuge in suicide 315
take refuge in superior 62
take refuge in thailand 49
take refuge in thessaly 93
take refuge in thoughts 55
take refuge in valencia 45
take refuge in vaulted 187
take refuge in virginia 154
take refuge on british 41
take revenge by attacking 88
take revenge by murdering 92
take revenge on account 42
take revenge on enemies 55
take revenge on germany 60
take revenge on himself 53
take revenge on society 283
take rights to pertain 49
take shapes as compact 351
take shares in payment 48
take should be decided 41
take something in exchange 82
take something on account 44
take something to prevent 58
take something to refresh 47
take something to relieve 145
take stands on certain 41
take stands on matters 138
take sudden or radical 54
take thought to increase 99
take through the network 644
take toward the material 53
take toward the problem 114
take toward the question 49
take toward the subject 137
take twelve or fifteen 188
take twelve or thirteen 168
take twelve to fifteen 195
take twelve to sixteen 49
take wholly to himself 117
take without the consent 85
taking across the country 47
taking actions to achieve 124
taking actions to address 96
taking actions to correct 169
taking actions to improve 301
taking actions to increase 108
taking actions to prevent 201
taking actions to promote 50
taking actions to protect 154
taking actions to resolve 41
taking advice of counsel 53
taking bribes in exchange 142
taking bribes to pervert 59
taking bribes to protect 77
taking burden on himself 59
taking cattle to pasture 44
taking charge in rotation 57
taking charge of affairs 327
taking charge of certain 127
taking charge of classes 56
taking charge of everything 1088
taking charge of foreign 102
taking charge of herself 54
taking charge of himself 78
taking charge of matters 114
taking charge of national 105
taking charge of oneself 97
taking charge of orphans 44
taking charge of several 87
taking copies of entries 118
taking copies of letters 72
taking credit to herself 314
taking credit to himself 582
taking effect in january 136
taking effect in october 62
taking effect on january 244
taking effect on october 72
taking effect the following 51
taking instead the position 40
taking issues of culture 52
taking notice in general 56
taking notice of anybody 54
taking notice of certain 88
taking notice of everything 198
taking notice of matters 45
taking notice of several 81
taking office as foreign 60
taking office as holland 45
taking office he ordered 47
taking office in january 1734
taking office in october 215
taking office on january 509
taking office the following 226
taking orders in advance 42
taking photos of everything 52
taking poison by mistake 56
taking poison in despair 151
taking refuge in alcohol 72
taking refuge in america 128
taking refuge in avarice 105
taking refuge in british 131
taking refuge in caverns 46
taking refuge in cellars 63
taking refuge in certain 47
taking refuge in deserts 163
taking refuge in fantasy 177
taking refuge in foreign 151
taking refuge in garrets 245
taking refuge in germany 94
taking refuge in holland 180
taking refuge in illness 147
taking refuge in ireland 58
taking refuge in neutral 100
taking refuge in religion 175
taking refuge in silence 244
taking refuge in suicide 61
taking refuge on neutral 50
taking revenge on society 45
taking should be allowed 52
taking should be avoided 123
taking should be limited 43
taking sophie to schools 44
taking thought in advance 65
taking twelve to fifteen 50
taking without the consent 101
taking without the support 45
tale needed no garnish 78
tale repays the nightly 415
talk across the country 43
talk around in circles 45
talk around the country 160
talk around the kitchen 196
talk around the problem 247
talk around the question 90
talk around the subject 1239
talk around the village 136
talk before the chicago 157
talk before the council 105
talk before the country 62
talk before the members 100
talk before the national 405
talk before the society 43
talk freely of everything 51
talk freely of himself 116
talk freely to himself 60
talk heresy or sedition 52
talk indeed of freedom 44
talk instead of listening 179
talk loudly to himself 45
talk seemed to flicker 47
talk should be allowed 42
talk should be avoided 268
talk should be limited 41
talk should be stopped 40
talk spurts in relation 137
talk through the details 101
talk through the following 73
talk through the problem 797
talk through the process 400
talk turned to matters 69
talk turned to religion 110
tall beyond the stature 64
tall blocks of buildings 44
tall blocks of offices 64
tall building in america 51
tall building in chicago 73
tall bushes the branching 111
tall cedars of lebanon 237
tall chests of drawers 163
tall enough to attract 49
tall enough to command 50
tall enough to compete 53
tall enough to contain 254
tall enough to display 135
tall enough to enclose 50
tall enough to justify 43
tall enough to obscure 231
tall enough to prevent 175
tall enough to protect 88
tall enough to provide 397
tall enough to qualify 92
tall enough to require 106
tall enough to satisfy 46
tall enough to shelter 133
tall enough to support 223
tall enough to survive 51
tall figure in uniform 155
tall figure of captain 106
tall figure of charles 44
tall figure of colonel 129
tall figure of general 74
tall figure of lincoln 88
tall figure of senator 49
tall hedges of clipped 51
tall spikes of flowers 167
tall spires of flowers 44
tame cattle to improve 235
tame mimics of himself 57
tame yielding to pleasure 105
tank battle in history 1707
tank behind the cockpit 56
tank called the project 41
tank should be allowed 106
tank should be arranged 76
tank should be avoided 82
tank should be between 49
tank should be capable 101
tank should be checked 204
tank should be covered 448
tank should be drained 226
tank should be emptied 211
tank should be flushed 52
tank should be located 556
tank should be mounted 113
tank should be painted 67
tank should be removed 150
tank through an orifice 104
tank through the streets 45
tape across the doorway 144
tape across the forehead 181
tape across the recording 45
tape around the handles 57
tape around the outside 602
tape around the patient 73
tape around the windows 53
tape dressing is applied 132
tape inside the machine 67
tape instead of punched 166
tape passes the recording 106
tape record the answers 99
tape record the lecture 45
tape record the sessions 147
tape should be allowed 54
tape should be applied 637
tape should be avoided 144
tape should be carried 79
tape should be checked 66
tape should be labeled 61
tape should be mounted 51
tape should be pressed 45
tape should be removed 359
tape should be rewound 88
tape should be wrapped 124
tape through the machine 302
taps should be located 90
tart before the holiday 227
task appears to require 71
task before it becomes 40
task before the british 278
task before the chinese 102
task before the congress 137
task before the council 70
task before the country 624
task before the deadline 43
task before the general 105
task before the national 145
task before the parties 45
task before the present 153
task before the student 87
task before the subject 53
task before the supreme 40
task before the workers 71
task beyond my ability 46
task beyond my present 44
task beyond the ability 185
task beyond the compass 133
task beyond the present 63
task design as measured 57
task doomed to failure 109
task forces of experts 106
task forces or project 549
task forces to achieve 52
task forces to address 1191
task forces to analyze 76
task forces to conduct 96
task forces to develop 490
task forces to discuss 49
task forces to examine 356
task forces to explore 144
task forces to improve 121
task forces to monitor 84
task forces to operate 44
task forces to oversee 51
task forces to prepare 145
task forces to promote 72
task forces to provide 139
task forces to research 46
task forces to resolve 46
task groups to address 53
task groups to develop 61
task seemed to require 87
task should be allowed 69
task should be assumed 81
task should be avoided 57
task should be carried 804
task should be defined 130
task should be divided 153
task should be handled 213
task should be imposed 78
task should be limited 115
task should be planned 44
task should be pursued 56
task should be reduced 51
task should be related 57
task should be repeated 100
task should be started 69
task should be tackled 113
task should be written 72
task without the benefit 90
task without the support 165
taut enough to prevent 122
taut moment of silence 40
taxi driver an address 52
taxi driver in chicago 71
taxi driver the address 209
taxing powers of congress 589
taxing powers to provide 53
taxi pulled up outside 1248
taxi through the streets 88
teach another to perform 49
teach english in college 42
teach english in primary 41
teach english in schools 80
teach english or history 40
teach english to chinese 75
teach english to foreign 337
teach english to mexican 58
teach english to spanish 124
teach english to speakers 137
teach except by aspects 58
teach myself to believe 65
teach pupils to express 43
teach pupils to observe 43
teach school the following 104
teach school to support 48
teach skills in context 44
teach virtue by example 44
teams across the company 65
teams across the country 617
teams around the country 584
teams formed the national 42
teams formed to address 40
teams should be allowed 125
teams should be avoided 62
teams should be familiar 41
teams should be staffed 59
teams should be trained 148
teams through the process 47
teams toured the country 69
tearing across the country 163
tearing across the prairie 71
tearing around in circles 63
tearing around the country 184
tearing passion to tatters 118
tearing through the country 170
tearing through the kitchen 41
tearing through the muscles 83
tearing through the orchard 72
tearing through the silence 45
tearing through the streets 638
tearing through the tissues 50
tearing through the village 86
tears across the surface 47
tears always at command 64
tears filled the corners 48
tears flowed in private 55
tears flowed in silence 78
tears passion to tatters 65
tears seemed to relieve 57
tears should be sutured 74
tears starting to trickle 47
tears through the streets 67
teen mothers on welfare 165
teeth almost in contact 53
teeth always in contact 45
teeth around the outside 71
teeth behind the canines 171
teeth except the canines 100
teeth grinding or clenching 42
teeth instead of between 52
teeth lodged in sockets 112
teeth remain in contact 127
teeth remain in position 42
teeth seemed to chatter 76
teeth seemed to promise 56
teeth should be allowed 82
teeth should be arranged 115
teeth should be avoided 334
teeth should be brought 100
teeth should be brushed 1850
teeth should be carried 88
teeth should be checked 484
teeth should be cleansed 315
teeth should be closely 42
teeth should be covered 105
teeth should be exposed 43
teeth should be limited 41
teeth should be located 46
teeth should be measured 45
teeth should be present 143
teeth should be reduced 126
teeth should be removed 2307
teeth should be rounded 97
teeth should be studied 125
teeth should be uniform 48
teeth should be watched 46
teeth starting to chatter 120
teeth through the alveolar 159
teeth wanted to chatter 99
tell abroad the secrets 67
tell access to display 161
tell anyone in advance 86
tell anyone the details 84
tell dozens of stories 74
tell family or friends 102
tell itself no stories 54
tell plenty of stories 81
tell something of himself 55
tell taylor to publish 43
tell whence he derives 83
tell whether an article 80
tell whether an element 111
tell whether an increase 62
tell whether he himself 102
tell whether he intends 53
tell whether it applies 48
tell whether it belonged 118
tell whether it depends 80
tell whether it results 44
tell whether it sounded 95
tell whether the absence 77
tell whether the account 44
tell whether the alleged 114
tell whether the animals 77
tell whether the answers 61
tell whether the article 64
tell whether the average 109
tell whether the balance 47
tell whether the behavior 92
tell whether the british 220
tell whether the central 49
tell whether the chinese 172
tell whether the company 175
tell whether the concept 42
tell whether the correct 267
tell whether the country 61
tell whether the creature 55
tell whether the current 694
tell whether the deceased 88
tell whether the decision 107
tell whether the decline 46
tell whether the desired 44
tell whether the effects 100
tell whether the emperor 44
tell whether the failure 91
tell whether the figures 215
tell whether the following 401
tell whether the function 77
tell whether the general 110
tell whether the germans 84
tell whether the gesture 58
tell whether the increase 125
tell whether the language 130
tell whether the letters 46
tell whether the library 41
tell whether the machine 79
tell whether the manager 44
tell whether the material 127
tell whether the members 41
tell whether the message 115
tell whether the numbers 59
tell whether the objects 65
tell whether the outcome 74
tell whether the overall 40
tell whether the parents 46
tell whether the parties 99
tell whether the passage 51
tell whether the patient 1064
tell whether the pattern 90
tell whether the picture 172
tell whether the position 48
tell whether the present 496
tell whether the primary 67
tell whether the problem 286
tell whether the process 210
tell whether the product 265
tell whether the program 209
tell whether the project 97
tell whether the pronoun 165
tell whether the quality 139
tell whether the question 70
tell whether the relation 56
tell whether the resulting 129
tell whether the results 287
tell whether the russians 48
tell whether the solution 108
tell whether the soviets 43
tell whether the spirits 46
tell whether the stories 55
tell whether the student 174
tell whether the subject 783
tell whether the surface 102
tell whether the trouble 136
tell whether the variation 57
tell whether the vehicle 40
tell whether to believe 109
tell whether to publish 99
tell without the consent 111
tend always to increase 94
tend always to produce 87
tend further to confirm 69
tend further to depress 67
tend further to increase 152
tend greatly to advance 93
tend greatly to augment 143
tend greatly to confirm 159
tend greatly to destroy 104
tend greatly to elevate 75
tend greatly to enhance 108
tend greatly to enlarge 60
tend greatly to enliven 52
tend greatly to improve 256
tend greatly to increase 1122
tend greatly to inspire 50
tend greatly to obscure 40
tend greatly to perplex 58
tend greatly to prevent 409
tend greatly to produce 52
tend greatly to promote 576
tend greatly to relieve 86
tend merely to increase 61
tend neither to increase 99
tend slowly to advance 162
tend toward an average 127
tend toward an extreme 42
tend toward an increase 161
tend toward an increasing 56
tend toward an optimum 40
tend toward the adoption 48
tend toward the average 288
tend toward the extreme 376
tend toward the general 203
tend toward the gradual 50
tend toward the greatest 76
tend toward the liberal 101
tend toward the maximum 184
tend toward the minimum 127
tend toward the natural 45
tend toward the position 55
tend toward the surface 51
tenth degree of kindred 79
tenth degree of northern 74
tenth degree of southern 91
tenth edition of linnaeus 739
tenth satire of juvenal 1810
tenth section of article 249
tenth section of chapter 154
tenth volume of emerson 53
tent should be erected 83
tent should be pitched 352
tent should be removed 74
term access to digital 177
term actions to improve 111
term already in general 51
term another the painter 81
term appearing in equation 148
term appears in equation 72
term appears in several 94
term appears to include 75
term became so popular 42
term begins in january 43
term begins in october 103
term begins on january 176
term blacks or african 86
term causes of poverty 45
term center of gravity 430
term chance of success 118
term changes in african 51
term changes in arterial 113
term changes in average 360
term changes in behavior 1455
term changes in capital 122
term changes in channel 122
term changes in climate 1898
term changes in coastal 116
term changes in current 112
term changes in dietary 131
term changes in exchange 358
term changes in foreign 85
term changes in function 45
term changes in habitat 40
term changes in national 174
term changes in natural 104
term changes in product 104
term changes in protein 182
term changes in regional 144
term changes in society 301
term changes in species 231
term changes in surface 259
term changes of climate 337
term chosen to express 48
term claims on foreign 374
term coined by abraham 53
term coined by analogy 54
term coined by british 183
term coined by charles 454
term coined by critics 42
term coined by derrida 44
term coined by francis 111
term coined by herbert 182
term coined by jacques 155
term coined by leibniz 100
term coined by mahatma 74
term coined by norbert 184
term coined by richard 494
term coined by science 105
term coined by sigmund 51
term coined by stephen 114
term coined by trotsky 40
term coined by wilhelm 99
term coined by winston 40
term coined in america 41
term coined in germany 40
term coined to express 114
term coined to suggest 41
term course of anorexia 198
term course of bipolar 171
term course of chronic 164
term course of illness 292
term course of suffering 42
term covers the following 51
term credit is defined 147
term credit is granted 164
term credit is usually 217
term credit to farmers 1374
term credit to finance 1342
term credit to foreign 152
term credit to members 45
term credit to private 157
term credit to support 43
term degree of freedom 62
term denoting the ability 71
term denoting the absence 46
term denoting the concept 41
term denoting the general 42
term denoting the highest 50
term denoting the process 239
term denoting the quality 57
term effect is unknown 102
term effect of alcohol 167
term effect of calcium 202
term effect of certain 45
term effect of chronic 222
term effect of decreasing 137
term effect of diabetes 148
term effect of dietary 199
term effect of divorce 122
term effect of increasing 518
term effect of inhaled 284
term effect of radiation 233
term effect of reduced 110
term effect of remedial 50
term effect of repeated 162
term effect on behavior 94
term effect on british 87
term effect on society 86
term effort to achieve 198
term effort to develop 383
term effort to improve 372
term effort to increase 124
term effort to promote 58
term effort to provide 98
term enters the equation 40
term equals or exceeds 187
term expiring in january 154
term expiring on january 77
term follow up results 57
term follow up studies 645
term formed by combining 53
term future of british 87
term future of european 88
term future of mankind 107
term future of science 47
term impact of chronic 122
term impact of climate 104
term impact of current 147
term impact of divorce 383
term impact of foreign 103
term impact on national 91
term impact on poverty 42
term impact on profits 102
term impact on society 232
term impact on student 123
term infant is usually 59
term inflow of capital 94
term inflow of foreign 91
term ingestion of alcohol 109
term inside the bracket 1141
term intake of dietary 323
term itself is confusing 90
term itself is defined 80
term itself is derived 471
term itself is misleading 322
term itself is subject 128
term itself is usually 89
term limits on congress 182
term limits on elected 185
term limits on federal 271
term limits on members 944
term limits to replace 140
term marble is applied 83
term marked the beginning 64
term matter or material 103
term measure of success 89
term measure to prevent 87
term member of congress 628
term memory as measured 234
term memory in animals 278
term memory in infancy 397
term memory in infants 353
term memory in monkeys 485
term memory in nursery 171
term memory in relation 269
term memory in several 50
term memory is assumed 287
term memory is capable 131
term memory is defined 137
term memory is divided 146
term memory is encoded 132
term memory is limited 1404
term memory is measured 46
term memory is mediated 89
term memory is reduced 44
term memory is related 169
term memory is searched 119
term memory is similar 108
term memory is subject 104
term memory is usually 644
term merely to signify 56
term nature of capital 175
term nature of chronic 113
term nature of research 119
term normal is applied 59
term occurs in several 96
term opened in october 55
term painting as including 45
term papers in college 121
term papers or reports 245
term papers or research 147
term person is defined 128
term planning is usually 143
term planning of national 96
term planning of research 96
term planning to achieve 99
term policy in respect 56
term policy is usually 43
term radius of gyration 48
term raises the question 72
term recall in infancy 171
term recall in infants 106
term record of success 62
term refers in general 45
term refers to behavior 69
term refers to certain 225
term refers to devices 41
term refers to efforts 106
term refers to everything 91
term refers to general 113
term refers to measures 40
term refers to members 72
term refers to persons 188
term refers to private 47
term refers to several 287
term refers to systems 45
term relief of anxiety 1022
term relief of insomnia 81
term result is usually 40
term return on capital 296
term review in montreal 136
term sadism is derived 63
term safety is unknown 155
term series of studies 115
term serves the purpose 53
term serves to express 58
term shifts in climate 287
term should be adopted 121
term should be allowed 160
term should be applied 2060
term should be avoided 1948
term should be broadly 44
term should be brought 119
term should be defined 805
term should be deleted 59
term should be devoted 44
term should be divided 71
term should be dropped 424
term should be expired 63
term should be granted 68
term should be implied 1225
term should be imposed 61
term should be limited 1861
term should be omitted 176
term should be reduced 74
term should be related 59
term should be removed 131
term should be spelled 64
term should be written 147
term source of capital 113
term source of finance 372
term source of financing 148
term source of revenue 227
term source of support 83
term spells of poverty 387
term supply of natural 171
term supply of propane 59
term system is applied 42
term system of subject 94
term therapy is usually 325
term therapy of chronic 469
term therapy of primary 486
term therapy to prevent 261
term timber is applied 47
term trends at hubbard 117
term trends in average 51
term trends in british 106
term trends in capital 404
term trends in climate 279
term trends in european 117
term trends in exchange 208
term trends in marriage 44
term trends in national 198
term trends in poverty 89
term trends in regional 106
term trends in society 153
term trends in student 41
term trends in surface 117
term trends of increasing 97
term without an election 55
term without the consent 405
term yields the following 121
test appears to involve 41
test appears to possess 52
test appears to provide 85
test appears to require 66
test before the supreme 321
test button is pressed 79
test called the profile 42
test called the sixteen 115
test called the thematic 81
test called the western 171
test center at edwards 109
test center is located 40
test charge is assumed 41
test charge is brought 108
test charge is carried 48
test charge is located 67
test charge is released 73
test chosen to justify 70
test counts to increase 52
test covering the content 78
test covering the material 163
test covers the content 268
test covers the following 226
test failed to provide 54
test failed to support 40
test format or content 226
test further the effects 48
test groups of animals 46
test itself is carried 44
test market the product 450
test measuring the ability 351
test methods to predict 50
test object is brought 99
test object is carried 69
test object is mounted 62
test ordering of informing 75
test pilots at edwards 217
test raises the question 98
test result is correct 114
test result is defined 91
test result is usually 170
test sample is diluted 49
test sample is measured 70
test sample is removed 55
test sample is usually 46
test scores as criteria 171
test scores as follows 131
test scores as measured 120
test scores as measures 583
test scores do predict 99
test scores do reflect 40
test scores in addition 43
test scores in college 260
test scores in general 246
test scores in history 46
test scores in infancy 115
test scores in language 80
test scores in relation 487
test scores in schools 206
test scores in science 317
test scores in several 65
test scores is assumed 40
test scores is related 106
test scores is usually 88
test scores of adopted 131
test scores of african 241
test scores of certain 69
test scores of college 416
test scores of current 59
test scores of infants 59
test scores of mexican 47
test scores of northern 109
test scores of parents 142
test scores of persons 238
test scores of schools 43
test scores of several 46
test scores of southern 87
test scores of teachers 90
test scores on college 52
test scores on national 42
test scores or results 339
test scores to college 56
test scores to compare 140
test scores to improve 75
test scores to increase 166
test scores to justify 96
test scores to measures 47
test scores to parents 509
test scores to predict 760
test scores to provide 180
test scores to success 66
test scores to support 61
test section is located 59
test section is measured 77
test section to provide 52
test serves the neutral 62
test serves the purpose 108
test should be adapted 42
test should be adopted 456
test should be allowed 141
test should be applied 6423
test should be arranged 219
test should be avoided 647
test should be between 55
test should be brought 51
test should be capable 129
test should be carried 8977
test should be checked 300
test should be closely 42
test should be decided 53
test should be defined 104
test should be delayed 106
test should be devised 158
test should be divided 58
test should be entered 95
test should be equally 41
test should be familiar 74
test should be ignored 59
test should be imposed 155
test should be limited 413
test should be located 53
test should be measured 117
test should be offered 170
test should be omitted 90
test should be ordered 571
test should be planned 147
test should be reduced 80
test should be related 109
test should be reliable 203
test should be removed 119
test should be repeated 17025
test should be revised 62
test should be routine 41
test should be similar 121
test should be started 527
test should be stopped 458
test should be studied 107
test should be uniform 62
test should be weighed 72
test should be written 159
test showed an average 217
test showed an increase 145
test showed the following 316
test signal is applied 222
test stated in comment 59
test status of product 78
test system is capable 44
test takers to respond 78
test theories to explain 40
test through the company 106
test vector is applied 77
test whether an element 230
test whether an increase 137
test whether an integer 211
test whether the ability 124
test whether the absence 93
test whether the addition 384
test whether the average 862
test whether the balance 101
test whether the behavior 124
test whether the company 98
test whether the concept 132
test whether the control 88
test whether the correct 187
test whether the country 51
test whether the current 807
test whether the damages 51
test whether the decision 98
test whether the effects 854
test whether the element 49
test whether the factors 144
test whether the following 152
test whether the foreign 41
test whether the function 115
test whether the general 111
test whether the increase 215
test whether the material 117
test whether the message 45
test whether the network 101
test whether the numbers 98
test whether the offspring 126
test whether the overall 182
test whether the parties 41
test whether the patient 328
test whether the pattern 302
test whether the position 88
test whether the present 132
test whether the problem 40
test whether the process 292
test whether the product 157
test whether the program 315
test whether the quality 101
test whether the relation 112
test whether the resulting 86
test whether the results 996
test whether the samples 96
test whether the solution 150
test whether the student 544
test whether the subject 200
test whether the surface 136
test whether the variable 236
test whether the variance 259
test whether the variation 169
test whether the witness 41
test without the addition 50
test without the patient 47
test yields the following 223
text across the network 234
text appears as follows 76
text appears in italics 56
text appears in relation 47
text appears in reverse 208
text appears to contain 83
text appears to present 49
text appears to reflect 40
text appears to require 57
text appears to suggest 112
text appears to support 60
text around the graphic 634
text around the outside 44
text around the picture 132
text before the beginning 127
text before the current 210
text before the lecture 50
text before us related 49
text begins as follows 220
text bigger or smaller 55
text changes to reflect 126
text chosen by himself 72
text covering the following 43
text covering the history 53
text covering the subject 42
text covers the following 43
text covers the history 91
text cursor is located 53
text design by charles 179
text design by kristin 163
text edited by charles 56
text edited by richard 145
text editor is similar 43
text editor to compose 45
text editor to correct 118
text editor to examine 122
text editor to prepare 82
text editor to produce 45
text editor to replace 68
text exists in several 49
text fields to display 80
text inside or outside 148
text inside the control 55
text inside the element 83
text instead of inserting 41
text instead of numbers 121
text itself is divided 150
text itself is printed 55
text itself is written 156
text itself to suggest 51
text itself to support 61
text larger or smaller 208
text offers an example 40
text offers no support 48
text offers the following 184
text quoted in support 50
text raises the question 254
text seemed to require 102
text seemed to suggest 44
text serves the purpose 49
text should be adopted 116
text should be aligned 208
text should be allowed 71
text should be altered 167
text should be amended 200
text should be applied 78
text should be arranged 234
text should be avoided 450
text should be brought 46
text should be checked 82
text should be concise 205
text should be deleted 115
text should be divided 250
text should be emended 355
text should be entered 95
text should be familiar 96
text should be handled 53
text should be helpful 69
text should be ignored 45
text should be limited 107
text should be located 45
text should be omitted 77
text should be printed 279
text should be readable 92
text should be recited 50
text should be related 49
text should be revised 104
text should be studied 264
text should be visible 45
text should be wrapped 40
text should be written 674
text stands at present 49
text stands in relation 51
text through the following 542
text through the mediation 61
text through the process 90
text traces the history 85
text without the benefit 71
text without the context 66
text yields the following 45
thawing should be avoided 639
theft rental or royalty 52
their access is limited 174
their access to abortion 232
their access to alcohol 104
their access to british 66
their access to capital 2827
their access to central 64
their access to certain 587
their access to chinese 50
their access to college 151
their access to company 62
their access to congress 58
their access to counsel 47
their access to credits 41
their access to culture 70
their access to current 54
their access to decision 706
their access to diverse 47
their access to european 199
their access to federal 162
their access to females 92
their access to finance 282
their access to financing 229
their access to firearms 100
their access to foreign 986
their access to forests 51
their access to freedom 53
their access to general 73
their access to justice 202
their access to language 81
their access to leisure 73
their access to markets 900
their access to material 742
their access to medical 482
their access to members 64
their access to national 165
their access to natural 281
their access to network 58
their access to official 92
their access to outside 171
their access to overseas 72
their access to pasture 46
their access to primary 129
their access to private 372
their access to quality 411
their access to records 54
their access to regular 40
their access to research 246
their access to rewards 57
their access to schooling 243
their access to schools 99
their access to shelter 51
their access to skilled 74
their access to society 65
their access to sources 312
their access to superior 89
their access to support 101
their access to welfare 300
their access to western 522
their actions as affecting 64
their actions as follows 69
their actions as illegal 44
their actions as immoral 42
their actions as members 209
their actions as morally 69
their actions as opposed 44
their actions as parents 46
their actions as rational 71
