ten great executive departments 75
that time consisted exclusively 41
that time consisted principally 61
that time controlling instructions 212
that time extremely depopulated 60
that time generally entertained 60
that very important differences 66
that very important discoveries 102
that were available commercially 48
that were carefully constructed 59
that were discussed extensively 50
that were especially distinguished 42
that were especially significant 134
that were especially susceptible 40
that were especially troublesome 47
that were exceedingly disagreeable 48
that were extremely distasteful 43
that were generally entertained 47
that were generally unavailable 58
that were gradually established 62
that were inversely proportional 56
that were medically unnecessary 47
that were nominally independent 72
that were previously distributed 85
that were previously encountered 63
that were previously established 265
that were previously exclusively 55
that were previously experienced 136
that were previously implemented 43
that were previously impractical 160
that were previously independent 161
that were previously indifferent 66
that were previously ineffective 80
that were previously interpreted 52
that were previously intractable 86
that were previously nonexistent 125
that were previously represented 48
that were previously unavailable 2371
that were previously unconnected 87
that were previously unexplained 54
that were previously uninhabited 48
that were previously unnecessary 44
that were previously unorganized 81
that were previously unpublished 68
that were previously unsuspected 122
that were primarily responsible 523
that were published anonymously 210
that were published posthumously 769
that were sometimes accompanied 47
that were unhappily slaughtered 85
that were uniformly distributed 92
that were virtually independent 54
that were virtually nonexistent 81
that what forwarded improvement 67
that what primarily distinguishes 43
that when potassium permanganate 97
that will eliminate unnecessary 48
that will encourage conversation 171
that will encourage development 211
that will encourage individuals 105
that will encourage preservation 213
that will influence performance 118
that will stimulate conversation 46
that will undertake voluntarily 282
them call themselves benefactors 162
them from commercial exploitation 53
them from cooperating effectively 46
them from different standpoints 162
them from episcopal jurisdiction 61
them from excessive exploitation 43
them have important implications 126
them hold themselves responsible 54
them into different combinations 99
them into effective instruments 93
them into harmonious relationship 47
them into important instruments 96
them into municipal communities 69
them into normative expectations 67
them into practical applications 66
them made themselves comfortable 46
them make themselves comfortable 57
them more effective competitors 65
them more effective instruments 192
them more efficient instruments 53
them their political institutions 52
them their political organization 50
them three bareheaded secretaries 41
them were published anonymously 99
them were published posthumously 58
them were sometimes exemplified 43
them were virtually nonexistent 52
them whom wholesome employments 88
then made themselves comfortable 67
then make necessary adjustments 116
then some reasonable modification 84
then very generally entertained 41
they call spiritual discoveries 46
they call themselves descendants 41
they call themselves protestants 72
they call themselves republicans 175
they face different constraints 58
they feel perfectly comfortable 48
they feel themselves constrained 83
they feel themselves incompetent 98
they feel themselves independent 71
they feel themselves responsible 90
they felt themselves constrained 231
they felt themselves incompetent 164
they felt themselves responsible 134
they find themselves comfortable 77
they find themselves comfortably 41
they find themselves constrained 191
they find themselves continually 168
they find themselves effectually 122
they find themselves embarrassed 143
they find themselves encountered 110
they find themselves handicapped 73
they find themselves necessarily 40
they find themselves overwhelmed 184
they find themselves participating 76
they find themselves perpetually 56
they find themselves represented 87
they find themselves responsible 73
they find themselves temporarily 43
they find themselves transformed 41
they find themselves transported 78
they gave universal satisfaction 54
they give different explanations 40
they have appellate jurisdiction 178
they have attempted distinctions 44
they have carefully constructed 61
they have certainly contributed 149
they have committed depredations 48
they have companies continually 40
they have completed arrangements 74
they have conducted experiments 55
they have conducted independent 207
they have continued performance 58
they have correctly interpreted 99
they have developed alternative 196
they have developed differently 96
they have developed distinctive 92
they have developed independent 46
they have developed institutions 53
they have developed professional 50
they have developed significant 56
they have different acceptations 40
they have different applications 58
they have different backgrounds 223
they have different coefficients 77
they have different compositions 100
they have different connotations 369
they have different expectations 466
they have different experiences 487
they have different explanations 44
they have different frequencies 157
they have different geographical 89
they have different grammatical 58
they have different implications 657
they have different intensities 43
they have different opportunity 60
they have different orientations 179
they have different performance 51
they have different preferences 379
they have different temperature 109
they have doubtless contributed 79
they have evidently experienced 48
they have exclusive jurisdiction 324
they have gradually accumulated 54
they have gradually assimilated 71
they have identical preferences 83
they have important applications 178
they have important differences 281
they have important implications 1634
they have interesting implications 71
they have materially contributed 96
they have organized combinations 49
they have overlapping memberships 47
they have political implications 130
they have practical applications 91
they have practical implications 144
they have previously accumulated 82
they have previously encountered 423
they have previously established 162
they have previously experienced 822
they have radically transformed 41
they have reasonable expectations 70
they have repeatedly established 49
they have repeatedly experienced 46
they have responded differently 63
they have seasonable exhortations 45
they have sometimes experienced 99
they have sometimes recommended 76
they have themselves accumulated 53
they have themselves constructed 89
they have themselves contributed 264
they have themselves distributed 51
they have themselves encountered 53
they have themselves established 310
they have themselves experienced 1162
they have themselves voluntarily 55
they have thoroughly established 45
they have undergone degeneration 151
they have undergone development 44
they have undergone fermentation 41
they have undergone modification 97
they have undergone significant 152
they have uniformly represented 83
they have unlimited jurisdiction 49
they held themselves accountable 96
they held themselves responsible 343
they hold themselves accountable 585
they hold themselves responsible 413
they kept themselves noiselessly 46
they made elaborate arrangements 44
they made elaborate preparations 83
they made extensive preparations 46
they made important discoveries 69
they made permanent settlements 79
they made themselves accomplices 57
they made themselves comfortable 1188
they made themselves conspicuous 422
they made themselves freeholders 51
they made themselves independent 220
they made themselves responsible 395
they made themselves troublesome 112
they make elaborate preparations 49
they make themselves accomplices 104
they make themselves comfortable 133
they make themselves conspicuous 186
they make themselves disagreeable 58
they make themselves independent 157
they make themselves responsible 230
they most seasonably contributed 89
they seek competent professional 97
they seem perfectly indifferent 62
they sent incendiary publications 138
they show important differences 83
they think themselves exclusively 181
they threw themselves desperately 45
they used different terminology 60
they were accordingly transferred 81
they were accordingly transported 53
they were addressed exclusively 40
they were altogether degenerated 75
they were altogether independent 205
they were altogether indifferent 94
they were altogether unprotected 84
they were anciently unsurpassed 54
they were available commercially 42
they were basically responsible 41
they were carefully constructed 116
they were carefully distinguished 104
they were carefully scrutinized 116
they were certainly disagreeable 47
they were certainly established 41
they were certainly exaggerated 61
they were certainly responsible 169
they were certainly significant 51
they were certainly subordinate 40
they were commercial enterprises 70
they were communist sympathizers 48
they were compelled reluctantly 173
they were concerned exclusively 102
they were concerned principally 59
they were correctly interpreted 90
they were different individuals 167
they were effective instruments 83
they were eminently distinguished 74
they were eminently respectable 53
they were equitably distributed 52
they were especially conspicuous 72
they were especially distinguished 62
they were especially significant 98
they were especially susceptible 172
they were especially troublesome 58
they were evidently constructed 56
they were evidently embarrassed 47
they were exceedingly exasperated 100
they were exceedingly troublesome 52
they were expressly constructed 140
they were extremely comfortable 86
they were extremely competitive 49
they were extremely complicated 103
they were extremely cooperative 54
they were extremely distasteful 55
they were extremely embarrassed 118
they were extremely exasperated 86
they were extremely inefficient 48
they were extremely intelligent 98
they were extremely significant 79
they were extremely susceptible 72
they were extremely troublesome 63
they were faithfully transcribed 43
they were generally accompanied 539
they were generally comfortable 42
they were generally constructed 98
they were generally denominated 46
they were generally discredited 61
they were generally disregarded 112
they were generally distinguished 106
they were generally distributed 99
they were generally established 72
they were generally independent 66
they were generally indifferent 100
they were generally ineffective 144
they were generally interpreted 86
they were generally outnumbered 41
they were generally represented 146
they were generally responsible 59
they were generally transferred 57
they were gradually assimilated 390
they were gradually emancipated 142
they were gradually encompassed 143
they were gradually established 54
they were gradually overpowered 94
they were gradually overwhelmed 116
they were gradually transferred 95
they were gradually transformed 342
they were honorably distinguished 44
they were illegally intercepted 51
they were important instruments 49
they were increasingly outnumbered 53
they were instantly accompanied 43
they were instantly transformed 134
they were insulated occurrences 57
they were intensely competitive 41
they were intensely sentimental 67
they were invariably accompanied 241
they were inversely proportional 77
they were liberally entertained 78
they were massively outnumbered 49
they were miserable spendthrifts 42
they were municipal institutions 47
they were naturally disinclined 94
they were naturally predisposed 47
they were negotiable instruments 53
they were nominally independent 50
they were nominally responsible 99
they were nominally subordinate 45
they were officially discouraged 41
they were officially established 66
they were officially responsible 54
they were organized differently 77
they were peculiarly susceptible 219
they were perceived differently 51
they were perfectly comfortable 150
they were perfectly competitive 125
they were perfectly independent 206
they were perfectly indifferent 276
they were perfectly inoffensive 60
they were perfectly respectable 93
they were perfectly symmetrical 42
they were perfectly transparent 113
they were political adversaries 48
they were presently apprehended 79
they were previously responsible 68
they were primarily established 60
they were primarily responsible 961
they were published anonymously 585
they were published posthumously 652
they were radically transformed 68
they were reasonably comfortable 114
they were regularly constituted 61
they were regularly established 66
they were regularly transported 40
they were ruthlessly slaughtered 67
they were sometimes accompanied 338
they were sometimes constructed 45
they were sometimes embarrassed 51
they were sometimes impertinent 56
they were sometimes represented 132
they were sometimes stigmatized 70
they were supremely indifferent 55
they were themselves continually 215
they were themselves distinguished 50
they were themselves indifferent 40
they were themselves outnumbered 50
they were themselves overwhelmed 101
they were themselves responsible 670
they were themselves transformed 92
they were themselves transported 46
they were thoroughly assimilated 151
they were thoroughly demoralized 91
they were thoroughly disciplined 88
they were thoroughly discredited 122
they were thoroughly established 72
they were thoroughly intelligent 87
they were tolerably comfortable 44
they were tolerably indifferent 46
they were unequally distributed 83
they were uniformly distributed 549
they were unusually intelligent 62
they were virtually annihilated 94
they were virtually defenseless 55
they were virtually impregnable 54
they were virtually independent 418
they were virtually inseparable 154
they were virtually nonexistent 298
they were virtually represented 145
they will gradually exterminate 64
they will guarantee reservations 45
they will sometimes obstinately 56
things from different standpoints 105
things once advisedly established 117
this early industrial development 53
this give additional credibility 95
this great commercial development 45
this great industrial development 101
this great industrial organization 62
this great political organization 69
this great political philosopher 56
this more equitable distribution 45
this more expansive understanding 90
this more favorable environment 66
this more inclusive perspective 54
this most desirable consummation 283
this most distressing consequence 52
this most exquisite portraiture 205
this most favorable opportunity 62
this most important consequence 44
this most important contribution 101
this most important controversy 48
this most important development 182
this most important improvement 64
this most important modification 59
this most important preliminary 82
this most important prerogative 40
this most important relationship 177
this most important requirement 66
this most interesting anniversary 54
this most interesting controversy 51
this most interesting conversation 76
this nook altogether unfurnished 46
this poor afflicted gentlewoman 59
this time decidedly degenerated 67
this time perfectly recollected 70
this time thoroughly established 65
this tint perfectly corresponds 44
this very desirable consummation 71
this very different environment 101
this very different perspective 45
this very important consequence 63
this very important contribution 119
this very important conversation 42
this very important development 205
this very important improvement 73
this very important modification 43
this very important organization 59
this very important relationship 143
this very important requirement 70
this very interesting conversation 140
this very interesting development 48
this very vagueness constitutes 41
thus have important implications 233
thus made themselves responsible 56
thus make ourselves independent 45
thus make themselves accomplices 177
thus make themselves independent 47
thus making themselves responsible 49
too many committee assignments 71
too many different combinations 45
too many different individuals 48
too many important differences 41
too many plausible alternative 42
too many plausible explanations 51
too many political constraints 47
too many unpleasant experiences 52
too much political correctness 44
too much political involvement 53
try many different combinations 62
two data collection instruments 73
two high commission territories 100
two made themselves comfortable 45
two more different individuals 44
two more important discoveries 52
two most cherished institutions 87
two most effective instruments 69
two most important applications 249
two most important celebrations 45
two most important commodities 195
two most important communities 64
two most important competitors 69
two most important constraints 109
two most important demographic 43
two most important departments 287
two most important destinations 50
two most important differences 445
two most important disclosures 54
two most important discoveries 318
two most important distinctions 111
two most important enterprises 40
two most important explanations 77
two most important explanatory 62
two most important fundamental 86
two most important implications 101
two most important independent 103
two most important individuals 116
two most important institutions 633
two most important instruments 332
two most important legislative 114
two most important manufacturing 75
two most important manuscripts 97
two most important mathematical 62
two most important measurements 86
two most important monasteries 50
two most important observations 118
two most important particulars 144
two most important performance 129
two most important playwrights 44
two most important preliminary 41
two most important professional 50
two most important propositions 78
two most important publications 242
two most important settlements 60
two most important statistical 49
two most important tributaries 76
two most noticeable differences 41
two most plausible explanations 107
two most venerable corporations 112
two other countries participating 65
two other gentlemen accompanied 46
two other important applications 76
two other important differences 293
two other important discoveries 73
two other important distinctions 58
two other important implications 96
two other important institutions 67
two other important observations 93
two other important publications 40
two other interesting observations 49
two other laudatory inscriptions 46
two other plausible explanations 62
two other qualified subscribers 76
two radio frequency oscillators 46
two such different explanations 59
two very different applications 127
two very different arrangements 65
two very different assessments 94
two very different backgrounds 182
two very different communities 387
two very different compositions 54
two very different connotations 57
two very different corporations 41
two very different departments 46
two very different descriptions 216
two very different disciplines 294
two very different enterprises 99
two very different evolutionary 41
two very different experiences 635
two very different experiments 50
two very different explanations 257
two very different formulations 44
two very different geographical 111
two very different implications 55
two very different individuals 494
two very different institutions 259
two very different instruments 85
two very different orientations 120
two very different personality 112
two very different professional 43
two very different propositions 434
two very different publications 48
two very different standpoints 145
two very important applications 93
two very important differences 458
two very important discoveries 159
two very important distinctions 172
two very important implications 278
two very important institutions 68
two very important observations 179
two very important particulars 265
two very important propositions 67
two very important stipulations 44
two very interesting experiments 64
two very interesting observations 89
two were authorized signatories 50
two were especially significant 66
two were published posthumously 96
two were virtually inseparable 117
two young cavaliers volunteered 46
two young englishmen inaugurated 41
