tab scrolling buttons to 233
ten thousand dollars as 2372
ten thousand dollars at 1221
ten thousand dollars be 520
ten thousand dollars by 963
ten thousand dollars he 721
ten thousand dollars if 1027
ten thousand dollars in 14324
ten thousand dollars is 1262
ten thousand dollars it 109
ten thousand dollars of 3225
ten thousand dollars on 2492
ten thousand dollars or 2891
ten thousand dollars so 294
ten thousand dollars the 427
ten thousand dollars to 12643
ten thousand dollars up 179
ten thousand dollars we 114
ten thousand editions of 232
ten thousand enemies of 40
ten thousand escaped the 44
ten thousand farmers in 46
ten thousand flashes of 356
ten thousand florins at 40
ten thousand florins in 60
ten thousand florins of 127
ten thousand florins to 123
ten thousand furlongs in 123
ten thousand gallons of 1219
ten thousand gathered at 59
ten thousand gathered in 87
ten thousand gathered to 61
ten thousand gypsies in 47
ten thousand horrors of 73
ten thousand islands of 117
ten thousand letters in 73
ten thousand letters of 74
ten thousand letters to 71
ten thousand marched on 41
ten thousand matters of 47
ten thousand measures of 378
ten thousand members at 96
ten thousand members by 100
ten thousand members in 575
ten thousand members of 891
ten thousand members to 62
ten thousand millions in 47
ten thousand millions of 1660
ten thousand millions to 55
ten thousand millionth of 136
ten thousand minutiae of 51
ten thousand muskets in 46
ten thousand muskets to 98
ten thousand natives of 115
ten thousand natives to 54
ten thousand objects of 97
ten thousand pardons of 193
ten thousand peasants in 41
ten thousand peasants or 164
ten thousand peasants to 80
ten thousand persons at 159
ten thousand persons by 50
ten thousand persons in 901
ten thousand persons is 46
ten thousand persons of 358
ten thousand persons on 139
ten thousand persons or 48
ten thousand persons to 236
ten thousand priests in 65
ten thousand priests of 119
ten thousand pulpits of 121
ten thousand reports of 64
ten thousand sailors by 45
ten thousand schemes to 52
ten thousand schools of 52
ten thousand shillings in 48
ten thousand shillings or 382
ten thousand sources of 78
ten thousand species of 566
ten thousand spirits in 60
ten thousand stories of 41
ten thousand survive to 61
ten thousand surviving to 76
ten thousand systems of 44
ten thousand talents as 277
ten thousand talents in 312
ten thousand talents is 62
ten thousand talents of 1403
ten thousand talents to 261
ten thousand teachers in 69
ten thousand teachers of 54
ten thousand thoughts of 70
ten thousand thousand in 50
ten thousand thousand of 48
ten thousand tickets to 46
ten thousand vessels of 43
ten thousand victims of 135
ten thousand virtues of 48
ten thousand volumes in 247
ten thousand volumes is 68
ten thousand volumes of 774
ten thousand volumes on 80
ten thousand volumes the 65
ten thousand volumes to 84
ten thousand warriors in 150
ten thousand warriors of 53
ten thousand warriors to 134
ten thousand windows in 47
ten thousand workers at 99
ten thousand workers in 387
ten thousand workers of 44
ten thousand workers to 102
ten thousand wounded in 48
ten virgins invited to 50
ten volumes appeared in 69
than abandon himself to 122
than abraham lincoln in 83
than abraham lincoln or 56
than address himself to 159
than adopted parents is 51
than advance towards it 44
than adverse comment or 47
than against members of 83
than animals because of 59
than animals because we 67
than animals exposed to 61
than animals receiving the 48
than answers regarding the 87
than anybody against my 62
than anybody against the 42
than anybody because he 61
than anybody outside the 44
than applied research in 43
than average ability as 195
than average ability in 485
than average ability is 65
than average ability or 79
than average ability to 622
than average according to 49
than average amounts of 1166
than average because it 58
than average because of 662
than average because the 149
than average chances of 159
than average command of 47
than average content of 78
than average decline in 99
than average decrease in 63
than average degrees of 42
than average delight in 202
than average density of 148
than average duration of 46
than average example of 65
than average fraction of 75
than average incomes in 130
than average incomes of 48
than average increase in 586
than average increase of 54
than average members of 109
than average numbers of 644
than average percent of 43
than average profits in 53
than average quality in 50
than average quality of 92
than average reliance on 60
than average results in 95
than average returns on 101
than average returns to 70
than average revenue at 53
than average revenue or 43
than average success in 645
than between classes of 59
than between members of 799
than between persons of 110
than between species of 182
than blindly accepting the 152
than blindly believe in 94
than blindly following the 281
than briefly alluded to 48
than briefly outline the 79
than britain because of 55
than british exports to 48
than certain amounts of 76
than certain aspects of 217
than certain classes of 121
than certain features of 50
than certain members of 148
than certain portions of 245
than certain sections of 106
than certain species of 66
than charles carroll of 81
than charles dickens in 45
than charles revealed to 95
than chattel slavery in 45
than closely related to 61
than collect together the 58
than combats against the 60
than competing against the 42
than confine herself to 50
than confine himself to 483
than confining herself to 49
than confining himself to 321
than confining oneself to 53
than contact between the 66
than control animals in 47
than control animals on 75
than control animals to 51
than crystal clarity in 50
than current opinions on 61
than decency permits me 63
than declare himself the 55
than declaring himself to 48
than decreasing returns to 54
than defending against the 43
than defense against the 51
than degrade herself by 68
than deprive himself of 115
than desired because of 173
than desired because the 45
than divided between the 61
than doubled because of 261
than doubled because the 54
than doubled between the 1477
than doubled following the 65
than doubles between the 83
than dynamic aspects of 45
than egyptian bondage of 62
than egyptian bondage to 60
than elapsed between the 61
than elected members of 95
than embryos capable of 46
than european history of 45
than everything present in 43
than existed between the 460
than existed previous to 43
than explain certain of 53
than exports because of 64
than express himself in 51
than extreme division of 55
than factors related to 185
than factory workers in 135
than factory workers or 69
than factory workers to 40
than faculty members in 213
than feigned history or 65
than females because it 45
than females because of 481
than females because the 117
than females exposed to 54
than fifteen billions of 50
than fifteen bushels of 50
than fifteen chinese on 50
than fifteen counsel in 41
than fifteen degrees of 135
than fifteen dollars an 57
than fifteen dollars in 106
than fifteen editions in 42
than fifteen editions of 66
than fifteen gallons of 84
than fifteen hundred at 95
than fifteen hundred in 300
than fifteen hundred of 1091
than fifteen hundred on 70
than fifteen hundred or 245
than fifteen hundred to 131
than fifteen members of 717
than fifteen members or 42
than fifteen members to 71
than fifteen millions in 63
than fifteen millions of 825
than fifteen minutes as 112
than fifteen minutes at 1651
than fifteen minutes by 158
than fifteen minutes he 366
than fifteen minutes if 88
than fifteen minutes in 2329
than fifteen minutes is 132
than fifteen minutes it 101
than fifteen minutes of 979
than fifteen minutes on 387
than fifteen minutes or 338
than fifteen minutes the 988
than fifteen minutes to 5847
than fifteen minutes we 262
than fifteen percent in 78
than fifteen percent of 1996
than fifteen persons in 96
than fifteen persons of 44
than fifteen persons to 84
than fifteen seconds at 46
than fifteen seconds he 54
than fifteen seconds in 79
than fifteen seconds of 79
than fifteen seconds the 72
than fifteen seconds to 319
than fifteen shillings in 140
than fifteen shillings the 132
than fifteen species of 181
than fifteen thousand at 69
than fifteen thousand in 527
than fifteen thousand of 500
than fifteen thousand to 79
than fifteen volumes of 162
than fifteen waiters at 47
than furtive glances at 78
than general aspects of 41
than general grounds of 49
than general measures of 73
than general partner or 147
than general sherman to 174
than genetic factors in 208
than genuine efforts to 43
than germany because of 55
than gesture towards the 49
than greatest diameter of 70
than grouped together in 44
than halfway between the 735
than halfway towards the 180
than harmony between the 121
than helpful because it 77
than helpful because of 71
than highway robbery or 64
than himself because he 230
than himself because of 75
than himself flocked at 110
than himself outside the 55
than himself regarding the 53
than history affords an 40
than history because it 351
than history because the 53
than history records of 43
than hitherto against the 42
than hitherto because of 81
than hitherto because the 49
than hitherto between the 44
than huddled together in 41
than immerse himself in 70
than immersing himself in 84
than improving quality of 40
than increasing numbers of 46
than increasing returns to 78
than inflict suffering on 57
than inveigh against the 50
than involve himself in 330
than involving himself in 83
than inwards towards the 76
than justice according to 46
than justice because it 45
than knowingly admired it 75
than letters written by 138
than letters written in 41
than liberal lenders to 53
than lighter viewers to 46
than limited amounts of 59
than limited aspects of 41
than limited success in 80
than logical appeared on 56
than married couples do 52
than married couples in 70
than married couples or 42
than married couples to 259
than married parents to 71
than married persons in 55
than married persons of 73
than married persons to 126
than massive amounts of 59
than material aspects of 52
than material objects or 80
than material rewards in 54
than matters related to 55
than minimal amounts of 340
than national average in 60
than national average of 98
than natural increase in 97
than natural liberty so 565
than natural science in 51
than natural science is 54
than nominal amounts of 53
than nominal control of 81
than nominal damages in 86
than nominal damages is 58
than nominal diameter of 80
than nominal members of 89
than nominal support to 41
than nonunion workers in 141
than operating according to 58
than optimal amounts of 269
than optimal because it 55
than optimal because of 247
than optimal because the 109
than optimal control of 66
than optimal quality of 47
than optimal results in 87
than optimal solution to 48
than optimum amounts of 115
than optimum because of 72
than outside because of 73
than outside diameter of 48
than outward emblems of 50
than passive listening or 45
than passive listening to 42
than passive members of 44
than passive objects of 178
than passive reactors to 51
than passive receipt of 53
than passive victims of 264
than perfect ability to 43
than perfect because it 68
than perfect because of 173
than perfect because the 51
than perfect command of 104
than perfect control of 88
than perfect example of 44
than perhaps existed in 69
than perjure himself in 47
than persons brought up 65
than persons convict or 94
than planned because he 45
than planned because of 686
than planned because the 216
than planned increase in 40
than possess himself of 88
than precise measures of 71
than present himself as 65
than present himself in 62
than present tangibly the 80
than previous cohorts of 108
than previous editions of 46
than previous efforts in 87
than previous efforts to 105
than previous reports of 47
than previous research on 44
than previous studies by 43
than previous studies in 110
than previous studies of 230
than previous studies on 57
than previous versions of 1135
than previous writers on 43
than previous writers the 47
than primary effects of 41
than primary factors in 41
than primary reliance on 41
than primary sources of 61
than private control of 61
than private disgust if 62
than private estates of 52
than private persons or 41
than private persons to 42
than private schools in 82
than protect against it 41
than protest against it 57
than protest against the 461
than provide answers to 71
than providing answers to 132
than providing service to 66
than providing support to 63
than quarter century of 50
than rational numbers or 51
than rebelling against it 111
than rebelling against the 108
than receive payment of 46
than regarding himself as 104
than regular clients of 81
than regular members of 94
than related species in 46
than religion because it 52
than remaining faithful to 129
than remaining focused on 107
than remaining limited to 40
than remaining outside the 46
than remaining trapped in 59
than resigning himself to 60
than rivalry between the 78
than scarlet pagodas by 105
than schools located in 51
than science because it 86
than science because of 42
than science because the 40
than settled himself at 49
than seventy degrees of 62
than seventy editions of 52
than seventy letters of 45
than seventy members of 255
than seventy millions of 450
than seventy percent in 43
than seventy percent of 2496
than seventy persons in 43
than seventy species of 322
than seventy thousand in 98
than seventy thousand of 218
than seventy vessels in 110
than seventy volumes of 151
than several decades of 66
than several hundred in 58
than several hundred of 83
than several hundred or 41
than several hundred to 43
than several members of 100
than several microns in 58
than several millions of 101
than several minutes at 81
than several minutes in 49
than several minutes of 66
than several minutes to 77
than several percent of 130
than several seconds to 43
than several species of 191
than several volumes of 55
than similar amounts of 136
than similar behavior by 70
than similar behavior in 44
than similar buildings in 73
than similar classes in 79
than similar efforts by 79
than similar efforts in 222
than similar efforts on 60
than similar figures in 56
than similar material in 56
than similar measures in 40
than similar portions of 52
than similar schemes in 40
than similar schools in 75
than similar species in 46
than similar stories in 42
than similar studies in 103
than similar studies of 75
than similar systems in 67
than similar workers in 587
than sixfold increase in 227
than sixteen degrees of 41
than sixteen editions of 53
than sixteen hundred in 168
than sixteen hundred of 134
than sixteen members of 149
than sixteen millions of 291
than sixteen percent of 167
than sixteen persons in 108
than sixteen species of 115
than sixteen thousand in 124
than sixteen thousand of 153
than skilled workers in 191
than smaller amounts of 84
than smaller numbers of 96
than smaller versions of 41
than species adapted to 55
than stories written by 45
than subject herself to 247
than subject himself to 678
than tenfold between the 54
than tenfold increase in 1606
than tenfold increase of 52
than textile workers in 40
than thirteen degrees of 53
than thirteen editions of 84
than thirteen hundred in 63
than thirteen hundred of 156
than thirteen members of 85
than thirteen millions of 447
than thirteen percent of 256
than thirteen species of 74
than thirteen thousand in 93
than thirteen thousand of 94
than thirteen volumes of 40
than totally abandon the 46
than trebled between the 61
than tripled between the 152
than trouble himself to 59
than twofold decrease in 44
than twofold increase in 1091
than twofold increase of 79
than typical members of 93
than updated versions of 96
than useless against the 61
than useless because it 424
than useless because of 86
than useless because the 108
than usually allowed in 65
than usually annoyed by 52
than usually assumed in 75
than usually attends me 50
than usually attends so 55
than usually attends the 158
than usually belonged to 81
than usually careful in 170
than usually careful of 57
than usually careful to 247
than usually cautious in 545
than usually devoted to 65
than usually elegant in 41
than usually enviable to 89
than usually evident in 40
than usually excited by 109
than usually exposed to 153
than usually gracious to 49
than usually happens in 249
than usually happens to 219
than usually haunted by 48
than usually mindful of 49
than usually needful to 61
than usually obtains in 125
than usually painful in 93
than usually painful to 60
than usually pitiable in 83
than usually precious to 56
than usually prevail in 44
than usually subject to 433
than usually tempted to 98
than vaguely alluded to 51
than victims offered to 46
than violence against the 42
than volumes written by 107
than welcome addition to 64
than worldly success or 63
than written language in 47
that ability because of 52
that ability depends on 213
that abortion results in 41
that abortion violates the 73
that abraham entered the 44
that abraham lincoln at 43
that abraham lincoln be 53
that abraham lincoln in 121
that abraham lincoln is 1275
that abraham lincoln of 163
that abraham offered up 268
that abraham pursued the 93
that abridge freedom of 136
that absence wherein he 204
that absorbs photons by 59
that absorbs radiation of 49
that absorbs strongly at 88
that absorbs strongly in 79
that abusive behavior is 496
that abusive parents do 112
that accepts abortion is 92
that accepts exactly the 178
that accepts violence as 124
that accords primacy to 146
that accords priority to 148
that accords respect to 77
that account abandon the 148
that account abolish the 64
that account abounding in 73
that account according to 86
that account accused of 48
that account against the 196
that account allowed to 68
that account appeared to 170
that account attempt to 98
that account because it 69
that account because of 113
that account because the 143
that account between the 77
that account capable of 91
that account condemn the 60
that account deserve to 82
that account deserving of 100
that account despair of 99
that account despise the 42
that account exclude the 58
that account exposed to 89
that account hostile to 50
that account induced to 41
that account inferior to 41
that account invalid or 105
that account neglect the 158
that account neglect to 77
that account obliged to 295
that account outside the 41
that account perhaps the 88
that account reduced to 50
that account refused to 187
that account subject to 297
that account superior to 69
that account suppose to 63
that account unwilling to 52
that account unworthy of 188
that account venture to 77
that account withhold the 95
that accrued because of 96
that accrued between the 242
that accrues between the 60
that accused persons be 134
that accused persons in 122
that achieve success in 78
that achieving success in 136
that achieving success is 75
that address aspects of 752
that address matters of 163
that address quality of 103
that address several of 112
that adhered closely to 389
that adheres closely to 518
that adheres strongly to 115
that adheres tightly to 204
that adhesion between the 213
that admitting genesis to 40
that adopted towards the 451
that adoption records be 47
that adrenal function is 134
that advance parties of 87
that advance payment is 44
that advance payment of 85
that advance payment to 48
that advance towards the 139
that adverse comment on 43
that adverse effects in 129
that adverse effects of 1542
that adverse effects on 1140
that adverse effects to 53
that adverse impacts on 125
that adverse reactions to 918
that advises clients on 52
that advises congress on 61
that aesthetic culture is 186
that aesthetic pleasure in 146
that aesthetic pleasure is 1204
that aesthetic quality is 181
that affairs appeared to 56
that affecting passage in 43
that affects ability to 58
that affects behavior in 59
that affects chiefly the 68
that affects everything in 77
that affects everything we 61
that affects members of 75
that affects millions of 975
that affects parties in 52
that affects persons of 61
that affects quality of 126
that affects society as 113
that affects society at 53
that affects workers in 62
that afflict mankind in 41
that afflict millions of 167
that affords pleasure to 54
that african culture is 822
that african freedom is 87
that african history is 339
that african members of 170
that african religion is 269
that african slavery as 46
that african slavery in 258
that african slavery is 499
that african society is 385
that african systems of 136
that against atheists the 469
that against slavery in 48
that alcohol affects the 642
that alcohol damages the 103
that alcohol dilates the 116
that alcohol impairs the 263
that alcohol injures the 40
that alcohol lessens the 228
that alcohol reduced the 139
that alcohol reduces the 483
that alcohol results in 41
that alcohol retards the 111
that alleged against the 175
that alleged breaches of 54
that alleged conduct in 389
that alleged omission in 55
that alleged violation of 50
that allelic variants of 114
that allelic variation at 67
that allelic variation in 177
that alliance between the 901
that allowed abortion in 51
that allowed america to 219
that allowed animals to 211
that allowed artists to 283
that allowed britain to 459
that allowed capital to 41
that allowed clients to 114
that allowed congress to 519
that allowed control of 226
that allowed couples to 109
that allowed critics to 103
that allowed debtors to 90
that allowed doctors to 399
that allowed drivers to 116
that allowed everything to 140
that allowed farmers to 725
that allowed females to 128
that allowed freedom of 518
that allowed freedom to 82
that allowed germans to 96
that allowed germany to 331
that allowed hackers to 42
that allowed herself to 89
that allowed himself to 137
that allowed hunters to 44
that allowed inmates to 159
that allowed lawyers to 87
that allowed learners to 89
that allowed lincoln to 96
that allowed mankind to 40
that allowed masters to 56
that allowed members of 709
that allowed members to 725
that allowed millions of 275
that allowed muslims to 88
that allowed napoleon to 42
that allowed parents to 740
that allowed parties to 200
that allowed passage of 197
that allowed patrons to 134
that allowed peasants to 277
that allowed persons to 207
that allowed players to 613
that allowed removal of 91
that allowed schools to 153
that allowed science to 101
that allowed slavery in 101
that allowed slavery to 130
that allowed society to 106
that allowed surgeons to 122
that allowed teachers to 604
that allowed tenants to 140
that allowed traders to 100
that allowed traffic to 112
that allowed victims of 49
that allowed victims to 44
that allowed viewers to 622
that allowed workers to 1224
that allowed writers to 193
that altered forever the 184
that altered function of 113
that although abortion is 94
that although according to 1098
that although addition of 53
that although alcohol is 64
that although america is 144
that although animals do 44
that although anxiety is 63
that although aspects of 93
that although because of 46
that although behavior is 51
that although between the 60
that although brahman is 43
that although britain is 63
that although capable of 131
that although capital is 50
that although certain of 142
that although computing is 64
that although congress is 40
that although control of 127
that although culture is 113
that although differing in 46
that although divorce is 191
that although efforts to 71
that although everything in 153
that although everything is 145
that although exposed to 48
that although failure to 114
that although farmers in 40
that although freedom is 96
that although freedom of 133
that although history is 258
that although increasing the 243
that although inferior to 44
that although justice is 92
that although language is 484
that although legally the 68
that although located in 82
that although marriage is 150
that although measures of 108
that although members of 1403
that although mercury is 61
that although millions of 314
that although numbers of 100
that although opposed to 87
that although parents of 67
that although perhaps it 40
that although perhaps the 68
that although portions of 75
that although poverty is 98
that although present in 179
that although private in 86
that although related to 59
that although religion is 268
that although removal of 96
that although reports of 168
that although research is 109
that although research on 90
that although results of 43
that although science is 181
that although several of 541
that although similar in 147
that although similar to 58
that although slavery is 190
that although society is 133
that although studies of 235
that although subject to 64
that although success in 43
that although suffering is 54
that although suicide is 78
that although teachers in 57
that although usually the 46
that although variation in 41
that although violence is 82
that although workers in 44
that although written by 93
that although written in 115
that ambition thwarted in 87
that amended answers be 205
that america abounds in 121
that america appeared to 131
that america belonged to 208
that america brought to 82
that america decided to 47
that america desired to 43
that america desires to 53
that america emerged as 127
that america enjoyed in 40
that america entered the 892
that america existed as 45
that america herself is 63
that america intends to 136
that america offered no 50
that america offered the 299
that america offered to 78
that america planned to 93
that america refused to 143
that america refuses to 49
that america remains the 98
that america started the 127
that amounts subject to 99
that analogy between the 236
that anarchy existed at 98
that anarchy reigned in 185
that anarchy threatens to 83
that ancient bulwark of 62
that ancient capital of 1440
that ancient capital the 40
that ancient chapter of 117
that ancient citadel of 156
that ancient country of 45
that ancient division of 128
that ancient edifice by 261
that ancient edifice in 49
that ancient formula of 51
that ancient gesture of 40
that ancient history is 554
that ancient history of 62
that ancient insignia of 44
that ancient language of 62
that ancient pattern of 40
that ancient picture of 40
that ancient precept of 354
that ancient problem of 42
that ancient promise of 50
that ancient quarter of 248
that ancient religion of 174
that ancient scourge of 103
that ancient servant of 509
that ancient species of 59
that ancient worship of 45
that animals adapted to 141
that animals answering to 49
that animals brought up 49
that animals capable of 233
that animals exposed to 1645
that animals increase in 48
that animals possess an 96
that animals possess in 46
that animals possess no 46
that animals possess the 231
that animals require in 50
that animals respond to 634
that animals trained in 40
that animals trained to 285
that answers exactly to 133
that anterior division of 124
that anxiety induced by 96
that anxiety related to 109
that anybody bothered to 115
that anybody capable of 51
that anybody chooses to 137
that anybody glanced at 83
that anybody outside of 129
that anybody outside the 171
that anymore because it 182
that anymore because of 108
that anymore because the 135
that anymore because we 123
that apollos carried it 48
that appalling edifice of 97
that appealed chiefly to 85
that appealed equally to 191
that appealed largely to 105
that appealed strongly to 3448
that appeared against it 87
that appeared against me 98
that appeared against the 407
that appeared because of 135
that appeared beginning in 131
that appeared between the 2437
that appeared briefly in 148
that appeared briefly on 68
that appeared capable of 767
that appeared certain to 192
that appeared earliest in 85
that appeared familiar to 87
that appeared fertile to 85
that appeared following the 437
that appeared foreign to 41
that appeared hostile to 43
that appeared natural to 140
that appeared nowhere in 152
that appeared outside of 86
that appeared outside the 112
that appeared promising in 137
that appeared related to 389
that appeared serially in 292
that appeared similar in 157
that appeared similar to 728
that appeared threatening to 129
that appeared together in 94
that appeared towards the 514
that applied against the 93
that applied between the 133
that applied equally to 1977
that applied himself to 69
that applied research in 213
that applied research is 1074
that applied science in 104
that applied science is 488
that applies between the 75
that applies broadly to 60
that applies chiefly to 58
that applies depends on 66
that applies equally in 69
that applies equally to 3920
that applies exactly to 55
that applies himself to 149
that applies outside the 44
that aroused against the 44
that aroused concern in 49
that arouses anxiety in 69
that arranged marriage is 130
that article against the 47
that article appeared in 236
that article because it 86
that article remains in 63
that article written by 44
that artists delight to 42
that artists trained in 59
that artless balance of 49
that aspects related to 56
that aspired towards the 91
that aspires towards the 47
that aspirin reduced the 295
that aspirin reduces the 574
that asshole husband of 108
that assigning numbers to 42
that assigns numbers to 303
that assigns primacy to 111
that assigns priority to 438
that assigns weights to 425
that assisting suicide is 58
that assists clients in 96
that assists clients to 48
that assists parents in 47
that assists teachers in 106
that assists victims of 47
that assumed control of 521
that assumes control of 81
that assured success in 43
that assures success in 57
that athletes competing in 40
that athletic ability is 181
that athletic prowess is 128
that athletic success is 112
that attacks against the 656
that attempt against the 41
that attending college is 228
that attends closely to 79
that attract insects or 40
that attract insects to 93
that attract members of 60
that attract millions of 221
that attract persons to 40
that audible friction is 51
that availed himself of 99
that average dropped to 49
that average duration of 151
that average incomes in 392
that average incomes of 142
that average numbers of 46
that average product is 118
that average quality of 66
that average returns on 69
that average returns to 59
that average revenue is 200
that awaited sinners in 44
that awarded custody of 47
that awarded damages to 84
that awkward position of 96
that bacteria capable of 357
that bacteria exposed to 128
that bacteria present in 374
that balance against the 125
that balance because of 58
that balance between the 1988
that balance depends on 106
that bankers perform the 55
that barbara walters is 87
that barrier against the 50
that barrier between the 184
that barrier between us 101
that bastard husband of 104
that bastard offspring of 50
that battery voltage is 117
that battled against the 43
that battles against the 115
that because abortion is 52
that because according to 206
that because alcohol is 107
that because america is 394
that because animals do 58
that because behavior is 57
that because brahman is 59
that because capital is 73
that because certain of 100
that because congress in 51
that because congress is 286
that because culture is 77
that because divorce is 47
that because everything in 177
that because everything is 678
that because freedom of 45
that because germany is 145
that because history is 171
that because increase of 64
that because language is 573
that because marriage is 251
that because members of 572
that because millions of 128
that because pleasure is 46
that because poverty is 107
that because religion is 352
that because science is 400
that because several of 127
that because society is 394
that because suffering is 46
that because suicide is 65
that because violence is 104
that becomes capable of 89
