tabby cat from the 133
table and leaving it 179
table and leaving the 174
table and left as 43
table and left in 121
table and left it 756
table and left me 219
table and left my 46
table and left the 8428
table and left to 161
table and left us 88
table and lets the 52
table and lift the 304
table and line up 106
table and list of 183
table and list the 125
table and live in 74
table and load it 75
table and load the 641
table and lock the 66
table and look at 2756
table and look in 44
table and look up 517
table and loss of 83
table and lots of 478
table and made an 439
table and made as 194
table and made it 480
table and made me 363
table and made my 383
table and made no 230
table and made tea 86
table and made the 1891
table and made to 541
table and made up 200
table and made us 172
table and make an 100
table and make it 909
table and make me 66
table and make my 44
table and make the 1507
table and make up 81
table and make us 52
table and making it 179
table and making the 616
table and many of 172
table and mark the 110
table and meet the 147
table and most of 727
table and move in 107
table and move it 225
table and move on 92
table and move the 586
table and move to 118
table and moving it 67
table and moving the 99
table and moving to 61
table and much of 100
table and must be 779
table and name it 248
table and name the 65
table and need to 118
table and next to 647
table and none of 237
table and note it 45
table and note the 510
table and noting the 90
table and only the 419
table and onto my 83
table and onto the 3616
table and open it 506
table and open the 972
table and open up 44
table and over it 58
table and over the 1251
table and over to 186
table and paid the 111
table and pair of 221
table and part of 434
table and pass it 137
table and pass the 207
table and past the 72
table and paying the 66
table and pays the 51
table and pick it 90
table and pick up 1933
table and plan to 47
table and play it 122
table and play the 107
table and plot the 300
table and pour the 157
table and pull it 65
table and pull the 193
table and pull up 69
table and push it 317
table and push my 44
table and push the 367
table and puts it 712
table and puts on 142
table and puts the 586
table and rate of 529
table and reach an 46
table and reading the 272
table and reads it 40
table and reads the 290
table and ready to 176
table and rest the 49
table and rising to 124
table and roll it 141
table and roll the 93
table and rose in 41
table and rose to 1566
table and rows of 96
table and runs to 310
table and rush to 81
table and said as 132
table and said he 1481
table and said in 2659
table and said it 307
table and said no 153
table and said the 140
table and said to 4566
table and said we 130
table and sank to 119
table and save it 152
table and save the 863
table and saying to 137
table and says he 73
table and says in 70
table and says to 220
table and seats of 51
table and seeing the 202
table and seem to 59
table and sees the 119
table and send it 61
table and send the 192
table and sent it 546
table and sent the 549
table and sent to 221
table and sets it 321
table and sets the 220
table and sets up 57
table and shoes on 127
table and shot the 62
table and shot to 54
table and show it 46
table and show me 94
table and show the 235
table and shut the 189
table and sign the 156
table and sits in 191
table and sits on 643
table and slid in 164
table and slid it 941
table and slid the 201
table and slid to 48
table and slip the 41
table and slit the 111
table and some of 1050
table and some on 51
table and soon the 57
table and sort it 65
table and sort of 90
table and sort the 90
table and speak to 307
table and spun it 82
table and steal the 40
table and swung it 150
table and swung the 99
table and take an 42
table and take in 48
table and take it 246
table and take my 86
table and take the 1359
table and take up 444
table and taking it 69
table and taking my 60
table and taking no 53
table and taking the 1065
table and taking up 1204
table and talk as 105
table and talk in 43
table and talk it 75
table and talk of 192
table and talk to 1269
table and tape the 45
table and tell me 673
table and tell the 795
table and tell us 401
table and tend to 123
table and test the 274
table and there he 50
table and there is 1707
table and there it 194
table and there the 49
table and think of 185
table and those in 543
table and those of 683
table and those on 69
table and three of 45
table and three or 589
table and threw it 2708
table and threw the 660
table and threw up 143
table and throw it 359
table and throw the 61
table and tied it 65
table and tied the 48
table and told it 42
table and told me 2313
table and told my 217
table and told the 1715
table and told to 291
table and told us 854
table and took an 315
table and took in 180
table and took it 984
table and took me 106
table and took my 2449
table and took no 116
table and took the 7262
table and took to 58
table and took up 4818
table and tore it 336
table and tore the 341
table and tore up 40
table and toss it 101
table and trying to 1387
table and turn it 473
table and turn on 259
table and turn the 203
table and turn to 121
table and type of 110
table and type the 68
table and upon it 192
table and upon the 371
table and used as 340
table and used by 55
table and used in 309
table and used it 698
table and used no 50
table and used the 258
table and used to 556
table and uses it 90
table and uses the 472
table and view in 73
table and view it 47
table and view the 161
table and wait on 247
table and wait to 57
table and walk to 130
table and walk up 47
table and want to 517
table and wash the 2291
table and wash up 510
table and waving it 85
table and went in 510
table and went on 1870
table and went to 20038
table and went up 1044
table and wept as 126
table and were in 54
table and what he 43
table and what is 322
table and what it 219
table and what the 176
table and when he 930
table and when it 340
table and when the 1141
table and when to 55
table and when we 118
table and will be 1054
table and wipe the 51
table and wiping the 41
table and wish to 62
table and work in 125
table and work it 42
table and work on 385
table and work the 47
table and work to 44
table are able to 76
table are also in 56
table are also the 91
table are among the 304
table are data on 45
table are from the 893
table are full of 85
table are just the 59
table are kept in 46
table are laid the 80
table are left to 162
table are like so 145
table are like the 83
table are made by 78
table are made in 175
table are made of 300
table are made on 120
table are made to 55
table are made up 158
table are means of 105
table are meant to 139
table are more or 86
table are only the 101
table are open to 60
table are part of 504
table are said to 479
table are seen in 41
table are seen to 83
table are sent to 47
table are some of 491
table are such as 184
table are those at 67
table are those in 361
table are those of 580
table are those on 44
table are used as 369
table are used by 108
table are used in 770
table are used to 1625
table being laid in 131
table being used as 91
table being used by 49
table being used in 49
table being used to 63
table but also as 92
table but also in 249
table but also of 53
table but also on 77
table but also the 424
table but also to 360
table but from the 77
table but have no 47
table but leave the 80
table but made no 71
table but most of 43
table but must be 127
table but none of 42
table but only the 56
table but only to 86
table but such as 100
table but there is 105
table but when the 43
table but will be 142
table can also be 3500
table can best be 136
table can even be 55
table can ever be 63
table can give us 40
table can have an 111
table can have as 157
table can have at 113
table can have no 66
table can have the 284
table can have up 141
table can help the 45
table can help to 93
table can help us 60
table can hold the 65
table can hold up 67
table can make it 48
table can make the 63
table can move in 45
table can only be 909
table can pass the 61
table can rise to 49
table can show the 88
table can take up 41
table can tell us 129
table did nothing to 53
table does seem to 42
table does show is 55
table does show the 98
table each time he 106
table each time it 102
table each time the 204
table each time we 62
table far back in 61
table far down the 48
table far from the 306
table far into the 179
table for data in 72
table for five or 157
table for four at 463
table for four by 50
table for four in 460
table for four is 63
table for four on 91
table for four or 177
table for four to 46
table for half an 751
table for half the 65
table for just the 80
table for lack of 305
table for length of 52
table for making the 145
table for meals in 56
table for meals or 44
table for most of 537
table for much of 163
table for over an 263
table for part of 61
table for reading or 41
table for some of 457
table for such an 195
table for such as 260
table for those of 93
table for three at 81
table for three in 79
table for three or 250
table for want of 212
table for what is 85
table for what it 42
table for years to 41
table goes back to 92
table going over the 138
table had been an 41
table had been as 266
table had been in 301
table had been on 54
table had been so 72
table had been the 244
table had been to 40
table had come to 146
table had gone to 41
table had made the 49
table had nothing to 68
table had seen the 40
table has been in 241
table has been of 49
table has been re 42
table has been so 140
table has been the 244
table has been to 66
table has come to 87
table has lots of 48
table has nothing to 121
table has only the 46
table lay three or 67
table long into the 107
table may also be 1679
table may even be 64
table may give an 94
table may give the 90
table may gnaw the 114
table may have an 72
table may have the 144
table may have to 336
table may help in 60
table may help the 102
table may help to 341
table may make it 54
table may make the 65
table may need to 233
table may only be 48
table may rise to 114
table may seem to 117
table may show the 102
table may well be 277
table not only in 95
table not only the 137
table not only to 147
table off from the 45
table out from the 573
table out into the 997
table out onto the 190
table out there in 42
table ran along the 77
table ran down the 394
table row will be 45
table sat next to 114
table sat some of 83
table set along the 41
table set among the 40
table set back in 41
table set forth by 233
table set forth in 1333
table set into the 54
table set next to 48
table set upon the 65
table she came to 125
table she heard the 103
table she laid the 83
table she said in 50
table she said to 328
table she told me 48
table she took the 81
table she took up 109
table she used as 194
table she used to 164
table she went to 319
table six feet in 47
table than feast at 60
table than from the 316
table than those of 91
table than when it 45
table that acts as 233
table that among the 270
table that bears the 40
table that bore the 176
table that during the 911
table that even in 51
table that even the 172
table that fits on 44
table that fits the 56
table that from the 61
table that gave me 50
table that gave the 93
table that half of 43
table that have an 57
table that have no 342
table that have the 358
table that held an 198
table that held my 55
table that held the 2010
table that made it 73
table that made me 40
table that made the 192
table that many of 107
table that maps the 288
table that meet the 161
table that most of 620
table that must be 439
table that need to 84
table that none of 399
table that only in 49
table that only the 87
table that over the 78
table that runs the 40
table that sits in 75
table that some of 431
table that there is 4838
table that told me 76
table that took up 518
table that used to 520
table that uses an 42
table that uses the 404
table that when the 299
table that will be 1676
table that will do 52
table then went to 49
table they heard the 61
table they lord it 314
table they must be 56
table they seem to 111
table they used to 133
table they went to 67
table they were at 58
table they were to 64
table they will be 88
table top from the 115
table top made of 109
table top must be 202
table top next to 62
table top when the 64
table top will be 197
table two sets of 50
table use must be 42
table using only the 97
table was able to 118
table was also the 78
table was among the 87
table was back in 46
table was bare of 143
table was clear of 88
table was done by 91
table was done in 42
table was free of 42
table was free to 83
table was from the 80
table was full of 1275
table was heard to 54
table was held in 68
table was held to 72
table was just as 324
table was just the 81
table was kept at 97
table was kept by 55
table was kept in 167
table was kept the 53
table was laid as 277
table was laid at 138
table was laid by 109
table was laid in 1592
table was laid on 509
table was laid to 42
table was left in 47
table was left to 67
table was lent us 246
table was like an 47
table was like the 92
table was lost by 104
table was made at 114
table was made by 703
table was made in 1080
table was made of 1534
table was made on 97
table was made the 41
table was made to 300
table was made up 1070
table was meant to 123
table was more or 42
table was much the 41
table was next to 768
table was nothing to 41
table was open to 376
table was part of 275
table was ready in 69
table was ready to 113
table was said to 156
table was seen to 142
table was sent to 77
table was soon in 44
table was such as 59
table was sure to 103
table was trying to 103
table was used as 461
table was used at 52
table was used by 274
table was used in 417
table was used to 1508
table was what we 46
table who speak to 168
table with bits of 94
table with cups of 632
table with data in 74
table with data on 72
table with feet in 47
table with five of 41
table with five or 143
table with food in 102
table with food on 170
table with four of 44
table with four or 218
table with half of 91
table with half the 91
table with heaps of 141
table with jars of 82
table with just the 166
table with legs in 52
table with legs of 134
table with less in 56
table with lots of 877
table with many of 98
table with more of 40
table with more or 119
table with most of 255
table with mugs of 160
table with none of 92
table with nothing on 502
table with nothing to 360
table with only the 802
table with part of 58
table with pots of 65
table with rows in 52
table with rows of 139
table with some of 2558
table with such an 325
table with such as 89
table with tail on 65
table with tears in 201
table with those in 689
table with those of 1127
table with three of 689
table with three or 610
table with what he 46
table you have the 57
table you have to 269
table you made in 89
table you must go 48
table you need to 754
table you plan to 55
table you used in 45
table you used to 54
table you want the 93
table you want to 10438
table you will be 577
table you wish to 517
taboo and must be 215
taboo and what is 130
taboo are just as 73
taboo can have an 47
taboo can only be 82
taboo for most of 60
taboo has been so 50
taboo may also be 141
taboo was seen in 47
tacit but none the 103
tacking and beating to 178
tacking them onto the 64
tacks all over the 95
tacks are used to 167
tacks his ship to 62
tacks now left me 42
tacks that held the 89
tacks that hold the 58
tagging can also be 63
tailing off from the 139
tailing off into the 408
tails all over the 66
tails and feet of 60
tails and fins in 43
tails and fins of 177
tails and heads of 159
tails and legs of 85
tails and live in 89
tails and some of 57
tails and trying to 86
tails are able to 46
tails are among the 45
tails are held up 46
tails are made of 105
tails are made up 101
tails are said to 64
tails are sent to 42
tails are tied to 48
tails are tied up 58
tails are used as 166
tails are used in 55
tails are used to 122
tails can also be 95
tails hung over the 51
tails may also be 73
tails may turn up 77
tails off during the 48
tails off into an 69
tails off into the 243
tails off trying to 68
tails out into the 64
tails than those of 133
tails that vary in 50
tails with lots of 65
taint and smear of 83
taint hath shed on 165
taint that clings to 42
taint that clung to 55
taint with care the 50
taken add half the 42
taken aft from the 84
taken all along by 48
taken all along the 547
taken all along to 86
taken all care to 120
taken all five of 46
taken all four of 115
taken all from me 275
taken all from the 96
taken all from us 77
taken all means to 61
taken all over it 73
taken all over the 2560
taken all these to 82
taken all three of 321
taken and also in 50
taken and also of 50
taken and also the 224
taken and also to 124
taken and came to 41
taken and cast in 118
taken and died in 119
taken and done by 49
taken and done in 51
taken and during the 111
taken and eaten as 87
taken and eaten by 349
taken and eaten in 277
taken and eaten the 56
taken and even if 48
taken and even the 128
taken and from it 76
taken and from the 261
taken and gave the 42
taken and have the 78
taken and have to 44
taken and held as 2236
taken and held at 140
taken and held by 2140
taken and held in 2621
taken and held on 123
taken and held the 340
taken and held to 1141
taken and kept as 502
taken and kept at 129
taken and kept by 498
taken and kept in 1847
taken and kept of 60
taken and kept on 173
taken and kept the 235
taken and kept to 48
taken and laid in 553
taken and laid on 166
taken and laid up 42
taken and left at 62
taken and left by 69
taken and left in 132
taken and left on 96
taken and left the 41
taken and left to 69
taken and lost as 52
taken and lost by 326
taken and lost in 98
taken and lost on 41
taken and made an 65
taken and made as 148
taken and made by 362
taken and made in 1464
taken and made of 193
taken and made on 56
taken and made the 225
taken and made to 462
taken and made up 587
taken and many of 160
taken and most of 266
taken and much of 79
taken and must be 440
taken and none of 55
taken and only the 166
taken and paid in 187
taken and part of 75
taken and send it 201
taken and send to 53
taken and sent as 169
taken and sent by 94
taken and sent in 344
taken and sent it 95
taken and sent on 326
taken and sent to 3928
taken and sent up 405
taken and shot as 58
taken and shot at 86
taken and shot by 204
taken and shot in 164
taken and shot on 183
taken and show the 42
taken and shut up 277
taken and sold as 933
taken and sold at 230
taken and sold by 535
taken and sold in 1109
taken and sold on 623
taken and sold the 60
taken and sold to 559
taken and some of 488
taken and sunk by 45
taken and sunk in 40
taken and there is 838
taken and those he 74
taken and those in 56
taken and those of 67
taken and those to 54
taken and tied to 177
taken and tied up 104
taken and torn to 65
taken and torn up 51
taken and upon the 174
taken and used as 2733
taken and used at 117
taken and used by 1189
taken and used in 1501
taken and used on 180
taken and used the 200
taken and used to 1060
taken and went to 55
taken and were in 66
taken and what he 96
taken and what is 347
taken and what it 143
taken and what the 383
taken and what we 57
taken and when he 53
taken and when it 259
taken and when the 527
taken and when to 41
taken and will be 617
taken any care of 372
taken any care to 229
taken any food or 136
taken any form of 237
taken any hand in 128
taken any heed of 107
taken any hold of 132
taken any hold on 64
taken any kind of 726
taken any means to 187
taken any more of 79
taken any note of 483
taken any part as 54
taken any part at 168
taken any part in 12052
taken any part of 398
taken any part or 109
taken any role in 43
taken any root in 61
taken any side in 56
taken any sort of 271
taken any step at 41
taken any step in 651
taken any step of 58
taken any step on 70
taken any step or 54
taken any step so 110
taken any step to 1157
taken any time at 134
taken any time in 61
taken any time of 223
taken any time the 80
taken any time to 297
taken any time up 87
taken any town of 109
taken any type of 122
taken are among the 65
taken are from the 87
taken are open to 46
taken are part of 50
taken are said to 49
taken are such as 115
taken are those in 46
taken are those of 302
taken both during the 117
taken both from the 1164
taken both prior to 61
taken but also by 59
taken but also in 73
taken but also of 50
taken but also on 96
taken but also the 212
taken but also to 121
taken but from the 66
taken but half of 52
taken but half so 50
taken but most of 41
taken but must be 40
taken but once in 120
taken but once or 44
taken but such as 109
taken but there is 133
taken but what is 79
taken can also be 128
taken can best be 48
taken can move the 68
taken can only be 357
taken dead from the 108
taken dry upon the 52
taken due care in 159
taken due care of 581
taken due care to 606
taken due note of 1463
taken each other as 358
taken each other by 229
taken each other in 152
taken each other to 88
taken each side of 44
taken each time in 66
taken each time the 372
taken each time to 187
taken each week to 71
taken far away by 99
taken far away to 237
taken far back in 50
taken far from the 673
taken far into the 217
taken far more of 59
taken for acts of 52
taken for arming the 40
taken for bringing it 77
taken for bringing the 299
taken for bringing to 84
taken for data to 40
taken for debt or 44
taken for ever to 55
taken for fact by 54
taken for five or 95
taken for five to 88
taken for fixing the 112
taken for food by 184
taken for food in 121
taken for food or 87
taken for food to 88
taken for four or 86
taken for four to 67
taken for giving the 75
taken for gods by 48
taken for good or 89
taken for half an 124
taken for half of 630
taken for half the 731
taken for having the 89
taken for lack of 291
taken for laying the 64
taken for life by 73
taken for life to 46
taken for loss of 76
taken for making it 50
taken for making the 358
taken for making up 56
taken for many of 78
taken for more or 46
taken for most of 166
taken for moving the 56
taken for much by 87
taken for only the 53
taken for part of 585
taken for paying the 74
taken for rent in 48
taken for sale in 139
taken for sale of 51
taken for sale or 48
taken for sale to 295
taken for saving the 79
taken for some of 297
taken for such an 275
taken for such as 140
taken for such by 521
taken for such in 80
taken for their king 55
taken for those of 1426
taken for three or 226
taken for three to 133
taken for trial in 79
taken for trial to 371
taken for true by 68
taken for true of 78
taken for truth by 117
taken for truth in 103
taken for truth is 46
taken for want of 776
taken for what he 1162
taken for what is 373
taken for what it 7481
taken for what the 119
taken for what we 156
taken for wife the 65
taken for work in 64
taken for work on 54
taken for years by 64
taken for years in 65
taken for years to 71
taken god from me 135
taken had been in 150
taken had been of 180
taken had been so 80
taken had been the 158
taken had been to 144
taken has been an 84
taken has been in 350
taken has been of 49
taken has been so 163
taken has been the 538
taken has been to 988
taken has much to 41
taken heat from the 79
taken her ages to 115
taken her along on 123
taken her along the 70
taken her along to 210
taken her away as 160
taken her away at 54
taken her away by 176
taken her away in 336
taken her away on 87
taken her away so 130
taken her away to 785
taken her baby to 66
taken her back if 49
taken her back in 143
taken her back to 3277
taken her body to 106
taken her case to 162
taken her chin in 64
taken her days to 146
taken her dose of 82
taken her down the 216
taken her down to 1012
taken her during the 52
taken her face in 173
taken her fate in 54
taken her fill of 183
taken her food in 60
taken her from an 72
taken her from it 41
taken her from me 1076
taken her from the 2166
taken her from us 260
taken her half an 100
taken her half the 61
taken her hand as 473
taken her hand at 82
taken her hand in 1285
taken her hand or 59
taken her hand to 334
taken her heart by 58
taken her home as 112
taken her home at 40
taken her home by 43
taken her home in 300
taken her home on 46
taken her home the 41
taken her home to 727
taken her into an 88
taken her into my 709
taken her into the 2563
taken her just as 52
taken her kids to 40
taken her leave of 723
taken her life as 52
taken her life by 94
taken her life in 315
taken her line as 75
taken her meals in 73
taken her most of 205
taken her name in 52
taken her once to 99
taken her onto the 53
taken her over an 116
taken her over the 246
taken her over to 333
taken her part as 98
taken her part in 401
taken her part of 59
taken her past the 92
taken her pick of 100
taken her post at 72
taken her role as 121
taken her side in 175
taken her sons to 60
taken her there by 48
taken her there in 145
taken her there on 163
taken her there to 201
taken her time in 123
taken her time to 219
taken her turn at 156
taken her turn in 65
taken her turn of 120
taken her vows as 73
taken her vows in 64
taken her when he 94
taken her work to 55
taken her years of 92
taken her years to 1105
taken him ages to 110
taken him along as 171
taken him along in 61
taken him along on 454
taken him along the 229
taken him along to 384
taken him among the 67
taken him away as 165
taken him away at 104
taken him away by 145
taken him away in 451
taken him away on 79
taken him away so 238
taken him away the 48
taken him away to 678
taken him back as 97
taken him back in 189
taken him back on 76
taken him back to 3664
taken him days of 40
taken him days to 276
taken him down in 69
taken him down the 314
taken him down to 1186
taken him during the 57
taken him even in 41
taken him four or 49
taken him from an 83
taken him from it 42
taken him from me 1239
taken him from my 61
taken him from the 3575
taken him from us 726
taken him full in 62
taken him half an 353
taken him half the 95
taken him home in 132
taken him home on 57
taken him home to 874
taken him into an 134
taken him into my 838
taken him into the 4894
taken him just as 43
taken him most of 395
taken him most to 48
taken him north to 42
taken him once to 67
taken him only an 40
taken him only as 135
taken him only to 64
taken him onto the 58
taken him over an 126
taken him over as 100
taken him over in 41
taken him over so 99
taken him over the 603
taken him over to 474
taken him past the 261
taken him there as 132
taken him there by 48
taken him there in 132
taken him there on 93
taken him there to 211
taken him three or 90
taken him time to 246
taken him upon the 52
taken him when he 358
taken him years of 274
taken him years to 2020
taken his army by 41
taken his army in 82
taken his army to 156
taken his belt to 53
taken his berth in 57
taken his birth in 85
taken his boat to 93
taken his body to 164
taken his book to 45
taken his boys to 52
taken his case in 74
taken his case to 649
taken his copy of 68
taken his desk at 49
taken his dose of 70
taken his eyes or 78
taken his face in 120
taken his farm at 44
taken his fate in 50
taken his fill of 603
taken his girl to 77
taken his hand as 110
taken his hand in 666
taken his hand to 229
taken his heart by 83
taken his ideas of 353
taken his ideas on 58
taken his kids to 43
taken his kiss as 81
taken his lack of 55
taken his leave as 105
taken his leave at 167
taken his leave he 57
taken his leave in 118
taken his leave of 4203
taken his leave on 48
taken his leave the 113
taken his leave to 63
taken his life as 179
taken his life at 193
taken his life by 207
taken his life if 95
taken his life in 1241
taken his life on 135
taken his life to 83
taken his line of 60
taken his love of 46
taken his meals at 132
taken his meals in 236
taken his name as 167
taken his name in 439
taken his name to 86
taken his part as 130
taken his part by 64
taken his part in 1361
taken his part of 67
taken his part on 45
taken his pick of 241
taken his post as 200
taken his post at 218
taken his post in 186
taken his post of 53
taken his post on 183
taken his role as 423
taken his scat in 58
taken his ship to 83
taken his shot at 42
taken his side in 351
taken his sons to 91
taken his soul in 125
taken his theory of 57
taken his time in 407
taken his time on 94
taken his time to 463
taken his toll of 103
taken his trip to 42
taken his turn as 228
taken his turn at 601
taken his turn in 324
taken his turn on 82
taken his turn to 135
taken his view of 205
taken his vows as 82
taken his vows at 76
taken his vows in 62
taken his vows of 40
taken his walk in 57
taken his wife as 147
taken his wife by 64
taken his wife in 110
taken his wife on 207
taken his wife to 2283
taken his wife up 48
taken his word as 114
taken his word of 53
taken his word on 47
taken his work as 150
taken his work in 51
taken his work to 73
taken hot from the 340
taken ice from the 60
taken ill during the 1307
taken ill early in 153
taken ill from the 176
taken ill just as 114
taken ill just at 44
taken ill late in 55
taken ill there in 44
taken ill upon the 296
taken ill when he 67
taken ill when the 58
taken its bent to 51
taken its birth in 146
taken its case to 139
taken its fill of 129
taken its fill the 73
taken its form in 54
taken its hold on 79
taken its leave of 237
taken its name in 87
taken its name of 152
taken its part in 248
taken its rank as 78
taken its rise at 169
taken its rise in 2009
taken its rise on 69
taken its root in 149
taken its time in 136
taken its time to 205
taken its toll as 406
taken its toll at 80
taken its toll by 147
taken its toll in 1820
taken its toll of 3716
taken its toll on 17063
taken its turn at 62
taken its turn in 111
taken its turn to 44
taken long ages of 142
taken long ages to 88
taken long time to 62
taken long years of 107
taken long years to 176
taken lying down by 80
taken may also be 576
taken may have to 66
taken may well be 126
taken men from the 111
taken new form in 53
taken new life in 45
taken new york by 297
taken new york to 47
taken not from an 63
taken not from the 2009
taken not just as 388
taken not just by 110
taken not just in 60
taken not just of 58
taken not just to 118
taken not only as 3018
taken not only at 284
taken not only by 1655
taken not only in 1553
taken not only my 49
taken not only of 3346
taken not only on 278
taken not only the 679
taken not only to 3426
taken not upon the 51
taken now from the 67
taken now will be 51
taken off ahead of 106
taken off along the 111
taken off among the 43
taken off back to 50
taken off down the 386
taken off down to 85
taken off during the 1311
taken off early in 323
taken off from an 384
taken off from it 467
taken off from me 73
taken off from my 380
taken off from the 12481
taken off from us 135
taken off half an 58
taken off into the 1229
taken off just as 329
taken off just in 48
taken off late in 53
taken off like an 68
taken off like the 81
taken off line to 50
taken off many of 72
taken off most of 441
taken off much of 154
taken off must be 87
taken off only at 79
taken off only by 60
taken off only in 122
taken off only to 53
taken off over the 272
taken off part of 235
taken off prior to 115
taken off some of 683
taken off there is 87
taken off three or 65
taken off till he 40
taken off till it 51
taken off till the 324
taken off upon the 138
taken off when at 86
taken off when he 477
taken off when it 234
taken off when the 1559
taken off when we 158
taken off will be 95
taken off work in 55
taken off work to 203
taken one bite of 134
taken one copy of 41
taken one dose of 58
taken one drop of 53
taken one from the 335
taken one half of 192
taken one hell of 296
taken one hour or 41
taken one hour to 70
taken one look at 7233
taken one month to 54
taken one part of 130
taken one ship of 148
taken one side in 57
taken one side of 209
taken one side or 279
taken one step at 675
taken one step in 895
taken one step of 56
taken one step on 158
taken one step to 318
taken one step up 109
taken one third of 137
taken one turn in 46
taken one turn on 114
taken one view of 62
taken our case to 56
taken our fill of 129
taken our leave of 734
taken our oaths of 137
taken our part in 180
taken our seats at 315
taken our seats in 750
taken our seats on 369
taken our seats the 63
taken our side in 40
taken our time to 42
taken our turn at 44
taken our turn in 113
taken out ahead of 52
taken out along the 224
taken out among the 64
taken out down to 49
taken out during the 2316
taken out early in 226
taken out four of 52
taken out from an 125
taken out from it 384
taken out from my 87
taken out from the 13421
taken out half an 45
taken out half of 40
taken out half the 83
taken out into an 108
taken out into the 9378
taken out just as 122
taken out just the 47
taken out just to 49
taken out late in 50
taken out like the 49
taken out many of 61
taken out most of 453
taken out much of 81
taken out must be 239
taken out once in 130
taken out once or 83
taken out only as 124
taken out only at 101
taken out only by 263
taken out only if 67
taken out only in 187
taken out only on 283
taken out only the 64
taken out only to 225
taken out onto the 519
taken out over the 424
taken out part of 170
taken out prior to 508
taken out some of 585
taken out there by 46
taken out there in 84
taken out there is 120
taken out there of 68
taken out there to 71
taken out three of 86
taken out three or 50
taken out till the 151
taken out time to 51
taken out upon it 61
taken out upon the 688
taken out west by 46
taken out what he 86
taken out when he 274
taken out when it 275
taken out when the 1791
taken out when we 107
taken out will be 251
taken pay from the 42
taken per unit of 360
taken raw from the 40
taken real hold of 62
taken six days to 407
taken six years of 179
taken six years to 851
taken ten days or 57
taken ten days to 642
taken ten years in 60
taken ten years of 387
taken ten years or 82
taken ten years to 1666
taken than from the 44
taken than just to 59
taken than such as 40
taken than those of 70
taken than what is 62
taken than when the 96
taken that among the 68
taken that care of 71
taken that city by 67
taken that cold in 121
taken that during the 342
taken that even if 53
taken that even in 43
taken that even the 137
