tab stop every half 69
ten great ships only 47
ten have never been 44
ten male adult jews 134
ten mile round trip 56
ten month period from 58
ten more people were 68
ten other people from 50
ten other people were 130
ten other people will 51
ten other ranks were 47
ten other ships were 42
ten past eight when 102
ten there would have 86
ten till nearly five 47
ten time zones away 113
ten tiny white pigs 77
ten vast stone four 101
ten very happy years 76
ten were drawn from 62
ten were still busy 48
ten were taken from 75
ten years about some 46
ten years about town 72
ten years after birth 86
ten years after coming 253
ten years after cook 45
ten years after date 939
ten years after filing 71
ten years after full 41
ten years after giving 57
ten years after goethe 63
ten years after hall 40
ten years after having 430
ten years after high 743
ten years after hume 64
ten years after india 63
ten years after john 311
ten years after keats 45
ten years after leaving 1073
ten years after lord 138
ten years after losing 41
ten years after making 145
ten years after marx 45
ten years after mary 85
ten years after miss 51
ten years after most 160
ten years after moving 83
ten years after paul 70
ten years after peace 93
ten years after pearl 54
ten years after smith 59
ten years after some 41
ten years after such 1180
ten years after taking 168
ten years after their 4879
ten years after there 68
ten years after these 654
ten years after those 157
ten years after what 62
ten years after when 44
ten years after work 73
ten years after your 208
ten years apart from 77
ten years based upon 45
ten years burning down 61
ten years china will 48
ten years could have 217
ten years could only 45
ten years could well 45
ten years either side 104
ten years ended june 75
ten years every time 71
ten years first lord 45
ten years hence there 153
ten years hence when 221
ten years hence will 576
ten years later also 101
ten years later among 45
ten years later came 409
ten years later died 49
ten years later during 380
ten years later even 90
ten years later four 86
ten years later from 440
ten years later gave 192
ten years later have 94
ten years later having 44
ten years later into 275
ten years later john 164
ten years later just 62
ten years later left 47
ten years later less 46
ten years later lord 55
ten years later made 247
ten years later many 114
ten years later more 383
ten years later most 202
ten years later only 1143
ten years later over 150
ten years later pope 50
ten years later sold 89
ten years later some 217
ten years later such 160
ten years later their 471
ten years later there 4964
ten years later these 343
ten years later those 83
ten years later three 143
ten years later took 177
ten years later upon 58
ten years later went 100
ten years later were 887
ten years later what 70
ten years later when 6897
ten years later will 125
ten years longer there 41
ten years might have 316
ten years might well 62
ten years older during 53
ten years older from 60
ten years older when 327
ten years people have 65
ten years people will 95
ten years period from 55
ten years ranged from 52
ten years russia will 51
ten years seems like 46
ten years shall have 301
ten years since john 94
ten years since last 141
ten years since leaving 105
ten years since some 60
ten years since their 539
ten years since there 160
ten years since these 301
ten years since those 79
ten years since were 97
ten years since your 138
ten years under such 56
ten years under their 45
ten years under your 49
ten years until their 53
ten years which have 1622
ten years which were 188
ten years which will 107
ten years women have 69
ten years would also 46
ten years would cost 85
ten years would give 113
ten years would have 1546
ten years would make 181
ten years would pass 488
ten years would seem 158
ten years would show 108
ten years would take 43
ten young people from 60
ten young people were 42
ten young women from 46
ten young women were 100
than adam could have 73
than adam would have 53
than alex would have 43
than among human beings 212
than among large ones 77
than among older ones 293
than among people from 80
than among people living 125
than among small ones 99
than among urban ones 52
than among white ones 43
than among white youth 62
than among women aged 64
than among women from 46
than anger would have 115
than anne would have 45
than areas where there 57
than arms could have 92
than asking about their 45
than asking people what 112
than beings whose eyes 65
than book value when 61
than boys about their 73
than cain killing abel 48
than cash flows from 70
than cast doubt upon 102
than clear about what 234
than cold water will 45
than cool reason ever 3025
than during adult life 222
than during later life 122
than during later years 190
than during prime time 58
than during times when 95
than else might have 68
than emma could have 115
than even fifty years 125
than ever about having 83
than ever about their 505
than ever about what 1207
than ever about your 58
than ever after having 94
than ever after hearing 48
than ever after reading 100
than ever after seeing 49
than ever after such 42
than ever after their 211
than ever after these 61
than ever after three 42
than ever after what 93
than ever after your 47
than ever aloof from 64
than ever apart from 49
than ever beamed from 60
than ever comes from 44
than ever could have 1661
than ever found their 57
than ever might give 64
than ever people were 84
than ever shone upon 55
than ever since their 111
than ever since these 56
than ever since your 46
than ever sprang from 106
than ever sprung from 67
than ever stood upon 48
than ever taken from 57
than ever thrown back 51
than ever today when 94
than ever under their 94
than ever woman will 60
than ever would have 879
than face value when 73
than fact could have 43
than fall again into 107
than fall alive into 497
than fine pearls were 124
than five acres from 41
than five acres have 99
than five acres were 59
than five bills were 40
than five brief years 104
than five court days 111
than five cubic feet 149
than five hours away 387
than five hours during 66
than five hours from 342
than five hours gone 130
than five hours were 53
than five hours when 59
than five miles ahead 95
than five miles along 125
than five miles away 5958
than five miles back 56
than five miles deep 244
than five miles down 191
than five miles from 9750
than five miles high 146
than five miles into 88
than five miles north 460
than five miles over 223
than five miles south 425
than five miles west 231
than five miles when 154
than five miles wide 526
than five months away 218
than five months during 66
than five months from 1069
than five months have 175
than five months into 84
than five months prior 134
than five months there 41
than five months these 40
than five months were 97
than five months when 109
than five paces away 87
than five paces from 144
than five pairs were 51
than five people have 76
than five people must 67
than five people were 290
than five people will 49
than five score years 47
than five short years 98
than five steps away 75
than five steps from 84
than five steps into 46
than five steps when 116
than five times during 826
than five times from 226
than five times less 62
than five times more 1248
than five times over 796
than five times their 1677
than five times those 311
than five times were 75
than five times what 1742
than five weeks away 252
than five weeks from 219
than five weeks have 197
than five weeks prior 66
than five weeks were 59
than five weeks when 58
than five women were 83
than five working days 722
than five would have 42
than five yards ahead 64
than five yards away 561
than five yards from 595
than five yards when 42
than five yards wide 82
than four acres from 42
than four cubic feet 84
than four fifths were 70
than four hours away 697
than four hours during 168
than four hours from 719
than four hours have 142
than four hours late 218
than four hours over 41
than four hours prior 89
than four hours were 121
than four hours when 151
than four hours will 49
than four hours work 105
than four items were 56
than four light years 158
than four lines from 65
than four miles ahead 41
than four miles along 136
than four miles away 2445
than four miles deep 135
than four miles down 45
than four miles from 3992
than four miles high 47
than four miles into 73
than four miles north 283
than four miles south 276
than four miles west 76
than four miles when 122
than four miles wide 426
than four months along 42
than four months away 783
than four months during 197
than four months from 1609
than four months have 340
than four months into 121
than four months left 80
than four months over 201
than four months past 119
than four months prior 2414
than four months there 125
than four months time 59
than four months were 236
than four months when 265
than four paces from 62
than four people have 73
than four people were 110
than four score years 1001
than four short years 174
than four small ones 40
than four steps from 43
than four steps when 44
than four times during 882
than four times four 104
than four times from 240
than four times less 261
than four times more 1956
than four times over 611
than four times their 1183
than four times those 419
than four times what 2742
than four times when 41
than four times your 43
than four weeks away 304
than four weeks during 75
than four weeks from 895
than four weeks have 90
than four weeks left 46
than four weeks prior 869
than four weeks were 94
than four weeks when 55
than four working days 146
than four would have 45
than four yards away 144
than four yards from 141
than four yards wide 85
than free amino acid 206
than from above down 44
than from anything else 6516
than from anything like 51
than from aught else 48
than from either drug 85
than from enemy fire 128
than from every other 298
than from first hand 48
than from human beings 115
than from human milk 61
than from large ones 204
than from older ones 40
than from rural areas 231
than from short ones 52
than from small ones 172
than from urban areas 111
than from which there 53
than from which tube 44
than from whole milk 42
than from within their 52
than full human beings 248
than give thirty years 47
than goethe could have 74
than good comes from 136
than good might come 53
than good nursing care 40
than good queen bess 45
than good would come 228
than good would have 92
than gore could show 49
than great slave lake 61
than half about half 245
than half again what 44
than half comes from 269
than half could have 46
than half could name 59
than half drunk when 67
than half earned less 53
than half given over 181
than half might have 50
than half owned their 47
than half right when 136
than half spent when 52
than half total length 287
than half would have 357
than hanging about here 48
than harm would come 77
than have anything more 196
than have found their 46
than have human beings 46
than have often been 204
than have others speak 57
than have people think 71
than have since been 182
than having power over 60
than hearing people gush 50
than heart could wish 1052
than here where there 40
than hers could ever 60
than hers could have 46
than hers might have 151
than hers would have 264
than high water mark 123
than into anything else 311
than iron weigh upon 45
than jack could have 60
than jack would have 123
than john could have 48
than john would have 148
than just carry news 53
than just feeling good 104
than just getting along 198
than just getting away 52
than just getting from 84
than just getting good 42
than just getting into 73
than just getting more 40
than just getting their 77
than just getting your 98
than just handing over 113
than just human beings 138
than just jumping into 88
than just keeping your 86
than just knowing their 50
than just knowing what 258
than just knowing your 49
than just learning from 56
than just learning what 49
than just letting your 40
than just looking good 83
than just looking like 47
than just money from 71
than just plain text 119
than just putting down 46
than just putting your 72
than just relying upon 42
than just running away 65
than just sitting back 179
than just sitting down 500
than just sitting here 367
than just sitting there 538
than just stand there 481
than just staying home 47
than just throwing away 97
than just touch upon 73
than just walking away 68
than just walking into 92
than just writing code 84
than just writing down 160
than kant would have 68
than kate would have 89
than keep aloof from 46
than last night when 143
than less dense ones 50
than less risky ones 48
than life could ever 68
than life could give 52
than life would have 52
than like anything else 1429
than like human beings 561
than live after such 88
than live after their 66
than live apart from 64
than live forty years 90
than live human beings 45
than live under such 257
than live under their 42
than living apart from 50
than living human beings 290
than look after their 130
than lord george having 41
than make people feel 55
than make small talk 56
than making money from 92
than making paper from 62
than making people feel 81
than making small talk 163
than many could have 142
than many human beings 435
than many later ones 60
than many might have 507
than many might think 258
than many older ones 48
than many others among 45
than many others during 45
than many others from 155
than many others have 518
than many others were 107
than many others what 93
than many others when 108
than many others whom 55
than many people care 84
than many people ever 390
than many people feel 58
than many people find 149
than many people gave 63
than many people give 288
than many people half 136
than many people have 962
than many people here 74
than many people knew 44
than many people know 166
than many people like 209
than many people living 58
than many people make 62
than many people seem 334
than many people take 93
than many people think 2848
than many people want 100
than many people were 124
than many people whom 43
than many people will 520
than many putting forth 71
than many short ones 72
than many small ones 1370
than many times their 61
than many which came 74
than many which have 630
than many which were 152
than many women ever 40
than many women half 45
than many women have 73
than many words from 47
than many would care 214
than many would give 56
than many would have 3317
than many would like 1467
than many would think 255
than many would want 46
than many would wish 176
than mark would have 46
than marx could have 177
than marx would have 91
than mary baker eddy 127
than mary could have 53
than mary might have 160
than mary would have 78
than mere guess work 127
than mere human beings 145
than mere human laws 94
than mere human life 41
than mere human love 66
than mere money making 121
than mere sales talk 40
than mere words ever 109
than mere words were 41
than mill would have 45
than mine could ever 485
than mine could have 266
than mine might have 277
than mine might well 51
than mine would ever 74
than mine would have 752
than mine would help 51
than more rural areas 40
than more timid ones 60
than most about such 87
than most about what 334
than most anything else 1112
than most books make 44
than most could ever 75
than most could have 210
than most every other 54
than most folks ever 156
than most folks have 88
than most folks think 141
than most girls have 86
than most girls your 48
than most human beings 2407
than most indian dogs 94
than most might have 66
than most others from 158
than most others have 152
than most others were 104
than most others when 61
than most people care 384
than most people dare 120
than most people dream 386
than most people during 40
than most people even 191
than most people ever 4240
than most people face 43
than most people feel 107
than most people find 180
than most people from 258
than most people gave 345
than most people give 777
than most people half 279
than most people have 8669
than most people here 312
than most people just 65
than most people knew 612
than most people know 1786
than most people learn 191
than most people like 686
than most people live 76
than most people living 103
than most people made 124
than most people make 376
than most people need 551
than most people over 42
than most people seem 903
than most people speak 61
than most people take 265
than most people talk 47
than most people tend 107
than most people their 78
than most people there 124
than most people think 9103
than most people used 46
than most people walk 47
than most people want 500
than most people were 764
than most people what 801
than most people when 271
than most people will 2317
than most people wish 72
than most people work 42
than most people your 137
than most rural areas 101
than most state laws 58
than most urban areas 48
than most users need 46
than most users will 106
than most which have 104
than most women ever 308
than most women half 58
than most women have 360
than most women into 43
than most women know 73
than most women make 41
than most women were 102
than most women when 56
than most women will 46
than most would care 164
than most would dare 63
than most would ever 99
than most would have 911
than most would like 178
than most would think 143
than most would want 50
than much later work 41
than much older ones 63
than nero could have 58
than nine hours from 88
than nine miles away 135
than nine miles from 507
than nine miles wide 105
than nine months away 285
than nine months during 85
than nine months from 878
than nine months gone 70
than nine months have 179
than nine months into 59
than nine months prior 217
than nine months were 72
than nine months when 149
than nine times during 167
than nine times from 57
than nine times more 178
than nine times over 48
than nine times their 47
than nine times what 58
than nine weeks from 49
than nothing about what 52
than once about having 63
than once about what 167
than once asked leave 55
than once broke down 107
than once broke into 48
than once burst into 41
than once crazy mary 62
than once dimly down 238
than once drawn upon 44
than once dwelt upon 98
than once every five 2757
than once every four 2519
than once every half 249
than once every hour 298
than once every month 270
than once every other 389
than once every third 48
than once every three 6561
than once every week 206
than once found their 41
than once found vent 209
than once given rise 197
than once might have 90
than once mused upon 84
than once nearly cost 76
than once nearly lost 82
than once people have 206
than once rises into 64
than once saved from 152
than once saved their 40
than once shown their 46
than once since leaving 55
than once since their 134
than once since your 41
than once swept away 137
than once taken from 45
than once taken part 51
than once taken upon 58
than once thrown down 81
than once thrown into 52
than once under fire 53
than once under these 70
than once urged upon 94
than once while reading 64
than once would have 240
than ones which have 116
than ones which were 100
than other amino acid 92
than other birds upon 203
than other brain areas 67
than other crops such 49
than other drugs such 51
than other drugs used 117
than other firms will 49
than other forms such 72
than other girls their 118
than other human beings 1807
than other local areas 45
than other people even 86
than other people ever 104
than other people from 253
than other people have 907
than other people just 95
than other people know 96
than other people living 48
than other people need 52
than other people seem 47
than other people take 47
than other people their 134
than other people think 171
than other people went 50
than other people were 245
than other people what 363
than other people when 313
than other people will 108
than other people your 64
than other print media 60
than other races have 55
than other rural areas 124
than other terms such 87
than other times when 46
than other types such 60
than other urban areas 511
than other women from 47
than other women have 128
than other women their 92
than other women were 67
than other women when 59
than ours could ever 68
than ours could have 77
than ours might have 168
than ours would find 47
than ours would have 330
than over anything else 725
than page after page 187
than paul could have 94
than paul would have 112
than pitt would have 80
than play cards ever 65
than poor grace ever 81
than pope could have 77
than pope would have 53
than reading every word 58
than rich white lace 72
than risk falling into 161
than risk getting hurt 46
than risk getting into 47
than risk getting lost 153
than risk running into 109
than rome would have 43
than sans serif type 185
than single large ones 64
than single women were 67
than slow growing ones 46
than smith would have 70
than sneak after these 46
than some amber cups 49
than some fifty years 79
than some folks have 43
than some folks think 71
than some forty years 51
than some green young 53
than some human beings 305
than some later ones 60
than some later time 44
than some lines from 57
than some might have 423
than some might like 136
than some might think 398
than some might wish 148
than some older ones 48
than some others from 122
than some others have 282
than some others much 65
than some others seem 66
than some others were 99
than some others what 100
than some others when 46
than some others whom 94
than some people care 45
than some people ever 214
than some people find 80
than some people give 110
than some people have 624
than some people know 61
than some people like 151
than some people make 73
than some people seem 216
than some people think 1062
than some people want 70
than some people were 65
than some people will 142
than some polar truth 109
than some thirty years 91
than some which have 347
than some which were 199
than some would care 53
than some would have 1147
than some would like 603
than some would make 46
than some would think 187
than some would wish 153
than stay longer there 51
than such small ones 49
than such words from 63
than take anything from 103
than take money from 206
than taking candy from 103
than taking money from 135
than talk about such 96
than talk about their 200
than talk about these 53
than talk about what 533
than talk about your 51
than tears would have 94
than tell others what 49
than tell people what 99
than their amino acid 44
than their author ever 55
than their black male 70
than their brand name 72
than their child when 42
than their daily bread 296
than their daily food 95
than their daily life 54
than their daily work 52
than their earnings from 44
than their entry into 101
than their father ever 74
than their father lost 139
than their feeding upon 46
than their first cost 83
than their first name 55
than their first ones 73
than their focal length 81
than their front legs 169
than their front ones 58
than their given name 83
than their growth rate 48
than their hands full 98
than their hearts also 51
than their homes were 44
than their known fees 94
than their later ones 59
than their leaves when 103
than their legal fees 85
than their legal form 123
than their lives were 172
than their logic from 40
than their loved ones 69
than their lower ones 43
than their maker made 49
than their match when 40
than their minds were 83
than their names were 49
than their never having 44
than their peers during 116
than their peers from 1001
than their peers have 77
than their peers living 102
than their peers tend 61
than their peers were 111
than their peers when 126
than their peers will 53
than their plain meaning 74
than their power over 59
than their prime cost 124
than their rhyming tell 520
than their shape when 65
than their share from 171
than their share were 46
than their share when 86
than their sheer size 59
than their small size 199
than their small town 53
than their social rank 100
than their total cost 75
than their total rent 46
than their trade union 71
than their usual fare 86
than their usual fees 83
than their usual hour 65
than their usual meaning 44
than their usual ones 69
than their usual rate 78
than their usual size 83
than their usual time 380
than their usual work 49
than their value when 133
than their wages will 43
than their white male 1244
than their wives have 61
than their wives were 152
than their wives will 43
than their worst fears 75
than theory would have 66
than there arose from 52
than there arose such 44
than there could ever 140
than there could have 440
than there might have 769
than there might seem 50
than there really were 404
than there shone forth 45
than there would come 45
than there would ever 78
than there would have 5863
than there would seem 58
than these could have 210
than these first three 49
than these lines from 204
than these might have 97
than these never were 40
than these pages will 55
than these people have 194
than these people here 57
than these people were 84
than these roman ones 43
than these thirty years 53
than these which have 256
than these which were 159
than these which will 48
than these words from 282
than these would have 398
than thine shall cure 45
than think about their 42
than think about what 499
than those about other 113
than those about their 50
than those about whom 145
than those acted upon 54
than those after mere 48
than those arising from 15987
than those based only 154
than those based upon 3278
than those books were 45
than those built during 108
than those built from 95
than those built into 288
than those built upon 60
than those cited from 71
than those cited here 262
than those could have 41
than those drawn from 1249
than those earned from 70
than those ensuing from 100
than those faced during 68
than those facts will 120
than those falling from 42
than those falling into 140
than those falling upon 49
than those fired from 77
than those first made 53
than those first seen 160
than those first three 49
than those first used 174
than those flowing from 349
than those forming part 226
than those found along 159
than those found among 1156
than those found during 409
than those found even 53
than those found from 540
than those found here 259
than those found only 47
than those found over 113
than those found upon 85
than those found when 306
than those fresh from 55
than those given during 66
than those given from 55
than those given here 1229
than those given less 57
than those given more 51
than those given must 46
than those given only 298
than those given other 68
than those given over 41
than those glens shut 88
than those growing wild 42
than those grown from 610
than those grown upon 76
than those human beings 42
than those issuing from 156
than those known from 327
than those lacking such 442
than those lacking these 140
than those leased from 42
than those lofty ones 46
than those lower down 2732
than those named have 41
than those named here 57
than those named were 96
than those nearer home 81
than those noble poems 141
than those noted here 142
than those often used 125
than those passing from 66
than those people have 68
than those people living 66
than those people were 54
than those people whom 73
than those reared from 102
than those relying upon 43
than those ruled over 47
than those running from 45
than those running north 86
than those scoring high 60
than those sheep were 42
than those showing less 58
than those showing only 47
than those shown here 1393
than those shown were 52
than those springing from 199
than those still living 251
than those taken during 192
than those taken from 1983
than those taken into 421
than those taken over 53
than those taken when 98
than those thrust into 47
than those times when 207
than those under less 114
than those under other 168
than those under their 99
than those under whom 87
than those where most 41
than those where only 324
than those where some 71
than those where such 120
than those where their 86
than those where there 488
than those where these 78
than those which also 178
than those which bind 640
than those which blow 228
than those which bore 152
than those which break 112
than those which bred 54
than those which burn 59
than those which call 255
than those which came 1268
than those which come 2852
than those which cost 123
than those which date 130
than those which dealt 95
than those which deny 68
than those which died 70
than those which draw 135
than those which even 394
than those which ever 303
than those which face 675
than those which fail 94
than those which fall 1094
than those which feed 378
than those which fell 536
than those which fill 125
than those which find 260
than those which flow 865
than those which form 2764
than those which from 105
than those which gave 445
than those which give 1210
than those which glean 63
than those which grew 339
than those which grow 983
than those which have 38247
than those which held 163
than those which help 196
than those which here 57
than those which hold 388
than those which john 63
than those which join 48
than those which just 59
than those which keep 120
than those which kept 99
than those which kill 97
than those which lack 218
than those which laid 47
than those which leave 157
than those which left 57
than those which lend 44
than those which life 100
than those which line 153
than those which link 198
than those which live 696
than those which look 183
than those which lord 102
than those which love 196
than those which lurk 52
than those which made 568
than those which make 1670
than those which many 380
than those which mark 420
than those which meet 244
than those which mere 194
than those which more 196
than those which most 662
than those which move 519
than those which must 1064
than those which need 154
than those which once 366
than those which only 1152
than those which open 224
than those which other 244
than those which pass 1596
than those which paul 49
than those which play 63
than those which reach 217
than those which rely 332
than those which rest 664
than those which rise 331
than those which rose 75
than those which rule 173
than those which sate 80
than those which seek 214
than those which seem 716
than those which sell 62
than those which send 54
than those which sent 48
than those which show 1039
than those which singly 119
than those which some 181
than those which speak 149
than those which spring 703
than those which stem 120
than those which such 400
than those which suit 59
than those which take 1255
than those which teach 107
than those which tell 908
than those which tend 542
than those which their 1023
than those which these 238
than those which throw 50
than those which time 53
than those which told 43
than those which took 955
than those which treat 227
than those which turn 112
than those which used 308
than those which vary 99
than those which want 65
than those which went 454
than those which were 24672
than those which will 3297
than those which work 268
than those which your 214
than those whose birth 150
than those whose diet 142
than those whose duty 147
than those whose early 100
than those whose eyes 199
than those whose faith 67
than those whose food 191
than those whose heads 100
than those whose health 122
than those whose heart 93
than those whose home 121
than those whose ideas 45
than those whose jobs 223
than those whose land 55
than those whose life 220
than those whose loss 51
than those whose loving 55
than those whose main 176
than those whose meaning 90
than those whose more 40
than those whose need 42
than those whose nest 51
than those whose only 534
than those whose pain 53
than those whose self 346
than those whose size 54
than those whose skin 99
than those whose sole 139
than those whose time 77
than those whose view 97
than those whose wealth 109
than those whose work 1271
than those within their 205
than those words from 43
than those working from 51
than those working full 129
than those working part 121
than those worthy ends 58
than those would have 98
than three acres were 52
than three cubic feet 163
than three dozen other 154
than three dozen such 104
than three earned runs 45
than three fifths were 54
than three fingers thick 44
than three gross tons 58
than three hours ahead 66
than three hours away 1547
than three hours during 199
than three hours from 1359
than three hours have 98
than three hours high 45
than three hours last 43
than three hours late 448
than three hours left 65
than three hours over 102
than three hours prior 102
than three hours there 103
than three hours time 135
than three hours were 282
than three hours when 294
than three hours will 45
than three human beings 72
than three large meals 855
than three large ones 645
than three lines from 62
than three miles ahead 118
than three miles along 213
than three miles away 6331
than three miles back 43
than three miles deep 350
than three miles down 236
than three miles from 11313
than three miles high 226
than three miles into 143
than three miles north 610
than three miles over 150
than three miles south 620
than three miles thick 52
than three miles west 273
than three miles when 257
than three miles wide 918
than three months ahead 248
than three months along 46
than three months away 1951
than three months back 244
than three months during 518
than three months even 52
than three months from 5875
than three months have 707
than three months having 55
than three months into 389
than three months late 182
than three months left 166
than three months more 228
than three months must 389
than three months next 69
than three months only 42
than three months over 240
than three months pass 42
than three months past 491
than three months prior 3754
than three months there 474
than three months these 58
than three months time 217
than three months were 655
than three months when 840
than three months will 181
than three paces away 162
than three paces from 242
than three parts full 145
than three parts sand 58
than three people from 54
than three people have 69
than three people were 237
than three people will 44
than three score years 1587
than three ships were 52
than three short years 172
than three shots were 54
than three small ones 72
than three steps away 129
than three steps from 241
than three steps into 68
than three steps when 231
than three times during 1542
than three times from 409
than three times have 77
than three times length 84
than three times less 304
than three times more 3448
than three times over 1320
than three times such 127
than three times their 2421
than three times these 57
than three times those 836
than three times three 135
than three times were 97
than three times what 5293
than three times when 91
than three times width 57
than three times your 163
than three weeks ahead 106
than three weeks away 2688
than three weeks during 113
than three weeks from 1952
than three weeks have 184
than three weeks into 205
than three weeks late 130
than three weeks left 395
than three weeks more 105
than three weeks over 46
than three weeks past 184
than three weeks prior 757
than three weeks there 291
than three weeks time 245
than three weeks went 63
than three weeks were 246
than three weeks when 390
than three weeks will 57
than three whole days 90
than three whole years 77
than three working days 494
than three works from 41
than three would have 59
than three yards away 270
than three yards from 438
than three yards high 40
than three yards wide 145
than throw light upon 117
than time since birth 109
than took place during 100
than took place when 49
than truth never know 103
than turn aside from 134
than upon anything else 4787
than upon either wool 56
than upon every other 50
than upon human beings 56
than upon sitting down 96
than very large ones 301
than very minor ones 55
than very short ones 70
than very short term 49
than very small ones 315
than very small sums 42
than voting stock will 100
than wait until next 88
than wait until some 57
than wait until their 87
than wait until there 70
than wait until your 82
than were built during 58
than were cells from 55
than were either their 48
than were found among 215
than were found there 43
than were found when 42
than were girls from 43
than were known when 41
than were older ones 85
than were people born 44
than were people from 101
than were people living 54
than were really there 59
than were really worn 80
than were taken from 51
than were usual even 73
than were within these 100
than were women from 131
than were women living 44
than west indian boys 48
than what arise from 451
than what arose from 1792
than what comes from 1633
than what could ever 62
than what could have 1425
than what every body 46
than what every good 57
than what every other 171
than what every wife 101
than what every young 126
than what falls during 102
than what flows from 185
than what forms part 45
than what human beings 240
than what jesus said 63
than what looks good 43
than what looks like 65
than what might come 94
than what might flow 61
than what might have 3434
than what might seem 146
than what might well 71
than what others call 57
than what others have 555
than what others think 383
than what others want 88
than what others were 111
than what people call 188
than what people have 148
than what people make 44
than what people said 48
than what people think 405
than what people want 132
than what people were 124
than what people will 76
than what really came 47
than what rises from 42
than what seamen call 54
than what shall have 92
than what springs from 198
than what women have 59
than what would come 131
than what would fill 50
than what would give 47
than what would have 12877
than what would make 173
than what would seem 166
than what would suit 40
than what would take 66
than when acted upon 57
than when alive here 42
than when arising from 87
than when based upon 98
than when cells were 48
than when drawn from 53
than when either drug 285
than when every other 97
than when fired from 43
than when first heard 40
than when first laid 70
than when first made 160
than when first seen 294
than when first used 65
than when fresh from 74
than when grown from 56
than when looking down 49
than when looking from 44
than when others were 139
than when people have 60
than when people were 71
than when reagan took 97
than when running full 41
than when sitting down 117
than when spread over 100
than when taken from 336
than when taken into 242
than when thrown into 49
than when times were 83
than when under their 47
than when women were 58
than when working from 77
than will anything else 167
than will appear from 135
than will arise from 78
than will catch mice 105
than will occur when 129
than will serve their 93
than work under such 45
than work which only 80
than years later when 54
than young people from 221
than young people have 102
than young people were 66
than young women from 57
than your creating will 83
than your elbow into 120
than your father ever 585
than your father left 172
than your father will 55
than your first name 83
than your force move 463
than your index finger 116
than your legal name 59
than your local bank 63
than your loved ones 47
than your lower back 51
than your money back 92
than your money will 40
than your mother ever 138
than your noble heart 50
than your right foot 48
than your right hand 100
than your upper body 47
than your usual rate 177
than your usual self 90
than your usual time 109
than your whole body 334
than your whole life 78
than your worst fears 48
that abby would have 59
that acting either part 735
that acts rather like 55
that acts which have 177
