tabby cat curled up 129
table and rolled up 187
table and rotate it 96
table and rotate the 133
table and rubbed at 51
table and rubbed it 70
table and rubbed my 77
table and rubbed the 524
table and rushed at 83
table and rushed to 925
table and secure it 107
table and secure the 89
table and seemed to 1314
table and seized it 41
table and seized the 506
table and seizes the 88
table and select the 524
table and served as 144
table and served by 122
table and served in 60
table and served it 53
table and served me 52
table and served the 403
table and served to 43
table and served up 63
table and served us 74
table and serves as 77
table and serves the 64
table and settle the 67
table and shakes the 40
table and shared by 40
table and shared the 140
table and should be 1068
table and shouting at 94
table and shouts of 52
table and shoved it 301
table and shoved the 329
table and showed it 549
table and showed me 214
table and showed no 83
table and showed the 254
table and showed us 177
table and signed it 40
table and signed the 220
table and signed to 91
table and sipped at 117
table and sipped it 101
table and sipped my 65
table and sipped tea 43
table and sipped the 450
table and sketch the 141
table and sleeping in 213
table and sliced the 43
table and slides it 44
table and smashing it 47
table and smashing the 50
table and smiled as 282
table and smiled at 2807
table and smiled in 46
table and smiled to 97
table and smiles at 191
table and smoked in 120
table and sobbed as 41
table and sobbed at 52
table and something to 47
table and sought the 45
table and sought to 51
table and spilling the 167
table and stacking the 155
table and standing in 91
table and standing up 459
table and stands in 56
table and stands on 95
table and stands up 316
table and stared at 9470
table and stared in 142
table and stared up 76
table and stares at 439
table and starting the 50
table and starting to 347
table and starts the 58
table and starts to 1014
table and stirring the 83
table and stored in 135
table and stores it 117
table and stores the 94
table and strike the 58
table and strode to 397
table and struck at 105
table and struck it 276
table and struck the 318
table and struck up 91
table and studying the 56
table and submit to 130
table and sweeping the 85
table and switch to 189
table and tables of 56
table and talked as 149
table and talked at 47
table and talked in 287
table and talked of 288
table and talked to 1415
table and tapped it 150
table and tapped my 40
table and tapped on 70
table and tapped the 253
table and tasted my 80
table and tasted the 45
table and tested the 48
table and thanked the 57
table and thought he 102
table and thought it 84
table and thought of 555
table and thought to 72
table and through the 1037
table and thrusting the 42
table and tidied up 83
table and tilted it 62
table and tilted the 40
table and tipped it 152
table and tipped the 153
table and tossed it 801
table and tossed the 136
table and tosses it 91
table and touching the 155
table and toward the 573
table and traced the 87
table and treated as 40
table and treated to 45
table and tucked it 131
table and tucked the 79
table and tugged at 204
table and tugged on 43
table and turned in 101
table and turned it 1766
table and turned my 43
table and turned on 1987
table and turned the 1664
table and turned to 6785
table and turned up 426
table and unable to 47
table and untied the 117
table and update the 289
table and waited as 64
table and waited in 133
table and waited on 272
table and waited to 410
table and walked in 151
table and walked on 44
table and walked the 60
table and walked to 4676
table and walked up 633
table and wanted to 307
table and washed the 2811
table and washed up 376
table and washes the 93
table and watching the 445
table and wedged it 40
table and whether the 117
table and winked at 194
table and wished to 51
table and without the 152
table and worked at 107
table and worked on 351
table and writes it 49
table and writes on 62
table and writes the 99
table and yanked the 61
table and yelled at 176
table are already in 41
table are always the 67
table are called the 265
table are caused by 196
table are common to 66
table are copied to 70
table are enough to 48
table are filled in 230
table are formed by 54
table are likely to 915
table are linked to 80
table are listed as 155
table are listed by 58
table are listed in 686
table are listed the 1457
table are marked as 44
table are needed to 152
table are number of 60
table are placed at 100
table are placed in 177
table are placed on 85
table are placed the 380
table are simply the 83
table are sorted by 68
table are sorted in 53
table are stacks of 58
table are stated in 237
table are stored in 695
table are thought to 41
table are treated as 157
table are values of 381
table being cleared by 54
table being placed at 45
table being placed in 174
table being served by 57
table big enough to 978
table but should be 69
table but without the 44
table can affect the 67
table can always be 158
table can double as 119
table can hardly be 112
table can readily be 111
table can relate to 93
table can result in 218
table did little to 46
table far enough to 66
table for almost an 121
table for anyone to 167
table for checking the 46
table for diners to 175
table for dinner as 114
table for dinner at 269
table for dinner in 222
table for dinner is 89
table for dinner on 123
table for dinner or 116
table for guests to 553
table for number of 169
table for reasons of 155
table for reducing the 123
table for someone to 81
table for something to 261
table for supper in 89
table for twelve at 44
table for twelve in 58
table for values of 345
table going through the 249
table had become an 45
table had become the 86
table had fallen to 43
table had plenty of 42
table had something to 40
table had turned to 113
table has become an 76
table has become the 106
table has fallen by 67
table has proved to 48
table long before he 41
table long before the 296
table long enough to 2158
table low enough to 141
table may assist in 62
table may assist the 54
table may indeed be 54
table may readily be 80
table may result in 243
table may safely be 43
table near enough to 132
table near philip to 49
table now appears as 177
table now appears in 99
table now before me 260
table one record at 138
table ran almost the 46
table ran through the 77
table set across in 45
table set across the 54
table set before it 42
table set before the 660
table set before us 40
table set beside the 68
table she looked at 251
table she looked up 77
table she picked up 400
table she placed the 101
table she seemed to 56
table she turned to 162
table that allows the 317
table that allows us 74
table that appears at 71
table that appears in 596
table that appears on 567
table that appears to 140
table that before the 41
table that begins on 71
table that belongs to 151
table that caused the 74
table that changes in 52
table that covers the 72
table that exists in 123
table that filled the 276
table that filled up 41
table that folded up 279
table that formed the 59
table that graced the 44
table that listed the 118
table that looked as 681
table that looked to 41
table that points to 194
table that refers to 215
table that relate to 94
table that rested on 60
table that seemed to 421
table that served as 5036
table that serves as 525
table that should be 330
table that showed the 155
table that stands in 204
table that stands on 106
table that starts at 70
table that stores the 1536
table that tracks the 94
table that whereas the 48
table then appears as 133
table then turned to 65
table they looked at 51
table they should be 136
table they talked of 135
table top before the 40
table top should be 712
table two pieces of 109
table use should be 67
table was across the 50
table was agreed to 245
table was almost as 207
table was almost the 50
table was already in 88
table was always in 83
table was always the 98
table was before it 53
table was before the 42
table was beside the 116
table was bolted to 132
table was broken by 108
table was broken in 46
table was broken up 103
table was called the 97
table was called up 55
table was caused by 67
table was changed to 49
table was chosen as 42
table was chosen to 44
table was cleared by 170
table was cleared he 66
table was cleared in 125
table was cleared of 485
table was cleared the 91
table was cleared to 42
table was cleared we 59
table was created by 318
table was created in 153
table was created or 51
table was created to 177
table was devoid of 44
table was draped in 176
table was driven by 50
table was engaged in 83
table was enough to 291
table was fanned in 52
table was filled by 156
table was filled in 54
table was filled to 85
table was folded up 54
table was formed by 129
table was formed in 56
table was formed of 122
table was graced by 251
table was indeed the 88
table was joined by 42
table was lifted up 60
table was likely to 136
table was marked by 103
table was nearest the 40
table was opened to 42
table was packed up 41
table was placed an 46
table was placed at 378
table was placed by 133
table was placed in 4351
table was placed on 460
table was placed so 41
table was placed the 143
table was placed to 57
table was pulled up 57
table was pushed to 104
table was pushed up 178
table was raised by 49
table was raised on 76
table was raised to 74
table was raised up 42
table was reached at 82
table was seized by 41
table was served by 176
table was served in 244
table was served the 49
table was shared by 52
table was signed by 93
table was silent as 112
table was something of 52
table was standing in 134
table was standing on 139
table was starting to 68
table was stored in 73
table was tilted to 49
table was turned on 197
table was turned to 48
table was unable to 54
table was waited on 104
table was watching the 41
table who seemed to 190
table who should be 58
table with carvings of 53
table with chairs at 47
table with chairs in 241
table with chairs on 280
table with chairs or 50
table with chairs to 205
table with coffee in 61
table with copies of 301
table with dishes of 120
table with dozens of 288
table with drinks in 68
table with guests of 82
table with little or 141
table with loaves of 67
table with papers in 177
table with papers on 113
table with pieces of 165
table with plates of 236
table with plenty of 857
table with regard to 877
table with scraps of 48
table with sheets of 151
table with slices of 70
table with something of 145
table with something on 51
table with something to 152
table with stacks of 258
table with strips of 48
table with values of 150
table you created in 635
table you intend to 86
table you should be 139
taboo and should be 41
taboo for anyone to 357
taboo was broken by 87
taboo was broken in 48
taboo was placed on 121
taboo with regard to 230
tacks and sheets of 83
tacks are driven in 91
tagging and tracking of 61
taiga and tundra in 113
taiga and tundra of 141
tailing off through the 56
tailing off toward the 113
tailing out behind the 235
tails and dwarfs in 78
tails are buried in 53
tails are caused by 79
tails are common in 40
tails are common to 71
tails are formed by 89
tails are likely to 82
tails are thought to 67
tails long enough to 148
tails off toward the 136
taint any effort on 68
taint that haunts the 79
taken all around the 217
taken all canada if 65
taken all manner of 257
taken all summer to 65
taken all through the 350
taken and agreed to 59
taken and allowing the 47
taken and amount of 69
taken and another is 62
taken and became the 50
taken and before it 97
taken and before the 284
taken and boiled in 167
taken and broken by 71
taken and broken in 51
taken and broken on 47
taken and broken the 73
taken and broken up 58
taken and buried at 54
taken and buried in 319
taken and burned at 68
taken and burned by 748
taken and burned in 129
taken and burned the 94
taken and burned to 97
taken and called the 66
taken and caused to 86
taken and deemed as 518
taken and deemed to 1857
taken and dipped in 87
taken and dumped in 40
taken and failed the 108
taken and failed to 49
taken and filled by 64
taken and filled in 89
taken and fitted up 452
taken and forced to 206
taken and framed by 52
taken and france is 244
taken and ground to 56
taken and handed to 99
taken and hidden by 52
taken and hidden in 76
taken and hidden the 42
taken and intend to 60
taken and joined to 68
taken and judged as 203
taken and killed as 46
taken and killed at 90
taken and killed by 558
taken and killed in 151
taken and killed on 45
taken and locked in 76
taken and locked up 248
taken and lodged in 869
taken and looked at 76
taken and looted by 63
taken and marked on 101
taken and methods of 44
taken and nailed to 47
taken and notify the 138
taken and number of 185
taken and packed in 53
taken and passed an 98
taken and passed at 84
taken and passed by 149
taken and passed in 135
taken and passed on 173
taken and passed the 888
taken and passed to 86
taken and placed as 49
taken and placed at 145
taken and placed by 47
taken and placed in 4953
taken and placed on 1854
taken and placed to 41
taken and plenty of 53
taken and proved to 83
taken and raised by 126
taken and relied on 87
taken and return to 52
taken and robbed by 150
taken and rooted in 50
taken and ruined by 88
taken and sacked by 2583
taken and sacked in 186
taken and sacked the 204
taken and seized as 375
taken and seized by 82
taken and should be 756
taken and signed by 510
taken and signed the 216
taken and snared as 59
taken and soaked in 61
taken and stored as 58
taken and stored at 249
taken and stored in 885
taken and stored on 216
taken and supply the 94
taken and tangled in 51
taken and tested at 79
taken and tested by 100
taken and tested in 191
taken and tested to 108
taken and treated as 1192
taken and treated in 234
taken and turned on 89
taken and turned to 67
taken and valued at 60
taken and valued by 48
taken and vested in 47
taken and wanted to 54
taken and washed in 92
taken and whether it 166
taken and whether or 151
taken and whether the 301
taken and worked up 161
taken any actions to 80
taken any amount of 151
taken any course in 114
taken any degree at 112
taken any degree in 260
taken any further by 51
taken any further in 42
taken any lodgings in 48
taken any manner of 84
taken any measure to 296
taken any notice at 159
taken any notice if 64
taken any notice in 47
taken any notice of 11456
taken any number at 46
taken any number of 638
taken any parcel of 53
taken any portion of 61
taken any thought of 49
taken are enough to 41
taken are likely to 328
taken are listed in 186
taken are marked by 43
taken are placed in 47
taken are thought to 59
taken both before the 46
taken but before the 90
taken but failed to 42
taken but little of 41
taken but little to 52
taken but should be 55
taken can affect the 49
taken can hardly be 60
taken due notice of 733
taken each member of 300
taken far beyond the 268
taken far enough in 61
taken far enough to 236
taken for applying the 44
taken for arriving at 69
taken for averting the 83
taken for avoiding the 41
taken for better or 261
taken for bleeding to 72
taken for blocks as 44
taken for building the 197
taken for building up 147
taken for carrying it 226
taken for carrying on 389
taken for carrying the 205
taken for changes in 63
taken for checking the 141
taken for copies of 40
taken for counting in 51
taken for covering the 51
taken for creation of 43
taken for credit at 150
taken for credit by 109
taken for credit in 197
taken for credit or 137
taken for drives in 100
taken for ensuring the 312
taken for export to 50
taken for forced or 50
taken for gospel by 75
taken for groups of 51
taken for guarding the 137
taken for images of 57
taken for insuring the 100
taken for itself is 43
taken for itself the 140
taken for marten at 40
taken for matter of 42
taken for measuring the 105
taken for models of 58
taken for periods of 217
taken for pieces of 61
taken for plasma to 48
taken for proofs of 56
taken for quieting the 90
taken for reality by 87
taken for reality is 69
taken for reasons of 734
taken for reducing it 123
taken for reducing the 282
taken for release of 45
taken for relief of 208
taken for removing the 363
taken for repair to 45
taken for rescuing the 69
taken for review to 57
taken for revising the 67
taken for safety to 363
taken for securing it 134
taken for securing the 945
taken for securing to 60
taken for settling the 176
taken for someone to 52
taken for something of 58
taken for stopping or 165
taken for stopping the 114
taken for studying the 79
taken for supply of 77
taken for training in 61
taken for training of 42
taken for training to 44
taken for values of 55
taken for visits to 56
taken had filled me 46
taken her across the 389
taken her advice in 48
taken her advice on 90
taken her advice to 177
taken her almost an 61
taken her around the 361
taken her around to 81
taken her awhile to 112
taken her before the 74
taken her behind the 50
taken her beyond the 214
taken her brother by 43
taken her brother to 67
taken her chance to 63
taken her choice of 63
taken her degree at 116
taken her degree in 195
taken her family to 108
taken her flight to 112
taken her gently by 48
taken her inside the 54
taken her instead of 77
taken her letter to 43
taken her measure as 99
taken her revenge by 126
taken her revenge in 55
taken her revenge on 211
taken her safely to 41
taken her shopping at 42
taken her shopping in 43
taken her sister to 81
taken her station at 57
taken her station in 56
taken her station on 47
taken her through the 626
taken her training in 41
taken her whipping at 123
taken him aboard the 64
taken him across the 809
taken him almost an 107
taken him around the 830
taken him around to 85
taken him awhile to 105
taken him before he 61
taken him before the 195
taken him behind the 97
taken him beyond the 637
taken him closer to 95
taken him firmly by 41
taken him gently by 76
taken him inside the 42
taken him instead of 102
taken him something at 56
taken him through the 1231
taken him without it 67
taken his advice as 111
taken his advice at 58
taken his advice he 68
taken his advice in 184
taken his advice on 177
taken his advice or 42
taken his advice the 45
taken his advice to 405
taken his brother to 98
taken his camera to 59
taken his castle of 65
taken his chance in 61
taken his chance of 245
taken his chance on 43
taken his chance to 75
taken his choice of 110
taken his clothes to 48
taken his course in 174
taken his course on 55
taken his course to 46
taken his degree as 718
taken his degree at 2819
taken his degree he 394
taken his degree in 2381
taken his degree of 2109
taken his degree the 115
taken his degree to 66
taken his duties as 96
taken his family in 51
taken his family on 226
taken his family to 1726
taken his flight to 142
taken his friend to 107
taken his ground to 67
taken his lesson to 52
taken his letter to 56
taken his little go 113
taken his lodgings in 108
taken his master of 89
taken his measure as 168
taken his measure at 94
taken his measure in 93
taken his measure of 129
taken his merits on 159
taken his mission to 83
taken his musket on 44
taken his nephew by 42
taken his nephew to 40
taken his notions of 45
taken his opinion on 115
taken his pupils to 42
taken his refuge in 225
taken his remark as 96
taken his repose in 49
taken his revenge by 380
taken his revenge in 175
taken his revenge on 535
taken his secret to 74
taken his sister to 120
taken his station at 528
taken his station by 129
taken his station in 606
taken his station on 554
taken his supper in 54
taken his survey of 105
taken his training in 69
taken his troops to 86
taken his troupe to 43
taken his version of 48
taken his vessel to 42
taken ill before he 117
taken ill before the 164
taken its course in 196
taken its course to 40
taken its effect on 73
taken its flight to 952
taken its measure to 44
taken its origin in 654
taken its revenge by 65
taken its revenge in 74
taken its revenge on 279
taken its station in 81
taken its station on 44
taken long before by 95
taken long before he 122
taken long before in 43
taken long before it 68
taken long before the 1068
taken long before to 42
taken long enough in 44
taken long enough to 443
taken long periods of 100
taken may affect the 73
taken may depend on 104
taken may result in 93
taken near enough to 49
taken not merely as 853
taken not merely by 57
taken not merely in 121
taken not merely of 90
taken not merely to 237
taken not simply as 349
taken not simply in 49
taken not simply to 79
taken oath before the 105
taken off across the 320
taken off almost at 42
taken off around the 82
taken off before he 346
taken off before it 247
taken off before the 1518
taken off before we 157
taken off behind the 46
taken off course by 65
taken off earlier in 58
taken off except by 52
taken off except the 48
taken off inside the 41
taken off instead of 75
taken off should be 176
taken off sooner by 45
taken off through an 54
taken off through the 501
taken off toward the 125
taken off wholly by 115
taken off without me 50
taken off without so 84
taken off without the 389
taken one another by 58
taken one aspect of 133
taken one course in 234
taken one degree in 71
taken one glance at 188
taken one minute to 40
taken our height by 59
taken our horses at 82
taken our places at 376
taken our places in 756
taken our places on 173
taken our places the 68
taken out across the 116
taken out before he 157
taken out before it 374
taken out before or 50
taken out before the 2372
taken out before we 73
taken out behind the 254
taken out beyond the 237
taken out covering the 70
taken out except by 73
taken out except in 47
taken out except the 64
taken out instead of 73
taken out options on 68
taken out papers of 87
taken out relating to 60
taken out should be 347
taken out solely to 42
taken out through an 211
taken out through it 58
taken out through the 2852
taken out toward the 66
taken out unless the 85
taken out without the 469
taken per second is 53
taken per second to 142
taken six grains of 101
taken six pieces of 71
taken ten grains of 96
taken ten pieces of 46
taken that advice to 150
taken that affect the 99
taken that amount of 98
taken that changes in 59
taken that copies of 57
taken that course in 124
taken that course of 51
taken that course to 115
taken that degree at 47
taken that degree in 73
taken that lesson to 146
taken that letter to 53
taken that moment to 191
taken that nations as 42
taken that neither of 99
taken that neither the 451
taken that number of 73
taken that plenty of 70
taken that portion of 59
taken that reduce the 41
taken that relate to 72
taken that result in 76
taken that seemed to 54
taken that should be 53
taken that showed the 48
taken that station in 64
taken that summer in 45
taken that summer to 42
taken them aboard the 41
taken them across the 553
taken them almost an 63
taken them around the 213
taken them around to 46
taken them before the 58
taken them behind the 43
taken them beyond the 286
taken them closer to 49
taken them safely to 44
taken them through the 636
taken them without the 49
taken they should be 371
taken this advice in 183
taken this advice to 404
taken this amount of 71
taken this aspect of 180
taken this branch of 47
taken this burden on 63
taken this chance to 178
taken this course as 122
taken this course at 150
taken this course if 62
taken this course in 423
taken this course is 94
taken this course of 431
taken this course to 304
taken this further by 111
taken this further in 47
taken this glance at 54
taken this ground in 70
taken this lesson to 289
taken this letter to 48
taken this matter in 509
taken this matter of 70
taken this matter so 59
taken this matter to 81
taken this matter up 1302
taken this measure as 51
taken this measure in 88
taken this measure of 72
taken this measure to 102
taken this moment to 171
taken this notice of 43
taken this office on 44
taken this phrase as 130
taken this phrase to 66
taken this remark as 41
taken this series of 42
taken this simply on 40
taken this stance in 63
taken this summer by 49
taken this tissue as 91
taken this voyage to 50
taken too kindly to 356
taken too readily as 54
taken top honors in 88
taken two groups of 48
taken two ounces of 134
taken two pieces of 227
taken two places in 58
taken two stones to 54
taken was called the 54
taken was enough to 47
taken was indeed so 52
taken was likely to 150
taken was marked by 49
taken was through the 79
taken was valued at 42
taken was whether the 42
taken with almost no 44
taken with another at 41
taken with another of 49
taken with bleeding at 145
taken with caution as 453
taken with caution by 210
taken with caution if 250
taken with caution in 205
taken with cramps in 53
taken with desire to 57
taken with grains of 172
taken with intent to 282
taken with lenses of 153
taken with liquid or 82
taken with little or 464
taken with myself in 49
taken with notice of 216
taken with plenty of 730
taken with profit at 99
taken with profit by 40
taken with regard to 29272
taken with safety by 69
taken with safety in 49
taken with safety to 71
taken with something of 104
taken with spasms of 101
taken with weapons in 196
taken you across the 65
taken you beyond the 55
taken you through the 583
taker has notice of 247
takes all manner of 237
takes all prices as 142
takes all shapes of 70
takes all summer to 100
takes all values in 140
takes and dashes the 69
takes and passes the 117
takes and tastes at 112
takes and values the 50
takes and whether it 62
takes any amount of 118
takes any notice of 6023
takes any number of 767
takes any person of 107
takes any thought of 62
takes are likely to 67
takes both blades to 43
takes but little of 89
takes but little to 694
takes due notice of 253
takes due regard of 61
takes each member of 56
takes each moment as 48
takes each person to 110
takes each planet to 95
takes for anyone to 54
takes for becoming so 42
takes for bleeding to 80
takes for cancer to 55
takes for changes in 99
takes for changes to 58
takes for checks to 44
takes for itself the 190
takes for someone to 498
takes for something to 410
takes her across the 188
takes her around the 139
takes her awhile to 69
takes her beyond the 240
takes her brother to 40
takes her closer to 53
takes her coffee in 40
takes her duties as 116
takes her family to 69
takes her flight to 70
takes her further in 89
takes her gently by 137
takes her gently in 54
takes her infant to 63
takes her readers on 164
takes her readers to 90
takes her revenge by 517
takes her revenge in 123
takes her revenge on 457
takes her station at 54
takes her station in 92
takes her station on 44
takes her through the 439
takes her votary to 67
takes him across the 553
takes him around the 329
takes him around to 52
takes him awhile to 99
takes him before the 102
takes him behind the 51
takes him beyond the 903
takes him boldly by 81
takes him closer to 189
takes him firmly by 40
takes him gently by 191
takes him inside the 68
takes him through an 63
takes him through the 1152
takes him toward the 58
takes his advice in 48
takes his bottle of 60
takes his brother by 41
takes his brother to 71
takes his camera to 59
takes his cattle to 67
takes his chance at 49
takes his chance in 98
takes his chance of 731
takes his chance to 86
takes his charge to 42
takes his choice of 173
takes his clothes to 41
takes his coffee in 42
takes his cotton to 55
takes his course as 220
takes his course in 103
takes his degree as 43
takes his degree at 161
takes his degree in 139
takes his degree of 115
takes his dinner at 55
takes his dinner in 48
takes his duties as 273
takes his family on 290
takes his family to 1098
takes his flight to 126
takes his friend to 129
takes his guests to 92
takes his lesson as 43
takes his master in 115
takes his measure of 46
takes his nephew to 50
takes his notions of 154
takes his portion in 42
takes his portion of 163
takes his pupils to 72
takes his readers on 531
takes his readers to 365
takes his refuge in 236
takes his repose in 58
takes his revenge by 1134
takes his revenge he 48
takes his revenge in 375
takes his revenge of 52
takes his revenge on 1288
takes his reward in 64
takes his siesta in 64
takes his sister to 124
takes his stance at 48
takes his stance in 73
takes his station as 101
takes his station at 444
takes his station by 111
takes his station in 397
takes his station on 468
takes his training in 47
takes his troops to 50
takes his victim as 595
takes his victim to 63
takes his weight on 111
takes its chance in 44
takes its chance of 245
takes its course as 388
takes its course at 55
takes its course by 206
takes its course in 1010
takes its course is 73
takes its course of 48
takes its course on 121
takes its course to 528
takes its effect by 44
takes its effect on 87
takes its flight as 44
takes its flight at 81
takes its flight in 67
takes its flight to 455
takes its measure in 41
takes its measure of 47
takes its notions of 57
takes its object as 81
takes its object in 55
takes its object to 92
takes its origin as 328
takes its origin at 501
takes its origin by 121
takes its origin in 5599
takes its origin is 113
takes its origin on 414
takes its portion of 54
takes its readers on 126
takes its readers to 81
takes its revenge by 441
takes its revenge in 358
takes its revenge on 1018
takes its source at 185
takes its source in 1486
takes its source on 84
takes its stance in 45
takes its station at 66
takes its station in 200
takes its station on 75
takes its supply of 166
takes its values in 685
takes its values on 59
takes long before the 64
takes long enough to 235
takes long periods of 246
takes long training to 114
takes man beyond the 99
takes may depend on 64
takes not merely the 64
takes not notice of 47
takes off across the 331
takes off around the 93
takes off before the 72
takes off something of 61
takes off through the 284
takes off toward the 193
takes one across the 247
takes one aspect of 286
takes one beyond the 748
takes one bullet to 43
takes one closer to 96
takes one corner of 41
takes one course of 45
takes one gallon of 58
takes one glance at 136
takes one member of 86
takes one minute of 44
takes one minute or 43
takes one minute to 536
takes one moment to 46
takes one person in 48
takes one person to 1040
takes one second of 45
takes one second or 54
takes one second to 531
takes one through an 42
takes one through the 650
takes our homage as 59
takes our planet to 51
