tag and bobtail element 42
than that usually enjoyed 54
than that usually granted 46
than that usually implied 58
than that usually imposed 182
than that usually offered 133
than that usually present 61
than that usually pursued 66
than they deserve because 510
than they flocked together 53
than they marched against 42
than they perhaps deserve 156
than they perhaps realized 109
than they pressed forward 46
than they provide against 52
than they provide answers 170
than they provoke derision 134
than they rightly deserve 85
than they usually display 64
than they usually possess 118
than they usually receive 1284
than this chapter affords 163
than this chapter permits 99
than this country affords 79
than this general allusion 64
than this general outline 70
than this glorious occasion 49
than this imperial bastard 50
than this jealousy between 82
than this national average 178
than this patient devotion 43
than this precept affords 84
than this unlucky passage 103
than this unlucky statute 60
than two closely printed 100
than two closely related 64
than two decades because 124
than two decades beginning 62
than two decades between 118
than two decades elapsed 139
than two decades following 287
than two hundred african 136
than two hundred animals 116
than two hundred arrests 73
than two hundred artists 102
than two hundred barrels 110
than two hundred battles 166
than two hundred bishops 254
than two hundred bombers 45
than two hundred bottles 65
than two hundred bridges 56
than two hundred british 641
than two hundred buildings 310
than two hundred bullets 44
than two hundred bushels 159
than two hundred capital 113
than two hundred catholic 117
than two hundred chinese 394
than two hundred classes 44
than two hundred clients 48
than two hundred coaches 49
than two hundred college 195
than two hundred columns 63
than two hundred corpses 83
than two hundred couples 58
than two hundred courses 73
than two hundred degrees 178
than two hundred designs 75
than two hundred dialects 45
than two hundred diseases 45
than two hundred doctors 123
than two hundred dollars 15161
than two hundred editions 226
than two hundred engravings 47
than two hundred entries 248
than two hundred escaped 125
than two hundred european 149
than two hundred experts 53
than two hundred faculty 40
than two hundred farmers 74
than two hundred federal 80
than two hundred figures 159
than two hundred florins 88
than two hundred foreign 377
than two hundred friends 88
than two hundred furlongs 41
than two hundred galleys 63
than two hundred gallons 152
than two hundred germans 50
than two hundred inferior 140
than two hundred injured 269
than two hundred inmates 109
than two hundred islands 138
than two hundred knights 177
than two hundred lawyers 88
than two hundred letters 685
than two hundred marines 123
than two hundred measures 85
than two hundred medical 69
than two hundred members 2699
than two hundred mexican 64
than two hundred millions 2625
than two hundred mirrors 44
than two hundred missions 59
than two hundred mounted 145
than two hundred murders 58
than two hundred muscles 46
than two hundred muskets 42
than two hundred national 79
than two hundred natives 116
than two hundred objects 44
than two hundred orphans 42
than two hundred paintings 248
than two hundred pastors 67
than two hundred patents 118
than two hundred peasants 51
than two hundred percent 126
than two hundred persons 4074
than two hundred pitched 54
than two hundred players 54
than two hundred popular 46
than two hundred present 157
than two hundred priests 197
than two hundred printed 82
than two hundred private 291
than two hundred recipes 106
than two hundred regular 88
than two hundred reports 85
than two hundred research 99
than two hundred sailors 78
than two hundred samples 40
than two hundred savages 42
than two hundred schools 294
than two hundred sermons 64
than two hundred sessions 45
than two hundred seventy 326
than two hundred similar 61
than two hundred smaller 120
than two hundred sources 45
than two hundred spanish 90
than two hundred species 1612
than two hundred stanzas 85
than two hundred stations 208
than two hundred stories 211
than two hundred strikes 47
than two hundred student 49
than two hundred studies 194
than two hundred suitors 112
than two hundred surviving 42
than two hundred talents 87
than two hundred teachers 216
than two hundred temples 52
than two hundred thousand 58743
than two hundred unarmed 53
than two hundred versions 101
than two hundred vessels 625
than two hundred victims 167
than two hundred village 60
than two hundred volumes 738
than two hundred warriors 313
than two hundred winters 40
than two hundred workers 474
than two hundred workmen 90
than two hundred wounded 708
than two hundred writers 122
than two married couples 45
than two minutes because 95
than two minutes between 88
than two minutes elapsed 74
than two minutes remaining 369
than two minutes together 96
than two network stations 68
than two numbers together 45
than two parties compete 59
than two persons besides 47
than two persons present 121
than two related samples 80
than two seconds between 48
than two strikes against 81
than two thousand african 65
than two thousand animals 106
than two thousand barrels 117
than two thousand bishops 93
than two thousand bottles 40
than two thousand british 583
than two thousand britons 47
than two thousand buildings 109
than two thousand bushels 56
than two thousand cavalry 190
than two thousand chinese 366
than two thousand college 43
than two thousand degrees 68
than two thousand dollars 18257
than two thousand entries 246
than two thousand escaped 51
than two thousand farmers 57
than two thousand flights 52
than two thousand florins 60
than two thousand foreign 156
than two thousand gallons 155
than two thousand germans 49
than two thousand injured 47
than two thousand inmates 82
than two thousand islands 114
than two thousand knights 86
than two thousand letters 374
than two thousand members 1019
than two thousand millions 1067
than two thousand murders 50
than two thousand muskets 63
than two thousand natives 246
than two thousand objects 87
than two thousand paintings 95
than two thousand patents 44
than two thousand peasants 42
than two thousand persons 6769
than two thousand priests 80
than two thousand private 62
than two thousand regular 119
than two thousand russians 41
than two thousand sailors 41
than two thousand schools 136
than two thousand sermons 73
than two thousand sonnets 43
than two thousand spanish 179
than two thousand species 536
than two thousand statues 105
than two thousand studies 53
than two thousand talents 87
than two thousand teachers 116
than two thousand vessels 186
than two thousand victims 65
than two thousand volumes 662
than two thousand warriors 441
than two thousand workers 923
than two thousand workmen 93
than two thousand wounded 341
than two trillion dollars 235
than was abraham lincoln 134
than was finally adopted 53
than was hitherto assumed 272
than was hitherto realized 50
than was perhaps prudent 93
than was shirley himself 44
than was usually allowed 167
than was usually assumed 94
than was usually granted 40
than with colonel sellers 42
than with foreign affairs 425
than with national affairs 44
than with natural objects 61
than with natural science 71
than with persons outside 98
than with previous versions 83
than with regular insulin 48
than with sensual pleasure 65
than you display towards 58
than you perhaps believe 40
than you perhaps imagine 358
than you planned because 42
that act against bacteria 152
that age between liberty 43
that age excited stronger 50
that age resided chiefly 61
that aid private parties 84
that air attacks against 268
that air strikes against 311
that air traffic control 1090
that all accused persons 412
that all adjusting entries 90
that all amounts payable 160
that all ancient history 90
that all ancient writers 60
that all animals capable 47
that all animals contain 64
that all animals exhibit 40
that all animals including 53
that all animals possess 318
that all animals produce 56
that all animals receive 68
that all animals require 112
that all animals respire 154
that all animals undergo 42
that all animate objects 52
that all attacks against 109
that all bacteria produce 48
that all balsams contain 40
that all beginning teachers 114
that all behavior results 74
that all bidders receive 63
that all british vessels 119
that all buildings erected 161
that all cabinet members 350
that all capable members 50
that all capital letters 147
that all catholic bishops 53
that all catholic parents 69
that all catholic priests 143
that all catholic schools 88
that all central america 66
that all channel members 53
that all charges against 993
that all chinese history 135
that all chinese persons 53
that all choices involve 47
that all chronic diseases 174
that all classes derived 41
that all classes display 115
that all classes inherit 63
that all clients receive 176
that all coercive measures 46
that all college teachers 73
that all colonial exports 57
that all colonial produce 72
that all colored members 49
that all colored persons 101
that all complex behavior 71
that all complex systems 192
that all confusing shadows 57
that all congress members 55
that all contact between 371
that all control measures 86
that all control signals 101
that all control systems 71
that all corrupt desires 43
that all council members 404
that all courses offered 51
that all creative artists 106
that all culture depends 76
that all curable diseases 56
that all damages awarded 85
that all damages resulting 40
that all demands against 55
that all derived classes 109
that all diseases proceed 54
that all distant objects 59
that all efforts produce 47
that all efforts towards 121
that all elderly persons 146
that all elected members 158
that all emotions involve 53
that all equally possess 44
that all exchange members 110
that all expense devoted 70
that all extinct organic 83
that all factors affecting 609
that all factory workers 42
that all faculty members 1791
that all feasible measures 49
that all febrile diseases 41
that all federal buildings 42
that all federal reserve 67
that all federal systems 40
that all foreign affairs 87
that all foreign capital 75
that all foreign exchange 717
that all foreign language 91
that all foreign material 102
that all foreign priests 139
that all foreign traders 71
that all foreign vessels 358
that all foreign workers 92
that all grammar schools 48
that all harmful bacteria 41
that all harmony appeared 46
that all history abounds 275
that all inertial systems 96
that all infants receive 137
that all inferior artists 83
that all insured persons 50
that all intending teachers 55
that all islands belonged 63
that all journal entries 181
that all kinship systems 68
that all language learners 156
that all language systems 121
that all language teachers 61
that all learners receive 60
that all letters written 191
that all logical systems 55
that all magnets attract 70
that all mammals possess 139
that all mankind possess 43
that all mankind revolts 43
that all markets operate 113
that all married couples 584
that all married persons 156
that all married priests 84
that all material culture 53
that all material federal 146
that all material matters 42
that all material objects 819
that all material systems 76
that all matters affecting 815
that all matters between 134
that all matters depending 67
that all matters involving 129
that all matters regarding 103
that all matters related 132
that all matters requiring 201
that all matters tangible 47
that all meaningful language 78
that all measures adopted 111
that all measures affecting 62
that all measures against 51
that all medical devices 91
that all medical doctors 50
that all medical records 361
that all medical research 81
that all medical schools 204
that all members believe 45
that all members benefit 114
that all members consent 54
that all members possess 100
that all members present 271
that all members providing 233
that all members receive 270
that all members support 94
that all migrant workers 85
that all muslims believe 97
that all mystery becomes 60
that all national systems 41
that all natural desires 52
that all natural effects 98
that all natural history 49
that all natural language 119
that all natural numbers 218
that all natural objects 774
that all natural persons 90
that all natural science 193
that all natural shadows 47
that all natural species 54
that all natural systems 125
that all needful measures 73
that all nervous diseases 74
that all nervous systems 47
that all network devices 64
that all network traffic 135
that all neutral vessels 307
that all newborn infants 180
that all numbers between 170
that all objects appeared 78
that all objects attract 69
that all objects contain 98
that all objects possess 143
that all objects touched 63
that all official letters 53
that all official persons 69
that all official records 97
that all operating systems 192
that all organic material 150
that all organic species 79
that all outward objects 74
that all overseas chinese 162
that all parents receive 54
that all parties believe 127
that all parties benefit 433
that all parties consent 252
that all parties desired 45
that all parties including 143
that all parties present 70
that all parties receive 372
that all parties respect 48
that all patents granted 59
that all patient records 56
that all perfect numbers 96
that all persons accused 381
that all persons admired 55
that all persons attending 141
that all persons benefit 48
that all persons between 259
that all persons brought 90
that all persons capable 112
that all persons charged 452
that all persons covered 47
that all persons deserve 156
that all persons elected 113
that all persons employing 41
that all persons equally 66
that all persons exposed 85
that all persons injured 48
that all persons insured 97
that all persons intending 112
that all persons occupying 76
that all persons offending 184
that all persons outside 51
that all persons possess 451
that all persons present 739
that all persons receive 419
that all persons receiving 545
that all persons remaining 67
that all persons require 41
that all persons requiring 110
that all persons resisting 54
that all persons subject 459
that all persons suffering 142
that all planets revolve 64
that all pleasure resulting 61
that all popular culture 102
that all prayers offered 41
that all present members 77
that all previous attacks 71
that all previous editions 68
that all previous efforts 489
that all previous history 215
that all previous measures 44
that all previous records 184
that all previous research 105
that all previous results 63
that all previous studies 154
that all previous systems 125
that all previous treaties 100
that all previous versions 56
that all previous writers 115
that all primary schools 347
that all primary teachers 123
that all printed material 168
that all private letters 74
that all private persons 110
that all private schools 433
that all private traders 83
that all process whereby 71
that all profits derived 78
that all profits resulting 73
that all project members 86
that all quality control 51
that all rational animals 46
that all rational numbers 109
that all rational persons 1124
that all reactions involving 56
that all related records 46
that all relation between 43
that all remedial measures 68
that all reports hitherto 87
that all research designs 53
