tabu broken and destruction 89
their bodies are constantly 139
their bodies are decomposed 45
their bodies are discovered 74
their bodies are dissipated 52
their bodies are essentially 47
their bodies are experiencing 45
their bodies are frequently 102
their bodies are inadequate 62
their bodies are introduced 76
their bodies are physically 62
their bodies are relatively 81
their bodies are streamlined 51
their bodies being completely 42
their bodies being remarkably 40
their bodies for anatomical 61
their bodies with abstinence 42
their bodies with firebrands 80
their bodies with scurrilous 131
their bosoms any sentiments 62
their bosoms that tenderness 63
their bounty and liberality 54
their brains and experience 128
their brains and imagination 348
their brains are relatively 85
their brains for information 51
their brains for rhetorical 50
their breeding and management 95
their bright and attractive 41
their cabals and pretensions 74
their callings and professions 262
their career and educational 230
their cargoes are discharged 67
their cargoes with exorbitant 60
their castings and intestines 48
their cattle and implements 132
their cattle and possessions 252
their causes and connections 86
their causes and corrections 73
their causes and mechanisms 72
their causes and principles 259
their causes are identified 64
their causes are summarized 61
their causes are understood 120
their caution and prejudices 50
their chairs with excitement 67
their changes and revolutions 121
their changes are determined 48
their charms and attractions 88
their chiefs had apparently 65
their chiefs with distinction 49
their choice and adjustment 48
their choice and application 112
their choice and arrangement 246
their choice and combination 53
their choice and elaboration 54
their choice and perpetuate 43
their choice and recommending 57
their choice being determined 63
their choice for candidates 57
their choice was determined 136
their choice was influenced 87
their choice was restricted 94
their choice was sanctified 78
their choosing this particular 41
their church and congregation 231
their church and government 53
their church had extinguished 112
their cigars and cigarettes 243
their cities and fortresses 163
their cities and industries 193
their cities and possessions 58
their cities and strongholds 61
their cities has introduced 220
their claims all conflicted 50
their claims and aspirations 183
their claims and complaints 174
their claims and conclusions 41
their claims and contentions 70
their claims and grievances 302
their claims and obligations 44
their claims and possessions 45
their claims and pretensions 541
their claims and privileges 72
their claims are considered 61
their claims are legitimate 112
their claims are recognized 64
their claims for assistance 89
their claims for employment 50
their claims for legitimacy 93
their claims for precedence 68
their claims for preferment 41
their claims for recognition 555
their claims for reparations 142
their claims for restitution 137
their claims for settlement 60
their claims for superiority 69
their claims that peremptory 59
their claims with scientific 43
their clerks and assistants 480
their clerks and attendants 294
their clothes and disappeared 40
their clothes and equipments 45
their clothes and hairstyles 253
their clothes and possessions 312
their coasts are vulnerable 40
their coffee and cigarettes 379
their coffee and croissants 125
their coffee and sandwiches 111
their colors and characters 42
their colors and fragrances 56
their common and collective 47
their common and concurrent 61
their common and distinguishing 123
their common and individual 453
their common and particular 57
their common and reciprocal 60
their common and respective 61
their common and scientific 301
their common law background 44
their common law liabilities 71
their common law obligations 60
their course and arrangement 43
their course and connections 71
their course and destination 47
their course and disappeared 99
their course and eventually 68
their course and termination 195
their course and understand 57
their course was determined 104
their course was frequently 46
their course was immediately 100
their course was obstructed 60
their course with remarkable 41
their courts and authorities 60
their courts and households 44
their crafts and industries 62
their crafts and occupations 40
their crafts and professions 49
their cravings for delicacies 91
their creation and application 74
their creation and appreciation 59
their creation and destruction 247
their creation and dissolution 46
their creation and management 154
their creation and subsequent 91
their creator and benefactor 140
their credit and circulation 63
their credit and importance 42
their credit and investment 61
their credit and livelihood 145
their creeds and catechisms 77
their creeds and confessions 609
their creeds and doxologies 76
their crimes and atrocities 189
their crimes and enormities 49
their crimes and oppressions 120
their crimes and villainies 45
their crimes and wickedness 90
their crooks and waistcoats 43
their crowns and petticoats 40
their curious and inveterate 42
their curves and undulations 91
their cycles and revolutions 55
their dances and amusements 129
their dances and ceremonies 559
their dances and processions 45
their dangers and distresses 80
their dangers and limitations 93
their dangers and temptations 78
their demand for admittance 43
their demand for arbitration 92
their demand for assistance 47
their demand for collective 85
their demand for compulsory 47
their demand for conformity 54
their demand for consumption 153
their demand for democratic 101
their demand for employment 69
their demand for foodstuffs 44
their demand for government 358
their demand for guarantees 54
their demand for individual 46
their demand for information 189
their demand for investment 178
their demand for legislation 59
their demand for particular 52
their demand for recognition 422
their demand for reparations 90
their demand for repatriation 49
their demand for reservation 44
their demand for restitution 42
their demand for restoration 67
their demand for securities 56
their demand for territorial 51
their demand was immediately 45
their demand with indignation 128
their demise was inevitable 61
their design and application 534
their design and arrangement 136
their design and composition 100
their design and deployment 54
their design and fabrication 214
their design and management 286
their design and operational 55
their design and particular 77
their design and supervision 47
their design and technology 145
their design being discovered 77
their design was discovered 442
their design was frustrated 202
their desire and commitment 122
their desire and expectation 174
their desire for acceptance 228
their desire for assistance 53
their desire for collective 68
their desire for conciliation 58
their desire for conformity 57
their desire for continuity 57
their desire for continuous 40
their desire for cooperation 133
their desire for democratic 58
their desire for distinction 62
their desire for educational 49
their desire for efficiency 66
their desire for employment 102
their desire for excellence 56
their desire for excitement 112
their desire for fellowship 50
their desire for friendship 232
their desire for government 99
their desire for individual 256
their desire for information 665
their desire for instruction 147
their desire for integration 122
their desire for membership 68
their desire for neutrality 109
their desire for ostentation 40
their desire for particular 50
their desire for popularity 108
their desire for possessions 48
their desire for prosperity 69
their desire for recognition 482
their desire for repatriation 47
their desire for retribution 109
their desire for scientific 41
their desire for simplicity 62
their desire for solidarity 40
their desire for speculation 67
their desire for superiority 41
their desire for territorial 99
their desire for unification 87
their desire for uniformity 48
their detail and complexity 151
their devious path approached 93
their direct and collateral 51
their direct and continuous 491
their direct and legitimate 50
their direct and retrograde 109
their disease has progressed 112
their dishes and silverware 44
their dismay and frustration 44
their dismay they discovered 246
their dismay was heightened 78
their dogged and successful 72
their dogmas and magisterial 56
their doubts and complaints 73
their doubts and convictions 51
their doubts and criticisms 123
their doubts and hesitations 284
their doubts and temptations 56
their doubts may nonetheless 62
their drinks and cigarettes 88
their duties and accomplish 58
their duties and activities 167
their duties and authorities 52
their duties and discipline 58
their duties and emoluments 75
their duties and enjoyments 62
their duties and liabilities 729
their duties and limitations 101
their duties and obligations 4873
their duties and occupations 95
their duties and privileges 1152
their duties and procedures 45
their duties and temptations 95
their duties are considered 48
their duties are determined 55
their duties are discharged 122
their duties are essentially 53
their duties are impossible 57
their duties are prescribed 219
their duties are reciprocal 41
their duties are undertaken 78
their duties with competence 64
their duties with confidence 86
their duties with distinction 62
their duties with efficiency 262
their duties with promptness 58
their duties with regularity 49
their duties with remarkable 69
their duties with scrupulous 58
their duties with sufficient 53
their earnest and successful 47
their earnest but respectful 51
their eastern and southeastern 46
their edicts and ordinances 120
their edition and translation 61
their effect and acceptation 41
their effect and importance 81
their effect was cumulative 115
their effect was diminished 48
their effect was heightened 214
their effect was negligible 158
their effort and commitment 128
their effort and cooperation 65
their effort and investment 52
their effort was frustrated 41
their effort was successful 58
their elders lead productive 51
their elders with frightened 42
their empire was overturned 109
their energy and commitment 402
their energy and competence 68
their energy and confidence 106
their energy and efficiency 151
their energy and enterprise 895
their energy and eventually 43
their energy and excitement 111
their energy and experience 155
their energy and imagination 254
their energy and inspiration 77
their energy and nutritional 47
their energy was dissipated 44
their energy was frequently 41
their engines and propellers 117
their english and mathematics 40
their english and protestant 263
their equity and efficiency 48
their equity and generosity 146
their errors and corruptions 180
their errors and limitations 71
their errors and misconduct 74
their errors and perversions 47
their errors and prejudices 265
their errors and shortcomings 225
their errors and transferring 50
their escape being discovered 91
their escape was discovered 198
their escape was impossible 101
their escape with difficulty 277
their essays for publication 44
their esteem and appreciation 151
their esteem and approbation 417
their esteem and attachment 105
their esteem and confidence 1168
their esteem and friendship 472
their ethical and educational 45
their ethical and ideological 55
their events and activities 67
their events and personages 51
their export was prohibited 65
their extent and application 106
their extent and boundaries 129
their extent and complexity 166
their extent and composition 40
their extent and importance 653
their extent and limitations 84
their extent and seriousness 64
their extent and usefulness 44
their failings and limitations 62
their failings and shortcomings 183
their family and background 47
their family and caregivers 66
their family and connections 61
their family and dependents 94
their family and educational 153
their family and employment 87
their family and fraternity 55
their family and friendship 240
their family and individual 92
their family and possessions 166
their family for generations 543
their fathers and forefathers 4311
their fathers and grandfather 61
their fathers and protectors 51
their fathers and stepfathers 81
their fathers and stepmothers 59
their fathers are considered 52
their fathers but degenerate 49
their fathers for generations 170
their fathers had cultivated 102
their fathers had maintained 52
their fathers had persecuted 73
their fathers had sacrificed 55
their faults and limitations 352
their faults and prejudices 62
their faults and shortcomings 874
their faults are frequently 43
their feeble and degenerate 42
their feeble and disorderly 100
their feelings and activities 109
their feelings and aspirations 741
their feelings and associations 54
their feelings and characters 64
their feelings and complaints 47
their feelings and conceptions 173
their feelings and convictions 400
their feelings and evaluations 60
their feelings and experience 774
their feelings and expressions 223
their feelings and grievances 104
their feelings and imagination 172
their feelings and impressions 358
their feelings and information 86
their feelings and motivations 247
their feelings and perceptions 1171
their feelings and prejudices 1874
their feelings and principles 255
their feelings and reflections 65
their feelings and sentiments 1187
their feelings and suggestions 52
their feelings and understand 212
their feelings and viewpoints 68
their feelings are acceptable 94
their feelings are interested 137
their feelings are legitimate 57
their feelings are understood 102
their fellow men everywhere 45
their fellow men regardless 48
their fields and plantations 166
their fields for cultivation 83
their fierce and formidable 51
their fierce yet profoundly 52
their findings and conclusions 1691
their findings and experience 41
their findings and impressions 92
their findings and suggestions 182
their findings and techniques 41
their findings are applicable 124
their findings are compatible 60
their findings are considered 56
their findings are consistent 621
their findings are remarkably 70
their findings are summarized 376
their findings for publication 90
their findings with classmates 58
their fiscal and regulatory 66
their flavor and nutritional 55
their flavor and tenderness 46
their flight they frequently 56
their flight was discovered 420
their flight was immediately 41
their flocks and cultivated 107
their flocks and possessions 44
their formal and conceptual 57
their formal and expressive 50
their formal and structural 65
their formal job description 100
their frauds and impostures 43
their friend and accomplice 167
their friend and benefactor 3171
their friend and confidante 181
their friend and countryman 261
their friend and instructor 40
their frugal and industrious 129
their fruits and vegetables 2150
their future tax liabilities 202
their future with confidence 112
their gaiety and daintiness 42
their genius and application 87
their genius and capacities 68
their genius and disposition 115
their genius and enterprise 94
their genius and imagination 65
their genius and inclination 91
their genius and literature 55
their genius for compromise 69
their genius for government 201
their genius for mathematics 42
their global tax liabilities 53
their grades are influenced 168
their grains and vegetables 46
their gripes and complaints 57
their groans and complaints 54
their ground and eventually 61
their ground and maintained 104
their ground with determined 93
their ground with difficulty 227
their grouping and arrangement 44
their guards and attendants 259
their guests with exceptional 71
their guides and assistants 67
their guides and protectors 447
their guilds and regulations 50
their habits and activities 153
their habits and adaptations 81
their habits and amusements 64
their habits and appearances 43
their habits and aspirations 61
their habits and associations 309
their habits and assumptions 67
their habits and capacities 47
their habits and characters 368
their habits and disposition 122
their habits and engagements 133
their habits and enjoyments 49
their habits and experience 89
their habits and habitations 75
their habits and lifestyles 307
their habits and localities 46
their habits and management 94
their habits and mannerisms 74
their habits and occupations 312
their habits and prejudices 641
their habits and principles 254
their habits and professions 44
their habits and sentiments 336
their habits and structures 106
their habits and surroundings 125
their habits and tendencies 161
their habits are determined 90
their habits are essentially 54
their handling and application 45
their handling and preparation 42
their hatred and abhorrence 47
their hatred and bitterness 66
their hatred and detestation 124
their hatred and frustration 62
their hatred and indignation 292
their hatred and persecution 486
their hatred and resentment 323
their hatred was implacable 40
their height and ruggedness 49
their heroic and successful 79
their hoarse and discordant 117
their holdings and activities 50
their honest and industrious 165
their honors and emoluments 115
their honors and possessions 88
their honors and privileges 59
their horror and detestation 129
their horror and indignation 311
their horror they discovered 175
their horses and approached 105
their horses and attendants 322
their horses and disappeared 260
their horses and dismounted 193
their horses and equipments 329
their horses and immediately 45
their horses and possessions 61
their horses and prostrated 56
their horses and surrounded 69
their horses had disappeared 52
their horses with difficulty 47
their houses and apartments 781
their houses and businesses 400
their houses and courtyards 185
their houses and cultivated 202
their houses and enclosures 49
their houses and fortresses 63
their houses and habitations 364
their houses and households 48
their houses and implements 71
their houses and outbuildings 231
their houses and plantations 923
their houses and possessions 1697
their houses and properties 458
their houses and surroundings 192
their houses and synagogues 120
their houses and warehouses 96
their houses are demolished 84
their houses are surrounded 76
their houses being demolished 49
their houses with corrugated 40
their humane and benevolent 102
their humane and charitable 40
their humane and hospitable 48
their images and likenesses 41
their images and narratives 57
their images and perceptions 46
their images and reputations 75
their impact and importance 153
their impact was diminished 40
their impact was negligible 134
their impact was relatively 63
their impact was tremendous 44
their impious and abominable 86
their import and application 72
their income and accumulate 243
their income and consumption 329
their income and educational 163
their income and employment 1124
their income and livelihood 338
their income and possessions 63
their income for charitable 65
their income for consumption 257
their income for investment 119
their income for retirement 96
their income had diminished 48
their income tax liabilities 388
their income tax obligations 252
their income tax statements 98
their income was inadequate 137
their income was sufficient 156
their ingestion and destruction 42
their initial and subsequent 269
their injury and destruction 56
their intent and application 56
their issues was controlled 56
their jealous and prejudiced 124
their judges are insensible 56
their knives and firebrands 69
their labors and sacrifices 965
their labors are appreciated 63
their lawful and hereditary 159
their lawful and legitimate 53
their leaders and candidates 90
their leaders and chieftains 100
their leaders and commanders 288
their leaders and government 89
their leaders and membership 43
their leaders and newspapers 47
their leaders and organizers 116
their leaders and politicians 77
their leaders and protectors 128
their leaders and supporters 242
their leaders are frequently 43
their levels are determined 48
their lighting and ventilation 44
their lights and reflectors 53
their limits and boundaries 147
their limits and limitations 60
their limits and respective 83
their limits are determined 88
their lineage and connections 41
their liquid has evaporated 123
their losses and grievances 44
their losses and possessions 65
their losses and sacrifices 232
their luxury and effeminacy 109
their luxury and refinement 331
their luxury and wantonness 61
their malice and inveteracy 59
their malice and resentment 50
their malice and wickedness 228
their manner and deportment 71
their manner and expressions 74
their manner and pretensions 48
their market was restricted 49
their market with foreigners 70
their masses and velocities 290
their master and benefactor 176
their master and instructor 46
their master and mistresses 53
their master had disappeared 43
their master was determined 102
their maxims and principles 253
their measure and preparation 44
their medals and decorations 382
their meetings and activities 319
their meetings and assemblies 413
their meetings and ceremonies 52
their meetings and conventions 248
their meetings and discussions 385
their meetings and processions 143
their meetings and rescheduling 54
their meetings and separations 46
their meetings for discipline 109
their meetings they experience 45
their memory and constantly 51
their memory and experience 187
their memory and imagination 227
their memory and inspiration 49
their memory for information 95
their mental and educational 147
their merger and acquisition 120
their merits and advantages 41
their merits and capacities 86
their merits and importance 58
their merits and limitations 741
their merits and pretensions 83
their merits and shortcomings 593
their merits and usefulness 58
their merits are appreciated 43
their merits are recognized 51
their methods and activities 124
their methods and approaches 656
their methods and assumptions 253
their methods and conclusions 624
their methods and curriculum 87
their methods and experience 152
their methods and facilities 75
their methods and implements 54
their methods and management 58
their methods and motivations 62
their methods and objectives 347
their methods and philosophy 78
their methods and principles 250
their methods and procedures 614
their methods and properties 418
their methods and strategies 151
their methods and techniques 842
their methods are applicable 58
their methods are appropriate 44
their methods are essentially 79
their methods are inadequate 68
their militia and volunteers 87
their minute and insensible 361
their misery and degradation 1051
their misery and deprivation 54
their misery and destitution 91
their misery and destruction 159
their misery and discomfort 55
their misery and discontent 92
their misery and frustration 63
their misery and misfortune 162
their mission and activities 70
their mission and objectives 225
their mission was successful 197
their models and assumptions 45
their models and inspiration 131
their modest and respectful 69
their morale and commitment 95
their morale and confidence 127
their morale and discipline 217
their morale and efficiency 241
their morals and discipline 241
their morals and principles 90
their mornings and afternoons 96
their mothers and caregivers 96
their mothers and eventually 40
their mothers and frequently 43
their mothers and stepfathers 117
their mothers and stepmothers 41
their mothers for assistance 51
their mothers for information 41
their mothers had encouraged 45
their motions and influences 61
their motions and revolutions 58
their motions are completely 51
their motions are correlated 52
their motions are determined 82
their motions are discovered 61
their motions are retrograde 290
their motions are surprisingly 71
their mutual and collective 46
their mutual and individual 172
their mutual and reciprocal 323
their mutual and respective 80
their narrow and contracted 123
their narrow and mercantile 58
their narrow and restricted 52
their nature and activities 178
their nature and affinities 50
their nature and application 354
their nature and arrangement 140
their nature and attributes 441
their nature and background 46
their nature and capacities 101
their nature and characters 56
their nature and complexity 254
their nature and composition 854
their nature and description 60
their nature and destination 171
their nature and disposition 427
their nature and elimination 50
their nature and experience 160
their nature and importance 1363
their nature and inclination 68
their nature and limitations 184
their nature and management 97
their nature and measurement 245
their nature and mechanisms 40
their nature and objectives 130
their nature and obligations 55
their nature and occurrence 280
their nature and orientation 44
their nature and principles 123
their nature and productions 55
their nature and prognostic 81
their nature and properties 1826
their nature and proportions 94
their nature and regardless 44
their nature and respective 41
their nature and seriousness 138
their nature and surroundings 50
their nature and tendencies 177
their nature and usefulness 47
their nature are absolutely 73
their nature are considered 47
their nature are essentially 48
their nature are impossible 58
their nature are inevitably 114
their nature are inherently 97
their nature are monopolies 114
their nature being determined 43
their nature being inadequate 60
their nature they constitute 45
their nature they contribute 41
their nature was determined 42
their nature was essentially 49
their nature was understood 132
their navies and mercantile 49
their normal and legitimate 140
their notions and conceptions 68
their notions and principles 73
their notions and sentiments 55
their nuclei and organelles 269
their nuclei and protoplasm 90
their nuclei are relatively 53
their number and activities 104
their number and arrangement 1007
their number and boundaries 46
their number and circulation 65
their number and combination 41
their number and complexity 738
their number and composition 130
their number and continuity 47
their number and description 88
their number and destination 87
their number and disposition 255
their number and efficiency 249
their number and excellence 113
their number and importance 1487
their number and individual 45
their number and membership 140
their number and minuteness 233
their number and morphology 118
their number and occupations 62
their number and percentage 83
their number and popularity 74
their number and prominence 77
their number and regularity 52
their number and respective 42
their number and seriousness 74
their number and variability 58
their number and visibility 53
their number are dispatched 46
their number being determined 164
their number had apparently 41
their number had diminished 154
their number had disappeared 77
their number had multiplied 75
their number has diminished 263
their number has multiplied 157
their number may compensate 149
their number was apparently 42
their number was considered 102
their number was constantly 288
their number was determined 92
their number was diminished 205
their number was eventually 40
their number was inadequate 72
their number was multiplied 151
their number was negligible 250
their number was originally 52
their number was relatively 312
their number was restricted 183
their number was substantial 53
their number was sufficient 258
their number was surprisingly 68
their number who considered 58
their nurses and attendants 86
their object being apparently 43
their object was apparently 41
their object was discovered 54
their offering any resistance 63
their office and employment 103
their office was hereditary 137
their opaque and refractory 46
their opinion and experience 189
their opinion and suggestions 89
their opinion are calculated 50
their opinion that particular 46
their opinion was calculated 48
their opinion was militarily 58
their options are restricted 46
their options for employment 76
their orbits are elliptical 107
their orders and commissions 61
their orders and decorations 138
their orders and directives 80
their orders and regulations 156
their orders and sacraments 52
their orders for government 76
their organs and anatomical 60
their organs for transplant 120
their origin and accustomed 42
their origin and affinities 392
their origin and application 195
their origin and arrangement 66
their origin and associations 56
their origin and background 141
their origin and chronology 48
their origin and composition 436
their origin and connections 70
their origin and continuity 47
their origin and description 67
their origin and destination 1034
their origin and destruction 67
their origin and explanation 162
their origin and historical 263
their origin and importance 199
their origin and inspiration 281
their origin and nationality 69
their origin and occurrence 169
their origin and orientation 47
their origin and physiologic 41
their origin and principles 120
their origin and propagation 119
their origin and properties 158
their origin and prosecution 40
their origin and prosperity 66
their origin and provenance 63
their origin and restricted 49
their origin and settlement 44
their origin and subsequent 347
their origin and sustenance 79
their origin and termination 386
their origin was attributed 118
their origin was discovered 53
their output and consumption 48
their output and efficiency 91
their output and employment 900
their output and investment 46
their output was negligible 54
their owners and commanders 111
their owners and consignees 48
their owners and executives 45
their owners and possessors 482
their oxides and hydroxides 244
their papers and collections 59
their papers and discussions 110
their papers and periodicals 48
their papers and possessions 54
their papers for publication 589
their papers with scurrility 96
their pardon and acceptance 249
their pardon and restoration 62
their parent and stepparent 275
their parish and habitations 50
their partial and incomplete 52
their partial and particular 51
their passion and commitment 249
their passion and excitement 50
their passion for adventures 46
their passion for cleanliness 58
their passion for destruction 102
their passion for disputation 42
their passion for distinction 148
their passion for individual 101
their passion for intoxicating 64
their passion for literature 102
their patron and benefactor 462
their pauses and accompanying 54
their pension and retirement 97
their perils and adventures 40
their periods are apparently 51
their periods are incredibly 126
their person and possessions 88
their phases and amplitudes 173
their places and approached 46
their places and emoluments 82
their places and possessions 64
their places and privileges 55
their places and proportions 88
their places and surrounded 89
their places are apparently 51
their places are immediately 72
their places being immediately 46
their places with foreigners 59
their planning and activities 61
their planning and arrangement 60
their planning and assessment 53
their planning and coordinating 54
their planning and instruction 58
their planning and management 513
their planning and operational 77
their planning and preparation 252
their planning and regulatory 51
their planting and cultivation 60
their plants and equipments 46
their plants and facilities 153
their plates and silverware 71
their plight was discovered 45
their points and asperities 125
their policy and activities 64
their policy and friendship 40
their policy and government 58
their policy and ideological 57
their policy and legislation 53
their policy and management 125
their policy and principles 95
their policy and procedures 83
their policy and regulatory 48
their policy and utterances 46
their policy was determined 81
their policy was successful 97
their polity its insistence 43
their portion with hypocrites 140
their powers and activities 256
their powers and advantages 81
their powers and attributes 374
their powers and authorities 179
their powers and capacities 1527
their powers and enterprise 43
their powers and immunities 61
their powers and importance 41
their powers and influences 122
their powers and liabilities 99
their powers and limitations 400
their powers and obligations 435
their powers and perfections 87
their powers and possessions 96
their powers and privileges 2313
their powers and procedures 112
their powers and properties 381
their powers and structures 53
their powers are controlled 41
their powers are determined 42
their powers are inadequate 75
their powers are restricted 125
their powers was restrained 84
their praise and appreciation 177
their praise and benediction 75
their prices and quantities 176
their prices are absolutely 64
their prices are comparable 48
their prices are controlled 48
their prices are determined 390
their prices are exorbitant 48
their prices are influenced 80
their prices are relatively 164
their primal and continuous 41
their prince and countrymen 42
their prince and government 86
their prince and privileged 144
their printing and publication 340
their profit and instruction 76
their prompt and deliberate 43
their proofs and allegations 92
their proper and accustomed 63
