tail sank sharp quills 89
teach what jesus taught 140
teach young people skills 60
teach your child something 127
teams take turns choosing 63
teams were built around 50
tearing down large boughs 40
tearing into small pieces 70
tears once again filled 65
tears over human griefs 45
tears over human misery 52
tears were close behind 59
tears were falling faster 65
tears were falling freely 122
tears were flowing faster 47
tears were flowing freely 775
tears were rolling freely 43
tears were rolling slowly 111
tears were running freely 191
tears were still standing 57
tears were still streaming 301
tears were welling slowly 41
teen idol ricky nelson 96
teeth into sharp points 144
teeth went right through 109
teeth were still intact 103
teeth were strong enough 77
tell from which island 231
tell from which source 174
tell lies about events 165
tell lies about myself 82
tell much about whether 48
tell nothing about voices 88
tell nothing about whether 93
tell other people something 91
tell over every feature 85
tell over greasy plates 99
tell their story before 113
tell their story better 177
tell their story clearly 92
tell their story simply 50
tell their story through 254
tell their story without 414
tell their tales without 41
tell these people something 71
tell very easily whether 50
tell what could happen 69
tell what jesus christ 137
tell what might befall 91
tell what might follow 63
tell what might happen 7497
tell what shall befall 62
tell what would become 253
tell what would follow 47
tell what would happen 2421
tell your child something 85
tell your crack before 42
tell your father something 79
tell your local police 53
tell your mother before 89
tell your mother something 115
tell your reader something 61
tell your social worker 50
tell your story before 71
tell your story better 71
tell your story clearly 88
tell your story simply 112
tell your story through 119
tell your story without 200
tell your uncle harvey 56
tell your writing master 50
tend four looms instead 51
tend their earthly charge 46
tenth been strong enough 47
tent just large enough 62
term blue would convey 62
term call option issued 82
term debt fixed assets 176
term debt total assets 143
term drug abuse refers 48
term holy roman empire 155
term more often refers 76
term most often refers 357
term oral opioid therapy 98
test their first atomic 41
test three times before 124
test time rolls around 142
test were within normal 49
test what would happen 437
test will reveal whether 185
test your driving skills 63
test your newly created 65
test your sword except 60
text also lends itself 42
text most often quoted 43
text string within another 78
text will prove useful 106
their acts shall become 113
their acts which assume 222
their aged limbs through 82
their ages would permit 46
their airy motion seemed 41
their anal scent glands 53
their arms about wildly 72
their arms bound behind 634
their arms still around 157
their arms still linked 54
their arms stuck akimbo 87
their arms thrown around 143
their arms tight around 128
their arms within twenty 176
their arms would permit 56
their arms wound around 113
their bare brown bodies 48
their bare hands before 50
their bare hands without 60
their base newer strata 48
their beaks still loaded 57
their bearing which showed 93
their beds while visions 44
their best black clothes 108
their best bower anchor 433
their best earthly friend 233
their best evening clothes 50
their best gifts surely 94
their best hunting ground 148
their best known leaders 47
their best party clothes 139
their best white shirts 51
their birth rates before 40
their birth rates remain 72
their body parts intact 40
their body water frozen 43
their book chain reaction 45
their book human sexual 420
their breath forming clouds 41
their bringing thence various 43
their buying power through 68
their case either before 40
their case tried before 63
their case truly before 45
their case would fairly 56
their cash needs through 62
their cell phone number 178
their cell walls become 52
their cheap labor supply 164
their city walls portion 48
their city would become 167
their clean white aprons 68
their clean white beaches 77
their clean white clothes 57
their clean white frocks 70
their clean white muslin 64
their clean white shirts 97
their cold hearts shrank 93
their cold tough slices 40
their cook about dinner 90
their corn under ground 43
their crew often killed 96
their dark backs appearing 89
their dark brown bodies 65
their dark faces turned 50
their dark green foliage 501
their days sitting around 43
their deep array reached 145
their deep brown rivers 52
their deep green foliage 124
their door again unless 68
their dream faded before 41
their dull glass globes 86
their duty under section 175
their duty would permit 58
their early growth stages 385
their early lives through 41
their early morning chores 130
their early morning chorus 53
their early morning coffee 93
their early morning duties 62
their early morning flight 85
their early morning prayer 49
their early morning rounds 138
their early warning system 102
their earning power through 87
their eggs after spawning 94
their eggs under stones 89
their eggs until hatching 184
their ever again becoming 64
their evil deeds before 123
their evil deeds behind 55
their evil deeds should 57
their eyes again toward 51
their eyes could adjust 70
their eyes could behold 50
their eyes could follow 90
their eyes darting around 151
their eyes every chance 136
their eyes every moment 46
their eyes first beheld 44
their eyes first opened 99
their eyes first rested 50
their eyes fixed always 41
their eyes fixed firmly 352
their eyes fixed solely 54
their eyes fixed upward 76
their eyes fully opened 97
their eyes gleaming through 46
their eyes growing larger 124
their eyes jesus christ 50
their eyes meeting across 63
their eyes might behold 46
their eyes might strain 102
their eyes nearly closed 166
their eyes nearly popped 58
their eyes peering through 103
their eyes rolling wildly 54
their eyes shall behold 40
their eyes shining through 76
their eyes showing through 57
their eyes staring wildly 50
their eyes still closed 369
their eyes still locked 119
their eyes still turned 55
their eyes which render 53
their eyes which seemed 63
their eyes would become 140
their eyes would follow 82
their eyes would wander 69
their face broad enough 44
their face leaves toward 144
their face looks farther 62
their face often changed 52
their face value except 44
their face value instead 65
their face value merely 47
their face value unless 120
their face value without 641
their fading vision looked 52
their fair share through 58
their fair share toward 135
their fall would injure 67
their fame flies through 49
their fame spread abroad 49
their fame spread through 99
their fame would endure 51
their fate would affect 42
their fate would depend 220
their feast still dulled 49
their feet again before 40
their feet again without 47
their feet badly frozen 51
their feet close beside 53
their feet lower thrones 99
their feet nearly touching 53
their feet never touching 52
their feet would become 58
their fifth world series 54
their fine large houses 45
their fine lines through 175
their fine motor skills 833
their fine white saddle 52
their fire seems bolder 51
their food needs through 191
their food taste better 110
their foot could follow 45
their form could hardly 88
their four first feathers 42
their four lower bodies 74
their free amino groups 90
their free feeding weight 62
their free moral agency 84
their free space values 99
their free stream values 119
their free trade policy 93
their full adult height 160
their full civic rights 120
their full civil rights 699
their full force before 51
their full force without 75
their full growth before 159
their full growth through 42
their full growth without 83
their full human rights 368
their full legal effect 55
their full legal rights 490
their full legal tender 90
their full legal weight 119
their full share toward 319
their full value should 66
their full value unless 55
their full value without 154
their full yield strength 52
their furs every summer 56
their fury began already 69
their fuss about little 181
their game under another 134
their gaping mouths seemed 94
their gaze could extend 40
their gaze fixed firmly 50
their gods could neither 40
their gold watch chains 48
their good cause should 55
their good dames handling 100
their good deeds should 81
their good feeling toward 87
their good feeling without 53
their good works before 45
their good works should 62
their good works without 52
their gray hairs streaming 147
their great boats hauled 79
their great bulks before 88
their great deeds should 63
their great father across 94
their great father beyond 44
their great father should 54
their great hunting ground 111
their great leader attila 104
their great leader seemed 55
their great march through 51
their great minds stooping 191
their great mouths slanting 51
their great naval strength 45
their great power allies 77
their great power status 286
their great power through 42
their great risks render 45
their great rival seemed 45
their great roomy houses 42
their great royal office 111
their great stars throned 63
their great white bodies 74
their grim faces peered 50
their guns until killed 73
their hair banged across 78
their hair neatly combed 250
their hair neatly parted 68
their half naked bodies 106
their hand could hardly 48
their hard earned income 100
their hard outer covering 164
their hard outer shells 84
their having lived through 97
their having taken refuge 133
their heads about dogmas 128
their heads about whether 65
their heads above ground 1478
their heads after drinking 102
their heads bowed before 46
their heads bowed toward 90
their heads close shaved 124
their heads close shaven 231
their heads every minute 41
their heads nearly touching 393
their heads poked through 94
their heads right around 81
their heads shall perish 53
their heads still higher 171
their heads stuck through 161
their heads thrust through 105
their heads would answer 55
their health needs through 45
their health would permit 59
their health would suffer 230
their heart rates slowed 58
their heavy boots tramping 47
their heavy chain through 59
their heavy loads behind 125
their heavy loads through 149
their heavy loads without 59
their heavy metal covers 52
their hiding place became 72
their hiding place before 106
their hiding place behind 876
their hiding place inside 72
their hiding place without 52
their high blood chafed 67
their high boiling points 443
their high calling without 59
their high caste status 81
their high heels clicking 82
their high hopes dashed 51
their high melting points 1931
their high moral ground 43
their high moral standing 59
their high moral values 59
their high power output 50
their high social standing 809
their high social status 2057
their high stone houses 293
their holy mother church 59
their holy roman empire 112
their home after dinner 47
their home after school 73
their home phone number 435
their home ports before 61
their home ports without 47
their home towns before 58
their home would become 41
their hour would strike 46
their huge armed forces 47
their huge heels firmly 58
their huge white flocks 46
their ideas about family 299
their ideas about female 40
their ideas about future 96
their ideas about gender 368
their ideas about issues 47
their ideas about nature 178
their ideas about painting 40
their ideas about proper 75
their ideas about public 71
their ideas about reality 60
their ideas about school 80
their ideas about sexual 88
their ideas about values 53
their ideas about various 59
their ideas about whether 68
their ideas never caught 44
their ideas would become 54
their idle hours amongst 49
their jobs either through 47
their jobs would become 64
their keen edges crossing 86
their keen mincing knives 56
their kids after school 68
their kids running around 40
their land either through 45
their land under forest 107
their land would become 132
their land would derive 42
their land would remain 45
their last camping ground 107
their last child before 73
their last ditch effort 41
their last drink before 45
their last evening before 54
their last farthing aspiring 42
their last fatal periods 99
their last grand master 85
their last hours before 48
their last hunting ground 115
their last known places 59
their last major attack 70
their last major battle 64
their last major effort 94
their last march through 41
their last meeting before 601
their last meeting seemed 44
their last names without 70
their last night aboard 71
their last night ashore 104
their last night before 393
their last night beside 67
their last pipes before 134
their last resting places 745
their last stand before 207
their last stand behind 68
their last visit before 68
their last words before 123
their last world series 170
their late royal master 65
their late teens before 40
their late teens through 186
their late worthy pastor 50
their laws which govern 49
their left breast pocket 106
their left flank turned 75
their left hands behind 93
their left hands placed 41
their left hands raised 49
their legs shall become 48
their legs still galled 59
their less hardy duties 52
their less wealthy fellow 95
their life after school 61
their life cycle before 241
their life cycle inside 262
their life cycle should 41
their life cycle stages 163
their life cycle through 51
their life cycle without 198
their life flash before 53
their life savings through 56
their life savings vanish 42
their life shows neither 94
their life still before 44
their life would become 122
their like poles pointing 80
their like poles turned 70
their lips nearly touching 44
their lips still locked 57
their lips still touching 45
their lithe brown bodies 69
their live stock driven 53
their living rooms through 73
their living rooms watching 128
their lord jesus christ 932
their lord would return 44
their lost social status 47
their love might abound 103
their love never became 41
their love shows itself 60
their love strong enough 55
their love would always 53
their love would become 49
their love would endure 142
their love would remain 41
their lungs would permit 69
their main blood supply 101
their main selling points 84
their main thrust through 43
their main water source 57
their main water supply 301
their many camps standing 46
their many trips abroad 67
their meals after handling 47
their meaning quite beyond 58
their meaning would become 90
their means could afford 95
their means would enable 70
their means would permit 410
their mica throws itself 48
their mind about something 139
their mind about whether 114
their mirth within bounds 43
their more moral genius 119
their more plain attire 130
their more sober leaders 44
their more staid seniors 62
their more usual course 73
their more usual office 102
their most basic bodily 54
their most basic feelings 49
their most basic levels 146
their most basic rights 786
their most basic values 257
their most deadly hatred 46
their most deadly weapons 82
their most glaring faults 65
their most happy kingdoms 63
their most hearty assent 235
their most lasting impact 62
their most lasting legacy 64
their most lethal weapons 65
their most loyal allies 73
their most noted chiefs 87
their most noted leaders 135
their most noted places 45
their most rapid flight 78
their most senior member 67
their most shining lights 63
their most sweet voices 300
their most telling points 103
their most usual modern 45
their most vital points 45
their most vivid colors 59
their most vivid memory 129
their moving about without 42
their much lower levels 60
their name first appears 78
their name spread terror 40
their next meeting should 193
their next steps should 86
their north korean allies 208
their north poles pointing 239
their north poles turned 56
their once green cotton 50
their once noble master 91
their only child became 45
their only child should 64
their only child starve 45
their only earthly friend 77
their only known source 41
their only lasting effect 40
their only local office 82
their only major source 88
their only meeting ground 114
their only social outlet 61
their only water supply 371
their only world series 384
their oral fluid intake 108
their other civil rights 57
their other human rights 62
their other social powers 42
their pale faces turned 81
their pale green foliage 47
their part could hardly 43
their part could result 61
their part never thought 82
their part until events 41
their part would enable 56
their part would render 56
their part would result 198
their past lives before 41
their past lives seemed 46
their past lives should 54
their past lives through 63
their past lives without 50
their past track record 254
their peer group status 75
their pens carry farther 63
their pens carry further 54
their pine knots before 43
their plan would remain 110
their poor blood supply 151
their poor human rights 148
their poor social skills 173
their poor souls needed 89
their poor track record 136
their poor writing skills 41
their post until sunset 41
their prey might escape 52
their prey would escape 78
their pure white petals 59
their ribs showing through 169
their rich blood supply 491
their rich green foliage 125
their rich nerve supply 44
their rising social status 87
their role would become 44
their room after dinner 134
their room after supper 42
their rule truly devout 95
their seats under another 180
their sect shall become 45
their seed shall remain 79
their side never meddle 86
their sire shall excite 42
their skin color played 78
their slow march toward 57
their sole water supply 121
their sons could become 90
their sons might become 97
their sons might obtain 45
their sons would become 261
their sons would follow 71
their sons would return 64
their soul shall become 52
their south korean allies 139
their tall enemy stalking 40
their task would become 62
their teeth while sleeping 46
their term would expire 41
their thick black lashes 133
their thick leather gloves 91
their third grade teacher 45
their third world allies 189
their third world policy 109
their third world series 102
their three swiss guides 65
their time above ground 145
their time after school 437
their time arguing whether 53
their time below ground 51
their time driving around 109
their time either sleeping 44
their time fooling around 52
their time loafing around 50
their time looking around 206
their time looking through 117
their time lounging around 78
their time playing around 43
their time playing bridge 124
their time roaming around 48
their time running around 443
their time sifting through 78
their time sitting around 837
their time until something 58
their time waiting around 49
their time walking around 228
their time walking through 70
their time while awaiting 59
their time working through 45
their time would expire 55
their time would permit 86
their tops often hidden 192
their town might become 40
their town would become 115
their true boiling points 41
their true color values 44
their true human nature 103
their true inner feelings 155
their true inner nature 98
their true inner selves 404
their true light before 915
their true light without 56
their true names secret 111
their true state before 53
their true value appears 56
their turn comes around 243
their turn might repent 41
their turn shall follow 584
their turn still further 61
their turn would become 169
their turn would follow 57
their union might reduce 53
their union would result 49
their vain search amongst 42
their vast empty spaces 43
their vast march through 40
their very faces caught 59
their very first battle 69
their very first effort 47
their very first essays 68
their very first flight 111
their very first lesson 132
their very first letter 45
their very first meetings 90
their very first mission 42
their very first origin 194
their very first public 69
their very first report 45
their very first session 176
their very first sexual 72
their very first thought 101
their very first voyage 45
their very hearts rattling 79
their very human nature 63
their very large family 43
their very large number 233
their very light weight 69
their very lives depend 452
their very lives seemed 44
their very names became 57
their very names recall 40
their very noses without 48
their very small number 273
their very souls seemed 178
their very strong feelings 72
their very worst degree 116
their vote which turned 48
their vote would affect 53
their waking hours engaged 159
their waking hours foraging 52
their waking hours grooming 53
their waking hours searching 56
their waking hours watching 216
their waking hours worrying 47
their warm blood spurting 59
their warm pores imbibe 91
their wealth shall become 59
their weary faces smeared 88
their weary limbs through 50
their weary march across 153
their weary march through 51
their west indian holdings 47
their west indian island 62
their west point training 61
their wild harsh voices 44
their will known through 70
their will thereon through 60
their will which creates 79
their wine after dinner 426
their wise shall perish 56
their wits could devise 46
their work after dinner 67
their work after school 87
their work could become 40
their work could hardly 81
their work every seventh 96
their work force engaged 68
their work force through 106
their work force without 55
their work lives around 147
their work lives through 41
their work often appears 48
their work shall perish 61
their work still further 97
their work still stands 74
their work which seemed 40
their work which should 80
their work would become 226
their work would permit 43
their work would remain 139
their work would result 83
their work would suffer 131
their work would surely 46
their young after hatching 108
their young alive instead 59
their young faces alight 95
their young hearts bursting 88
their young heirs taught 49
their young lives before 60
their young people abroad 42
their young people become 57
their young people should 104
their young people through 83
their young women should 43
their youth still shines 89
theme park built around 63
theme runs right through 98
theory also lends itself 84
theory came about through 48
theory came under attack 265
theory came under severe 52
theory must await further 113
theory must prove itself 42
theory upon which modern 60
theory upon which relief 67
theory will prove useful 98
there also exist special 175
there also exist various 192
there also seems little 218
there been about matter 114
there been lacking grisly 42
there been light enough 509
there been major changes 291
there been wanting learned 62
there came about another 58
there came about twenty 42
there came running toward 42
there came still another 254
there came walking toward 47
there come mingled sounds 48
there ever anything better 40
there ever since except 226
there ever since without 56
there ever still hermit 67
there fell about twenty 40
there five months before 258
there four hours before 100
there four months before 233
there four months earlier 60
there from every corner 231
there from miles around 172
there have hence arisen 44
there have nearly always 86
there have never before 308
there have never failed 43
there have never lacked 70
there have risen purple 67
there have since become 40
there into small bodies 71
there just after sunset 108
there just hours before 114
there just looking around 56
there just never seemed 339
there kept running through 84
there kept which should 90
there last night before 41
there life above stairs 70
there like night already 87
there like sacks filled 50
there like small islets 64
there made every effort 95
there made sweet melody 223
there many hours before 248
there many months before 273
there many people killed 124
there many times before 4389
there many times myself 161
there many times without 86
there many weeks before 270
there much longer anyway 105
there much longer without 226
there must appear something 53
there must enter something 73
there must exist another 745
there must exist innate 47
there must exist something 1126
there must nearly always 75
there must needs follow 569
there must still remain 924
there nine months before 100
there nine months without 152
there nothing fresh around 92
there once stood another 43
there only about twenty 135
there only hours before 196
there only twice before 136
there other people around 302
there rose again before 52
there some hours before 517
there some hours earlier 43
there some months before 777
there some months earlier 291
there some place around 150
there some weeks before 482
there some weeks earlier 95
there soon after eleven 57
there soon appear shapes 99
there take place changes 53
there three hours before 357
there three months before 715
there three months earlier 187
there three months without 178
there three times already 242
there three times before 302
there three weeks before 1002
there three weeks earlier 134
there till about eleven 137
there till about twelve 40
there till after dinner 92
there till after eleven 139
there till after sunset 143
there took place another 895
there took place before 82
there took place something 81
there went words amongst 83
there were about another 119
there were about double 81
there were about eighty 4790
there were about eleven 635
there were about million 45
there were about ninety 933
there were about twelve 5096
there were about twenty 14820
there were above eighty 67
there were above ninety 43
there were above twelve 79
there were above twenty 482
there were added another 58
there were added reasons 61
there were added various 49
there were again rumors 47
there were again serious 89
there were again twelve 44
there were again twenty 40
there were again various 45
there were ample causes 48
there were ample proofs 104
there were ample reasons 715
there were ample stocks 139
there were ample stores 58
there were ample troops 54
there were ample warnings 68
there were anything behind 42
there were anything better 198
there were anything beyond 92
there were anything further 125
there were anything pretty 241
there were anything serious 109
there were anything special 141
there were anything strange 46
there were armed forces 56
there were armed groups 45
there were armed guards 483
there were armed police 174
there were aught better 45
there were basic changes 111
there were black clouds 290
there were black leaders 58
there were black mayors 48
there were black slaves 201
there were black specks 51
there were black stains 47
there were black streaks 79
there were black troops 53
there were blank spaces 225
there were blood stains 248
there were board meetings 45
there were boats enough 77
there were books before 41
there were books enough 59
there were borne across 40
there were bowling alleys 131
there were breathing spaces 41
there were brick houses 56
there were brief periods 600
there were brief visits 47
there were broad clover 116
there were broad fields 177
there were broad reaches 60
there were broad rivers 51
there were broad smiles 56
there were brown stains 48
there were cases before 53
there were civil rights 146
there were close family 126
there were closing scenes 65
there were cruel anxious 65
there were daily fights 85
there were daily meetings 153
there were daily scenes 43
there were daily visits 69
there were demon forces 45
there were dense clouds 51
there were dense crowds 78
there were dense groves 46
there were dense masses 51
there were depths beyond 145
there were dirty clothes 60
there were dirty dishes 232
there were dreary pauses 222
there were easier pickings 45
there were eight active 47
there were eight adults 46
there were eight blocks 45
there were eight boards 57
there were eight bodies 61
there were eight chairs 56
there were eight changes 57
there were eight cities 109
there were eight copies 90
there were eight english 158
there were eight female 75
there were eight french 64
there were eight german 76
there were eight grades 101
there were eight groups 159
there were eight horses 101
there were eight houses 144
there were eight inches 82
there were eight indians 52
there were eight issues 47
there were eight jewish 51
there were eight judges 42
there were eight killed 61
there were eight legions 109
there were eight little 211
there were eight lodges 52
there were eight meetings 56
there were eight million 1363
there were eight negroes 52
there were eight ounces 66
there were eight pieces 100
there were eight places 63
there were eight plants 44
there were eight police 40
there were eight public 204
there were eight pupils 46
there were eight reigning 69
there were eight rounds 45
there were eight special 61
there were eight stages 92
there were eight states 294
there were eight tables 44
there were eight tribes 93
there were either killed 60
there were empty chairs 89
there were empty houses 113
there were empty niches 93
there were empty places 146
there were empty spaces 303
there were empty tables 98
there were enemy agents 81
there were enemy forces 82
there were enemy planes 98
there were enemy troops 175
there were equal number 76
there were equal rights 96
there were ethnic groups 103
there were evening meetings 93
there were evils enough 83
there were facts enough 54
there were faint bluish 54
there were faint lights 60
there were faint sounds 147
there were faint streaks 52
there were faint traces 188
there were false alarms 204
there were false rumors 49
there were false starts 117
there were fewer active 55
there were fewer actors 48
there were fewer actual 57
there were fewer adults 67
there were fewer appeals 41
there were fewer babies 64
there were fewer blacks 143
there were fewer buyers 68
there were fewer cattle 113
there were fewer causes 41
there were fewer changes 277
there were fewer checks 43
there were fewer cities 82
there were fewer clouds 44
there were fewer crimes 128
there were fewer delays 61
there were fewer direct 50
there were fewer dishes 44
there were fewer english 141
there were fewer errors 215
there were fewer events 57
there were fewer family 72
there were fewer female 408
there were fewer fights 69
there were fewer formal 69
there were fewer french 206
there were fewer german 80
there were fewer guards 109
there were fewer guests 88
there were fewer horses 103
there were fewer houses 388
there were fewer indians 162
there were fewer jewish 61
there were fewer layers 40
there were fewer levels 48
there were fewer lights 111
there were fewer masses 47
there were fewer meetings 58
there were fewer middle 42
there were fewer negroes 141
there were fewer nurses 58
there were fewer openings 81
there were fewer options 165
there were fewer orders 55
there were fewer papers 41
there were fewer pieces 51
there were fewer places 389
there were fewer plants 70
there were fewer points 64
there were fewer police 70
there were fewer public 205
there were fewer pupils 90
there were fewer reasons 137
there were fewer scenes 46
there were fewer serious 61
there were fewer slaves 291
there were fewer states 48
there were fewer stones 54
there were fewer stores 77
there were fewer traces 84
there were fewer trains 80
there were fewer troops 114
there were fewer trucks 52
there were fewer vested 50
there were fewer violent 50
there were fewer visits 84
there were fewer voices 59
there were fewer voters 64
there were fewer whales 43
there were fewer whites 93
there were field sports 44
there were fifty copies 48
there were fifty english 48
there were fifty horses 50
there were fifty houses 145
there were fifty ladies 83
there were fifty million 258
there were fifty pounds 48
there were fifty pupils 75
there were fifty slaves 52
there were first formed 60
there were fixed limits 56
there were fixed points 68
there were fixed prices 66
there were flash floods 65
there were folding chairs 102
there were forms created 129
there were forty arrows 73
there were forty houses 97
there were forty killed 76
there were forty million 207
there were forty pieces 46
there were forty pupils 105
there were forty thieves 50
there were found amongst 192
there were found buried 55
there were found divers 44
there were found eleven 47
there were found enough 112
there were found pieces 56
there were found plenty 55
there were found therein 59
there were found traces 89
there were found twelve 88
there were found twenty 191
there were found various 63
there were found verses 61
there were fresh alarms 56
there were fresh horses 58
there were fresh rumors 67
there were fresh sheets 41
there were fresh shouts 82
there were fresh towels 69
there were fresh tracks 364
there were fresh troops 56
there were fully twenty 256
there were funds enough 77
there were funny little 100
there were games played 50
there were girls around 281
there were girls behind 53
there were girls enough 142
there were glass frames 67
there were goods enough 46
there were grass stains 95
there were grave abuses 166
there were grave dangers 370
there were grave doubts 2140
there were grave errors 76
there were grave faults 165
there were grave reasons 379
there were grease stains 43
there were greek cities 166
there were green fields 499
there were green meadows 121
there were green plants 233
there were green spaces 47
there were gross abuses 49
there were gross changes 40
there were gross errors 64
there were group meetings 55
there were growing doubts 477
there were growing rumors 72
there were guard towers 63
there were hands enough 137
there were happy little 52
there were hearings before 54
there were heroes before 120
there were hills behind 51
there were hints enough 109
there were holes through 108
there were horse tracks 49
there were hours before 41
there were house guests 69
there were human bodies 58
there were human rights 245
there were human skulls 48
there were human voices 94
there were indian slaves 61
there were indian trails 46
there were indian tribes 113
there were indian troops 56
there were joint meetings 97
there were knowing smiles 43
there were lands belonging 48
there were lands beyond 72
there were lands enough 98
there were large angular 40
there were large annual 61
there were large arrears 129
there were large blocks 171
there were large bodies 677
there were large cattle 49
there were large changes 359
there were large chunks 107
there were large cities 242
there were large claims 46
there were large cracks 168
there were large crowds 602
there were large enough 336
there were large errors 88
there were large fields 240
there were large flocks 394
there were large forces 129
there were large framed 101
there were large french 65
there were large german 255
there were large groups 881
there were large groves 50
there were large holdings 44
there were large houses 161
there were large issues 88
there were large jewish 310
