talkative very blunt very 95
translating these plans into 85
translating these terms into 60
translating these texts into 51
translating these words into 152
translating these works into 63
translating those goals into 104
translating those needs into 116
translating those words into 56
translating three whole years 52
transmits these truths from 88
transmute base metal into 533
transmuting base metal into 306
transport from blood into 111
transport from flesh into 122
transport have often been 50
transport heavy loads over 80
transport over large areas 42
transport their goods from 242
transport their goods into 57
transport their goods over 98
transport took place during 51
transport were taken into 43
travelers from every land 74
travelers from every part 92
travelers like marco polo 209
traversed during equal time 111
traversed mile after mile 56
treatments have never been 104
treatments have often been 102
treatments have ranged from 57
treatments have shown some 62
treatments most often used 45
treatments were given during 108
treatments were given only 43
treatments were given over 98
treatments were given three 47
tribunals from which there 69
tribunals have often been 48
tribunals have since been 58
tribunals keep within their 66
triggered into action when 77
triumphal arch which bears 69
triumphed once again over 140
triumphed over every form 45
triumphed over every other 1435
triumphed over seeming wrong 94
triviality will issue from 60
truncated cone whose base 43
turbulent shear flows have 51
typically been based upon 81
typically been drawn from 47
typically only about half 118
typically take place during 190
typically take place over 355
typically take place when 94
typically think about their 52
typically took place during 70
typically used where there 58
tyrannies ever known among 45
tyrannous over every mode 57
