tag securely attached to 92
than physical activity in 43
than physical delivery of 47
than physical presence in 52
than policies designed to 135
than positive evidence of 58
than positive feedback in 42
than problems inherent in 43
than proceeding directly to 327
than programs designed to 114
than prolonged exposure to 104
than property acquired by 73
than property acquired in 80
than property referred to 146
than prudence attempts to 59
than purchase security by 57
than quantity demanded at 114
than quantity supplied at 113
than questions concerning the 314
than reckless violations of 43
than responding directly to 219
than seriously attempting to 51
than seriously confuted by 52
than services provided by 131
than services rendered to 71
than slightly affected by 66
than solutions obtained by 49
than specially reported to 85
than specific decisions or 68
than specific examples of 56
than specific patterns of 54
than specific problems of 43
than specific products or 71
than specific projects or 43
than sporadic attempts to 58
than sporadic attention to 44
than strictly economic or 55
than strictly required by 111
than students assigned to 78
than students enrolled in 565
than subjects assigned to 74
than surgical treatment is 40
than surgical treatment of 40
than whatever happened to 53
that abnormal activity in 111
that abnormal activity of 133
that abnormal condition of 270
that abnormal functioning of 128
that abnormal increases in 105
that abnormal patterns of 253
that abnormal processing of 90
that abortive breakfast on 45
that absolute accuracy in 296
that absolute accuracy is 532
that absolute accuracy of 147
that absolute authority in 41
that absolute authority is 62
that absolute equality in 198
that absolute equality is 462
that absolute equality of 840
that absolute fidelity to 148
that absolute goodness is 123
that absolute identity is 46
that absolute identity of 286
that absolute immunity is 454
that absolute increases in 150
that absolute liability is 121
that absolute monarchy as 45
that absolute monarchy in 194
that absolute monarchy is 1024
that absolute morality is 120
that absolute pacifism is 131
that absolute precision in 53
that absolute precision is 260
that absolute precision of 56
that absolute property in 110
that absolute seclusion of 41
that absolute security is 289
that absolute security of 47
that absolute solitude is 123
that absolute standard of 107
that abstract concepts of 145
that abstract condition of 44
that abstract questions of 123
that abundant evidence of 57
that abundant moisture is 43
that abundant supplies of 444
that academic education is 227
that academic feminism is 47
that academic interest in 355
that academic literacy is 62
that academic progress is 130
that academic students of 41
that accepted practice is 47
that accident happened to 80
that accurate accounts of 71
that accurate analysis is 48
that accurate analysis of 177
that accurate detection of 95
that accurate diagnosis is 474
that accurate diagnosis of 382
that accurate estimate of 49
that accurate judgment is 176
that accurate monitoring of 62
that accurate observer of 140
that accurate valuation of 47
that accursed irishman on 57
that acquired immunity in 68
that acquired immunity is 493
that acquired immunity to 302
that acquired syphilis is 63
that activating mutations in 43
that activating mutations of 54
that actively attempts to 203
that actively involved the 68
that actively involves the 620
that actively promoted the 123
that actively promotes the 335
that actively resisted the 87
that actively responds to 97
that actively supports the 425
that activity consists of 54
that activity directed to 41
that activity relative to 55
that actually accesses the 140
that actually achieved by 129
that actually achieved in 161
that actually achieves the 120
that actually affected the 156
that actually amounted to 198
that actually attained by 96
that actually attempts to 179
that actually attended the 111
that actually believes in 50
that actually benefits the 168
that actually captures the 118
that actually comprise the 227
that actually computes the 88
that actually concerns the 40
that actually conducts the 93
that actually confront us 58
that actually connects the 165
that actually connects to 161
that actually consists of 711
that actually consumed by 40
that actually contacts the 70
that actually contains the 1109
that actually controls the 765
that actually decreases the 95
that actually delivers the 102
that actually describe the 325
that actually destroys the 181
that actually displays the 371
that actually dominate the 91
that actually employed by 166
that actually employed in 192
that actually enhances the 221
that actually exceeded the 171
that actually executes the 432
that actually expected to 48
that actually explains the 115
that actually followed by 172
that actually followed in 141
that actually followed the 182
that actually functions as 188
that actually functions in 183
that actually generate the 259
that actually governed the 90
that actually happened as 53
that actually happened at 339
that actually happened in 2013
that actually happened is 127
that actually happened on 182
that actually happened or 229
that actually happened to 2573
that actually improved the 124
that actually improves the 215
that actually includes the 166
that actually increased in 82
that actually increased the 347
that actually increases in 145
that actually increases the 539
that actually inhibits the 43
that actually initiated the 62
that actually initiates the 163
that actually inspired the 40
that actually involved in 44
that actually involves the 232
that actually launched the 60
that actually mattered to 107
that actually modifies the 112
that actually motivate the 41
that actually observed by 60
that actually observed in 675
that actually observed is 165
that actually obtained by 196
that actually obtained in 387
that actually occupied by 478
that actually occurred as 117
that actually occurred at 412
that actually occurred in 4188
that actually occurred is 190
that actually occurred on 286
that actually occurred or 145
that actually occurred to 266
that actually operated in 129
that actually operates in 139
that actually operates the 102
that actually performs the 2170
that actually pertains to 103
that actually preceded the 214
that actually precedes the 137
that actually predated the 105
that actually predates the 88
that actually prepared the 58
that actually presents the 133
that actually prevailing in 55
that actually prevails in 355
that actually prevails is 85
that actually prevents the 148
that actually produced by 281
that actually produced in 191
that actually produced it 137
that actually produced the 819
that actually produces an 49
that actually produces the 1081
that actually promoted the 44
that actually promotes the 99
that actually prompted the 91
that actually protects the 150
that actually provided the 215
that actually provides the 812
that actually received by 304
that actually received the 136
that actually receives the 279
that actually recorded in 95
that actually referred to 47
that actually reflects the 381
that actually regulate the 101
that actually replaces the 81
that actually required by 271
that actually required in 98
that actually required is 40
that actually required the 40
that actually required to 511
that actually requires the 141
that actually resemble the 47
that actually responds to 181
that actually resulted in 867
that actually reverses the 101
that actually startled the 58
that actually strengthen the 106
that actually succeeds in 151
that actually supplies the 96
that actually supports the 374
that actually survived the 104
that actually threatened the 140
that actually threatened to 82
that actually triggers the 241
that actually underlie the 251
that adaptive capacity is 57
that adaptive evolution is 123
that adaptive immunity is 101
that adequate accounts of 85
that adequate analgesia is 61
that adequate analysis of 210
that adequate attention be 593
that adequate attention is 1624
that adequate attention to 245
that adequate capacity is 178
that adequate clearance is 65
that adequate controls be 132
that adequate coverage is 564
that adequate coverage of 264
that adequate drainage is 306
that adequate drainage of 117
that adequate education is 48
that adequate emphasis is 52
that adequate evidence is 228
that adequate evidence of 150
that adequate exposure is 58
that adequate exposure of 67
that adequate exposure to 43
that adequate guidance is 46
that adequate hydration is 126
that adequate moisture is 129
that adequate monitoring is 54
that adequate monitoring of 59
that adequate nutrition is 804
that adequate perfusion of 46
that adequate pressure is 246
that adequate progress is 296
that adequate provision be 1474
that adequate provision is 2844
that adequate provision of 332
that adequate quantity of 108
that adequate recreation is 84
that adequate reserves of 174
that adequate salaries be 44
that adequate security be 274
that adequate security is 338
that adequate solutions to 108
that adequate supplies of 3692
that adequate treatment is 520
that adequate treatment of 852
that adiabatic expansion of 41
that adjacent segments of 42
that admitted missouri as 55
that adoptive transfer of 714
that advanced education in 50
that advanced education is 259
that advanced elements of 51
that advanced received the 163
that advanced students in 57
that advanced students of 73
that affected children in 107
that affected contempt of 195
that affected everyone in 332
that affected hundreds of 166
that affected thousands of 463
that afferent impulses of 50
that affinity operates on 56
that afflicts thousands of 45
that afforded glimpses of 63
that africans believed in 42
that africans continue to 47
that agencies consider the 135
that agencies involved in 99
that alkaline solutions of 271
that allergic rhinitis is 150
that almighty goodness is 53
that altitude sickness is 42
that aluminum chloride is 177
that aluminum toxicity is 43
that american activity in 113
that american airlines is 73
that american attempts to 328
that american business as 43
that american business in 215
that american business is 1918
that american catholics do 107
that american children do 267
that american children in 232
that american children of 180
that american citizens be 354
that american citizens do 292
that american citizens in 605
that american citizens of 702
that american citizens on 98
that american citizens or 44
that american commerce in 56
that american concepts of 160
that american education in 173
that american education is 2354
that american emphasis on 62
that american expansion in 155
that american football is 192
that american hegemony in 113
that american hegemony is 325
that american identity is 301
that american industry as 114
that american industry in 170
that american industry is 1862
that american interest in 1704
that american medicine is 398
that american missiles in 95
that american officers in 109
that american officials in 519
that american patterns of 87
that american policies in 350
that american politics in 212
that american politics is 1616
that american practice is 120
that american presence in 261
that american pressure on 349
that american prestige in 216
that american purposes in 45
that american scholars in 40
that american security in 42
that american security is 199
that american settlers in 110
that american sociology is 172
that american soldiers be 187
that american soldiers do 95
that american soldiers in 613
that american strategy in 130
that american students do 436
that american students in 195
that american students of 557
that american supplies of 40
that american suspicion of 41
that american tourists in 98
that american tradition is 43
that american tradition of 46
that american treatment of 180
that american visitors to 205
that american warships be 134
that ammonium chloride is 391
that ammonium nitrogen is 45
that ammonium sulphate is 275
that anabolic steroids do 167
that anaerobic digestion is 187
that anaerobic digestion of 119
that analgesia produced by 134
that analysis consists in 83
that analysis consists of 71
that analytic induction is 104
that analytic treatment is 131
that anatomic reduction of 45
that anderson intended to 56
that animated activity in 288
that annually thousands of 41
that answered directly to 250
that antibody activity is 96
that antibody formation in 72
that antibody formation is 627
that antibody produced by 46
that antibody produced in 41
that antibody response is 97
that antibody response to 81
that antibody synthesis is 154
that apparent authority is 182
that apparent equality to 45
that apparent increases in 129
that apparent infinity is 112
that apparent legality of 49
that apparent movement is 72
that apparent movement of 45
that apparent variations in 115
that apparent violations of 158
that applause bestowed by 122
that argument proceeds is 40
that argument provides no 156
that armstrong suffered by 55
that arrogant contempt of 152
that articles directed to 101
that articles prepared by 48
that articles produced by 129
that artistic activity in 98
that artistic activity is 744
that artistic imitation is 46
that artistic practice is 45
that asbestos exposure is 140
that assembly consists of 77
that assessed valuation is 47
that assessed valuation of 44
that assigned children to 90
that assigned students to 56
that atropine inhibits the 58
that attached directly to 60
that attaches directly to 515
that attempts directly to 130
that attended attempts to 72
that attention augments the 45
that attention consists of 69
that attention directed to 136
that attention increases the 157
that attitude formation is 88
that attracts attention at 90
that attracts attention by 126
that attracts attention in 312
that attracts attention is 822
that attracts attention on 73
that attracts attention or 49
that attracts attention to 507
that attracts children to 49
that attracts hundreds of 293
that attracts students to 47
that attracts thousands of 708
that attracts tourists to 63
that attracts visitors in 56
that attracts visitors to 123
that atypical patterns of 45
that audience analysis is 123
that audience attention is 130
that audience consists of 105
that audience interest is 53
that audience response is 114
that audience response to 49
that auditory feedback is 201
that auditory processing is 45
that augustus intended to 107
that augustus returned to 50
that australia intended to 165
that authentic accounts of 44
that authority pretends to 50
that autistic children do 892
that autistic children in 48
that autistic disorder is 133
that awakened interest in 172
that awakened memories of 179
that backward causation is 354
that bacterial activity in 152
that bacterial activity is 242
that bacterial infection is 714
that bacterial infection of 316
that bacterial oxidation of 140
that bacterial reduction of 113
that basement membrane is 44
that beatitude consists in 116
that beautiful ceremony at 109
that beautiful daughter of 336
that beautiful district of 100
that beautiful fragment of 112
that beautiful instance of 43
that beautiful interest in 478
that beautiful invention of 64
that beautiful miniature of 148
that beautiful monument of 141
that beautiful monument to 44
that beautiful ornament so 41
that beautiful portrait of 209
that beautiful property of 41
that beautiful prophecy of 197
that beautiful prospect of 221
that beautiful provision of 40
that beautiful specimen of 516
that beethoven composed the 237
that beethoven intended the 179
that beethoven intended to 111
that behaviors followed by 468
that benefits continue to 173
that benefits everyone in 152
that benefits outweigh the 237
that benefits promised to 47
that benefits provided by 151
that benefits provided to 93
that benefits received by 399
that benjamin ascribes to 55
that benjamin franklin at 44
that benjamin franklin be 74
that benjamin franklin in 76
that benjamin franklin is 253
that berkeley intended to 103
that biblical accounts of 134
that biblical authority is 127
that biblical exegesis is 101
that biblical prophecy is 143
that bismarck intended to 276
that bitterly attacked the 57
that blissful condition of 40
that bordered directly on 172
that borrowed elements of 88
that bouillon cultures of 92
that bourgeois morality is 87
that braddock resolved to 59
that brazilian industry is 44
that breakdown products of 371
that breathless interval of 46
that brilliant assembly of 41
that brilliant campaign of 91
that brilliant mythology of 45
that brilliant ornament of 116
that buchanan intended to 51
that buddhism accepted the 96
that buddhist doctrine is 101
that buddhist morality is 47
that buddhist practice is 105
that burgoyne embarked at 71
that burgoyne intended to 59
that burnside intended to 64
that business activity in 298
that business activity is 906
that business activity to 1029
that business allotted to 51
that business attended to 43
that business capacity in 40
that business consists of 156
that business decisions in 97
that business depended on 98
that business education in 105
that business education is 302
that business expansion is 47
that business failures in 97
that business incident to 77
that business managers do 165
that business managers in 97
that business operates in 61
that business practice is 90
that business property is 103
that business strategy is 372
that caffeine enhances the 45
that caffeine increased the 150
that caffeine increases the 453
that calculus formation is 58
that campaign resulted in 41
that canadians continue to 153
that capacity assisted in 96
that capacity attended the 107
that capacity expansion is 91
that capacity received the 56
that capacity rendered to 52
that captures elements of 50
that cardinal doctrine of 514
that carranza intended to 78
that catalyze formation of 190
that catalyze oxidation of 53
that catalyze synthesis of 50
that catalyze transfer of 142
that cataract formation is 98
that category compared to 41
that category consisting of 46
that category relative to 62
that catherine intended to 111
that catholics believed in 103
that catholics continue to 97
that catiline rejected the 89
that causally explains the 100
that causation consists in 56
that celestial condition on 98
that cellular activity is 178
that cellular immunity is 628
that cellular immunity to 153
that cellular response to 90
that cerebral activity is 178
that cerebral congestion is 41
that cerebral perfusion is 150
that challenge children to 267
that challenge students to 1606
that chemical activity is 133
that chemical affinity is 898
that chemical analysis is 546
that chemical analysis of 1050
that chemical engineering is 169
that chemical evolution is 58
that chemical kinetics is 46
that chemical oxidation of 114
that chemical pollution is 40
that chemical pollution of 47
that chemical potential is 110
that chemical reduction of 130
that chemical synthesis of 46
that chemical treatment is 147
that chemical treatment of 322
that children acquired the 57
that children actually do 157
that children admitted to 162
that children affected by 353
that children approach the 90
that children assigned to 269
that children associate the 43
that children baptized in 44
that children begotten by 69
that children begotten in 113
that children conceive of 48
that children confined to 42
that children consider the 76
that children continue to 1713
that children deprived of 943
that children diagnosed as 553
that children differed in 82
that children discover the 122
that children educated at 52
that children educated in 515
that children employed in 515
that children enrolled in 966
that children followed the 125
that children imitated the 50
that children improved in 68
that children involved in 496
that children listened to 113
that children manifest the 50
that children normally do 76
that children perceive as 135
that children perceive the 320
that children probably do 66
that children produced by 50
that children progress at 121
that children progress in 69
that children received an 40
that children received at 50
that children received in 67
that children received the 81
that children referred to 168
that children rejected by 43
that children remained in 103
that children remember the 149
that children resemble the 44
that chivalry acquired the 71
that chlorine consists of 60
that christian churches in 217
that christian concepts of 106
that christian doctrine as 40
that christian doctrine in 58
that christian doctrine is 1552
that christian doctrine of 46
that christian education in 134
that christian education is 958
that christian estimate of 103
that christian holiness is 153
that christian identity is 290
that christian initiation is 139
that christian interest in 46
that christian maturity is 84
that christian ministry is 174
that christian morality is 1954
that christian orthodoxy is 42
that christian patience is 45
that christian practice is 512
that christian salvation is 298
that christian socialism is 132
that christian tradition is 175
that circular migration is 151
that circular movement is 294
that citizens continue to 69
that citizens perceive the 40
that classify citizens by 108
that claudius acquired the 111
that claudius banished the 115
that claudius expelled the 280
that cleopatra proposed to 44
that clerical celibacy is 146
that clinical analysis of 41
that clinical diagnosis is 324
that clinical diagnosis of 192
that clinical evidence is 111
that clinical evidence of 706
that clinical isolates of 133
that clinical judgment is 596
that clinical medicine is 440
that clinical practice in 108
that clinical practice is 712
that clinical recovery is 104
that clinical response is 43
that clinical response to 215
that clinical symptoms do 44
that clinical symptoms of 369
that clinical treatment is 83
that clinical treatment of 97
that coalition formation is 130
that coalition politics is 66
that cognition consists in 68
that cognition consists of 81
that cognition involves the 68
that coherent detection is 52
that coherent patterns of 47
that collagen synthesis in 83
that collagen synthesis is 211
that collision coverage is 78
that collision detection is 121
that colonies exercising the 146
that columbus believed he 61
that columbus believed in 42
that columbus expected to 81
that columbus intended to 150
that columbus proposed to 55
that columbus received the 44
that columbus returned to 147
that combined analysis of 41
that combined elements of 5051
that combined exposure to 103
that combined nitrogen is 42
that combined treatment is 219
that combined treatment of 202
that combines advocacy at 95
that combines analysis of 68
that combines attention to 77
that combines elements of 4316
that commanding officers of 649
that commands attention by 46
that commands attention in 125
that commands attention is 124
that comments directly on 46
that committing yourself to 55
that commonly accepted as 119
that commonly accepted by 173
that commonly accepted in 248
that commonly ascribed to 291
that commonly assigned to 404
that commonly attached to 130
that commonly attaches to 147
that commonly confront the 51
that commonly develops in 112
that commonly employed by 362
that commonly employed in 874
that commonly followed by 48
that commonly followed in 148
that commonly inhabits the 60
that commonly involves the 294
that commonly observed in 770
that commonly occurred in 229
that commonly precedes the 57
that commonly prevails in 60
that commonly produced by 163
that commonly received in 93
that commonly referred to 666
that commonly regarded as 91
that commonly reported in 151
that commonly subsided as 115
that commonly supposed to 144
that commonly surround the 47
that communal property is 108
that complete abolition of 422
that complete accuracy in 100
that complete accuracy is 316
that complete admission of 53
that complete analysis is 53
that complete analysis of 170
that complete autonomy is 115
that complete blockage of 47
that complete breakdown of 118
that complete cessation of 510
that complete clearance of 46
that complete collapse of 158
that complete coverage is 312
that complete coverage of 722
that complete depletion of 40
that complete digestion of 101
that complete disorder is 43
that complete drainage of 52
that complete equality in 122
that complete equality is 306
that complete equality of 628
that complete evidence of 42
that complete exclusion of 295
that complete extension of 46
that complete identity of 314
that complete immersion in 154
that complete isolation is 132
that complete isolation of 374
that complete monopoly is 114
that complete occlusion of 344
that complete openness is 43
that complete overthrow of 43
that complete oxidation is 45
that complete oxidation of 401
that complete oxidation to 47
that complete recovery is 830
that complete recovery of 618
that complete reduction of 334
that complete rejection of 146
that complete remission of 132
that complete resection is 152
that complete resection of 272
that complete retention of 44
that complete reversal of 146
that complete security is 120
that complete synthesis of 212
that complete transfer of 179
that compound interest at 45
that compound interest is 811
that compound relations of 87
that compound tincture of 83
that computed velocity is 259
that computer analysis is 132
that computer analysis of 349
that computer animation is 98
that computer education is 93
that computer graphics is 304
that computer hardware is 285
that computer literacy is 810
that computer processing is 184
that computer processing of 125
that computer programs be 281
that computer programs do 145
that computer programs in 143
that computer security is 465
that computer software is 1126
that computes interest on 58
that concepts pertaining to 117
that concerning relations of 309
that concerns humanity is 55
that concrete evidence of 330
that concrete examples of 231
that concurring instinct of 141
that condition attached to 42
that condition disposed to 43
that condition relative to 67
that condition scourged to 43
that conducting business in 48
that conducts business in 363
that conducts impulses to 104
that conducts straight to 54
that conflict resulted in 97
that conforms strictly to 154
that confound attempts to 119
that confront attempts to 82
that confront children in 43
that confront managers in 61
that confront students in 43
that confront students of 59
that conjugal affection is 56
that conjugal fidelity is 372
that connecting particle is 60
that connects directly to 1471
that connects elements of 57
that connects hundreds of 64
that connects networks of 50
that connects students to 76
that connects thousands of 64
that conscious activity is 185
that conscious attempts to 211
that conscious attention is 284
that conscious attention to 494
that conscious deception or 89
that conscious identity of 109
that conscious intention is 66
that consists entirely in 56
that consists entirely of 2536
that constant attention be 270
that constant attention is 396
that constant attention to 1024
that constant companion of 266
that constant emphasis on 52
that constant exercise in 50
that constant exercise of 326
that constant exposure of 109
that constant exposure to 1930
that constant increases in 41
that constant monitoring is 45
that constant monitoring of 158
that constant movement of 49
that constant practice in 234
that constant practice is 275
that constant practice of 240
that constant presence of 259
that constant pressure is 218
that constant pressure of 118
that constant pressure on 125
that constant progress of 52
that constant readiness to 168
that constant recourse to 43
that constant reminder of 335
that constant tendency to 294
that consumed hundreds of 64
that consumed thousands of 57
that consumer education is 370
that consumer interest in 222
that consumer interest is 108
that consumer response to 250
that contains accounts of 75
that contains allusions to 46
that contains articles by 41
that contains articles of 51
that contains articles on 204
that contains chapters on 52
that contains clusters of 60
that contains commands to 157
that contains crystals of 50
that contains elements in 55
that contains elements of 1515
that contains evidence of 226
that contains examples of 384
that contains hundreds of 715
that contains hundreds or 108
that contains nitrogen in 63
that contains pictures of 180
that contains pointers to 561
that contains remnants of 54
that contains segments of 57
that contains solutions to 52
that contains thousands of 825
that contingent valuation is 259
that continuing advances in 81
that continuing attempts to 51
that continuing attention be 40
that continuing attention to 42
that continuing education be 128
that continuing education in 154
that continuing education is 1620
that continuing education of 47
that continuing exposure to 150
that continuing increases in 105
that continuing interest in 98
that continuing progress in 137
that contrary evidence is 186
that controls designed to 46
that controls execution of 195
that controls formation of 133
that controls movement of 464
that controls operation of 151
that controls patterning in 63
that controls secretion of 199
that controls synthesis of 214
that converts dopamine to 593
that converts glycogen to 62
that converts tyrosine to 148
that converts variations in 54
that conveyed habakkuk to 110
that convincing evidence is 174
that convincing evidence of 510
that coronary occlusion is 51
that cortical activity is 265
that cortisol secretion is 59
that courtesy enjoined by 53
that coverage provided by 83
that credible evidence of 130
that criminal activity in 181
that criminal activity is 3060
that criminal contempt is 332
that criminal homicide is 167
that criminal intention is 144
that criminal liability be 122
that criminal liability is 536
that criminal sanctions do 181
that criminal statutes be 123
that criminal suspects be 86
that criminal violations of 99
that critical accounts of 87
that critical activity is 113
that critical analysis is 296
that critical analysis of 824
that critical attention be 112
that critical attention is 43
that critical attention to 280
that critical distance is 53
that critical elements of 454
that critical interest in 154
that critical judgment is 234
that critical judgment of 41
that critical juncture in 789
that critical juncture of 692
that critical juncture the 283
that critical juncture to 74
that critical literacy is 278
that critical pedagogy is 534
that critical practice is 100
that critical questions of 43
that critical response to 110
that critical scrutiny of 68
that cromwell intended to 393
that cromwell mastered the 102
that cromwell resolved to 106
that cromwell ventured on 63
that crucially affected the 130
that crucially involves the 45
that culpable homicide is 154
that cultural activity in 47
that cultural activity is 199
that cultural analysis is 299
that cultural autonomy is 142
that cultural barriers to 116
that cultural concepts of 98
that cultural conflict is 194
that cultural diffusion is 113
that cultural distance is 119
that cultural education is 111
that cultural emphasis on 40
that cultural evolution in 140
that cultural evolution is 1522
that cultural genocide is 45
that cultural geography is 134
that cultural hegemony is 120
that cultural heritage is 546
that cultural identity in 43
that cultural identity is 2000
that cultural literacy is 234
that cultural patterns in 108
that cultural patterns of 232
that cultural politics is 147
that cultural progress is 166
