ab the 126 ad the 99
as so 42 as the 63
as to 258 as the 411
as me 175 as my 108
as the 942 as an 75
as the 1686 as as 112
as do 44 as to 44
as in 164 as it 41
as the 284 as to 344
as an 187 as be 121
as me 881 as my 88
as the 1613 as us 107
as it 303 as the 71
as in 61 as on 57
as the 223 as at 123
as is 68 as or 45
as the 351 as to 115
as the 68 as in 448
as it 47 as the 614
as to 657 as the 46
as be 42 as do 62
as the 2215 as in 443
as is 51 as it 59
as on 52 as or 87
as the 3260 as to 703
as yo 67 as or 149
as in 42 as it 40
at is 202 at he 968
at in 48 at it 342
at the 159 at we 97
at the 473 at the 79
at is 1006 at so 40
at thing 49 at the 6956
at do 108 at the 63
at thing 99 at by 52
at in 57 at the 109
at to 71 at the 45
at is 661 at or 115
at so 385 at the 121
at be 235 at is 3379
at king 44 at do 831
at go 45 at of 61
at to 329 at king 86
at ring 186 at sea 153
at so 203 at thing 89
at uk 309 at the 97
at no 94 at the 121
at no 45 at the 396
at no 65 at the 57
at the 86 at be 5747
at do 78 at go 178
at me 123 at the 54
at to 52 at an 161
at as 1150 at at 257
at by 742 at in 1189
at no 52 at of 173
at on 192 at so 135
at the 590 at to 1072
at as 163 at at 71
at in 345 at is 57
at to 56 at king 230
at sea 41 at so 123
at thing 330 at as 666
at at 93 at in 464
at to 101 at sea 140
at the 58 at to 41
at an 52 at the 297
at the 86 at it 130
at so 506 at is 41
at he 184 at it 383
at the 260 at we 52
at an 117 at the 547
at an 52 at in 56
at it 217 at of 70
at so 91 at the 64
at is 480 at the 95
at the 82 at be 359
at do 164 at the 304
at to 503 at the 357
at is 44 at the 73
at me 54 at the 254
at in 47 at to 431
at an 179 at at 70
at in 827 at of 79
at on 230 at so 315
at the 435 at at 50
at in 495 at it 302
at on 43 at or 98
at so 1379 at the 286
at in 188 at or 97
at by 90 at in 54
at on 852 at to 737
at in 60 at as 110
at if 93 at in 63
at or 67 at to 117
at ear 50 at king 280
at sea 214 at so 97
at thing 83 at in 80
at the 66 at the 84
at it 70 at my 64
at the 1317 at the 1867
at the 53 at ph 126
at sea 43 at so 128
at the 54 at my 155
at the 188 at the 159
at be 92 at the 291
at the 68 at to 65
at the 63 at he 116
at to 40 at he 48
at as 442 at in 180
at to 53 at the 53
at he 71 at it 42
at the 45 at is 198
at be 53 at the 421
at the 63 at the 61
at to 46 at the 69
at ph 107 at to 42
at as 685 at in 3163
at to 72 at the 76
at the 74 at he 466
at in 63 at it 81
at we 40 at the 75
at the 67 at be 48
at my 125 at the 1676
at is 87 at as 101
at be 104 at sea 100
at to 69 at the 67
at as 52 at an 130
at the 170 at is 43
at at 235 at by 61
at he 17377 at in 648
at it 1033 at no 58
at the 783 at to 3616
at we 72 at he 102
at the 71 at the 292
at to 100 at so 97
at the 40 at on 157
at to 91 at an 257
at the 203 at at 281
at is 468 at at 437
at by 90 at he 39836
at in 969 at it 1429
at the 1037 at to 4919
at we 82 at the 69
at the 43 at is 83
at so 42 at the 452
at to 246 at it 107
at so 72 at on 458
at to 178 at the 50
at he 173 at if 101
at the 47 at it 192
at the 88 at it 54
at he 92 at to 43
at the 51 at is 52
at the 231 at be 105
at sea 101 at the 83
at to 283 at he 64
at the 351 at is 46
at the 52 at by 40
at in 78 at he 47
at is 183 at he 56
at the 58 at he 81
at the 1594 at at 40
at the 79 at co 87
at ex 110 at in 101
at king 500 at on 168
at ring 55 at sea 232
at so 460 at tea 273
at the 45 at tv 109
at uk 137 at up 109
at in 69 at the 114
at the 54 at the 40
at the 103 at the 95
at he 164 at to 41
at is 58 at at 60
at to 176 at to 41
at the 64 at he 47
at it 57 at the 44
at king 407 at the 65
at the 69 at the 228
at at 112 at he 2081
at in 186 at it 333
at the 201 at to 895
at we 85 at the 56
at king 209 at do 142
at go 57 at be 56
at wing 90 at the 181
at to 301 at so 107
at on 59 at to 82
at the 55 at he 50
at do 107 at to 119
at the 191 at he 74
at it 206 at is 78
at the 47 at be 43
at the 156 at the 65
at the 149 at the 44
at he 201 at to 74
at to 101 at an 52
at it 50 at be 54
at the 248 at the 265
at the 57 at the 49
at so 71 at he 966
at in 46 at it 279
at the 62 at to 697
at is 55 at king 50
at me 55 at the 97
at he 49 ax the 82
