abandoning the 46 abandons is 42
affected he 727 affected it 119
affected the 469 affected the 168
affected he 174 affected the 80
affected he 204 affected the 46
affected he 82 affected he 141
affected it 40 affected the 125
affected the 271 affected be 43
affection the 189 affection in 49
affection the 41 affection me 89
affection the 439 affection the 107
affection by 81 affection do 60
affection in 46 affection the 216
affection by 157 affection to 57
affection the 96 affection the 155
affection to 189 affection the 40
affection the 57 affection the 78
affection me 59 affection me 249
affection us 56 affinity the 93
affinity the 127 affinity the 82
affirmed the 166 affirmed the 51
affirmed the 42 affirmed to 41
affirmed the 82 affirmed he 43
affirmed as 129 affirmed to 82
affirmed the 146 affirmed the 112
affirmed no 191 affirmed be 105
affirmed be 43 affirmed an 214
affirmed in 61 affirmed no 2038
affirmed the 223 affluent do 49
affronts by 92 affronts by 42
agencies do 45 agencies the 66
agencies in 40 agencies of 58
agencies the 44 agencies the 51
agencies of 44 agencies the 232
agencies in 58 agencies up 279
agencies of 120 agencies up 78
agencies in 53 agencies the 52
agencies the 159 agencies of 44
agencies up 41 agencies the 83
agencies of 50 agencies no 45
agencies up 197 agencies the 95
agencies the 208 agencies the 53
agitated he 40 agitated by 68
agitation the 59 agitation on 743
agitation up 52 agitation on 73
agitation on 609 agitation up 59
agitation on 70 agitation he 101
agitation it 45 agitation the 66
agreeable be 74 agreeable in 74
agreeable be 64 airborne the 100
aircraft by 201 aircraft the 58
airlines at 111 airspeed the 127
algorithm it 59 algorithm it 86
algorithm the 47 algorithm no 41
algorithm of 67 algorithm the 53
algorithm the 467 algorithm the 67
aliments of 41 alliances the 127
allotted the 70 allotted at 101
alongside the 43 alongside in 45
alongside the 160 alongside do 45
alongside in 58 alongside the 180
alongside to 62 alongside the 136
alongside no 47 alongside the 112
alphabet the 46 alphabet the 56
aluminum the 51 aluminum of 91
aluminum the 71 ambitions of 52
ambitious to 61 ambushed by 93
amicable me 63 analysis the 89
analysis the 43 analysis the 59
analysis the 91 analysis be 48
analysis be 103 analysis it 74
analysis the 61 analysis the 150
analysis in 84 analysis no 64
analysis be 54 analysis be 385
analysis it 48 analysis the 56
analysis in 156 analysis the 55
analysis the 102 analysis the 143
analysis the 52 analysis in 45
analysis to 117 analysis to 176
analysis of 105 analysis to 62
analysis the 72 analysis the 207
analysis the 50 analysis the 58
analysis the 119 analysis the 41
analysis to 73 analysis to 87
analysis is 46 analysis the 53
analysis on 123 analysis of 345
analysis up 64 analysis it 52
analysis of 219 analysis the 190
analysis the 261 analysis of 77
analysis to 73 analysis to 56
analysis it 114 analysis the 575
analysis to 43 analysis to 196
analysis to 117 analysis the 65
analysis the 42 analysis the 214
analysis of 71 analysis of 40
analysis no 103 analysis be 90
analysis be 52 analysis no 127
analysis to 178 analysis be 77
analysis to 208 analysis the 127
analysis we 62 analysis the 42
analysis the 67 analysis the 658
analysis an 75 analysis the 816
analysis an 58 analysis the 568
analysis the 152 analysis me 53
analysis the 788 analysis the 325
analysis an 47 analysis the 414
analysis of 69 analysis the 61
analysis the 608 analysis the 127
analysts of 45 analysts the 57
analysts the 70 analyzed as 41
analyzed in 80 analyzed the 41
analyzed the 68 analyzer the 233
ancestor of 134 ancestor of 60
anchored the 57 ancients the 84
ancients to 50 ancients the 50
ancients in 64 ancients on 89
anesthesia the 105 animated by 51
animated to 92 animated the 87
animation of 53 announce to 72
announce we 49 announce on 162
announce is 45 announce no 74
announce an 56 announce no 389
announce up 41 announce to 79
announcing the 63 announcing the 63
announcing on 100 announcing an 80
announcing no 351 announcing to 70
announcing to 103 anointed the 52
anointed the 67 anointed to 40
anointed the 57 anointed the 143
anointed the 136 anointed as 48
anointed at 85 anointed by 122
anointed in 79 anointed on 65
anointed the 44 answered he 424
answered it 79 answered the 156
answered no 147 answered to 76
answered be 40 answered so 58
answered an 54 answered the 40
answered the 266 answered no 107
answered an 98 answered in 58
answered no 7713 answered the 67
answered to 82 antennas the 65
antibody in 41 antibody the 44
antibody the 61 antidote in 41
antigens in 58 antigens the 48
antipathy of 44 antipathy the 42
anxiously to 80 anywhere be 50
anywhere no 42 anywhere no 240
anywhere so 97 anywhere to 65
apartheid the 64 aperture the 157
aperture the 86 apostles the 44
apostles of 221 appalled in 74
appalled no 329 apparent the 43
apparent be 212 apparent no 55
apparent no 43 apparent be 44
apparent the 44 apparent he 45
apparent the 281 apparent he 40
apparent the 189 apparent the 43
apparent to 62 apparent the 166
apparent an 65 apparent no 41
apparent the 47 apparent the 77
apparent be 104 apparent be 76
apparent to 64 apparent of 121
apparent the 96 apparent as 52
apparent at 350 apparent in 74
apparent no 991 apparent be 1018
apparent to 40 apparent be 740
apparent an 1083 apparent at 46
apparent in 132 apparent no 9138
apparent the 58 apparent to 394
apparent the 179 apparent of 132
apparent be 52 apparent to 57
apparent be 120 appetite no 59
appetite in 43 appetite the 233
appetite be 91 appetite an 43
appetite the 75 appetite the 77
appetite as 40 appetite the 80
appetite to 88 appetite the 42
appetite be 52 appetite the 56
appetite he 154 appetite the 81
appetite he 143 appetite the 43
appraising to 91 appraising to 44
apprised the 79 approach to 100
approach the 44 approach to 41
approach the 431 approach of 230
approach the 40 approach it 177
approach it 45 approach the 133
approach in 141 approach no 45
approach the 87 approach be 41
approach be 69 approach the 120
approach in 114 approach it 49
approach the 40 approach to 745
approach the 108 approach the 86
approach to 97 approach the 87
approach of 207 approach to 302
approach the 321 approach an 53
approach at 113 approach in 110
approach the 1256 approach to 206
approach do 182 approach to 157
approach the 250 approach on 130
approach the 283 approach an 402
approach the 578 approach the 149
approach the 248 approach an 57
approach it 80 approach the 3009
approach do 89 approach to 111
approach of 66 approach of 57
approach to 538 approach is 72
approach to 54 approach the 146
approach to 100 approach of 1752
approach to 67 approach it 621
approach of 2113 approach the 842
approach of 49 approach of 79
approach the 251 approach is 61
approach an 168 approach the 187
approach an 48 approach the 123
approach to 375 approach to 77
approach to 48 approach to 625
approach the 50 approach to 138
approach the 166 approach the 153
approach the 40 approach the 54
approach the 692 approach the 40
approach of 306 approach to 82
approach of 142 approach to 73
approach be 41 approach no 117
approach to 728 approach be 64
approach an 104 approach an 99
approach the 295 approach of 91
approach by 42 approach in 44
approach of 81 approach the 45
approach in 50 approach the 95
approach of 66 approach of 42
approach the 134 approach the 1354
approach the 248 approach no 59
approach the 86 approach in 95
approach to 280 approval the 40
approval in 50 approval of 42
approval do 68 approval do 49
approved of 56 approved by 165
approved by 84 approved in 229
approved in 59 approved by 167
approved in 46 approved the 50
approved the 94 aptitude the 153
aptitude the 201 aptitude be 103
aptitude the 41 aquarium up 59
archives the 181 ardently the 57
arguable no 53 arguable be 58
arguable be 50 arguable an 44
arguable no 130 argument the 55
argument it 70 argument the 1082
argument the 45 argument be 52
argument to 46 argument the 134
argument the 40 argument it 47
argument the 54 argument no 44
argument be 103 argument the 93
argument by 48 argument the 86
argument be 49 argument of 84
argument the 64 argument of 76
argument the 45 argument as 44
argument of 63 argument it 96
argument the 485 argument we 47
argument in 70 argument is 69
argument no 91 argument do 43
argument on 690 argument if 74
argument it 50 argument the 369
argument on 775 argument by 64
argument in 43 argument of 139
argument by 95 argument in 141
argument to 54 argument an 83
argument as 94 argument if 257
argument in 562 argument it 479
argument no 43 argument of 50
argument the 2828 argument to 45
argument we 223 argument the 66
argument to 104 argument the 125
argument no 55 argument the 47
argument is 43 argument to 64
argument be 63 argument be 121
argument the 115 argument the 61
argument at 55 argument in 44
argument no 1064 argument be 1083
argument to 52 argument be 406
argument an 567 argument in 71
argument no 3681 argument the 108
argument do 67 argument to 59
argument be 66 argument of 46
argument the 66 argument of 57
argument the 252 argument an 55
argument as 84 argument if 144
argument in 80 argument it 146
argument the 1523 argument of 174
argument the 50 argument the 60
argument the 93 argument do 43
armament on 73 armament in 76
armament to 43 arrested as 143
arrested by 60 arrested the 128
arrested to 66 arrested to 508
arrested of 495 arrested to 61
arrested no 86 arrested he 43
arrested to 46 arrested in 51
arrested the 51 arrested in 45
arrested the 44 arrested the 174
arrogant do 125 arthritis an 46
articles to 48 articles be 43
articles to 119 articles the 143
articles tv 73 articles to 205
articles to 190 articles be 65
articles in 42 articles of 76
articles by 44 articles in 55
articles the 90 articles the 46
articles the 72 articles the 45
articles in 89 articles in 93
articles of 85 articles the 325
articles of 44 articles of 58
articles on 41 articles on 47
articles in 62 articles be 83
articles in 67 artifice of 114
artisans to 86 ascended in 62
ascribed to 56 assailed the 82
assemble of 99 assemble the 43
assembly king 87 assembly up 44
assembly the 161 assembly in 123
assembly no 59 assembly the 68
assembly the 60 assembly the 153
assembly the 53 assembly the 59
asserted the 51 asserted the 67
asserted the 250 asserted the 41
asserted of 40 asserted the 49
asserted the 40 asserted the 53
asserted be 67 asserted to 46
asserted the 143 asserted at 59
asserted in 140 asserted no 965
asserted be 461 asserted to 48
asserted be 127 asserted an 757
asserted as 42 asserted at 59
asserted in 173 asserted no 13480
asserted the 79 asserted the 92
asserted the 183 assertion by 79
assertion the 49 assertion the 48
assertion be 327 assertion the 120
assertion as 110 assertion at 72
assertion in 82 assertion no 2605
assertion be 917 assertion be 151
assertion an 603 assertion in 42
assertion no 4030 assertion the 87
assertion do 44 assertion the 58
assertion in 58 assertion it 59
assertion the 997 assessed in 64
assessed the 73 assessed the 61
assessed to 73 assessed the 78
assessed no 70 assigned the 136
assigned by 40 assisted the 54
associate the 47 associate no 69
associate the 75 associate the 53
associate an 60 associate it 183
associate the 2283 associate the 59
associate the 181 associate the 199
associate the 53 associate the 57
associate the 86 associate the 167
associate the 165 associate the 176
associate the 91 associate the 128
associate the 101 associate the 333
associate as 268 associate of 52
associate do 723 associate of 112
associate the 112 associating the 41
associating it 67 associating the 390
associating the 103 associating in 52
associating as 55 associating do 87
assorted the 81 astonish the 57
atrocious to 107 attached the 41
attached of 287 attached to 180
attached the 79 attacked the 67
attacked the 301 attained to 179
attained of 122 attempting at 86
attempts the 73 attempts the 57
attempts of 58 attended by 190
attended he 42 attended the 262
attended the 145 attended is 66
attention the 214 attention the 81
attention he 66 attention is 78
attention it 52 attention the 83
attention the 67 attention the 41
attention the 48 attention to 56
attention to 43 attention to 71
attention in 46 attention to 45
attention of 50 attention or 84
attention be 59 attention be 50
attention he 45 attention no 117
attention do 114 attention tv 110
attention the 40 attention be 70
attention be 219 attention the 65
attention to 59 attention in 141
attention of 46 attention the 438
attention an 245 attention the 70
attention of 42 attention is 253
attention on 341 attention of 186
attention the 66 attention the 237
attention the 45 attention it 40
attention the 74 attention be 94
attention an 52 attention no 91
attention it 44 attention to 65
attention to 124 attention me 112
attention of 60 attention to 156
attention the 157 attention by 42
attention by 142 attention to 97
attention to 76 attention by 98
attention to 49 attention the 45
attention to 79 attention to 79
attested no 46 attitude he 71
attitude the 50 attitude no 50
attitude so 42 attitude the 140
attitude to 155 attitude to 43
attitude of 907 attitude of 290
attitude the 78 attitude is 56
attitude to 78 attitude of 1067
attitude if 84 attitude it 91
attitude of 364 attitude the 329
attitude we 71 attitude to 64
attitude to 46 attitude of 63
attitude to 69 attitude to 44
attitude to 40 attitude be 222
attitude no 130 attitude be 73
attitude no 256 attitude it 71
attitude to 125 attitude to 78
attitude of 46 attitude of 55
attitude of 46 attitude of 63
attitude of 559 attitude of 105
attitude of 155 attitude he 102
attitude it 63 attitude no 51
attitude the 87 attorney or 56
attorney to 41 attorney to 72
attorney the 58 attorney the 75
attorney the 74 attorney the 43
attorney to 56 attorney no 87
attorney to 55 attorney to 42
attorney the 55 attracts the 65
audience to 62 audience to 44
audience to 41 audience he 45
audience no 67 audience the 95
audience the 58 audience an 96
audience to 121 audience is 48
audience to 99 audience to 255
audience the 46 audience the 46
audience the 45 audience the 45
audience no 50 audience no 476
audience to 48 audience be 40
audience be 89 audience to 68
audience of 40 audience the 116
audience the 48 audience he 45
audience it 53 audience the 71
audience the 66 audience the 173
audience it 50 audience the 95
authority the 65 authority the 67
authority of 66 authority of 48
authority be 66 authority be 46
authority he 42 authority of 41
authority no 50 authority no 427
authority do 185 authority be 94
authority he 183 authority the 104
authority to 85 authority in 44
authority the 53 authority of 52
authority the 66 authority as 159
authority to 46 authority the 252
authority the 64 authority an 152
authority at 69 authority he 565
authority if 195 authority in 297
authority it 619 authority no 89
authority the 2563 authority we 51
authority is 40 authority of 60
authority at 43 authority in 41
authority do 179 authority to 41
authority do 63 authority of 46
authority at 118 authority up 102
authority of 47 authority to 67
authority is 41 authority of 112
authority up 257 authority the 44
authority the 48 authority it 122
authority the 187 authority to 45
authority to 68 authority to 43
authority of 779 authority the 53
authority to 173 authority the 175
authority by 41 authority of 47
authority is 55 authority it 44
authority the 102 authority the 45
authority of 41 authority in 98
authority the 48 authority no 72
authority be 62 authority be 53
authority an 62 authority no 218
authority it 241 authority the 112
authority be 95 authority to 56
authority to 81 authority of 41
authority of 43 authority of 47
authority he 194 authority it 87
authority the 104 authority in 61
authority the 55 autonomy of 80
averaged the 48 averages the 42
averages the 88 awakened he 67
awakened the 185 axiomatic be 55
axiomatic no 74 axiomatic be 156
