abate their demands for 43
about making certain that 532
about making choices and 362
about making choices for 55
about making choices that 311
about making contact with 721
about making excuses for 91
about making friends and 322
about making friends for 60
about making friends with 938
about making germany pay 53
about making treaties and 52
about making treaties with 42
about making trouble for 146
about male behavior and 90
about male violence and 133
about many factors that 150
about many matters and 129
about many matters but 45
about many matters that 378
about many reforms and 51
about mark hopkins and 77
about mary shelley and 54
about mass culture and 279
about mass culture that 109
about mass society and 110
about media content and 126
about media effects and 246
about media effects are 110
about media violence and 302
about mind control and 108
about miss williams and 49
about mixing alcohol with 43
about mixing religion and 116
about more complex and 104
about more general and 53
about more general things 50
about more mundane things 99
about more pleasant things 430
about more quickly and 500
about more quickly than 510
about more rapidly and 385
about more rapidly than 425
about more swiftly than 42
about most everything and 43
about most everything that 95
about most matters that 48
about moving forward and 126
about moving forward with 260
about much quicker than 43
about nazi germany and 309
about nazi germany that 44
about nazi germany was 44
about news stories and 116
about news stories that 310
about nine dollars and 71
about nine dollars for 48
about nine dollars per 166
about nine hundred and 2496
about nine hundred are 96
about nine hundred had 66
about nine hundred head 208
about nine hundred men 4246
about nine hundred per 258
about nine millions and 341
about nine minutes and 91
about nine minutes per 132
about nine persons per 116
about nine seconds and 41
about nine shillings and 253
about nine shillings per 106
about nine thousand and 149
about nine thousand men 3855
about nine thousand six 43
about nine thousand two 50
about noon fatigue and 49
about north america and 209
about north america was 62
about ongoing research and 73
about only because she 106
about only because they 234
about open markets and 43
about open windows and 45
about oral history and 104
about oral hygiene and 110
about oral language and 43
about other animals and 284
about other animals that 264
about other artists and 89
about other artists who 43
about other aspects and 58
about other beliefs and 57
about other classes and 42
about other clients and 53
about other deposit and 52
about other diseases that 44
about other factors that 1275
about other features that 116
about other friends and 55
about other friends who 71
about other matters and 444
about other matters are 60
about other matters but 97
about other matters for 111
about other matters may 46
about other matters than 476
about other matters that 980
about other matters too 219
about other matters with 131
about other members and 109
about other objects and 76
about other objects that 92
about other parents who 53
about other parties and 62
about other persons and 398
about other persons are 53
about other persons may 59
about other persons that 46
about other persons who 124
about other persons with 74
about other planets and 214
about other players and 42
about other schools and 70
about other species and 53
about other studies that 98
about other systems and 89
about other systems that 43
about other teachers and 101
about other writers and 174
about other writers who 72
about pain control and 102
about past battles and 42
about past behavior and 268
about past behavior that 84
about past glories and 73
about past history and 180
about past results and 40
about peace between any 45
about peace between him 61
about peace between his 54
about peace between man 41
about peace between them 182
about peace between two 111
about poor harriet and 57
about poor quality and 101
about poor service and 186
about race because they 118
about race suicide and 138
about rain forests and 100
about rape victims and 84
about rent control and 116
about risk aversion and 54
about risk factors and 848
about risk factors for 1680
about risk factors that 406
about saying goodbye and 44
about side effects and 1351
about side effects are 90
about side effects can 50
about side effects may 49
about side effects that 412
about side effects with 47
about sign language and 162
about single parents and 175
about some affairs that 132
about some animals that 186
about some central idea 107
about some desired end 123
about some factors that 213
about some friends who 149
about some letters that 125
about some matters and 132
about some matters being 45
about some matters but 52
about some matters than 64
about some matters that 416
about some persons who 47
about some problem and 93
about some problem area 49
about some problem she 50
about some problem that 490
about some problem they 57
about some problem with 176
about some problem you 76
about some product that 44
about some question that 48
about some research that 147
about some subject and 91
about some subject that 510
about some trouble that 51
about some trouble with 93
about some trouble you 52
about soon recouping this 49
about south america and 474
about south america for 45
about south america that 110
about south vietnam and 57
about such affairs had 40
about such behavior and 238
about such beliefs and 71
about such complex and 70
about such details and 74
about such distant and 45
about such diverse things 115
about such dreadful things 124
about such effects and 58
about such foolish things 113
about such matters and 4691
about such matters any 58
about such matters are 1577
about such matters but 290
about such matters can 396
about such matters does 63
about such matters for 291
about such matters had 148
about such matters has 209
about such matters may 259
about such matters now 224
about such matters than 1574
about such matters that 1132
about such matters then 80
about such matters they 67
about such matters was 560
about such matters with 544
about such matters you 42
about such mundane things 642
about such objects and 95
about such objects are 73
about such painful things 40
about such persons and 98
about such persons who 58
about such private things 105
about such systems and 83
about such systems that 43
about such thorough and 62
about such thoughts and 62
about taking chances and 72
about taking chances with 56
about taking control and 65
about taking measures for 50
about test results and 152
about their ability and 637
about their ability for 43
about their ability than 41
about their absence and 55
about their accents and 59
about their adoption and 117
about their affairs and 677
about their affairs than 327
about their affairs that 97
about their affairs they 83
about their affairs with 434
about their alcohol and 119
about their alcohol use 419
about their alliance with 153
about their anatomy and 197
about their animals and 141
about their answers and 279
about their anxiety and 118
about their arrival and 266
about their battles and 65
about their battles with 122
about their beginning and 115
about their behavior and 5266
about their behavior are 280
about their behavior but 136
about their behavior can 122
about their behavior for 80
about their behavior may 166
about their behavior than 294
about their behavior that 1340
about their behavior was 166
about their behavior with 340
about their beliefs and 3327
about their beliefs than 74
about their beliefs that 225
about their beliefs with 45
about their bellies and 62
about their belongings and 42
about their borders and 48
about their borders with 53
about their bravery and 124
about their brothers and 615
about their budgets and 66
about their buildings and 93
about their capture and 83
about their careers and 1598
about their careers are 58
about their careers but 46
about their careers than 216
about their careers that 57
about their centers and 65
about their central sun 41
about their chances and 114
about their chances for 1582
about their chances with 48
about their charges and 99
about their choices and 614
about their choices for 138
about their classes and 216
about their clients and 824
about their clients than 91
about their clients that 190
about their college and 95
about their comfort and 140
about their comfort with 60
about their company and 731
about their company than 82
about their company that 50
about their concern and 70
about their concern for 893
about their concern that 285
about their concern with 223
about their conduct and 479
about their conduct that 170
about their conduct with 51
about their contact with 483
about their content and 576
about their context and 123
about their control and 55
about their correct use 56
about their country and 2431
about their country are 43
about their country being 71
about their country but 52
about their country than 223
about their country that 260
about their country they 58
about their country was 46
about their country with 102
about their courage and 202
about their courses and 258
about their cousins and 53
about their creations and 48
about their creators and 45
about their criteria for 225
about their cruelty and 44
about their culture and 2746
about their culture than 61
about their culture that 246
about their culture was 41
about their culture with 46
about their current and 746
about their current job 221
about their current use 67
about their customs and 1211
about their decision and 300
about their decision for 53
about their decision not 167
about their decision than 42
about their decline and 82
about their demands and 160
about their demands for 231
about their descent and 45
about their designs and 95
about their desires and 646
about their desires for 325
about their destiny and 114
about their diabetes and 85
about their dignity and 163
about their dinners and 77
about their disdain for 82
about their diseases and 306
about their disgust with 44
about their dislike for 162
about their dispute with 53
about their divorce and 98
about their doctors and 66
about their dresses and 71
about their dwellings and 84
about their ecology and 166
about their economy and 200
about their effects and 243
about their effects are 76
about their efforts and 356
about their efforts for 44
about their emotions and 765
about their enemies and 156
about their errands with 46
about their essence and 59
about their estates and 58
about their etiology and 65
about their failure and 57
about their fatigue and 43
about their features and 94
about their fellows and 79
about their figures and 88
about their fitness and 48
about their fitness for 241
about their flights and 47
about their foibles and 44
about their fortieth year 42
about their fortune and 42
about their freedom and 206
about their friends and 1756
about their friends than 82
about their friends that 157
about their friends who 311
about their function and 520
about their futures and 909
about their futures are 61
about their futures than 141
about their futures with 67
about their gardens and 214
about their general use 65
about their genesis and 92
about their grammar and 49
about their grounds for 75
about their habitat and 71
about their hellish job 52
about their heroism and 51
about their history and 3153
about their history but 40
about their history than 120
about their history that 64
about their history with 95
about their hobbies and 435
about their holiday and 92
about their honesty and 178
about their husband and 156
about their ideology and 64
about their illness and 2487
about their illness are 59
about their illness but 40
about their illness may 77
about their illness than 106
about their illness with 53
about their impending death 345
about their incomes and 244
about their infants and 135
about their journey and 473
about their kinship with 52
about their language and 1008
about their language than 66
about their language that 192
about their language use 429
about their legends and 61
about their leisure and 57
about their lessons and 151
about their letters and 102
about their liberty and 107
about their location and 475
about their location was 44
about their loyalty and 283
about their luggage and 45
about their manhood and 55
about their manners and 468
about their marital and 140
about their marketing and 51
about their markets and 170
about their marriage and 1044
about their marriage are 46
about their marriage being 85
about their marriage but 40
about their marriage for 46
about their marriage had 57
about their marriage than 85
about their marriage that 340
about their marriage was 150
about their marriage with 60
about their masters and 170
about their material and 148
about their medical and 398
about their members and 126
about their message and 57
about their middles and 95
about their middles with 69
about their missions and 94
about their motives and 1070
about their motives for 917
about their national and 266
about their natural and 232
about their natures and 87
about their numbers and 344
about their objects and 91
about their offerings and 40
about their offices and 44
about their offspring and 87
about their opinions and 1027
about their opinions than 43
about their origins and 1934
about their origins are 73
about their origins than 54
about their origins that 100
about their outcome and 41
about their outlook and 42
about their overall mean 168
about their paintings and 60
about their parenting and 88
about their parents and 2238
about their parents are 66
about their parents being 102
about their parents but 47
about their parents dying 43
about their parents than 134
about their parents that 268
about their parents they 44
about their parents was 50
about their parents who 104
about their parents with 64
about their parties and 91
about their partner and 298
about their passions and 110
about their patient and 45
about their peaceful and 84
about their pensions and 79
about their persons and 578
about their persons any 59
about their persons for 47
about their persons than 45
about their persons that 43
about their persons was 47
about their picture and 77
about their pleasure and 46
about their position and 1238
about their position any 50
about their position than 71
about their position that 176
about their position with 134
about their potency and 44
about their poverty and 412
about their prayers and 63
about their present and 1030
about their present job 181
about their previous and 56
about their previous day 69
about their previous job 53
about their primary and 43
about their privacy and 220
about their private and 180
about their private sex 88
about their problem and 663
about their problem with 142
about their process and 113
about their product and 436
about their product than 43
about their product that 53
about their profits and 166
about their profits than 69
about their program and 263
about their program for 54
about their project and 234
about their prowess and 83
about their prowess with 49
about their purpose and 710
about their purpose for 195
about their quality and 500
about their reactions and 443
about their records and 78
about their relation with 237
about their religion and 1762
about their religion are 47
about their religion but 84
about their religion than 236
about their religion that 165
about their religion they 69
about their religion was 55
about their removal and 41
about their request and 54
about their request for 109
about their research and 662
about their research with 57
about their respect for 269
about their results and 250
about their results with 92
about their rituals and 90
about their sadness and 88
about their schooling and 132
about their schools and 718
about their schools than 71
about their science and 336
about their secrets and 62
about their service and 186
about their sisters and 99
about their society and 913
about their society than 51
about their society that 46
about their sorrows and 152
about their sources and 270
about their sources for 56
about their spouses and 200
about their stories and 229
about their streets and 69
about their strengths and 2341
about their studies and 811
about their studies than 89
about their studies with 99
about their subject and 592
about their subject area 109
about their subject but 56
about their subject than 224
about their subject that 224
about their success and 412
about their success with 250
about their suffering and 330
about their support and 72
about their support for 1029
about their surgery and 82
about their sympathy for 80
about their sympathy with 44
about their systems and 167
about their tactics and 112
about their talents and 310
about their targets and 85
about their teachers and 536
about their teenage son 55
about their temples and 69
about their texture and 67
about their thoughts and 3115
about their tobacco use 62
about their travels and 415
about their trouble with 60
about their utility and 302
about their utility for 85
about their verdict and 48
about their verdict that 44
about their victims and 114
about their victory and 54
about their village and 292
about their violence and 57
about their virtues and 138
about their vocation and 124
about their voyages and 89
about their warriors and 64
about their weakness and 95
about their weekend and 42
about their welfare and 1165
about their welfare but 43
about their welfare than 98
about their welfare that 46
about their workers and 70
about their worries and 500
about their worship and 60
about their writers and 40
about their youngest son 73
about these affairs and 78
about these affairs was 45
about these ancient and 44
about these animals and 313
about these animals are 63
about these animals than 50
about these animals that 268
about these animals was 54
about these artists and 137
about these aspects and 101
about these attacks and 81
about these because they 128
about these beliefs and 200
about these brothers and 42
about these buildings and 75
about these charges and 103
about these choices and 109
about these classes and 108
about these complex and 92
about these courses and 74
about these criteria and 71
about these customs and 58
about these debates and 80
about these defects and 42
about these demands and 69
about these details and 126
about these details than 43
about these devices and 168
about these diseases and 269
about these dollars lying 48
about these dreadful things 68
about these effects and 201
about these effects are 137
about these effects can 49
about these efforts and 87
about these emotions and 61
about these factors and 447
about these factors are 121
about these factors can 117
about these factors for 52
about these factors may 58
about these factors that 149
about these features and 202
about these features are 47
about these fellows and 51
about these fellows who 68
about these figures and 233
about these figures are 111
about these figures but 41
about these figures for 44
about these figures that 129
about these figures was 76
about these friends and 52
about these gatherings was 53
about these hazards and 71
about these insects and 41
about these investing and 52
about these islands and 177
about these islands are 62
about these islands for 48
about these islands than 50
about these islands that 172
about these islands was 107
about these letters and 189
about these letters that 180
about these letters was 89
about these markets and 52
about these material things 47
about these matters all 60
about these matters and 3588
about these matters are 1079
about these matters both 40
about these matters but 763
about these matters can 520
about these matters does 89
about these matters for 712
about these matters had 119
about these matters has 426
about these matters may 346
about these matters nor 40
about these matters not 101
about these matters now 187
about these matters than 1878
about these matters that 2032
about these matters they 63
about these matters too 69
about these matters was 523
about these matters with 1042
about these matters you 53
about these measures and 138
about these murders and 59
about these numbers and 107
about these objects and 394
about these objects are 169
about these objects can 54
about these objects that 286
about these paintings and 54
about these parents and 44
about these parties and 46
about these persons and 146
about these persons that 44
about these persons who 81
about these reactions and 97
about these records and 50
about these reforms and 58
about these reforms was 40
about these reports and 148
about these reports was 40
about these results and 182
about these results are 177
about these results can 47
about these results than 40
about these results that 113
about these results was 127
about these rituals and 45
about these schemes and 90
about these schools and 136
about these schools was 52
about these sessions and 48
about these sources and 89
about these species and 46
about these spirits and 42
about these stately old 193
about these stories and 277
about these stories that 426
about these stories was 90
about these streets and 56
about these studies and 118
about these studies are 79
about these studies can 42
about these studies that 45
about these studies was 54
about these symbols and 71
about these systems and 264
about these systems are 75
about these systems can 54
about these systems has 46
about these systems that 128
about these tensions and 51
about these thoughts and 254
about these vessels and 51
about these writers and 157
about these writers was 52
about third parties and 60
about third parties who 50
about those affairs that 52
about those animals that 48
about those artists who 73
about those aspects that 260
about those beliefs and 75
about those clients who 72
about those couples who 58
about those critics who 98
about those doctors who 93
about those dreadful things 50
about those factors and 49
about those factors that 936
about those features and 44
about those features that 214
about those features they 65
about those fellows who 78
about those friends who 71
about those letters and 92
about those letters that 126
about those letters you 72
about those matters and 109
about those matters for 65
about those matters than 51
about those matters that 1030
about those matters with 62
about those measures that 220
about those members who 90
about those millions who 44
about those moments that 44
about those morsels and 47
about those objects and 208
about those objects that 226
about those parents who 160
about those persons and 67
about those persons who 730
about those reports that 43
about those schools that 43
about those species that 128
about those stories and 63
about those stories that 63
about those studies that 41
about those systems and 43
about those systems that 104
about those teachers who 194
about those thoughts and 82
about those workers who 87
about those writers who 150
about three barrels per 49
about three brothers and 49
about three brothers who 380
about three bubbles per 64
about three bushels and 50
about three bushels each 56
about three bushels per 93
about three chances out 49
about three decades ago 3579
about three decades and 218
about three decades for 46
about three decades now 88
about three decades old 121
about three degrees and 128
about three degrees east 131
about three degrees for 93
about three degrees this 47
about three dollars and 1756
about three dollars each 167
about three dollars for 757
about three dollars per 894
about three friends who 93
about three gallons and 49
about three gallons each 52
about three gallons per 239
about three hundred all 40
about three hundred and 73562
about three hundred are 271
about three hundred being 80
about three hundred dead 102
about three hundred each 247
about three hundred for 142
about three hundred had 211
about three hundred head 1437
about three hundred men 23114
about three hundred new 254
about three hundred non 87
about three hundred now 63
about three hundred out 182
about three hundred per 866
about three hundred red 44
about three hundred that 134
about three hundred was 76
about three hundred who 167
about three hundred with 71
about three millions and 1857
about three millions are 91
about three millions for 45
about three millions one 52
about three millions per 52
about three minutes ago 719
about three minutes all 49
about three minutes and 1969
about three minutes but 102
about three minutes each 332
about three minutes for 1627
about three minutes had 89
about three minutes long 440
about three minutes old 45
about three minutes one 232
about three minutes out 108
about three minutes per 1206
about three minutes she 264
about three minutes that 63
about three minutes then 60
about three minutes they 169
about three minutes too 74
about three minutes was 55
about three minutes with 294
about three minutes you 52
about three octaves and 57
about three percent and 67
about three percent for 65
about three percent per 536
about three persons out 45
about three persons per 646
about three seconds and 548
about three seconds each 63
about three seconds for 272
about three seconds long 109
about three seconds per 116
about three seconds with 56
about three shillings and 1515
about three shillings each 271
about three shillings for 66
about three shillings per 435
about three sisters who 129
about three thousand and 733
about three thousand are 201
about three thousand dead 88
about three thousand each 65
about three thousand for 122
about three thousand had 95
about three thousand head 399
about three thousand men 21368
about three thousand new 95
about three thousand one 235
about three thousand per 466
about three thousand six 818
about three thousand that 213
about three thousand two 1437
about three thousand was 51
about three thousand who 82
about three thousand with 42
about true religion and 91
about twin brothers who 63
about union affairs and 53
about user behavior and 152
about very quickly and 210
about very quietly and 109
about very rapidly and 143
about voting behavior and 76
about walt whitman and 108
about walt whitman was 52
about ways teachers can 48
about were carried out 53
about were covered with 197
about west germany and 78
about west virginia and 73
about what affects them 75
about what alcohol does 74
about what america can 48
about what america had 49
about what america has 86
about what america was 167
about what animals are 123
about what animals can 71
about what anybody can 42
about what aspects are 48
about what awaited her 196
about what awaited him 328
about what awaited them 441
about what behavior was 124
about what behavior you 108
about what beliefs and 78
about what beliefs are 122
about what bothered her 80
about what bothered him 110
about what bothered them 68
about what britain and 47
about what brought her 74
about what brought him 160
about what brought them 225
about what brought this 40
about what brought you 359
about what charlie had 86
about what choices are 120
about what choices they 85
about what choices you 51
about what classes are 65
about what clients are 89
about what college you 41
about what congress had 76
about what content they 45
about what country they 51
about what courses are 60
about what courses they 81
about what courses you 77
about what criteria are 152
about what doctors and 49
about what doctors are 40
about what effects are 69
about what effects they 56
about what effects this 48
about what emotions are 192
about what exactly are 75
about what exactly can 44
about what exactly goes 60
about what exactly had 337
about what exactly has 99
about what exactly his 53
about what exactly she 159
about what exactly that 202
about what exactly they 492
about what exactly this 268
about what exactly was 692
about what exactly you 239
about what excites them 64
about what excites you 64
about what factors are 640
about what factors can 69
about what factors lead 51
about what factors may 126
about what factors they 58
about what features and 48
about what features are 241
about what features they 72
about what features you 71
about what follows death 189
about what friends and 96
about what friends you 41
about what grandma had 48
about what happens and 585
about what happens but 68
about what happens for 112
about what happens now 147
about what happens out 56
about what happens that 143
about what happens then 111
about what happens with 706
about what history was 48
about what infants can 44
about what justice and 71
about what language and 45
about what language can 98
about what language does 46
about what language they 113
about what language was 42
about what language you 48
about what learners are 50
about what marriage and 64
about what marriage can 42
about what marriage was 83
about what material they 51
about what material was 47
about what matters and 331
about what matters are 68
about what matters for 135
about what measures are 153
about what measures they 42
about what members are 58
about what message you 53
about what natural law 66
about what numbers are 64
about what objects and 49
about what objects are 218
about what objects you 41
about what parents and 150
about what parents are 57
about what parents can 155
about what persons are 169
about what position they 58
about what position you 63
about what prisons are 43
about what records are 54
about what religion was 46
about what research can 90
about what research has 73
about what respect for 90
about what results are 91
about what results you 116
about what richard had 59
about what richard was 67
about what schools and 84
about what schools are 396
about what schools can 154
about what science and 222
about what science can 492
about what science has 320
about what science was 96
about what slavery was 41
about what society and 63
about what society can 50
about what society has 51
about what speakers are 54
about what speakers mean 54
about what species are 53
about what stories are 92
about what stories they 49
about what support they 58
about what systems are 56
about what teachers and 225
about what teachers are 158
about what teachers can 192
about what thoughts and 78
about what virtues are 42
about what workmen did 43
about what worries them 64
about what worries you 84
about when abortion was 41
about when exactly this 40
about whom details are 53
about whom everything was 92
about whom history has 93
about whom inquiry was 53
about whom legends are 125
about whom mencken was 104
about whom records are 69
about whom society has 45
about whom stories are 212
about wild animals and 1229
about wild animals that 171
about wild flowers and 223
about wild flowers was 43
about wild parties and 49
about word origins and 128
about work carried out 89
about worn himself out 311
about your ability and 313
about your absence and 42
about your account and 109
about your account with 107
about your address and 69
about your affairs and 182
about your affairs than 106
about your affairs that 166
about your affairs with 108
about your alcohol use 96
about your answers and 197
about your answers for 54
about your answers with 116
about your anxiety and 89
about your arrival and 96
about your article and 52
about your average day 44
about your behavior and 912
about your behavior that 624
about your behavior with 162
about your beliefs and 554
about your birthday and 67
about your brothers and 1014
about your chances for 349
about your choices and 354
about your choices for 101
about your classes and 102
about your clients and 305
about your college and 75
about your comfort and 75
about your comment that 116
about your company and 2791
about your company are 66
about your company can 58
about your company for 49
about your company than 72
about your company that 768
about your concern and 104
about your concern for 312
about your concern that 86
about your conduct and 122
about your conduct are 47
about your contact with 255
about your content and 47
about your country and 806
about your country than 86
about your country that 108
about your courage and 52
about your criteria for 77
about your culture and 244
about your current and 244
about your current job 898
about your decision and 289
about your decision for 53
about your decision not 135
about your desires and 265
about your desires for 56
about your destiny and 50
about your diabetes and 145
about your divorce and 112
about your efforts and 152
about your election and 84
about your emotions and 254
about your fancies and 54
about your federal and 84
about your fitness for 70
about your flowers and 41
about your freedom and 44
about your friends and 1298
about your friends than 64
about your friends that 122
about your friends who 188
about your gardens and 62
about your grammar and 42
about your history and 247
about your history with 139
about your hobbies and 274
about your honesty and 102
about your husband and 2184
about your husband being 368
about your husband now 102
about your husband that 716
about your husband you 108
about your illness and 779
about your illness that 170
about your journey and 219
about your journey with 61
about your language and 97
about your lessons and 49
about your letters and 98
about your library and 89
about your location and 94
about your loyalty and 71
about your machine and 63
about your manners and 49
about your marketing and 42
about your markets and 54
about your marriage and 599
about your marriage are 76
about your marriage than 45
about your marriage that 232
about your marriage with 171
about your material and 99
about your medical and 226
about your message and 142
about your motives and 197
about your motives for 330
about your mystery man 40
about your network and 225
about your opinions and 156
about your parents and 1274
about your parents being 100
about your parents that 300
about your parents you 61
about your partner and 627
about your partner being 53
about your partner that 706
about your partner you 64
about your passions and 75
about your patient and 90
about your patient that 48
about your picture and 43
about your position and 310
about your position that 99
about your position with 105
about your posture and 89
about your present age 79
about your present and 217
about your present job 1081
about your previous job 187
about your printer and 96
about your privacy and 49
about your problem and 655
about your problem for 43
about your problem that 58
about your problem with 467
about your process and 51
about your product and 1274
about your product are 52
about your product but 45
about your product than 79
about your product that 458
about your program and 454
about your program for 51
about your program that 58
about your project and 684
about your project for 85
about your project that 234
about your project with 73
about your purpose and 525
about your purpose for 265
about your quarrel with 150
about your question and 97
about your reactions and 141
about your relation with 79
about your religion and 184
about your request and 98
about your request for 260
about your request that 99
about your research and 286
about your research for 45
about your research with 73
about your respect for 88
about your results and 77
about your romance with 92
about your schooling and 56
about your schools and 61
about your service and 190
about your sisters and 139
about your society and 46
about your sorrows and 41
about your stomach and 142
about your stories and 54
about your strengths and 1854
about your studies and 196
about your studies with 47
about your subject and 1365
about your subject area 138
about your subject but 78
about your subject can 64
about your subject for 72
about your subject than 401
about your subject that 642
about your subject with 60
about your subject you 68
about your success and 199
about your success that 41
about your success with 120
about your suffering and 78
about your support for 74
