abetting action proposed in 53
actual costs incurred on 158
actual costs incurred or 99
actual costs incurred to 311
actual costs involved in 429
actual costs relative to 55
actual costs reported by 41
actual cubic contents of 87
actual daily operation of 58
actual daily practice of 75
actual danger involved in 43
actual doses received by 169
actual earnings received by 82
actual event recorded in 40
actual facts concerning the 488
actual facts involved in 98
actual facts pertaining to 47
actual facts recorded by 47
actual facts respecting the 52
actual force employed in 52
actual force required to 197
actual genes involved in 43
actual gross receipts of 58
actual gross receipts the 176
actual hours required to 81
actual human exposure to 57
actual human relations in 49
actual human situation in 55
actual human situation is 44
actual labor involved in 179
actual labor required to 47
actual learning outcomes of 49
actual legal authority of 45
actual legal practice in 69
actual legal practice of 47
actual legal situation in 49
actual linear velocity of 85
actual method employed by 72
actual method employed in 71
actual money balances to 81
actual money invested in 123
actual money payments to 100
actual money received by 50
actual moral condition of 309
actual people involved in 234
actual power absorbed by 73
actual power consumed by 126
actual power consumed in 43
actual power consumed is 55
actual power produced by 75
actual power relations in 186
actual power relations of 68
actual power remained in 60
actual power required by 48
actual power required in 45
actual power required is 76
actual power required to 286
actual power situation in 110
actual power supplied to 79
actual price increases in 46
actual price obtained at 223
actual price received by 289
actual rates prevailing in 49
actual rents received by 42
actual risks involved in 98
actual route followed by 90
actual running expenses of 99
actual sales amounted to 57
actual sales compared to 47
actual score obtained by 98
actual social condition of 312
actual social dynamics of 42
actual social patterns of 82
actual social practice in 164
actual social practice is 84
actual social practice of 172
actual social problems in 82
actual social problems of 108
actual social relations as 190
actual social relations in 390
actual social relations of 612
actual social situation in 222
actual social situation is 110
actual social situation of 282
actual sound produced by 105
actual space occupied by 597
actual speed relative to 90
actual state practice in 51
actual steps involved in 561
actual steps required to 145
actual tasks involved in 106
actual teaching practice in 54
actual times required to 63
actual total quantity of 149
actual total thickness of 56
actual truths respecting the 69
actual usage patterns of 72
actual value assigned to 119
actual value observed in 49
actual value obtained by 81
actual value obtained in 51
actual value obtained is 44
actual value produced by 61
actual value received by 92
actual value returned by 86
actual vapor pressure at 100
actual vapor pressure in 296
actual vapor pressure is 249
actual vapor pressure of 671
actual vapor pressure to 372
actual wages received by 207
actual wedding ceremony in 90
actual wedding ceremony is 178
actual words employed by 93
actual words employed in 50
actual working capacity of 71
actual working condition of 54
actual working expenses of 129
actual working relations of 67
actual world consists of 53
actual yield obtained by 40
actual zenith distance in 43
adduce fresh evidence on 49
adhere quite strictly to 109
adhere rather strictly to 129
adjust labor disputes in 65
adults after exposure to 73
adults allow children to 71
adults often complain of 64
adults would consider to 96
adults would continue to 162
adults would probably be 360
adverb which modifies the 97
advice about problems in 51
advice about problems of 68
advice about publishing it 64
advice about publishing the 42
advice about questions of 67
advice about treatment of 49
advice could possibly be 54
advice given concerning the 44
advice which resulted in 115
advice would normally be 90
advice would probably be 392
advice would therefore be 100
advise every traveler to 108
advise local officials on 60
advising obese patients to 87
affair shall continue in 106
affair which affected the 58
affair which concerns the 141
affair which happened at 106
affair which happened in 177
affair which happened on 51
affair which happened to 42
affair which involved the 87
affair which involves the 63
affair which occurred at 137
affair which occurred in 402
affair which occurred on 65
affair which resulted in 329
affair which threatened to 79
affair would continue to 84
affair would probably be 214
affect alike shippers in 135
affect blood pressure by 226
affect blood pressure in 534
affect blood pressure is 88
affect blood pressure or 346
affect broad segments of 47
affect child outcomes at 77
affect either directly or 193
affect every dimension of 144
affect every direction of 44
affect every instance of 55
affect every particle of 53
affect genes involved in 40
affect human relations in 53
affect human response to 42
affect labor relations in 51
affect large segments of 476
affect local patterns of 51
affect nearly everyone in 66
affect plant response to 78
affect power relations in 86
affect renal clearance of 49
affect social equality is 94
affect social mobility in 43
affect social relations in 262
affect state statutes of 110
affect weather patterns in 69
affect which excludes the 63
affirm anything concerning it 61
affirm anything concerning the 179
affirm anything contrary to 178
affirm anything positive on 101
afford ample evidence of 1280
afford ample evidence to 62
afford ample security on 125
afford ample security to 77
afford ample supplies of 77
afford equal security to 57
afford equal treatment to 191
afford every facility in 389
afford every facility of 82
afford every facility to 1573
afford every prospect of 68
afford fresh evidence of 230
afford large supplies of 81
afford negro citizens of 46
afford plain evidence of 251
afford pleasing evidence of 62
afford proof positive of 189
afford strong evidence in 240
afford strong evidence of 631
afford terms adequate to 45
afford vivid glimpses of 58
afford vivid pictures of 50
afford would scarcely be 148
affray which occurred at 50
affray which occurred in 46
affray which resulted in 41
afraid often thousands of 83
agency action pursuant to 87
agency broad authority to 62
agency costs incurred by 62
agency costs inherent in 93
agency could continue to 81
agency could possibly be 46
agency either directly or 62
agency lacks authority to 104
agency order consists of 87
agency shall consider the 275
agency shall continue to 88
agency shall disclose to 61
agency shall identify the 64
agency shall indicate the 100
agency shall maintain the 78
agency shall prohibit or 45
agency shall transmit the 92
agency shall transmit to 204
agency staff involved in 176
agency under authority of 40
agency under contract to 143
agency which attempts to 192
agency which conducts the 63
agency which contains the 70
agency which controls the 245
agency which directed the 115
agency which effected the 44
agency which endeavors to 41
agency which enforces the 121
agency which functions as 45
agency which includes the 55
agency which initiated the 46
agency which operates in 116
agency which operates the 84
agency which oversees the 102
agency which partakes of 54
agency which performs the 144
agency which prepared the 159
agency which prepares the 74
agency which produced it 90
agency which produced the 222
agency which produces it 80
agency which produces the 180
agency which promotes the 69
agency which proposes to 53
agency which provided the 107
agency which provides the 226
agency which received the 73
agency which receives the 47
agency which requests an 64
agency which requires the 50
agency which sponsors the 41
agency which supplied the 81
agency which supplies the 70
agency which supports the 180
agency whose approval is 64
agency whose authority is 43
agency whose business it 143
agency whose presence as 56
agency would consider the 120
agency would continue to 618
agency would probably be 360
agenda items proposed by 169
agenda items referred to 69
agenda which included the 136
agenda which includes the 78
agenda which reflects the 46
agents above referred to 58
agents could possibly be 67
agents either directly or 41
agents later arrested the 64
agents which activate the 43
agents which diminish the 80
agents which dissolve the 40
agents which maintain the 56
agents which modulate the 41
agents which operated in 51
agents which produced the 44
agents which regulate the 40
agents which resulted in 49
agents which suppress the 52
agents whose activity is 56
agents whose business it 378
agents whose exertions it 78
agents whose presence in 45
agents whose services it 61
agents would continue to 270
agents would probably be 312
agents would therefore be 90
agreed price consists of 131
agreed under pressure to 680
agreed where delivery is 307
airway after resection of 61
airway mucus clearance in 65
aisles running parallel to 98
albeit under pressure of 86
aliens seeking admission to 332
aliens under contract or 802
aliens under contract to 92
aliens whose presence in 301
aliens whose presence is 51
aliens would continue to 96
alkali metal reduction of 54
alkali water inflicts on 82
allied fleet returned to 49
allied force amounted to 48
allies could continue to 114
allies whose fidelity to 88
allies would continue to 420
allowing black students to 56
allowing blood pressure to 134
allowing civil servants to 163
allowing easier movement of 54
allowing enemy subjects to 76
allowing every criminal to 73
allowing freer movement of 57
allowing local citizens to 58
allowing local managers to 71
allowing local officials to 144
allowing older children to 72
allowing rapid detection of 57
allowing rapid diffusion of 132
allowing rapid expansion of 48
allowing rapid movement of 81
allowing rapid response to 63
allowing roman catholics to 242
allowing senior citizens to 102
allowing small children to 99
allowing social dynamite to 111
allowing state officials to 124
allowing trading partners to 58
allowing waste products to 99
allowing white students to 77
allows blood pressure to 80
allows civil servants to 93
allows close monitoring of 134
allows close scrutiny of 41
allows easier detection of 54
allows every employee to 134
allows exact positioning of 40
allows freer movement of 62
allows large currents to 41
allows local agencies to 47
allows local citizens to 41
allows local managers to 60
allows local officials to 110
allows nerve impulses to 138
allows older children to 108
allows plant breeders to 61
allows quick response to 77
allows rapid analysis of 138
allows rapid detection of 179
allows rapid diagnosis of 49
allows rapid diffusion of 118
allows rapid isolation of 69
allows rapid movement of 104
allows rapid processing of 59
allows rapid response to 110
allows rapid selection of 84
allows rapid transfer of 95
allows sales managers to 66
allows senior managers to 118
allows small children to 53
allows social relations to 116
allows state agencies to 90
allows state officials to 102
allows store managers to 54
allows trading partners to 136
allows waste products to 58
almost alone suffices as 50
almost anything concerning the 50
almost anything pertaining to 81
almost anything possible in 45
almost anything produced by 44
almost anything provided he 49
almost anything provided it 89
almost boiling contents of 48
almost comic attempts to 49
almost comic contrast to 82
almost daily accounts of 455
almost daily additions to 62
almost daily advances in 68
almost daily arrivals of 42
almost daily articles in 52
almost daily articles on 57
almost daily assailed it 54
almost daily attempts to 62
almost daily attention to 89
almost daily coverage in 58
almost daily coverage of 96
almost daily employed in 50
almost daily episodes of 63
almost daily evidence of 185
almost daily examples of 83
almost daily expected to 72
almost daily exposure to 211
almost daily extension of 44
almost daily journeys to 41
almost daily practice in 63
almost daily practice of 149
almost daily practice to 56
almost daily presence in 45
almost daily presence of 69
almost daily received of 60
almost daily received the 40
almost daily resorted to 53
almost daily violations of 41
almost daily visitors at 66
almost daily visitors to 67
almost dazed condition of 44
almost equal accuracy to 44
almost equal attention to 273
almost equal authority in 48
almost equal distance to 50
almost equal elevation in 46
almost equal emphasis on 307
almost equal emphasis to 115
almost equal facility in 176
almost equal interest in 304
almost equal interest is 140
almost equal interest to 275
almost equal mixtures of 69
almost equal objection to 43
almost equal partners in 56
almost equal quantity of 255
almost equal rapidity in 50
almost equal readiness to 46
almost equal reduction in 71
almost equal severity on 41
almost every activity at 43
almost every activity in 555
almost every activity is 104
almost every activity of 1153
almost every activity on 49
almost every activity we 51
almost every advocate of 56
almost every affection of 83
almost every american in 212
almost every american is 254
almost every american of 164
almost every american to 132
almost every analysis of 171
almost every anthology of 123
almost every approach to 149
almost every argument in 70
almost every argument of 52
almost every argument on 43
almost every assembly of 50
almost every authority on 79
almost every biography of 95
almost every business in 370
almost every business is 158
almost every business of 73
almost every business or 129
almost every campaign in 138
almost every campaign of 174
almost every capacity in 78
almost every category in 85
almost every category of 1548
almost every category the 43
almost every cathedral in 57
almost every christian in 55
almost every composer of 124
almost every compound in 45
almost every computer in 93
almost every computer on 51
almost every condition in 115
almost every condition of 611
almost every conflict in 43
almost every dimension of 808
almost every direction as 94
almost every direction at 87
almost every direction by 279
almost every direction in 231
almost every direction is 86
almost every direction it 46
almost every direction of 139
almost every direction the 177
almost every direction to 132
almost every direction we 96
almost every disorder of 48
almost every district in 959
almost every district of 1707
almost every district the 75
almost every doctrine of 221
almost every document of 69
almost every emigrant to 107
almost every employee in 186
almost every employee is 106
almost every employee of 120
almost every employer in 50
almost every essential of 74
almost every evidence of 45
almost every exercise in 43
almost every exercise of 137
almost every exigency of 45
almost every extension of 62
almost every fortress in 123
almost every fragment of 193
almost every frontier of 60
almost every gradation in 40
almost every gradation of 280
almost every historian of 352
almost every hospital in 624
almost every incident in 402
almost every incident is 77
almost every incident of 630
almost every industry in 696
almost every industry is 150
almost every industry of 79
almost every industry or 73
almost every industry the 77
almost every industry to 70
almost every ingredient of 137
almost every instance an 200
almost every instance as 233
almost every instance at 49
almost every instance be 284
almost every instance by 605
almost every instance he 366
almost every instance if 77
almost every instance in 1668
almost every instance is 388
almost every instance it 1014
almost every instance my 42
almost every instance of 3105
almost every instance on 116
almost every instance so 95
almost every instance the 6173
almost every instance to 1004
almost every instance we 382
almost every instinct of 43
almost every interest in 254
almost every interest of 144
almost every interval of 66
almost every juncture in 53
almost every juncture of 50
almost every latitude in 124
almost every latitude of 58
almost every locality in 319
almost every locality of 136
almost every locality the 42
almost every magazine in 152
almost every magazine of 120
almost every merchant in 95
almost every minister in 85
almost every minister of 74
almost every ministry of 49
almost every molecule of 56
almost every monument of 84
almost every mountain in 47
almost every movement he 51
almost every movement in 92
almost every movement is 52
almost every movement of 748
almost every newcomer to 42
almost every nobleman in 83
almost every observer of 142
almost every obstacle to 115
almost every operation in 175
almost every operation is 48
almost every operation of 446
almost every particle of 558
almost every passenger on 45
almost every physician in 112
almost every precinct in 43
almost every property in 42
almost every property of 81
almost every proposal to 40
almost every province in 885
almost every province of 2882
almost every province the 112
almost every province to 50
almost every provision in 82
almost every provision of 323
almost every railroad in 140
almost every regiment in 217
almost every regiment of 107
almost every religious or 56
almost every republic in 61
almost every republic of 42
almost every resident in 65
almost every resident of 227
almost every resource of 47
almost every resource to 42
almost every saturday at 44
almost every saturday in 45
almost every saturday to 87
almost every sensation of 64
almost every sentence by 76
almost every sentence he 467
almost every sentence in 731
almost every sentence is 431
almost every sentence of 1508
almost every sentence the 92
almost every sentence to 109
almost every sentence we 119
almost every sequence of 52
almost every situation he 70
almost every situation in 750
almost every situation is 118
almost every situation it 44
almost every situation of 340
almost every situation the 95
almost every situation to 43
almost every situation we 59
almost every specimen of 360
almost every standard of 206
almost every syllable is 43
almost every syllable of 97
almost every tendency of 47
almost every textbook in 59
almost every textbook of 177
almost every textbook on 240
almost every township in 228
almost every township of 162
almost every transfer of 100
almost every treatment of 109
almost every workshop in 41
almost exact analogue of 40
almost exact estimate of 49
almost exact identity of 70
almost exact imitation of 357
almost exact inversion of 93
almost exact likeness of 71
almost exact miniature of 45
almost exact opposite of 93
almost exact parallel in 479
almost exact parallel is 78
almost exact parallel of 162
almost exact parallel to 884
almost exact quotation of 98
almost exact replicas of 573
almost exact reversal of 368
almost fancy yourself in 187
almost fatal felicity of 55
almost fatal objection to 79
almost fatal obstacle to 49
almost feels inclined to 253
almost flowing softness of 86
almost fully absorbed by 81
almost fully absorbed in 48
almost fully employed in 66
almost fully extended at 83
almost fully extended in 47
almost fully financed by 49
almost fully invested in 71
almost fully occupied by 177
almost fully occupied in 80
almost fully replaced by 74
almost fully resolved to 71
almost fully restored to 56
almost legal precision the 59
almost linear functions of 73
almost linear reduction in 52
almost linear response to 46
almost lurid pictures of 40
almost naive approach to 42
almost never accepted as 94
almost never achieved by 53
almost never achieved in 120
almost never adequate to 57
almost never admitted to 60
almost never affected by 73
almost never assigned to 45
almost never attached to 44
almost never attempts to 127
almost never attended the 101
almost never confined to 101
almost never conscious of 64
almost never consider the 93
almost never depicted in 49
almost never detected in 58
almost never develops in 50
almost never diagnosed in 60
almost never directed at 51
almost never employed as 46
almost never employed by 43
almost never employed in 144
almost never employed the 45
almost never expected to 65
almost never extended to 54
almost never followed by 171
almost never followed in 60
almost never happened in 151
almost never happened to 94
almost never included in 377
almost never included the 48
almost never includes the 53
almost never indulged in 140
almost never intended to 49
almost never involved in 321
almost never involves the 124
almost never listened to 103
almost never mentioned as 149
almost never mentioned by 288
almost never mentioned in 1189
almost never mentioned it 53
almost never mentioned or 50
almost never mentioned the 200
almost never observed in 454
almost never occurred in 249
almost never occurred to 83
almost never possible in 107
almost never possible to 895
almost never preceded by 46
almost never produced by 76
almost never produced in 53
almost never received the 41
almost never recorded in 43
almost never referred to 1008
almost never regarded as 203
almost never reported by 49
almost never reported in 151
almost never reported to 64
almost never required in 108
almost never required to 170
almost never resorted to 220
almost never responds to 47
almost never resulted in 134
almost never returned to 97
almost never reviewed as 41
almost never succeeds in 172
almost pagan darkness in 44
almost petty fineness of 45
almost proof positive of 97
almost regal authority in 83
almost repeat verbatim at 46
almost royal authority in 187
almost seems designed to 173
almost seems inherent in 78
almost seems possible to 105
almost taken prisoner by 43
almost total abolition of 513
almost total attention to 84
almost total authority in 45
almost total authority to 69
almost total autonomy in 132
almost total autonomy of 49
almost total autonomy to 48
almost total blackout of 66
almost total blackout on 61
almost total blockade of 44
almost total blockage of 50
almost total breakdown in 214
almost total breakdown of 615
almost total cessation in 51
almost total cessation of 1468
almost total collapse in 131
almost total collapse of 1586
almost total contrast to 119
almost total coverage of 135
almost total darkness as 191
almost total darkness at 93
almost total darkness in 225
almost total darkness of 308
almost total darkness to 147
almost total defection of 72
almost total depletion of 295
almost total desertion of 150
almost total emphasis on 458
almost total exclusion in 53
almost total exclusion of 5103
almost total exemption of 68
almost total expulsion of 135
almost total identity of 47
almost total immersion in 273
almost total immunity to 77
almost total inversion of 73
almost total isolation in 112
almost total isolation of 338
almost total monopoly in 51
almost total monopoly of 310
almost total monopoly on 108
almost total necrosis of 43
almost total occlusion of 184
almost total privation of 158
almost total rebuilding of 54
almost total recovery of 106
almost total reduction of 146
almost total rejection by 107
almost total rejection of 1144
almost total reversal of 270
almost total seclusion in 79
almost total seclusion of 48
almost total stoppage of 201
almost total strangers in 81
almost total strangers to 241
almost total surprise to 41
almost total transfer of 78
almost total turnover in 40
almost utter exclusion of 144
almost utter strangers to 82
already above referred to 67
already acute problems of 143
already acute shortage of 375
already ample evidence in 42
already ample evidence of 197
already ample evidence to 80
already badly affected by 117
already badly battered by 47
already badly strained by 54
already begun concerning the 57
already begun developing the 44
already begun discussing the 76
already begun questioning the 40
already begun seriously to 130
already borne children to 73
already burning brightly in 46
already calling attention to 155
already calls attention to 70
already catch glimpses of 99
already causing problems in 59
already cited concerning the 114
already cited examples of 178
already dimly conscious of 76
already drawing attention to 161
already drawn attention in 572
already drawn attention to 10834
already draws attention to 92
already either occupied or 100
already exist concerning the 67
already exist entirely on 56
already feeling threatened by 71
already found evidence of 148
already found examples of 49
already found solutions to 48
already fully apparent in 60
already fully apprised of 42
already fully conscious of 149
already fully detailed in 99
already fully employed in 127
already fully equipped to 56
already fully extended in 49
already fully immersed in 62
already fully informed as 59
already fully informed of 89
already fully informed on 48
already fully involved in 138
already fully mastered the 50
already fully occupied by 545
already fully occupied in 307
already fully prepared in 75
already fully prepared to 127
already fully referred to 53
already gaining momentum in 76
already getting involved in 64
already given accounts of 50
already given approval to 81
already given attention to 287
already given authority to 41
already given concerning the 282
already given evidence at 58
already given evidence in 415
already given evidence of 1861
already given evidence on 43
already given evidence to 115
already given examples in 66
already given examples of 910
already given hostages to 78
already given negative the 44
already given relative to 79
already given respecting the 177
already given yourself to 79
already gives evidence of 190
already growing interest in 251
already grown attached to 94
already holding positions in 77
already holding positions of 61
already known concerning it 53
already known concerning the 359
already known enforced by 111
already known occasions no 66
already known respecting the 56
already knows concerning the 57
already large compared to 48
already large majority in 169
already large relative to 48
already meager standard of 58
already nearly concealed by 81
already nearly consumed in 82
already nearly mastered the 94
already noted concerning the 127
already noted evidence of 51
already noted examples of 208
already noted exception of 84
already noted tendency to 53
already often deserted me 54
already often informed of 73
already often mentioned as 127
already often mentioned in 41
already often referred to 500
already owned property in 66
already placing securely the 65
already prime minister of 62
already putting pressure on 510
already quite advanced by 41
already quite advanced in 408
already quite apparent in 196
already quite apparent to 46
already quite attached to 50
already quite conscious of 64
already quite explicit in 87
already quite involved in 49
already quite numerous in 47
already quite possible to 64
already quite prepared to 108
already running instance of 46
already saved hundreds of 111
already saved thousands of 165
already showing evidence of 240
already showing interest in 164
already showing symptoms of 599
already shown evidence of 263
already shown examples of 67
already shown interest in 764
already shown symptoms of 426
already shown yourself to 90
already shows evidence of 176
already shows symptoms of 100
already small compared to 55
already spent hundreds of 227
already spent thousands of 236
already stood shrouded in 62
already strong evidence of 151
already strong interest in 480
already strong presence in 71
already strong tendency of 84
already strong tendency to 350
already strong tradition of 127
already sworn fidelity to 138
already taken delivery of 169
already taken exception to 137
already taken hundreds of 77
already taken pictures of 77
already taken positions in 42
already taken thousands of 69
already tense situation by 87
already tense situation in 434
already tense situation or 198
already thinking seriously of 61
already twice referred to 157
already under contract in 49
already under contract or 48
already under contract to 1324
already under pressure as 106
already under pressure by 88
already under pressure in 256
already under pressure to 1096
already under scrutiny by 68
already under sentence of 1080
already under sentence to 43
already under suspicion as 286
already under suspicion by 95
already under suspicion in 63
already under suspicion of 279
already under treatment in 45
already while discussing the 56
already working overtime on 40
already working overtime to 95
altering blood pressure in 100
altering power relations in 53
alters color processing in 105
always above reproach in 52
always acted agreeably to 45
always acted contrary to 98
always agree concerning the 47
always aimed directly at 78
always aimed straight at 41
always allow students to 70
always allow yourself to 148
always appeal directly to 91
always appear beautiful to 44
always apply directly to 58
always asked questions of 43
always asked students to 54
always avail yourself of 106
always based entirely on 75
always calling attention to 337
always calls attention to 236
always cause problems in 53
always create problems in 49
always dimly conscious of 49
always drawing attention to 372
always drawing pictures of 135
always drawn attention to 198
always drawn parallel to 94
always draws attention to 173
always easily accepted by 84
always easily achieved in 48
always easily detected by 88
always easily detected in 55
always easily possible to 61
always easily procured by 42
always either accurate or 82
always either balanced or 44
always either circular or 44
always either consists in 79
always either directly or 156
always either increases or 50
always either insolent or 190
always either negative or 63
always either parallel or 96
always either positive or 168
always either possible or 228
always either preceded or 46
always either pregnant or 328
always either proposed by 43
always either worthless or 91
always ended solemnly in 40
always evoke memories of 49
always exert pressure on 142
always exist alongside the 46
always feels inclined to 87
always feels threatened by 53
always fight shoulder to 104
always first consider the 70
always focus attention on 54
always force yourself to 44
always found accurate in 69
always found adjacent to 92
always found attached to 327
always found combined in 77
always found embedded in 98
always found evidence of 43
always found opposite the 50
always found possible to 88
always found soldiers at 58
always found solutions to 41
always found somebody to 51
always found wherever the 103
always fraud presumed or 41
always fresh pursuers to 55
always fully conscious of 618
always fully employed in 61
always fully informed as 41
always fully informed of 123
always fully informed on 53
always fully invested in 65
always fully involved in 56
always fully occupied by 59
always fully occupied in 52
always fully prepared to 62
always fully reported in 46
always fully utilized in 45
always getting entangled in 55
always getting involved in 343
always given attention to 120
always given evidence of 257
always given relative to 86
always gives attention to 43
always gives evidence of 118
always judge absurdly of 92
always keeps parallel to 76
always known thereafter as 72
always large compared to 235
always liked scotland as 71
always limit yourself to 40
always linear functions of 46
always looking backward to 47
always looking directly at 58
always looking straight at 83
always looking tenderly at 67
always looks prettier in 47
always lower compared to 57
always makes advances of 55
always makes decisions in 45
always makes exception of 115
always makes possible the 42
always moves opposite to 42
always moves parallel to 134
always nearly parallel to 119
always occur whenever the 86
always passing judgment on 55
always place emphasis on 48
always place yourself in 51
always point directly at 49
always point directly to 50
always posed problems of 44
always posed problems to 48
always prove adequate to 61
always prove possible to 120
always putting pressure on 282
always putting yourself in 104
always quite accurate in 70
always quite conscious of 93
always quite distinct in 49
always quite possible to 40
always quite prepared to 85
always raise questions of 97
always raise suspicion of 298
always rather disliked the 43
always rather inclined to 289
always rather regarded the 55
always rather rejoiced to 50
always rather resented the 55
always rather squeamish in 108
always refer directly to 100
always risks involved in 92
always running parallel to 75
always seems attached to 47
always seems friendly to 174
always seems possible to 191
always seems strained to 64
always sending messages to 111
always setting yourself up 90
always shall remember the 42
always showing interest in 48
always shown civility to 55
always shown evidence of 53
always shown interest in 366
always shown kindness to 131
always shown readiness to 40
always shown yourself as 63
always shown yourself to 110
always shows evidence of 146
always slope downward to 60
always small compared to 1021
always small relative to 176
always sound practice to 108
always spoke admiringly of 94
always spoke directly to 84
always spoke tenderly of 57
always stand prepared to 80
always stand shoulder to 136
always stood foremost in 77
always stood shoulder to 280
always stood somewhat in 138
always stood squarely on 125
always stood straight up 44
always strings attached to 49
always strong evidence of 71
always sworn officers of 40
always taken exception to 84
always taken funerals in 52
always taken interest in 112
always taken parallel to 81
always taken seriously as 67
always taken seriously by 421
always taken seriously in 131
always taken seriously the 165
always takes security in 47
always trust somewhat to 49
always under articles to 53
always under direction of 50
always under pressure in 130
always under pressure of 308
always under pressure to 3202
always under scrutiny by 53
always under sentence of 82
always under suspicion as 43
always under suspicion by 64
always under suspicion of 230
always wants everyone to 44
always wendy snatched it 66
always would continue to 178
amassing large fortunes in 63
ambush which deceived the 50
ambush which resulted in 156
ammonia under pressure at 47
ammonia under pressure to 54
amongst large segments of 93
amongst people involved in 41
amongst roman catholics in 145
amongst which idleness is 48
amount above required to 65
amount after deduction of 1227
amount could possibly be 40
amount could probably be 76
amount could scarcely be 51
amount large compared to 117
amount shall continue to 103
amount shall thereafter be 68
amount spent annually by 220
amount spent annually in 299
amount spent annually on 802
amount spent directly on 54
amount still remained to 56
amount thereof withdrawn by 188
amount which depended on 105
amount which exceeded the 240
amount which included the 70
amount which includes the 141
amount which increases as 120
amount which increases the 64
amount which produces the 53
amount which reflects the 232
amount which resulted in 121
amount which suffices to 96
amount would actually be 166
amount would continue in 80
amount would continue to 210
amount would normally be 272
amount would otherwise be 244
amount would probably be 830
amount would scarcely be 84
amount would therefore be 146
ampere turns produced by 135
ampere turns required by 129
ampere turns required in 86
ampere turns required is 115
ampere turns required on 69
ampere turns required to 868
analog shift register in 123
analog shift register to 133
anchor bolts embedded in 346
anguish which followed the 74
anguish which threatened to 41
angular motion relative to 118
angular power spectrum is 120
angular power spectrum of 476
angular speed relative to 79
animal after exposure to 49
animal after injection of 75
animal bones occurred in 99
animal cells cultured in 141
animal could continue to 68
animal could possibly be 251
animal could scarcely be 66
animal gives evidence of 106
animal kingdom consists of 160
animal kingdom presents of 44
