able army officer who 40
also been grouped with 79
also been helpful and 131
also been helpful for 245
also been helpful with 131
also been honored for 87
also been honored with 542
also been humbled and 45
also been ignored and 59
also been implied that 289
also been imposed for 125
also been increasing and 138
also been increasing for 56
also been increasing its 114
also been increasing use 42
also been increasing with 56
also been induced with 73
also been infused with 60
also been injured and 69
also been insisting that 41
also been invaded and 48
also been invited and 270
also been invited but 160
also been invited for 162
also been invoked for 178
also been knocked out 261
also been labeled with 108
also been largely due 50
also been limited and 71
also been listening with 41
also been located and 108
also been located near 47
also been managed with 58
also been married and 121
also been married for 133
also been matched with 55
also been measured and 518
also been measured for 647
also been measured using 393
also been measured with 413
also been modeled using 89
also been mounted for 53
also been notable for 197
also been noticed and 104
also been noticed for 96
also been noticed that 5460
also been noticed with 101
also been occupying his 42
also been offered and 66
also been offered for 389
also been offered that 192
also been omitted and 42
also been omitted for 157
also been ordered and 48
also been ordered for 119
also been ordered not 60
also been ordered that 111
also been painted with 107
also been plagued with 271
also been planned and 140
also been planned for 326
also been planned that 104
also been planned with 40
also been planted and 43
also been planted with 154
also been plotted and 58
also been plotted for 168
also been plotted with 46
also been pointed out 47871
also been popular for 356
also been popular with 578
also been posited for 48
also been posited that 270
also been praised for 547
also been preparing for 252
also been present and 158
also been present for 134
also been present with 40
also been printed and 155
also been printed for 85
also been printed with 52
also been pursued for 70
also been pursued with 122
also been realized for 50
also been realized that 1064
also been realized with 73
also been reasoned that 133
also been rebuilt and 77
also been reduced and 216
also been reduced due 64
also been reduced for 86
also been reduced with 94
also been refined and 116
also been related that 127
also been related with 73
also been released and 98
also been released for 146
also been removed and 249
also been removed for 99
also been removed with 62
also been renewed with 61
also been repeated and 44
also been repeated with 53
also been replete with 40
also been reports that 2138
also been revealed that 1299
also been revised and 576
also been revised for 66
also been revised with 73
also been revived and 121
also been riddled with 63
also been rumored that 404
also been saddled with 158
also been searched for 110
also been secured for 230
also been secured with 63
also been settled that 316
also been smitten with 51
also been spelled out 125
also been sprayed with 68
also been stained with 62
also been started and 148
also been started for 178
also been started with 161
also been stocked with 135
also been studied and 2044
also been studied both 103
also been studied but 248
also been studied for 2411
also been studied using 1825
also been studied with 2145
also been studies that 467
also been stuffed with 117
also been support for 105
also been tackled with 51
also been tampering with 46
also been targets for 69
also been theorized that 708
also been touched with 53
also been trained and 113
also been trained for 97
also been trouble with 69
also been unhappy with 90
also been updated and 181
also been updated for 42
also been updated with 80
also been visited and 53
also been visited with 42
also been weakened and 65
also been widened and 81
also been wondering how 62
also been wondering why 62
also been worried that 143
also been wounded and 149
also been wrestling with 129
also been written and 153
also been written for 527
also been written off 93
also been written that 402
also been written with 231
also best adapted for 109
also best carried out 92
also best friends and 46
also best friends with 75
also birth control and 172
also book reviews and 75
also bore witness that 126
also brings together all 103
also brings together and 59
also brings together for 57
also brings together two 118
also busy fishers and 44
also busy preparing for 112
also came because they 83
also came forward and 644
also came forward for 50
also came forward with 852
also came together and 49
also came together for 81
also came together with 91
also case studies and 98
also cast ballots for 73
also cite research that 85
also cite studies that 64
also clear however that 300
also come because they 56
also come bundled with 58
also come forward and 259
also come forward for 51
also come forward with 408
also come together and 185
also come together for 174
also come together with 80
also coming forward with 53
also cuts himself off 116
also deals briefly with 525
also deals largely with 96
also dealt briefly with 229
also dealt harshly with 175
also dealt largely with 90
also diary entries for 65
also died because they 50
also done research and 74
also done research for 45
also done wonders for 74
also drew designs for 41
also drew support for 58
also duly confine his 152
also evil against god 48
also face demands for 41
also fail because they 257
also fast acquiring ease 63
also feel ashamed that 45
also feel assured that 473
also feel awkward and 50
also feel certain that 626
also feel strongly that 1526
also feel sympathy for 86
also felt ashamed and 45
also felt ashamed that 78
also felt assured that 276
also felt certain that 1378
also felt concern for 41
also felt strongly that 3414
also felt sympathy for 142
also file reports with 45
also find comfort and 63
also find entries for 43
also find everything you 46
also find grounds for 48
also find limited use 43
also find outlets for 48
also find pleasure and 46
also find recipes for 138
also find support and 41
also find support for 682
also fits closely with 63
also five hundred and 73
also form complex ions 45
also four hundred and 191
also from america and 82
also from belgium and 76
also from britain and 98
also from central and 186
also from central asia 286
also from contact with 339
also from denmark and 60
also from everything that 90
also from florida and 44
also from friends and 116
also from germany and 286
also from hamburg and 41
also from himself and 40
also from history and 58
also from holland and 68
also from ireland and 101
also from national and 84
also from natural gas 98
also from observing that 47
also from parents and 69
also from parents who 45
also from persons who 88
also from poverty and 49
also from private and 44
also from receiving any 46
also from southeast asia 116
also from southern and 48
also from supposing that 113
also from teachers and 60
also from thailand and 45
also from virginia and 64
also gain respect for 41
also gave command that 52
also gave figures for 92
also gave grounds for 145
also gave himself out 58
also gave impetus for 50
also gave occasion for 237
also gave results for 46
also gave results that 45
also gave support and 65
also gets smaller and 40
also give figures for 146
also give grounds for 170
also give occasion for 122
also give parents and 44
also give pleasure and 44
also give results for 144
also give results that 125
also give support and 65
also give support for 40
also giving details how 207
also good because they 194
also good because you 46
also good choices for 332
also good friends and 87
also good friends with 366
also good grounds for 454
also good manners and 41
also good material for 108
also good pasture for 54
also good sources for 745
also good spirits are 53
also good targets for 48
also great because they 53
also great because you 43
also great britain and 746
also great concern for 50
also great concern that 180
also great friends with 81
also great kettles for 51
also great numbers are 67
also great respect for 116
also great sources for 59
also great sympathy for 53
also great teachers and 50
also great traders and 44
also great variety and 40
also grew familiar with 48
also grew potatoes and 43
also grew rapidly and 184
also grew stronger and 99
also grew tobacco and 66
also grow rapidly and 76
also grow stronger and 45
also hard pressed for 61
also hast wrought all 704
also have adopted and 126
also have adopted this 178
also have advised him 46
also have alleged that 44
also have allowed for 240
also have allowed him 112
also have allowed them 89
also have applied for 117
also have applied this 56
also have arranged for 130
also have aspects that 115
also have assumed that 1471
also have beliefs and 73
also have beliefs that 102
also have brothers and 53
also have brought all 51
also have brought her 41
also have brought him 198
also have brought his 55
also have brought out 123
also have brought them 87
also have brought with 249
also have carried out 812
also have carried with 115
also have certain things 60
also have charged that 155
also have claimed that 666
also have classes for 60
also have clients who 58
also have columns for 78
also have complex and 57
also have concern for 90
also have contact with 617
also have counted for 86
also have criteria for 54
also have crossed his 41
also have decided not 60
also have decided that 880
also have deduced that 112
also have defeated his 130
also have derived his 62
also have derived this 47
also have desires and 50
also have devices for 52
also have diabetes and 50
also have divined that 50
also have dropped out 43
also have effects that 410
also have enabled him 152
also have enabled them 123
also have ensured that 496
also have entries for 67
also have enzymes that 104
also have existed for 149
also have features that 714
also have figured out 294
also have figured that 44
also have friends and 112
also have friends who 358
also have gathered that 131
also have granted him 49
also have grounds for 208
also have guessed that 406
also have implied that 310
also have induced him 94
also have induced them 65
also have insured that 194
also have language and 53
also have lessons for 73
also have liberty for 78
also have limited its 41
also have limited use 87
also have members who 165
also have national and 138
also have noticed how 178
also have noticed that 6827
also have noticed this 67
also have occasion for 43
also have parents who 153
also have parents with 48
also have persons who 43
also have pointed out 4729
also have pressed for 53
also have primary and 58
also have promise for 52
also have realized how 77
also have realized that 4227
also have reasoned that 553
also have regional and 89
also have removed all 45
also have reports that 145
also have research and 90
also have resided for 54
also have respect for 288
also have revealed that 777
also have schools for 45
also have searched for 62
also have sections for 52
also have sensors that 93
also have several new 55
also have several things 54
also have started out 41
also have started with 103
also have strengths and 105
also have studied and 44
also have studied with 94
also have success with 47
also have support for 174
also have sympathy for 102
also have sympathy with 109
also have systems for 104
also have systems that 96
also have teachers who 186
also have thoughts and 61
also have trouble with 1156
also have utility for 122
also have weakened his 47
also have weighed with 139
also have workers who 51
also have worried that 196
also have written and 56
also have written for 44
also have written his 55
also have written one 44
also have written that 123
also have written this 111
also having brought with 86
also having trouble with 1046
also heard reports that 374
also heard stories that 132
also held against her 41
also held against him 218
also held against them 55
also held classes for 62
also held patents for 40
also held promise for 55
also held together with 84
also help account for 1535
also help achieve this 99
also help attract and 45
also help because they 52
also help clarify and 59
also help clarify how 77
also help clarify this 41
also help clarify why 44
also help control this 64
also help develop and 98
also help develop new 67
also help explain his 155
also help explain how 502
also help explain its 100
also help explain our 55
also help explain this 88
also help explain why 4570
also help improve our 49
also help parents and 108
also help prepare for 79
also help prepare them 82
also help prepare you 188
also help prevent and 86
also help prevent any 47
also help prevent them 42
also help prevent this 142
also help prevent you 82
also help protect our 41
also help protect them 93
also help protect you 225
also help provide for 51
also help teachers and 103
also here observe that 139
also high because they 47
also high schools and 45
also hold classes for 40
also hold lessons for 47
also hold promise for 539
also home rejoicing for 43
also into account and 45
also into account any 42
also into account its 83
also into account that 1008
also into contact with 214
also into gardens and 49
also into harmony with 40
also into relation with 92
also join together and 43
also join together for 55
also just arrived and 83
also just because they 51
also keep contact with 47
also keep current with 56
also keep poultry and 42
also keep records and 83
also keep records for 46
also kept company with 134
also kept contact with 117
also kept insisting that 147
also kill bacteria and 46
also knew everything that 126
also knew exactly how 329
also knew exactly who 43
also knew somehow that 129
also know everything that 89
also know exactly how 350
also lack letters and 40
also learn quickly that 119
also learn respect for 52
also left because they 56
also left wondering how 51
also left wondering why 42
also lend support for 97
also lent support for 55
also less capable than 49
also less certain than 68
also less complex and 84
also less complex than 147
also less concern with 41
also less correct than 54
also less crowded than 53
also less demanding than 83
also less durable and 40
also less durable than 95
also less elastic than 42
also less extreme than 52
also less familiar with 71
also less general than 64
also less intense and 54
also less intense than 81
also less painful and 48
also less painful than 62
also less perfect than 51
also less popular than 176
also less popular with 80
also less precise and 40
also less precise than 80
also less radical than 59
also less reactive than 128
also less regular than 74
also less reliable and 49
also less reliable than 158
also less sanguine than 49
also less soluble than 63
also less stringent than 67
also less threatening than 60
also less variable than 97
also less visible than 47
also lies against him 70
also lies between them 59
also lies between two 47
also live together and 44
also live together with 114
also look forward and 132
also look forward with 225
also lose contact with 176
also lose respect for 122
also lost contact with 502
also lost respect for 77
also made against him 160
also made alliance with 78
also made baskets and 73
also made between this 49
also made between two 77
also made capital out 99
also made careful use 166
also made certain that 3103
also made contact with 2989
also made creative use 81
also made demands for 153
also made designs for 494
also made efforts for 100
also made enemies for 46
also made evident that 415
also made excuses for 99
also made familiar with 166
also made friends and 60
also made friends with 2536
also made illegal any 40
also made illegal for 91
also made increasing use 238
also made legible and 55
also made liberal use 406
also made limited use 127
also made maximum use 57
also made pottery and 168
also made records for 44
also made regular use 101
also made several long 41
also made several new 86
also made skilful use 67
also made studies for 53
also made surveys and 44
also made surveys for 59
also made treaties with 267
also made trouble for 89
also main entries for 78
also make baskets and 61
also make certain that 4292
also make certain you 51
also make choices and 53
also make choices that 199
also make contact with 796
also make creative use 56
also make demands for 72
also make demands that 46
also make evident that 136
also make friends with 203
also make gardens and 211
also make increasing use 54
also make liberal use 124
also make limited use 52
also make maximum use 110
also make regular use 79
also make trouble for 72
also making certain that 283
also making contact with 141
also making efforts for 47
also making friends with 58
also making increasing use 119
also making trouble for 55
also many animals that 41
also many artists who 46
also many enemies who 67
also many factors that 325
also many farmers who 49
also many features that 93
also many friends and 134
also many friends who 47
also many gardens and 40
also many germans and 74
also many grounds for 52
also many insects that 235
also many islands and 65
also many kindred things 54
also many letters and 54
also many members who 56
also many parents who 69
also many persons who 332
also many priests and 42
also many private and 94
also many regional and 78
also many reports that 101
also many smaller and 42
also many species that 188
also many stories that 115
also many studies that 251
also many teachers who 94
also many workers who 46
also many writers who 73
also means accepting and 57
also means accepting that 284
also means admitting that 92
also means believing that 132
also means respect for 189
also meant freedom for 74
also meant support for 64
also meet criteria for 1018
also meet together for 52
also more ancient than 76
also more brittle and 100
also more brittle than 92
also more broadly for 50
also more capable than 65
also more careful than 57
also more cautious and 51
also more cautious than 115
also more certain and 44
also more certain than 113
also more certain that 46
also more compact and 191
also more compact than 149
also more complex and 1015
also more complex for 64
also more complex than 3757
also more complex with 45
also more confusing and 56
also more content with 44
also more correct than 77
also more creative and 84
also more crowded and 49
also more crowded than 46
also more demanding and 96
also more demanding than 109
also more diffuse and 66
also more diffuse than 49
also more distant and 49
also more diverse and 110
also more diverse than 233
also more divided and 61
also more durable and 228
also more durable than 350
also more dynamic and 62
also more dynamic than 54
also more elastic and 56
also more elastic than 96
also more elegant and 57
also more elusive and 54
also more evident than 69
also more exposed than 87
also more extreme than 138
also more familiar and 42
also more familiar than 57
also more familiar with 443
also more fertile than 74
also more fragile and 128
also more fragile than 141
also more general and 232
also more general than 388
also more helpful than 44
also more intense and 191
also more intense than 244
also more lenient than 57
also more liberal and 57
also more liberal than 307
also more limited and 66
also more limited than 503
also more logical than 64
also more massive and 51
also more meaningful and 58
also more meaningful than 64
also more natural and 86
also more natural than 82
also more passive and 49
also more passive than 42
also more perfect than 57
also more plastic and 96
also more pleasant and 73
also more pleasant than 44
also more pointed and 42
also more pointed than 48
also more popular and 96
also more popular than 324
also more popular with 262
also more precise and 157
also more precise than 192
also more quickly and 66
also more quickly than 85
also more radical and 51
also more radical than 190
also more rapidly than 156
also more rational and 47
also more rational than 40
also more reactive than 104
also more refined and 55
also more refined than 43
also more regular and 121
also more regular than 67
also more relaxed and 82
also more relaxed than 61
also more reliable and 261
also more reliable for 67
also more reliable than 406
also more rewarding than 61
also more rounded and 54
also more rounded than 58
also more similar than 105
also more skilled than 60
also more slender and 137
also more slender than 114
also more socially and 45
also more soluble than 130
also more stringent than 123
also more support for 58
also more thorough and 44
also more uniform and 85
also more uniform than 141
also more variable and 92
also more variable than 305
also more visible and 94
also more visible than 93
also more vividly with 44
also most certain that 534
also most familiar with 74
also most helpful and 112
also most helpful for 49
also most helpful with 66
also most natural that 173
also most popular with 88
also most strongly and 49
also most thankful for 53
also most unusual for 59
also move forward and 98
also move forward with 87
also move towards that 47
also moving forward and 46
also moving forward with 147
also much admired and 64
also much admired for 214
also much broader and 71
also much broader than 297
also much charged with 51
also much concern that 90
also much concern with 47
also much favored and 78
also much healthier than 41
also much lighter and 152
also much lighter than 305
also much obliged for 87
also much praised for 52
also much quicker and 92
also much quicker than 75
also much quieter than 86
also much reduced and 53
also much shorter and 112
also much shorter than 515
also much simpler and 143
also much simpler than 333
also much smaller and 397
also much smaller for 95
also much smaller than 2544
also much stronger and 75
also much stronger than 506
also much support for 107
also much swollen and 45
also much sympathy for 40
also much sympathy with 41
also much tougher than 272
also much trouble with 89
also must account for 540
also must approve all 47
also must approve any 56
also must believe that 596
also must certify that 179
also must compete for 59
also must compete with 151
also must concede that 55
also must confess that 226
also must consult with 47
also must contend with 951
also must develop and 72
also must develop new 43
also must display his 43
also must examine how 44
also must explain how 51
also must explain why 62
also must express our 89
also must grapple with 136
also must include all 81
also must increase with 49
also must operate with 44
also must prepare for 103
also must provide for 418
also must provide that 67
also must require that 41
also must specify that 98
also must wrestle with 66
also need contact with 69
also need criteria for 45
also need parents who 61
also need research that 119
also need studies that 67
also need support and 356
also need support for 152
also need teachers who 64
also north america and 131
also north vietnam and 48
also only logical that 45
also only natural for 54
also only natural that 540
also open avenues for 51
also other animals and 61
also other aspects that 264
also other criteria for 51
also other criteria that 93
also other factors are 73
also other factors may 97
also other factors than 87
also other factors that 2762
also other features that 211
also other grounds for 201
also other masters who 52
also other matters that 111
also other measures that 104
also other motives for 87
also other objects that 51
also other persons who 296
also other persons with 40
also other pleasant things 60
also other sources for 90
also other species that 43
also other studies that 104
also other writers who 55
also part company with 142
also poor because they 42
also puts forward his 52
also react rapidly with 291
also react strongly with 49
also rest assured that 1209
also rich peasants who 44
also rich sources for 48
also rising rapidly and 48
also risk factors for 1076
also risk factors that 45
also rose against him 64
also rose sharply and 63
also runs courses for 131
also said bluntly that 82
also seek contact with 48
also seek damages for 106
also seek redress for 41
also seek support for 48
also seem certain that 52
also seem evident that 116
also seem logical that 312
also seem natural that 71
also seen parents who 42
also seen service with 42
also seen together with 53
also self evident that 94
also sell tickets for 101
also sent forward with 55
also sent greetings and 42
also sent letters and 129
also sets criteria for 64
also sets targets for 45
also show concern for 243
also show features that 40
also show promise for 393
also show respect and 41
also show respect for 373
also show results for 137
also show support for 108
also show sympathy for 45
also show variation with 40
also side effects that 81
also single european act 98
also sins against god 92
also sits uneasily with 127
also sold tickets for 52
also some analogy with 44
also some animals that 90
also some anxiety that 96
also some aspects that 100
also some british and 47
also some bushman and 64
also some cavalry and 46
also some chinese and 75
also some concern for 109
also some concern that 2122
also some concern with 96
also some contact with 85
also some factors that 238
also some farmers who 47
also some features that 169
also some friends and 73
also some germans and 40
also some grounds for 259
also some letters and 65
also some members who 77
also some overlap with 132
also some parents who 65
also some persons who 222
also some problem with 42
also some quarrel with 50
also some reports that 254
also some research that 190
also some respect for 81
also some results for 43
also some species that 186
also some studies that 283
also some support for 1065
also some sympathy for 85
also some systems that 41
also some teachers who 54
also some trouble with 105
also some variation with 48
also some workers who 65
also some writers who 70
also soon appeared that 42
also soon covered with 52
also soon declare all 58
also soon evident that 135
also soon noticed that 142
also soon realized that 900
also sore annoyed with 43
also south african war 193
also south america and 121
also speak against this 53
also speak spanish and 112
also step forward and 49
also take courses that 50
also take insects and 80
also take measures for 131
also taking measures for 41
also teach parents how 45
also teach respect for 44
also tell clients that 40
also tell himself that 90
also tell parents that 95
also tell stories and 71
also tell stories that 147
also thank friends and 86
also their behavior and 112
also their beliefs and 84
also their brothers and 74
also their concern for 92
also their contact with 60
also their content and 49
also their courage and 51
also their culture and 91
also their customs and 93
also their decline and 41
also their demands for 42
also their designs and 56
also their dignity and 50
also their enemies and 104
also their faculty for 47
also their friends and 257
also their history and 66
also their language and 137
also their location and 64
also their manners and 162
also their material and 46
also their opinions and 46
also their parents and 284
also their parents are 46
also their parents who 41
also their position and 51
also their position with 59
also their present and 61
also their quality and 62
also their relation with 47
also their religion and 78
also their respect and 45
also their respect for 116
also their shields with 74
also their sisters and 58
also their spirits are 44
also their spouses and 68
also their strengths and 80
also their support for 62
also their thoughts and 168
also their virtues and 46
also their weakness and 53
also there because they 87
also third parties who 47
also those aspects that 135
also those carried out 52
also those charged with 73
also those critics who 92
also those factors that 234
also those features that 134
also those friends who 49
also those members who 52
also those muslims who 40
also those parents who 90
also those persons who 558
also those teachers who 62
also those workers who 60
also those writers who 102
also three desires and 112
also three hundred and 281
also three hundred men 77
also three volumes new 54
also threw himself with 64
also tied together with 123
also time consuming and 614
also told abraham that 123
also told against him 154
also told congress that 278
also told friends that 191
also told herself she 53
also told herself that 467
also told himself that 625
also told johnson that 166
also told kennedy that 57
also told newsmen that 91
also told stories and 72
also told stories that 144
also took classes with 82
also took counsel with 89
also took courage and 41
also took courses with 89
also took lessons with 72
also took measures for 393
also took measures that 45
also took service with 46
also torn between his 82
also torn between two 58
also true however that 544
also turn against him 88
also turn against them 49
also union members and 41
also unto himself for 42
also used against him 105
also used against them 90
also used alcohol and 67
also used because they 218
also used between two 75
also used chiefly for 44
also used language that 160
also used largely for 242
also used locally for 234
also used loosely for 204
also used together with 522
also used violence and 42
also uses language that 119
also vary linearly with 152
also vary strongly with 45
also very ancient and 148
also very athletic and 42
also very brittle and 152
also very careful and 65
also very careful not 316
also very careful that 75
also very careful with 74
also very cautious and 63
also very certain that 743
also very compact and 63
also very complex and 387
also very creative and 86
also very demanding and 125
also very diverse and 86
also very durable and 156
also very dynamic and 47
also very elastic and 40
also very elegant and 51
also very evident that 1229
also very excited and 114
also very familiar with 921
also very fertile and 84
also very fragile and 161
also very general and 128
also very gracious and 51
also very helpful and 440
also very helpful for 1098
also very helpful with 219
also very intense and 69
also very largely due 114
also very largely for 82
also very largely with 45
also very limited and 268
also very limited for 53
also very musical and 79
also very natural and 77
also very natural for 53
also very natural that 469
also very nervous and 109
also very painful and 87
also very painful for 88
also very patient and 94
also very patient with 70
also very peculiar and 40
also very pleasant and 153
also very pleasant for 41
also very popular and 1532
also very popular but 108
also very popular for 912
also very popular with 3678
also very precise and 57
also very promising for 136
also very reactive and 60
also very readable and 76
also very reliable and 89
also very rewarding for 61
also very similar and 168
also very similar but 77
also very similar for 357
also very similar with 108
also very sociable and 81
also very thankful for 390
also very thankful that 97
also very thorough and 40
also very typical for 99
also very unhappy with 136
also very unusual for 104
also very variable and 187
also very visible and 51
also very worried that 200
also well adapted for 2817
also well assured that 299
also well believe that 134
also well brought out 420
also well catered for 269
also well content with 40
also well covered with 153
also well defined and 182
also well defined for 58
also well defined with 46
also well dressed and 78
also well endowed with 635
also well imagine that 123
also well lighted and 65
also well located for 88
also well pointed out 42
also well rounded and 40
also well settled that 3539
also well stocked with 734
also well trained and 146
also well written and 155
also went against him 84
also went against his 66
also went against them 45
also went forward and 52
also went forward with 112
also went together with 82
also were adopted for 47
also were adorned with 158
also were assured that 50
also were blessed with 90
also were brought out 165
also were careful not 54
