ad or television commercial 226
as an effective motivation 54
as an effective motivator 199
as an effective mouthpiece 42
as an effective narrative 120
as an effective negotiator 132
as an effective offensive 75
as an effective opposition 721
as an effective organizer 156
as an effective palliative 58
as an effective parameter 123
as an effective pesticide 50
as an effective political 4200
as an effective politician 126
as an effective population 48
as an effective practical 114
as an effective precursor 61
as an effective predictor 134
as an effective president 158
as an effective prevention 121
as an effective principle 162
as an effective procedure 426
as an effective production 51
as an effective protection 516
as an effective protector 120
as an effective reference 122
as an effective reflector 44
as an effective refutation 73
as an effective regulator 345
as an effective repellent 125
as an effective reservoir 74
as an effective restraining 45
as an effective restraint 471
as an effective retrieval 161
as an effective safeguard 421
as an effective secondary 47
as an effective separation 53
as an effective spiritual 80
as an effective spokesman 272
as an effective springboard 94
as an effective stabilizing 54
as an effective statement 65
as an effective stimulant 150
as an effective strategic 150
as an effective structure 111
as an effective stylistic 40
as an effective substrate 188
as an effective surrogate 248
as an effective technique 1351
as an effective temporary 64
as an effective transition 149
as an effective transport 45
as an effective viscosity 48
as an effectual deterrent 48
as an effectual protection 176
as an effectual restraint 42
as an effectual safeguard 73
as an efficient adaptation 55
as an efficient allocation 132
as an efficient allocator 232
as an efficient coadjutor 85
as an efficient collector 75
as an efficient commander 42
as an efficient commercial 43
as an efficient deductive 56
as an efficient deterrent 127
as an efficient executive 262
as an efficient incentive 43
as an efficient indicator 66
as an efficient industrial 48
as an efficient inhibitor 141
as an efficient insulator 137
as an efficient interface 52
as an efficient lubricant 80
as an efficient mechanism 905
as an efficient organizer 128
as an efficient political 124
as an efficient precursor 58
as an efficient predictor 42
as an efficient principle 102
as an efficient procedure 100
as an efficient production 177
as an efficient protection 221
as an efficient protector 76
as an efficient rectifier 54
as an efficient reflector 95
as an efficient regulator 69
as an efficient safeguard 162
as an efficient secretary 79
as an efficient structure 55
as an efficient substrate 111
as an efficient technique 210
as an efficient transport 71
as an elaborate mechanism 104
as an elaborate political 58
as an elaborate practical 69
as an elaborate statement 44
as an elaborate structure 124
as an electoral advantage 44
as an electoral candidate 83
as an electoral committee 42
as an electoral democracy 249
as an elemental component 55
as an elemental principle 81
as an elemental substance 55
as an embryonic character 52
as an embryonic community 62
as an embryonic political 44
as an embryonic structure 72
as an emergency ambulance 56
as an emergency committee 55
as an emergency diagnostic 47
as an emergency evacuation 69
as an emergency expedient 614
as an emergency generator 51
as an emergency mechanism 237
as an emergency ordinance 79
as an emergency precaution 126
as an emergency procedure 3511
as an emergency protection 76
as an emergency regulation 80
as an emergency reservoir 74
as an emergency stimulant 172
as an emergency technique 47
as an emergency temporary 46
as an eminently desirable 113
as an eminently political 165
as an eminently practical 476
as an eminently reasonable 200
as an empirical assumption 68
as an empirical conclusion 54
as an empirical construct 114
as an empirical correction 87
as an empirical definition 54
as an empirical discovery 140
as an empirical expression 150
as an empirical foundation 137
as an empirical framework 47
as an empirical hypothesis 1380
as an empirical indication 41
as an empirical indicator 272
as an empirical necessity 76
as an empirical parameter 628
as an empirical postulate 89
as an empirical prediction 76
as an empirical principle 174
as an empirical procedure 104
as an empirical reference 54
as an empirical refutation 88
as an empirical researcher 138
as an empirical scientist 384
as an empirical statement 585
as an empirical technique 86
as an empirical universal 47
as an empirical validation 51
as an encouraging indication 124
as an encouraging precedent 65
as an endlessly fascinating 71
as an endocrine disruptor 106
as an endocrine structure 62
as an energetic organizer 58
as an energetic principle 47
as an energetic statement 142
as an englishman resembles 123
as an enigmatic character 51
as an episcopal clergyman 540
as an episcopal missionary 481
as an episcopal residence 267
as an epistemic community 271
as an epistemic principle 86
as an equitable agreement 60
as an equitable conversion 90
as an equitable injunction 71
as an equitable mortgagee 92
as an equitable obligation 70
as an equitable principle 107
as an equitable servitude 935
as an esophageal stricture 111
as an especially desirable 158
as an especially difficult 153
as an especially effective 503
as an especially efficient 66
as an especially favorable 82
as an especially important 1619
as an especially interesting 190
as an especially noteworthy 67
as an especially pernicious 64
as an especially prominent 96
as an especially sensitive 157
as an estimable character 65
as an estimation procedure 132
as an estimation technique 150
as an evaluation framework 113
as an evaluation mechanism 108
as an evaluation parameter 65
as an evaluation procedure 179
as an evaluation specialist 45
as an evaluation technique 672
as an evangelist throughout 69
as an everlasting foundation 43
as an everlasting ordinance 53
as an everlasting possession 1370
as an everlasting structure 55
as an everlasting testimony 158
as an exceedingly competent 47
as an exceedingly difficult 134
as an exceedingly effective 53
as an exceedingly important 347
as an exceedingly interesting 104
as an exceedingly sensitive 49
as an excellent absorbent 43
as an excellent advertising 45
as an excellent anatomist 181
as an excellent architect 62
as an excellent barometer 138
as an excellent benchmark 84
as an excellent candidate 457
as an excellent character 83
as an excellent checklist 49
as an excellent classical 85
as an excellent collection 216
as an excellent commander 72
as an excellent conductor 235
as an excellent craftsman 73
as an excellent defensive 49
as an excellent definition 68
as an excellent deterrent 76
as an excellent diagnostic 179
as an excellent discussion 205
as an excellent draftsman 40
as an excellent expedient 183
as an excellent exposition 120
as an excellent expression 83
as an excellent foundation 522
as an excellent framework 149
as an excellent guideline 79
as an excellent incentive 141
as an excellent indication 152
as an excellent indicator 486
as an excellent insulator 579
as an excellent knowledge 44
as an excellent lubricant 121
as an excellent mechanism 154
as an excellent monograph 44
as an excellent motivator 62
as an excellent organizer 144
as an excellent performer 599
as an excellent political 90
as an excellent portrayal 56
as an excellent practical 162
as an excellent precedent 43
as an excellent precursor 46
as an excellent predictor 114
as an excellent production 83
as an excellent protection 287
as an excellent prototype 67
as an excellent reference 1491
as an excellent reflector 83
as an excellent researcher 42
as an excellent safeguard 46
as an excellent scientist 59
as an excellent seamstress 43
as an excellent springboard 153
as an excellent statement 143
as an excellent stimulant 126
as an excellent substrate 250
as an excellent suggestion 76
as an excellent surrogate 54
as an excellent technical 50
as an excellent technician 51
as an excellent technique 161
as an excellent temporary 61
as an excellent transition 106
as an excellent vegetable 88
as an excessive delegation 92
as an excitation mechanism 52
as an exclusive appellate 49
as an exclusive association 44
as an exclusive attribute 176
as an exclusive community 249
as an exclusive definition 200
as an exclusive expression 50
as an exclusive framework 43
as an exclusive franchise 59
as an exclusive indicator 74
as an exclusive interview 60
as an exclusive mechanism 53
as an exclusive occupation 170
as an exclusive operative 116
as an exclusive political 94
as an exclusive possession 601
as an exclusive principle 252
as an exclusive privilege 714
as an exclusive processor 84
as an exclusive profession 55
as an exclusive reference 68
as an exclusive statement 60
as an exclusive technique 45
as an exclusive territory 167
as an excretory apparatus 49
as an excretory mechanism 58
as an executive agreement 948
as an executive assistant 2954
as an executive commission 44
as an executive committee 3717
as an executive president 57
as an executive recruiter 215
as an executive residence 51
as an executive secretary 5014
as an executive transport 151
as an exemplary character 235
as an exemplary community 56
as an exemplary expression 156
as an exemplary narrative 287
as an exemplary political 56
as an exemplary statement 47
as an exhibition organizer 44
as an exogenous component 54
as an exogenous influence 109
as an exogenous parameter 277
as an exogenous substrate 282
as an expedient necessary 56
as an expedient political 114
as an expensive amusement 41
as an expensive commodity 92
as an expensive necessity 42
as an explosive political 61
as an explosive substance 82
as an expressly political 42
as an extensive collection 633
as an extensive discussion 129
as an extensive knowledge 161
as an extensive magnitude 146
as an extensive reference 56
as an extinction procedure 99
as an extraction technique 78
as an extraneous substance 186
as an extremely competent 271
as an extremely desirable 127
as an extremely difficult 547
as an extremely effective 1288
as an extremely efficient 610
as an extremely elaborate 43
as an extremely energetic 40
as an extremely expensive 85
as an extremely favorable 74
as an extremely fortunate 103
as an extremely hazardous 215
as an extremely important 4298
as an extremely interesting 490
as an extremely intricate 50
as an extremely lucrative 42
as an extremely necessary 44
as an extremely practical 105
as an extremely primitive 133
as an extremely sensitive 802
as an extremely traumatic 47
as an extremely unpleasant 105
as an extremely versatile 184
as an extrinsic motivator 107
as an extrinsic principle 68
as an exuberant expression 40
as an heretical innovation 61
as an heuristic principle 120
as an honorable captivity 52
as an honorable discharge 124
as an honorable gentleman 461
as an honorable obligation 46
as an honorable occupation 265
as an honorable profession 580
as an honorable surrender 41
as an honorable testimony 183
as an identifying attribute 98
as an identifying character 40
as an illiberal expedient 133
as an imaginary character 179
as an imaginary community 104
as an imaginary construct 376
as an imaginary engagement 64
as an imaginary landscape 71
as an imaginary projection 87
as an imaginary resolution 88
as an immaterial principle 182
as an immaterial spiritual 42
as an immaterial substance 1133
as an immensely important 225
as an immigrant community 264
as an immigrant population 128
as an immovable foundation 101
as an immutable biological 52
as an immutable political 55
as an immutable principle 353
as an immutable substance 49
as an impedance converter 171
as an imperfect convention 44
as an imperfect expression 90
as an imperfect indicator 79
as an imperfect knowledge 62
as an imperfect obligation 58
as an imperfect realization 46
as an imperfect reflection 164
as an important accessory 590
as an important adaptation 131
as an important additional 640
as an important advantage 897
as an important advertising 91
as an important alternate 40
as an important ancillary 132
as an important appendage 57
as an important architect 104
as an important assistant 133
as an important association 68
as an important assumption 61
as an important attraction 140
as an important attribute 1163
as an important barometer 245
as an important behavioral 215
as an important benchmark 721
as an important biological 297
as an important bridgehead 43
as an important byproduct 138
as an important candidate 99
as an important catalytic 116
as an important causative 406
as an important ceremonial 106
as an important character 1061
as an important classroom 57
as an important coadjutor 43
as an important cognitive 433
as an important collection 220
as an important collector 86
as an important commercial 1699
as an important commodity 322
as an important community 615
as an important component 47041
as an important concession 319
as an important conclusion 76
as an important conditioning 99
as an important connection 177
as an important construct 338
as an important contender 52
as an important contingency 73
as an important controlling 238
as an important corollary 896
as an important corporate 191
as an important correction 109
as an important correlate 535
as an important credential 77
as an important criticism 52
as an important defensive 108
as an important definition 42
as an important departure 240
as an important dependent 48
as an important determining 204
as an important deterrent 500
as an important diagnostic 1538
as an important dignitary 43
as an important discourse 67
as an important discovery 705
as an important discussion 73
as an important dramatist 121
as an important ecosystem 55
as an important educative 48
as an important electoral 111
as an important emergency 57
as an important empirical 153
as an important endocrine 78
as an important evaluation 68
as an important excretory 93
as an important executive 286
as an important expression 810
as an important filmmaker 62
as an important foodstuff 93
as an important formative 200
as an important foundation 1239
as an important framework 394
as an important functional 251
as an important generator 122
as an important geological 42
as an important guarantee 362
as an important guarantor 99
as an important guideline 270
as an important guidepost 52
as an important heuristic 252
as an important identifying 40
as an important implement 47
as an important incentive 2013
as an important indication 1346
as an important indicator 4517
as an important industrial 1016
as an important influence 6048
as an important influencing 70
as an important informant 42
as an important inhibitor 82
as an important initiative 225
as an important innovation 674
as an important innovator 273
as an important insurance 59
as an important integrating 399
as an important interface 164
as an important intervening 633
as an important intrinsic 43
as an important knowledge 98
as an important landowner 52
as an important landscape 65
as an important leadership 126
as an important limitation 384
as an important locational 105
as an important managerial 167
as an important mechanism 4840
as an important medicinal 88
as an important metabolic 227
as an important milestone 3569
as an important missionary 108
as an important moderator 211
as an important modernist 48
as an important modernizing 45
as an important modulator 207
as an important motivation 558
as an important motivator 394
as an important narrative 342
as an important necessity 45
as an important nineteenth 52
as an important normative 60
as an important objective 5186
as an important obligation 176
as an important occupation 205
as an important opposition 47
as an important organizer 73
as an important parameter 1575
as an important pathogenic 126
as an important personage 777
as an important political 5922
as an important politician 70
as an important population 90
as an important possession 112
as an important practical 564
as an important precedent 1288
as an important precursor 1954
as an important predictor 1452
as an important principle 1914
as an important privilege 98
as an important procedure 109
as an important production 247
as an important profession 129
as an important proponent 66
as an important protection 314
as an important protector 51
as an important prototype 111
as an important provincial 48
as an important qualifier 52
as an important reference 2143
as an important reflection 142
as an important regulation 66
as an important regulator 959
as an important renewable 53
as an important requisite 274
as an important reservoir 672
as an important restraining 117
as an important restraint 252
as an important revelation 62
as an important safeguard 706
as an important sanctuary 64
as an important scholarly 82
as an important scientist 108
as an important secondary 922
as an important selective 122
as an important shortcoming 123
as an important signifier 149
as an important spiritual 366
as an important spokesman 221
as an important springboard 131
as an important stabilizing 325
as an important statement 698
as an important statesman 46
as an important stimulant 226
as an important strategic 1521
as an important stronghold 123
as an important structure 263
as an important structuring 337
as an important stylistic 126
as an important subsidiary 470
as an important substance 58
as an important substrate 209
as an important subsystem 76
as an important supporter 127
as an important surrogate 47
as an important taxonomic 120
as an important technical 250
as an important technique 994
as an important testimony 127
as an important theological 153
as an important theoretical 751
as an important theoretician 49
as an important transition 419
as an important transport 201
as an important tributary 51
as an important undertaking 118
as an important validation 96
as an important vegetable 53
as an important virulence 99
as an important vocational 52
as an important watershed 693
as an important wholesale 40
as an important yardstick 197
as an incentive mechanism 508
as an incentive structure 75
as an incipient perfection 53
as an incipient political 51
as an incipient revolution 54
as an inclusive community 189
as an inclusive political 66
as an inclusive principle 58
as an inclusive reference 82
as an incorrect definition 47
as an incorrect statement 96
as an increasingly assertive 47
as an increasingly desperate 56
as an increasingly determining 64
as an increasingly difficult 64
as an increasingly effective 235
as an increasingly efficient 55
as an increasingly expensive 65
as an increasingly important 4392
as an increasingly necessary 89
as an increasingly pervasive 60
as an increasingly prevalent 103
as an increasingly prominent 190
as an increasingly widespread 48
as an incumbent president 302
as an indelible character 55
as an indelible impression 48
as an indicator electrode 1212
as an indicator parameter 109
as an indicator substance 85
as an inductive conclusion 115
as an inductive definition 110
as an inductive hypothesis 160
as an inductive inference 206
as an inductive procedure 52
as an industrial agreement 157
as an industrial architect 79
as an industrial association 119
as an industrial commodity 216
as an industrial community 449
as an industrial democracy 272
as an industrial economist 83
as an industrial executive 150
as an industrial explosive 186
as an industrial feedstock 156
as an industrial hygienist 208
as an industrial incentive 52
as an industrial lubricant 246
as an industrial necessity 60
as an industrial occupation 85
as an industrial organizer 58
as an industrial parliament 41
as an industrial principle 48
as an industrial production 134
as an industrial researcher 67
as an industrial revolution 651
as an industrial satellite 45
as an industrial scientist 74
as an industrial statesman 113
as an industrial structure 72
as an industrial technique 68
as an industrial undertaking 275
as an industrial wasteland 57
as an infantile regression 57
as an inference mechanism 121
as an influence determining 47
as an influence technique 134
as an inhalation anesthetic 691
as an inherited attribute 67
as an inherited biological 44
as an inherited character 165
as an inherited metabolic 45
as an inherited obligation 40
as an inherited possession 62
as an injunction prohibiting 56
as an injunction restraining 72
as an inorganic phosphate 106
as an inorganic substance 144
as an inpatient procedure 238
as an insoluble aggregate 41
as an insoluble carbonate 94
as an insoluble hydroxide 45
as an insoluble phosphate 177
as an insoluble substance 246
as an inspection technique 56
as an inspector appointed 119
as an inspector concludes 67
as an insulated conductor 103
as an insulated principle 43
as an insurance collector 46
as an insurance executive 1001
as an insurance inspector 114
as an insurance mechanism 342
as an insurance solicitor 152
as an insurgent candidate 45
as an integrating component 165
as an integrating framework 587
as an integrating influence 104
as an integrating mechanism 1101
as an integrating principle 398
as an integrating structure 53
as an intensely interesting 121
as an intensely political 133
as an intensely practical 207
as an intensely spiritual 48
as an intensity modulation 132
as an intensity modulator 150
as an intensity reference 63
as an intensive magnitude 212
as an interesting aberration 40
as an interesting adventure 148
as an interesting candidate 83
as an interesting character 311
as an interesting collection 201
as an interesting corollary 75
as an interesting departure 72
as an interesting discussion 110
as an interesting exhibition 51
as an interesting expression 48
as an interesting hypothesis 230
as an interesting indication 105
as an interesting innovation 70
as an interesting interlude 46
as an interesting narrative 130
as an interesting political 58
as an interesting precursor 75
as an interesting reference 58
as an interesting reflection 79
as an interesting sidelight 312
as an interesting spectacle 133
as an interesting statement 59
as an interesting suggestion 108
as an interesting technical 45
as an interesting testimony 41
as an interesting theoretical 123
as an interface definition 64
as an interfering substance 61
as an intervening construct 106
as an intervening mechanism 208
as an intervening plaintiff 41
as an interview conducted 63
as an interview technique 196
as an intricate interplay 43
as an intricate interweaving 40
as an intricate mechanism 131
as an intricate structure 58
as an intrinsic attribute 313
as an intrinsic character 89
as an intrinsic component 914
as an intrinsic expression 50
as an intrinsic mechanism 51
as an intrinsic motivation 45
as an intrinsic motivator 50
as an intrinsic necessity 134
as an intrinsic parameter 46
as an intrinsic principle 161
as an intuitive awareness 62
as an intuitive knowledge 77
as an intuitive perception 158
as an intuitive principle 57
as an intuitive scientist 94
as an invariable existence 97
as an invariable principle 234
as an inviolable injunction 114
as an inviolable obligation 61
as an inviolable principle 355
as an inviolable sanctuary 324
as an invisible community 48
as an invisible influence 81
as an invisible principle 41
as an invisible spectator 45
as an invisible spiritual 238
as an irrational aberration 64
as an irrational expression 61
as an irrational prejudice 73
as an irregular collection 42
as an irregular procedure 139
as an irregular quadrangle 93
as an irregular succession 103
as an irrigation reservoir 97
as an irrigation specialist 47
as an isometric projection 122
as an isotropic continuum 71
as an isotropic substance 66
as an iterative procedure 361
as an iterative structure 68
as an iterative technique 51
as an itinerant blacksmith 83
as an itinerant carpenter 98
as an itinerant craftsman 122
as an itinerant evangelist 1521
as an itinerant missionary 1329
as an itinerant performer 81
as an objective appraisal 84
as an objective attribute 131
as an objective biological 49
as an objective bystander 45
as an objective character 935
as an objective commodity 67
as an objective community 41
as an objective component 141
as an objective correlate 105
as an objective definition 79
as an objective diagnostic 60
as an objective discovery 54
as an objective empirical 59
as an objective evaluation 298
as an objective evaluator 44
as an objective existence 298
as an objective expression 209
as an objective foundation 100
as an objective framework 75
as an objective indication 123
as an objective indicator 641
as an objective knowledge 75
as an objective mechanism 47
as an objective narrative 153
as an objective necessity 599
as an objective parameter 103
as an objective perception 49
as an objective political 41
as an objective predicate 69
as an objective principle 345
as an objective procedure 68
as an objective reference 154
as an objective reflection 99
as an objective researcher 102
as an objective revelation 68
as an objective scientist 245
as an objective spectator 45
as an objective statement 391
as an objective structure 493
as an objective substance 105
as an objective technique 91
as an objective universal 72
as an objective yardstick 111
as an obligation conferred 169
as an obligation incumbent 187
as an obstetric analgesic 301
as an obstetric anesthetic 64
as an obstinate malignant 57
as an occasional aberration 119
as an occasional accessory 41
as an occasional amusement 148
as an occasional annoyance 44
as an occasional appearance 74
as an occasional assistant 236
as an occasional attendant 49
as an occasional departure 42
as an occasional disturber 103
as an occasional expedient 746
as an occasional expression 46
as an occasional necessity 132
as an occasional occupation 59
as an occasional political 61
as an occasional purgative 69
as an occasional reference 182
as an occasional relaxation 128
as an occasional residence 666
as an occasional stimulant 74
as an occasional straggler 181
as an occupation subsidiary 50
as an octagonal structure 48
as an offensive innovation 49
as an offensive intimation 45
as an officially appointed 87
as an officially sanctioned 959
as an officially sponsored 146
as an officially tolerated 48
as an operative definition 49
as an operative mechanism 81
as an operative political 88
as an operative principle 701
as an operative procedure 250
as an opposition candidate 899
as an opposition newspaper 72
as an opposition political 149
as an opposition politician 127
as an opposition spokesman 118
as an oppressed community 67
as an orchestra conductor 723
as an ordination technique 65
as an organized aggregate 41
as an organized association 98
as an organized behavioral 134
as an organized collection 328
as an organized community 1349
as an organized expression 132
as an organized hierarchy 121
as an organized industrial 42
as an organized occupation 43
as an organized opposition 201
as an organized political 2354
as an organized profession 464
as an organized structure 454
as an organized substance 42
as an organized territory 265
as an organized undertaking 40
as an originating principle 41
as an orthogonal projection 198
as an orthopedic specialist 46
as an outrageous injustice 49
as an outrageous suggestion 57
as an outspoken political 64
as an outspoken proponent 142
as an outspoken supporter 183
as an outstanding architect 59
as an outstanding candidate 148
as an outstanding character 94
as an outstanding collection 131
as an outstanding commander 83
as an outstanding community 54
as an outstanding conductor 56
as an outstanding corporate 44
as an outstanding craftsman 61
as an outstanding defensive 67
as an outstanding dramatist 48
