ability seems unimpaired . 59
anterior labial commissure . 99
anterior tibial translation . 433
anterior tibial tuberosity . 215
anterior white commissure . 1282
antique stone balustrade . 194
anxiety about mathematics . 44
anxiety about punishment . 46
anybody could understand . 232
appeared quite attractive . 66
appeared quite formidable . 77
appeared quite frequently . 69
appeared quite impossible . 95
appeared quite insensible . 58
appeared quite miraculous . 53
appeared quite tenantless . 50
appeared under pseudonyms . 72
applied after fabrication . 50
applied child psychology . 60
applied moral philosophy . 161
applied social philosophy . 43
applied social psychology . 1625
applied social researchers . 47
applied social scientists . 604
applied sport psychology . 924
applied where appropriate . 356
aquatic humic substances . 627
aquatic plant management . 74
arboreal games unmolested . 42
archaic social structures . 56
aroused social conscience . 80
aroused strong displeasure . 47
aroused strong resentment . 67
arranged press conference . 47
arrived irish immigrants . 99
arterial blood oxygenation . 124
article under examination . 47
assessing rater reliability . 460
assessing social competence . 51
assisting small businesses . 108
assumed added importance . 241
assumed amazing proportions . 45
assumed equal importance . 71
assumed first importance . 131
assumed first principles . 270
assumed fresh importance . 67
assumed grand proportions . 142
assumed grave proportions . 425
assumed growing importance . 367
assumed large proportions . 4207
assumed major importance . 1217
assumed major proportions . 1789
assumed mythic proportions . 335
assumed prime importance . 302
assumed racial superiority . 94
assumed undue importance . 57
assumed undue proportions . 77
assumed vital importance . 376
assumed wider proportions . 59
assumes added importance . 290
assumes first importance . 43
assumes large importance . 59
assumes large proportions . 371
assumes major importance . 655
assumes major proportions . 172
assumes prime importance . 208
assumes undue importance . 51
assumes vital importance . 164
attacking party government . 53
attacks occur frequently . 78
attaining social objectives . 46
attains large proportions . 40
attempt civil negotiations . 97
attending brown university . 55
attract light substances . 57
average daily attendance . 11721
average daily circulation . 51
average daily consumption . 541
average daily employment . 111
average daily enrollment . 260
average daily membership . 802
average healthy individual . 122
average human experience . 86
average human individual . 49
average power constraint . 132
average power consumption . 203
average power dissipated . 161
average power dissipation . 208
average total liabilities . 73
average value calculated . 70
average value determined . 67
awakening social conscience . 115
