ad campaign promoting its 42
an abstract formula that 159
an abstract freedom but 55
an abstract function that 49
an abstract general idea 1091
an abstract journal and 50
an abstract journal for 59
an abstract language and 88
an abstract language for 87
an abstract language that 295
an abstract machine and 156
an abstract machine can 45
an abstract machine for 385
an abstract machine that 1296
an abstract machine with 139
an abstract natural law 49
an abstract painter and 307
an abstract painter who 240
an abstract painter with 45
an abstract pattern and 98
an abstract pattern that 488
an abstract pattern with 63
an abstract problem and 107
an abstract problem but 92
an abstract problem for 84
an abstract problem that 184
an abstract process and 72
an abstract process but 62
an abstract process that 290
an abstract quality and 182
an abstract quality but 80
an abstract quality that 746
an abstract question and 183
an abstract question but 66
an abstract question for 59
an abstract question put 46
an abstract question that 398
an abstract question with 55
an abstract relation that 95
an abstract respect for 103
an abstract science and 368
an abstract science but 104
an abstract science for 168
an abstract science has 88
an abstract science that 330
an abstract science with 230
an abstract solution that 86
an abstract subject and 135
an abstract subject but 42
an abstract subject for 68
an abstract subject with 56
an abstract sympathy for 49
an abstruse subject and 45
an abstruse subject with 101
an abundant capital had 100
an abundant effusion and 62
an abundant element and 60
an abundant element that 41
an abundant harvest and 739
an abundant harvest for 450
an abundant harvest had 187
an abundant harvest has 124
an abundant harvest may 103
an abundant harvest that 288
an abundant harvest was 264
an abundant harvest with 56
an abundant material and 47
an abundant material for 113
an abundant migrant and 102
an abundant protein that 99
an abundant species and 117
an abundant species that 106
an abundant subject for 49
an abundant sympathy with 61
an abundant vintage that 52
an academic adviser and 90
an academic adviser for 47
an academic adviser who 69
an academic article and 67
an academic article that 113
an academic climate that 244
an academic college and 64
an academic concern for 99
an academic concern with 124
an academic content area 67
an academic context and 163
an academic context for 64
an academic context that 213
an academic culture and 46
an academic culture that 940
an academic diploma and 57
an academic failure and 48
an academic freedom that 107
an academic journal and 187
an academic journal for 115
an academic journal that 256
an academic journal with 43
an academic library and 245
an academic library are 91
an academic library can 108
an academic library for 59
an academic library has 60
an academic library may 122
an academic library that 166
an academic library with 93
an academic painter and 69
an academic painter who 87
an academic position and 244
an academic position but 61
an academic position for 164
an academic position that 191
an academic position was 54
an academic position with 88
an academic problem and 87
an academic problem but 138
an academic problem for 66
an academic problem that 169
an academic program and 387
an academic program are 45
an academic program can 61
an academic program for 284
an academic program may 70
an academic program that 1466
an academic program was 69
an academic program with 156
an academic project and 46
an academic project that 181
an academic pursuit and 131
an academic pursuit but 101
an academic pursuit that 43
an academic question and 266
an academic question but 218
an academic question for 354
an academic question now 81
an academic question that 158
an academic question with 86
an academic research and 68
an academic research team 100
an academic scholar and 89
an academic scholar who 45
an academic subject and 724
an academic subject area 175
an academic subject are 54
an academic subject but 165
an academic subject can 69
an academic subject for 273
an academic subject had 56
an academic subject has 150
an academic subject may 54
an academic subject that 360
an academic subject was 222
an academic subject with 151
an academic success and 44
an academic theologian and 52
an academic treatise and 45
an academic treatise but 65
an accepted concept and 42
an accepted concept for 43
an accepted concept that 197
an accepted formula for 138
an accepted medical use 608
an accepted pattern and 59
an accepted pattern for 161
an accepted pattern has 109
an accepted pattern that 42
an accepted position that 92
an accepted premise that 334
an accepted process for 87
an accepted subject for 99
an accepted synonym for 143
an accepted vehicle for 124
an accident affecting her 82
an accident because she 120
an accident because they 167
an accident because you 131
an accident between two 139
an accident brought him 116
an accident happens and 200
an accident happens that 47
an accident involving any 102
an accident involving death 66
an accident involving her 93
an accident involving his 229
an accident involving one 623
an accident involving that 40
an accident involving two 250
an accident occurring and 91
an accounting between them 71
an accounting concept and 126
an accounting concept that 353
an accounting function and 99
an accounting machine and 72
an accounting machine for 87
an accounting machine that 110
an accounting manager who 92
an accounting officer and 43
an accounting officer who 53
an accounting package and 60
an accounting package for 79
an accounting package that 232
an accounting position with 95
an accounting problem and 111
an accounting problem that 109
an accounting process and 44
an accounting process that 187
an accounting program and 63
an accounting program for 138
an accounting program that 332
an accounting scandal that 92
an accounting service and 54
an accounting service for 46
an accounting service that 75
an accounting student who 47
an accounts manager for 94
an accounts officer and 42
an accounts payable aging 52
an accounts payable and 49
an accuracy exceeding that 322
an accuracy smaller than 40
an accurate account and 472
an accurate account can 78
an accurate account for 153
an accurate account has 79
an accurate account was 130
an accurate account with 120
an accurate analogy for 54
an accurate average for 53
an accurate balance and 184
an accurate balance for 82
an accurate context for 52
an accurate contour map 192
an accurate decision can 48
an accurate equation for 97
an accurate formula for 265
an accurate general idea 51
an accurate history and 1094
an accurate history can 151
an accurate history for 56
an accurate history may 134
an accurate history that 51
an accurate location and 46
an accurate location for 109
an accurate medical and 144
an accurate outline map 57
an accurate picture and 277
an accurate picture but 55
an accurate picture can 174
an accurate picture for 287
an accurate picture has 57
an accurate picture not 55
an accurate picture that 161
an accurate picture with 41
an accurate pipette and 54
an accurate position and 97
an accurate position fix 252
an accurate position for 180
an accurate profile for 44
an accurate scholar and 123
an accurate solution and 64
an accurate solution can 105
an accurate solution for 418
an accurate solution with 75
an accurate summary and 75
an accurate synonym for 42
an accursed heretic and 42
an acoustic coupler and 147
an acoustic coupler can 41
an acoustic coupler for 60
an acoustic coupler that 70
an acquired ability that 97
an acquired company and 212
an acquired company are 76
an acquired company can 54
an acquired company has 46
an acquired company may 108
an acquired company that 186
an acquired language and 69
an acquired language for 75
an acquired straining and 115
an activist scholar and 50
an activity against its 53
an activity because they 247
an activity because you 75
an activity between two 91
an activity carried out 2083
an activity charged with 59
an activity enjoyed for 47
an activity fraught with 338
an activity furthers this 50
an activity increasing with 89
an activity involving all 44
an activity involving both 87
an activity involving two 65
an activity network for 78
an activity pattern that 232
an activity planned for 71
an activity program and 124
an activity program can 52
an activity program for 291
an activity program that 486
an activity program was 51
an activity program with 55
an activity pursued for 168
an activity together and 41
an activity together with 81
an activity unusual for 57
an activity whereby god 83
an adaptive behavior that 664
an adaptive control law 108
an adaptive function and 144
an adaptive function for 399
an adaptive function that 218
an adaptive pattern that 136
an adaptive problem for 80
an adaptive problem that 111
an adaptive process and 175
an adaptive process for 92
an adaptive process that 1262
an adaptive purpose for 66
an adaptive radiation and 47
an adaptive radiation that 268
an addicted gambler who 45
an addiction problem and 71
an additive function and 46
an additive inverse and 43
an additive inverse for 120
an additive process and 113
an additive process that 269
an additive process with 53
an addressing machine and 43
an adequate account and 67
an adequate account can 108
an adequate account for 331
an adequate analogy for 101
an adequate apology for 250
an adequate balance and 51
an adequate balance for 81
an adequate balance with 51
an adequate barrier can 46
an adequate barrier for 72
an adequate beginning for 56
an adequate benefit for 49
an adequate calcium and 86
an adequate caloric and 72
an adequate calorie and 51
an adequate capital and 53
an adequate channel for 331
an adequate climate for 90
an adequate command and 44
an adequate complex idea 110
an adequate concept can 127
an adequate concept for 241
an adequate concept with 56
an adequate concern for 172
an adequate conduit for 53
an adequate contact with 79
an adequate content for 45
an adequate context and 40
an adequate context for 631
an adequate control and 79
an adequate control for 297
an adequate criteria for 50
an adequate defense and 335
an adequate defense can 82
an adequate defense for 709
an adequate defense may 63
an adequate defense that 141
an adequate defense was 60
an adequate duration for 46
an adequate equation for 44
an adequate erection for 66
an adequate example for 56
an adequate exchange for 96
an adequate expiation for 46
an adequate factual and 46
an adequate faculty and 46
an adequate formula for 353
an adequate grammar for 84
an adequate grounding for 221
an adequate habitat for 54
an adequate history and 870
an adequate history can 88
an adequate history has 71
an adequate history was 52
an adequate husband and 152
an adequate incision and 51
an adequate kitchen and 94
an adequate language and 104
an adequate language for 599
an adequate language with 80
an adequate library and 278
an adequate library for 118
an adequate location for 65
an adequate machine for 42
an adequate material and 77
an adequate material for 95
an adequate medical and 272
an adequate minimum for 98
an adequate network for 62
an adequate notation for 127
an adequate nucleus for 50
an adequate occasion for 153
an adequate outline for 49
an adequate partner for 87
an adequate passage for 43
an adequate pattern for 88
an adequate payment for 194
an adequate penalty for 168
an adequate picture and 60
an adequate picture can 68
an adequate picture for 85
an adequate position and 79
an adequate position for 101
an adequate premium for 152
an adequate pretext for 246
an adequate process for 240
an adequate program and 150
an adequate program can 71
an adequate program for 1375
an adequate program that 82
an adequate protein and 120
an adequate purpose for 79
an adequate quality and 194
an adequate quality for 50
an adequate rapport with 49
an adequate religion for 61
an adequate research and 145
an adequate reserve and 108
an adequate reserve for 685
an adequate reserve has 47
an adequate reserve was 42
an adequate respect for 160
an adequate revenue and 162
an adequate revenue can 73
an adequate revenue for 405
an adequate revenue was 52
an adequate sanction for 190
an adequate science and 112
an adequate service and 80
an adequate service for 412
an adequate shelter for 109
an adequate solution and 199
an adequate solution can 176
an adequate solution for 1553
an adequate solution has 142
an adequate solution may 52
an adequate solution that 114
an adequate solution was 103
an adequate solvent for 69
an adequate stipend for 120
an adequate subject for 142
an adequate summary and 60
an adequate support and 93
an adequate support for 991
an adequate surface area 228
an adequate surface for 159
an adequate surplus and 48
an adequate surplus for 115
an adequate synonym for 77
an adequate variety and 48
an adequate vehicle for 1930
an adequate vitamin and 55
an adequate warrant for 134
an adhesive bandage and 121
an adhesive bandage for 53
an adhesive between two 63
an adhesive material and 55
an adhesive material that 188
an adhesive protein that 127
an adhesive surface for 78
an adhesive surface that 44
an adiabatic process and 284
an adiabatic process are 58
an adiabatic process can 128
an adiabatic process for 234
an adiabatic process may 48
an adiabatic process that 207
an adiabatic process with 132
an adjacent bathroom and 53
an adjacent chamber and 42
an adjacent chamber six 50
an adjacent control area 95
an adjacent storage area 57
an adjacent surface and 46
an adjacent village and 192
an adjutant general and 165
an adjutant general who 69
an adjutant general with 72
an admission against him 73
an admission against his 216
an admission history and 89
an admitted position that 276
an adsorbed species and 59
an advanced battery for 51
an advanced battery was 53
an advanced concept for 105
an advanced concept that 154
an advanced country and 263
an advanced country are 44
an advanced country can 109
an advanced country for 54
an advanced country has 92
an advanced country may 70
an advanced country that 114
an advanced country with 260
an advanced culture and 688
an advanced culture that 286
an advanced culture with 118
an advanced economy and 1242
an advanced economy are 160
an advanced economy can 154
an advanced economy has 112
an advanced economy that 452
an advanced economy with 522
an advanced liberal and 195
an advanced material and 45
an advanced outpost for 47
an advanced position and 382
an advanced position but 49
an advanced position for 289
an advanced position near 147
an advanced position that 115
an advanced position was 114
an advanced position with 228
an advanced program for 161
an advanced program that 145
an advanced radical and 139
an advanced research and 127
an advanced science and 524
an advanced science has 102
an advanced seminar for 80
an advanced society and 224
an advanced society are 61
an advanced society can 79
an advanced society that 273
an advanced society with 169
an advanced student and 157
an advanced student can 42
an advanced student may 74
an advanced student was 43
an advanced student who 205
an advanced student with 55
an advanced subject that 43
an advanced trainer and 52
an advanced trainer for 46
an advanced treatise for 46
an adverbial function and 42
an advisory council and 1157
an advisory council are 43
an advisory council but 53
an advisory council can 58
an advisory council for 2762
an advisory council has 66
an advisory council may 50
an advisory council that 1072
an advisory council was 835
an advisory council with 588
an advisory function and 294
an advisory function but 63
an advisory function for 163
an advisory function with 54
an advisory position and 105
an advisory position with 131
an advisory service and 249
an advisory service for 1020
an advisory service that 292
an advisory service with 45
an advocacy position and 54
an advocacy position for 101
an advocacy position with 42
an advocacy program for 127
an advocacy service for 70
an advocate brought him 74
an advocate charged with 47
an aerospace company and 97
an aerospace company for 40
an aerospace company that 230
an aerospace engineer and 254
an aerospace engineer for 105
an aerospace engineer who 224
an aerospace engineer with 127
an affected apology for 77
an affected concern for 209
an affected gesture out 76
an affected gravity than 48
an affected patient and 46
an affected patient are 45
an affected patient has 46
an affected patient may 47
an affected respect for 59
an affection between them 131
an affection between two 93
an affection stronger than 182
an affection towards him 55
an affection towards our 54
an afferent impulse may 70
an affiliate program and 77
an affiliate program for 116
an affiliate program that 211
an affiliate program with 63
an affinity between all 186
an affinity between art 94
an affinity between god 98
an affinity between her 217
an affinity between him 302
an affinity between his 708
an affinity between its 98
an affinity between man 122
an affinity between our 129
an affinity between that 306
an affinity between them 1374
an affinity between this 613
an affinity between two 201
an affinity between you 59
an affluent country and 42
an affluent country can 45
an affluent country with 97
an affluent economy and 92
an affluent society and 824
an affluent society are 174
an affluent society but 90
an affluent society can 362
an affluent society for 127
an affluent society has 222
an affluent society may 126
an affluent society than 75
an affluent society that 906
an affluent society was 97
an affluent society who 40
an affluent society with 431
an agitated patient and 40
an agitated patient who 72
an agitated patient with 95
an agitation against him 140
an agitation against his 62
an agitation against them 152
an agitation against this 171
an agitation fraught with 50
an agnostic position with 110
an agnostic posture that 41
an agreeable climate and 267
an agreeable climate for 62
an agreeable command for 76
an agreeable consort for 212
an agreeable exchange for 60
an agreeable harmony for 51
an agreeable journey and 49
an agreeable mixture with 118
an agreeable partner for 260
an agreeable pastime and 96
an agreeable pastime for 178
an agreeable position for 54
an agreeable pursuit that 70
an agreeable solution for 55
an agreeable subject for 194
an agreeable variety and 99
an agreeable variety for 133
an agreeable variety with 148
an agreeable vehicle for 189
an airborne assault and 62
an airborne brigade and 52
an airborne command and 62
an airborne division and 147
an airborne division near 55
an airborne division was 104
an airborne forward air 97
an airborne invasion was 40
an airborne vehicle and 42
an aircraft between two 51
an aircraft carrier and 2726
an aircraft carrier are 112
an aircraft carrier being 42
an aircraft carrier but 129
an aircraft carrier can 122
an aircraft carrier for 493
an aircraft carrier had 183
an aircraft carrier has 107
an aircraft carrier may 41
an aircraft carrier near 81
an aircraft carrier off 645
an aircraft carrier out 160
an aircraft carrier than 57
an aircraft carrier that 1052
an aircraft carrier was 633
an aircraft carrier with 830
an aircraft company and 89
an aircraft company that 131
an aircraft control and 55
an aircraft engineer and 99
an aircraft engineer who 61
an aircraft factory and 343
an aircraft factory for 80
an aircraft factory near 105
an aircraft factory was 86
an aircraft machine gun 68
an airplane factory and 152
an airplane factory near 51
an airplane overhead and 85
an airstream trailer and 48
an airstream trailer with 46
an airtight chamber and 152
an airtight chamber for 43
an airtight chamber that 82
an airtight chamber with 116
an airtight freezer bag 53
an airtight plastic bag 889
an algorithm written for 47
an alkaline cyanide bath 58
an alkaline mixture with 47
an alkaline solution and 1216
an alkaline solution are 76
an alkaline solution but 85
an alkaline solution can 47
an alkaline solution does 45
an alkaline solution for 272
an alkaline solution has 135
an alkaline solution may 119
an alkaline solution than 66
an alkaline solution that 435
an alkaline solution they 41
an alkaline solution was 157
an alkaline solution with 555
an allergic etiology for 83
an alleyway between two 373
an almighty justice does 54
an altitude chamber and 49
an altitude exceeding that 145
an aluminum factory and 57
an aluminum garbage can 45
an aluminum smelter and 130
an aluminum smelter was 52
an aluminum surface and 41
an aluminum surface with 45
an ambitious attempt was 130
an ambitious destiny for 61
an ambitious foreign aid 48
an ambitious general who 107
an ambitious monarch who 68
an ambitious officer who 102
an ambitious official who 40
an ambitious prelate who 62
an ambitious program and 233
an ambitious program but 55
an ambitious program for 1965
an ambitious program that 1234
an ambitious program was 214
an ambitious program with 107
an ambitious project and 403
an ambitious project but 70
an ambitious project can 47
an ambitious project for 1249
an ambitious project had 48
an ambitious project has 43
an ambitious project that 1990
an ambitious project was 234
an ambitious project with 210
an ambitious research and 121
an ambitious rivalry with 41
an ambitious schemer who 72
an ambitious soldier and 40
an ambitious soldier who 106
an ambitious student and 54
an ambitious student who 101
an ambitious venture and 43
an ambitious venture for 54
an ambitious venture that 118
an american academy and 238
an american actress and 184
an american actress who 491
an american actress with 45
an american admiral and 160
an american admiral was 174
an american admiral who 324
an american admirer who 98
an american adviser and 118
an american adviser who 110
an american alliance and 108
an american alliance was 94
an american alliance with 700
an american analyst who 96
an american apology for 138
an american armored car 51
an american battery was 59
an american because his 118
an american because she 134
an american because they 122
an american because you 102
an american believe that 92
an american captain and 792
an american captain for 110
an american captain had 270
an american captain was 284
an american captain who 698
an american captain with 152
an american carrier and 78
an american carrier was 84
an american catholic and 77
an american catholic who 63
an american charged with 86
an american chemist and 224
an american chemist who 236
an american citizen all 208
an american citizen and 24524
an american citizen are 502
an american citizen being 222
an american citizen but 1550
an american citizen can 1998
an american citizen did 368
an american citizen does 464
an american citizen for 3180
an american citizen goes 94
an american citizen going 144
an american citizen had 1374
an american citizen has 1770
an american citizen his 146
an american citizen long 130
an american citizen may 1286
an american citizen nor 108
an american citizen not 372
an american citizen now 946
an american citizen out 168
an american citizen she 350
an american citizen than 508
an american citizen that 1704
an american citizen then 106
an american citizen they 110
an american citizen too 104
an american citizen was 3842
an american citizen who 10476
an american citizen with 2328
an american citizen yet 110
an american citizen you 392
an american civilian and 50
an american civilian who 148
an american classic and 171
an american classic for 55
an american classic that 214
an american college and 1424
an american college are 114
an american college boy 424
an american college for 352
an american college had 90
an american college has 156
an american college man 130
an american college that 310
an american college was 578
an american college who 242
an american college with 166
an american colonel and 196
an american colonel was 56
an american colonel who 355
an american colonel with 59
an american colored man 170
an american comedian who 53
an american command and 86
an american company and 2806
an american company are 96
an american company but 314
an american company can 498
an american company doing 276
an american company for 1724
an american company had 1092
an american company has 950
an american company may 348
an american company than 84
an american company that 6400
an american company was 1502
an american company who 326
an american company with 1824
an american concept and 94
an american concept that 264
an american concern and 160
an american concern for 244
an american concern that 198
an american concern with 216
an american congress and 130
an american congress for 82
an american congress that 120
an american congress was 144
an american context and 180
an american context but 52
an american context for 58
an american context see 42
an american context that 132
an american council for 162
an american country and 166
an american cruiser and 148
an american cruiser lying 43
an american cruiser that 122
an american cruiser was 147
an american culture and 570
an american culture that 4388
an american culture was 94
an american decision not 98
an american decision that 88
an american dentist and 108
an american dentist who 273
an american dialogue with 45
an american division and 192
an american division for 120
an american division had 174
an american division was 206
an american economy that 1068
an american economy with 96
an american election year 1150
an american embassy and 40
an american embassy car 143
an american engineer and 1344
an american engineer had 98
an american engineer was 262
an american engineer who 2406
an american engineer with 226
an american express and 58
an american factory and 58
an american familiar with 446
an american fascist who 42
an american fighter jet 66
an american fireman and 238
an american fireman was 69
an american freeman are 117
an american frigate and 257
an american frigate for 53
an american frigate had 156
an american frigate that 43
an american frigate was 240
an american gangster who 47
an american general and 1332
an american general had 550
an american general that 224
an american general was 382
an american general who 1510
an american general with 212
an american gunboat and 81
an american gunboat had 75
an american gunboat was 64
an american heiress and 256
an american heiress who 228
an american heiress with 84
an american heroine who 40
an american history and 192
an american history that 888
an american hostage was 54
an american husband and 728
an american husband was 92
an american husband who 158
an american ideology that 298
an american invasion and 259
an american invasion that 164
an american invasion was 285
an american journal and 150
an american journal for 90
an american journal that 426
an american journal with 82
an american judaism that 115
an american kitchen and 102
an american language and 268
an american language that 440
an american language was 114
an american liberal who 51
an american machine for 206
an american machine gun 484
an american magician who 52
an american manager and 194
an american manager for 104
an american manager was 80
an american manager who 340
an american mandate for 730
an american mandate was 90
an american medical man 188
an american medical team 136
an american musician and 88
an american musician who 86
an american national air 80
an american national and 258
an american national was 82
an american national who 222
an american newsman who 61
an american officer and 2546
an american officer for 218
an american officer had 906
an american officer has 88
an american officer that 692
an american officer was 1100
an american officer who 4058
an american officer with 810
an american official and 320
an american official had 258
an american official put 106
an american official that 814
an american official was 308
an american official who 1012
an american official with 100
an american olympic team 47
an american outpost and 70
an american outpost near 58
an american painter and 622
an american painter who 788
an american painter with 44
an american partner for 96
an american partner who 82
an american patient with 168
an american pennant and 40
an american planter who 46
an american popular song 404
an american position and 118
an american position for 106
an american position that 188
an american preacher and 130
an american preacher who 200
an american printer and 88
an american printer who 90
an american private eye 102
an american problem and 458
an american problem but 184
an american problem that 266
an american product and 548
an american product but 82
an american product that 480
an american program and 90
an american program for 298
an american program that 276
an american project for 104
an american project that 208
an american promise not 634
an american promise that 188
an american pullman car 86
an american radical who 51
an american railway car 86
an american religion and 108
an american reprint and 85
an american request for 874
an american request that 498
an american research team 678
an american revenue that 59
an american revenue was 278
an american scholar and 1046
an american scholar has 784
an american scholar that 508
an american scholar was 144
an american scholar who 1918
an american scholar with 168
an american senator and 184
an american senator has 49
an american senator that 40
an american senator who 232
an american sergeant and 170
an american sergeant was 61
an american sergeant who 238
an american service man 116
an american settler who 47
an american society and 252
an american society for 1860
an american society that 5652
an american society with 226
an american soldier and 3964
an american soldier being 216
an american soldier but 108
an american soldier can 218
an american soldier for 434
an american soldier had 776
an american soldier has 236
an american soldier lying 110
an american soldier she 80
an american soldier that 460
an american soldier was 1830
an american soldier who 4790
an american soldier with 724
an american solution for 248
an american soprano who 86
an american species and 134
an american species that 378
an american species with 140
an american student and 370
an american student can 112
an american student for 108
an american student had 100
an american student has 152
an american student may 112
an american student that 198
an american student was 140
an american student who 1700
an american student with 166
an american subject and 312
an american subject for 168
an american subject was 190
an american subject who 106
an american synonym for 67
an american theologian and 122
an american theologian who 66
an american tourist and 290
an american tourist for 64
an american tourist had 109
an american tourist has 42
an american tourist may 47
an american tourist that 130
an american tourist was 192
an american tourist who 819
an american tourist with 103
an american tragedy and 92
an american tragedy that 424
an american trapper and 44
an american uniform and 458
an american uniform was 120
an american uniform with 108
an american veteran who 66
an american victory and 528
an american victory but 118
an american victory that 338
an american victory was 418
an american village and 80
an american village than 88
an american visitor and 230
an american visitor had 136
an american visitor that 856
an american visitor was 288
an american visitor who 800
an american visitor with 88
an american warship and 327
an american warship for 56
an american warship had 264
an american warship off 86
an american warship that 179
an american warship was 375
an american warship with 55
an amicable alliance with 102
an amicable concord and 44
an amicable divorce and 118
an amicable relation with 124
an amicable solution and 102
an amicable solution can 56
an amicable solution for 74
an amicable solution was 121
an amicable solution with 64
an amphibian between being 88
an anabolic hormone and 53
an anabolic hormone that 385
an anabolic steroid and 130
an anabolic steroid for 52
an anabolic steroid that 199
an anabolic steroid with 66
an anaerobic chamber and 47
an anaerobic chamber for 58
an anaerobic process and 162
an anaerobic process that 338
an analysis assumes that 322
an analysis because they 78
an analysis beginning with 46
an analysis carried out 2873
an analysis enables one 54
an analysis implies that 287
an analysis including all 53
an analysis process that 184
an analysis program and 50
an analysis program can 53
an analysis program for 76
an analysis program that 169
an analysis revealed that 326
an analysis together with 45
an analysis written for 45
an analytic concept and 123
an analytic concept for 41
an analytic concept that 186
an analytic concern with 42
an analytic equation for 42
an analytic formula for 302
an analytic function and 254
an analytic function are 148
an analytic function can 107
an analytic function for 207
an analytic function has 55
an analytic function that 399
an analytic function with 172
an analytic process and 89
an analytic process for 56
an analytic process that 410
an analytic solution and 114
an analytic solution can 275
an analytic solution does 72
an analytic solution for 1266
an analytic solution has 44
an analytic solution may 46
an analytic solution that 177
an analytic solution was 52
an anatomic position and 42
an anecdote regarding this 45
an anechoic chamber and 210
an anechoic chamber for 98
an anechoic chamber using 74
an anechoic chamber with 153
an anesthesia machine and 118
an anesthesia machine that 96
an anesthesia machine with 57
an animated cartoon and 96
an animated cartoon for 41
an animated cartoon that 169
an animated cartoon with 96
an animated contest for 94
an animated contest with 50
an animated dialogue with 139
an animated dispute with 96
an animated exchange with 88
an animation program that 174
an annulled marriage are 82
an anorexic patient who 49
an anteroom crowded with 40
an antibody against one 85
an antibody against that 69
an antibody against this 127
an antibody labeled with 107
