abs function returns the 157
all decided against the 60
all defined according to 57
all degrees according to 58
all degrees awarded in 87
all degrees awarded to 63
all degrees between an 59
all degrees between the 174
all degrees granted by 45
all demands against it 98
all demands against me 44
all demands against the 553
all demands between the 147
all depends largely on 47
all derived classes of 102
all derived classes to 54
all deserving persons of 101
all designs against the 208
all details affecting the 76
all details including the 88
all details regarding it 53
all details regarding the 436
all details related to 286
all develop according to 101
all devices capable of 88
all devices connect to 90
all devices support the 67
all devoted friends of 42
all devoted himself to 75
all devoted members of 87
all diagonal entries of 75
all dialogue between the 60
all dietary sources of 88
all differing according to 48
all discuss aspects of 55
all diseased portions of 43
all diseases according to 85
all diseases affecting the 300
all diseases involving the 123
all diseases occurring in 52
all diseases peculiar to 131
all diseases related to 61
all divided according to 91
all divided between the 86
all division between the 99
all dressed according to 140
all dressed exactly the 45
all dropped everything to 43
all dwellings covered by 48
all dynamic aspects of 70
all effects related to 80
all efforts against the 277
all efforts devoted to 78
all efforts exerted by 53
all efforts exerted in 70
all efforts exerted to 72
all efforts focused on 148
all efforts related to 88
all efforts towards the 853
all elderly members of 46
all elderly persons in 153
all elderly persons to 41
all elected members in 58
all elected members of 686
all elected members to 41
all elected offices in 92
all elegant studies or 65
all embracing concept of 70
all eminent members of 127
all eminent persons of 500
all emission sources in 42
all emotions capable of 56
all engrossing subject of 82
all enjoyed listening to 93
all entries affecting the 76
all entries referring to 63
all entries related to 198
all equally according to 140
all equally adapted to 121
all equally alarmed at 68
all equally beloved by 44
all equally capable of 2181
all equally depending on 69
all equally deserving of 248
all equally devoted to 147
all equally endured the 85
all equally exposed to 668
all equally familiar to 86
all equally foreign to 140
all equally hostile to 215
all equally including the 83
all equally limited in 40
all equally members of 123
all equally objects of 66
all equally obliged to 112
all equally opposed to 350
all equally partake of 55
all equally partook of 60
all equally passions or 333
all equally perfect in 51
all equally pleasant to 95
all equally precious to 65
all equally present in 97
all equally present to 52
all equally related to 220
all equally secured by 112
all equally skilled in 53
all equally subject to 675
all equally unknown to 381
all equally useless to 40
all equally welcome to 101
all estates subject to 74
all european efforts to 48
all european members of 801
all european schools of 70
all european species of 94
all european systems of 93
all european traders in 51
all exactly according to 125
all exactly similar in 132
all exactly similar to 292
all exchange between the 148
all exchange offices of 124
all exchange servers in 236
all excited because he 964
all excited because it 158
all excited because of 108
all excited because the 270
all excited because we 128
all exclaim against as 100
all existed between the 73
all expense devoted to 73
all explore aspects of 43
all exports consist of 64
all exposed portions of 226
all factions against the 77
all factions opposed to 84
all factors according to 46
all factors affecting it 76
all factors affecting the 2036
all factors capable of 127
all factors combine to 98
all factors governing the 90
all factors including the 130
all factors increasing the 58
all factors operating in 88
all factors outside the 173
all factors present in 100
all factors regarding the 51
all factors related to 2085
all factory workers in 906
all factory workers to 51
all faculty members as 233
all faculty members at 400
all faculty members be 67
all faculty members in 763
all faculty members is 64
all faculty members of 456
all faculty members on 94
all faculty members to 487
all faithful members of 320
all familiar aspects of 109
all familiar features of 349
all familiar figures in 143
all familiar friends of 123
all familiar objects in 70
all feasible courses of 63
all feasible efforts to 138
all feasible measures in 136
all feasible measures to 1417
all features peculiar to 68
all features present in 92
all features related to 212
all features typical of 323
all febrile diseases of 44
all federal buildings in 100
all federal efforts in 84
all federal efforts to 292
all federal offices in 56
all federal outlays in 60
all federal support of 92
all federal support to 120
all federal systems is 184
all federal workers in 80
all females between the 194
all fertile sources of 52
all fifteen decades of 61
all fifteen hundred of 119
all fifteen members of 863
all fifteen thousand of 49
all fifteen volumes of 49
all figures referring to 66
all figures rounded to 112
all finally arrived at 56
all finally arrived in 47
all finally managed to 41
all finally settled by 42
all finally settled in 137
all flights between the 69
all flocked together to 48
all folders according to 85
all foreign affairs in 164
all foreign affairs of 98
all foreign affairs the 98
all foreign affairs to 106
all foreign capital in 450
all foreign capital is 94
all foreign consuls in 43
all foreign control or 120
all foreign deities as 92
all foreign exchange in 160
all foreign exchange is 218
all foreign exchange to 162
all foreign holders of 57
all foreign imports of 72
all foreign imports to 47
all foreign markets as 95
all foreign markets to 45
all foreign material is 300
all foreign members of 136
all foreign missions in 288
all foreign priests to 102
all foreign schools in 102
all foreign sources of 750
all foreign teachers of 86
all foreign tonnage is 96
all foreign traders in 94
all foreign traders to 65
all foreign vessels in 432
all foreign vessels of 374
all foreign vessels on 100
all foreign vessels to 452
all foreign workers in 652
all foreign workers to 106
all foreign writers on 90
all founder members of 71
all freedom depends on 65
all freemen capable of 78
all freight carried by 114
all freight carried in 88
all freight charges on 212
all freight charges to 83
all freight handled by 43
all freight shipped to 43
all freight traffic in 87
all freight traffic is 48
all freight traffic on 52
all freshly painted in 95
all friction between the 243
all function according to 166
all function together as 149
all function together in 86
all function together to 123
all gainful workers in 273
all gathered outside the 150
all gathered together as 106
all gathered together at 879
all gathered together by 109
all gathered together he 46
all gathered together in 3251
all gathered together it 59
all gathered together on 411
all gathered together the 56
all gathered together to 815
all general affairs of 40
all general aspects of 108
all general classes of 68
all general features of 59
all general matters of 91
all general matters the 42
all general measures of 120
all general studies of 53
all genetic material in 45
all genetic material is 70
all genetic variation in 59
all genetic variation is 109
all genuine creations of 131
all genuine efforts to 90
all genuine friends of 99
all genuine members of 58
all genuine offspring of 65
all genuine religion is 76
all genuine schools of 71
all genuine science is 116
all germans against the 67
all germans between the 114
all germans outside the 43
all germans together in 50
all germany against the 218
all grammar schools in 64
all granada scoffed at 111
all graphic objects in 49
all grouped according to 133
all grouped together as 979
all grouped together at 337
all grouped together by 109
all grouped together in 2365
all grouped together on 217
all grouped together to 86
all happening because of 158
all happens according to 183
all happens because of 105
all happens because the 54
all harmful bacteria in 45
all harmful effects of 133
all harmony between the 430
all hastening together to 296
all hastening towards the 75
all hazards against the 133
all hazards prevent the 105
all heartily welcome to 49
all heights between the 46
all history abounds so 118
all history assures us 97
all history attests the 42
all history concurs in 56
all history informs us 334
all history teachers in 41
all hitherto unknown to 42
all hostile attacks by 46
all huddled against the 48
all huddled together as 564
all huddled together at 254
all huddled together in 3007
all huddled together on 668
all huddled together to 109
all hurried forward to 73
all hurried towards the 60
all ideology insofar as 157
all imports entered the 47
all imports subject to 122
all inbound traffic to 76
all incline towards the 90
all inclining towards the 133
all include results of 61
all inertial systems in 45
all inertial systems of 84
all infants exposed to 101
all infants receive the 40
all inferior degrees of 124
all inferior estates to 67
all inferior members of 40
all inferior species of 52
all inmates capable of 89
all insults offered to 51
all insured persons in 352
all insured workers in 108
all integer numbers up 1047
all involve aspects of 78
all inwards towards the 94
all ireland against me 50
all ireland against the 218
all ireland outside the 40
all islamic schools of 67
all islands belonged to 89
all jealousy between the 78
all jealousy between us 94
all jostled together in 160
all journal entries in 100
all journal entries to 221
all judicial matters in 60
all jumbled together as 309
all jumbled together in 3372
all jumbled together on 366
all jumbled together to 55
all justice ascribe to 70
all knitted together by 59
all knitted together in 91
all knotted together in 163
all language teachers in 44
all language versions of 158
all largely because of 188
all largely partaking of 47
all laughed because he 52
all laughed because it 72
all laughed because the 42
all laughed because we 90
all laughed heartily as 152
all laughed heartily at 1879
all laughed merrily at 59
all laughed together as 62
all laughed together at 150
all laughed together in 62
all learners receive the 57
all lenient measures to 71
all letters between the 76
all letters written by 827
all letters written in 193
all letters written to 386
all liberal members of 51
all library schools in 41
all linearly related to 84
all liquids capable of 74
all loafers expending the 45
all located between the 140
all located outside of 101
all located outside the 362
all located together in 66
all loosely related to 109
all loyally devoted to 102
all lunched together at 102
all lunched together in 79
all mammals including the 81
all mammals possess the 46
all mammals studied so 77
all mammals studied to 81
all managed somehow to 83
all mankind according as 40
all mankind according to 223
all mankind against the 144
all mankind because he 81
all mankind because it 87
all mankind because of 160
all mankind believe in 49
all mankind depends on 71
all mankind exactly to 156
all mankind herself as 58
all mankind including the 79
all mankind outside of 61
all mankind outside the 41
all mankind partake of 55
all mankind profess to 91
all mankind revolts at 44
all mankind subject to 46
all mankind together by 85
all mankind together in 114
all mankind towards the 53
all mankind workmen in 79
all mankind wrapped up 85
all marched together in 45
all marched together to 103
all marched towards the 88
all marketing efforts is 47
all marketing research is 50
all markets including the 61
all markets outside the 76
all married couples as 47
all married couples at 69
all married couples do 195
all married couples in 772
all married couples of 122
all married couples the 40
all married couples to 275
all married members of 75
all married persons in 72
all married persons the 64
all married priests to 66
all material aspects of 630
all material between the 132
all material capable of 52
all material covered in 114
all material culture is 64
all material factors of 76
all material features of 287
all material objects as 213
all material objects in 238
all material objects is 66
all material objects of 125
all material objects to 78
all material plastic to 108
all material printed in 62
all material related to 600
all material sources of 52
all material subject to 62
all material written by 75
all material written in 42
all matters according to 367
all matters affecting it 140
all matters affecting my 52
all matters affecting or 203
all matters affecting the 36099
all matters alleged in 69
all matters alleged on 58
all matters because of 56
all matters between the 1046
all matters between us 139
all matters brought by 66
all matters brought to 593
all matters brought up 90
all matters capable of 116
all matters covered by 975
all matters covered in 108
all matters decided by 388
all matters depending on 181
all matters effecting the 81
all matters excepting the 68
all matters foreign to 106
all matters germane to 131
all matters handled by 67
all matters happening in 85
all matters including the 594
all matters involving the 1821
all matters material to 200
all matters occurring in 69
all matters outside of 206
all matters outside the 451
all matters peculiar to 73
all matters referring to 526
all matters regarding the 1789
all matters related to 19835
all matters remaining in 115
all matters requiring an 50
all matters requiring the 441
all matters settled by 40
all matters soluble in 59
all matters subject to 681
all matters wherein he 112
all matters wherein the 265
all matters wherein we 44
all maximal cliques in 73
all meaningful aspects of 62
all meaningful language is 54
all measured according to 52
all measured against the 75
all measured aspects of 181
all measures adopted by 544
all measures adopted in 43
all measures adopted to 147
all measures affecting the 816
all measures against the 687
all measures capable of 146
all measures decided by 98
all measures enacted by 93
all measures including the 45
all measures involving the 46
all measures needful to 47
all measures opposed to 45
all measures regarding the 54
all measures related to 166
all measures towards the 59
all mediation between the 67
all medical aspects of 384
all medical doctors in 107
all medical efforts to 152
all medical matters in 84
all medical records in 190
all medical records of 552
all medical records to 162
all medical research in 178
all medical research is 246
all medical schools as 80
all medical schools in 1328
all medical schools is 100
all medical schools of 158
all medical schools to 286
all medical science is 120
all medical service is 82
all medical workers in 88
all members according to 231
all members advised of 76
all members attending the 126
all members because of 62
all members belonged to 86
all members between the 87
all members conform to 70
all members consent to 126
all members elected to 1200
all members equally in 66
all members including the 161
all members opposed to 41
all members pledged to 43
all members possess the 52
all members present at 524
all members present in 142
all members present is 40
all members present or 45
all members present to 182
all members receive the 503
all members subject to 93
all members support the 55
all members together in 88
all members together of 40
all mexican workers in 67
all migrant workers in 145
all misleading wrappings it 74
all mounted together in 56
all mounted together on 60
all mundane affairs in 74
all muslims against the 85
all muslims believe in 212
all muslims belonged to 44
all national efforts to 336
all national forests in 228
all national sections of 53
all national systems of 410
all natural aspects of 42
all natural avenues to 50
all natural effects by 52
all natural effects in 122
all natural effects to 41
all natural enemies of 86
all natural features of 297
all natural language is 56
all natural numbers as 72
all natural numbers by 50
all natural numbers in 67
all natural numbers is 272
all natural numbers or 46
all natural numbers up 42
all natural objects as 377
all natural objects by 72
all natural objects in 145
all natural objects is 43
all natural objects of 50
all natural objects or 60
all natural objects the 124
all natural objects to 49
all natural persons in 70
all natural persons or 104
all natural pleasure at 69
all natural reactions to 55
all natural results of 95
all natural science is 736
all natural science to 116
all natural sources of 530
all natural thoughts in 49
all needful measures to 157
all needful reforms in 46
all nervous against my 41
all nervous diseases in 54
all nervous pathways to 156
all nervous terrors of 70
all nestled together in 55
all network devices in 48
all network devices on 50
all network devices to 53
all network traffic by 54
all network traffic in 59
all network traffic is 118
all network traffic on 111
all network traffic to 197
all neutral vessels in 83
all neutral vessels to 234
all newborn infants at 42
all newborn infants be 61
all newborn infants in 152
all newborn infants is 99
all newborn infants to 58
all notices affecting the 62
all novelty capable of 42
all numbers consist of 53
all objects according to 162
all objects appeared in 56
all objects appeared to 199
all objects because of 60
all objects becomes the 42
all objects between it 50
all objects between the 87
all objects capable of 511
all objects consist of 66
all objects defined in 72
all objects denoted by 97
all objects exactly as 124
all objects exposed to 155
all objects glorious on 94
all objects including the 68
all objects located in 46
all objects outside of 99
all objects outside the 343
all objects present in 75
all objects present to 45
all objects related to 192
all objects similar to 85
all objects studied in 45
all objects subject to 51
all objects touched by 52
all objects towards the 67
all objects visible in 85
all offices according to 42
all offices tenable at 57
all offices together in 41
all official buildings in 128
all official circles in 90
all official efforts to 288
all official entries in 232
all official letters to 114
all official matters in 100
all official members of 186
all official notices of 174
all official persons to 84
all official records in 96
all official records of 546
all official reports of 74
all official reports on 42
all official reports or 98
all official sources of 298
all official versions of 94
all operate according to 306
all operate against the 55
all operate together in 76
all operate together to 102
all operating according to 131
all operating aspects of 43
all operating systems in 65
all operating systems is 81
all operating systems on 59
all operating systems or 64
all operating systems to 58
all operating together in 76
all operating together to 42
all opinions founded on 56
all opinions opposed to 58
all ordered according to 92
all ordered triples of 167
all ordinal numbers is 87
all organic diseases of 287
all organic material in 87
all organic material is 212
all organic objects in 47
all organic remains in 43
all orthodox writers at 79
all outcome measures at 43
all outside efforts to 72
all outside sources of 271
all outward aspects of 47
all outward blessings to 45
all outward display of 109
all outward objects of 54
all outward respect to 71
all outward returns of 62
all outward sources of 40
all outward symbols of 223
all overseas chinese as 60
all overseas chinese in 52
all painful thoughts of 42
all painted according to 67
all parties accepting the 43
all parties according to 429
all parties adhered to 42
all parties advised of 42
all parties against me 152
all parties against the 1137
all parties against us 182
all parties allowed to 268
all parties appealed to 117
all parties appeared in 44
all parties appeared to 205
all parties attempt to 169
all parties attending the 235
all parties because he 76
all parties because it 143
all parties because of 158
all parties because the 55
all parties believe in 93
all parties benefit by 99
all parties brought to 111
all parties capable of 117
all parties claimed to 57
all parties consent in 46
all parties consent to 521
all parties counted as 54
all parties decided to 84
all parties desired to 76
all parties focused on 136
all parties hostile to 71
all parties including the 950
all parties intending to 65
all parties limited to 42
all parties opposed to 442
all parties outside the 241
all parties partook of 45
all parties present at 185
all parties present in 68
all parties pretend to 48
all parties pricked up 58
all parties profess to 115
all parties rallied to 79
all parties receive the 62
all parties refused to 85
all parties regarding the 103
all parties related to 91
all parties request it 43
all parties request or 48
all parties respect the 45
all parties subject to 183
all parties support the 61
all parties together in 219
all parties together on 64
all parties together to 168
all parties towards the 46
all passions subdued or 44
all patched together as 121
all patents granted by 109
all patents granted in 217
all patents granted to 122
all patents related to 49
all patient records in 47
all payment advices or 202
all peaceful avenues of 58
all peaceful efforts to 102
all peaceful measures to 134
all pensions granted by 122
all pensions payable to 67
all perform exactly the 49
all perhaps because of 137
all permits granted by 68
all persons according to 1035
all persons accused of 2583
all persons accused or 153
all persons against the 264
all persons alleged to 137
all persons allowed to 49
all persons answering the 47
all persons assisting in 278
all persons attending the 666
all persons because it 53
all persons because of 72
all persons beginning to 55
all persons believing in 81
all persons between the 1991
all persons brought to 110
all persons brought up 63
all persons capable of 3899
all persons carried on 87
all persons charged by 204
all persons charged in 330
all persons charged or 168
all persons claimed as 140
all persons classed as 212
all persons composing the 172
all persons conform to 48
all persons covered by 548
all persons defined as 153
all persons deserve to 60
all persons devoted to 78
all persons elected as 144
all persons elected by 168
all persons elected or 298
all persons elected to 962
all persons eminent by 90
all persons enjoyed the 79
all persons equally in 60
all persons excepting the 158
all persons executing the 450
all persons exposed to 1759
all persons following the 63
all persons freedom of 62
all persons harboring or 192
all persons hostile to 109
all persons including the 246
all persons injured by 182
all persons injured in 487
all persons injured or 68
all persons intending to 514
all persons invited to 96
all persons members of 81
all persons objecting to 57
all persons obliged to 140
all persons occupying the 366
all persons opposed to 376
all persons ordered to 77
all persons orthodox in 43
all persons outside of 174
all persons outside the 759
all persons parties to 47
all persons permits the 275
all persons possess an 43
all persons possess in 63
all persons possess the 143
all persons preparing to 43
all persons present as 91
all persons present at 876
all persons present in 466
all persons present on 89
all persons present or 81
all persons present to 385
all persons presuming to 52
all persons proposing to 280
all persons receive the 123
all persons receiving or 98
all persons receiving the 149
all persons related by 328
all persons related to 566
all persons remaining in 114
all persons requiring it 53
all persons requiring the 142
all persons resisting the 97
all persons resorting to 185
all persons respond in 49
all persons respond to 93
all persons returning to 49
all persons settled in 266
all persons skilled in 130
all persons subject to 4145
all persons touched by 58
all persons trained in 86
all persons traveling in 85
all persons traveling to 59
all photons emitted by 61
all phrases referring to 40
all plainly visible to 141
all planned according to 43
all planned between us 45
all players including the 43
all pleasant sabbaths at 45
all pleasure because it 41
all pleasure resulting to 63
all plenary sessions of 58
all plotted against the 84
all plotted together to 116
all poetical natures he 66
all pointed against the 68
