able in several instances 66
able to destroy virtually 48
able to develop additional 130
able to develop algorithms 113
able to develop alternate 41
able to develop arguments 60
able to develop attitudes 65
able to develop awareness 47
able to develop character 73
able to develop cognitive 48
able to develop commercial 172
able to develop community 46
able to develop consensus 54
able to develop different 202
able to develop effective 1227
able to develop efficient 184
able to develop elaborate 42
able to develop estimates 56
able to develop excellent 106
able to develop expertise 208
able to develop extensive 156
able to develop extremely 40
able to develop functional 66
able to develop gradually 79
able to develop hypotheses 184
able to develop important 133
able to develop increasingly 59
able to develop industrial 47
able to develop interesting 45
able to develop interests 50
able to develop knowledge 119
able to develop leadership 120
able to develop naturally 120
able to develop necessary 43
able to develop ourselves 75
able to develop peacefully 58
able to develop political 408
able to develop practical 96
able to develop processes 61
able to develop production 81
able to develop reasonable 110
able to develop reasonably 76
able to develop resources 65
able to develop standards 119
able to develop strategic 102
able to develop technical 53
able to develop themselves 685
able to develop theoretical 58
able to develop tolerance 53
able to develop treatments 42
able to develop unimpeded 43
able to develop varieties 53
able to diagnose correctly 174
able to diagnose illnesses 89
able to diagnose precisely 41
able to diagnose pregnancy 60
able to diagnose situations 44
able to dictate conditions 215
able to diffuse laterally 91
able to diffuse passively 60
able to diffuse themselves 53
able to diffuse throughout 144
able to discern correctly 303
able to discern different 139
able to discern important 69
able to discern precisely 52
able to discern spiritual 159
able to discuss different 109
able to discuss difficult 97
able to discuss important 147
able to discuss meaningfully 51
able to discuss political 188
able to discuss rationally 56
able to discuss sensitive 101
able to discuss sexuality 209
able to discuss technical 88
able to discuss thoroughly 48
able to display different 91
able to display themselves 137
able to disport themselves 88
able to dispose themselves 42
able to divorce ourselves 46
able to divorce themselves 397
able to educate ourselves 60
able to educate themselves 510
able to elevate ourselves 78
able to elevate themselves 513
able to embrace motherhood 45
able to empower themselves 173
able to enforce collection 61
able to enforce compliance 426
able to enforce contracts 157
able to enforce effective 41
able to enforce obedience 1323
able to enforce standards 88
able to envision themselves 114
able to exactly determine 102
able to exactly duplicate 114
able to exactly replicate 93
able to exactly reproduce 83
able to examine carefully 156
able to examine different 80
able to examine specimens 205
able to examine themselves 261
able to examine thoroughly 155
able to examine witnesses 52
able to exchange documents 42
able to exchange electrons 58
able to exchange knowledge 93
able to exchange telegrams 44
able to exclude outsiders 73
able to execute arbitrary 102
able to execute correctly 61
able to execute difficult 41
able to execute movements 107
able to execute operations 43
able to execute themselves 195
able to explain correctly 134
able to explain different 90
able to explain difficult 111
able to explain empirical 76
able to explain important 95
able to explain logically 62
able to explain ourselves 188
able to explain perfectly 59
able to explain phenomena 266
able to explain political 104
able to explain precisely 380
able to explain processes 42
able to explain rationally 112
able to explain reflection 55
able to explain technical 98
able to explain themselves 382
able to explain virtually 47
able to exploit additional 45
able to exploit available 88
able to exploit different 105
able to exploit economies 458
able to exploit knowledge 69
able to exploit loopholes 62
able to exploit political 124
able to exploit resources 138
able to exploit weaknesses 60
able to explore different 195
able to explore themselves 41
able to explore thoroughly 45
able to express aggression 301
able to express compassion 45
able to express conditions 44
able to express correctly 63
able to express criticism 67
able to express different 159
able to express gratitude 295
able to express hostility 207
able to express important 107
able to express knowledge 78
able to express ourselves 1212
able to express perfectly 73
able to express political 46
able to express precisely 84
able to express themselves 13484
able to express universal 45
able to extract additional 184
able to extract amusement 43
able to extract different 52
able to extract electrons 50
able to extract favorable 52
able to extract important 147
able to extract knowledge 86
able to extract nutrients 125
able to extract nutriment 98
able to extract political 56
able to extract resources 220
able to extract themselves 216
able to finance additional 56
able to finance production 52
able to finance purchases 58
able to finance themselves 640
able to flatter ourselves 153
able to flatter themselves 188
able to forgive ourselves 502
able to forgive themselves 387
able to fortify themselves 211
able to fulfill themselves 250
able to function correctly 297
able to function creatively 89
able to function optimally 235
able to function perfectly 189
able to function rationally 57
able to function reasonably 445
able to function throughout 54
able to furnish additional 123
able to furnish important 72
able to furnish ourselves 126
able to furnish protection 42
able to furnish provisions 188
able to furnish themselves 388
able to gratify reasonable 62
able to imagine different 79
able to imagine ourselves 358
able to imagine situations 71
able to imagine themselves 1076
able to imitate correctly 52
able to imitate movements 50
able to immerse ourselves 116
able to immerse themselves 476
able to implant themselves 64
able to impress themselves 122
able to improve conditions 272
able to improve materially 80
able to improve ourselves 82
able to improve production 63
able to improve themselves 329
able to include additional 135
able to include themselves 46
able to increase awareness 56
able to increase dividends 47
able to increase gradually 41
able to increase industrial 43
able to increase materially 69
able to increase production 1948
able to indulge ourselves 119
able to indulge themselves 675
able to inflate themselves 83
able to ingratiate themselves 175
able to inhibit responses 45
able to initiate discussion 109
able to initiate effective 54
able to initiate important 44
able to initiate proceedings 147
able to initiate voluntary 50
able to inspire followers 46
able to install themselves 166
able to involve themselves 698
able to isolate different 79
able to isolate important 45
able to isolate ourselves 70
able to isolate themselves 640
able to itemize deductions 86
able to justify ourselves 176
able to justify themselves 662
able to marshal arguments 40
able to marshal resources 156
able to migrate throughout 56
able to monitor compliance 139
able to monitor themselves 82
able to nourish themselves 357
able to observe carefully 155
able to observe conditions 96
able to observe correctly 44
able to observe different 174
able to observe important 49
able to observe instances 47
able to observe operations 47
able to observe ourselves 112
able to observe phenomena 60
able to observe processes 51
able to observe repeatedly 56
able to observe themselves 172
able to operate computers 69
able to operate correctly 104
able to operate different 44
able to operate equipment 60
able to operate perfectly 43
able to operate reasonably 54
able to operate throughout 248
able to operate virtually 105
able to oxidize inorganic 53
able to perfect themselves 103
able to perform additional 152
able to perform arbitrary 52
able to perform arithmetic 598
able to perform automated 45
able to perform automatic 120
able to perform cognitive 106
able to perform correctly 322
able to perform different 383
able to perform difficult 134
able to perform effective 123
able to perform efficient 78
able to perform emergency 100
able to perform exercises 88
able to perform extensive 72
able to perform extremely 108
able to perform functional 92
able to perform household 242
able to perform important 186
able to perform increasingly 81
able to perform intricate 49
able to perform movements 181
able to perform necessary 130
able to perform negatives 63
able to perform numerical 60
able to perform operations 598
able to perform optimally 108
able to perform perfectly 145
able to perform practical 46
able to perform previously 60
able to perform prodigies 62
able to perform prodigious 72
able to perform reasonably 136
able to perform spiritual 82
able to perform strenuous 99
able to perform sustained 42
able to perform technical 67
able to perform themselves 85
able to perform voluntary 66
able to perform wonderful 56
able to persist throughout 43
able to picture ourselves 45
able to picture themselves 139
able to portray themselves 306
able to position ourselves 132
able to position themselves 1193
able to possess ourselves 102
able to possess themselves 697
able to predict conditions 56
able to predict correctly 868
able to predict different 52
able to predict earthquakes 278
able to predict important 81
able to predict movements 50
able to predict perfectly 96
able to predict phenomena 98
able to predict planetary 42
able to predict political 92
able to predict population 88
able to predict precisely 361
able to predict reasonably 125
able to predict responses 96
able to prepare effective 83
able to prepare ourselves 208
able to prepare themselves 919
able to present additional 72
able to present arguments 182
able to present different 150
able to present documents 66
able to present empirical 151
able to present ourselves 168
able to present plausible 48
able to present proposals 59
able to present testimony 56
able to present themselves 2283
able to present witnesses 86
able to pretend ignorance 65
able to prevent accidents 120
able to prevent aggression 78
able to prevent arbitrage 59
able to prevent bloodshed 193
able to prevent conception 93
able to prevent conflicts 99
able to prevent earthquakes 46
able to prevent effective 91
able to prevent excessive 111
able to prevent extensive 43
able to prevent negotiation 64
able to prevent ourselves 118
able to prevent political 118
able to prevent pregnancy 73
able to prevent premature 52
able to prevent revolution 41
able to prevent starvation 40
able to prevent themselves 227
able to prevent widespread 61
able to proceed accordingly 42
able to proceed cautiously 40
able to proceed gradually 56
able to proceed unchecked 65
able to proceed unimpeded 56
able to process different 86
able to process knowledge 42
able to procure additional 94
able to procure necessary 65
able to procure ourselves 41
able to procure provisions 190
able to procure specimens 159
able to procure themselves 162
able to produce absorption 86
able to produce abundance 68
able to produce additional 268
able to produce arguments 101
able to produce artificial 280
able to produce automatic 66
able to produce biological 53
able to produce chemicals 46
able to produce commercial 94
able to produce competent 77
able to produce compounds 93
able to produce computers 43
able to produce conditions 72
able to produce conviction 107
able to produce correctly 107
able to produce desirable 69
able to produce different 622
able to produce documents 252
able to produce effective 352
able to produce efficient 109
able to produce elaborate 41
able to produce empirical 51
able to produce equipment 78
able to produce estimates 124
able to produce excellent 461
able to produce extensive 59
able to produce extremely 148
able to produce functional 101
able to produce identical 98
able to produce important 133
able to produce increasingly 62
able to produce industrial 91
able to produce instances 64
able to produce interesting 124
able to produce knowledge 210
able to produce malignant 48
able to produce measurable 102
able to produce molecular 58
able to produce movements 99
able to produce objective 154
able to produce ourselves 97
able to produce outstanding 106
able to produce particles 80
able to produce perfectly 135
able to produce permanent 108
able to produce phenomena 130
able to produce plausible 44
able to produce plutonium 110
able to produce political 158
able to produce practical 56
able to produce precisely 127
able to produce reasonable 179
able to produce reasonably 188
able to produce recondite 47
able to produce relaxation 97
able to produce responses 107
able to produce secondary 111
able to produce sensations 63
able to produce sentences 199
able to produce sequences 62
able to produce specimens 72
able to produce spiritual 45
able to produce surpluses 216
able to produce sustained 83
able to produce temporary 46
able to produce testimony 48
able to produce themselves 206
able to produce transient 40
able to produce unlimited 74
able to produce varieties 56
able to produce virtually 116
able to produce voluntary 42
able to produce witnesses 368
able to produce wonderful 84
able to program computers 123
able to program themselves 49
able to project ourselves 196
able to project themselves 857
able to promise ourselves 48
able to promote democracy 46
able to promote effective 77
able to promote happiness 41
able to promote industrial 50
able to promote themselves 144
able to protect ourselves 1450
able to protect themselves 16638
able to provide additional 2109
able to provide addresses 47
able to provide arguments 66
able to provide assurance 108
able to provide automated 92
able to provide automatic 54
able to provide childcare 95
able to provide community 75
able to provide competent 669
able to provide conditions 166
able to provide consumers 135
able to provide continued 98
able to provide customers 356
able to provide diagnostic 47
able to provide different 356
able to provide directions 54
able to provide documents 60
able to provide effective 1913
able to provide efficient 352
able to provide emergency 283
able to provide empirical 150
able to provide employees 75
able to provide equipment 236
able to provide estimates 447
able to provide excellent 578
able to provide expertise 172
able to provide extensive 289
able to provide extremely 126
able to provide functional 42
able to provide important 829
able to provide increasingly 71
able to provide insurance 143
able to provide intensive 128
able to provide interesting 168
able to provide investors 62
able to provide irrigation 124
able to provide knowledge 206
able to provide leadership 1137
able to provide liberally 163
able to provide liquidity 130
able to provide machinery 40
able to provide necessary 534
able to provide numerical 57
able to provide objective 291
able to provide ourselves 370
able to provide overnight 86
able to provide patronage 40
able to provide permanent 116
able to provide personnel 131
able to provide pertinent 81
able to provide plausible 113
able to provide political 476
able to provide practical 297
able to provide precisely 49
able to provide protection 1035
able to provide qualified 121
able to provide reasonable 509
able to provide reasonably 266
able to provide reference 61
able to provide referrals 165
able to provide resources 514
able to provide responses 61
able to provide secondary 77
able to provide sensitive 51
able to provide specialist 285
able to provide specifics 44
able to provide spiritual 129
able to provide stability 235
able to provide strategic 65
able to provide structure 72
able to provide subsidies 53
able to provide sustained 166
able to provide technical 722
able to provide telephone 70
able to provide temporary 174
able to provide testimony 110
able to provide themselves 2530
able to provide theoretical 66
able to provide transport 127
able to provide universal 151
able to provide unlimited 62
able to provide virtually 118
able to provide vocational 53
able to provide witnesses 43
able to publish regularly 51
able to qualify themselves 127
able to question witnesses 78
able to quickly ascertain 172
able to quickly calculate 194
able to quickly construct 46
able to quickly determine 749
able to quickly distinguish 89
able to quickly eliminate 133
able to quickly establish 349
able to quickly implement 77
able to quickly recognize 397
able to quickly translate 50
able to rapidly determine 84
able to rapidly establish 53
able to rapidly recognize 48
able to readjust themselves 180
able to rearrange themselves 175
able to reassert themselves 468
able to reassure ourselves 53
able to reassure themselves 177
able to rebuild themselves 65
able to receive absolution 52
able to receive additional 231
able to receive different 50
able to receive dividends 42
able to receive effective 112
able to receive electrons 42
able to receive emergency 59
able to receive important 58
able to receive knowledge 118
able to receive necessary 65
able to receive permission 102
able to receive provisions 44
able to receive revelation 47
able to receive satellite 219
able to receive spiritual 157
able to receive subsidies 52
able to receive technical 116
able to receive television 388
able to receive vibrations 43
able to recover additional 113
able to recover attorneys 90
able to recover fragments 43
able to recover perfectly 101
able to recover possession 324
able to recover reasonable 58
able to recover themselves 458
able to recreate themselves 63
able to recruit additional 117
able to recruit competent 63
able to recruit employees 46
able to recruit followers 83
able to recruit personnel 66
able to recruit qualified 204
able to reflect rationally 56
able to refresh ourselves 137
able to refresh themselves 276
able to regroup themselves 55
able to reliably determine 128
able to reliably distinguish 248
able to reliably recognize 63
able to reliably reproduce 46
able to relieve ourselves 81
able to relieve themselves 449
able to reorient themselves 128
able to replace defective 40
able to replace themselves 162
able to request additional 100
able to reserve resources 46
able to resolve conflicting 92
able to resolve conflicts 1348
able to resolve difficult 65
able to resolve important 40
able to resolve political 44
able to resolve themselves 255
able to respect ourselves 72
able to respect themselves 107
able to respond accordingly 236
able to respond correctly 1611
able to respond creatively 397
able to respond favorably 178
able to respond helpfully 52
able to respond instantly 325
able to respond meaningfully 183
able to respond naturally 94
able to respond optimally 105
able to respond rationally 149
able to respond reasonably 79
able to restore conditions 70
able to restore fertility 65
able to restore political 114
able to restore production 70
able to restore stability 137
able to restore themselves 151
able to roughly determine 43
able to satisfy consumers 43
able to satisfy customers 274
able to satisfy different 55
able to satisfy everybody 112
able to satisfy important 170
able to satisfy ourselves 1808
able to satisfy themselves 1770
able to seclude themselves 40
able to secrete themselves 40
able to service customers 66
able to sharply distinguish 49
able to shelter ourselves 89
able to shelter themselves 346
able to silence opposition 42
able to situate ourselves 59
able to situate themselves 228
able to smoothly integrate 42
able to smuggle themselves 56
able to specify additional 43
able to specify conditions 75
able to specify different 155
able to specify precisely 464
able to squeeze themselves 104
able to stretch ourselves 66
able to stretch themselves 93
able to strongly influence 216
able to subject themselves 173
able to subpoena witnesses 99
able to subsist themselves 232
able to succeed elsewhere 68
able to succeed themselves 45
able to suggest additional 235
able to suggest alternate 42
able to suggest different 80
able to suggest educative 42
able to suggest effective 51
able to suggest important 47
able to suggest practical 74
able to suggest resources 51
able to support additional 181
able to support combustion 163
able to support community 62
able to support continued 110
able to support different 283
able to support effective 55
able to support efficient 50
able to support existence 217
able to support extensive 74
able to support livestock 42
able to support ministers 42
able to support multimedia 95
able to support operations 41
able to support ourselves 766
able to support permanent 45
able to support political 126
able to support production 83
able to support themselves 18310
able to support vegetation 84
able to suppose ourselves 56
able to survive centuries 49
able to survive conditions 127
able to survive difficult 57
able to survive extremely 63
able to survive political 86
able to survive reasonably 40
able to survive starvation 116
able to survive temporary 65
able to survive throughout 121
able to suspend disbelief 456
able to suspend themselves 70
able to sustain continued 129
able to sustain democracy 55
able to sustain effective 69
able to sustain operations 129
able to sustain ourselves 397
able to sustain political 198
able to sustain production 159
able to sustain propriety 93
able to sustain themselves 5155
able to sustain throughout 75
able to totally disregard 41
able to totally eliminate 194
able to totally eradicate 41
able to uncover important 51
able to undergo extensive 51
able to undergo hardships 47
able to upgrade themselves 54
able to utilize additional 68
able to utilize available 194
able to utilize cellulose 299
able to utilize community 51
able to utilize different 157
able to utilize dissolved 69
able to utilize exogenous 58
able to utilize inorganic 129
able to utilize knowledge 100
able to utilize molecular 43
able to utilize nutrients 64
able to utilize resources 207
able to withdraw ourselves 156
able to withdraw themselves 245
able to withhold themselves 50
acid by calcium hydroxide 44
acid by solvent extraction 112
acid in gastric secretions 101
acid in stomach secretions 43
acid is closely associated 73
acid is equally effective 82
acid is largely converted 72
acid is rapidly converted 184
acid is rapidly destroyed 49
acid is usually associated 68
acid is usually converted 43
acid is usually effective 53
acid is usually estimated 44
acid is usually expressed 53
acid is usually preferred 71
acid of unknown structure 90
acid on calcium absorption 45
acid on calcium carbonate 413
acid on calcium phosphate 62
acid on colonic epithelium 84
acid on organic compounds 50
acid or calcium phosphate 106
acid or neutral conditions 242
acid or primary potassium 96
acid or protein molecules 284
acid or protein sequences 408
acid or related compounds 227
acid or similar compounds 83
acid or soluble chlorides 178
acid or soluble sulphates 256
acid to calcium carbonate 61
acid to produce magnesium 58
acre of tobacco allotment 215
acting as brigade commander 226
acting as colonial secretary 132
acting as company commander 46
acting as foreign secretary 470
acting as general secretary 233
acting as official spokesman 64
acting as patient advocates 53
acting as private attorneys 313
acting as private secretary 1520
acting as prudent investors 46
acting as radical scavengers 55
acting as recording secretary 122
acting as research assistant 131
acting as service providers 72
acting as supreme commander 95
acting at certain intervals 131
acting in amateur theatricals 382
acting in certain directions 161
acting in certain situations 229
acting in concert throughout 105
acting in private theatricals 232
acting in several different 157
acting in similar situations 49
acting on charged particles 373
acting on foreign countries 96
acting on opinions different 64
acting the perfect gentleman 65
acting to protect themselves 97
acts as foreign secretary 101
acts as general secretary 113
acts as private secretary 61
acts in amateur theatricals 68
acts in certain situations 219
acts in foreign countries 346
acts in several different 131
acts in similar situations 113
acts of adverse possession 218
acts of bravery performed 413
acts of bribery committed 59
acts of british aggression 89
acts of british oppression 78
acts of british parliament 49
acts of charity performed 163
acts of congress aforesaid 70
acts of congress authorized 81
acts of congress prescribing 125
acts of congress prohibiting 245
acts of congress recognizing 49
acts of congress restricting 62
acts of courage performed 58
acts of creative expression 134
acts of cruelty committed 1751
acts of cruelty inflicted 87
acts of devotion performed 205
acts of extreme aggression 83
acts of extreme brutality 160
acts of federal employees 57
acts of foreign aggression 268
acts of foreign countries 170
acts of general indemnity 65
acts of heroism displayed 160
acts of heroism performed 319
acts of hostile aggression 130
acts of imperial aggression 56
acts of impiety committed 55
acts of islamic terrorism 103
acts of national injustice 610
acts of national liberation 304
acts of natural necessity 62
acts of official corruption 96
acts of outrage committed 107
acts of parties concerned 45
acts of passive aggression 42
acts of penance performed 60
acts of perfect contrition 147
acts of pillage committed 77
acts of plunder committed 76
acts of private injustice 85
acts of private oppression 49
acts of provoking petulance 45
acts of racially motivated 91
acts of robbery committed 66
acts of sensory perception 61
acts of service performed 73
acts of similar character 179
acts of startling posthumous 71
acts of suicide terrorism 122
acts of supreme sacrifice 46
acts of torture committed 822
acts of tyranny committed 167
acts of tyranny exercised 176
acts of vengeance committed 82
acts of violence aforesaid 57
acts of violence associated 254
acts of violence committed 16212
acts of violence connected 82
acts of violence continued 310
acts of violence described 89
acts of violence elsewhere 46
acts of violence escalated 40
acts of violence exercised 90
acts of violence extremely 89
acts of violence generally 59
acts of violence inflicted 365
acts of violence meditated 74
acts of violence motivated 80
acts of violence performed 189
acts of violence portrayed 42
acts of violence sometimes 79
acts of violence themselves 509
acts of violence throughout 229
acts of violence unrelated 82
acts of violence whatsoever 55
acts of warfare committed 161
acts of willful injustice 108
acts of worship addressed 70
acts of worship performed 591
acts of worship themselves 47
acts of wrongful aggression 222
acts on charged particles 148
acts on several different 128
acts or conduct invariably 162
acts the glorious revolution 49
acts to inhibit criticism 126
acts to prevent excessive 43
adding the beginning inventory 211
adding the complex conjugate 124
adding the danubian provinces 51
adding the following additional 149
adding the following attribute 69
adding the following definition 417
adding the following directive 102
adding the following ingredients 79
adding the following paragraph 4067
adding the following provisions 82
adding the following sentences 51
adding the following statement 425
adding the following subsection 9069
adding the genuine doctrines 54
adding the numbers associated 50
adding the remaining ingredients 206
adding to general knowledge 50
adding to natural knowledge 74
adds no written expression 101
adds the following additional 95
adds the following conclusion 44
adds the following definition 55
adds the following important 235
adds the following interesting 357
adds the following paragraph 267
adds the following reflection 94
adds the following sentences 74
adds the following statement 311
adds the following testimony 109
adds the general rudiments 63
adds the natural acuteness 46
aegis of british protection 107
aegis of general wilkinson 50
aged or elderly gentleman 116
aged or elderly gentlemen 102
ages of adverse possession 138
ages of foreign domination 208
ages of general barbarism 61
ages of highest fertility 49
ages of monkish ignorance 83
ages of national existence 176
ages of several countries 96
ages of superior knowledge 48
ages of unknown antiquity 71
ages so closely connected 67
ages we flatter ourselves 47
ahead of african americans 66
ahead of european countries 54
ahead of general creditors 86
ahead of national interests 326
ahead of popular sentiment 91
ahead of private interests 98
ahead of secured creditors 70
aide to defense secretary 58
aide to general beauregard 152
aide to general lafayette 93
aide to general mcclellan 48
aiding the general resolution 43
aiding the warlike equipment 56
aids in calcium absorption 374
aids in diffusing knowledge 153
aiming at increasing production 56
aiming at optimal relevance 136
aiming at poverty alleviation 44
aiming to improve conditions 40
aiming to increase production 46
aiming to research companies 43
aims at acquiring knowledge 40
aims at imparting functional 113
aims at imparting knowledge 155
aims at improving conditions 124
aims at increasing knowledge 93
aims at increasing production 330
aims at maximum production 50
aims at poverty alleviation 44
aims at producing knowledge 46
aims at promoting knowledge 90
aims at providing additional 126
aims at providing effective 41
aims at providing knowledge 117
aims at providing practical 47
aims at providing technical 154
aims of british diplomacy 69
aims of liberal democracy 128
aims of national liberation 146
aims to abolish artificial 107
aims to achieve universal 71
aims to advance knowledge 128
aims to combine relevance 72
aims to develop awareness 85
aims to develop effective 98
aims to develop knowledge 148
aims to explain phenomena 45
aims to improve conditions 199
aims to improve knowledge 120
aims to improve standards 153
aims to increase awareness 718
aims to increase knowledge 293
aims to increase production 312
aims to popular aspiration 1234
aims to prevent excessive 44
aims to produce knowledge 161
aims to promote awareness 219
aims to promote community 123
aims to promote democracy 54
aims to promote discussion 96
aims to promote effective 129
aims to promote knowledge 88
aims to promote specialist 157
aims to protect consumers 208
aims to protect investors 44
aims to provide additional 200
aims to provide effective 97
aims to provide empirical 90
aims to provide knowledge 173
aims to provide leadership 85
aims to provide practical 579
aims to provide protection 148
aims to provide resources 43
aims to provide technical 161
aims to provide theoretical 43
aims to provide universal 53
airing on national television 46
airing the epistle thoroughly 55
airs of injured innocence 83
airs of superior knowledge 132
akin to natural disasters 54
alas in diabolic hostility 40
algae as primary producers 45
algae in crossed gradients 71
ally of genuine democracy 58
ally the emperor alexander 131
along an advancing interface 61
along an ancient shoreline 44
along an endless succession 44
along as private secretary 41
along at regular intervals 247
along in endless procession 63
along in pompous procession 243
along in regular succession 40
along on bicycle excursions 261
along on regular schedules 95
along the ability continuum 108
along the adriatic coastline 114
along the african coastline 518
along the african continent 81
along the airport perimeter 41
along the alaskan coastline 86
along the alaskan panhandle 48
along the alaskan peninsula 261
along the alveolar capillary 53
along the ancient shoreline 59
along the ancient triumphal 43
along the anterior abdominal 722
along the anterior vertebral 119
along the aquatic continuum 66
along the asphalt pavements 65
along the balcony overlooking 71
along the british coastline 114
along the canadian coastline 40
along the canadian shoreline 88
along the cascade mountains 207
along the central boulevard 76
along the central california 2700
along the central depression 64
along the central highlands 70
along the central streamline 142
along the central watershed 295
along the chicago lakefront 122
along the chinese coastline 241
along the chinese frontiers 49
along the cleavage directions 62
along the coastal districts 232
along the coastal mountains 188
along the coastal periphery 46
along the coastal provinces 154
along the coastal stretches 78
along the coastal waterways 72
along the colonial frontiers 48
along the contact interface 236
along the country roadsides 162
along the cracked sidewalks 51
along the crowded corridors 69
along the crowded pavements 273
along the crowded sidewalks 283
along the defense perimeter 124
along the densely populated 523
along the density interface 123
along the diagonal directions 114
along the diagonal represent 113
along the distant frontiers 44
along the distant mountains 47
along the distant shoreline 44
along the endless corridors 304
along the endless stretches 47
