acid brown forest soil 74
among which towers mont 45
among whose cattle there 62
among whose duties were 61
among whose faults want 49
among whose leaders were 227
among whose number were 120
among whose pupils were 130
among women across race 148
among women should have 51
anal stage occurs during 64
anew every twenty years 54
angel could hardly have 50
anger arise solely from 68
anger which arises from 94
angle which varies from 197
angle whose vertex lies 87
angry about something else 808
angry about something when 50
angry flush passed over 66
angry voice called from 45
arch about twenty feet 59
arch opening beyond arch 73
arch right aortic arch 120
arch stone bridge over 139
arch thrown across from 129
arch which opened into 63
areas above timber line 79
areas comes mainly from 41
areas could result from 50
areas needing further work 125
areas never before seen 45
areas often suffer from 135
areas quite remote from 182
areas still retain their 41
areas still suffer from 117
areas under direct rule 114
areas under french rule 109
areas under german rule 53
areas under muslim rule 73
areas where arable land 151
areas where blacks have 79
areas where blacks live 55
areas where blacks were 349
areas where cattle have 112
areas where cattle were 125
areas where changes have 113
areas where changes need 48
areas where changes were 100
areas where courts have 75
areas where fighting took 59
areas where further data 57
areas where further work 522
areas where future work 117
areas where hindus were 48
areas where horses were 45
areas where houses have 54
areas where houses were 104
areas where humans have 100
areas where humans live 41
areas where indians live 82
areas where indians were 94
areas where little else 187
areas where mental health 93
areas where modern health 41
areas where negroes have 96
areas where negroes were 114
areas where plants grow 62
areas where plants have 57
areas where plants were 60
areas where prices have 77
areas where prices were 131
areas where public health 140
areas where rivers meet 42
areas where slaves were 235
areas where special care 53
areas where states have 131
areas where troops were 184
areas where voters were 40
areas where whites were 76
areas where winter wheat 61
areas where wolves have 49
areas where wolves were 53
areas where yields were 67
areas which affect their 46
areas which already have 329
areas which became part 92
areas which before were 56
areas which depend upon 76
areas which deviate from 42
areas which differ from 165
areas which extend from 76
areas which extend into 49
areas which formed part 119
areas which result from 150
areas which retain their 41
areas which seemed most 50
areas which should have 291
areas which suffer from 403
areas which suffer most 103
areas would become more 186
areas would become part 47
areas would depend upon 54
areas would likely have 68
areas would result from 47
areas would suffer from 51
arid lands farther south 138
arid logic render those 106
arms bound behind their 325
arms could hardly have 169
arms still folded over 66
arms which extend from 49
arms which looked like 40
arms which radiate from 84
arms which should have 148
arms within twenty days 40
army after twenty years 88
army corps should have 67
army could arrive from 53
army could arrive there 46
army could escape from 93
army could hardly fail 47
army could hardly have 367
army could muster only 54
army could occupy from 50
army could return from 94
army found itself face 41
army lived twenty days 57
army moved deeper into 40
army moved slowly down 47
army passing through their 41
army saved france from 46
army spread itself over 51
army still stands firm 88
army under another name 51
army under orders from 84
army units opened fire 60
army which sailed from 40
army which should dare 58
army which should have 188
army which should take 113
army whose leaders were 72
army would always have 42
army would attack from 40
army would become more 105
army would depend upon 52
army would hardly have 157
army would indeed have 42
army would remain there 48
army would retire from 46
army would return home 74
army would simply have 43
army would surely have 96
arts could endure their 66
arts which depend upon 301
arts which polish life 56
arts which render life 205
asking about someone else 100
asking about something else 227
asking carry fisher here 65
asking either whether there 55
asking jemmy button what 45
asking jesus christ into 54
asking where babies come 55
asks about anyone else 49
asks where babies come 172
atom bombs decide wars 51
aunt burst almost into 45
auto parts stores have 94
auto parts stores will 100
away about twelve years 59
away about twenty feet 84
away about twenty years 83
away after strange gods 69
away after twenty years 42
away again before dawn 81
away again before their 66
away again before there 52
away again without asking 46
away again without coming 59
away again without even 192
away again without ever 49
away again without having 195
away again without leaving 88
away again without making 70
away again without saying 163
away again without seeing 111
away again without taking 77
away comes flooding back 353
away empty except those 48
away empty handed from 69
away empty handed when 41
away feeling pretty good 48
away homes looked ever 62
away misty future when 47
away nearly twenty years 73
away quite scared when 46
away right before their 47
away right before your 47
away still farther from 73
away still further from 170
away until another time 118
away where nobody knew 86
away where nobody sees 172
away where nobody will 48
away which should have 67
away while someone else 43
away whole armies like 126
axes passing through their 90
axial growth pushes into 49
axiom after twenty years 65
axis after emerging from 147
axis moves twelve oars 80
axis passing through their 475
axis passing through these 106
axis which arises from 141
axis which passes from 119
