about advertising aimed at 62
about technical change in 72
about television viewing in 51
about terrorist threats to 42
about testimony given in 87
about themselves after the 89
about themselves based on 251
about themselves could be 55
about themselves might be 53
about themselves seems to 43
about themselves under the 65
about themselves until the 50
about themselves which is 168
about themselves which the 47
about themselves while the 41
about themselves within the 146
about themselves would be 224
about threescore times the 106
about widespread change in 52
above agreement shall be 55
above arguments about the 295
above arguments apply to 171
above arguments based on 46
above arguments could be 77
above arguments point to 78
above arguments would be 100
above assertions about the 89
above assumption about the 416
above assumption seems to 41
above assumption would be 182
above character could be 43
above conclusion about the 326
above conclusion could be 55
above conclusion seems to 96
above conclusion would be 174
above conditions appear to 49
above conditions apply to 294
above conditions could be 235
above conditions exist in 84
above conditions might be 59
above conditions shall be 517
above conditions would be 982
above definition could be 108
above definition gives the 56
above definition makes it 50
above definition seems to 108
above definition shall be 50
above definition would be 184
above described action is 44
above described appear to 58
above described belong to 173
above described cases of 101
above described could be 188
above described forms of 285
above described kinds of 40
above described lands to 89
above described method is 356
above described method of 1271
above described method to 55
above described might be 125
above described model is 101
above described model of 142
above described occur in 93
above described piece of 155
above described seems to 111
above described shall be 979
above described state of 207
above described tract of 636
above described tract or 234
above described types of 355
above described under the 404
above described until the 69
above described would be 1516
above different kinds of 52
above different types of 268
above directions apply to 91
above discussion about the 1402
above discussion based on 64
above discussion could be 98
above discussion gives an 69
above discussion gives the 98
above discussion gives us 88
above discussion helps to 49
above discussion helps us 54
above discussion makes it 1926
above discussion makes the 50
above discussion might be 89
above discussion seems to 661
above discussion shows the 373
above discussion tells us 63
above discussion tends to 60
above discussion would be 274
above documents shall be 49
above downwards after the 51
above downwards until the 40
above estimated value of 109
above estimates refer to 48
above estimates would be 80
above explained until he 42
above expression could be 117
above expression equal to 95
above expression gives the 1183
above expression gives us 79
above expression shows the 42
above expression takes the 117
above expression tends to 49
above expression would be 440
above generally apply to 243
above hypotheses about the 110
above hypothesis about the 121
above hypothesis could be 92
above hypothesis seems to 48
above hypothesis would be 132
above indicated shall be 106
above indicated would be 772
above instanced would be 246
above mediocrity seems the 138
above mysterious scene as 98
above numerical value of 40
above objections would be 102
above obligation shall be 641
above obligation within the 50
above paragraph could be 48
above paragraph refer to 62
above paragraph seems to 94
above paragraph shall be 165
above paragraph would be 198
above penalties shall be 60
above personnel shall be 122
above principle would be 162
above procedure could be 219
above procedure gives the 108
above procedure might be 55
above procedure seems to 66
above procedure shall be 109
above procedure until the 190
above procedure would be 432
above proposals could be 86
above proposals would be 518
above provisions apply to 435
above provisions shall be 1494
above provisions would be 218
above quotations might be 44
above quotations refer to 188
above quotations would be 122
above resolution shall be 108
above sentences could be 44
above sentences would be 226
above specified kinds of 86
above specified shall be 1236
above statement about the 551
above statement could be 192
above statement gives the 88
above statement makes it 117
above statement might be 127
above statement needs to 51
above statement seems to 658
above statement shows the 146
above statement would be 702
above sublunary cares or 384
above suggested might be 40
above suggested would be 182
above suggestion would be 94
above whatsoever within the 112
abuse continued until the 71
abuse substance abuse is 83
acids contained within the 103
acids generally found in 43
acids typically found in 58
acres comprised within the 74
acres contained within the 73
acres previously owned by 54
acrid principle which is 51
acted important parts in 62
acted perfectly right in 133
acted prominent parts in 76
acted reasonably under the 726
acted similarly under the 44
acted sometimes under the 40
acted throughout under the 106
action authorized under the 108
action available under the 124
action challenged under the 56
action commenced after the 173
action commenced under the 200
action commenced within the 661
action committee headed by 87
action committee known as 49
action committee under the 44
action committee within the 82
action conducted under the 53
action contained within the 125
action continued about an 72
action continued after the 53
action continued until the 257
action continues after the 138
action continues until it 44
action continues until the 1198
action described above is 214
action developed within the 48
action generally turns on 60
action generated within the 55
action naturally tends to 63
action necessary under the 162
action performed after the 101
action performed since the 61
action performed under the 71
action performed within the 65
action permitted under the 117
action plaintiff seeks to 78
action potentials after the 56
action potentials appear in 67
action potentials appear to 96
action potentials arise in 70
action potentials arising in 77
action potentials begin to 55
action potentials cause the 63
action potentials could be 1363
action potentials fired by 131
action potentials found in 49
action potentials might be 62
action potentials occur at 87
action potentials occur in 203
action potentials reaching the 109
action potentials shown in 115
action potentials within the 323
action potentials would be 498
action previously taken by 346
action previously taken in 48
action researcher needs to 123
action sometimes seems to 51
action sometimes takes the 48
action statement would be 122
action whatsoever could be 42
acute anxieties about the 67
acute conflicts within the 44
acute corrosive burns of 134
acute dissension within the 41
acute political issue in 124
acute psychotic phase of 50
acute pulmonary edema as 150
acute pulmonary edema at 55
acute pulmonary edema by 72
acute pulmonary edema in 566
acute pulmonary edema is 624
acute pulmonary edema of 207
acute pulmonary edema or 1000
acute pulmonary edema the 85
acute pulmonary edema to 52
acute rheumatic fever as 298
acute rheumatic fever at 133
acute rheumatic fever by 149
acute rheumatic fever if 57
acute rheumatic fever in 1593
acute rheumatic fever is 1530
acute rheumatic fever or 1996
acute rheumatic fever the 136
acute rheumatic fever to 106
acute rheumatic pains in 47
acute transient rises of 97
acute traumatic event or 53
adapt classical forms to 44
adapt themselves after the 68
adapt themselves again to 92
adapt themselves easily to 815
adapt themselves either to 73
adapt themselves fully to 130
added advantage would be 464
added carefully until the 98
added cautiously until the 143
added centuries after the 56
added different kinds of 58
added different types of 67
added distilled water to 85
added gradually until it 48
added gradually until the 460
added gradually while the 76
added knowledge about the 276
added political power to 108
added potassium iodide to 53
added protection under an 162
added protection would be 90
added publicity given to 45
admit california under the 42
admit communist china as 95
admit communist china to 267
admit different kinds of 71
admit different types of 40
admit ignorance about the 61
admit qualified women to 46
adobe structure built by 102
adobe structure built in 133
adopt different forms of 247
adopt different kinds of 224
adopt different lines of 55
adopt different modes of 328
adopt different roles in 137
adopt different rules of 52
adopt different types of 287
adopt different views of 95
adopt reasonable rules to 52
adopt technical terms or 97
adopt voluntary codes of 81
adorn different parts of 42
adorn themselves after the 47
adult americans belong to 84
adult americans engage in 45
adult americans voted in 45
adult cigarette smoking in 53
adult educators working in 187
adult educators would be 116
adult franchise based on 91
adult franchise under the 127
adult franchise would be 212
adult mortality rates in 331
adult mortality rates of 49
adult offenders under the 45
adult parasites within the 49
adult population above the 216
adult population based on 168
adult population belong to 284
adult population could be 892
adult population lived in 98
adult population might be 336
adult population seems to 254
adult population tends to 176
adult population until the 90
adult population voted in 293
adult population votes in 47
adult population which is 728
adult population within the 490
adult population would be 1214
adult structure would be 200
adult tapeworms found in 43
adult unmarried women in 90
after americans began to 46
after appointed clerk of 43
after attentive study of 43
after auschwitz would be 156
after bilateral lesion of 72
after carefully cleaning the 183
after carefully closing the 408
after carefully drawing the 46
after carefully folding it 56
after carefully locking the 387
after carefully looking at 463
after carefully marking the 96
after carefully placing the 74
after carefully sifting the 94
after carefully testing the 101
after carefully thinking it 96
after carefully washing the 121
after centuries spent in 45
after childbirth until the 59
after christmas until the 106
after christmas would be 186
after cigarette smoking in 55
after circulating round the 118
after complaining about the 533
after completion shall be 57
after completion would be 112
after conception until the 170
after continued running the 46
after conversion would be 142
after conviction shall be 106
after conviction under the 70
after conviction would be 80
after countless hours of 747
after diagnostic doses of 67
after different doses of 380
after different forms of 269
after different kinds of 621
after different lengths of 446
after different modes of 127
after different parts of 131
after different steps of 64
after different times in 51
after different times of 975
after different types of 2441
after discharge would be 140
after discharging cargo at 59
after discussion about the 67
after discussion within the 119
after electoral defeat in 85
after excessive doses of 104
after excessive feeding of 74
after exhausted springs of 57
after extensive burns of 99
after extensive burns or 142
after extensive hearings in 71
after extensive hearings on 77
after extensive study by 157
after extensive study in 51
after extensive study of 641
after extensive testing in 95
after extensive testing of 144
after extensive tests in 51
after extensive tests on 48
after extensive trials in 56
after extensive washing of 96
after faithfully serving the 82
after favorable action by 49
after floundering about in 124
after fractures about the 59
after generation lived in 60
after generation since the 120
after generation takes to 228
after generation under the 69
after generation until it 58
after generation until the 188
after generation within the 60
after generation would be 110
after graciously nodding in 71
after gradually failing in 97
after graduation moved to 61
after graduation would be 300
after hurricane mitch in 88
after incubation period of 66
after incubation times of 69
after incubation under the 47
after intensive study by 56
after intensive study in 41
after intensive study of 549
after irradiation could be 184
after irradiation would be 96
after knowledge which is 79
after leisurely viewing the 63
after midsummer appear to 60
after nightfall would be 96
after operations about the 153
after operations began in 56
after overnight growth at 44
after overnight growth in 52
after painstaking study of 78
after perfection which is 73
after poisonous doses the 75
after political power is 92
after possession shall be 55
after possession taken by 59
after previously serving as 177
after production began in 104
after projected under the 42
after publicity about the 58
after published under the 74
after quotations refer to 114
after reasonable warning or 72
after recurrent bouts of 53
after reflection appear to 82
after reflection first at 46
after refraction appear to 89
after repeatedly failing to 136
after repeatedly smiting the 59
after selective killing of 56
after selective logging in 58
after separation would be 128
after seventeen hours in 75
after seventeen hours of 251
after seventeen hours on 51
after seventeen months in 144
after seventeen months of 1373
after seventeen weeks of 64
after skilfully evading an 63
after specified hours is 51
after subsidizing russia to 48
after subtracting costs of 55
after telephone calls to 43
after temptation which is 44
after thanksgiving until the 57
after themselves shall be 157
after thoroughly cleaning the 208
after thoroughly learning the 50
after thoroughly shaking the 80
after thoroughly testing the 80
after thoroughly washing it 55
after thoroughly washing the 263
after torrential rains in 41
again adjourned until the 126
again approaching nearer to 47
again assembled about the 52
again assembled round the 71
again assembled under the 115
again attempted anything of 41
again centuries later by 41
again centuries later in 43
again complaining about the 207
again complains about the 72
again concerned about the 240
again consulted about the 42
again continued until the 46
again depressed beneath the 89
again different types of 50
again disappearing under the 49
again discussed later in 45
again discussed under the 41
again disturbed until the 76
again evaporate nearly to 68
again expressed about the 62
again organized under the 59
again painfully aware of 80
again persuaded rather to 86
again postponed until the 247
again precisely where he 50
again presented under the 50
again published under the 69
again questioned about the 161
again reasonable under the 69
again submerged beneath the 99
agent appointed after the 63
agent appointed under the 194
agent committed within the 155
agent intellect which is 70
agent intellect would be 88
agent perfectly known in 47
agree generally about the 42
agree perfectly about the 54
aided incidence study in 109
aided incidence study of 145
alarm substance cells in 112
alien community within the 47
alien employees serving in 62
alien presences which it 60
align attribute within the 105
align themselves under the 327
align themselves within the 130
alike incapable either of 119
alike protected under the 56
allay anxieties about the 310
allay suspicions about the 201
allow additional types of 48
allow anonymous users to 304
allow authorized users to 263
allow capillary action to 81
allow combustion gases to 42
allow commercial banks to 497
allow communist china to 55
allow competent people to 49
allow continued growth in 53
allow continued growth of 86
allow conviction based on 58
allow deductions about the 53
allow different forms of 178
allow different kinds of 571
allow different modes of 62
allow different parts of 329
allow different people to 203
allow different rates of 91
allow different sizes of 47
allow different sorts of 73
allow different types of 1065
allow different users to 254
allow different views of 98
allow different views to 40
allow discussion about the 57
allow empirical testing of 55
allow incumbent firms to 59
allow inference about the 60
allow irrigation water to 76
allow jefferson davis to 82
allow macintosh users to 49
allow malignant cells to 48
allow menstrual blood to 44
allow organized crime to 72
allow organized labor to 48
allow ourselves again to 63
allow ourselves either to 53
allow passionate people so 48
allow polarized light to 46
allow political power to 220
allow preferred stock to 134
allow president reagan to 56
allow proclaiming either an 164
allow qualified women to 42
allow telephone calls to 49
allow testimony about the 67
allow themselves again to 51
allow themselves either to 104
allow unmarried women to 50
alone continued sitting in 49
alone continued until the 76
alone determine which of 57
alone indicated where the 42
alone invariable which at 46
alpha particles could be 840
alpha particles enter the 46
alpha particles impinging on 135
alpha particles might be 112
alpha particles within the 99
alpha particles would be 1136
alter attitudes about the 43
alter conditions within the 42
amazing megalithic ruins in 45
amazing revolution which is 61
amazing statement about the 51
amend accordingly within the 55
ample allowance which he 40
ample knowledge about the 55
ample patrimony which he 176
ample protection under the 72
ample protection would be 134
ample reparation would be 94
ample testimony about the 49
amply protected under the 41
amuse ourselves while we 105
amuse themselves after the 115
amuse themselves under the 123
amuse themselves until the 102
amuse themselves while the 129
amusing anecdotes about the 525
amusing anecdotes might be 73
amusing anecdotes which he 57
amusing themselves about the 60
amusing themselves after the 166
amusing themselves under the 81
amusing themselves while the 41
anemia pernicious anemia is 42
angels sometimes appear in 59
anything additional about the 52
anything admirable which the 48
anything approaching unity of 48
anything arbitrary about the 47
anything artificial about the 46
anything automatic about the 49
anything chemistry tells us 113
anything contained within the 108
anything different about it 241
anything different about me 698
anything different about my 140
anything different about the 1209
anything different about us 43
anything different would be 160
anything difficult about it 48
anything difficult which is 49
anything disparaging about the 100
anything effective about it 460
anything effective about the 145
anything effective could be 227
anything effective would be 43
anything effectual could be 64
anything favorable about me 53
anything favorable about the 127
anything important about it 84
anything important about the 537
anything important comes up 512
anything important could be 88
anything important turns up 69
anything interesting about it 149
anything interesting about me 41
anything interesting about the 606
anything interesting comes up 82
anything interesting turns up 213
anything intrinsic about the 48
anything irregular about the 96
anything memorable about the 50
anything mysterious about it 276
anything mysterious about the 271
anything necessary about the 51
anything noteworthy about it 73
anything noteworthy about the 67
anything objective about the 60
anything offensive about the 61
anything parliament deems to 44
anything political about the 47
anything practical about it 190
anything practical about the 70
anything practical could be 98
anything precisely ceases to 81
anything previously built in 51
anything previously found in 107
anything previously known in 883
anything previously known of 41
anything previously known or 47
anything previously known to 288
anything psychical which is 56
anything published about the 57
anything reasonable known to 75
anything suspicious about it 232
anything suspicious about the 506
anything suspicious could be 41
anything transpiring about us 51
anything unnatural about it 61
anything unnatural about the 86
anything unnatural where we 46
anything unpleasant about it 58
anything unpleasant about the 121
anything whatsoever about it 142
anything whatsoever about the 906
anything whatsoever could be 62
anything whatsoever which is 207
anything whimsical about me 49
anything witnessed since the 64
anything wonderful about it 104
anything worthwhile about the 142
anything worthwhile could be 151
appeal challenges first the 42
appeal preferred after the 224
appeal presented after the 133
appeal presented within the 70
appeal procedure under the 157
appeal procedure within the 92
appeal proceedings shall be 122
appear concerned about the 292
appear countless times in 41
appear elsewhere within the 52
appear especially prone to 128
appear generally thirty or 155
appear identical under the 87
appear immovably fixed in 56
appear increasingly willing to 150
appear justified based on 46
appear perfectly willing to 41
appear precisely alike in 64
appear reasonable based on 63
appear reasonable given the 51
appear reasonable under the 53
appear regularly under the 67
appear regularly until the 103
appear repeatedly within the 41
appear scattered about in 61
appear somewhere about the 52
appear somewhere within the 124
appear uncertain about the 49
appear unusually large or 47
apple varieties grown in 82
apply additional coats of 85
apply additional force to 48
apply classroom learning in 52
apply classroom learning to 110
apply customary rules of 47
apply different forms of 153
apply different kinds of 310
apply different meanings to 136
apply different modes of 49
apply different names to 242
apply different norms to 43
apply different rates of 126
apply different rates to 130
apply different rules in 76
apply different rules of 203
apply different rules or 45
apply different rules to 458
apply different terms of 43
apply different terms to 113
apply different tests of 51
apply different tests to 89
apply different types of 436
apply excessive force to 127
apply knowledge about the 183
apply objective tests to 59
apply petroleum jelly or 128
apply petroleum jelly to 414
apply strategic thinking to 51
apply themselves again to 73
apply themselves either to 71
apply themselves first to 58
apply themselves fully to 85
apply themselves rather to 143
argue different sides of 67
argue endlessly about the 568
argue rationally about the 109
argue similarly about the 45
argue themselves black in 57
arguing different sides of 51
arguing endlessly about the 52
arise centrally within the 44
arise conflicting wills of 41
arise different forms of 42
arise different kinds of 44
arise different types of 46
arise especially where the 58
arise naturally where the 43
arise naturally within the 164
arise primarily within the 204
arise situations where the 91
arising hereunder shall be 413
arising primarily within the 146
arising thereunder shall be 237
armed aggression under the 40
armed aggression which the 56
armed aggression would be 48
armed conflicts after the 58
armed conflicts could be 161
armed conflicts since the 461
armed conflicts under the 94
armed conflicts where the 105
armed conflicts within the 328
armed conflicts would be 71
armed expedition under the 66
armed opposition which the 61
armed opposition would be 76
armed revolution until the 74
armed revolution would be 115
armed struggles waged by 157
armed themselves under the 55
aroma compounds found in 111
arose primarily within the 41
array themselves under the 291
arrow indicates onset of 62
arrow indicates point of 79
arrow indicates start of 45
arrow indicates where the 693
ashes broadcast about the 120
ashes scattered about the 44
aside additional funds to 40
aside arguments about the 127
aside arguments based on 163
asked americans about the 82
asked churchill about the 50
asked commercial banks to 74
asked confucius about the 209
asked countless times by 100
asked countless times to 53
asked defendant about the 106
asked different kinds of 116
asked different people to 66
asked different types of 65
asked employees about the 42
asked especially about the 71
asked generally about the 52
asked jefferson davis to 85
asked ourselves about the 143
asked ourselves where the 42
asked ourselves where we 55
asked permission first to 105
asked pointedly about the 41
asked president davis to 105
asked president grant to 235
asked president nixon to 264
asked president reagan to 225
asked repeatedly about the 261
asked repeatedly since the 42
asked themselves about the 195
asked themselves after the 41
asked themselves where the 86
asked themselves which of 65
asked yesterday about the 41
assay described above is 117
assay described below is 127
assay procedure based on 117
asset allocation based on 409
asset allocation model is 67
asset allocation model to 50
asset allocation within the 61
asset allocation would be 72
asset protection trust is 362
atoms contained within the 171
atoms generated nearby by 58
atoms themselves might be 41
atoms themselves would be 55
atoning sacrifice which he 99
audit committee about the 127
audit committee needs to 125
audit committee shall be 258
audit committee under the 42
audit committee within the 58
audit committee would be 255
author complains about the 140
author currently lives in 69
author discusses first the 52
author discusses fully the 40
author discusses types of 40
author doubtless hints at 45
author evidently knows the 47
author expresses thanks to 299
author expressly tells us 46
author possesses power of 82
author published under the 58
author sincerely thanks the 80
author sometimes seems to 75
avail ourselves again of 125
avail ourselves fully of 138
avail themselves either of 113
avail themselves fully of 1378
avoid ambiguity about the 80
avoid arguments about the 120
avoid arguments based on 43
avoid complaining about the 48
avoid conflicting rules of 47
avoid conflicts within the 124
avoid different types of 52
avoid discussion about the 65
avoid dissension within the 54
avoid excessive bending of 93
avoid excessive cooling of 72
avoid excessive costs in 65
avoid excessive costs of 73
avoid excessive delay in 59
avoid excessive doses of 71
avoid excessive growth of 84
avoid excessive loading of 89
avoid excessive loads on 44
avoid excessive rates of 57
avoid excessive waste of 75
avoid injustice where the 45
avoid introducing within the 97
avoid obstacles which the 52
avoid publicity about the 89
avoid regulation under the 92
avoid repetition within the 47
avoid revolution short of 43
avoid situations known to 45
avoid situations where an 62
avoid situations where he 181
avoid situations where it 150
avoid situations where the 862
avoid situations where we 133
avoid speculating about the 112
avoid technical terms as 183
avoid technical terms in 46
avoid technical terms or 49
award contracts based on 55
award litigation costs to 55
award reasonable costs to 100
aware localized routing in 63
awful apparition which at 42
awful attraction about it 45
awful mysteries which no 63
awful mysteries which the 56
awful spectacle after the 125
axons terminate within the 93
axons terminating within the 97
